context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too. response:	Even if it doesn't sit well with you, it'll be worth enduring, right?
context: Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right? response:	Well, I guess so.
context: You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so. response:	Is this where the monk manages?
context: which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages? response:	We should hear some prayers, then.
context: Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then. response:	You probably can't hear any other sounds because of the noise from eating my meat pie.
context: I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie. response:	That was some nice sarcasm,
context: The debt will be dealt between the two companies.\I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm, response:	but to recover my honor, I can hear the sounds of people inside.
context: I bought twice the goods, so my profit will be twice as large, too.\Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside. response:	So, there are people inside?
context: Even if it doesn't sit well with you, it'll be worth enduring, right?\Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside? response:	Yes, but it feels dangerous.
context: Well, I guess so.\Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous. response:	At the very least, it's not a fun feeling.
context: Is this where the monk manages?\We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling. response:	Nothing will happen from hesitating.
context: We should hear some prayers, then.\You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating. response:	I won't get any money if I don't sell these goods.
context: You probably can't hear any other sounds because of the noise from eating my meat pie.\That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods. response:	I won't get any nourishment if I don't eat this meat pie, either.
context: That was some nice sarcasm,\but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either. response:	That's my nourishment.
context: but to recover my honor, I can hear the sounds of people inside.\So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment. response:	What? If you wanted some, you should have told me earlier.
context: So, there are people inside?\Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier. response:	Here.
context: Yes, but it feels dangerous.\At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here. response:	I'm sure you're supposed to be open until the Sabbath.
context: At the very least, it's not a fun feeling.\Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath. response:	Is there some special reason?
context: Nothing will happen from hesitating.\I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason? response:	Well, yeah... kind of.
context: I won't get any money if I don't sell these goods.\I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of. response:	Did you just arrive in this city today?
context: I won't get any nourishment if I don't eat this meat pie, either.\That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today? response:	No, I arrived a few days ago.
context: That's my nourishment.\What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago. response:	Seems like a lot happened.
context: What? If you wanted some, you should have told me earlier.\Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened. response:	No, no, I will help you if you have a name.
context: Here.\I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name. response:	No, that's all right.
context: I'm sure you're supposed to be open until the Sabbath.\Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right. response:	Well then, excuse me.
context: Is there some special reason?\Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me. response:	Is that so?
context: Well, yeah... kind of.\Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me.\Is that so? response:	We await your next arrival.
context: Did you just arrive in this city today?\No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me.\Is that so?\We await your next arrival. response:	Lawrence Craft!
context: No, I arrived a few days ago.\Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me.\Is that so?\We await your next arrival.\Lawrence Craft! response:	So, you are him.
context: Seems like a lot happened.\No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me.\Is that so?\We await your next arrival.\Lawrence Craft!\So, you are him. response:	You brought some armor from Ratpearson, right?
context: No, no, I will help you if you have a name.\No, that's all right.\Well then, excuse me.\Is that so?\We await your next arrival.\Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right? response:	How do you know about that?
context: No, that's all right.\Well then, excuse me.\Is that so?\We await your next arrival.\Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that? response:	The truth is, there was a messenger from Polson.
context: Well then, excuse me.\Is that so?\We await your next arrival.\Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson. response:	The Ratpearson Company sent a credit claim to this company.
context: Is that so?\We await your next arrival.\Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company. response:	Credit claim?!
context: We await your next arrival.\Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?! response:	What's going on?
context: Lawrence Craft!\So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on? response:	Your companion's business has failed.
context: So, you are him.\You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on?\Your companion's business has failed. response:	Just like us.
context: You brought some armor from Ratpearson, right?\How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on?\Your companion's business has failed.\Just like us. response:	What'd you say?
context: How do you know about that?\The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on?\Your companion's business has failed.\Just like us.\What'd you say? response:	There has been a decline in armor for a while, and it's worth nothing now.
context: The truth is, there was a messenger from Polson.\The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on?\Your companion's business has failed.\Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now. response:	Ratpearon used their inferior stock to put him into debt,
context: The Ratpearson Company sent a credit claim to this company.\Credit claim?!\What's going on?\Your companion's business has failed.\Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt, response:	and the rights to it have been transferred to this company.
context: Credit claim?!\What's going on?\Your companion's business has failed.\Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company. response:	Meaning, your companion has a huge debt to settle.
context: What's going on?\Your companion's business has failed.\Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle. response:	Simply put, he's bankrupt.
context: Your companion's business has failed.\Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt. response:	Lawrence...
context: Just like us.\What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence... response:	They've tricked me...
context: What'd you say?\There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence...\They've tricked me... response:	We both entered this contract knowing the details.
context: There has been a decline in armor for a while, and it's worth nothing now.\Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence...\They've tricked me...\We both entered this contract knowing the details. response:	You understand that, right?
context: Ratpearon used their inferior stock to put him into debt,\and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence...\They've tricked me...\We both entered this contract knowing the details.\You understand that, right? response:	Of course, Mr. Remerio.
context: and the rights to it have been transferred to this company.\Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence...\They've tricked me...\We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio. response:	I'm a merchant too, after all.
context: Meaning, your companion has a huge debt to settle.\Simply put, he's bankrupt.\Lawrence...\They've tricked me...\We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all. response:	You bought 100 Rumione worth of armor from the Ratpearson Company.
context: Simply put, he's bankrupt.\Lawrence...\They've tricked me...\We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company. response:	Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.
context: Lawrence...\They've tricked me...\We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral. response:	Let's move on to your repayment of the debt.
context: They've tricked me...\We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt. response:	If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.
context: We both entered this contract knowing the details.\You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts. response:	Yes.
context: You understand that, right?\Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes. response:	Well, your loans will be due the day after.
context: Of course, Mr. Remerio.\I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after. response:	We will wait for two days.
context: I'm a merchant too, after all.\You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after.\We will wait for two days. response:	Until then, please gather 47 and 3/4 Rumione and pay us back every coin.
context: You bought 100 Rumione worth of armor from the Ratpearson Company.\Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin. response:	I will sell the armor at a high price, somehow.
context: Your debt amounts to 47 and 3/4 Rumione with a deadline on loans, with no collateral.\Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow. response:	We will perform the liquidation in two days. Is that acceptable?
context: Let's move on to your repayment of the debt.\If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable? response:	Yes.
context: If you don't pay, we will have to demand the Rowen Trading Guild to shoulder your debts.\Yes.\Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes. response:	Excuse me, then.
context: Yes.\Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then. response:	Let me say this just in case.
context: Well, your loans will be due the day after.\We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then.\Let me say this just in case. response:	If anything happens, our street stalls will be up near the city exits.
context: We will wait for two days.\Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits. response:	Please come by anytime if you need anything.
context: Until then, please gather 47 and 3/4 Rumione and pay us back every coin.\I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything. response:	Thank you for your words, but I'm sure I won't be needing anything.
context: I will sell the armor at a high price, somehow.\We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything. response:	I'm sure you'll be busy with all your business negotiations.
context: We will perform the liquidation in two days. Is that acceptable?\Yes.\Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations. response:	I look forward to seeing you in two days.
context: Yes.\Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days. response:	May God protect you.
context: Excuse me, then.\Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you. response:	Sorry for making you wait.
context: Let me say this just in case.\If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait. response:	Hey...
context: If anything happens, our street stalls will be up near the city exits.\Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait.\Hey... response:	What is going on now?
context: Please come by anytime if you need anything.\Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait.\Hey...\What is going on now? response:	Basically, the goods behind us are now garbage.
context: Thank you for your words, but I'm sure I won't be needing anything.\I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait.\Hey...\What is going on now?\Basically, the goods behind us are now garbage. response:	So, I didn't hear it wrong.
context: I'm sure you'll be busy with all your business negotiations.\I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait.\Hey...\What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong. response:	Also...
context: I look forward to seeing you in two days.\May God protect you.\Sorry for making you wait.\Hey...\What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also... response:	I'll be bankrupt at this rate.
context: May God protect you.\Sorry for making you wait.\Hey...\What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate. response:	Will you run?
context: Sorry for making you wait.\Hey...\What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate.\Will you run? response:	Information between merchants is just like being looked upon by God.
context: Hey...\What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God. response:	We'll be found no matter where we go and do business.
context: What is going on now?\Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business. response:	If that happens, I can no longer return to being a merchant.
context: Basically, the goods behind us are now garbage.\So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant. response:	However, those who suffer wounds in a fight are suddenly eaten down to the last bone.
context: So, I didn't hear it wrong.\Also...\I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone. response:	Are you satisfied with that?
context: Also...\I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that? response:	Of course not!
context: I'll be bankrupt at this rate.\Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not! response:	I just need to return the 47 Rumione, and it'll be over!
context: Will you run?\Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over! response:	It's possible for me to start over.
context: Information between merchants is just like being looked upon by God.\We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over. response:	I'm Horo the Wise.
context: We'll be found no matter where we go and do business.\If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise. response:	I'm sure I'll be of help to you.
context: If that happens, I can no longer return to being a merchant.\However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you. response:	Yeah, paying back the food expense will surely help me-
context: However, those who suffer wounds in a fight are suddenly eaten down to the last bone.\Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me- response:	I told you I'd earn what I ate.
context: Are you satisfied with that?\Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate. response:	I was just joking.
context: Of course not!\I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking. response:	That's fine.
context: I just need to return the 47 Rumione, and it'll be over!\It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking.\That's fine. response:	When the time comes, I'll put my honor on the line and run away with you.
context: It's possible for me to start over.\I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you. response:	Even if I have to use the power of this wheat.
context: I'm Horo the Wise.\I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat. response:	You promised that you'd take me to the northern forest.
context: I'm sure I'll be of help to you.\Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest. response:	I can't have us stumbling here.
context: Yeah, paying back the food expense will surely help me-\I told you I'd earn what I ate.\I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here. response:	Yeah, I swear I'll keep my promise. Also...
context: I told you I'd earn what I ate.\I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also... response:	I might ask for your help when the time comes.
context: I was just joking.\That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes. response:	Leave it to me!
context: That's fine.\When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me! response:	Well, let's head for the Trading Guild for now. You wait at the inn-
context: When the time comes, I'll put my honor on the line and run away with you.\Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn- response:	My partner is in a crisis,
context: Even if I have to use the power of this wheat.\You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn-\My partner is in a crisis, response:	do I look like an immoral wolf who can groom her fur at leisure at the inn?
context: You promised that you'd take me to the northern forest.\I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn-\My partner is in a crisis,\do I look like an immoral wolf who can groom her fur at leisure at the inn? response:	No, but...
context: I can't have us stumbling here.\Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn-\My partner is in a crisis,\do I look like an immoral wolf who can groom her fur at leisure at the inn?\No, but... response:	Do I look like one?!
context: Yeah, I swear I'll keep my promise. Also...\I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn-\My partner is in a crisis,\do I look like an immoral wolf who can groom her fur at leisure at the inn?\No, but...\Do I look like one?! response:	No, not at all.
context: I might ask for your help when the time comes.\Leave it to me!\Well, let's head for the Trading Guild for now. You wait at the inn-\My partner is in a crisis,\do I look like an immoral wolf who can groom her fur at leisure at the inn?\No, but...\Do I look like one?!\No, not at all. response:	That's not the problem.
