context: Come on, Nat! response:	Why are you following me?!
context: That's two things now...\That's two things now...\Helping yourself to Relics is strictly forbidden.\Is she glaring at me?\Relics provide valuable income to the orphanage...\So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints! response:	She knows it was me?!
context: That's two things now...\Helping yourself to Relics is strictly forbidden.\Is she glaring at me?\Relics provide valuable income to the orphanage...\So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints!\She knows it was me?! response:	Next time, it won't stop at just being strung up naked.
context: Helping yourself to Relics is strictly forbidden.\Is she glaring at me?\Relics provide valuable income to the orphanage...\So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked. response:	Keep that in mind. That is all.
context: Is she glaring at me?\Relics provide valuable income to the orphanage...\So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all. response:	You're dismissed.
context: Relics provide valuable income to the orphanage...\So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed. response:	She doesn't know... I'm safe.
context: So pocketing them is inexcusable.\No matter the punishment...\I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe. response:	Riko.
context: No matter the punishment...\I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe.\Riko. response:	Can I talk to you for a sec?
context: I don't want to hear any complaints!\She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec? response:	Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...
context: She knows it was me?!\Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw... response:	That's right!
context: Next time, it won't stop at just being strung up naked.\Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right! response:	If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!
context: Keep that in mind. That is all.\You're dismissed.\She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat! response:	You saved him?
context: You're dismissed.\She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him? response:	Yes! I blew my whistle like so and made myself a decoy!
context: She doesn't know... I'm safe.\Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy! response:	Well, how did you get saved, then?
context: Riko.\Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then? response:	That's also surprising!
context: Can I talk to you for a sec?\Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising! response:	A light like none I've ever seen just-
context: Nat tells me he lost his backpack due to being attacked by a crimson splitjaw...\That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just- response:	Ah, that was close!
context: That's right!\If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just-\Ah, that was close! response:	I was just about to start talking about the robot boy...
context: If I didn't save him, he'd be snake droppings right about now. Oh, that Nat!\You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy... response:	Well, whatever.
context: You saved him?\Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever. response:	Even at a relatively safe 100 meters, you never know what's going to happen...
context: Yes! I blew my whistle like so and made myself a decoy!\Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen... response:	From now on, don't let your guard down.
context: Well, how did you get saved, then?\That's also surprising!\A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down. response:	Leader!
context: That's also surprising!\A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader! response:	U-um...
context: A light like none I've ever seen just-\Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader!\U-um... response:	I have a favor to ask!
context: Ah, that was close!\I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader!\U-um...\I have a favor to ask! response:	Please assign me to somewhere deeper!
context: I was just about to start talking about the robot boy...\Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader!\U-um...\I have a favor to ask!\Please assign me to somewhere deeper! response:	I thought I told you I'd consider it if your haul was assessed to be the most valuable!
context: Well, whatever.\Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader!\U-um...\I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable! response:	First, develop some skills that allow you to cave-raid more efficiently.
context: Even at a relatively safe 100 meters, you never know what's going to happen...\From now on, don't let your guard down.\Leader!\U-um...\I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently. response:	I want to become a White Whistle as soon as I can... and catch up with my mother!
context: From now on, don't let your guard down.\Leader!\U-um...\I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother! response:	I'll go down as deep as she has and-
context: Leader!\U-um...\I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and- response:	You can't!
context: U-um...\I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't! response:	To begin with, if you were to go down 400 meters with your current level of experience,
context: I have a favor to ask!\Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience, response:	simply heading back up again would be all you could handle!
context: Please assign me to somewhere deeper!\I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle! response:	For the time being, keep your head down and work hard.
context: I thought I told you I'd consider it if your haul was assessed to be the most valuable!\First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard. response:	Well...
context: First, develop some skills that allow you to cave-raid more efficiently.\I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well... response:	That's too bad, Miss Saved-My-Life!
context: I want to become a White Whistle as soon as I can... and catch up with my mother!\I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life! response:	What of it?! Eavesdropping like that isn't cool!
context: I'll go down as deep as she has and-\You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool! response:	More importantly, Riko, what are you going to do about that thing in your room?
context: You can't!\To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room? response:	The robot?
context: To begin with, if you were to go down 400 meters with your current level of experience,\simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot? response:	I'll wake him up, of course.
context: simply heading back up again would be all you could handle!\For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course. response:	He's sleeping? Really?!
context: For the time being, keep your head down and work hard.\Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course.\He's sleeping? Really?! response:	Yep! We've gotta hurry and wake him!
context: Well...\That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him! response:	So, help me out, everybody!
context: That's too bad, Miss Saved-My-Life!\What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody! response:	So? How's that?
context: What of it?! Eavesdropping like that isn't cool!\More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that? response:	I think maybe he moved a little.
context: More importantly, Riko, what are you going to do about that thing in your room?\The robot?\I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that?\I think maybe he moved a little. response:	Really?!
context: The robot?\I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that?\I think maybe he moved a little.\Really?! response:	Is someone there?
context: I'll wake him up, of course.\He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that?\I think maybe he moved a little.\Really?!\Is someone there? response:	Maybe we should try turning up the power a little bit?
context: He's sleeping? Really?!\Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that?\I think maybe he moved a little.\Really?!\Is someone there?\Maybe we should try turning up the power a little bit? response:	The voices of children? Maybe we should try turning up the power a little bit?
context: Yep! We've gotta hurry and wake him!\So, help me out, everybody!\So? How's that?\I think maybe he moved a little.\Really?!\Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit? response:	The voices of children? Yeah, good idea. Riko, set the dial to 2.
context: So, help me out, everybody!\So? How's that?\I think maybe he moved a little.\Really?!\Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2. response:	Yeah, good idea. Riko, set the dial to 2.
context: So? How's that?\I think maybe he moved a little.\Really?!\Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2. response:	I'm on it!
context: I think maybe he moved a little.\Really?!\Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it! response:	Whatever...
context: Really?!\Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever... response:	I'll sleep... a bit longer...
context: Is someone there?\Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever...\I'll sleep... a bit longer... response:	Done! I'll sleep... a bit longer...
context: Maybe we should try turning up the power a little bit?\The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer... response:	I'll sleep... a bit longer...
context: The voices of children? Maybe we should try turning up the power a little bit?\The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer... response:	So, Shiggy, can I press it now?
context: The voices of children? Yeah, good idea. Riko, set the dial to 2.\Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now? response:	Riko, isn't it actually set on 20?
context: Yeah, good idea. Riko, set the dial to 2.\I'm on it!\Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20? response:	Huh?
context: I'm on it!\Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh? response:	H-he's up!
context: Whatever...\I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh?\H-he's up! response:	Seriously?!
context: I'll sleep... a bit longer...\Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh?\H-he's up!\Seriously?! response:	See! I told you that electricity would do the trick!
context: Done! I'll sleep... a bit longer...\I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh?\H-he's up!\Seriously?!\See! I told you that electricity would do the trick! response:	And who was the one who fed him hot coals earlier?
context: I'll sleep... a bit longer...\So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh?\H-he's up!\Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier? response:	Hey, hey, Robot Boy, do you recognize me?
context: So, Shiggy, can I press it now?\Riko, isn't it actually set on 20?\Huh?\H-he's up!\Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me? response:	You saved me!
context: Riko, isn't it actually set on 20?\Huh?\H-he's up!\Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me! response:	How did you attack that snake from so far away?
context: Huh?\H-he's up!\Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away? response:	Ah, but first, tell me your name!
context: H-he's up!\Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name! response:	Hey, don't get carried away! He looks overwhelmed...
context: Seriously?!\See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed... response:	Ah, I'm sorry. My name's Riko!
context: See! I told you that electricity would do the trick!\And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko! response:	I feel bad about replying to a question with a question, but...
context: And who was the one who fed him hot coals earlier?\Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but... response:	He spoke!
context: Hey, hey, Robot Boy, do you recognize me?\You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke! response:	How cute!
context: You saved me!\How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke!\How cute! response:	There's something I want to ask...
context: How did you attack that snake from so far away?\Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke!\How cute!\There's something I want to ask... response:	What? What? Ask whatever you want!
context: Ah, but first, tell me your name!\Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke!\How cute!\There's something I want to ask...\What? What? Ask whatever you want! response:	Where... is this place?
context: Hey, don't get carried away! He looks overwhelmed...\Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke!\How cute!\There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place? response:	Here?
context: Ah, I'm sorry. My name's Riko!\I feel bad about replying to a question with a question, but...\He spoke!\How cute!\There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place?\Here? response:	This is my room! In Belchero Orphanage.
context: I feel bad about replying to a question with a question, but...\He spoke!\How cute!\There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place?\Here?\This is my room! In Belchero Orphanage. response:	Do you guys work as torturers?
context: He spoke!\How cute!\There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place?\Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers? response:	Huh?
context: How cute!\There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place?\Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh? response:	Riko's room is actually an old execution chamber.
context: There's something I want to ask...\What? What? Ask whatever you want!\Where... is this place?\Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber. response:	She got up to too much mischief and was moved here.
context: What? What? Ask whatever you want!\Where... is this place?\Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here. response:	Anyway, we work as cave raiders.
context: Where... is this place?\Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders. response:	Well, strictly speaking, we're apprentices called Red Whistles.
context: Here?\This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles. response:	Hey, hey, Robot Boy, what's your name?
context: This is my room! In Belchero Orphanage.\Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name? response:	What kind of stuff can you do? Who made you?
context: Do you guys work as torturers?\Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you? response:	It's been on my mind for a bit now, but...
context: Huh?\Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but... response:	Yeah?
context: Riko's room is actually an old execution chamber.\She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah? response:	I'm... a robot?
context: She got up to too much mischief and was moved here.\Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah?\I'm... a robot? response:	You're a robot!
context: Anyway, we work as cave raiders.\Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah?\I'm... a robot?\You're a robot! response:	Electricity made you move!
context: Well, strictly speaking, we're apprentices called Red Whistles.\Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah?\I'm... a robot?\You're a robot!\Electricity made you move! response:	You totally withstood fire!
context: Hey, hey, Robot Boy, what's your name?\What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah?\I'm... a robot?\You're a robot!\Electricity made you move!\You totally withstood fire! response:	And there's not a single scratch on you!
context: What kind of stuff can you do? Who made you?\It's been on my mind for a bit now, but...\Yeah?\I'm... a robot?\You're a robot!\Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you! response:	So, uh... you don't even remember that you're a robot?
context: It's been on my mind for a bit now, but...\Yeah?\I'm... a robot?\You're a robot!\Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot? response:	Maybe that jolt of electricity messed with his memory?
context: Yeah?\I'm... a robot?\You're a robot!\Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory? response:	Everyone, this is bad!
context: I'm... a robot?\You're a robot!\Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad! response:	The lights are out throughout the whole orphanage!
context: You're a robot!\Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage! response:	What?!
context: Electricity made you move!\You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?! response:	I think we overdid it by going full throttle earlier.
context: You totally withstood fire!\And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier. response:	Hide quick! Leader is headed straight over here!
context: And there's not a single scratch on you!\So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here! response:	Huh?! How does he know it was us?!
context: So, uh... you don't even remember that you're a robot?\Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?! response:	Probably'cause you're always pulling stuff.
context: Maybe that jolt of electricity messed with his memory?\Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff. response:	Can you stand?
context: Everyone, this is bad!\The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand? response:	Suppose we've gotta get that off you first...
context: The lights are out throughout the whole orphanage!\What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first... response:	Riko!
context: What?!\I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first...\Riko! response:	Huh?!
context: I think we overdid it by going full throttle earlier.\Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first...\Riko!\Huh?! response:	Riko! Distract him best you can!
context: Hide quick! Leader is headed straight over here!\Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first...\Riko!\Huh?!\Riko! Distract him best you can! response:	I've got a bad feeling...
context: Huh?! How does he know it was us?!\Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first...\Riko!\Huh?!\Riko! Distract him best you can!\I've got a bad feeling... response:	Huh?
context: Probably'cause you're always pulling stuff.\Can you stand?\Suppose we've gotta get that off you first...\Riko!\Huh?!\Riko! Distract him best you can!\I've got a bad feeling...\Huh? response:	Huh?!
context: Can you stand?\Suppose we've gotta get that off you first...\Riko!\Huh?!\Riko! Distract him best you can!\I've got a bad feeling...\Huh?\Huh?! response:	Don't come out of there! Got it?
context: Suppose we've gotta get that off you first...\Riko!\Huh?!\Riko! Distract him best you can!\I've got a bad feeling...\Huh?\Huh?!\Don't come out of there! Got it? response:	We'll be in a world of trouble if you do!
context: Riko!\Huh?!\Riko! Distract him best you can!\I've got a bad feeling...\Huh?\Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do! response:	Hey, Riko! Open up!
