context: Wow! response:	Incredible!
context: So will I, Mr. Ren!\Me, too! I'll leave my husband behind!\Dummy...\Me, too!\The dumber your kid is, the cuter, right?\Yeah.\Let's drink tonight!\Yeah! response:	Sounds good!
context: Me, too! I'll leave my husband behind!\Dummy...\Me, too!\The dumber your kid is, the cuter, right?\Yeah.\Let's drink tonight!\Yeah!\Sounds good! response:	Hey, you'd better drink, too!
context: Dummy...\Me, too!\The dumber your kid is, the cuter, right?\Yeah.\Let's drink tonight!\Yeah!\Sounds good!\Hey, you'd better drink, too! response:	I'm underage...
context: Me, too!\The dumber your kid is, the cuter, right?\Yeah.\Let's drink tonight!\Yeah!\Sounds good!\Hey, you'd better drink, too!\I'm underage... response:	Stop acting so goody-goody!
context: The dumber your kid is, the cuter, right?\Yeah.\Let's drink tonight!\Yeah!\Sounds good!\Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody! response:	Tohru!
context: Yeah.\Let's drink tonight!\Yeah!\Sounds good!\Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody!\Tohru! response:	Don't stay too long, okay?
context: Let's drink tonight!\Yeah!\Sounds good!\Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody!\Tohru!\Don't stay too long, okay? response:	If you're going to do something,
context: Yeah!\Sounds good!\Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody!\Tohru!\Don't stay too long, okay?\If you're going to do something, response:	be sure to write me a report afterwards.
context: Sounds good!\Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody!\Tohru!\Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards. response:	Mom!
context: Hey, you'd better drink, too!\I'm underage...\Stop acting so goody-goody!\Tohru!\Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards.\Mom! response:	Maybe I'll go peek later.
context: I'm underage...\Stop acting so goody-goody!\Tohru!\Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later. response:	Don't.
context: Stop acting so goody-goody!\Tohru!\Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later.\Don't. response:	Aww...
context: Tohru!\Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later.\Don't.\Aww... response:	Hey, Mom?
context: Don't stay too long, okay?\If you're going to do something,\be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later.\Don't.\Aww...\Hey, Mom? response:	What are your plans now?
context: If you're going to do something,\be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later.\Don't.\Aww...\Hey, Mom?\What are your plans now? response:	I'm going to be working at a friend's place for a little while.
context: be sure to write me a report afterwards.\Mom!\Maybe I'll go peek later.\Don't.\Aww...\Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while. response:	Why don't you come to Tokyo with Ohana?
context: Mom!\Maybe I'll go peek later.\Don't.\Aww...\Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana? response:	I'd rather not.
context: Maybe I'll go peek later.\Don't.\Aww...\Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not. response:	I plan on staying here and working as a waitress.
context: Don't.\Aww...\Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress. response:	Work?
context: Aww...\Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress.\Work? response:	I also realized something.
context: Hey, Mom?\What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress.\Work?\I also realized something. response:	I'm better at doing things myself
context: What are your plans now?\I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress.\Work?\I also realized something.\I'm better at doing things myself response:	rather than ordering people around.
context: I'm going to be working at a friend's place for a little while.\Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress.\Work?\I also realized something.\I'm better at doing things myself\rather than ordering people around. response:	Mom...
context: Why don't you come to Tokyo with Ohana?\I'd rather not.\I plan on staying here and working as a waitress.\Work?\I also realized something.\I'm better at doing things myself\rather than ordering people around.\Mom... response:	I'll fest it up, too.
context: I'd rather not.\I plan on staying here and working as a waitress.\Work?\I also realized something.\I'm better at doing things myself\rather than ordering people around.\Mom...\I'll fest it up, too. response:	I'll continue being that mother you hate so much, for your sake.
context: I plan on staying here and working as a waitress.\Work?\I also realized something.\I'm better at doing things myself\rather than ordering people around.\Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake. response:	Thank you, mother.
context: Work?\I also realized something.\I'm better at doing things myself\rather than ordering people around.\Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother. response:	Umm...
context: I also realized something.\I'm better at doing things myself\rather than ordering people around.\Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm... response:	No, you have to fold back this part.
context: I'm better at doing things myself\rather than ordering people around.\Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm...\No, you have to fold back this part. response:	Oh... Right.
context: rather than ordering people around.\Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm...\No, you have to fold back this part.\Oh... Right. response:	Sorry you had to be in this room,
context: Mom...\I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm...\No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room, response:	and accompanied by a weirdo.
context: I'll fest it up, too.\I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm...\No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo. response:	It's totally fine.
context: I'll continue being that mother you hate so much, for your sake.\Thank you, mother.\Umm...\No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine. response:	I'm actually feeling a bit guilty that I get to stay for free.
context: Thank you, mother.\Umm...\No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free. response:	It's okay!
context: Umm...\No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay! response:	She was actually sort of happy because
context: No, you have to fold back this part.\Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because response:	she claims I never invite friends.
context: Oh... Right.\Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because\she claims I never invite friends. response:	But you were right, this inn is really amazing.
context: Sorry you had to be in this room,\and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing. response:	Both the inn and the people who work here...
context: and accompanied by a weirdo.\It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here... response:	You found them all, didn't you?
context: It's totally fine.\I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you? response:	Found?
context: I'm actually feeling a bit guilty that I get to stay for free.\It's okay!\She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you?\Found? response:	Watching you made me realize that places aren't there to begin with.
context: It's okay!\She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with. response:	You need to find them and build them yourself.
context: She was actually sort of happy because\she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself. response:	Ko...
context: she claims I never invite friends.\But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko... response:	I'll find my place, too.
context: But you were right, this inn is really amazing.\Both the inn and the people who work here...\You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko...\I'll find my place, too. response:	Hey...
context: Both the inn and the people who work here...\You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko...\I'll find my place, too.\Hey... response:	If the places we belong happen to be the same,
context: You found them all, didn't you?\Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko...\I'll find my place, too.\Hey...\If the places we belong happen to be the same, response:	Ohana...
context: Found?\Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko...\I'll find my place, too.\Hey...\If the places we belong happen to be the same,\Ohana... response:	What are you doing?!
context: Watching you made me realize that places aren't there to begin with.\You need to find them and build them yourself.\Ko...\I'll find my place, too.\Hey...\If the places we belong happen to be the same,\Ohana...\What are you doing?! response:	This is my room...
context: You need to find them and build them yourself.\Ko...\I'll find my place, too.\Hey...\If the places we belong happen to be the same,\Ohana...\What are you doing?!\This is my room... response:	Don't you think Ohana's boyfriend looks so sweet?
context: Ko...\I'll find my place, too.\Hey...\If the places we belong happen to be the same,\Ohana...\What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet? response:	Yeah?
context: I'll find my place, too.\Hey...\If the places we belong happen to be the same,\Ohana...\What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah? response:	He's just lanky.
context: Hey...\If the places we belong happen to be the same,\Ohana...\What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky. response:	I feel so bad for Tohru that he lost to someone like that.
context: If the places we belong happen to be the same,\Ohana...\What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that. response:	It's not about winning or losing!
context: Ohana...\What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing! response:	Oh... Right.
context: What are you doing?!\This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right. response:	Kept you waiting!
context: This is my room...\Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right.\Kept you waiting! response:	Huh?
context: Don't you think Ohana's boyfriend looks so sweet?\Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right.\Kept you waiting!\Huh? response:	Weren't you going to sleep in the Madam Manager's room?
context: Yeah?\He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right.\Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room? response:	Nah.
context: He's just lanky.\I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right.\Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah. response:	This is where I belong in the Kissuiso.
context: I feel so bad for Tohru that he lost to someone like that.\It's not about winning or losing!\Oh... Right.\Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso. response:	It's my first time ringing a bear-repelling bell!
context: It's not about winning or losing!\Oh... Right.\Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell! response:	I hear they often emerge during this season.
context: Oh... Right.\Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season. response:	Wow, it's cold.
context: Kept you waiting!\Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold. response:	The convenience store is so far away.
context: Huh?\Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away. response:	The pajama party continues to the next day!
context: Weren't you going to sleep in the Madam Manager's room?\Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day! response:	Oh, we forgot to buy meat buns...
context: Nah.\This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns... response:	So beautiful...
context: This is where I belong in the Kissuiso.\It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful... response:	Hey...
context: It's my first time ringing a bear-repelling bell!\I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful...\Hey... response:	I was wondering why it had to be the Kissuiso for me.
context: I hear they often emerge during this season.\Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me. response:	Well, maybe it's because you can be with Tohru.
context: Wow, it's cold.\The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru. response:	No!
context: The convenience store is so far away.\The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No! response:	Well, yeah, but that's not it!
context: The pajama party continues to the next day!\Oh, we forgot to buy meat buns...\So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it! response:	My... My dream.
context: Oh, we forgot to buy meat buns...\So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it!\My... My dream. response:	It has changed.
context: So beautiful...\Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it!\My... My dream.\It has changed. response:	Huh?
context: Hey...\I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it!\My... My dream.\It has changed.\Huh? response:	I just wanted to become a chef.
context: I was wondering why it had to be the Kissuiso for me.\Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it!\My... My dream.\It has changed.\Huh?\I just wanted to become a chef. response:	But now...
context: Well, maybe it's because you can be with Tohru.\No!\Well, yeah, but that's not it!\My... My dream.\It has changed.\Huh?\I just wanted to become a chef.\But now... response:	Now, I want to become Kissuiso's chef.
context: No!\Well, yeah, but that's not it!\My... My dream.\It has changed.\Huh?\I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef. response:	Minchi...
context: Well, yeah, but that's not it!\My... My dream.\It has changed.\Huh?\I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef.\Minchi... response:	You're amazing, Minchi.
context: My... My dream.\It has changed.\Huh?\I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi. response:	I don't know about my dreams just yet, but...
context: It has changed.\Huh?\I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but... response:	I want to come back to the Kissuiso someday.
context: Huh?\I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday. response:	The place where many dreams are born.
context: I just wanted to become a chef.\But now...\Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born. response:	Where many dreams are born...
context: But now...\Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born... response:	It's beautiful.
context: Now, I want to become Kissuiso's chef.\Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born...\It's beautiful. response:	We were there, weren't we?
context: Minchi...\You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born...\It's beautiful.\We were there, weren't we? response:	Don't talk in past-tense.
context: You're amazing, Minchi.\I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born...\It's beautiful.\We were there, weren't we?\Don't talk in past-tense. response:	We're still there. I'm sure of it.
context: I don't know about my dreams just yet, but...\I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born...\It's beautiful.\We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it. response:	Yeah.
context: I want to come back to the Kissuiso someday.\The place where many dreams are born.\Where many dreams are born...\It's beautiful.\We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah. response:	Yeah.
context: The place where many dreams are born.\Where many dreams are born...\It's beautiful.\We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah.\Yeah. response:	And we will be, in the future.
context: Where many dreams are born...\It's beautiful.\We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah.\Yeah.\And we will be, in the future. response:	Kissuiso
context: It's beautiful.\We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah.\Yeah.\And we will be, in the future.\Kissuiso response:	Okay, slowly now.
context: We were there, weren't we?\Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah.\Yeah.\And we will be, in the future.\Kissuiso\Okay, slowly now. response:	Don't worry about it. Leave it to me.
context: Don't talk in past-tense.\We're still there. I'm sure of it.\Yeah.\Yeah.\And we will be, in the future.\Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me. response:	Thanks.
context: We're still there. I'm sure of it.\Yeah.\Yeah.\And we will be, in the future.\Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks. response:	People agreed to preserve the Kissuiso as a
context: Yeah.\Yeah.\And we will be, in the future.\Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a response:	historical structure in the Yunosagi area.
context: Yeah.\And we will be, in the future.\Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area. response:	I bid farewell to the time that passed by so quickly,
context: And we will be, in the future.\Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly, response:	and at the same time, to the time that seemed so long.
context: Kissuiso\Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long. response:	We...
context: Okay, slowly now.\Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We... response:	Matsumae!
context: Don't worry about it. Leave it to me.\Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We...\Matsumae! response:	I'll text you!
context: Thanks.\People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We...\Matsumae!\I'll text you! response:	I'll come visit you!
context: People agreed to preserve the Kissuiso as a\historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We...\Matsumae!\I'll text you!\I'll come visit you! response:	Bye, Sui.
context: historical structure in the Yunosagi area.\I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We...\Matsumae!\I'll text you!\I'll come visit you!\Bye, Sui. response:	Goodbye.
context: I bid farewell to the time that passed by so quickly,\and at the same time, to the time that seemed so long.\We...\Matsumae!\I'll text you!\I'll come visit you!\Bye, Sui.\Goodbye. response:	Dear...
context: and at the same time, to the time that seemed so long.\We...\Matsumae!\I'll text you!\I'll come visit you!\Bye, Sui.\Goodbye.\Dear... response:	I thought you'd already left.
context: We...\Matsumae!\I'll text you!\I'll come visit you!\Bye, Sui.\Goodbye.\Dear...\I thought you'd already left. response:	Oh...
context: Matsumae!\I'll text you!\I'll come visit you!\Bye, Sui.\Goodbye.\Dear...\I thought you'd already left.\Oh... response:	I sort of missed the train,
context: I'll text you!\I'll come visit you!\Bye, Sui.\Goodbye.\Dear...\I thought you'd already left.\Oh...\I sort of missed the train, response:	and there's some time left until the next one.
context: I'll come visit you!\Bye, Sui.\Goodbye.\Dear...\I thought you'd already left.\Oh...\I sort of missed the train,\and there's some time left until the next one. response:	I wanted to thank the Kissuiso and say goodbye to it.
context: Bye, Sui.\Goodbye.\Dear...\I thought you'd already left.\Oh...\I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it. response:	Oh, did you know?
context: Goodbye.\Dear...\I thought you'd already left.\Oh...\I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know? response:	This wooden part right here looks like a face!
context: Dear...\I thought you'd already left.\Oh...\I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face! response:	Oh, this part, too.
context: I thought you'd already left.\Oh...\I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too. response:	But this one is like...
context: Oh...\I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too.\But this one is like... response:	When I first came to the Kissuiso,
context: I sort of missed the train,\and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too.\But this one is like...\When I first came to the Kissuiso, response:	I thought it was like something out of a fairy tale.
context: and there's some time left until the next one.\I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too.\But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale. response:	And just as I'd expected, a lot of crazy things happened.
context: I wanted to thank the Kissuiso and say goodbye to it.\Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too.\But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened. response:	So many things occurred in a day.
context: Oh, did you know?\This wooden part right here looks like a face!\Oh, this part, too.\But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day. response:	But that's because everyone was festing it up, wasn't it?
context: This wooden part right here looks like a face!\Oh, this part, too.\But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it? response:	If a lot of people get together and fest it up,
context: Oh, this part, too.\But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up, response:	it's only natural that many things happen.
context: But this one is like...\When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen. response:	What creates events are everyone's individual feelings.
context: When I first came to the Kissuiso,\I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings. response:	So...
context: I thought it was like something out of a fairy tale.\And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings.\So... response:	It doesn't have to be here.
context: And just as I'd expected, a lot of crazy things happened.\So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings.\So...\It doesn't have to be here. response:	Events can be created anywhere.
context: So many things occurred in a day.\But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings.\So...\It doesn't have to be here.\Events can be created anywhere. response:	Ohana...
context: But that's because everyone was festing it up, wasn't it?\If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings.\So...\It doesn't have to be here.\Events can be created anywhere.\Ohana... response:	But still!
context: If a lot of people get together and fest it up,\it's only natural that many things happen.\What creates events are everyone's individual feelings.\So...\It doesn't have to be here.\Events can be created anywhere.\Ohana...\But still! response:	But still, I'll return someday!
context: it's only natural that many things happen.\What creates events are everyone's individual feelings.\So...\It doesn't have to be here.\Events can be created anywhere.\Ohana...\But still!\But still, I'll return someday! response:	Ohana.
context: What creates events are everyone's individual feelings.\So...\It doesn't have to be here.\Events can be created anywhere.\Ohana...\But still!\But still, I'll return someday!\Ohana. response:	If you're going to come back someday,
context: So...\It doesn't have to be here.\Events can be created anywhere.\Ohana...\But still!\But still, I'll return someday!\Ohana.\If you're going to come back someday, response:	keep these logs updated for Denroku's sake.
context: It doesn't have to be here.\Events can be created anywhere.\Ohana...\But still!\But still, I'll return someday!\Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake. response:	R-Really?
context: Events can be created anywhere.\Ohana...\But still!\But still, I'll return someday!\Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really? response:	If you don't want it, then it's fine.
context: Ohana...\But still!\But still, I'll return someday!\Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine. response:	I'm not giving it back!
context: But still!\But still, I'll return someday!\Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine.\I'm not giving it back! response:	I'll write the rest for Beanman!
context: But still, I'll return someday!\Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman! response:	That's why...
