context: Pre! Preparation! response:	I'm not strong
context: No one is listening at all...\Now let me introduce our next contestant!\She's also a maid, but she has a great smile.\Entry number two...\A text message?\You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job. response:	Something has come up,
context: Now let me introduce our next contestant!\She's also a maid, but she has a great smile.\Entry number two...\A text message?\You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up, response:	so we can't live together.
context: She's also a maid, but she has a great smile.\Entry number two...\A text message?\You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together. response:	Please give my apologies to my princess. Thanks.
context: Entry number two...\A text message?\You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks. response:	Why did I believe him?
context: A text message?\You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him? response:	I believed that this was a good thing, and I supported Taiga,
context: You've got to be kidding...\Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga, response:	but honestly, somewhere inside me, I felt lonely.
context: Could you please relay this to Taiga for me?\Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely. response:	Taiga's father appeared and caused us to drift apart.
context: Tell her I have to leave for a bit due to my job.\Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart. response:	She couldn't look at the useless me.
context: Something has come up,\so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me. response:	What the hell is that?
context: so we can't live together.\Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that? response:	Don't joke around.
context: Please give my apologies to my princess. Thanks.\Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that?\Don't joke around. response:	This is it...
context: Why did I believe him?\I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that?\Don't joke around.\This is it... response:	It was all because I was selfish...
context: I believed that this was a good thing, and I supported Taiga,\but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that?\Don't joke around.\This is it...\It was all because I was selfish... response:	Takasu, are you all right?
context: but honestly, somewhere inside me, I felt lonely.\Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that?\Don't joke around.\This is it...\It was all because I was selfish...\Takasu, are you all right? response:	You don't look too good.
context: Taiga's father appeared and caused us to drift apart.\She couldn't look at the useless me.\What the hell is that?\Don't joke around.\This is it...\It was all because I was selfish...\Takasu, are you all right?\You don't look too good. response:	Taka-chan?
context: She couldn't look at the useless me.\What the hell is that?\Don't joke around.\This is it...\It was all because I was selfish...\Takasu, are you all right?\You don't look too good.\Taka-chan? response:	How should I face Taiga?
context: What the hell is that?\Don't joke around.\This is it...\It was all because I was selfish...\Takasu, are you all right?\You don't look too good.\Taka-chan?\How should I face Taiga? response:	What expression should I put on?
context: Don't joke around.\This is it...\It was all because I was selfish...\Takasu, are you all right?\You don't look too good.\Taka-chan?\How should I face Taiga?\What expression should I put on? response:	Everyone, the wait is over!
context: This is it...\It was all because I was selfish...\Takasu, are you all right?\You don't look too good.\Taka-chan?\How should I face Taiga?\What expression should I put on?\Everyone, the wait is over! response:	You're all familiar with the Palmtop Tiger from 2-C, right?
context: It was all because I was selfish...\Takasu, are you all right?\You don't look too good.\Taka-chan?\How should I face Taiga?\What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right? response:	Here comes Aisaka Taiga-san!
context: Takasu, are you all right?\You don't look too good.\Taka-chan?\How should I face Taiga?\What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san! response:	No way...
context: You don't look too good.\Taka-chan?\How should I face Taiga?\What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way... response:	Is she the Palmtop Tiger?
context: Taka-chan?\How should I face Taiga?\What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger? response:	Amazing...
context: How should I face Taiga?\What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger?\Amazing... response:	She's cute.
context: What expression should I put on?\Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger?\Amazing...\She's cute. response:	Um...
context: Everyone, the wait is over!\You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger?\Amazing...\She's cute.\Um... response:	Today, in this auditorium,
context: You're all familiar with the Palmtop Tiger from 2-C, right?\Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger?\Amazing...\She's cute.\Um...\Today, in this auditorium, response:	Aisaka-san's father is here to cheer for her.
context: Here comes Aisaka Taiga-san!\No way...\Is she the Palmtop Tiger?\Amazing...\She's cute.\Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her. response:	The lines they were talking about are...
context: No way...\Is she the Palmtop Tiger?\Amazing...\She's cute.\Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are... response:	If it's possible, Aisaka's father, please come up and say something!
context: Is she the Palmtop Tiger?\Amazing...\She's cute.\Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something! response:	Uh...
context: Amazing...\She's cute.\Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh... response:	He didn't come, right?
context: She's cute.\Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right? response:	Next, next!
context: Um...\Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right?\Next, next! response:	Tai -
context: Today, in this auditorium,\Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right?\Next, next!\Tai - response:	H-Hey, Aisaka-san?
context: Aisaka-san's father is here to cheer for her.\The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right?\Next, next!\Tai -\H-Hey, Aisaka-san? response:	Are you okay, Aisaka-san?
context: The lines they were talking about are...\If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right?\Next, next!\Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san? response:	Hey, the delinquent, Takasu, is cheering for his mate.
context: If it's possible, Aisaka's father, please come up and say something!\Uh...\He didn't come, right?\Next, next!\Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate. response:	Actually, the Palmtop Tiger is pretty cute.
context: Uh...\He didn't come, right?\Next, next!\Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute. response:	All right! The Palmtop Tiger is the best!
context: He didn't come, right?\Next, next!\Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best! response:	But she's super clumsy!
context: Next, next!\Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy! response:	Don't worry about your father!
context: Tai -\H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father! response:	He -
context: H-Hey, Aisaka-san?\Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father!\He - response:	Who the hell cares about fathers?!
context: Are you okay, Aisaka-san?\Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father!\He -\Who the hell cares about fathers?! response:	Chop them up and throw them into a mor... mor... morgue!
context: Hey, the delinquent, Takasu, is cheering for his mate.\Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father!\He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue! response:	It's showtime.
context: Actually, the Palmtop Tiger is pretty cute.\All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father!\He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime. response:	Hey, give me that!
context: All right! The Palmtop Tiger is the best!\But she's super clumsy!\Don't worry about your father!\He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that! response:	O-Okay!
context: But she's super clumsy!\Don't worry about your father!\He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that!\O-Okay! response:	Zip it up!
context: Don't worry about your father!\He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that!\O-Okay!\Zip it up! response:	Um...
context: He -\Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that!\O-Okay!\Zip it up!\Um... response:	Don't pick it up!
context: Who the hell cares about fathers?!\Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that!\O-Okay!\Zip it up!\Um...\Don't pick it up! response:	Open it!
context: Chop them up and throw them into a mor... mor... morgue!\It's showtime.\Hey, give me that!\O-Okay!\Zip it up!\Um...\Don't pick it up!\Open it! response:	O-Okay!
context: It's showtime.\Hey, give me that!\O-Okay!\Zip it up!\Um...\Don't pick it up!\Open it!\O-Okay! response:	I couldn't do anything for her.
context: Hey, give me that!\O-Okay!\Zip it up!\Um...\Don't pick it up!\Open it!\O-Okay!\I couldn't do anything for her. response:	This year's Miss Oohashi is...
context: O-Okay!\Zip it up!\Um...\Don't pick it up!\Open it!\O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is... response:	Aisaka Taiga-san!
context: Zip it up!\Um...\Don't pick it up!\Open it!\O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san! response:	You're amazing, Taiga!
context: Um...\Don't pick it up!\Open it!\O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga! response:	Ah...
context: Don't pick it up!\Open it!\O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga!\Ah... response:	Thanks to the praise from everyone, she...
context: Open it!\O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she... response:	No, that's not it!
context: O-Okay!\I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she...\No, that's not it! response:	Isn't she...
context: I couldn't do anything for her.\This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she...\No, that's not it!\Isn't she... response:	Takasu?
context: This year's Miss Oohashi is...\Aisaka Taiga-san!\You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she...\No, that's not it!\Isn't she...\Takasu? response:	I have to go.
context: Aisaka Taiga-san!\You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she...\No, that's not it!\Isn't she...\Takasu?\I have to go. response:	I absolutely have to go.
context: You're amazing, Taiga!\Ah...\Thanks to the praise from everyone, she...\No, that's not it!\Isn't she...\Takasu?\I have to go.\I absolutely have to go. response:	Perhaps it won't work, but...
context: Ah...\Thanks to the praise from everyone, she...\No, that's not it!\Isn't she...\Takasu?\I have to go.\I absolutely have to go.\Perhaps it won't work, but... response:	What's going on?
context: Thanks to the praise from everyone, she...\No, that's not it!\Isn't she...\Takasu?\I have to go.\I absolutely have to go.\Perhaps it won't work, but...\What's going on? response:	It's pitch black!
context: No, that's not it!\Isn't she...\Takasu?\I have to go.\I absolutely have to go.\Perhaps it won't work, but...\What's going on?\It's pitch black! response:	What is this?
context: Isn't she...\Takasu?\I have to go.\I absolutely have to go.\Perhaps it won't work, but...\What's going on?\It's pitch black!\What is this? response:	Now that the beauty contest is over,
context: Takasu?\I have to go.\I absolutely have to go.\Perhaps it won't work, but...\What's going on?\It's pitch black!\What is this?\Now that the beauty contest is over, response:	it's time for the Mister contest!
context: I have to go.\I absolutely have to go.\Perhaps it won't work, but...\What's going on?\It's pitch black!\What is this?\Now that the beauty contest is over,\it's time for the Mister contest! response:	Mr. Lucky Guy!
context: I absolutely have to go.\Perhaps it won't work, but...\What's going on?\It's pitch black!\What is this?\Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy! response:	Mister?
context: Perhaps it won't work, but...\What's going on?\It's pitch black!\What is this?\Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy!\Mister? response:	Lucky Guy?
context: What's going on?\It's pitch black!\What is this?\Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy!\Mister?\Lucky Guy? response:	What's that?
context: It's pitch black!\What is this?\Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy!\Mister?\Lucky Guy?\What's that? response:	A course has been laid out on the campus.
context: What is this?\Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy!\Mister?\Lucky Guy?\What's that?\A course has been laid out on the campus. response:	At any rate, just run.
context: Now that the beauty contest is over,\it's time for the Mister contest!\Mr. Lucky Guy!\Mister?\Lucky Guy?\What's that?\A course has been laid out on the campus.\At any rate, just run. response:	Whoever comes in first will be the winner of the Mister contest!
context: it's time for the Mister contest!\Mr. Lucky Guy!\Mister?\Lucky Guy?\What's that?\A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest! response:	A race during the cultural festival?
context: Mr. Lucky Guy!\Mister?\Lucky Guy?\What's that?\A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival? response:	I don't feel like it...
context: Mister?\Lucky Guy?\What's that?\A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it... response:	By the way, I should mention what Mr. Lucky Guy will win.
context: Lucky Guy?\What's that?\A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win. response:	You will be able to crown this year's Miss Oohashi with this tiara and dance with her,
context: What's that?\A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her, response:	and you'll also get the notes from all my classes;
context: A course has been laid out on the campus.\At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes; response:	the class time memos, questions,
context: At any rate, just run.\Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions, response:	and the answers to the tests from these past three years.
context: Whoever comes in first will be the winner of the Mister contest!\A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years. response:	The president's notes?!
context: A race during the cultural festival?\I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?! response:	Dancing with Taiga?!
context: I don't feel like it...\By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?! response:	This is impossible.
context: By the way, I should mention what Mr. Lucky Guy will win.\You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?!\This is impossible. response:	I want it!
context: You will be able to crown this year's Miss Oohashi with this tiara and dance with her,\and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?!\This is impossible.\I want it! response:	Taiga...
context: and you'll also get the notes from all my classes;\the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?!\This is impossible.\I want it!\Taiga... response:	I don't want the prizes.
context: the class time memos, questions,\and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?!\This is impossible.\I want it!\Taiga...\I don't want the prizes. response:	I don't care about being Mr. Lucky Guy.
context: and the answers to the tests from these past three years.\The president's notes?!\Dancing with Taiga?!\This is impossible.\I want it!\Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy. response:	Anyway, no matter how,
context: The president's notes?!\Dancing with Taiga?!\This is impossible.\I want it!\Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how, response:	Everyone, don't get hurt.
context: Dancing with Taiga?!\This is impossible.\I want it!\Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt. response:	Got it?
context: This is impossible.\I want it!\Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt.\Got it? response:	no matter who, no matter what,
context: I want it!\Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt.\Got it?\no matter who, no matter what, response:	I have to...
context: Taiga...\I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt.\Got it?\no matter who, no matter what,\I have to... response:	I'm scared.
context: I don't want the prizes.\I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt.\Got it?\no matter who, no matter what,\I have to...\I'm scared. response:	Move!
context: I don't care about being Mr. Lucky Guy.\Anyway, no matter how,\Everyone, don't get hurt.\Got it?\no matter who, no matter what,\I have to...\I'm scared.\Move! response:	Crap, the delinquent!
context: Anyway, no matter how,\Everyone, don't get hurt.\Got it?\no matter who, no matter what,\I have to...\I'm scared.\Move!\Crap, the delinquent! response:	He'll kill us.
context: Everyone, don't get hurt.\Got it?\no matter who, no matter what,\I have to...\I'm scared.\Move!\Crap, the delinquent!\He'll kill us. response:	On your marks...
context: Got it?\no matter who, no matter what,\I have to...\I'm scared.\Move!\Crap, the delinquent!\He'll kill us.\On your marks... response:	Get set...
context: no matter who, no matter what,\I have to...\I'm scared.\Move!\Crap, the delinquent!\He'll kill us.\On your marks...\Get set... response:	A lap around the school!
context: I have to...\I'm scared.\Move!\Crap, the delinquent!\He'll kill us.\On your marks...\Get set...\A lap around the school! response:	Run! Run! Run with all you've got!
context: I'm scared.\Move!\Crap, the delinquent!\He'll kill us.\On your marks...\Get set...\A lap around the school!\Run! Run! Run with all you've got! response:	Yeah! Takasu's down!
context: Move!\Crap, the delinquent!\He'll kill us.\On your marks...\Get set...\A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down! response:	All right, it's our chance!
context: Crap, the delinquent!\He'll kill us.\On your marks...\Get set...\A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance! response:	How can I...
context: He'll kill us.\On your marks...\Get set...\A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance!\How can I... response:	They're here!
context: On your marks...\Get set...\A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance!\How can I...\They're here! response:	Go! Go!
context: Get set...\A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance!\How can I...\They're here!\Go! Go! response:	Takasu's back!
context: A lap around the school!\Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance!\How can I...\They're here!\Go! Go!\Takasu's back! response:	That's right, I...
context: Run! Run! Run with all you've got!\Yeah! Takasu's down!\All right, it's our chance!\How can I...\They're here!\Go! Go!\Takasu's back!\That's right, I... response:	I'm sorry!
context: Yeah! Takasu's down!\All right, it's our chance!\How can I...\They're here!\Go! Go!\Takasu's back!\That's right, I...\I'm sorry! response:	That hurt!
context: All right, it's our chance!\How can I...\They're here!\Go! Go!\Takasu's back!\That's right, I...\I'm sorry!\That hurt! response:	Damn it!
context: How can I...\They're here!\Go! Go!\Takasu's back!\That's right, I...\I'm sorry!\That hurt!\Damn it! response:	Get out of my way!
context: They're here!\Go! Go!\Takasu's back!\That's right, I...\I'm sorry!\That hurt!\Damn it!\Get out of my way! response:	Oh, Takasu-kun!
context: Go! Go!\Takasu's back!\That's right, I...\I'm sorry!\That hurt!\Damn it!\Get out of my way!\Oh, Takasu-kun! response:	Seriously?
context: Takasu's back!\That's right, I...\I'm sorry!\That hurt!\Damn it!\Get out of my way!\Oh, Takasu-kun!\Seriously? response:	That's cheating!
context: That's right, I...\I'm sorry!\That hurt!\Damn it!\Get out of my way!\Oh, Takasu-kun!\Seriously?\That's cheating! response:	Why is he trying so hard?
context: I'm sorry!\That hurt!\Damn it!\Get out of my way!\Oh, Takasu-kun!\Seriously?\That's cheating!\Why is he trying so hard? response:	Shut up!
context: That hurt!\Damn it!\Get out of my way!\Oh, Takasu-kun!\Seriously?\That's cheating!\Why is he trying so hard?\Shut up! response:	I have my reasons, so mind your own business!
context: Damn it!\Get out of my way!\Oh, Takasu-kun!\Seriously?\That's cheating!\Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business! response:	There's no way...
context: Get out of my way!\Oh, Takasu-kun!\Seriously?\That's cheating!\Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business!\There's no way... response:	Why did you let him through?
context: Oh, Takasu-kun!\Seriously?\That's cheating!\Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business!\There's no way...\Why did you let him through? response:	You did too!
context: Seriously?\That's cheating!\Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business!\There's no way...\Why did you let him through?\You did too! response:	They're here!
context: That's cheating!\Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business!\There's no way...\Why did you let him through?\You did too!\They're here! response:	The ones that left first are back.
context: Why is he trying so hard?\Shut up!\I have my reasons, so mind your own business!\There's no way...\Why did you let him through?\You did too!\They're here!\The ones that left first are back. response:	Wow! It's the delinquent Takasu!
context: Shut up!\I have my reasons, so mind your own business!\There's no way...\Why did you let him through?\You did too!\They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu! response:	Ryuuji...
context: I have my reasons, so mind your own business!\There's no way...\Why did you let him through?\You did too!\They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji... response:	Mi -
context: There's no way...\Why did you let him through?\You did too!\They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji...\Mi - response:	Kushieda?
context: Why did you let him through?\You did too!\They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji...\Mi -\Kushieda? response:	Why is there a girl?
context: You did too!\They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji...\Mi -\Kushieda?\Why is there a girl? response:	Kushieda?
context: They're here!\The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji...\Mi -\Kushieda?\Why is there a girl?\Kushieda? response:	Is that all right?
context: The ones that left first are back.\Wow! It's the delinquent Takasu!\Ryuuji...\Mi -\Kushieda?\Why is there a girl?\Kushieda?\Is that all right? response:	It's fine! Girls can participate too!
context: Wow! It's the delinquent Takasu!\Ryuuji...\Mi -\Kushieda?\Why is there a girl?\Kushieda?\Is that all right?\It's fine! Girls can participate too! response:	Takasu-kun, didn't you examine him carefully when you met him?!
context: Ryuuji...\Mi -\Kushieda?\Why is there a girl?\Kushieda?\Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?! response:	Did your eyes not see him clearly?!
context: Mi -\Kushieda?\Why is there a girl?\Kushieda?\Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?! response:	She was right. I missed everything.
context: Kushieda?\Why is there a girl?\Kushieda?\Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?!\She was right. I missed everything. response:	He just gives her money every month and then ignores her.
context: Why is there a girl?\Kushieda?\Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?!\She was right. I missed everything.\He just gives her money every month and then ignores her. response:	He doesn't think about what Taiga wants and just takes her to random places.
context: Kushieda?\Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?!\She was right. I missed everything.\He just gives her money every month and then ignores her.\He doesn't think about what Taiga wants and just takes her to random places. response:	He breaks his promise and sends a text message as an apology...
context: Is that all right?\It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?!\She was right. I missed everything.\He just gives her money every month and then ignores her.\He doesn't think about what Taiga wants and just takes her to random places.\He breaks his promise and sends a text message as an apology... response:	He has never cared about Taiga.
context: It's fine! Girls can participate too!\Takasu-kun, didn't you examine him carefully when you met him?!\Did your eyes not see him clearly?!\She was right. I missed everything.\He just gives her money every month and then ignores her.\He doesn't think about what Taiga wants and just takes her to random places.\He breaks his promise and sends a text message as an apology...\He has never cared about Taiga. response:	But...
