context: Huh? response:	The bread I'd bought is gone and has been replaced by three 100-yen coins.
context: Are you sure that you aren't Satan?\I mean, you're always wearing red.\You seem to be feeling better.\Are you back to normal?\I'm glad.\Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over. response:	Why?
context: I mean, you're always wearing red.\You seem to be feeling better.\Are you back to normal?\I'm glad.\Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over.\Why? response:	I felt like it, that's all.
context: You seem to be feeling better.\Are you back to normal?\I'm glad.\Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all. response:	I thought it might be a nice change of pace.
context: Are you back to normal?\I'm glad.\Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all.\I thought it might be a nice change of pace. response:	True, it was fun to have lots of people over yesterday.
context: I'm glad.\Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday. response:	Right?
context: Tohsaka.\What?\Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right? response:	Yeah. It turned out to be nothing, but thanks.
context: What?\Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks. response:	D-Don't get the wrong idea! I wasn't concerned about you!
context: Why did you come over yesterday? To say nothing of sleeping over.\Why?\I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you! response:	Yeah, you'd be at a disadvantage if you lost your partner.
context: Why?\I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner. response:	So you came to see how I was doing, right?
context: I felt like it, that's all.\I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right? response:	Th-That's right! I'm glad that you see that.
context: I thought it might be a nice change of pace.\True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that. response:	Yeah, I appreciate it.
context: True, it was fun to have lots of people over yesterday.\Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it. response:	I don't know what you had up your sleeve, but you really were concerned, weren't you?
context: Right?\Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you? response:	That boy Shirou is going on dates now, bold as can be...
context: Yeah. It turned out to be nothing, but thanks.\D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be... response:	Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?
context: D-Don't get the wrong idea! I wasn't concerned about you!\Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan? response:	She says she's the daughter of someone you knew abroad.
context: Yeah, you'd be at a disadvantage if you lost your partner.\So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad. response:	She came all this way to visit you.
context: So you came to see how I was doing, right?\Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you. response:	Abroad, huh?
context: Th-That's right! I'm glad that you see that.\Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh? response:	You never had a chance to take me...
context: Yeah, I appreciate it.\I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh?\You never had a chance to take me... response:	We made it...
context: I don't know what you had up your sleeve, but you really were concerned, weren't you?\That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh?\You never had a chance to take me...\We made it... response:	Did you have fun today?
context: That boy Shirou is going on dates now, bold as can be...\Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh?\You never had a chance to take me...\We made it...\Did you have fun today? response:	We only got through half of what I had planned,
context: Oh, and get this, Kiritsugu-san. Do you remember a girl named Saber-chan?\She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh?\You never had a chance to take me...\We made it...\Did you have fun today?\We only got through half of what I had planned, response:	but what did you think?
context: She says she's the daughter of someone you knew abroad.\She came all this way to visit you.\Abroad, huh?\You never had a chance to take me...\We made it...\Did you have fun today?\We only got through half of what I had planned,\but what did you think? response:	Well, I haven't goofed around like that for a long time.
context: She came all this way to visit you.\Abroad, huh?\You never had a chance to take me...\We made it...\Did you have fun today?\We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time. response:	Look, if you had fun, just come out and say so.
context: Abroad, huh?\You never had a chance to take me...\We made it...\Did you have fun today?\We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so. response:	It's rude to me after playing host all day.
context: You never had a chance to take me...\We made it...\Did you have fun today?\We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day. response:	Sorry, I didn't mean to be rude.
context: We made it...\Did you have fun today?\We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude. response:	Yes, you did. You're subconsciously slamming on the brakes.
context: Did you have fun today?\We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes. response:	I don't know what happened to you,
context: We only got through half of what I had planned,\but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you, response:	but if it was that bad, wouldn't your life be a lot happier if you let it go?
context: but what did you think?\Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go? response:	Shirou, look outside.
context: Well, I haven't goofed around like that for a long time.\Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside. response:	Is something wrong?
context: Look, if you had fun, just come out and say so.\It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong? response:	I don't know, something is weird.
context: It's rude to me after playing host all day.\Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong?\I don't know, something is weird. response:	What?!
context: Sorry, I didn't mean to be rude.\Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong?\I don't know, something is weird.\What?! response:	What is this place?
context: Yes, you did. You're subconsciously slamming on the brakes.\I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong?\I don't know, something is weird.\What?!\What is this place? response:	I can't get through to Archer. We're completely sealed in.
context: I don't know what happened to you,\but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong?\I don't know, something is weird.\What?!\What is this place?\I can't get through to Archer. We're completely sealed in. response:	These are
context: but if it was that bad, wouldn't your life be a lot happier if you let it go?\Shirou, look outside.\Is something wrong?\I don't know, something is weird.\What?!\What is this place?\I can't get through to Archer. We're completely sealed in.\These are response:	This is only serving to increase their number.
context: Shirou, look outside.\Is something wrong?\I don't know, something is weird.\What?!\What is this place?\I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number. response:	Precisely.
context: Is something wrong?\I don't know, something is weird.\What?!\What is this place?\I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number.\Precisely. response:	Fighting within my bounded field will only expend your mana to no avail.
context: I don't know, something is weird.\What?!\What is this place?\I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail. response:	You're pulling out all the stops for us.
context: What?!\What is this place?\I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us. response:	As long as there's water, you have an endless supply of troops, is that it?
context: What is this place?\I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it? response:	We cut them off at the source, then.
context: I can't get through to Archer. We're completely sealed in.\These are\This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then. response:	How valiant.
context: These are\This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant. response:	But perhaps you ought to look at this before you raise your sword at me, Saber.
context: This is only serving to increase their number.\Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber. response:	Fuji-nee!
context: Precisely.\Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee! response:	What do you hope to accomplish by taking a hostage?
context: Fighting within my bounded field will only expend your mana to no avail.\You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage? response:	I have no business with you. My interest lies in that boy there.
context: You're pulling out all the stops for us.\As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there. response:	Your Magic Circuits are fascinating.
context: As long as there's water, you have an endless supply of troops, is that it?\We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating. response:	I'd like to take them without killing you.
context: We cut them off at the source, then.\How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you. response:	Do you understand?
context: How valiant.\But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand? response:	I'm resorting to these crude tactics because I wish to win you over, not kill you.
context: But perhaps you ought to look at this before you raise your sword at me, Saber.\Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you. response:	If you become my puppet,
context: Fuji-nee!\What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet, response:	I shall refrain from any further violence.
context: What do you hope to accomplish by taking a hostage?\I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence. response:	Listen to you! You're doing all this behind your Master's back!
context: I have no business with you. My interest lies in that boy there.\Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back! response:	Is that jealousy I hear?
context: Your Magic Circuits are fascinating.\I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear? response:	I hate to disappoint you, but it is not perfect omnipotence that I desire,
context: I'd like to take them without killing you.\Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire, response:	but rather imperfect, unique abilities.
context: Do you understand?\I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities. response:	So, boy, what is your answer?
context: I'm resorting to these crude tactics because I wish to win you over, not kill you.\If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer? response:	Such a difficult child. This should be an easy decision.
context: If you become my puppet,\I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision. response:	No matter how skilled your Saber is,
context: I shall refrain from any further violence.\Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is, response:	she cannot defeat me with my limitless reserves of mana.
context: Listen to you! You're doing all this behind your Master's back!\Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana. response:	My power is being fed to me by all the denizens of this city.
context: Is that jealousy I hear?\I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city. response:	It is as if I have thousands of Masters.
context: I hate to disappoint you, but it is not perfect omnipotence that I desire,\but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters. response:	Do you understand what I am saying?
context: but rather imperfect, unique abilities.\So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying? response:	You wouldn't dare!
context: So, boy, what is your answer?\Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare! response:	Yes. Even humans who are devoid of mana still have souls, yes?
context: Such a difficult child. This should be an easy decision.\No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes? response:	We are soul eaters by nature, are we not?
context: No matter how skilled your Saber is,\she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not? response:	By stealing mana in the form of life from these Masters,
context: she cannot defeat me with my limitless reserves of mana.\My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters, response:	I can extract as much as I like.
context: My power is being fed to me by all the denizens of this city.\It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like. response:	Listen, boy, you have no chance of winning.
context: It is as if I have thousands of Masters.\Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning. response:	Serve me with Saber.
context: Do you understand what I am saying?\You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber. response:	Let Fuji-nee go...
context: You wouldn't dare!\Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go... response:	Were you not paying attention? I said to surrender to me.
context: Yes. Even humans who are devoid of mana still have souls, yes?\We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me. response:	Like hell I will! Let Fuji-nee go!
context: We are soul eaters by nature, are we not?\By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go! response:	You mean to say that you have no interest in working with another Master?
context: By stealing mana in the form of life from these Masters,\I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master? response:	No, just not with you.
context: I can extract as much as I like.\Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you. response:	I seem to be on your bad side. That really is a shame.
context: Listen, boy, you have no chance of winning.\Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame. response:	Had you worked with me,
context: Serve me with Saber.\Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me, response:	I would have been willing to share the Grail with you.
context: Let Fuji-nee go...\Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you. response:	I don't want your help!
context: Were you not paying attention? I said to surrender to me.\Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help! response:	I promised myself that I'd fight to stop people like you!
context: Like hell I will! Let Fuji-nee go!\You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you! response:	The Grail has nothing to do with it!
context: You mean to say that you have no interest in working with another Master?\No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it! response:	What's so funny?
context: No, just not with you.\I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny? response:	Oh, did I touch a nerve?
context: I seem to be on your bad side. That really is a shame.\Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve? response:	But you have only yourself to blame, saying things that you don't mean.
context: Had you worked with me,\I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean. response:	After all, you yourself are a victim of the Grail.
context: I would have been willing to share the Grail with you.\I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail. response:	It has nothing to do with the Grail?
context: I don't want your help!\I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail? response:	When you say those words, is it not out of hatred towards it?
context: I promised myself that I'd fight to stop people like you!\The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it? response:	Shirou?
context: The Grail has nothing to do with it!\What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou? response:	I know everything, Emiya Shirou. You lost everything in the last war.
context: What's so funny?\Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war. response:	You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.
context: Oh, did I touch a nerve?\But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die. response:	How you must have suffered, being made his son solely for the purpose of the next war
context: But you have only yourself to blame, saying things that you don't mean.\After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war response:	and having magic forced upon you.
context: After all, you yourself are a victim of the Grail.\It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you. response:	No way... Emiya-kun? Is that true?
context: It has nothing to do with the Grail?\When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true? response:	Yes, the Grail has always been a hated enemy to you.
context: When you say those words, is it not out of hatred towards it?\Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you. response:	It is for that very reason that you have every right
context: Shirou?\I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right response:	to claim the Grail as recompense for ten years ago.
context: I know everything, Emiya Shirou. You lost everything in the last war.\You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago. response:	And the Grail is as good as mine.
