context: Wow! response:	It feels so good!
context: But that's because his powers are spiritual, not psychic.\Psychic\Spiritual\What kind of rule is that?\Well, whatever. Let's go on a date after this.\Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space! response:	But I'm not in the Telepathy Club.
context: Psychic\Spiritual\What kind of rule is that?\Well, whatever. Let's go on a date after this.\Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club. response:	Black Vinegar Middle School's shadow leader?
context: Spiritual\What kind of rule is that?\Well, whatever. Let's go on a date after this.\Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader? response:	I lost to him. That guy had some nice muscles.
context: What kind of rule is that?\Well, whatever. Let's go on a date after this.\Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles. response:	Th-Then who beat him?
context: Well, whatever. Let's go on a date after this.\Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him? response:	It was someone from your club, right?
context: Huh?\We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right? response:	He's a gentleman who usually dislikes violence.
context: We're going to find other telepathic people together!\And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence. response:	Do not involve him in this. Begone.
context: And then take our first step toward connecting with outer space!\But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone. response:	Tch. Damn that Musashi...
context: But I'm not in the Telepathy Club.\Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi... response:	Hey.
context: Black Vinegar Middle School's shadow leader?\I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey. response:	Huh? Y-Yes?
context: I lost to him. That guy had some nice muscles.\Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey.\Huh? Y-Yes? response:	You were picked on by the guys from Black Vinegar Middle School last week, weren't you?
context: Th-Then who beat him?\It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you? response:	That was all my fault. Sorry about that.
context: It was someone from your club, right?\He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that. response:	Huh? What do you...
context: He's a gentleman who usually dislikes violence.\Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you... response:	Don't sweat the small stuff!
context: Do not involve him in this. Begone.\Tch. Damn that Musashi...\Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff! response:	Sorry, Kageyama.
context: Tch. Damn that Musashi...\Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama. response:	Tenga-san's an idiot, so he can't explain things proper
context: Hey.\Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper response:	Shut up!
context: Huh? Y-Yes?\You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up! response:	You asshole!
context: You were picked on by the guys from Black Vinegar Middle School last week, weren't you?\That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole! response:	I'm talking to him. Stay out of it!
context: That was all my fault. Sorry about that.\Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole!\I'm talking to him. Stay out of it! response:	Well, then...
context: Huh? What do you...\Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole!\I'm talking to him. Stay out of it!\Well, then... response:	That will be all of the student council's activities for this month.
context: Don't sweat the small stuff!\Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole!\I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month. response:	Is that all right, President Kamuro?
context: Sorry, Kageyama.\Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole!\I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro? response:	Well...
context: Tenga-san's an idiot, so he can't explain things proper\Shut up!\You asshole!\I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well... response:	Kamuro Shinji
context: Shut up!\You asshole!\I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well...\Kamuro Shinji response:	It's not bad, but we need something with more impact.
context: You asshole!\I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well...\Kamuro Shinji\It's not bad, but we need something with more impact. response:	Don't you think so, first-year, Kageyama-kun?
context: I'm talking to him. Stay out of it!\Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well...\Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun? response:	You rank as one of the smartest in the nation,
context: Well, then...\That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well...\Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation, response:	so I want to hear your opinion.
context: That will be all of the student council's activities for this month.\Is that all right, President Kamuro?\Well...\Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion. response:	Right... In our school,
context: Is that all right, President Kamuro?\Well...\Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school, response:	there are students known as delinquents.
context: Well...\Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school,\there are students known as delinquents. response:	Pending Box
context: Kamuro Shinji\It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school,\there are students known as delinquents.\Pending Box response:	If the student council could reprimand them,
context: It's not bad, but we need something with more impact.\Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school,\there are students known as delinquents.\Pending Box\If the student council could reprimand them, response:	I think we'd be able to create a peaceful school.
context: Don't you think so, first-year, Kageyama-kun?\You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school,\there are students known as delinquents.\Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school. response:	I see... a peaceful school, eh?
context: You rank as one of the smartest in the nation,\so I want to hear your opinion.\Right... In our school,\there are students known as delinquents.\Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh? response:	Disciplining Delinquents
context: so I want to hear your opinion.\Right... In our school,\there are students known as delinquents.\Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents response:	That's great. Let's do that.
context: Right... In our school,\there are students known as delinquents.\Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that. response:	I have to make it a comfortable environment for my brother...
context: there are students known as delinquents.\Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother... response:	Kageyama-kun?
context: Pending Box\If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun? response:	Thank goodness. I guess there was a point in waiting around after all.
context: If the student council could reprimand them,\I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all. response:	Awakening Lab Mitsuura Kenji
context: I think we'd be able to create a peaceful school.\I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji response:	Here are my credentials.
context: I see... a peaceful school, eh?\Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials. response:	Awakening Lab?
context: Disciplining Delinquents\That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab? response:	What do you think, Kageyama-kun?
context: That's great. Let's do that.\I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun? response:	Why not try to amplify your psychic powers at my research facility?
context: I have to make it a comfortable environment for my brother...\Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility? response:	He's got me confused with Nii-san.
context: Kageyama-kun?\Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san. response:	Ah, Tome-san. That person
context: Thank goodness. I guess there was a point in waiting around after all.\Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person response:	What? Is he an esper?!
context: Awakening Lab Mitsuura Kenji\Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?! response:	No, I just thought he had a very unique hairstyle.
context: Here are my credentials.\Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle. response:	Oh, you're right.
context: Awakening Lab?\What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right. response:	Stop fooling around!
context: What do you think, Kageyama-kun?\Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around! response:	I'm being serious.
context: Why not try to amplify your psychic powers at my research facility?\He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around!\I'm being serious. response:	Awakening Lab Mitsuura Kenji
context: He's got me confused with Nii-san.\Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji response:	Oh, it's you, Kageyama.
context: Ah, Tome-san. That person\What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama. response:	Ah, Vice President Tokugawa.
context: What? Is he an esper?!\No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa. response:	Loitering, huh?
context: No, I just thought he had a very unique hairstyle.\Oh, you're right.\Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh? response:	I guess even people like you feel like doing that at times.
context: Oh, you're right.\Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times. response:	Like me? I'm just a normal middle school student you can find anywhere.
context: Stop fooling around!\I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere. response:	Totally simple and normal.
context: I'm being serious.\Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal. response:	You won't find a totally simple and normal middle schooler anywhere on this planet.
context: Awakening Lab Mitsuura Kenji\Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet. response:	But, for whatever reason, you want to be one and are trying to act the part.
context: Oh, it's you, Kageyama.\Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part. response:	I'm not sure if I understand what you're saying.
context: Ah, Vice President Tokugawa.\Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying. response:	Despite having abilities that always make you the center of attention,
context: Loitering, huh?\I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention, response:	you try to play the minor role and let others have the spotlight.
context: I guess even people like you feel like doing that at times.\Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight. response:	Don't try to act like your brother.
context: Like me? I'm just a normal middle school student you can find anywhere.\Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother. response:	Captain! Kageyama-kun is...
context: Totally simple and normal.\You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is... response:	I'm fine...
context: You won't find a totally simple and normal middle schooler anywhere on this planet.\But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine... response:	I think you're starting to build up some stamina!
context: But, for whatever reason, you want to be one and are trying to act the part.\I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina! response:	Progress Towards
context: I'm not sure if I understand what you're saying.\Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina!\Progress Towards response:	Mob's Explosion
context: Despite having abilities that always make you the center of attention,\you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion response:	Progress Toward Mob's Explosion: 4
context: you try to play the minor role and let others have the spotlight.\Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4 response:	Awakening Lab?
context: Don't try to act like your brother.\Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab? response:	This place?
context: Captain! Kageyama-kun is...\I'm fine...\I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab?\This place? response:	This is clearly just a normal apartment complex
context: I'm fine...\I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab?\This place?\This is clearly just a normal apartment complex response:	Fortress Seasoning
context: I think you're starting to build up some stamina!\Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab?\This place?\This is clearly just a normal apartment complex\Fortress Seasoning response:	Kageyama-kun!
context: Progress Towards\Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab?\This place?\This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun! response:	You came!
context: Mob's Explosion\Progress Toward Mob's Explosion: 4\Awakening Lab?\This place?\This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun!\You came! response:	There's no research facility here. You lied to me.
context: Progress Toward Mob's Explosion: 4\Awakening Lab?\This place?\This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun!\You came!\There's no research facility here. You lied to me. response:	Now, now, just come in.
context: Awakening Lab?\This place?\This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun!\You came!\There's no research facility here. You lied to me.\Now, now, just come in. response:	to the Awakening Lab!
context: This place?\This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun!\You came!\There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab! response:	What is this place?
context: This is clearly just a normal apartment complex\Fortress Seasoning\Kageyama-kun!\You came!\There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab!\What is this place? response:	I bought an apartment complex and remodeled it.
context: Fortress Seasoning\Kageyama-kun!\You came!\There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it. response:	I've hired the front runners in neural science and engineering,
context: Kageyama-kun!\You came!\There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering, response:	and we do research here.
context: You came!\There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here. response:	The esper kids are on the floor above us.
context: There's no research facility here. You lied to me.\Now, now, just come in.\to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us. response:	They are?
context: Now, now, just come in.\to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us.\They are? response:	Yeah, there are other people just like you.
context: to the Awakening Lab!\What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you. response:	There...
context: What is this place?\I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you.\There... response:	Another guy with a weird haircut?
context: I bought an apartment complex and remodeled it.\I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you.\There...\Another guy with a weird haircut? response:	That's an adult esper.
context: I've hired the front runners in neural science and engineering,\and we do research here.\The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you.\There...\Another guy with a weird haircut?\That's an adult esper. response:	What is this feeling? It's kind of sickening.
context: and we do research here.\The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you.\There...\Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening. response:	Sorry, Tome-san. I was wrong.
context: The esper kids are on the floor above us.\They are?\Yeah, there are other people just like you.\There...\Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong. response:	Look, Mob-kun! Isn't that hairstyle super weird?
context: They are?\Yeah, there are other people just like you.\There...\Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird? response:	Allow me to introduce them.
context: Yeah, there are other people just like you.\There...\Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them. response:	Real espers that the Mitsuura Group worked hard to bring together!
context: There...\Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together! response:	First is Hoshino Takeshi-kun.
context: Another guy with a weird haircut?\That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun. response:	Hoshino Takeshi
context: That's an adult esper.\What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi response:	I'm going all out!
context: What is this feeling? It's kind of sickening.\Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out! response:	He has psychokinetic powers!
context: Sorry, Tome-san. I was wrong.\Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out!\He has psychokinetic powers! response:	Is that supposed to be amazing?
context: Look, Mob-kun! Isn't that hairstyle super weird?\Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing? response:	Kurosaki Rei
context: Allow me to introduce them.\Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei response:	Next, we have Kurosaki Rei-san.
context: Real espers that the Mitsuura Group worked hard to bring together!\First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san. response:	Her powers of clairvoyance allow her to pick the one correct card out of ten!
context: First is Hoshino Takeshi-kun.\Hoshino Takeshi\I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten! response:	Her efficiency rate is 62!
context: Hoshino Takeshi\I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62! response:	Yay! I was right again!
context: I'm going all out!\He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again! response:	That's it?
context: He has psychokinetic powers!\Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again!\That's it? response:	Next, we have Asahi Go-kun.
context: Is that supposed to be amazing?\Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again!\That's it?\Next, we have Asahi Go-kun. response:	Asahi Go
context: Kurosaki Rei\Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again!\That's it?\Next, we have Asahi Go-kun.\Asahi Go response:	Behold, my pyrokinesis!
context: Next, we have Kurosaki Rei-san.\Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again!\That's it?\Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis! response:	Ignite!
context: Her powers of clairvoyance allow her to pick the one correct card out of ten!\Her efficiency rate is 62!\Yay! I was right again!\That's it?\Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis!\Ignite! response:	Huh?
context: Her efficiency rate is 62!\Yay! I was right again!\That's it?\Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis!\Ignite!\Huh? response:	Ignite! Ignite!
context: Yay! I was right again!\That's it?\Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis!\Ignite!\Huh?\Ignite! Ignite! response:	IgThere we go! Oh, it went out.
context: That's it?\Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis!\Ignite!\Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out. response:	He uses pyrokinesis.
