context: Puella Magi Meduka Magica Episode 12 response:	CAN THE SHIT HIT THE FUCKING FAN? LET'S FIND OUT...
context: Is this the conclusion that Madoka had hoped for?!\That's what she got in return in the end?!\What joke is this?!\This outcome...\It's too much! It's worse than death; it's too much!\Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not, response:	and all of the new universes that may or may not come into existence.
context: That's what she got in return in the end?!\What joke is this?!\This outcome...\It's too much! It's worse than death; it's too much!\Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence. response:	Every one of them.
context: What joke is this?!\This outcome...\It's too much! It's worse than death; it's too much!\Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them. response:	Madoka.
context: This outcome...\It's too much! It's worse than death; it's too much!\Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them.\Madoka. response:	So, I know all of it.
context: It's too much! It's worse than death; it's too much!\Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them.\Madoka.\So, I know all of it. response:	In all the timelines.
context: Wrong, Homura-chan.\I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them.\Madoka.\So, I know all of it.\In all the timelines. response:	The effort that you put forth for me.
context: I can now see all of time, both the past and future.\I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them.\Madoka.\So, I know all of it.\In all the timelines.\The effort that you put forth for me. response:	All of it.
context: I can see all of past universes, regardless if they existed or not,\and all of the new universes that may or may not come into existence.\Every one of them.\Madoka.\So, I know all of it.\In all the timelines.\The effort that you put forth for me.\All of it. response:	There were so many times you cried, with your body injured all over.
context: and all of the new universes that may or may not come into existence.\Every one of them.\Madoka.\So, I know all of it.\In all the timelines.\The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over. response:	Even like that, you continued to fight for me.
context: Every one of them.\Madoka.\So, I know all of it.\In all the timelines.\The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me. response:	I didn't realize it all this time, I'm sorry!
context: Madoka.\So, I know all of it.\In all the timelines.\The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry! response:	I'm sorry!
context: So, I know all of it.\In all the timelines.\The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry! response:	It's because I am the way I am now that I can truly understand you.
context: In all the timelines.\The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you. response:	To think how great of a friend I really had.
context: The effort that you put forth for me.\All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had. response:	So, I'm really happy.
context: All of it.\There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy. response:	Homura-chan, thank you!
context: There were so many times you cried, with your body injured all over.\Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you! response:	You are my greatest friend!
context: Even like that, you continued to fight for me.\I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend! response:	But this way, you will lose a home to return to, and will be forced to leave everyone you loved!
context: I didn't realize it all this time, I'm sorry!\I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved! response:	And you'll be all alone in this place forever!
context: I'm sorry!\It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever! response:	I'm not alone.
context: It's because I am the way I am now that I can truly understand you.\To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone. response:	Everyone.
context: To think how great of a friend I really had.\So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone.\Everyone. response:	Everyone is with me, always.
context: So, I'm really happy.\Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone.\Everyone.\Everyone is with me, always. response:	The me from now on will be omnipresent.
context: Homura-chan, thank you!\You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone.\Everyone.\Everyone is with me, always.\The me from now on will be omnipresent. response:	Even if you can't see or hear me, I'll always be right beside you, Homura-chan.
context: You are my greatest friend!\But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone.\Everyone.\Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan. response:	Madoka, is that what you really desire?
context: But this way, you will lose a home to return to, and will be forced to leave everyone you loved!\And you'll be all alone in this place forever!\I'm not alone.\Everyone.\Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire? response:	I won't remember you!
context: And you'll be all alone in this place forever!\I'm not alone.\Everyone.\Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you! response:	I won't be able to even feel Madoka anymore!
context: I'm not alone.\Everyone.\Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore! response:	It's still too early to give up.
context: Everyone.\Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up. response:	You were able come to this place, too.
context: Everyone is with me, always.\The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too. response:	So, even if you go back to the original world, you will probably still remember me.
context: The me from now on will be omnipresent.\Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me. response:	It's all right. Everything will be fine.
context: Even if you can't see or hear me, I'll always be right beside you, Homura-chan.\Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine. response:	Believe in me.
context: Madoka, is that what you really desire?\I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me. response:	Madoka...
context: I won't remember you!\I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me.\Madoka... response:	Because Magical Girls can realize dreams and hopes!
context: I won't be able to even feel Madoka anymore!\It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes! response:	Even if there's just a small chance, miracles may come true.
context: It's still too early to give up.\You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true. response:	Right?
context: You were able come to this place, too.\So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right? response:	Madoka! Don't leave!
context: So, even if you go back to the original world, you will probably still remember me.\It's all right. Everything will be fine.\Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave! response:	And though I can't say when, we'll meet again.
context: It's all right. Everything will be fine.\Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again. response:	But until then, we'll have to separate.
context: Believe in me.\Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate. response:	Madoka!
context: Madoka...\Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka! response:	Number 25, Kamijou Kyousuke.
context: Because Magical Girls can realize dreams and hopes!\Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke. response:	Ave Maria.
context: Even if there's just a small chance, miracles may come true.\Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria. response:	How do I say it...
context: Right?\Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it... response:	Sorry for making you worry.
context: Madoka! Don't leave!\And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it...\Sorry for making you worry. response:	No, I should apologize.
context: And though I can't say when, we'll meet again.\But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it...\Sorry for making you worry.\No, I should apologize. response:	To save you, I could only erase everything that happened.
context: But until then, we'll have to separate.\Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it...\Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened. response:	And so, this future will disappear, too.
context: Madoka!\Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it...\Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too. response:	But this probably isn't how you wished for it to be, right?
context: Number 25, Kamijou Kyousuke.\Ave Maria.\How do I say it...\Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right? response:	Because you worked so hard to fulfill your wish, I thought that it was really important.
context: Ave Maria.\How do I say it...\Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important. response:	It definitely couldn't be something meaningless.
context: How do I say it...\Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless. response:	So...
context: Sorry for making you worry.\No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So... response:	That's enough.
context: No, I should apologize.\To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So...\That's enough. response:	Right, I only wanted to listen to him perform again.
context: To save you, I could only erase everything that happened.\And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So...\That's enough.\Right, I only wanted to listen to him perform again. response:	I hoped that more people could hear that violin.
context: And so, this future will disappear, too.\But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So...\That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin. response:	If that's all I can remember, then it's enough.
context: But this probably isn't how you wished for it to be, right?\Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So...\That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough. response:	There's nothing left to regret anymore.
context: Because you worked so hard to fulfill your wish, I thought that it was really important.\It definitely couldn't be something meaningless.\So...\That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore. response:	Although I'm a little envious, I can't help it if it's Hitomi-san.
context: It definitely couldn't be something meaningless.\So...\That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san. response:	She's a nice girl that's clearly good toward Kyousuke.
context: So...\That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke. response:	She can definitely make him... happy, right?
context: That's enough.\Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right? response:	So, let's go.
context: Right, I only wanted to listen to him perform again.\I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go. response:	Sayaka?
context: I hoped that more people could hear that violin.\If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go.\Sayaka? response:	Sayaka?
context: If that's all I can remember, then it's enough.\There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go.\Sayaka?\Sayaka? response:	What happened to Sayaka?!
context: There's nothing left to regret anymore.\Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go.\Sayaka?\Sayaka?\What happened to Sayaka?! response:	She left, led by her circular logic.
context: Although I'm a little envious, I can't help it if it's Hitomi-san.\She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go.\Sayaka?\Sayaka?\What happened to Sayaka?!\She left, led by her circular logic. response:	Miki-san, that strike just now used up all of your power.
context: She's a nice girl that's clearly good toward Kyousuke.\She can definitely make him... happy, right?\So, let's go.\Sayaka?\Sayaka?\What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power. response:	Fool! What meaning is there if she disappears, even for the man she loves?!
context: She can definitely make him... happy, right?\So, let's go.\Sayaka?\Sayaka?\What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?! response:	Idiot. We finally became friends after so many difficulties.
context: So, let's go.\Sayaka?\Sayaka?\What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties. response:	That is the fate of a Magical Girl.
context: Sayaka?\Sayaka?\What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl. response:	You should have understood it when you received your power.
context: Sayaka?\What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power. response:	The result of pursuing hope.
context: What happened to Sayaka?!\She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope. response:	Before bringing curses to this world, we can only disappear like that.
context: She left, led by her circular logic.\Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that. response:	Madoka...
context: Miki-san, that strike just now used up all of your power.\Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka... response:	Akemi-san?
context: Fool! What meaning is there if she disappears, even for the man she loves?!\Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san? response:	Madoka...?
context: Idiot. We finally became friends after so many difficulties.\That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san?\Madoka...? response:	Who's that?
context: That is the fate of a Magical Girl.\You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san?\Madoka...?\Who's that? response:	Madoka! Madoka!
context: You should have understood it when you received your power.\The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san?\Madoka...?\Who's that?\Madoka! Madoka! response:	Yep, that's right.
context: The result of pursuing hope.\Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san?\Madoka...?\Who's that?\Madoka! Madoka!\Yep, that's right. response:	She looks the same.
context: Before bringing curses to this world, we can only disappear like that.\Madoka...\Akemi-san?\Madoka...?\Who's that?\Madoka! Madoka!\Yep, that's right.\She looks the same. response:	Hey, you can't do that, Tatsuya.
context: Madoka...\Akemi-san?\Madoka...?\Who's that?\Madoka! Madoka!\Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya. response:	You can't pull on a girl's hair.
context: Akemi-san?\Madoka...?\Who's that?\Madoka! Madoka!\Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair. response:	Madoka! Madoka!
context: Madoka...?\Who's that?\Madoka! Madoka!\Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka! response:	Sorry, are you all right?
context: Who's that?\Madoka! Madoka!\Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right? response:	No, it was me. Pardon me.
context: Madoka! Madoka!\Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me. response:	Madoka, right?
context: Yep, that's right.\She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right? response:	Yeah!
context: She looks the same.\Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right?\Yeah! response:	I'm coming!
context: Hey, you can't do that, Tatsuya.\You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right?\Yeah!\I'm coming! response:	Come here!
context: You can't pull on a girl's hair.\Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right?\Yeah!\I'm coming!\Come here! response:	Ah, so you're saying...
context: Madoka! Madoka!\Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right?\Yeah!\I'm coming!\Come here!\Ah, so you're saying... response:	she's the invisible friend that he sees when he plays alone.
context: Sorry, are you all right?\No, it was me. Pardon me.\Madoka, right?\Yeah!\I'm coming!\Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone. response:	This happens quite often among children.
context: No, it was me. Pardon me.\Madoka, right?\Yeah!\I'm coming!\Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children. response:	Yes, I remember it too.
context: Madoka, right?\Yeah!\I'm coming!\Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too. response:	Madoka, do you know that person, too?
context: Yeah!\I'm coming!\Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too? response:	Is it a character from some anime or something?
context: I'm coming!\Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something? response:	I don't know...
context: Come here!\Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know... response:	I might have heard it somewhere, but I'm not sure...
context: Ah, so you're saying...\she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure... response:	Ah, that's it.
context: she's the invisible friend that he sees when he plays alone.\This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it. response:	I must have met her with Tatsuya somewhere.
context: This happens quite often among children.\Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere. response:	Sometimes, I really feel that this sounds familiar in my memories...
context: Yes, I remember it too.\Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories... response:	Madoka.
context: Madoka, do you know that person, too?\Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka. response:	I see.
context: Is it a character from some anime or something?\I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see. response:	That ribbon is really cute!
context: I don't know...\I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see.\That ribbon is really cute! response:	It fits my tastes a lot!
context: I might have heard it somewhere, but I'm not sure...\Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see.\That ribbon is really cute!\It fits my tastes a lot! response:	I'm pretty surprised myself.
context: Ah, that's it.\I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see.\That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself. response:	Then I'll give it to you.
context: I must have met her with Tatsuya somewhere.\Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see.\That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you. response:	It's not fit for an auntie like me
context: Sometimes, I really feel that this sounds familiar in my memories...\Madoka.\I see.\That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me response:	But, if I had a daughter, maybe I'd let her tie it.
context: Madoka.\I see.\That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it. response:	Ah, so that's it.
context: I see.\That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it. response:	What you said can definitely be a valid hypothesis.
context: That ribbon is really cute!\It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis. response:	It's not a hypothesis.
context: It fits my tastes a lot!\I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis. response:	It's the truth.
context: I'm pretty surprised myself.\Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth. response:	Even if it's true, there's no proof.
context: Then I'll give it to you.\It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof. response:	If it's like you said, and the laws of the universe have been rewritten,
context: It's not fit for an auntie like me\But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten, response:	we have no possible way of verifying it.
context: But, if I had a daughter, maybe I'd let her tie it.\Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it. response:	Even if you're the only who holds those memories,
context: Ah, so that's it.\What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories, response:	you still can't distinguish reality from the fantasy that exists only in your mind.
context: What you said can definitely be a valid hypothesis.\It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind. response:	Well, it's true.
