context: Yes? Yes. response:	Mama?
context: It was so sudden.\I wept for the next several nights. Before I knew it, the night sky had changed.\Why did you save her the other day?\Kirsi?\Mama...\Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back. response:	You have sad memories of your homeland, which is why...
context: I wept for the next several nights. Before I knew it, the night sky had changed.\Why did you save her the other day?\Kirsi?\Mama...\Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why... response:	Sad?
context: Why did you save her the other day?\Kirsi?\Mama...\Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad? response:	Wrong.
context: Kirsi?\Mama...\Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad?\Wrong. response:	Isn't that what it was?
context: Mama...\Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad?\Wrong.\Isn't that what it was? response:	Kirsi...
context: Kirsi...\You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad?\Wrong.\Isn't that what it was?\Kirsi... response:	The sadness, as well as everything else...
context: You were thinking about that night, weren't you?\I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad?\Wrong.\Isn't that what it was?\Kirsi...\The sadness, as well as everything else... response:	I remember it. I remember everything.
context: I think I know why you don't want to go back.\You have sad memories of your homeland, which is why...\Sad?\Wrong.\Isn't that what it was?\Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything. response:	If I didn't run outside that day, Mama wouldn't have died.
context: You have sad memories of your homeland, which is why...\Sad?\Wrong.\Isn't that what it was?\Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died. response:	Kirsi, that's...
context: Sad?\Wrong.\Isn't that what it was?\Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's... response:	Ever since that night, it disappeared...
context: Wrong.\Isn't that what it was?\Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared... response:	The silver light.
context: Isn't that what it was?\Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared...\The silver light. response:	Bearing the sins of the children of Earth, the moon begins to consume its light.
context: Kirsi...\The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light. response:	Which poem is that from?
context: The sadness, as well as everything else...\I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from? response:	I don't remember.
context: I remember it. I remember everything.\If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember. response:	It might have been a stanza from an aria.
context: If I didn't run outside that day, Mama wouldn't have died.\Kirsi, that's...\Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember.\It might have been a stanza from an aria. response:	They say that a lunar eclipse is a symbol of atonement.
context: Kirsi, that's...\Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement. response:	In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.
context: Ever since that night, it disappeared...\The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore. response:	You're a strange contractor, too.
context: The silver light.\Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too. response:	Kirsi...
context: Bearing the sins of the children of Earth, the moon begins to consume its light.\Which poem is that from?\I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi... response:	There wasn't anything going on between your mother and me at that time.
context: Which poem is that from?\I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time. response:	You noticed it after all, didn't you?
context: I don't remember.\It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you? response:	The feelings I always kept inside of my heart.
context: It might have been a stanza from an aria.\They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart. response:	Guilty thoughts about stealing your mother away.
context: They say that a lunar eclipse is a symbol of atonement.\In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away. response:	I wanted to tell you... I wanted to tell you one thing.
context: In that case, the moon must be in a perpetual state of atonement, since it can't be seen anymore.\You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing. response:	You don't have to feel guilty about it, Kirsi.
context: You're a strange contractor, too.\Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi. response:	W-Who the hell are you? You look suspicious!
context: Kirsi...\There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious! response:	Wait! I swear I've seen you before.
context: There wasn't anything going on between your mother and me at that time.\You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before. response:	That's right. I saw you at the construction site when it collapsed.
context: You noticed it after all, didn't you?\The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed. response:	Are you the stalker who's after the girl?
context: The feelings I always kept inside of my heart.\Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl? response:	Go away.
context: Guilty thoughts about stealing your mother away.\I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away. response:	Get away from here.
context: I wanted to tell you... I wanted to tell you one thing.\You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away.\Get away from here. response:	This is something you shouldn't be involved in.
context: You don't have to feel guilty about it, Kirsi.\W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away.\Get away from here.\This is something you shouldn't be involved in. response:	What did you say? Don't screw around with me!
context: W-Who the hell are you? You look suspicious!\Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away.\Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me! response:	What did you do to that girl?
context: Wait! I swear I've seen you before.\That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away.\Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl? response:	She's really quiet and doesn't show many expressions.
context: That's right. I saw you at the construction site when it collapsed.\Are you the stalker who's after the girl?\Go away.\Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions. response:	It's like she's some kind of doll!
context: Are you the stalker who's after the girl?\Go away.\Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll! response:	Hey, wait!
context: Go away.\Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait! response:	Hey, listen!
context: Get away from here.\This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait!\Hey, listen! response:	Even if it doesn't show in her expressions or her words, she's crying within her heart.
context: This is something you shouldn't be involved in.\What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart. response:	Understand?
context: What did you say? Don't screw around with me!\What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand? response:	There isn't a single person in this world that deserves to be treated like a doll!
context: What did you do to that girl?\She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll! response:	Maybe so.
context: She's really quiet and doesn't show many expressions.\It's like she's some kind of doll!\Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so. response:	What?
context: It's like she's some kind of doll!\Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What? response:	Someone's coming.
context: Hey, wait!\Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What?\Someone's coming. response:	All the way out here?
context: Hey, listen!\Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What?\Someone's coming.\All the way out here? response:	Who?
context: Even if it doesn't show in her expressions or her words, she's crying within her heart.\Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What?\Someone's coming.\All the way out here?\Who? response:	Hei.
context: Understand?\There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What?\Someone's coming.\All the way out here?\Who?\Hei. response:	Who are you?
context: There isn't a single person in this world that deserves to be treated like a doll!\Maybe so.\What?\Someone's coming.\All the way out here?\Who?\Hei.\Who are you? response:	Why did you take Yin?
context: Maybe so.\What?\Someone's coming.\All the way out here?\Who?\Hei.\Who are you?\Why did you take Yin? response:	Yin? Are you talking about Kirsi?
context: What?\Someone's coming.\All the way out here?\Who?\Hei.\Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi? response:	What are you people up to?
context: Someone's coming.\All the way out here?\Who?\Hei.\Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to? response:	Wrong.
context: All the way out here?\Who?\Hei.\Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to?\Wrong. response:	Kirsi...
context: Who?\Hei.\Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to?\Wrong.\Kirsi... response:	Wrong.
context: Hei.\Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to?\Wrong.\Kirsi...\Wrong. response:	Did you run away on your own?
context: Who are you?\Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to?\Wrong.\Kirsi...\Wrong.\Did you run away on your own? response:	Why?
context: Why did you take Yin?\Yin? Are you talking about Kirsi?\What are you people up to?\Wrong.\Kirsi...\Wrong.\Did you run away on your own?\Why? response:	I thought my soul would be able to move forward.
context: Yin? Are you talking about Kirsi?\What are you people up to?\Wrong.\Kirsi...\Wrong.\Did you run away on your own?\Why?\I thought my soul would be able to move forward. response:	Is she being chased because of you?
context: What are you people up to?\Wrong.\Kirsi...\Wrong.\Did you run away on your own?\Why?\I thought my soul would be able to move forward.\Is she being chased because of you? response:	Are you her partner in crime or something?
context: Wrong.\Kirsi...\Wrong.\Did you run away on your own?\Why?\I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something? response:	Partner?
context: Kirsi...\Wrong.\Did you run away on your own?\Why?\I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something?\Partner? response:	That's right.
context: Wrong.\Did you run away on your own?\Why?\I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something?\Partner?\That's right. response:	Kirsi!
context: Did you run away on your own?\Why?\I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something?\Partner?\That's right.\Kirsi! response:	An earthquake?
context: Why?\I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something?\Partner?\That's right.\Kirsi!\An earthquake? response:	Run away!
context: I thought my soul would be able to move forward.\Is she being chased because of you?\Are you her partner in crime or something?\Partner?\That's right.\Kirsi!\An earthquake?\Run away! response:	He's the one from the other day.
context: Is she being chased because of you?\Are you her partner in crime or something?\Partner?\That's right.\Kirsi!\An earthquake?\Run away!\He's the one from the other day. response:	What are we supposed to do? Is collecting information still our top priority?
context: Are you her partner in crime or something?\Partner?\That's right.\Kirsi!\An earthquake?\Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority? response:	Leave the doll. He's coming.
context: Partner?\That's right.\Kirsi!\An earthquake?\Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming. response:	H-How?
context: That's right.\Kirsi!\An earthquake?\Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How? response:	I see... You defibrillated your own heart with electricity.
context: Kirsi!\An earthquake?\Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity. response:	Bertha!
context: An earthquake?\Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity.\Bertha! response:	I'm through with you, Yin. You're also...
context: Run away!\He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also... response:	Itzhak...
context: He's the one from the other day.\What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also...\Itzhak... response:	What kind of light is this?
context: What are we supposed to do? Is collecting information still our top priority?\Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this? response:	I can't see anything anymore.
context: Leave the doll. He's coming.\H-How?\I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this?\I can't see anything anymore. response:	It's like...
context: H-How?\I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this?\I can't see anything anymore.\It's like... response:	the moonlight.
context: I see... You defibrillated your own heart with electricity.\Bertha!\I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this?\I can't see anything anymore.\It's like...\the moonlight. response:	Bertha...
context: Bertha!\I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this?\I can't see anything anymore.\It's like...\the moonlight.\Bertha... response:	Maiden, black night, mourning in sadness,
context: I'm through with you, Yin. You're also...\Itzhak...\What kind of light is this?\I can't see anything anymore.\It's like...\the moonlight.\Bertha...\Maiden, black night, mourning in sadness, response:	falling into the night alone.
context: Itzhak...\What kind of light is this?\I can't see anything anymore.\It's like...\the moonlight.\Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone. response:	The moon that accompanies her radiates of silver,
context: What kind of light is this?\I can't see anything anymore.\It's like...\the moonlight.\Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver, response:	as the night of atonement quietly passes by.
context: I can't see anything anymore.\It's like...\the moonlight.\Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by. response:	That wasn't bad.
context: It's like...\the moonlight.\Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad. response:	That's ridiculous.
context: the moonlight.\Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous. response:	Dolls can't shed tears.
context: Bertha...\Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous.\Dolls can't shed tears. response:	Cold sake.
context: Maiden, black night, mourning in sadness,\falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous.\Dolls can't shed tears.\Cold sake. response:	Coming right up.
context: falling into the night alone.\The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous.\Dolls can't shed tears.\Cold sake.\Coming right up. response:	I heard you ran into trouble with a doll.
context: The moon that accompanies her radiates of silver,\as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous.\Dolls can't shed tears.\Cold sake.\Coming right up.\I heard you ran into trouble with a doll. response:	Don't look.
context: as the night of atonement quietly passes by.\That wasn't bad.\That's ridiculous.\Dolls can't shed tears.\Cold sake.\Coming right up.\I heard you ran into trouble with a doll.\Don't look. response:	Don't worry. I won't make an issue out of this since there wasn't any harm done.
context: That wasn't bad.\That's ridiculous.\Dolls can't shed tears.\Cold sake.\Coming right up.\I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done. response:	It's been assumed that the contractors you disposed of were from the FSB.
context: That's ridiculous.\Dolls can't shed tears.\Cold sake.\Coming right up.\I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB. response:	If they had received the information, you'd already be...
context: Dolls can't shed tears.\Cold sake.\Coming right up.\I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be... response:	Here you go.
context: Cold sake.\Coming right up.\I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go. response:	Turn in the doll.
context: Coming right up.\I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go.\Turn in the doll. response:	It'll be reset.
context: I heard you ran into trouble with a doll.\Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go.\Turn in the doll.\It'll be reset. response:	No, I've only started to get the feel of using it.
context: Don't look.\Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go.\Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it. response:	Very well.
context: Don't worry. I won't make an issue out of this since there wasn't any harm done.\It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go.\Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it.\Very well. response:	Thanks.
context: It's been assumed that the contractors you disposed of were from the FSB.\If they had received the information, you'd already be...\Here you go.\Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it.\Very well.\Thanks. response:	Don't let your emotions get the best of you.
context: If they had received the information, you'd already be...\Here you go.\Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it.\Very well.\Thanks.\Don't let your emotions get the best of you. response:	Emotions? Idiot.
context: Here you go.\Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it.\Very well.\Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot. response:	Kastinen?
context: Turn in the doll.\It'll be reset.\No, I've only started to get the feel of using it.\Very well.\Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen? response:	There was no doubt it was him, so I tried to start a conversation.
context: It'll be reset.\No, I've only started to get the feel of using it.\Very well.\Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation. response:	He looked at me as if he never saw me before.
context: No, I've only started to get the feel of using it.\Very well.\Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before. response:	It might have been his way of saying you should forget about it.
context: Very well.\Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it. response:	He's probably worried that it might become a well-known scandal.
context: Thanks.\Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal. response:	He looked strange, as if his memory was erased.
context: Don't let your emotions get the best of you.\Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased. response:	No way.
context: Emotions? Idiot.\Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way. response:	Speaking of which, that girl...
context: Kastinen?\There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl... response:	Are you talking about Kirsi-chan?
context: There was no doubt it was him, so I tried to start a conversation.\He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan? response:	Right. She was back at the tobacco shop.
context: He looked at me as if he never saw me before.\It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop. response:	Did those two not get along?
context: It might have been his way of saying you should forget about it.\He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along? response:	Well, there's no point in prying into a private matter.
context: He's probably worried that it might become a well-known scandal.\He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter. response:	We received our payment, and you even went to the hot spring.
context: He looked strange, as if his memory was erased.\No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring. response:	Well, I didn't have much of a choice after you deserted me, did I?
context: No way.\Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I? response:	You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!
context: Speaking of which, that girl...\Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted! response:	Well, everyone was looking forward to it.
context: Are you talking about Kirsi-chan?\Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it. response:	What are you talking about?
context: Right. She was back at the tobacco shop.\Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about? response:	Let's go back, Kirsi.
context: Did those two not get along?\Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi. response:	Let's return.
context: Well, there's no point in prying into a private matter.\We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi.\Let's return. response:	There's no reason for you to be caught up in your past anymore.
context: We received our payment, and you even went to the hot spring.\Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore. response:	Hei...
context: Well, I didn't have much of a choice after you deserted me, did I?\You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore.\Hei... response:	Am I your partner?
