context: That peddler said it was just behind that mountain pass. response:	More like three mountains.
context: Are you crazy? It's not some joyride. I'm the only one who can handle it.\Don't worry. I'm the daughter of the land's best swordmaker.\Dang it, you tell her bro.\That you can't be with Okowa.\I will be with Okowa.\Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking. response:	-But the journey... -I quit.
context: Don't worry. I'm the daughter of the land's best swordmaker.\Dang it, you tell her bro.\That you can't be with Okowa.\I will be with Okowa.\Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit. response:	And the rest of your body?
context: Dang it, you tell her bro.\That you can't be with Okowa.\I will be with Okowa.\Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit.\And the rest of your body? response:	Don't want it. I'm fine like this.
context: That you can't be with Okowa.\I will be with Okowa.\Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this. response:	Body?
context: I will be with Okowa.\Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this.\Body? response:	-Stop joking already, I mean it. -Not joking.
context: Mr. Hyaku!\Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking. response:	Then what about me?
context: Hey, you shouldn't joke around like that.\Not joking.\-But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking.\Then what about me? response:	Don't have to be together anymore.
context: Not joking.\-But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore. response:	Mr. Hyaku, I don't mind, really.
context: -But the journey... -I quit.\And the rest of your body?\Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really. response:	Dororo can stay with us.
context: And the rest of your body?\Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us. response:	Say that again...
context: Don't want it. I'm fine like this.\Body?\-Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again... response:	I don't need Dororo with me.
context: Body?\-Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again...\I don't need Dororo with me. response:	Fine, have it your way. I hate you!
context: -Stop joking already, I mean it. -Not joking.\Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you! response:	You big ole dummy idiot jerk!
context: Then what about me?\Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk! response:	Listen here. I'm really glad that you and Okowa are getting together!
context: Don't have to be together anymore.\Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together! response:	-What did I just...? -Oh, Dororo.
context: Mr. Hyaku, I don't mind, really.\Dororo can stay with us.\Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo. response:	You two were meant for each other!
context: Dororo can stay with us.\Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other! response:	Thank you, I'm so happy.
context: Say that again...\I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy. response:	Keep talking. I really think so.
context: I don't need Dororo with me.\Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so. response:	-Oh, Dororo. -Mumble, grumble, rumble...
context: Fine, have it your way. I hate you!\You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble... response:	That's Mr. Hyaku's sushi!
context: You big ole dummy idiot jerk!\Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi! response:	Little Dororo, crying for us like that.
context: Listen here. I'm really glad that you and Okowa are getting together!\-What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that. response:	Dororo looked happy.
context: -What did I just...? -Oh, Dororo.\You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy. response:	Bro, you big ole jerk.
context: You two were meant for each other!\Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk. response:	I don't care about you anymore. I mean it.
context: Thank you, I'm so happy.\Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it. response:	What's going on?
context: Keep talking. I really think so.\-Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on? response:	My condolences. What a great tragedy.
context: -Oh, Dororo. -Mumble, grumble, rumble...\That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy. response:	Yes, it truly is. Only bad things to come now.
context: That's Mr. Hyaku's sushi!\Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now. response:	Thank you. Thank you so much.
context: Little Dororo, crying for us like that.\Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much. response:	I told the villagers that I was going to marry you, and now look at all this.
context: Dororo looked happy.\Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this. response:	Okowa, my dear.
context: Bro, you big ole jerk.\I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear. response:	They say wedding attire makes a girl glow. I'll make one to make you look shabby.
context: I don't care about you anymore. I mean it.\What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby. response:	You can count on me.
context: What's going on?\My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me. response:	Okay then. They're always like this.
context: My condolences. What a great tragedy.\Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this. response:	Good for you, Okowa.
context: Yes, it truly is. Only bad things to come now.\Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this.\Good for you, Okowa. response:	I'd been hoping you'd hurry up and get married.
context: Thank you. Thank you so much.\I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married. response:	Hope you have a good wedding.
context: I told the villagers that I was going to marry you, and now look at all this.\Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding. response:	Wow, thanks.
context: Okowa, my dear.\They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks. response:	He's honest for once.
context: They say wedding attire makes a girl glow. I'll make one to make you look shabby.\You can count on me.\Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks.\He's honest for once. response:	What's a wedding?
context: You can count on me.\Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks.\He's honest for once.\What's a wedding? response:	It means you and I are going to be husband and wife.
context: Okay then. They're always like this.\Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks.\He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife. response:	Husband and wife...
context: Good for you, Okowa.\I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks.\He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife... response:	I thought the earlier the better, so I set it for tomorrow.
context: I'd been hoping you'd hurry up and get married.\Hope you have a good wedding.\Wow, thanks.\He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow. response:	That's way too fast.
context: Hope you have a good wedding.\Wow, thanks.\He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast. response:	Okay.
context: Wow, thanks.\He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay. response:	Wait a second, you idiot!
context: He's honest for once.\What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay.\Wait a second, you idiot! response:	Wedding? ! I congratulate you from the bottom of my heart!
context: What's a wedding?\It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart! response:	Listen here. No matter what anyone might say,
context: It means you and I are going to be husband and wife.\Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say, response:	you're gonna be happy together.
context: Husband and wife...\I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together. response:	We sure will be, Dororo.
context: I thought the earlier the better, so I set it for tomorrow.\That's way too fast.\Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo. response:	Gosh dang it, what's happened to me?
context: That's way too fast.\Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me? response:	Hey, don't eat that!
context: Okay.\Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that! response:	Dororo, it's okay.
context: Wait a second, you idiot!\Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay. response:	I will become Okowa's husband.
context: Wedding? ! I congratulate you from the bottom of my heart!\Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband. response:	Dororo looked happy.
context: Listen here. No matter what anyone might say,\you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy. response:	What the heck, bro?
context: you're gonna be happy together.\We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy.\What the heck, bro? response:	All head over heels for Okowa.
context: We sure will be, Dororo.\Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy.\What the heck, bro?\All head over heels for Okowa. response:	You like her so much, huh?
context: Gosh dang it, what's happened to me?\Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy.\What the heck, bro?\All head over heels for Okowa.\You like her so much, huh? response:	Fine then. You have it your way, and I'll have it mine.
context: Hey, don't eat that!\Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy.\What the heck, bro?\All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine. response:	Dororo...
context: Dororo, it's okay.\I will become Okowa's husband.\Dororo looked happy.\What the heck, bro?\All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo... response:	My, how ugly you look.
context: I will become Okowa's husband.\Dororo looked happy.\What the heck, bro?\All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look. response:	Such a plain girl. You put this lovely kimono to waste.
context: Dororo looked happy.\What the heck, bro?\All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste. response:	Mr. Hyaku, you're not supposed to see yet.
context: What the heck, bro?\All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet. response:	My, my. How ugly.
context: All head over heels for Okowa.\You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly. response:	The swords will come here.
context: You like her so much, huh?\Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here. response:	If he doesn't need the swords, I'll throw them away.
context: Fine then. You have it your way, and I'll have it mine.\Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away. response:	I really am going to do it.
context: Dororo...\My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it. response:	What are you doing here?
context: My, how ugly you look.\Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here? response:	-Don't scare me like that. -Who's scaring who?
context: Such a plain girl. You put this lovely kimono to waste.\Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who? response:	This is bro's new sword?
context: Mr. Hyaku, you're not supposed to see yet.\My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword? response:	It's not done yet. I've just been to purify it.
context: My, my. How ugly.\The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it. response:	What were you going to do with that one?
context: The swords will come here.\If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one? response:	So that's why you wanted to throw them away.
context: If he doesn't need the swords, I'll throw them away.\I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away. response:	Bro suddenly lost interest in the journey.
context: I really am going to do it.\What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey. response:	And I say things I don't mean.
context: What are you doing here?\-Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean. response:	I don't know what to do now.
context: -Don't scare me like that. -Who's scaring who?\This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now. response:	Bro doesn't understand how I feel at all.
context: This is bro's new sword?\It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all. response:	He's helped me out a whole bunch ever since we met.
context: It's not done yet. I've just been to purify it.\What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met. response:	So I'd made up my mind to help him get through rough times.
context: What were you going to do with that one?\So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times. response:	I swore that I would.
context: So that's why you wanted to throw them away.\Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would. response:	But now...
context: Bro suddenly lost interest in the journey.\And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would.\But now... response:	How can he quit the journey now?
context: And I say things I don't mean.\I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would.\But now...\How can he quit the journey now? response:	I came for you.
context: I don't know what to do now.\Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would.\But now...\How can he quit the journey now?\I came for you. response:	You just came for me a few days ago. You jerk.
context: Bro doesn't understand how I feel at all.\He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would.\But now...\How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk. response:	Did I just fall asleep?
context: He's helped me out a whole bunch ever since we met.\So I'd made up my mind to help him get through rough times.\I swore that I would.\But now...\How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep? response:	-Don't bother me. -Sorry.
context: So I'd made up my mind to help him get through rough times.\I swore that I would.\But now...\How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry. response:	Aren't you going to Okowa's wedding?
context: I swore that I would.\But now...\How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding? response:	Nothing is more important to a swordmaker than making swords.
context: But now...\How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords. response:	Okowa understands.
context: How can he quit the journey now?\I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands. response:	You really like swords, huh.
context: I came for you.\You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh. response:	You hate them?
context: You just came for me a few days ago. You jerk.\Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh.\You hate them? response:	I hate samurai.
context: Did I just fall asleep?\-Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh.\You hate them?\I hate samurai. response:	So I don't like swords made for killing.
context: -Don't bother me. -Sorry.\Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh.\You hate them?\I hate samurai.\So I don't like swords made for killing. response:	I hate people killing people, too.
context: Aren't you going to Okowa's wedding?\Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh.\You hate them?\I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too. response:	My ideal is to make a sword that makes fighting cease.
context: Nothing is more important to a swordmaker than making swords.\Okowa understands.\You really like swords, huh.\You hate them?\I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease. response:	A sword that makes the enemy see that they're no match and give up.
context: Okowa understands.\You really like swords, huh.\You hate them?\I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up. response:	Is that even possible?
context: You really like swords, huh.\You hate them?\I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible? response:	It won't be easy,
context: You hate them?\I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy, response:	I might not live to see it happen.
context: I hate samurai.\So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy,\I might not live to see it happen. response:	I just know I shouldn't use my powers for the wrong cause.
context: So I don't like swords made for killing.\I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause. response:	I was wrong. I have to stay by bro's side.
context: I hate people killing people, too.\My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side. response:	Do you really mean that?
context: My ideal is to make a sword that makes fighting cease.\A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that? response:	Of course I do!
context: A sword that makes the enemy see that they're no match and give up.\Is that even possible?\It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do! response:	Huh? I've been saying what I really mean, haven't I?
context: Is that even possible?\It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I? response:	Why am I okay when I'm here?
context: It won't be easy,\I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here? response:	Wait, since when have I been talking in opposites?
context: I might not live to see it happen.\I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites? response:	Bro... What about him?
context: I just know I shouldn't use my powers for the wrong cause.\I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him? response:	Since when has he been weird?
context: I was wrong. I have to stay by bro's side.\Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird? response:	That temple!
context: Do you really mean that?\Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird?\That temple! response:	-Come on, we have to go to the temple. -Why?
context: Of course I do!\Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why? response:	To get married, come on.
context: Huh? I've been saying what I really mean, haven't I?\Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on. response:	The villagers will hold a celebration for us afterwards.
context: Why am I okay when I'm here?\Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards. response:	The swords will come here.
context: Wait, since when have I been talking in opposites?\Bro... What about him?\Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here. response:	They can come when we get back from the temple.
context: Bro... What about him?\Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple. response:	The swords will come here.
