context: The All Magic Knights Thanksgiving Festa response:	It appeared as though humanity would be destroyed by the demons.
context: M-Me?\R-Rock, paper, scissors.\It's a draw!\The sloppily-drawn crowd is super hyped over that answer!\Such a beautiful answer! You get ten points!\Next, Captain Fuegoleon!\I cannot lose!\We are men. response:	Let us talk passionately with our fists!
context: R-Rock, paper, scissors.\It's a draw!\The sloppily-drawn crowd is super hyped over that answer!\Such a beautiful answer! You get ten points!\Next, Captain Fuegoleon!\I cannot lose!\We are men.\Let us talk passionately with our fists! response:	How's that?!
context: It's a draw!\The sloppily-drawn crowd is super hyped over that answer!\Such a beautiful answer! You get ten points!\Next, Captain Fuegoleon!\I cannot lose!\We are men.\Let us talk passionately with our fists!\How's that?! response:	Uh, I'm not sure what I'm supposed to say.
context: The sloppily-drawn crowd is super hyped over that answer!\Such a beautiful answer! You get ten points!\Next, Captain Fuegoleon!\I cannot lose!\We are men.\Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say. response:	Zero points, la!
context: Such a beautiful answer! You get ten points!\Next, Captain Fuegoleon!\I cannot lose!\We are men.\Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la! response:	What?!
context: Next, Captain Fuegoleon!\I cannot lose!\We are men.\Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?! response:	Captain Jack, you're up next!
context: I cannot lose!\We are men.\Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?!\Captain Jack, you're up next! response:	Keh!
context: We are men.\Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?!\Captain Jack, you're up next!\Keh! response:	I'll rip all of your skin
context: Let us talk passionately with our fists!\How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?!\Captain Jack, you're up next!\Keh!\I'll rip all of your skin response:	off your body!
context: How's that?!\Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?!\Captain Jack, you're up next!\Keh!\I'll rip all of your skin\off your body! response:	Creepy!
context: Uh, I'm not sure what I'm supposed to say.\Zero points, la!\What?!\Captain Jack, you're up next!\Keh!\I'll rip all of your skin\off your body!\Creepy! response:	That's not funny at all!
context: Zero points, la!\What?!\Captain Jack, you're up next!\Keh!\I'll rip all of your skin\off your body!\Creepy!\That's not funny at all! response:	Captain Nozel!
context: What?!\Captain Jack, you're up next!\Keh!\I'll rip all of your skin\off your body!\Creepy!\That's not funny at all!\Captain Nozel! response:	Uh... Huh? What? Wait, what?
context: Captain Jack, you're up next!\Keh!\I'll rip all of your skin\off your body!\Creepy!\That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what? response:	Um, Captain Nozel?
context: Keh!\I'll rip all of your skin\off your body!\Creepy!\That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel? response:	The scene's started...
context: I'll rip all of your skin\off your body!\Creepy!\That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started... response:	This is moronic. I'm not doing it.
context: off your body!\Creepy!\That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it. response:	What? Come on, Captain Nozel!
context: Creepy!\That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel! response:	Y-Your bangs are so stylish!
context: That's not funny at all!\Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish! response:	Do you braid them yourself every morning?
context: Captain Nozel!\Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning? response:	Or do you have a personal stylist?
context: Uh... Huh? What? Wait, what?\Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist? response:	Really, it looks great on you!
context: Um, Captain Nozel?\The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you! response:	Say what you will. I'm not doing it.
context: The scene's started...\This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it. response:	He's stubborn.
context: This is moronic. I'm not doing it.\What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn. response:	That hairstyle will probably make you go blind someday.
context: What? Come on, Captain Nozel!\Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday. response:	M-M-Moving on! Your turn, Captain Rill!
context: Y-Your bangs are so stylish!\Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill! response:	Yeah! I'm gonna get all the laughs!
context: Do you braid them yourself every morning?\Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs! response:	What happened to the quiz?
context: Or do you have a personal stylist?\Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz? response:	Kitty, kitty, meow, meow.
context: Really, it looks great on you!\Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow. response:	Kitty, meow, meow!
context: Say what you will. I'm not doing it.\He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow! response:	Huh? Wait, what?!
context: He's stubborn.\That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?! response:	What just happened, Charmy?
context: That hairstyle will probably make you go blind someday.\M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy? response:	I have no idea!
context: M-M-Moving on! Your turn, Captain Rill!\Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy?\I have no idea! response:	Come on! Take a closer look at their hands!
context: Yeah! I'm gonna get all the laughs!\What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands! response:	Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?
context: What happened to the quiz?\Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats? response:	Shut up, la. Minus ten points.
context: Kitty, kitty, meow, meow.\Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points. response:	D'oh!
context: Kitty, meow, meow!\Huh? Wait, what?!\What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh! response:	All right, you're up, Captain Yami!
context: Huh? Wait, what?!\What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami! response:	Jeez, you all suck.
context: What just happened, Charmy?\I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck. response:	I'll show you how comedy's really done!
context: I have no idea!\Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done! response:	Again, what happened to the quiz?
context: Come on! Take a closer look at their hands!\Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz? response:	Man, I'm so bored!
context: Don't they sort of look like cat paws? Don't the fists remind you of beckoning cats?\Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored! response:	I'm a skeleton, so I can't move.
context: Shut up, la. Minus ten points.\D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move. response:	You expressed how the demon's skeleton was feeling!
context: D'oh!\All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling! response:	An unexpected point of view!
context: All right, you're up, Captain Yami!\Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view! response:	Comedy's all about how you can surprise your audience.
context: Jeez, you all suck.\I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience. response:	Yami... You're amazing!
context: I'll show you how comedy's really done!\Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing! response:	Keh! That may have been a surprise, but it wasn't that funny.
context: Again, what happened to the quiz?\Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny. response:	What?!
context: Man, I'm so bored!\I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?! response:	What? You wanna start something?
context: I'm a skeleton, so I can't move.\You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something? response:	Okay, let's wrap things up!
context: You expressed how the demon's skeleton was feeling!\An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something?\Okay, let's wrap things up! response:	We're doing a quiz tournament today, so let's avoid any fighting.
context: An unexpected point of view!\Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting. response:	Okay? Okay?
context: Comedy's all about how you can surprise your audience.\Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay? response:	Quiz? We jumped right into comedic performances.
context: Yami... You're amazing!\Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances. response:	Things are already heating up with the first question, aren't they, Charmy?
context: Keh! That may have been a surprise, but it wasn't that funny.\What?!\What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy? response:	Now, let's move on to question two!
context: What?!\What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two! response:	Next is the name guessing quiz, la!
context: What? You wanna start something?\Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la! response:	Please write your answers on your answer boards.
context: Okay, let's wrap things up!\We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards. response:	Our guests will be asking these questions. First up, we have...
context: We're doing a quiz tournament today, so let's avoid any fighting.\Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have... response:	The name's Magna! Pleased to meet ya!
context: Okay? Okay?\Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya! response:	Here's my question!
context: Quiz? We jumped right into comedic performances.\Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question! response:	Question 2
context: Things are already heating up with the first question, aren't they, Charmy?\Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question!\Question 2 response:	Guess this object's name!
context: Now, let's move on to question two!\Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question!\Question 2\Guess this object's name! response:	Here's a hint!
context: Next is the name guessing quiz, la!\Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question!\Question 2\Guess this object's name!\Here's a hint! response:	Hur-hur-hur-hur hur-hur-hur-hur!
context: Please write your answers on your answer boards.\Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question!\Question 2\Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur! response:	This is super easy!
context: Our guests will be asking these questions. First up, we have...\The name's Magna! Pleased to meet ya!\Here's my question!\Question 2\Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy! response:	Uh-oh, is this question a little too easy for Asta?
context: The name's Magna! Pleased to meet ya!\Here's my question!\Question 2\Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta? response:	Let's have a look at those answers.
context: Here's my question!\Question 2\Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers. response:	I have no idea Who cares?
context: Question 2\Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares? response:	I have no idea. Who cares?
context: Guess this object's name!\Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares? response:	Blaze through! Along with your burning soul!
context: Here's a hint!\Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul! response:	Blaze through! Along with your burning soul!
context: Hur-hur-hur-hur hur-hur-hur-hur!\This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul! response:	Slice through! I'll chop you up!
context: This is super easy!\Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up! response:	Slice through! I'll chop you up!
context: Uh-oh, is this question a little too easy for Asta?\Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up! response:	Talk about lame. I wouldn't want to ride it.
context: Let's have a look at those answers.\I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it. response:	Talk about lame I wouldn't want to ride it <3
context: I have no idea Who cares?\I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3 response:	D'oh!
context: I have no idea. Who cares?\Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh! response:	Bad taste. Actually, no taste.
context: Blaze through! Along with your burning soul!\Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste. response:	Whoops, we almost have the same answer. Bad taste. actually, no taste.
context: Blaze through! Along with your burning soul!\Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste. response:	Gah!
context: Slice through! I'll chop you up!\Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah! response:	Imma go take a dump
context: Slice through! I'll chop you up!\Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump response:	Imma go take a dump.
context: Talk about lame. I wouldn't want to ride it.\Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump\Imma go take a dump. response:	You should've taken care of that earlier
context: Talk about lame I wouldn't want to ride it <3\D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier response:	You should've taken care of that earlier.
context: D'oh!\Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier. response:	Why are you conversing through the boards?!
context: Bad taste. Actually, no taste.\Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?! response:	Crazy Cyclone!
context: Whoops, we almost have the same answer. Bad taste. actually, no taste.\Gah!\Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone! response:	Crazy Cyclone!!!
context: Gah!\Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!! response:	The only one who got it right is Asta!
context: Imma go take a dump\Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta! response:	Ten points, la!
context: Imma go take a dump.\You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la! response:	Heck yeah!
context: You should've taken care of that earlier\You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la!\Heck yeah! response:	Question 3
context: You should've taken care of that earlier.\Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la!\Heck yeah!\Question 3 response:	Bah-ha! Guess the name of this fantastic machine.
context: Why are you conversing through the boards?!\Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la!\Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine. response:	Here's a hint: Bah-ha bah-ha bah- ha!
context: Crazy Cyclone!\Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la!\Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha! response:	Shut up Be quiet, you
context: Crazy Cyclone!!!\The only one who got it right is Asta!\Ten points, la!\Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you response:	Shut up. Be quiet, you.
context: The only one who got it right is Asta!\Ten points, la!\Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you. response:	Tone it down!!
context: Ten points, la!\Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!! response:	Tone it down!
context: Heck yeah!\Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!!\Tone it down! response:	You're annoying I'll cut you up
context: Question 3\Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!!\Tone it down!\You're annoying I'll cut you up response:	You're annoying. I'll cut you up.
context: Bah-ha! Guess the name of this fantastic machine.\Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!!\Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up. response:	How unpleasant. Disappear from my sight.
context: Here's a hint: Bah-ha bah-ha bah- ha!\Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!!\Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight. response:	How unpleasant Disappear from my sight
context: Shut up Be quiet, you\Shut up. Be quiet, you.\Tone it down!!\Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight response:	Bah-ha!
context: Shut up. Be quiet, you.\Tone it down!!\Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha! response:	He's taking a dump.
context: Tone it down!!\Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump. response:	Bah-ha Shooting Star!
context: Tone it down!\You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump.\Bah-ha Shooting Star! response:	Bah-ha Shooting Star!!!
context: You're annoying I'll cut you up\You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!! response:	Okay, none of you got it right!
context: You're annoying. I'll cut you up.\How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right! response:	Huh?!
context: How unpleasant. Disappear from my sight.\How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?! response:	The correct answer is Sekke Shooting Star!
context: How unpleasant Disappear from my sight\Bah-ha!\He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star! response:	What the heck's a Sekke?
context: Bah-ha!\He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke? response:	Bah-ha!
context: He's taking a dump.\Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha! response:	Question 4
context: Bah-ha Shooting Star!\Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha!\Question 4 response:	This question's basically a freebie!
context: Bah-ha Shooting Star!!!\Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha!\Question 4\This question's basically a freebie! response:	My Water Creation Magic: Something Something's Roar.
context: Okay, none of you got it right!\Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha!\Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar. response:	Go ahead and try to guess what the missing part is!
context: Huh?!\The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha!\Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is! response:	O O Roar
