context: The Third Plate response:	One
context: What a coincidence, huh?\What class did you just come from?\I've told you several times that I don't want you starting up conversations with me!\Wh-Why isn't Hisako here right now?\By the way, are you also going to set up a booth?\Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year. response:	Oh, I see.
context: What class did you just come from?\I've told you several times that I don't want you starting up conversations with me!\Wh-Why isn't Hisako here right now?\By the way, are you also going to set up a booth?\Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see. response:	So that means Kuga-senpai's gonna have a booth, too.
context: I've told you several times that I don't want you starting up conversations with me!\Wh-Why isn't Hisako here right now?\By the way, are you also going to set up a booth?\Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too. response:	All right, it's getting even better!
context: Wh-Why isn't Hisako here right now?\By the way, are you also going to set up a booth?\Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better! response:	You can't possibly be...
context: By the way, are you also going to set up a booth?\Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be... response:	Oh, yeah.
context: Are you referring to the Moon Festival?\Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be...\Oh, yeah. response:	I'll join the fight, too.
context: Of course I am.\The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be...\Oh, yeah.\I'll join the fight, too. response:	If I can beat Kuga-senpai's booth in sales,
context: The Elite Ten's booths are the main attraction at the event every year.\Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be...\Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales, response:	I bet he'll accept my challenge!
context: Oh, I see.\So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be...\Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge! response:	Not to pat myself on the back or anything,
context: So that means Kuga-senpai's gonna have a booth, too.\All right, it's getting even better!\You can't possibly be...\Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything, response:	but I really killed it at the neighborhood festival every summer!
context: All right, it's getting even better!\You can't possibly be...\Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer! response:	Diner Yukihira Pan-Fried Noodles
context: You can't possibly be...\Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles response:	Why are these pan-friend noodles so tasty?!
context: Oh, yeah.\I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?! response:	I guess that means I'll be competing with your booth, too!
context: I'll join the fight, too.\If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too! response:	Let's give it our best, huh.
context: If I can beat Kuga-senpai's booth in sales,\I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh. response:	Later, Nakiri.
context: I bet he'll accept my challenge!\Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri. response:	Challenging Kuga-senpai, I see.
context: Not to pat myself on the back or anything,\but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see. response:	I wonder if he really understands how the Moon Festival actually works.
context: but I really killed it at the neighborhood festival every summer!\Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works. response:	Okay, one more shot!
context: Diner Yukihira Pan-Fried Noodles\Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot! response:	Oh, so you did decide to sign up for a booth.
context: Why are these pan-friend noodles so tasty?!\I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth. response:	Right?
context: I guess that means I'll be competing with your booth, too!\Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right? response:	I think that's my only option.
context: Let's give it our best, huh.\Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option. response:	So yeah, Tadokoro.
context: Later, Nakiri.\Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option.\So yeah, Tadokoro. response:	Do you know what type of cuisine Kuga-senpai specializes in?
context: Challenging Kuga-senpai, I see.\I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in? response:	Unless I figure that out, I can't come up with a counter move.
context: I wonder if he really understands how the Moon Festival actually works.\Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move. response:	Um, Kuga-senpai specializes in Chinese cuisine.
context: Okay, one more shot!\Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine. response:	Chinese, huh?
context: Oh, so you did decide to sign up for a booth.\Right?\I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh? response:	Oh!
context: Right?\I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh! response:	Hojo-san!
context: I think that's my only option.\So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh!\Hojo-san! response:	That was a tight dunk...
context: So yeah, Tadokoro.\Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh!\Hojo-san!\That was a tight dunk... response:	Beat the eight seat, Kuga Terunori?!
context: Do you know what type of cuisine Kuga-senpai specializes in?\Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh!\Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?! response:	You're not the guy who challenged Shinomiya Kojiro for nothing.
context: Unless I figure that out, I can't come up with a counter move.\Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh!\Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing. response:	You talk a good game.
context: Um, Kuga-senpai specializes in Chinese cuisine.\Chinese, huh?\Oh!\Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game. response:	I was in Group B with Hojo-san in the Autumn Elections.
context: Chinese, huh?\Oh!\Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections. response:	Hojo-san specializes in Chinese cuisine, too.
context: Oh!\Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too. response:	Oh, really?
context: Hojo-san!\That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really? response:	Unlike Kuga-san, who specializes in Sichuan cuisine,
context: That was a tight dunk...\Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine, response:	my training is broad in scope.
context: Beat the eight seat, Kuga Terunori?!\You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope. response:	So?
context: You're not the guy who challenged Shinomiya Kojiro for nothing.\You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So? response:	How many staff members do you have lined up?
context: You talk a good game.\I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So?\How many staff members do you have lined up? response:	Staff?
context: I was in Group B with Hojo-san in the Autumn Elections.\Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So?\How many staff members do you have lined up?\Staff? response:	It'll just be me.
context: Hojo-san specializes in Chinese cuisine, too.\Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So?\How many staff members do you have lined up?\Staff?\It'll just be me. response:	What?!
context: Oh, really?\Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So?\How many staff members do you have lined up?\Staff?\It'll just be me.\What?! response:	Huh?
context: Unlike Kuga-san, who specializes in Sichuan cuisine,\my training is broad in scope.\So?\How many staff members do you have lined up?\Staff?\It'll just be me.\What?!\Huh? response:	But it's just a booth at a school festival, right?
context: my training is broad in scope.\So?\How many staff members do you have lined up?\Staff?\It'll just be me.\What?!\Huh?\But it's just a booth at a school festival, right? response:	U-Um...
context: So?\How many staff members do you have lined up?\Staff?\It'll just be me.\What?!\Huh?\But it's just a booth at a school festival, right?\U-Um... response:	Are you free after school?
context: How many staff members do you have lined up?\Staff?\It'll just be me.\What?!\Huh?\But it's just a booth at a school festival, right?\U-Um...\Are you free after school? response:	Oh, I have to go to the Regional Cuisine Research Society after school.
context: Staff?\It'll just be me.\What?!\Huh?\But it's just a booth at a school festival, right?\U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school. response:	Oh, just having Yukihira come is fine.
context: It'll just be me.\What?!\Huh?\But it's just a booth at a school festival, right?\U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine. response:	You'll get it once you see it.
context: What?!\Huh?\But it's just a booth at a school festival, right?\U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it. response:	I'll take you to the Chinese Cuisine Research Society
context: Huh?\But it's just a booth at a school festival, right?\U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society response:	Kuga Terunori's stronghold.
context: But it's just a booth at a school festival, right?\U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold. response:	Hup, hup, hup, hup!
context: U-Um...\Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup! response:	What the...
context: Are you free after school?\Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the... response:	I guess they're practicing wok tosses using dry rice.
context: Oh, I have to go to the Regional Cuisine Research Society after school.\Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice. response:	Still, are they cyborgs or something?
context: Oh, just having Yukihira come is fine.\You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something? response:	How are so many people moving in unison?
context: You'll get it once you see it.\I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison? response:	Okay, one, two!
context: I'll take you to the Chinese Cuisine Research Society\Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two! response:	One, two!
context: Kuga Terunori's stronghold.\Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two!\One, two! response:	Good, good, good!
context: Hup, hup, hup, hup!\What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two!\One, two!\Good, good, good! response:	Keep it going!
context: What the...\I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two!\One, two!\Good, good, good!\Keep it going! response:	Hey, you there! You faltered!
context: I guess they're practicing wok tosses using dry rice.\Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two!\One, two!\Good, good, good!\Keep it going!\Hey, you there! You faltered! response:	What's wrong?!
context: Still, are they cyborgs or something?\How are so many people moving in unison?\Okay, one, two!\One, two!\Good, good, good!\Keep it going!\Hey, you there! You faltered!\What's wrong?! response:	M-My apologies, chief!
context: How are so many people moving in unison?\Okay, one, two!\One, two!\Good, good, good!\Keep it going!\Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief! response:	You idiot!
context: Okay, one, two!\One, two!\Good, good, good!\Keep it going!\Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief!\You idiot! response:	How could you possibly manage to do good work at the festival?
context: One, two!\Good, good, good!\Keep it going!\Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival? response:	Okay, this is about group responsibility.
context: Good, good, good!\Keep it going!\Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility. response:	Everyone do another set of thirty.
context: Keep it going!\Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty. response:	Okay? Go!
context: Hey, you there! You faltered!\What's wrong?!\M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go! response:	Miyoko-chin!
context: What's wrong?!\M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go!\Miyoko-chin! response:	What's going on?
context: M-My apologies, chief!\You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go!\Miyoko-chin!\What's going on? response:	Are you finally going to join the research society?
context: You idiot!\How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go!\Miyoko-chin!\What's going on?\Are you finally going to join the research society? response:	Nope.
context: How could you possibly manage to do good work at the festival?\Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go!\Miyoko-chin!\What's going on?\Are you finally going to join the research society?\Nope. response:	I knew that!
context: Okay, this is about group responsibility.\Everyone do another set of thirty.\Okay? Go!\Miyoko-chin!\What's going on?\Are you finally going to join the research society?\Nope.\I knew that! response:	And who's that with you uh, was it Yukihira-chin?
context: Everyone do another set of thirty.\Okay? Go!\Miyoko-chin!\What's going on?\Are you finally going to join the research society?\Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin? response:	What are you here for?
context: Okay? Go!\Miyoko-chin!\What's going on?\Are you finally going to join the research society?\Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for? response:	Oh, I was just curious to see how you're preparing
context: Miyoko-chin!\What's going on?\Are you finally going to join the research society?\Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing response:	for the school festival, Kuga-senpai.
context: What's going on?\Are you finally going to join the research society?\Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai. response:	The school festival?
context: Are you finally going to join the research society?\Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival? response:	I've been thinking of putting out a booth, myself.
context: Nope.\I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself. response:	I'm just starting to think about what dish I should put out.
context: I knew that!\And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out. response:	If I can beat you in sales,
context: And who's that with you uh, was it Yukihira-chin?\What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales, response:	you'll accept my challenge, right?
context: What are you here for?\Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right? response:	Oh, I see.
context: Oh, I was just curious to see how you're preparing\for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see. response:	That's your angle, huh.
context: for the school festival, Kuga-senpai.\The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see.\That's your angle, huh. response:	Of course. I'll keep my word.
context: The school festival?\I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see.\That's your angle, huh.\Of course. I'll keep my word. response:	Oh, great!
context: I've been thinking of putting out a booth, myself.\I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see.\That's your angle, huh.\Of course. I'll keep my word.\Oh, great! response:	Okay, can you tell me what dish you're going to serve, for starters?
context: I'm just starting to think about what dish I should put out.\If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see.\That's your angle, huh.\Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters? response:	Hey, you're technically scoping out enemy operations.
context: If I can beat you in sales,\you'll accept my challenge, right?\Oh, I see.\That's your angle, huh.\Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations. response:	There are other ways to do it!
context: you'll accept my challenge, right?\Oh, I see.\That's your angle, huh.\Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it! response:	You're interesting, Yukihira-chin.
context: Oh, I see.\That's your angle, huh.\Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin. response:	Well, I'm still thinking about which dish to choose,
context: That's your angle, huh.\Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose, response:	but our signature dish may be mapo tofu.
context: Of course. I'll keep my word.\Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu. response:	Mapo tofu?
context: Oh, great!\Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu? response:	We served a mapo tofu meal set at our place, too!
context: Okay, can you tell me what dish you're going to serve, for starters?\Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too! response:	It was pretty popular
context: Hey, you're technically scoping out enemy operations.\There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular response:	Huh.
context: There are other ways to do it!\You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh. response:	I think your place's a diner, right?
context: You're interesting, Yukihira-chin.\Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh.\I think your place's a diner, right? response:	Ten of you, line up.
context: Well, I'm still thinking about which dish to choose,\but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh.\I think your place's a diner, right?\Ten of you, line up. response:	Cook our famous mapo tofu for Yukihira-chin, will you?
context: but our signature dish may be mapo tofu.\Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh.\I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you? response:	Roger!
context: Mapo tofu?\We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh.\I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger! response:	Yukihira-chin, have you heard this Chinese proverb before?
context: We served a mapo tofu meal set at our place, too!\It was pretty popular\Huh.\I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before? response:	Huh?
context: It was pretty popular\Huh.\I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh? response:	It's supposed to describe the people in Sichuan province,
context: Huh.\I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province, response:	Sichuan
context: I think your place's a diner, right?\Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province,\Sichuan response:	Guizhou
context: Ten of you, line up.\Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou response:	Hunan
context: Cook our famous mapo tofu for Yukihira-chin, will you?\Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou\Hunan response:	as well as the neighboring Hunan and Guizhou provinces.
context: Roger!\Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces. response:	Sichuan does not fear spiciness,
context: Yukihira-chin, have you heard this Chinese proverb before?\Huh?\It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces.\Sichuan does not fear spiciness, response:	Hunan does not fear eating spicy food,
context: Huh?\It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces.\Sichuan does not fear spiciness,\Hunan does not fear eating spicy food, response:	and Guizhou fears eating food that isn't spicy.
context: It's supposed to describe the people in Sichuan province,\Sichuan\Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces.\Sichuan does not fear spiciness,\Hunan does not fear eating spicy food,\and Guizhou fears eating food that isn't spicy. response:	So basically, they really like spicy food?
context: Sichuan\Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces.\Sichuan does not fear spiciness,\Hunan does not fear eating spicy food,\and Guizhou fears eating food that isn't spicy.\So basically, they really like spicy food? response:	It goes to show how intently the region's been pursuing spicy cuisine
context: Guizhou\Hunan\as well as the neighboring Hunan and Guizhou provinces.\Sichuan does not fear spiciness,\Hunan does not fear eating spicy food,\and Guizhou fears eating food that isn't spicy.\So basically, they really like spicy food?\It goes to show how intently the region's been pursuing spicy cuisine response:	for centuries, at that.
