context: You've got plenty blooming lately right in your own garden. response:	Oh, there's much more to it than being in full bloom.
context: So Nobu's a big fan of Reira.\Oh, really? Then should I ask Reira to come?\Huh?!\I'll give her a call.\N-No, but I'll get really nervous around her.\Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira. response:	Me too.
context: Oh, really? Then should I ask Reira to come?\Huh?!\I'll give her a call.\N-No, but I'll get really nervous around her.\Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too. response:	What about you, Yasu? Can we invite Reira?
context: Huh?!\I'll give her a call.\N-No, but I'll get really nervous around her.\Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira? response:	It's fine with me, but I wonder if she'd wanna come.
context: I'll give her a call.\N-No, but I'll get really nervous around her.\Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come. response:	Then I won't tell her that you're here.
context: N-No, but I'll get really nervous around her.\Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here. response:	Hey!
context: Besides, she doesn't know how to play mahjongg.\Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey! response:	Wait a minute. What? What was that all about?
context: Don't call her.\Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about? response:	Was there something going on between you and Reira, Yasu?
context: Who cares if she doesn't play mahjongg? I'd love to meet Reira.\Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu? response:	No, nothing. Don't worry about it.
context: Me too.\What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it. response:	- You don't know. - I don't. What is it?
context: What about you, Yasu? Can we invite Reira?\It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it? response:	She won't pick up. Tough luck, right, Yasu?
context: It's fine with me, but I wonder if she'd wanna come.\Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu? response:	These tomatoes are really delicious.
context: Then I won't tell her that you're here.\Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious. response:	Don't change the subject!
context: Hey!\Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject! response:	What's the big deal? It's all in the past now.
context: Wait a minute. What? What was that all about?\Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now. response:	Yasu used to go out with Reira.
context: Was there something going on between you and Reira, Yasu?\No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira. response:	Wow! I don't believe this!
context: No, nothing. Don't worry about it.\- You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this! response:	Yasu and Ren, you've both been hiding so much!
context: - You don't know. - I don't. What is it?\She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much! response:	Once again, I feel totally left out.
context: She won't pick up. Tough luck, right, Yasu?\These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out. response:	Not intentionally. We just don't talk about everything that goes on.
context: These tomatoes are really delicious.\Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on. response:	You should!
context: Don't change the subject!\What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should! response:	But I went out with her way back when Ren and I were in our old band.
context: What's the big deal? It's all in the past now.\Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band. response:	We broke up before I even met you guys.
context: Yasu used to go out with Reira.\Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys. response:	There's no reason for me to tell you.
context: Wow! I don't believe this!\Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you. response:	You really had a tough time with Reira.
context: Yasu and Ren, you've both been hiding so much!\Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira. response:	Not something you'd wanna talk about.
context: Once again, I feel totally left out.\Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about. response:	What do you mean a tough time? Stop adding to the truth.
context: Not intentionally. We just don't talk about everything that goes on.\You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth. response:	But she always had her way with you.
context: You should!\But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you. response:	That's just in her nature.
context: But I went out with her way back when Ren and I were in our old band.\We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature. response:	I guess so.
context: We broke up before I even met you guys.\There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature.\I guess so. response:	You mean it's in Reira's nature to have her way with guys?
context: There's no reason for me to tell you.\You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys? response:	Well, yeah.
context: You really had a tough time with Reira.\Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah. response:	But back then she was still in high school.
context: Not something you'd wanna talk about.\What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school. response:	She was really cute and I also had my eyes on her,
context: What do you mean a tough time? Stop adding to the truth.\But she always had her way with you.\That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her, response:	only to have her snatched away by Yasu. That was tough to accept.
context: But she always had her way with you.\That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept. response:	Oh?
context: That's just in her nature.\I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh? response:	How long were you going out?
context: I guess so.\You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out? response:	Let's not talk about this anymore. It was for a short while.
context: You mean it's in Reira's nature to have her way with guys?\Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while. response:	But it did last about a year, didn't it?
context: Well, yeah.\But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it? response:	- That long? - No, about two years.
context: But back then she was still in high school.\She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years. response:	That's not a short while at all!
context: She was really cute and I also had my eyes on her,\only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all! response:	Why did you break up?
context: only to have her snatched away by Yasu. That was tough to accept.\Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all!\Why did you break up? response:	I'm not good at defending myself. Can we stop now?
context: Oh?\How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now? response:	Why am I feeling so gloomy now?
context: How long were you going out?\Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now? response:	I was so thrilled when I heard Ren was Nana's ex-boyfriend.
context: Let's not talk about this anymore. It was for a short while.\But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend. response:	But it's a big shock to hear about Yasu and Reira.
context: But it did last about a year, didn't it?\- That long? - No, about two years.\That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira. response:	It may have been a long time ago,
context: - That long? - No, about two years.\That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago, response:	but the fact he dated such a pretty, talented girl.
context: That's not a short while at all!\Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl. response:	Naturally, I'm not within his sights. There's no comparison.
context: Why did you break up?\I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison. response:	We live in different worlds.
context: I'm not good at defending myself. Can we stop now?\Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds. response:	Suddenly, Yasu seems so distant.
context: Why am I feeling so gloomy now?\I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant. response:	But come to think of it, everyone here lives in
context: I was so thrilled when I heard Ren was Nana's ex-boyfriend.\But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in response:	a different world than me, a commoner.
context: But it's a big shock to hear about Yasu and Reira.\It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner. response:	They're only being friendly with me because I'm Nana's roommate.
context: It may have been a long time ago,\but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate. response:	It's your turn, Hachi.
context: but the fact he dated such a pretty, talented girl.\Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi. response:	What's the matter? You're spacing out.
context: Naturally, I'm not within his sights. There's no comparison.\We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out. response:	Sorry!
context: We live in different worlds.\Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry! response:	Playing cards is boring, isn't it? It's a game for kids.
context: Suddenly, Yasu seems so distant.\But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids. response:	You're the one who said you wanted to play?!
context: But come to think of it, everyone here lives in\a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?! response:	Hachiko!
context: a different world than me, a commoner.\They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko! response:	Beer. Didn't we have more?
context: They're only being friendly with me because I'm Nana's roommate.\It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more? response:	I put all the beer we got in the fridge. Are we out already?
context: It's your turn, Hachi.\What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already? response:	We're out of wine too.
context: What's the matter? You're spacing out.\Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too. response:	Did you drink all of that yourself?!
context: Sorry!\Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?! response:	Good grief.
context: Playing cards is boring, isn't it? It's a game for kids.\You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?!\Good grief. response:	Nobu, go buy some more.
context: You're the one who said you wanted to play?!\Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more. response:	Beer, wine, sake and shochu.
context: Hachiko!\Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu. response:	Why me? I haven't been drinking.
context: Beer. Didn't we have more?\I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking. response:	Green Tea Why me? I haven't been drinking.
context: I put all the beer we got in the fridge. Are we out already?\We're out of wine too.\Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking. response:	Green Tea Who do you suggest go, then?
context: We're out of wine too.\Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then? response:	Who do you suggest go, then?
context: Did you drink all of that yourself?!\Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then? response:	Get some cigarettes too, okay?
context: Good grief.\Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay? response:	Shit. Maybe I'll start drinking again.
context: Nobu, go buy some more.\Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again. response:	Wait, Nobu. I'll go too.
context: Beer, wine, sake and shochu.\Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too. response:	That's gonna be too much for one person to carry.
context: Why me? I haven't been drinking.\Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry. response:	Yasu really surprised me.
context: Green Tea Why me? I haven't been drinking.\Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me. response:	You know, I was totally shocked.
context: Green Tea Who do you suggest go, then?\Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked. response:	Oh, right. You like Reira too, right? She's really pretty.
context: Who do you suggest go, then?\Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty. response:	Huh? No, it's not that.
context: Get some cigarettes too, okay?\Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that. response:	I was shocked because he was keeping it all a secret.
context: Shit. Maybe I'll start drinking again.\Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret. response:	Sure, Reira has a great voice and she's very pretty,
context: Wait, Nobu. I'll go too.\That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty, response:	but I'm not that big of a fan.
context: That's gonna be too much for one person to carry.\Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan. response:	To me, she's simply a celebrity.
context: Yasu really surprised me.\You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity. response:	Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.
context: You know, I was totally shocked.\Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu. response:	- You're just waiting for your turn. - Huh?
context: Oh, right. You like Reira too, right? She's really pretty.\Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh? response:	What do you mean Huh?
context: Huh? No, it's not that.\I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh? response:	It's been your dream to go pro, right?
context: I was shocked because he was keeping it all a secret.\Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right? response:	Well that's true, but...
context: Sure, Reira has a great voice and she's very pretty,\but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but... response:	being called a celebrity just doesn't ring a bell with me.
context: but I'm not that big of a fan.\To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me. response:	I'd love to be recognized for my guitar skills
context: To me, she's simply a celebrity.\Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills response:	and eventually make a living with it, but...
context: Is she? But once BLAST goes pro, you'll be a celebrity too, Nobu.\- You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but... response:	I see. You're in this because you genuinely like to play the guitar.
context: - You're just waiting for your turn. - Huh?\What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar. response:	It's not as if you're doing this because you wanna become famous.
context: What do you mean Huh?\It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous. response:	That's so cool.
context: It's been your dream to go pro, right?\Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool. response:	A lot different from my perspective. I'm so into the celebrity hype.
context: Well that's true, but...\being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype. response:	Moreover, when I think of this as a BLAST member,
context: being called a celebrity just doesn't ring a bell with me.\I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member, response:	there's this energy within me that says
context: I'd love to be recognized for my guitar skills\and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says response:	Just watch me, I'm gonna make it big.
context: and eventually make a living with it, but...\I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big. response:	The fact that Nana and Ren are back together
context: I see. You're in this because you genuinely like to play the guitar.\It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together response:	has added fuel to Nana's feelings to catch up with Ren.
context: It's not as if you're doing this because you wanna become famous.\That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren. response:	And Shin began playing bass because he admires Ren.
context: That's so cool.\A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren. response:	And me too. Ren has been a target for a long time.
