context: Pre! Preparation! response:	I'm not strong
context: It's because of this look in my eyes, which you always praise, that I...\Hey, wait up!\T-Takasu-kun!\What the hell are you doing?!\I didn't mean to!\Please accept this and spare us!\What? Wh -\This is all we have! It's true! response:	S-See? We're not annoying you, right?!
context: Hey, wait up!\T-Takasu-kun!\What the hell are you doing?!\I didn't mean to!\Please accept this and spare us!\What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?! response:	We're sorry!
context: T-Takasu-kun!\What the hell are you doing?!\I didn't mean to!\Please accept this and spare us!\What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry! response:	Again? You sure pick up a lot of wallets.
context: What the hell are you doing?!\I didn't mean to!\Please accept this and spare us!\What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets. response:	Uh, yeah.
context: I didn't mean to!\Please accept this and spare us!\What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah. response:	I hope we end up in the same class again!
context: Please accept this and spare us!\What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again! response:	Yeah.
context: What? Wh -\This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again!\Yeah. response:	There it is!
context: This is all we have! It's true!\S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again!\Yeah.\There it is! response:	Yes! We're in the same class again!
context: S-See? We're not annoying you, right?!\We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again!\Yeah.\There it is!\Yes! We're in the same class again! response:	Crap, not this again...
context: We're sorry!\Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again!\Yeah.\There it is!\Yes! We're in the same class again!\Crap, not this again... response:	Hey.
context: Again? You sure pick up a lot of wallets.\Uh, yeah.\I hope we end up in the same class again!\Yeah.\There it is!\Yes! We're in the same class again!\Crap, not this again...\Hey. response:	We're in the same class again, right Takasu?
context: Uh, yeah.\I hope we end up in the same class again!\Yeah.\There it is!\Yes! We're in the same class again!\Crap, not this again...\Hey.\We're in the same class again, right Takasu? response:	Kitamura.
context: I hope we end up in the same class again!\Yeah.\There it is!\Yes! We're in the same class again!\Crap, not this again...\Hey.\We're in the same class again, right Takasu?\Kitamura. response:	And now this year's opening ceremony has ended.
context: Yeah.\There it is!\Yes! We're in the same class again!\Crap, not this again...\Hey.\We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended. response:	Everyone, please head towards your individual classrooms and prepare for homeroom.
context: There it is!\Yes! We're in the same class again!\Crap, not this again...\Hey.\We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom. response:	A new class. It seems that I have to start off by clearing up all the misunderstandings again.
context: Yes! We're in the same class again!\Crap, not this again...\Hey.\We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again. response:	It'll be okay.
context: Crap, not this again...\Hey.\We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay. response:	I already know, so it won't be necessary for everyone.
context: Hey.\We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone. response:	Yeah, thanks.
context: We're in the same class again, right Takasu?\Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks. response:	That's right. There are people like him who understand.
context: Kitamura.\And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand. response:	And in this class...
context: And now this year's opening ceremony has ended.\Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand.\And in this class... response:	Hey, Kitamura-kun!
context: Everyone, please head towards your individual classrooms and prepare for homeroom.\A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun! response:	We're in the same class this year too!
context: A new class. It seems that I have to start off by clearing up all the misunderstandings again.\It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun!\We're in the same class this year too! response:	You're in class C too, Kushieda?
context: It'll be okay.\I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda? response:	Takasu-kun, right? Do you remember me?
context: I already know, so it won't be necessary for everyone.\Yeah, thanks.\That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me? response:	I appear around Kitamura-kun from time to time.
context: Yeah, thanks.\That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time. response:	K-Kushieda Minori, right?
context: That's right. There are people like him who understand.\And in this class...\Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right? response:	Oh, you remembered my full name! I'm so glad!
context: And in this class...\Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad! response:	And with that, let us enjoy youth with high spirits and great passion!
context: Hey, Kitamura-kun!\We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion! response:	Yeah.
context: We're in the same class this year too!\You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah. response:	O-Okay.
context: You're in class C too, Kushieda?\Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay. response:	And then -
context: Takasu-kun, right? Do you remember me?\I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay.\And then - response:	What's wrong, Takasu?
context: I appear around Kitamura-kun from time to time.\K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay.\And then -\What's wrong, Takasu? response:	Nothing. I-I just need to go the bathroom.
context: K-Kushieda Minori, right?\Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay.\And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom. response:	Okay, I'll go on ahead.
context: Oh, you remembered my full name! I'm so glad!\And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay.\And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead. response:	What?
context: And with that, let us enjoy youth with high spirits and great passion!\Yeah.\O-Okay.\And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What? response:	Holy shit! He's already heading into a decisive battle!
context: Yeah.\O-Okay.\And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle! response:	Takasu Ryuuji and Aisaka Taiga.
context: O-Okay.\And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga. response:	The two bad asses are already clashing!
context: And then -\What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing! response:	Whoa, she's so small... just like a doll, but somehow...
context: What's wrong, Takasu?\Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow... response:	Somehow there's this hateful...
context: Nothing. I-I just need to go the bathroom.\Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful... response:	As if you'd get eaten if you missed one step...
context: Okay, I'll go on ahead.\What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step... response:	Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -
context: What?\Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are - response:	Idiot!
context: Holy shit! He's already heading into a decisive battle!\Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot! response:	Palmtop... Tiger?
context: Takasu Ryuuji and Aisaka Taiga.\The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger? response:	I get it! Palmtop Ti -
context: The two bad asses are already clashing!\Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti - response:	Yeah, it fits perfectly.
context: Whoa, she's so small... just like a doll, but somehow...\Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly. response:	Okay, that's it for today.
context: Somehow there's this hateful...\As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today. response:	Those who haven't turned in the new questionnaire,
context: As if you'd get eaten if you missed one step...\Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire, response:	please come to the faculty office later, okay?
context: Whoa, it's true! The delinquent Takasu-kun and the Palmtop Tiger are -\Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay? response:	Okay, Takasu-kun?
context: Idiot!\Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun? response:	Ah, yes.
context: Palmtop... Tiger?\I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes. response:	Are you okay, Taiga? You were late.
context: I get it! Palmtop Ti -\Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late. response:	I went to the doctor, and he said that it's caused by house dust.
context: Yeah, it fits perfectly.\Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust. response:	A modern-day illness, must be tough.
context: Okay, that's it for today.\Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough. response:	So the Palmtop Tiger is friends with Kushieda Minori.
context: Those who haven't turned in the new questionnaire,\please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori. response:	The one with problems here is me.
context: please come to the faculty office later, okay?\Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me. response:	You okay?
context: Okay, Takasu-kun?\Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay? response:	Yeah, I guess.
context: Ah, yes.\Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay?\Yeah, I guess. response:	But, you know...
context: Are you okay, Taiga? You were late.\I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay?\Yeah, I guess.\But, you know... response:	They were amazing, Aisaka-san and Takasu-kun!
context: I went to the doctor, and he said that it's caused by house dust.\A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay?\Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun! response:	The Palmtop Tiger sure is strong.
context: A modern-day illness, must be tough.\So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay?\Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong. response:	Anyway, Takasu only looks scary. He's not actually a delinquent.
context: So the Palmtop Tiger is friends with Kushieda Minori.\The one with problems here is me.\You okay?\Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent. response:	Really?
context: The one with problems here is me.\You okay?\Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really? response:	Seems it'll be easier to clear up the misunderstandings.
context: You okay?\Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings. response:	Taiga,'sup?
context: Yeah, I guess.\But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup? response:	N-Nothing.
context: But, you know...\They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing. response:	T-Takasu-kun, you aren't lost about where to go with your life, are you?
context: They were amazing, Aisaka-san and Takasu-kun!\The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you? response:	What?
context: The Palmtop Tiger sure is strong.\Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What? response:	B-But I really need you to turn in your questionnaire.
context: Anyway, Takasu only looks scary. He's not actually a delinquent.\Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire. response:	All of the other students have submitted theirs already.
context: Really?\Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already. response:	Oh, I'm sorry. I forg -
context: Seems it'll be easier to clear up the misunderstandings.\Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg - response:	I'm so sorry! I'm so sorry!
context: Taiga,'sup?\N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry! response:	You don't want some stranger coming in and telling you what to do...
context: N-Nothing.\T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do... response:	Please forgive me!
context: T-Takasu-kun, you aren't lost about where to go with your life, are you?\What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me! response:	I'm late!
context: What?\B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late! response:	Time Zero will be ove -
context: B-But I really need you to turn in your questionnaire.\All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late!\Time Zero will be ove - response:	A-Are you okay?
context: All of the other students have submitted theirs already.\Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late!\Time Zero will be ove -\A-Are you okay? response:	My bag, my bag...
context: Oh, I'm sorry. I forg -\I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late!\Time Zero will be ove -\A-Are you okay?\My bag, my bag... response:	I'll just leave her be.
context: I'm so sorry! I'm so sorry!\You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late!\Time Zero will be ove -\A-Are you okay?\My bag, my bag...\I'll just leave her be. response:	Wha -
context: You don't want some stranger coming in and telling you what to do...\Please forgive me!\I'm late!\Time Zero will be ove -\A-Are you okay?\My bag, my bag...\I'll just leave her be.\Wha - response:	W-What are you doing?
context: Please forgive me!\I'm late!\Time Zero will be ove -\A-Are you okay?\My bag, my bag...\I'll just leave her be.\Wha -\W-What are you doing? response:	I just came here to get my -
context: I'm late!\Time Zero will be ove -\A-Are you okay?\My bag, my bag...\I'll just leave her be.\Wha -\W-What are you doing?\I just came here to get my - response:	That's your bag?! Isn't your seat the ne -
context: Time Zero will be ove -\A-Are you okay?\My bag, my bag...\I'll just leave her be.\Wha -\W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne - response:	Don't tell me I got the seats m-mixed -
context: A-Are you okay?\My bag, my bag...\I'll just leave her be.\Wha -\W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed - response:	Why does she want my bag?
context: My bag, my bag...\I'll just leave her be.\Wha -\W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag? response:	Hey, stop it already!
context: I'll just leave her be.\Wha -\W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already! response:	Why, you -
context: Wha -\W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already!\Why, you - response:	A-Aisaka?
context: W-What are you doing?\I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already!\Why, you -\A-Aisaka? response:	H-Hey!
context: I just came here to get my -\That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already!\Why, you -\A-Aisaka?\H-Hey! response:	Idiot!
context: That's your bag?! Isn't your seat the ne -\Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already!\Why, you -\A-Aisaka?\H-Hey!\Idiot! response:	She's a mess.
context: Don't tell me I got the seats m-mixed -\Why does she want my bag?\Hey, stop it already!\Why, you -\A-Aisaka?\H-Hey!\Idiot!\She's a mess. response:	It's a mess.
context: Why does she want my bag?\Hey, stop it already!\Why, you -\A-Aisaka?\H-Hey!\Idiot!\She's a mess.\It's a mess. response:	Your dad's heaven, you see.
context: Hey, stop it already!\Why, you -\A-Aisaka?\H-Hey!\Idiot!\She's a mess.\It's a mess.\Your dad's heaven, you see. response:	He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.
context: Why, you -\A-Aisaka?\H-Hey!\Idiot!\She's a mess.\It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed. response:	I'm going numb just from the thought!
context: A-Aisaka?\H-Hey!\Idiot!\She's a mess.\It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought! response:	Just because I look like you...
context: H-Hey!\Idiot!\She's a mess.\It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you... response:	I'm having mountains of trouble you know!
context: Idiot!\She's a mess.\It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know! response:	If I didn't have this face, no one would be afraid of me,
context: She's a mess.\It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me, response:	and I wouldn't end up getting involved with the Palmtop Tiger.
context: It's a mess.\Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger. response:	I'd have more faith in myself.
context: Your dad's heaven, you see.\He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself. response:	And then...
context: He was so cool! He'd hide weekly magazines behind his shirt in case he got stabbed.\I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then... response:	Oh right, the new questionnaire.
context: I'm going numb just from the thought!\Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then...\Oh right, the new questionnaire. response:	What's this?
context: Just because I look like you...\I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then...\Oh right, the new questionnaire.\What's this? response:	To Kitamura Yuusaku-sama...
context: I'm having mountains of trouble you know!\If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then...\Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama... response:	Oh, I get it.
context: If I didn't have this face, no one would be afraid of me,\and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then...\Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama...\Oh, I get it. response:	You put this in my bag by a mistake, right?
context: and I wouldn't end up getting involved with the Palmtop Tiger.\I'd have more faith in myself.\And then...\Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right? response:	I can't imagine what's inside since I didn't peek!
context: I'd have more faith in myself.\And then...\Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right?\I can't imagine what's inside since I didn't peek! response:	So I'll just return it to you, then!
context: And then...\Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right?\I can't imagine what's inside since I didn't peek!\So I'll just return it to you, then! response:	Shit, I've got to reseal it!
context: Oh right, the new questionnaire.\What's this?\To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right?\I can't imagine what's inside since I didn't peek!\So I'll just return it to you, then!\Shit, I've got to reseal it! response:	She... She's one hell of a klutz, isn't she?
context: What's this?\To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right?\I can't imagine what's inside since I didn't peek!\So I'll just return it to you, then!\Shit, I've got to reseal it!\She... She's one hell of a klutz, isn't she? response:	Gonna sleep.
context: To Kitamura Yuusaku-sama...\Oh, I get it.\You put this in my bag by a mistake, right?\I can't imagine what's inside since I didn't peek!\So I'll just return it to you, then!\Shit, I've got to reseal it!\She... She's one hell of a klutz, isn't she?\Gonna sleep. response:	Yasuko isn't supposed to be home yet, right?
