context: Signs response:	Opening 1st Frame
context: Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died. response:	Do you think the Commander was wrong?
context: What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong? response:	I can't say he was right.
context: Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right. response:	If we'd known there was a Titan skulking around in our ranks,
context: You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks, response:	we could've handled it differently.
context: Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently. response:	Your squad leader and the others could've had that chance too.
context: The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too. response:	No, it wasn't wrong.
context: If we succeed, I'll be that much closer to the truth of this world.\Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong. response:	What wasn't wrong about it?
context: Even still... Regardless of our cause, too many people have died.\Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it? response:	How many do you think died for no reason?
context: Do you think the Commander was wrong?\I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason? response:	Jean, it's easy look back in hindsight and say, We should've done something else.
context: I can't say he was right.\If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else. response:	However,
context: If we'd known there was a Titan skulking around in our ranks,\we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However, response:	no one knows how things will turn out.
context: we could've handled it differently.\Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out. response:	And yet you still have to make a choice.
context: Your squad leader and the others could've had that chance too.\No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out.\And yet you still have to make a choice. response:	It's unavoidable.
context: No, it wasn't wrong.\What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable. response:	The lives of a hundred fellow soldiers...
context: What wasn't wrong about it?\How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers... response:	Or the lives of everyone within the Walls...
context: How many do you think died for no reason?\Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls... response:	The Commander made his choice.
context: Jean, it's easy look back in hindsight and say, We should've done something else.\However,\no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice. response:	He chose to sacrifice those hundred.
context: However,\no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred. response:	Eren, you don't know yet,
context: no one knows how things will turn out.\And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet, response:	but soon you'll realize it.
context: And yet you still have to make a choice.\It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it. response:	The reason that Erwin Smith is entrusted with humanity's hope,
context: It's unavoidable.\The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope, response:	the Recon Corps.
context: The lives of a hundred fellow soldiers...\Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps. response:	Just look at how much trust Captain Levi puts in him!
context: Or the lives of everyone within the Walls...\The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him! response:	That's assuming you live long enough to figure it out.
context: The Commander made his choice.\He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out. response:	I haven't lived that long,
context: He chose to sacrifice those hundred.\Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long, response:	but I'm certain of one thing.
context: Eren, you don't know yet,\but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing. response:	If there's anyone who can bring about change,
context: but soon you'll realize it.\The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change, response:	it will be someone willing to sacrifice everything they care for.
context: The reason that Erwin Smith is entrusted with humanity's hope,\the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for. response:	It will be someone who can set aside
context: the Recon Corps.\Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside response:	even their humanity, in order to defeat the monsters.
context: Just look at how much trust Captain Levi puts in him!\That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters. response:	A person who cannot sacrifice everything
context: That's assuming you live long enough to figure it out.\I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything response:	won't be able to change anything!
context: I haven't lived that long,\but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything! response:	Fire!
context: but I'm certain of one thing.\If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything!\Fire! response:	How do you like that?
context: If there's anyone who can bring about change,\it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything!\Fire!\How do you like that? response:	You can't even scratch an itch now.
context: it will be someone willing to sacrifice everything they care for.\It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything!\Fire!\How do you like that?\You can't even scratch an itch now. response:	You won't be able to make a single move... Probably forever.
context: It will be someone who can set aside\even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything!\Fire!\How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever. response:	They're designed so that the more you regenerate your injuries,
context: even their humanity, in order to defeat the monsters.\A person who cannot sacrifice everything\won't be able to change anything!\Fire!\How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries, response:	the more immobilized your joints become!
context: A person who cannot sacrifice everything\won't be able to change anything!\Fire!\How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become! response:	Even still, they can't extract whoever's inside?
context: won't be able to change anything!\Fire!\How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside? response:	What are Levi and Mike doing?
context: Fire!\How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing? response:	It can selectively harden its skin to protect specific parts of its body?
context: How do you like that?\You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body? response:	That ability sounds rather similar to that of the Armored Titan.
context: You can't even scratch an itch now.\You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan. response:	If we continue attacking with 3D Maneuver Gear and blades, will it weaken?
context: You won't be able to make a single move... Probably forever.\They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken? response:	We don't have the time to find out.
context: They're designed so that the more you regenerate your injuries,\the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out. response:	In that case...
context: the more immobilized your joints become!\Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case... response:	Yes, sir?
context: Even still, they can't extract whoever's inside?\What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case...\Yes, sir? response:	Prepare the explosives.
context: What are Levi and Mike doing?\It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case...\Yes, sir?\Prepare the explosives. response:	We'll blow off its hands.
context: It can selectively harden its skin to protect specific parts of its body?\That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case...\Yes, sir?\Prepare the explosives.\We'll blow off its hands. response:	Yes, sir...
context: That ability sounds rather similar to that of the Armored Titan.\If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case...\Yes, sir?\Prepare the explosives.\We'll blow off its hands.\Yes, sir... response:	However. it's possible that the amount of firepower we're carrying
context: If we continue attacking with 3D Maneuver Gear and blades, will it weaken?\We don't have the time to find out.\In that case...\Yes, sir?\Prepare the explosives.\We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying response:	could vaporize what's inside as well.
context: We don't have the time to find out.\In that case...\Yes, sir?\Prepare the explosives.\We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well. response:	In that case, set the charges to amputate the wrist.
context: In that case...\Yes, sir?\Prepare the explosives.\We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist. response:	Set them all off together on my signal.
context: Yes, sir?\Prepare the explosives.\We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal. response:	Roger.
context: Prepare the explosives.\We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger. response:	Hey...
context: We'll blow off its hands.\Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger.\Hey... response:	Why not just come out?
context: Yes, sir...\However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger.\Hey...\Why not just come out? response:	We don't have time to waste.
context: However. it's possible that the amount of firepower we're carrying\could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger.\Hey...\Why not just come out?\We don't have time to waste. response:	So...
context: could vaporize what's inside as well.\In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger.\Hey...\Why not just come out?\We don't have time to waste.\So... response:	What do you think will happen to you now?
context: In that case, set the charges to amputate the wrist.\Set them all off together on my signal.\Roger.\Hey...\Why not just come out?\We don't have time to waste.\So...\What do you think will happen to you now? response:	Do you believe you can escape?
context: Set them all off together on my signal.\Roger.\Hey...\Why not just come out?\We don't have time to waste.\So...\What do you think will happen to you now?\Do you believe you can escape? response:	I wish you'd consider all the trouble we're going through...
context: Roger.\Hey...\Why not just come out?\We don't have time to waste.\So...\What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through... response:	As I recall, you killed my troops in many creative ways.
context: Hey...\Why not just come out?\We don't have time to waste.\So...\What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways. response:	Did you enjoy yourself?
context: Why not just come out?\We don't have time to waste.\So...\What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself? response:	Right now, I'm enjoying myself.
context: We don't have time to waste.\So...\What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself. response:	Well, you felt the same, right?
context: So...\What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right? response:	I think you of all people should understand me.
context: What do you think will happen to you now?\Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me. response:	Oh, right...
context: Do you believe you can escape?\I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me.\Oh, right... response:	I wanted to ask you something.
context: I wish you'd consider all the trouble we're going through...\As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me.\Oh, right...\I wanted to ask you something. response:	Is it okay if we cut off your hands and legs?
context: As I recall, you killed my troops in many creative ways.\Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me.\Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs? response:	They'll grow back, right?
context: Did you enjoy yourself?\Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me.\Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right? response:	I'm talking about your limbs, not the Titan's.
context: Right now, I'm enjoying myself.\Well, you felt the same, right?\I think you of all people should understand me.\Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's. response:	We need you alive, after all...
context: Well, you felt the same, right?\I think you of all people should understand me.\Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all... response:	Well, that was a surprise.
context: I think you of all people should understand me.\Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise. response:	Were those her dying screams?
context: Oh, right...\I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise.\Were those her dying screams? response:	Erwin, it stinks.
context: I wanted to ask you something.\Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks. response:	What direction?
context: Is it okay if we cut off your hands and legs?\They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks.\What direction? response:	Multiple sources, from all directions at once.
context: They'll grow back, right?\I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks.\What direction?\Multiple sources, from all directions at once. response:	What's up with them?
context: I'm talking about your limbs, not the Titan's.\We need you alive, after all...\Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks.\What direction?\Multiple sources, from all directions at once.\What's up with them? response:	They're all running into the forest?
context: We need you alive, after all...\Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks.\What direction?\Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest? response:	Why are they suddenly ignoring us?
context: Well, that was a surprise.\Were those her dying screams?\Erwin, it stinks.\What direction?\Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us? response:	What?
context: Were those her dying screams?\Erwin, it stinks.\What direction?\Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us?\What? response:	They're all abnormals?!
context: Erwin, it stinks.\What direction?\Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us?\What?\They're all abnormals?! response:	It doesn't matter! Don't let them through!
context: What direction?\Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us?\What?\They're all abnormals?!\It doesn't matter! Don't let them through! response:	Engage them!
context: Multiple sources, from all directions at once.\What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us?\What?\They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them! response:	What just happened?
context: What's up with them?\They're all running into the forest?\Why are they suddenly ignoring us?\What?\They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them!\What just happened? response:	Wait...
context: They're all running into the forest?\Why are they suddenly ignoring us?\What?\They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them!\What just happened?\Wait... response:	I've heard that scream before.
context: Why are they suddenly ignoring us?\What?\They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them!\What just happened?\Wait...\I've heard that scream before. response:	In the forests where I'm from...
context: What?\They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them!\What just happened?\Wait...\I've heard that scream before.\In the forests where I'm from... response:	It's the cry of a cornered animal with nothing to lose!
context: They're all abnormals?!\It doesn't matter! Don't let them through!\Engage them!\What just happened?\Wait...\I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose! response:	I was taught to exercise the greatest caution when a hunt was drawing to a close!
context: It doesn't matter! Don't let them through!\Engage them!\What just happened?\Wait...\I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close! response:	So be careful?
context: Engage them!\What just happened?\Wait...\I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful? response:	A hundred times more careful than usual!
context: What just happened?\Wait...\I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual! response:	If you underestimate the forest, you'll die!
context: Wait...\I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die! response:	I grew up in the mountains too.
context: I've heard that scream before.\In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too. response:	Just growing up tending crops doesn't mean you understand!
context: In the forests where I'm from...\It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand! response:	I see.
context: It's the cry of a cornered animal with nothing to lose!\I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see. response:	It's true that Sasha's intuition is usually good.
context: I was taught to exercise the greatest caution when a hunt was drawing to a close!\So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good. response:	Particularly when it involves any kind of danger.
context: So be careful?\A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger. response:	Armin thought Eren would be in the center, toward the rear...
context: A hundred times more careful than usual!\If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear... response:	Ready those explosives now!
context: If you underestimate the forest, you'll die!\I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now! response:	Erwin...
context: I grew up in the mountains too.\Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin... response:	The first wave will come from the east.
context: Just growing up tending crops doesn't mean you understand!\I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin...\The first wave will come from the east. response:	They're almost here.
context: I see.\It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin...\The first wave will come from the east.\They're almost here. response:	Wagon escort team, intercept!
context: It's true that Sasha's intuition is usually good.\Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin...\The first wave will come from the east.\They're almost here.\Wagon escort team, intercept! response:	They ignored us?
context: Particularly when it involves any kind of danger.\Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin...\The first wave will come from the east.\They're almost here.\Wagon escort team, intercept!\They ignored us? response:	Are they abnormals?
context: Armin thought Eren would be in the center, toward the rear...\Ready those explosives now!\Erwin...\The first wave will come from the east.\They're almost here.\Wagon escort team, intercept!\They ignored us?\Are they abnormals? response:	Three have broken through!
context: Ready those explosives now!\Erwin...\The first wave will come from the east.\They're almost here.\Wagon escort team, intercept!\They ignored us?\Are they abnormals?\Three have broken through! response:	Captain Levi!
context: Erwin...\The first wave will come from the east.\They're almost here.\Wagon escort team, intercept!\They ignored us?\Are they abnormals?\Three have broken through!\Captain Levi! response:	You just pulled something, didn't you, bitch?
context: The first wave will come from the east.\They're almost here.\Wagon escort team, intercept!\They ignored us?\Are they abnormals?\Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch? response:	So they're all after the female-form Titan?
context: They're almost here.\Wagon escort team, intercept!\They ignored us?\Are they abnormals?\Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan? response:	Titans from all directions!
context: Wagon escort team, intercept!\They ignored us?\Are they abnormals?\Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions! response:	All men, engage.
context: They ignored us?\Are they abnormals?\Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions!\All men, engage. response:	Defend the female-form Titan, even if it costs you your lives!
context: Are they abnormals?\Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives! response:	It's no use!
context: Three have broken through!\Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use! response:	Retreat, men!
context: Captain Levi!\You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men! response:	Fall back into formation!
context: You just pulled something, didn't you, bitch?\So they're all after the female-form Titan?\Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men!\Fall back into formation! response:	Return to Karanes!
context: So they're all after the female-form Titan?\Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men!\Fall back into formation!\Return to Karanes! response:	We've been had.
