context: Is that... response:	Could that be...
context: I think I actually went to school with him.\What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But...\I happened to catch one of their practice matches one time, response:	than any of the scary-looking people I knew.
context: What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew. response:	But more than scary, he was intense.
context: But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense. response:	You mean the way he'd spike the ball?
context: I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball? response:	No...
context: Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball?\No... response:	Maybe he wasn't feeling his best at the time,
context: Pretty much, yeah.\But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time, response:	but he was being switched out.
context: But...\I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time,\but he was being switched out. response:	Karasuno Yugama
context: I happened to catch one of their practice matches one time,\than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama response:	He's what you guys call an ace, right?
context: than any of the scary-looking people I knew.\But more than scary, he was intense.\You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right? response:	The absolute pride and confidence of being the ace...
context: But more than scary, he was intense.\You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace... response:	You could see that rising up from his body.
context: You mean the way he'd spike the ball?\No...\Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body. response:	Actually, I almost fell for the guy.
context: No...\Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy. response:	So when the ace is in action,
context: Maybe he wasn't feeling his best at the time,\but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action, response:	everyone around him acts
context: but he was being switched out.\Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts response:	like they aren't gonna let him do all the work.
context: Karasuno Yugama\He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work. response:	Ne-san, you know a lot about the Little Giant.
context: He's what you guys call an ace, right?\The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant. response:	Not really! I just happened to see some of his matches.
context: The absolute pride and confidence of being the ace...\You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches. response:	You were awake, huh?
context: You could see that rising up from his body.\Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh? response:	Well, I was hungry.
context: Actually, I almost fell for the guy.\So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry. response:	So you just follow your instincts.
context: So when the ace is in action,\everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry.\So you just follow your instincts. response:	Yes.
context: everyone around him acts\like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry.\So you just follow your instincts.\Yes. response:	The absolute pride and confidence of being the ace...
context: like they aren't gonna let him do all the work.\Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry.\So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace... response:	All right, it's just a little farther.
context: Ne-san, you know a lot about the Little Giant.\Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry.\So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther. response:	I'm flooring it!
context: Not really! I just happened to see some of his matches.\You were awake, huh?\Well, I was hungry.\So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it! response:	7!
context: You were awake, huh?\Well, I was hungry.\So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it!\7! response:	Karasuno Fukurodani
context: Well, I was hungry.\So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it!\7!\Karasuno Fukurodani response:	One!
context: So you just follow your instincts.\Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it!\7!\Karasuno Fukurodani\One! response:	Nishinoya, nice receive!
context: Yes.\The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it!\7!\Karasuno Fukurodani\One!\Nishinoya, nice receive! response:	Left! Left!
context: The absolute pride and confidence of being the ace...\All right, it's just a little farther.\I'm flooring it!\7!\Karasuno Fukurodani\One!\Nishinoya, nice receive!\Left! Left! response:	Damn it!
context: All right, it's just a little farther.\I'm flooring it!\7!\Karasuno Fukurodani\One!\Nishinoya, nice receive!\Left! Left!\Damn it! response:	Karasuno Fukurodani
context: I'm flooring it!\7!\Karasuno Fukurodani\One!\Nishinoya, nice receive!\Left! Left!\Damn it!\Karasuno Fukurodani response:	As we suspected, they're very strong.
context: 7!\Karasuno Fukurodani\One!\Nishinoya, nice receive!\Left! Left!\Damn it!\Karasuno Fukurodani\As we suspected, they're very strong. response:	Yeah.
context: Karasuno Fukurodani\One!\Nishinoya, nice receive!\Left! Left!\Damn it!\Karasuno Fukurodani\As we suspected, they're very strong.\Yeah. response:	One lap of diving drills!
context: One!\Nishinoya, nice receive!\Left! Left!\Damn it!\Karasuno Fukurodani\As we suspected, they're very strong.\Yeah.\One lap of diving drills! response:	Right!
context: Nishinoya, nice receive!\Left! Left!\Damn it!\Karasuno Fukurodani\As we suspected, they're very strong.\Yeah.\One lap of diving drills!\Right! response:	It's not that we're not on top of it.
context: Left! Left!\Damn it!\Karasuno Fukurodani\As we suspected, they're very strong.\Yeah.\One lap of diving drills!\Right!\It's not that we're not on top of it. response:	This is just what it means to be a team that competes in the nationals.
context: Damn it!\Karasuno Fukurodani\As we suspected, they're very strong.\Yeah.\One lap of diving drills!\Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals. response:	Nice serve!
context: Karasuno Fukurodani\As we suspected, they're very strong.\Yeah.\One lap of diving drills!\Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve! response:	Damn it, Tarako!
context: As we suspected, they're very strong.\Yeah.\One lap of diving drills!\Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako! response:	Their arms are gonna snap off!
context: Yeah.\One lap of diving drills!\Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako!\Their arms are gonna snap off! response:	Everyone on that team is very strong server.
context: One lap of diving drills!\Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server. response:	The manager from Ubugawa mentioned that.
context: Right!\It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that. response:	They put their all into their serves.
context: It's not that we're not on top of it.\This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves. response:	Yeah...
context: This is just what it means to be a team that competes in the nationals.\Nice serve!\Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah... response:	I think it's a bit harsh how to have to do a hundred serves at the end of their practices.
context: Nice serve!\Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices. response:	One more! Nice serve!
context: Damn it, Tarako!\Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve! response:	Ubugawa High School's serves are their ultimate attacks.
context: Their arms are gonna snap off!\Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks. response:	Ubugawa High School (Kanagawa)
context: Everyone on that team is very strong server.\The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa) response:	But once we're able to return that serve...
context: The manager from Ubugawa mentioned that.\They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve... response:	Bring it!
context: They put their all into their serves.\Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it! response:	Whoa! They're all moving at once?!
context: Yeah...\I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?! response:	Too bad, I'm actually over here!
context: I think it's a bit harsh how to have to do a hundred serves at the end of their practices.\One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here! response:	That was an amazing combo.
context: One more! Nice serve!\Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo. response:	Th-There are people jumping up everywhere.
context: Ubugawa High School's serves are their ultimate attacks.\Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere. response:	I can't tell who's going to hit it.
context: Ubugawa High School (Kanagawa)\But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it. response:	Yeah!
context: But once we're able to return that serve...\Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah! response:	They are indeed the masters of using combos.
context: Bring it!\Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos. response:	Shinzen High School (Saitama)
context: Whoa! They're all moving at once?!\Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama) response:	Shinzen High School.
context: Too bad, I'm actually over here!\That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School. response:	And then we have our destined rivals...
context: That was an amazing combo.\Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals... response:	Yaku-san!
context: Th-There are people jumping up everywhere.\I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals...\Yaku-san! response:	Those are some excellent receives, as usual.
context: I can't tell who's going to hit it.\Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual. response:	The school that's known to pick up the ball, connect,
context: Yeah!\They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect, response:	Nekoma High School (Tokyo)
context: They are indeed the masters of using combos.\Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo) response:	Nekoma High School.
context: Shinzen High School (Saitama)\Shinzen High School.\And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School. response:	Two blockers!
context: Shinzen High School.\And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School.\Two blockers! response:	And...
context: And then we have our destined rivals...\Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School.\Two blockers!\And... response:	Sorry, cover me!
context: Yaku-san!\Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School.\Two blockers!\And...\Sorry, cover me! response:	Got it!
context: Those are some excellent receives, as usual.\The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School.\Two blockers!\And...\Sorry, cover me!\Got it! response:	Akaashi!
context: The school that's known to pick up the ball, connect,\Nekoma High School (Tokyo)\Nekoma High School.\Two blockers!\And...\Sorry, cover me!\Got it!\Akaashi! response:	Just like Ushiwaka,
context: Nekoma High School (Tokyo)\Nekoma High School.\Two blockers!\And...\Sorry, cover me!\Got it!\Akaashi!\Just like Ushiwaka, response:	Bokuto-san!
context: Nekoma High School.\Two blockers!\And...\Sorry, cover me!\Got it!\Akaashi!\Just like Ushiwaka,\Bokuto-san! response:	he's one of the top five aces heading to nationals.
context: Two blockers!\And...\Sorry, cover me!\Got it!\Akaashi!\Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals. response:	Tsukki!
context: And...\Sorry, cover me!\Got it!\Akaashi!\Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki! response:	Damn it, Kenma! Don't run away!
context: Sorry, cover me!\Got it!\Akaashi!\Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away! response:	But my arms are gonna break off...
context: Got it!\Akaashi!\Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off... response:	They won't!
context: Akaashi!\Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't! response:	We're very thankful...
context: Just like Ushiwaka,\Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't!\We're very thankful... response:	All right! I'm so awesome!
context: Bokuto-san!\he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't!\We're very thankful...\All right! I'm so awesome! response:	Hey, hey, hey!
context: he's one of the top five aces heading to nationals.\Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't!\We're very thankful...\All right! I'm so awesome!\Hey, hey, hey! response:	Fukurodani Academy (Tokyo)
context: Tsukki!\Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't!\We're very thankful...\All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo) response:	Fukurodani Academy.
context: Damn it, Kenma! Don't run away!\But my arms are gonna break off...\They won't!\We're very thankful...\All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy. response:	To be able to take on such amazing teams...
context: But my arms are gonna break off...\They won't!\We're very thankful...\All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams... response:	Yeah.
context: They won't!\We're very thankful...\All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams...\Yeah. response:	However, this is no time to be scared of how strong our opponents are.
context: We're very thankful...\All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are. response:	We have to be on the same level as these guys.
context: All right! I'm so awesome!\Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys. response:	Karasuno Ubugawa
context: Hey, hey, hey!\Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa response:	All right!
context: Fukurodani Academy (Tokyo)\Fukurodani Academy.\To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa\All right! response:	One lap of diving drills!
context: Fukurodani Academy.\To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa\All right!\One lap of diving drills! response:	Right!
context: To be able to take on such amazing teams...\Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa\All right!\One lap of diving drills!\Right! response:	How many times have they lost already?
context: Yeah.\However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa\All right!\One lap of diving drills!\Right!\How many times have they lost already? response:	They're not exactly weak, just sorta... mediocre.
context: However, this is no time to be scared of how strong our opponents are.\We have to be on the same level as these guys.\Karasuno Ubugawa\All right!\One lap of diving drills!\Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre. response:	Who are the first-years that Nekoma had such a hard time with?
context: We have to be on the same level as these guys.\Karasuno Ubugawa\All right!\One lap of diving drills!\Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with? response:	Maybe Nekoma was exaggerating.
context: Karasuno Ubugawa\All right!\One lap of diving drills!\Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating. response:	Calm down, Hitoka-chan. There, there.
context: All right!\One lap of diving drills!\Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there. response:	It's okay.
context: One lap of diving drills!\Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay. response:	If what Tanaka said was true, it shouldn't be much longer...
context: Right!\How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer... response:	Hey, they're still at it.
context: How many times have they lost already?\They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it. response:	We totally made it. Not bad at all.
context: They're not exactly weak, just sorta... mediocre.\Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all. response:	Ne-san!
context: Who are the first-years that Nekoma had such a hard time with?\Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san! response:	Wait, that's your sister?
context: Maybe Nekoma was exaggerating.\Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister? response:	No, she's Ryu's sister.
context: Calm down, Hitoka-chan. There, there.\It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister?\No, she's Ryu's sister. response:	Now that you mention it, they do look alike.
context: It's okay.\If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike. response:	Glad they made it in one piece.
context: If what Tanaka said was true, it shouldn't be much longer...\Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece. response:	So the stars are showing up fashionably late?
context: Hey, they're still at it.\We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late? response:	How annoying.
context: We totally made it. Not bad at all.\Ne-san!\Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying. response:	Haikyu!!
context: Ne-san!\Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying.\Haikyu!! response:	Haikyu!!
context: Wait, that's your sister?\No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying.\Haikyu!!\Haikyu!! response:	Nice serve!
context: No, she's Ryu's sister.\Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying.\Haikyu!!\Haikyu!!\Nice serve! response:	Nice receive!
context: Now that you mention it, they do look alike.\Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying.\Haikyu!!\Haikyu!!\Nice serve!\Nice receive! response:	Hey, what was that?
context: Glad they made it in one piece.\So the stars are showing up fashionably late?\How annoying.\Haikyu!!\Haikyu!!\Nice serve!\Nice receive!\Hey, what was that? response:	All right!
context: So the stars are showing up fashionably late?\How annoying.\Haikyu!!\Haikyu!!\Nice serve!\Nice receive!\Hey, what was that?\All right! response:	So fast...
context: How annoying.\Haikyu!!\Haikyu!!\Nice serve!\Nice receive!\Hey, what was that?\All right!\So fast... response:	I've never seen a quick attack like that.
context: Haikyu!!\Haikyu!!\Nice serve!\Nice receive!\Hey, what was that?\All right!\So fast...\I've never seen a quick attack like that. response:	We're stopping the next one!
context: Haikyu!!\Nice serve!\Nice receive!\Hey, what was that?\All right!\So fast...\I've never seen a quick attack like that.\We're stopping the next one! response:	Right!
context: Nice serve!\Nice receive!\Hey, what was that?\All right!\So fast...\I've never seen a quick attack like that.\We're stopping the next one!\Right! response:	Nice serve!
context: Nice receive!\Hey, what was that?\All right!\So fast...\I've never seen a quick attack like that.\We're stopping the next one!\Right!\Nice serve! response:	Sorry! Cover me!
context: Hey, what was that?\All right!\So fast...\I've never seen a quick attack like that.\We're stopping the next one!\Right!\Nice serve!\Sorry! Cover me! response:	Eikichi, I'm counting on you!
context: All right!\So fast...\I've never seen a quick attack like that.\We're stopping the next one!\Right!\Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you! response:	Wow, nice serve! Not bad!
context: So fast...\I've never seen a quick attack like that.\We're stopping the next one!\Right!\Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad! response:	Nice, Hinata!
context: I've never seen a quick attack like that.\We're stopping the next one!\Right!\Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata! response:	Eikichi! Stop their 10!
context: We're stopping the next one!\Right!\Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10! response:	Shinzen Karasuno
context: Right!\Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno response:	Damn it!
context: Nice serve!\Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno\Damn it! response:	I managed to tap it, but I couldn't control it.
context: Sorry! Cover me!\Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it. response:	What the hell is up with their 9 and 10's quick attack?!
context: Eikichi, I'm counting on you!\Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?! response:	Don't act all cool, you tardy test flunkers.
context: Wow, nice serve! Not bad!\Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers. response:	One lap of diving drills!
context: Nice, Hinata!\Eikichi! Stop their 10!\Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills! response:	Right!
