context: The universe has a beginning, but no end. response:	Infinite.
context: I even put my name on it...\You dropped it?\I think so.\Give up.\On auction sites, a metal Upa goes for 10,000 yen!\10,000 yen...\Find it!\My lab is almost entirely out of money! response:	Even if I find it, I won't sell it.
context: You dropped it?\I think so.\Give up.\On auction sites, a metal Upa goes for 10,000 yen!\10,000 yen...\Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it. response:	With 10,000 yen, we could get the parts
context: I think so.\Give up.\On auction sites, a metal Upa goes for 10,000 yen!\10,000 yen...\Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts response:	for a new future gadget...
context: Give up.\On auction sites, a metal Upa goes for 10,000 yen!\10,000 yen...\Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget... response:	I said I'm not selling it.
context: On auction sites, a metal Upa goes for 10,000 yen!\10,000 yen...\Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it. response:	What was that?
context: 10,000 yen...\Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it.\What was that? response:	Run outside!
context: Find it!\My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it.\What was that?\Run outside! response:	Hey...
context: My lab is almost entirely out of money!\Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it.\What was that?\Run outside!\Hey... response:	Is someone there?
context: Even if I find it, I won't sell it.\With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it.\What was that?\Run outside!\Hey...\Is someone there? response:	Makise Kurisu...
context: With 10,000 yen, we could get the parts\for a new future gadget...\I said I'm not selling it.\What was that?\Run outside!\Hey...\Is someone there?\Makise Kurisu... response:	What?
context: for a new future gadget...\I said I'm not selling it.\What was that?\Run outside!\Hey...\Is someone there?\Makise Kurisu...\What? response:	Someone's been stabbed...
context: I said I'm not selling it.\What was that?\Run outside!\Hey...\Is someone there?\Makise Kurisu...\What?\Someone's been stabbed... response:	Okarin!
context: What was that?\Run outside!\Hey...\Is someone there?\Makise Kurisu...\What?\Someone's been stabbed...\Okarin! response:	What's wrong?
context: Run outside!\Hey...\Is someone there?\Makise Kurisu...\What?\Someone's been stabbed...\Okarin!\What's wrong? response:	You're pale.
context: Hey...\Is someone there?\Makise Kurisu...\What?\Someone's been stabbed...\Okarin!\What's wrong?\You're pale. response:	I saw a dead body...
context: Is someone there?\Makise Kurisu...\What?\Someone's been stabbed...\Okarin!\What's wrong?\You're pale.\I saw a dead body... response:	On the 8th floor!
context: Makise Kurisu...\What?\Someone's been stabbed...\Okarin!\What's wrong?\You're pale.\I saw a dead body...\On the 8th floor! response:	To: Daru
context: What?\Someone's been stabbed...\Okarin!\What's wrong?\You're pale.\I saw a dead body...\On the 8th floor!\To: Daru response:	Subject: Trouble
context: Someone's been stabbed...\Okarin!\What's wrong?\You're pale.\I saw a dead body...\On the 8th floor!\To: Daru\Subject: Trouble response:	Looks like someone stabbed Makise Kurisu.
context: Okarin!\What's wrong?\You're pale.\I saw a dead body...\On the 8th floor!\To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu. response:	Looks like someone stabbed Makise Kurisu.
context: What's wrong?\You're pale.\I saw a dead body...\On the 8th floor!\To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu. response:	Send?
context: You're pale.\I saw a dead body...\On the 8th floor!\To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send? response:	Wh-What?
context: I saw a dead body...\On the 8th floor!\To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send?\Wh-What? response:	What's going on?
context: On the 8th floor!\To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send?\Wh-What?\What's going on? response:	Here you go, Okarin!
context: To: Daru\Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send?\Wh-What?\What's going on?\Here you go, Okarin! response:	What is this?
context: Subject: Trouble\Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send?\Wh-What?\What's going on?\Here you go, Okarin!\What is this? response:	What's what?
context: Looks like someone stabbed Makise Kurisu.\Looks like someone stabbed Makise Kurisu.\Send?\Wh-What?\What's going on?\Here you go, Okarin!\What is this?\What's what? response:	The people... Why did all the people disappear?
context: Looks like someone stabbed Makise Kurisu.\Send?\Wh-What?\What's going on?\Here you go, Okarin!\What is this?\What's what?\The people... Why did all the people disappear? response:	They disappeared?
context: Send?\Wh-What?\What's going on?\Here you go, Okarin!\What is this?\What's what?\The people... Why did all the people disappear?\They disappeared? response:	They all disappeared!
context: Wh-What?\What's going on?\Here you go, Okarin!\What is this?\What's what?\The people... Why did all the people disappear?\They disappeared?\They all disappeared! response:	All the people here! Right in front of us!
context: What's going on?\Here you go, Okarin!\What is this?\What's what?\The people... Why did all the people disappear?\They disappeared?\They all disappeared!\All the people here! Right in front of us! response:	I don't know...
context: Here you go, Okarin!\What is this?\What's what?\The people... Why did all the people disappear?\They disappeared?\They all disappeared!\All the people here! Right in front of us!\I don't know... response:	You have to know!
context: What is this?\What's what?\The people... Why did all the people disappear?\They disappeared?\They all disappeared!\All the people here! Right in front of us!\I don't know...\You have to know! response:	You saw it, didn't you?
context: What's what?\The people... Why did all the people disappear?\They disappeared?\They all disappeared!\All the people here! Right in front of us!\I don't know...\You have to know!\You saw it, didn't you? response:	Right?
context: The people... Why did all the people disappear?\They disappeared?\They all disappeared!\All the people here! Right in front of us!\I don't know...\You have to know!\You saw it, didn't you?\Right? response:	I didn't.
context: They disappeared?\They all disappeared!\All the people here! Right in front of us!\I don't know...\You have to know!\You saw it, didn't you?\Right?\I didn't. response:	What are you talking about...
context: They all disappeared!\All the people here! Right in front of us!\I don't know...\You have to know!\You saw it, didn't you?\Right?\I didn't.\What are you talking about... response:	suujuuoku mono kodou no kazu sae
context: All the people here! Right in front of us!\I don't know...\You have to know!\You saw it, didn't you?\Right?\I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae response:	Even the world's billions of heartbeats
context: I don't know...\You have to know!\You saw it, didn't you?\Right?\I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats response:	anata ni wa matataki teido no saji na toukyuu
context: You have to know!\You saw it, didn't you?\Right?\I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu response:	Are nothing to you but a fleeting and insignificant question
context: You saw it, didn't you?\Right?\I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question response:	kako ni torawarete mirai wo nageku mo
context: Right?\I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo response:	We may be trapped in the past or lament the future
context: I didn't.\What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future response:	chiri hitotsu gosan wo yurusanu hitsuzen
context: What are you talking about...\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen response:	But predetermination does not allow the slightest mistake
context: suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake response:	mugen ni hirogaru yume mo egaku mirai mo
context: Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo response:	The infinite dreams and imagined futures before us
context: anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us response:	bokutachi ni yurusareta kyoei no genri
context: Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri response:	Are naught but vain theories we may hold
context: kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold response:	yuugen sore wa futatsu no hari ga shimesu
context: We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu response:	Finitude is what the two clock hands show
context: chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show response:	zankoku na yakujou to sentaku e
context: But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e response:	As they point toward a cruel destiny and choice
context: mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice response:	Hacking to the Gate
context: The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Hey, you there!
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there! response:	Can you see us?
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there!\Can you see us? response:	Why don't you answer?
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there!\Can you see us?\Why don't you answer? response:	You, on the other side of the monitor, with the dumb expression!
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there!\Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression! response:	Never mind.
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there!\Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind. response:	This is the Future Gadget Lab.
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Hey, you there!\Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab. response:	I'll introduce our staff.
context: Engulf me, a lonely observer\Hey, you there!\Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab.\I'll introduce our staff. response:	First is Lab Member 001,
context: Hey, you there!\Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001, response:	founder of the lab and Insane Mad Scientist...
context: Can you see us?\Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist... response:	Myself, Hououin Kyouma!
context: Why don't you answer?\You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma! response:	Okarin is cuter.
context: You, on the other side of the monitor, with the dumb expression!\Never mind.\This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter. response:	Silence!
context: Never mind.\This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter.\Silence! response:	Okabe Rintarou is the name I use to deceive the public.
context: This is the Future Gadget Lab.\I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public. response:	And Lab Member 002,
context: I'll introduce our staff.\First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002, response:	the lab's lone female member, whose hobby is making cosplay outfits,
context: First is Lab Member 001,\founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits, response:	Shiina Mayuri!
context: founder of the lab and Insane Mad Scientist...\Myself, Hououin Kyouma!\Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri! response:	It's me, Mayushii.
context: Myself, Hououin Kyouma!\Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii. response:	And Lab Member 003, Super Haker Hashida Itaru!
context: Okarin is cuter.\Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru! response:	It's Hacker, not Haker. Hurr.
context: Silence!\Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr. response:	We three.
context: Okabe Rintarou is the name I use to deceive the public.\And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three. response:	Isn't it time to give up?
context: And Lab Member 002,\the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up? response:	Don't too expect too much out of software
context: the lab's lone female member, whose hobby is making cosplay outfits,\Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up?\Don't too expect too much out of software response:	you bought at a 500 yen wagon sale.
context: Shiina Mayuri!\It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale. response:	Listen well.
context: It's me, Mayushii.\And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well. response:	Future Gadget Lab
context: And Lab Member 003, Super Haker Hashida Itaru!\It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab response:	CRT TV Workshop
context: It's Hacker, not Haker. Hurr.\We three.\Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab\CRT TV Workshop response:	To get to our lab, go down Chuo Street,
context: We three.\Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street, response:	and turn left on Kuramaebashi Street
context: Isn't it time to give up?\Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street response:	at the Suehirochou intersection.
context: Don't too expect too much out of software\you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection. response:	We're in a multi-use building, in the first alley
context: you bought at a 500 yen wagon sale.\Listen well.\Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley response:	before the traffic light.
context: Listen well.\Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light. response:	The goal of the Future Gadget Lab
context: Future Gadget Lab\CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab response:	is revolution of the world's ruling structure...
context: CRT TV Workshop\To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure... response:	To create inventions which will bring chaos.
context: To get to our lab, go down Chuo Street,\and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos. response:	Do you understand?
context: and turn left on Kuramaebashi Street\at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand? response:	If you understand, then tell us your secrets!
context: at the Suehirochou intersection.\We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets! response:	Hey, do you think we look
context: We're in a multi-use building, in the first alley\before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look response:	like a video game to Alpaca Man-san?
context: before the traffic light.\The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san? response:	You don't think the concept of real and unreal
context: The goal of the Future Gadget Lab\is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal response:	is a little beyond him?
context: is revolution of the world's ruling structure...\To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him? response:	Then are your 2D girls like that, too?
context: To create inventions which will bring chaos.\Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too? response:	That's different.
context: Do you understand?\If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too?\That's different. response:	Those are mai waifu.
context: If you understand, then tell us your secrets!\Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too?\That's different.\Those are mai waifu. response:	No one cares about your wives.
context: Hey, do you think we look\like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too?\That's different.\Those are mai waifu.\No one cares about your wives. response:	But isn't that an interesting idea?
context: like a video game to Alpaca Man-san?\You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too?\That's different.\Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea? response:	If we did exist solely inside a monitor,
context: You don't think the concept of real and unreal\is a little beyond him?\Then are your 2D girls like that, too?\That's different.\Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor, response:	think there's any way we could tell?
context: is a little beyond him?\Then are your 2D girls like that, too?\That's different.\Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell? response:	No.
context: Then are your 2D girls like that, too?\That's different.\Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell?\No. response:	That was fast.
context: That's different.\Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell?\No.\That was fast. response:	Thus, the discussion is pointless.
context: Those are mai waifu.\No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell?\No.\That was fast.\Thus, the discussion is pointless. response:	We'd do much better to spend our time
context: No one cares about your wives.\But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell?\No.\That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time response:	thinking of ways to fight the Organization
context: But isn't that an interesting idea?\If we did exist solely inside a monitor,\think there's any way we could tell?\No.\That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization response:	and destroy the world's ruling structure.
context: If we did exist solely inside a monitor,\think there's any way we could tell?\No.\That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure. response:	That delusional crap again? Fail!
context: think there's any way we could tell?\No.\That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail! response:	Silence, Super Haker!
context: No.\That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker! response:	I am the Insane Mad Scientist, Hououin...
context: That was fast.\Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin... response:	Kyouma!
context: Thus, the discussion is pointless.\We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma! response:	That's your backstory, isn't it?
context: We'd do much better to spend our time\thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it? response:	My, my... Daru.
context: thinking of ways to fight the Organization\and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it?\My, my... Daru. response:	You shouldn't hide in your shell.
