context: Tatara Nishi High School response:	Tamaki Mari-san and Kobuchizawa Shirase-san will be embarking
context: It's just...\Comprehensive Summer Training Documents\It's not like that pamphlets tell us what to bring...\Because it's an adult thing.\You need to be responsible.\Responsible, huh?\Adulting is hard, huh?\Pen-Pen response:	This thing!
context: Comprehensive Summer Training Documents\It's not like that pamphlets tell us what to bring...\Because it's an adult thing.\You need to be responsible.\Responsible, huh?\Adulting is hard, huh?\Pen-Pen\This thing! response:	Oh, what's up?
context: It's not like that pamphlets tell us what to bring...\Because it's an adult thing.\You need to be responsible.\Responsible, huh?\Adulting is hard, huh?\Pen-Pen\This thing!\Oh, what's up? response:	It's...
context: Because it's an adult thing.\You need to be responsible.\Responsible, huh?\Adulting is hard, huh?\Pen-Pen\This thing!\Oh, what's up?\It's... response:	Ta-da!
context: You need to be responsible.\Responsible, huh?\Adulting is hard, huh?\Pen-Pen\This thing!\Oh, what's up?\It's...\Ta-da! response:	What's that?
context: Responsible, huh?\Adulting is hard, huh?\Pen-Pen\This thing!\Oh, what's up?\It's...\Ta-da!\What's that? response:	Look! It's your game! The one I thought I'd lost!
context: Adulting is hard, huh?\Pen-Pen\This thing!\Oh, what's up?\It's...\Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost! response:	Wow, I'd totally forgotten about that.
context: Pen-Pen\This thing!\Oh, what's up?\It's...\Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that. response:	You don't actually have to test it, you know.
context: This thing!\Oh, what's up?\It's...\Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know. response:	But I haven't seen it in so long!
context: Oh, what's up?\It's...\Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long! response:	After three years, it might not even work.
context: It's...\Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work. response:	Wow, this takes me back!
context: Ta-da!\What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back! response:	You sure loved this thing, huh?
context: What's that?\Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh? response:	Yeah!
context: Look! It's your game! The one I thought I'd lost!\Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh?\Yeah! response:	After all, it's the only game I ever beat you at.
context: Wow, I'd totally forgotten about that.\You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at. response:	Is it?
context: You don't actually have to test it, you know.\But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at.\Is it? response:	You couldn't beat me at all,
context: But I haven't seen it in so long!\After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all, response:	so you said you'd lend it to me as long as I wanted it.
context: After three years, it might not even work.\Wow, this takes me back!\You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it. response:	And then...
context: Wow, this takes me back!\You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then... response:	You lost it?
context: You sure loved this thing, huh?\Yeah!\After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then...\You lost it? response:	Eventually, yeah...
context: Yeah!\After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then...\You lost it?\Eventually, yeah... response:	But I did beat it before then!
context: After all, it's the only game I ever beat you at.\Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then...\You lost it?\Eventually, yeah...\But I did beat it before then! response:	Yay!
context: Is it?\You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then...\You lost it?\Eventually, yeah...\But I did beat it before then!\Yay! response:	I lose
context: You couldn't beat me at all,\so you said you'd lend it to me as long as I wanted it.\And then...\You lost it?\Eventually, yeah...\But I did beat it before then!\Yay!\I lose response:	I win!
context: so you said you'd lend it to me as long as I wanted it.\And then...\You lost it?\Eventually, yeah...\But I did beat it before then!\Yay!\I lose\I win! response:	So, how'd things go in Tokyo?
context: And then...\You lost it?\Eventually, yeah...\But I did beat it before then!\Yay!\I lose\I win!\So, how'd things go in Tokyo? response:	Pretty well, for the most part.
context: You lost it?\Eventually, yeah...\But I did beat it before then!\Yay!\I lose\I win!\So, how'd things go in Tokyo?\Pretty well, for the most part. response:	Did Antarctica manage to get through her report?
context: Eventually, yeah...\But I did beat it before then!\Yay!\I lose\I win!\So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report? response:	Antarctica? Oh, Shirase-chan?
context: But I did beat it before then!\Yay!\I lose\I win!\So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan? response:	Shirase-chan doesn't have to report for a while yet.
context: Yay!\I lose\I win!\So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet. response:	She's pretty weird, huh?
context: I lose\I win!\So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh? response:	Seriously!
context: I win!\So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously! response:	She swings between super-confident and super-timid.
context: So, how'd things go in Tokyo?\Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid. response:	I was talking to Hinata-chan about that...
context: Pretty well, for the most part.\Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that... response:	Is that the girl from your job?
context: Did Antarctica manage to get through her report?\Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job? response:	Yeah.
context: Antarctica? Oh, Shirase-chan?\Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah. response:	But Yuzuki-chan did the report perfectly, so...
context: Shirase-chan doesn't have to report for a while yet.\She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so... response:	Is that the girl from Hokkaido?
context: She's pretty weird, huh?\Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido? response:	Yeah.
context: Seriously!\She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah. response:	Well, don't push yourself too hard.
context: She swings between super-confident and super-timid.\I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard. response:	If you fail, you'll just regret it all the more.
context: I was talking to Hinata-chan about that...\Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more. response:	Sure!
context: Is that the girl from your job?\Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure! response:	Good point...
context: Yeah.\But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure!\Good point... response:	Oh.
context: But Yuzuki-chan did the report perfectly, so...\Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure!\Good point...\Oh. response:	Sorry.
context: Is that the girl from Hokkaido?\Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure!\Good point...\Oh.\Sorry. response:	I'm back!
context: Yeah.\Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure!\Good point...\Oh.\Sorry.\I'm back! response:	Challenge for Antarctic...
context: Well, don't push yourself too hard.\If you fail, you'll just regret it all the more.\Sure!\Good point...\Oh.\Sorry.\I'm back!\Challenge for Antarctic... response:	A Place Further Than the Universe Kobuchizawa Takako
context: If you fail, you'll just regret it all the more.\Sure!\Good point...\Oh.\Sorry.\I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako response:	Yuri-chan
context: Sure!\Good point...\Oh.\Sorry.\I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan response:	Aina
context: Good point...\Oh.\Sorry.\I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina response:	Delete
context: Oh.\Sorry.\I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina\Delete response:	Challenge for Antarctic
context: Sorry.\I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina\Delete\Challenge for Antarctic response:	Okay!
context: I'm back!\Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina\Delete\Challenge for Antarctic\Okay! response:	Tatara Nishi High School
context: Challenge for Antarctic...\A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina\Delete\Challenge for Antarctic\Okay!\Tatara Nishi High School response:	Good luck in Antarctica!
context: A Place Further Than the Universe Kobuchizawa Takako\Yuri-chan\Aina\Delete\Challenge for Antarctic\Okay!\Tatara Nishi High School\Good luck in Antarctica! response:	See you later!
context: Yuri-chan\Aina\Delete\Challenge for Antarctic\Okay!\Tatara Nishi High School\Good luck in Antarctica!\See you later! response:	Bring me an iceberg, okay?
context: Aina\Delete\Challenge for Antarctic\Okay!\Tatara Nishi High School\Good luck in Antarctica!\See you later!\Bring me an iceberg, okay? response:	I'm not sure it'll fit...
context: Delete\Challenge for Antarctic\Okay!\Tatara Nishi High School\Good luck in Antarctica!\See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit... response:	I'll send you pictures of warm things.
context: Challenge for Antarctic\Okay!\Tatara Nishi High School\Good luck in Antarctica!\See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things. response:	Thanks.
context: Okay!\Tatara Nishi High School\Good luck in Antarctica!\See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks. response:	Does your snot freeze in Antarctica?
context: Tatara Nishi High School\Good luck in Antarctica!\See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica? response:	I wanna have some shaved ice.
context: Good luck in Antarctica!\See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice. response:	Is it true there's a UFO buried in the ice there?
context: See you later!\Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there? response:	Feels like I'm changing schools or something, huh?
context: Bring me an iceberg, okay?\I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh? response:	Goodbye, pudding shakes!
context: I'm not sure it'll fit...\I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes! response:	I won't be seeing you for a while...
context: I'll send you pictures of warm things.\Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while... response:	What kind of reception did you expect?
context: Thanks.\Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect? response:	I just didn't think they'd make such a big deal over it!
context: Does your snot freeze in Antarctica?\I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it! response:	When Shirase-chan said she was going to Antarctica,
context: I wanna have some shaved ice.\Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica, response:	everyone just made fun of her.
context: Is it true there's a UFO buried in the ice there?\Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her. response:	Because they didn't think she'd make it, I guess.
context: Feels like I'm changing schools or something, huh?\Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess. response:	Besides, some people still make fun of her.
context: Goodbye, pudding shakes!\I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her. response:	Oh, that's right!
context: I won't be seeing you for a while...\What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right! response:	I won't be able to come here for three months, either.
context: What kind of reception did you expect?\I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either. response:	Feeling lonely?
context: I just didn't think they'd make such a big deal over it!\When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely? response:	No...
context: When Shirase-chan said she was going to Antarctica,\everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely?\No... response:	I just wasn't sure how I'd feel...
context: everyone just made fun of her.\Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely?\No...\I just wasn't sure how I'd feel... response:	You know, maybe it's best not to show off so much.
context: Because they didn't think she'd make it, I guess.\Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely?\No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much. response:	A lot of people think you're getting full of yourself.
context: Besides, some people still make fun of her.\Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely?\No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself. response:	I'm not showing off anything. I'm leaving tomorrow.
context: Oh, that's right!\I won't be able to come here for three months, either.\Feeling lonely?\No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow. response:	Well, that's true...
context: I won't be able to come here for three months, either.\Feeling lonely?\No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true... response:	It's just, they're saying some awful things about you.
context: Feeling lonely?\No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you. response:	Really?
context: No...\I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you.\Really? response:	Out of jealousy, I guess.
context: I just wasn't sure how I'd feel...\You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess. response:	That you shoplifted from convenience stores to raise money.
context: You know, maybe it's best not to show off so much.\A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money. response:	That you were messing around with boys in Kabukicho and stuff.
context: A lot of people think you're getting full of yourself.\I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff. response:	Wait, what?
context: I'm not showing off anything. I'm leaving tomorrow.\Well, that's true...\It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what? response:	Girls' Strawberry Tea
context: Well, that's true...\It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea response:	I'm telling you, people think you're full of yourself.
context: It's just, they're saying some awful things about you.\Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself. response:	But I'm not!
context: Really?\Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not! response:	You know...
context: Out of jealousy, I guess.\That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not!\You know... response:	What?
context: That you shoplifted from convenience stores to raise money.\That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not!\You know...\What? response:	Are you sure you should just leave with this unresolved?
context: That you were messing around with boys in Kabukicho and stuff.\Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not!\You know...\What?\Are you sure you should just leave with this unresolved? response:	Once you're back, it's only going to get worse...
context: Wait, what?\Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not!\You know...\What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse... response:	Kimari.
context: Girls' Strawberry Tea\I'm telling you, people think you're full of yourself.\But I'm not!\You know...\What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari. response:	Would this be Megu-chan, by chance?
context: I'm telling you, people think you're full of yourself.\But I'm not!\You know...\What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance? response:	Yeah!
context: But I'm not!\You know...\What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance?\Yeah! response:	That's right, you guys haven't met yet...
context: You know...\What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet... response:	I'm Miyake Hinata, Kimari's co-worker!
context: What?\Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker! response:	What's up?
context: Are you sure you should just leave with this unresolved?\Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up? response:	Hello.
context: Once you're back, it's only going to get worse...\Kimari.\Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello. response:	I'd better go.
context: Kimari.\Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello.\I'd better go. response:	Wait!
context: Would this be Megu-chan, by chance?\Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello.\I'd better go.\Wait! response:	What?
context: Yeah!\That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello.\I'd better go.\Wait!\What? response:	That stuff you said before...
context: That's right, you guys haven't met yet...\I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello.\I'd better go.\Wait!\What?\That stuff you said before... response:	Who's saying that?!
context: I'm Miyake Hinata, Kimari's co-worker!\What's up?\Hello.\I'd better go.\Wait!\What?\That stuff you said before...\Who's saying that?! response:	I don't know, I just heard it...
context: What's up?\Hello.\I'd better go.\Wait!\What?\That stuff you said before...\Who's saying that?!\I don't know, I just heard it... response:	I'll search out the culprit!
context: Hello.\I'd better go.\Wait!\What?\That stuff you said before...\Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit! response:	Shirase-chan...
context: I'd better go.\Wait!\What?\That stuff you said before...\Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan... response:	Remember, we're heading out tomorrow.
context: Wait!\What?\That stuff you said before...\Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow. response:	I can't just sit back while someone spreads those ridiculous rumors!
context: What?\That stuff you said before...\Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors! response:	Starting a fight now won't help anybody.
context: That stuff you said before...\Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody. response:	You've ignored all the nasty rumors so far, right?
context: Who's saying that?!\I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right? response:	Just let it go.
context: I don't know, I just heard it...\I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go. response:	This isn't the same thing!
context: I'll search out the culprit!\Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing! response:	These are bald-faced lies!
context: Shirase-chan...\Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing!\These are bald-faced lies! response:	To claim we've been messing around with boys in Shinjuku...
context: Remember, we're heading out tomorrow.\I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku... response:	We did go to Shinjuku, though.
context: I can't just sit back while someone spreads those ridiculous rumors!\Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though. response:	But we weren't messing around!
context: Starting a fight now won't help anybody.\You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around! response:	Can you prove that, though?
context: You've ignored all the nasty rumors so far, right?\Just let it go.\This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though? response:	Still, it's just wrong!
context: Just let it go.\This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though?\Still, it's just wrong! response:	Megu-chan, what do you think?
context: This isn't the same thing!\These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think? response:	Me?
context: These are bald-faced lies!\To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think?\Me? response:	Sometimes, people are just mean.
context: To claim we've been messing around with boys in Shinjuku...\We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think?\Me?\Sometimes, people are just mean. response:	Don't fight mean with mean.
context: We did go to Shinjuku, though.\But we weren't messing around!\Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think?\Me?\Sometimes, people are just mean.\Don't fight mean with mean. response:	Hold your head high.
context: But we weren't messing around!\Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think?\Me?\Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high. response:	Is that a quote?
context: Can you prove that, though?\Still, it's just wrong!\Megu-chan, what do you think?\Me?\Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high.\Is that a quote? response:	You bet!
context: Still, it's just wrong!\Megu-chan, what do you think?\Me?\Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high.\Is that a quote?\You bet! response:	Besides, you're not alone right now.
context: Megu-chan, what do you think?\Me?\Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high.\Is that a quote?\You bet!\Besides, you're not alone right now. response:	What do you mean?
