context: I say yes response:	Stay with me
context: I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei... response:	It isn't fun to assault a school if there are only kids there.
context: To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there. response:	No, I heard there are only girls at the school right now.
context: To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now. response:	Girls? That's great!
context: No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great! response:	Let's capture them alive.
context: Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive. response:	You're all so filthy.
context: I don't want my students to go through that experience.\Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive.\You're all so filthy. response:	It doesn't matter if they're women.
context: Please don't say you'll go to war.\Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women. response:	We'll bring death to them all.
context: Sensei...\It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all. response:	What's wrong?
context: It isn't fun to assault a school if there are only kids there.\No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all.\What's wrong? response:	Nothing, I just thought I saw something move.
context: No, I heard there are only girls at the school right now.\Girls? That's great!\Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move. response:	That was easy.
context: Girls? That's great!\Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move.\That was easy. response:	No way...
context: Let's capture them alive.\You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move.\That was easy.\No way... response:	All right. Get moving as we planned.
context: You're all so filthy.\It doesn't matter if they're women.\We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move.\That was easy.\No way...\All right. Get moving as we planned. response:	Sir!
context: It doesn't matter if they're women.\We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move.\That was easy.\No way...\All right. Get moving as we planned.\Sir! response:	What do you want, Tabitha?
context: We'll bring death to them all.\What's wrong?\Nothing, I just thought I saw something move.\That was easy.\No way...\All right. Get moving as we planned.\Sir!\What do you want, Tabitha? response:	Outside...
context: What's wrong?\Nothing, I just thought I saw something move.\That was easy.\No way...\All right. Get moving as we planned.\Sir!\What do you want, Tabitha?\Outside... response:	It's not even light out yet...
context: Nothing, I just thought I saw something move.\That was easy.\No way...\All right. Get moving as we planned.\Sir!\What do you want, Tabitha?\Outside...\It's not even light out yet... response:	Sounds like it...
context: That was easy.\No way...\All right. Get moving as we planned.\Sir!\What do you want, Tabitha?\Outside...\It's not even light out yet...\Sounds like it... response:	Captain!
context: No way...\All right. Get moving as we planned.\Sir!\What do you want, Tabitha?\Outside...\It's not even light out yet...\Sounds like it...\Captain! response:	Are you safe?
context: All right. Get moving as we planned.\Sir!\What do you want, Tabitha?\Outside...\It's not even light out yet...\Sounds like it...\Captain!\Are you safe? response:	I'm fine.
context: Sir!\What do you want, Tabitha?\Outside...\It's not even light out yet...\Sounds like it...\Captain!\Are you safe?\I'm fine. response:	Two came to our rooms, too.
context: What do you want, Tabitha?\Outside...\It's not even light out yet...\Sounds like it...\Captain!\Are you safe?\I'm fine.\Two came to our rooms, too. response:	We took care of them.
context: Outside...\It's not even light out yet...\Sounds like it...\Captain!\Are you safe?\I'm fine.\Two came to our rooms, too.\We took care of them. response:	Looks like they're dogs from Albion.
context: It's not even light out yet...\Sounds like it...\Captain!\Are you safe?\I'm fine.\Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion. response:	Most likely.
context: Sounds like it...\Captain!\Are you safe?\I'm fine.\Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion.\Most likely. response:	Okay, armour up and follow me!
context: Captain!\Are you safe?\I'm fine.\Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me! response:	Sensei!
context: Are you safe?\I'm fine.\Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me!\Sensei! response:	What's this?
context: I'm fine.\Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me!\Sensei!\What's this? response:	I'll go check.
context: Two came to our rooms, too.\We took care of them.\Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me!\Sensei!\What's this?\I'll go check. response:	Saito-kun, you stay here and protect Miss Valliere.
context: We took care of them.\Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me!\Sensei!\What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere. response:	Okay.
context: Looks like they're dogs from Albion.\Most likely.\Okay, armour up and follow me!\Sensei!\What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay. response:	What... happened?
context: Most likely.\Okay, armour up and follow me!\Sensei!\What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened? response:	Captain! They have occupied the dormitory wing!
context: Okay, armour up and follow me!\Sensei!\What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened?\Captain! They have occupied the dormitory wing! response:	And the students?
context: Sensei!\What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened?\Captain! They have occupied the dormitory wing!\And the students? response:	They're assembling in the cafeteria...
context: What's this?\I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened?\Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria... response:	Damn it, they have hostages in their hands...
context: I'll go check.\Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened?\Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands... response:	Something isn't right.
context: Saito-kun, you stay here and protect Miss Valliere.\Okay.\What... happened?\Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right. response:	What's going on outside?
context: Okay.\What... happened?\Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside? response:	Don't worry about it, go to bed.
context: What... happened?\Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside?\Don't worry about it, go to bed. response:	I'll wake you up if something happens.
context: Captain! They have occupied the dormitory wing!\And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens. response:	To come to the academy instead of the front line...
context: And the students?\They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line... response:	It looks like Albion's cornered.
context: They're assembling in the cafeteria...\Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered. response:	Trying to be cynical, brat?
context: Damn it, they have hostages in their hands...\Something isn't right.\What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat? response:	It all means nothing to me.
context: Something isn't right.\What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me. response:	It's what my employer wants.
context: What's going on outside?\Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants. response:	I see, you're only a mercenary who's moved by money.
context: Don't worry about it, go to bed.\I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money. response:	Julio-kun, it's dangerous. Stop provoking him.
context: I'll wake you up if something happens.\To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him. response:	Let me say this.
context: To come to the academy instead of the front line...\It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this. response:	As long as you don't do anything to hinder us,
context: It looks like Albion's cornered.\Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us, response:	we will not take your lives.
context: Trying to be cynical, brat?\It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives. response:	Rest assured.
context: It all means nothing to me.\It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured. response:	Shut up!
context: It's what my employer wants.\I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured.\Shut up! response:	Do you want to turn into ashes?
context: I see, you're only a mercenary who's moved by money.\Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured.\Shut up!\Do you want to turn into ashes? response:	Then, shut it.
context: Julio-kun, it's dangerous. Stop provoking him.\Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured.\Shut up!\Do you want to turn into ashes?\Then, shut it. response:	Hey, you guys.
context: Let me say this.\As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured.\Shut up!\Do you want to turn into ashes?\Then, shut it.\Hey, you guys. response:	What?
context: As long as you don't do anything to hinder us,\we will not take your lives.\Rest assured.\Shut up!\Do you want to turn into ashes?\Then, shut it.\Hey, you guys.\What? response:	You want a hostage, right?
context: we will not take your lives.\Rest assured.\Shut up!\Do you want to turn into ashes?\Then, shut it.\Hey, you guys.\What?\You want a hostage, right? response:	Can you make due with only myself?
context: Rest assured.\Shut up!\Do you want to turn into ashes?\Then, shut it.\Hey, you guys.\What?\You want a hostage, right?\Can you make due with only myself? response:	I want you to release the students.
context: Shut up!\Do you want to turn into ashes?\Then, shut it.\Hey, you guys.\What?\You want a hostage, right?\Can you make due with only myself?\I want you to release the students. response:	I'm sorry, but you won't do.
context: Do you want to turn into ashes?\Then, shut it.\Hey, you guys.\What?\You want a hostage, right?\Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do. response:	The country won't move for you.
context: Then, shut it.\Hey, you guys.\What?\You want a hostage, right?\Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you. response:	How about me, then?
context: Hey, you guys.\What?\You want a hostage, right?\Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you.\How about me, then? response:	I'm the first-born daughter of the La Valliere family.
context: What?\You want a hostage, right?\Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family. response:	My father is an aristocrat with influence in this country.
context: You want a hostage, right?\Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country. response:	There shouldn't be any problems.
context: Can you make due with only myself?\I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems. response:	I shall become a hostage as well,
context: I want you to release the students.\I'm sorry, but you won't do.\The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well, response:	so please release the students.
context: I'm sorry, but you won't do.\The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well,\so please release the students. response:	I like your spirit, but two isn't enough.
context: The country won't move for you.\How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough. response:	I need all of the students.
context: How about me, then?\I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough.\I need all of the students. response:	With the lives of all the aristocrats' daughters in danger,
context: I'm the first-born daughter of the La Valliere family.\My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger, response:	Queen Henrietta will have to give us a thought.
context: My father is an aristocrat with influence in this country.\There shouldn't be any problems.\I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought. response:	Those inside the cafeteria, listen!
context: There shouldn't be any problems.\I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen! response:	We are Her Highness' Musketeer Force!
context: I shall become a hostage as well,\so please release the students.\I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force! response:	We have you surrounded with my unit!
context: so please release the students.\I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit! response:	Release the hostages!
context: I like your spirit, but two isn't enough.\I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages! response:	If you surrender, we won't kill you!
context: I need all of the students.\With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you! response:	Musketeer Force, eh?
context: With the lives of all the aristocrats' daughters in danger,\Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh? response:	We have hostages in hand, though.
context: Queen Henrietta will have to give us a thought.\Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though. response:	Those in the cafeteria!
context: Those inside the cafeteria, listen!\We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria! response:	No... Albionians!
context: We are Her Highness' Musketeer Force!\We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria!\No... Albionians! response:	What is it that you want?!
context: We have you surrounded with my unit!\Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria!\No... Albionians!\What is it that you want?! response:	This isn't a political target, nor are there any weapons stored here.
context: Release the hostages!\If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria!\No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here. response:	This is only an academy of magic.
context: If you surrender, we won't kill you!\Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria!\No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic. response:	It exploded before the signal?
context: Musketeer Force, eh?\We have hostages in hand, though.\Those in the cafeteria!\No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal? response:	You guys stay on watch here!
context: We have hostages in hand, though.\Those in the cafeteria!\No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here! response:	Sir!
context: Those in the cafeteria!\No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here!\Sir! response:	What was that?
context: No... Albionians!\What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here!\Sir!\What was that? response:	An explosion?
context: What is it that you want?!\This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here!\Sir!\What was that?\An explosion? response:	Let's go, Saito!
context: This isn't a political target, nor are there any weapons stored here.\This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here!\Sir!\What was that?\An explosion?\Let's go, Saito! response:	No, Colbert-sensei told us to stay here.
context: This is only an academy of magic.\It exploded before the signal?\You guys stay on watch here!\Sir!\What was that?\An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here. response:	I'm worried because he isn't coming back!
context: It exploded before the signal?\You guys stay on watch here!\Sir!\What was that?\An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back! response:	Give me back my wand.
context: You guys stay on watch here!\Sir!\What was that?\An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand. response:	Fine.
context: Sir!\What was that?\An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand.\Fine. response:	Here.
context: What was that?\An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand.\Fine.\Here. response:	Let's see, Unlock was...
context: An explosion?\Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand.\Fine.\Here.\Let's see, Unlock was... response:	Whatever.
context: Let's go, Saito!\No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand.\Fine.\Here.\Let's see, Unlock was...\Whatever. response:	Blowing up the door, eh?
context: No, Colbert-sensei told us to stay here.\I'm worried because he isn't coming back!\Give me back my wand.\Fine.\Here.\Let's see, Unlock was...\Whatever.\Blowing up the door, eh? response:	It opened, so what's the big deal?
context: I'm worried because he isn't coming back!\Give me back my wand.\Fine.\Here.\Let's see, Unlock was...\Whatever.\Blowing up the door, eh?\It opened, so what's the big deal? response:	Let's go.
context: Give me back my wand.\Fine.\Here.\Let's see, Unlock was...\Whatever.\Blowing up the door, eh?\It opened, so what's the big deal?\Let's go. response:	Okay, okay, Master.
context: Fine.\Here.\Let's see, Unlock was...\Whatever.\Blowing up the door, eh?\It opened, so what's the big deal?\Let's go.\Okay, okay, Master. response:	What a cheap tactic.
context: Here.\Let's see, Unlock was...\Whatever.\Blowing up the door, eh?\It opened, so what's the big deal?\Let's go.\Okay, okay, Master.\What a cheap tactic. response:	Henrietta's Musketeer Force!
context: Let's see, Unlock was...\Whatever.\Blowing up the door, eh?\It opened, so what's the big deal?\Let's go.\Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force! response:	Stop this futile resistance!
context: Whatever.\Blowing up the door, eh?\It opened, so what's the big deal?\Let's go.\Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance! response:	Only an academy of magic?!
context: Blowing up the door, eh?\It opened, so what's the big deal?\Let's go.\Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?! response:	Then why is your Musketeer Force stationed here?
context: It opened, so what's the big deal?\Let's go.\Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here? response:	To Tristain, this is a treasure chest filled with people of Tristain's future.
context: Let's go.\Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future. response:	Right?
context: Okay, okay, Master.\What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right? response:	Maybe I'll kill one person to test that.
context: What a cheap tactic.\Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that. response:	Who should it be?
context: Henrietta's Musketeer Force!\Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that.\Who should it be? response:	You first.
context: Stop this futile resistance!\Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that.\Who should it be?\You first. response:	I'll show them that we're serious.
context: Only an academy of magic?!\Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that.\Who should it be?\You first.\I'll show them that we're serious. response:	Stop it!
context: Then why is your Musketeer Force stationed here?\To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that.\Who should it be?\You first.\I'll show them that we're serious.\Stop it! response:	Agnes!
context: To Tristain, this is a treasure chest filled with people of Tristain's future.\Right?\Maybe I'll kill one person to test that.\Who should it be?\You first.\I'll show them that we're serious.\Stop it!\Agnes! response:	So she's the captain?
context: Right?\Maybe I'll kill one person to test that.\Who should it be?\You first.\I'll show them that we're serious.\Stop it!\Agnes!\So she's the captain? response:	How foolish.
context: Maybe I'll kill one person to test that.\Who should it be?\You first.\I'll show them that we're serious.\Stop it!\Agnes!\So she's the captain?\How foolish. response:	You think you can beat me?
context: Who should it be?\You first.\I'll show them that we're serious.\Stop it!\Agnes!\So she's the captain?\How foolish.\You think you can beat me? response:	I will not lose to a coward who takes hostages!
context: You first.\I'll show them that we're serious.\Stop it!\Agnes!\So she's the captain?\How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages! response:	Personally, I don't like taking hostages.
context: I'll show them that we're serious.\Stop it!\Agnes!\So she's the captain?\How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages. response:	Rather than going through the trouble, I'd burn everything.
context: Stop it!\Agnes!\So she's the captain?\How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything. response:	What?
context: Agnes!\So she's the captain?\How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What? response:	I burned an entire village once before.
context: So she's the captain?\How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before. response:	The sight of the fire engulfing everything was breathtaking!
context: How foolish.\You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking! response:	That's what's great about war.
context: You think you can beat me?\I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war. response:	You're...
context: I will not lose to a coward who takes hostages!\Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're... response:	You're the...
context: Personally, I don't like taking hostages.\Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're...\You're the... response:	You're the one who...
context: Rather than going through the trouble, I'd burn everything.\What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're...\You're the...\You're the one who... response:	It was you!
context: What?\I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're...\You're the...\You're the one who...\It was you! response:	They must be from Albion.
context: I burned an entire village once before.\The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're...\You're the...\You're the one who...\It was you!\They must be from Albion. response:	Damn it, they took hostages.
context: The sight of the fire engulfing everything was breathtaking!\That's what's great about war.\You're...\You're the...\You're the one who...\It was you!\They must be from Albion.\Damn it, they took hostages. response:	Those cowards!
context: That's what's great about war.\You're...\You're the...\You're the one who...\It was you!\They must be from Albion.\Damn it, they took hostages.\Those cowards! response:	Yup, cowardly and unmerciful guys.
context: You're...\You're the...\You're the one who...\It was you!\They must be from Albion.\Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys. response:	You guys sure took your time to show up, Valliere and Saito.
context: You're the...\You're the one who...\It was you!\They must be from Albion.\Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys.\You guys sure took your time to show up, Valliere and Saito. response:	Kirche, Tabitha...
context: You're the one who...\It was you!\They must be from Albion.\Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys.\You guys sure took your time to show up, Valliere and Saito.\Kirche, Tabitha... response:	Oh, you're a survivor of that village?
context: It was you!\They must be from Albion.\Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys.\You guys sure took your time to show up, Valliere and Saito.\Kirche, Tabitha...\Oh, you're a survivor of that village? response:	You're one person I'll never forgive!
context: They must be from Albion.\Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys.\You guys sure took your time to show up, Valliere and Saito.\Kirche, Tabitha...\Oh, you're a survivor of that village?\You're one person I'll never forgive! response:	Die!
context: Damn it, they took hostages.\Those cowards!\Yup, cowardly and unmerciful guys.\You guys sure took your time to show up, Valliere and Saito.\Kirche, Tabitha...\Oh, you're a survivor of that village?\You're one person I'll never forgive!\Die! response:	Looks like you're more skilled with swords than myself.
