context: It's alright. response:	So...
context: When it comes to mobility I'm better than him...\If I breach him even once, he won't be able to keep up.\I won't let you pass!\Two attacks at my feet?\As I thought, he's targeting my speed this way!\Immortal!\In that case...\Let's go! response:	Soul Resonance, Execution Mode!
context: If I breach him even once, he won't be able to keep up.\I won't let you pass!\Two attacks at my feet?\As I thought, he's targeting my speed this way!\Immortal!\In that case...\Let's go!\Soul Resonance, Execution Mode! response:	Soul Resonance, Execution Mode!
context: I won't let you pass!\Two attacks at my feet?\As I thought, he's targeting my speed this way!\Immortal!\In that case...\Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode! response:	Resonance ratio stable.
context: Two attacks at my feet?\As I thought, he's targeting my speed this way!\Immortal!\In that case...\Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable. response:	Noise 1.8.
context: As I thought, he's targeting my speed this way!\Immortal!\In that case...\Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8. response:	Feed back in 4...
context: Immortal!\In that case...\Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8.\Feed back in 4... response:	We're ready.
context: In that case...\Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8.\Feed back in 4...\We're ready. response:	Death Cannon!
context: Let's go!\Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8.\Feed back in 4...\We're ready.\Death Cannon! response:	This should at least...
context: Soul Resonance, Execution Mode!\Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8.\Feed back in 4...\We're ready.\Death Cannon!\This should at least... response:	What? Death Cannon didn't slow him down?!
context: Soul Resonance, Execution Mode!\Resonance ratio stable.\Noise 1.8.\Feed back in 4...\We're ready.\Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?! response:	At this range, this is bad!
context: Resonance ratio stable.\Noise 1.8.\Feed back in 4...\We're ready.\Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad! response:	Liz, Patty. It's coming! Don't go easy.
context: Noise 1.8.\Feed back in 4...\We're ready.\Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy. response:	Alright, I got it.
context: Feed back in 4...\We're ready.\Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it. response:	Hey, Kid-kun.
context: We're ready.\Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun. response:	What's coming?
context: Death Cannon!\This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun.\What's coming? response:	I also wanna know.
context: This should at least...\What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun.\What's coming?\I also wanna know. response:	This soul response...
context: What? Death Cannon didn't slow him down?!\At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun.\What's coming?\I also wanna know.\This soul response... response:	Without a doubt...
context: At this range, this is bad!\Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun.\What's coming?\I also wanna know.\This soul response...\Without a doubt... response:	It's Tagut-tan!
context: Liz, Patty. It's coming! Don't go easy.\Alright, I got it.\Hey, Kid-kun.\What's coming?\I also wanna know.\This soul response...\Without a doubt...\It's Tagut-tan! response:	Tagut-tan?!
context: Alright, I got it.\Hey, Kid-kun.\What's coming?\I also wanna know.\This soul response...\Without a doubt...\It's Tagut-tan!\Tagut-tan?! response:	Eh?
context: Hey, Kid-kun.\What's coming?\I also wanna know.\This soul response...\Without a doubt...\It's Tagut-tan!\Tagut-tan?!\Eh? response:	Who's he?
context: What's coming?\I also wanna know.\This soul response...\Without a doubt...\It's Tagut-tan!\Tagut-tan?!\Eh?\Who's he? response:	Tagut-tan is...
context: I also wanna know.\This soul response...\Without a doubt...\It's Tagut-tan!\Tagut-tan?!\Eh?\Who's he?\Tagut-tan is... response:	Sazakuya's...
context: This soul response...\Without a doubt...\It's Tagut-tan!\Tagut-tan?!\Eh?\Who's he?\Tagut-tan is...\Sazakuya's... response:	Sazakuya's?
context: Without a doubt...\It's Tagut-tan!\Tagut-tan?!\Eh?\Who's he?\Tagut-tan is...\Sazakuya's...\Sazakuya's? response:	Night Emperor.
context: It's Tagut-tan!\Tagut-tan?!\Eh?\Who's he?\Tagut-tan is...\Sazakuya's...\Sazakuya's?\Night Emperor. response:	Immortality!
context: Tagut-tan?!\Eh?\Who's he?\Tagut-tan is...\Sazakuya's...\Sazakuya's?\Night Emperor.\Immortality! response:	At this range, this is bad!
context: Eh?\Who's he?\Tagut-tan is...\Sazakuya's...\Sazakuya's?\Night Emperor.\Immortality!\At this range, this is bad! response:	I must regain distance immediately.
context: Who's he?\Tagut-tan is...\Sazakuya's...\Sazakuya's?\Night Emperor.\Immortality!\At this range, this is bad!\I must regain distance immediately. response:	As I thought.
context: Tagut-tan is...\Sazakuya's...\Sazakuya's?\Night Emperor.\Immortality!\At this range, this is bad!\I must regain distance immediately.\As I thought. response:	He won't come at me recklessly.
context: Sazakuya's...\Sazakuya's?\Night Emperor.\Immortality!\At this range, this is bad!\I must regain distance immediately.\As I thought.\He won't come at me recklessly. response:	If he gets close for an attack,
context: Sazakuya's?\Night Emperor.\Immortality!\At this range, this is bad!\I must regain distance immediately.\As I thought.\He won't come at me recklessly.\If he gets close for an attack, response:	Think...
context: Night Emperor.\Immortality!\At this range, this is bad!\I must regain distance immediately.\As I thought.\He won't come at me recklessly.\If he gets close for an attack,\Think... response:	Something to connect together...
context: Immortality!\At this range, this is bad!\I must regain distance immediately.\As I thought.\He won't come at me recklessly.\If he gets close for an attack,\Think...\Something to connect together... response:	Think...
context: At this range, this is bad!\I must regain distance immediately.\As I thought.\He won't come at me recklessly.\If he gets close for an attack,\Think...\Something to connect together...\Think... response:	Alright, it connected!
context: I must regain distance immediately.\As I thought.\He won't come at me recklessly.\If he gets close for an attack,\Think...\Something to connect together...\Think...\Alright, it connected! response:	That pillar and this pillar were once a single pillar!
context: As I thought.\He won't come at me recklessly.\If he gets close for an attack,\Think...\Something to connect together...\Think...\Alright, it connected!\That pillar and this pillar were once a single pillar! response:	And it fell down there.
context: He won't come at me recklessly.\If he gets close for an attack,\Think...\Something to connect together...\Think...\Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there. response:	That way they connect nicely!
context: If he gets close for an attack,\Think...\Something to connect together...\Think...\Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely! response:	It's not that! It's not that I was thinking about that...
context: Think...\Something to connect together...\Think...\Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that... response:	Well, it was actually bothering me though...
context: Something to connect together...\Think...\Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though... response:	It's okay, Kid! Focus!
context: Think...\Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus! response:	If it's doing puzzles, I'll join you.
context: Alright, it connected!\That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you. response:	I just love them!
context: That pillar and this pillar were once a single pillar!\And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them! response:	Making a fool of me...
context: And it fell down there.\That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me... response:	Dammit, where's the arm that fell from that statue?
context: That way they connect nicely!\It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue? response:	What absurdity! That elephant, the trunk is missing.
context: It's not that! It's not that I was thinking about that...\Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing. response:	Shut up! It's irrelevant!
context: Well, it was actually bothering me though...\It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant! response:	It's no use... no... stop...
context: It's okay, Kid! Focus!\If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop... response:	It's no use... no... stop...
context: If it's doing puzzles, I'll join you.\I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop... response:	It's no use... no... stop...
context: I just love them!\Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop... response:	That pillar, could it fit that way?
context: Making a fool of me...\Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way? response:	Kid!
context: Dammit, where's the arm that fell from that statue?\What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way?\Kid! response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: What absurdity! That elephant, the trunk is missing.\Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: Shut up! It's irrelevant!\It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: It's no use... no... stop...\It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: It's no use... no... stop...\It's no use... no... stop...\That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: It's no use... no... stop...\That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: That pillar, could it fit that way?\Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: Kid!\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	Pillar, elephant, trunk, left, below, above, right, nose...
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose... response:	This is bad, even though he's inside a place like this, he was doing a great job.
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job. response:	At this rate, he'll lose his mind and end up being driven by madness.
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness. response:	Oh no. He started scratching his head, he's started thinking!
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking! response:	Sis...
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis... response:	We have to do something!
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something! response:	What should we do? We have to fix the atmosphere!
context: Pillar, elephant, trunk, left, below, above, right, nose...\Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something!\What should we do? We have to fix the atmosphere! response:	We're late.
context: Pillar, elephant, trunk, left, below, above, right, nose...\This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something!\What should we do? We have to fix the atmosphere!\We're late. response:	I caught up!
context: This is bad, even though he's inside a place like this, he was doing a great job.\At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something!\What should we do? We have to fix the atmosphere!\We're late.\I caught up! response:	It's our... no, it's my victory!
context: At this rate, he'll lose his mind and end up being driven by madness.\Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something!\What should we do? We have to fix the atmosphere!\We're late.\I caught up!\It's our... no, it's my victory! response:	It's a pity but there'll be no Kishin resurrection!
context: Oh no. He started scratching his head, he's started thinking!\Sis...\We have to do something!\What should we do? We have to fix the atmosphere!\We're late.\I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection! response:	Idiot, the one who has the black blood is further ahead!
context: Sis...\We have to do something!\What should we do? We have to fix the atmosphere!\We're late.\I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead! response:	Say what? That's bad!
context: We have to do something!\What should we do? We have to fix the atmosphere!\We're late.\I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad! response:	Then what are you doing in a place like this?
context: What should we do? We have to fix the atmosphere!\We're late.\I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this? response:	Woah, who are you?
context: We're late.\I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you? response:	Nice, Black Star!
context: I caught up!\It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star! response:	This way we can get Kid's attention on the Werewolf.
context: It's our... no, it's my victory!\It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf. response:	Kid, look!
context: It's a pity but there'll be no Kishin resurrection!\Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look! response:	That guy is only wearing that ball on his left foot.
context: Idiot, the one who has the black blood is further ahead!\Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot. response:	You're right...
context: Say what? That's bad!\Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot.\You're right... response:	It's disgusting!
context: Then what are you doing in a place like this?\Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot.\You're right...\It's disgusting! response:	Yes!
context: Woah, who are you?\Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot.\You're right...\It's disgusting!\Yes! response:	Oi, you! I don't forgive anyone who stands in my way!
context: Nice, Black Star!\This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot.\You're right...\It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way! response:	Let's do it, Tsubaki!
context: This way we can get Kid's attention on the Werewolf.\Kid, look!\That guy is only wearing that ball on his left foot.\You're right...\It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki! response:	Yes.
context: Kid, look!\That guy is only wearing that ball on his left foot.\You're right...\It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes. response:	I'll support you.
context: That guy is only wearing that ball on his left foot.\You're right...\It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes.\I'll support you. response:	Come at me hard!
context: You're right...\It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes.\I'll support you.\Come at me hard! response:	The problem is this other kid...
context: It's disgusting!\Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes.\I'll support you.\Come at me hard!\The problem is this other kid... response:	Let's go!
context: Yes!\Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes.\I'll support you.\Come at me hard!\The problem is this other kid...\Let's go! response:	Speed Star!
context: Oi, you! I don't forgive anyone who stands in my way!\Let's do it, Tsubaki!\Yes.\I'll support you.\Come at me hard!\The problem is this other kid...\Let's go!\Speed Star! response:	He's fast!
context: Let's do it, Tsubaki!\Yes.\I'll support you.\Come at me hard!\The problem is this other kid...\Let's go!\Speed Star!\He's fast! response:	From above?
context: Yes.\I'll support you.\Come at me hard!\The problem is this other kid...\Let's go!\Speed Star!\He's fast!\From above? response:	Crap!
context: I'll support you.\Come at me hard!\The problem is this other kid...\Let's go!\Speed Star!\He's fast!\From above?\Crap! response:	Immortality?
context: Come at me hard!\The problem is this other kid...\Let's go!\Speed Star!\He's fast!\From above?\Crap!\Immortality? response:	I'm not done!
context: The problem is this other kid...\Let's go!\Speed Star!\He's fast!\From above?\Crap!\Immortality?\I'm not done! response:	What's wrong with this Kid? Is he joking?
context: Let's go!\Speed Star!\He's fast!\From above?\Crap!\Immortality?\I'm not done!\What's wrong with this Kid? Is he joking? response:	It's weird, this physical unease...
context: Speed Star!\He's fast!\From above?\Crap!\Immortality?\I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease... response:	He didn't try to avoid my attacks.
context: He's fast!\From above?\Crap!\Immortality?\I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks. response:	Why is he frantically avoiding Black Star if he's immortal?
context: From above?\Crap!\Immortality?\I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal? response:	Why?
context: Crap!\Immortality?\I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why? response:	That's it!
context: Immortality?\I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it! response:	I see, I get it now.
context: I'm not done!\What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it!\I see, I get it now. response:	Oi!
context: What's wrong with this Kid? Is he joking?\It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it!\I see, I get it now.\Oi! response:	What's wrong? I'll tear you into pieces!
context: It's weird, this physical unease...\He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it!\I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces! response:	I like the number eight.
context: He didn't try to avoid my attacks.\Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it!\I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces!\I like the number eight. response:	If you can do it, go ahead and try.
context: Why is he frantically avoiding Black Star if he's immortal?\Why?\That's it!\I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try. response:	However...
context: Why?\That's it!\I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try.\However... response:	The you that stands before me can't do it, right?
context: That's it!\I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right? response:	Seems this is as far as it gets...
context: I see, I get it now.\Oi!\What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right?\Seems this is as far as it gets... response:	Oi!
context: Oi!\What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi! response:	Woah!
context: What's wrong? I'll tear you into pieces!\I like the number eight.\If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi!\Woah! response:	Devil Eye... this is your magic?
context: I like the number eight.\If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi!\Woah!\Devil Eye... this is your magic? response:	Yes.
context: If you can do it, go ahead and try.\However...\The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi!\Woah!\Devil Eye... this is your magic?\Yes. response:	Spatial Magic.
context: However...\The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi!\Woah!\Devil Eye... this is your magic?\Yes.\Spatial Magic. response:	Warding Vision.
context: The you that stands before me can't do it, right?\Seems this is as far as it gets...\Oi!\Woah!\Devil Eye... this is your magic?\Yes.\Spatial Magic.\Warding Vision. response:	It's a magic that projects a live feed of my body.
context: Seems this is as far as it gets...\Oi!\Woah!\Devil Eye... this is your magic?\Yes.\Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body. response:	Making a mess on my tadpole's head...
context: Oi!\Woah!\Devil Eye... this is your magic?\Yes.\Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head... response:	I'll never forgive you!
context: Woah!\Devil Eye... this is your magic?\Yes.\Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you! response:	It can't helped, right?
context: Devil Eye... this is your magic?\Yes.\Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right? response:	If I didn't do this we wouldn't move ahead.
context: Yes.\Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead. response:	How did you figure it out?
context: Spatial Magic.\Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out? response:	You didn't try to evade my shots...
context: Warding Vision.\It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out?\You didn't try to evade my shots... response:	But you didn't want to be hit by Black Star's attacks.
context: It's a magic that projects a live feed of my body.\Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out?\You didn't try to evade my shots...\But you didn't want to be hit by Black Star's attacks. response:	If you'd really be hit, we'd find out that it's not a real body, right?
context: Making a mess on my tadpole's head...\I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out?\You didn't try to evade my shots...\But you didn't want to be hit by Black Star's attacks.\If you'd really be hit, we'd find out that it's not a real body, right? response:	The first attack was shot from behind the image right?
context: I'll never forgive you!\It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out?\You didn't try to evade my shots...\But you didn't want to be hit by Black Star's attacks.\If you'd really be hit, we'd find out that it's not a real body, right?\The first attack was shot from behind the image right? response:	That was to make us believe the image was real.
context: It can't helped, right?\If I didn't do this we wouldn't move ahead.\How did you figure it out?\You didn't try to evade my shots...\But you didn't want to be hit by Black Star's attacks.\If you'd really be hit, we'd find out that it's not a real body, right?\The first attack was shot from behind the image right?\That was to make us believe the image was real. response:	Besides, since I was afraid of your immortal body, I stuck to long ranged attacks.
