context: Soccer Tournament Go, 1-6! response:	Okay! Go, class 3!
context: Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind. response:	I want to attend the same college as you!
context: If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you! response:	The same college...
context: Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college... response:	Then I can watch you being badass all the time.
context: I don't know.\I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time. response:	Oh, but Rinko's pretty good at school.
context: I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school. response:	Yamato, you don't need to change what college you want attend.
context: What about you, Yamato?\I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend. response:	Huh? But...
context: I've been considering Murasakifuji University,\but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But... response:	I just have to study.
context: but if you're going to college, maybe I'll change my mind.\I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study. response:	I'll study to catch up with you,
context: I want to attend the same college as you!\The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study.\I'll study to catch up with you, response:	and then we'll go to the same college together!
context: The same college...\Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together! response:	Takeo-kun...
context: Then I can watch you being badass all the time.\Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun... response:	Don't worry!
context: Oh, but Rinko's pretty good at school.\Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun...\Don't worry! response:	You can count on me!
context: Yamato, you don't need to change what college you want attend.\Huh? But...\I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun...\Don't worry!\You can count on me! response:	There are still more than two years till entrance exams.
context: Huh? But...\I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun...\Don't worry!\You can count on me!\There are still more than two years till entrance exams. response:	I'll make it work somehow!
context: I just have to study.\I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun...\Don't worry!\You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow! response:	Takeo-kun...
context: I'll study to catch up with you,\and then we'll go to the same college together!\Takeo-kun...\Don't worry!\You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun... response:	All right!
context: and then we'll go to the same college together!\Takeo-kun...\Don't worry!\You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun...\All right! response:	From now on, I'm going to study every day!
context: Takeo-kun...\Don't worry!\You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun...\All right!\From now on, I'm going to study every day! response:	I want to attend the same college as you!
context: Don't worry!\You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun...\All right!\From now on, I'm going to study every day!\I want to attend the same college as you! response:	World History Math I Japanese History
context: You can count on me!\There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun...\All right!\From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History response:	All right!
context: There are still more than two years till entrance exams.\I'll make it work somehow!\Takeo-kun...\All right!\From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History\All right! response:	Certain Victory
context: I'll make it work somehow!\Takeo-kun...\All right!\From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History\All right!\Certain Victory response:	Suna!
context: Takeo-kun...\All right!\From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History\All right!\Certain Victory\Suna! response:	I have a favor to ask!
context: All right!\From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History\All right!\Certain Victory\Suna!\I have a favor to ask! response:	I don't have anyone else to ask!
context: From now on, I'm going to study every day!\I want to attend the same college as you!\World History Math I Japanese History\All right!\Certain Victory\Suna!\I have a favor to ask!\I don't have anyone else to ask! response:	What?
context: I want to attend the same college as you!\World History Math I Japanese History\All right!\Certain Victory\Suna!\I have a favor to ask!\I don't have anyone else to ask!\What? response:	Help me get into Murasakifuji University!
context: World History Math I Japanese History\All right!\Certain Victory\Suna!\I have a favor to ask!\I don't have anyone else to ask!\What?\Help me get into Murasakifuji University! response:	Huh?
context: All right!\Certain Victory\Suna!\I have a favor to ask!\I don't have anyone else to ask!\What?\Help me get into Murasakifuji University!\Huh? response:	Please!
context: Certain Victory\Suna!\I have a favor to ask!\I don't have anyone else to ask!\What?\Help me get into Murasakifuji University!\Huh?\Please! response:	Well, I'm glad it's a perfectly respectable request,
context: Suna!\I have a favor to ask!\I don't have anyone else to ask!\What?\Help me get into Murasakifuji University!\Huh?\Please!\Well, I'm glad it's a perfectly respectable request, response:	but you'll never get into Murasakifuji University.
context: I have a favor to ask!\I don't have anyone else to ask!\What?\Help me get into Murasakifuji University!\Huh?\Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University. response:	I see...
context: I don't have anyone else to ask!\What?\Help me get into Murasakifuji University!\Huh?\Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see... response:	I've only ever studied right before exams in my life, after all...
context: What?\Help me get into Murasakifuji University!\Huh?\Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all... response:	You didn't study much right before exams, either.
context: Help me get into Murasakifuji University!\Huh?\Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either. response:	Why Murasakifuji University?
context: Huh?\Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University? response:	That's where Yamato wants to go.
context: Please!\Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go. response:	Oh...
context: Well, I'm glad it's a perfectly respectable request,\but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go.\Oh... response:	I thought she'd go to some cooking school or something, for baking.
context: but you'll never get into Murasakifuji University.\I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking. response:	But she was saying how she'll change her college picks to match me.
context: I see...\I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me. response:	Ah...
context: I've only ever studied right before exams in my life, after all...\You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah... response:	She said she wanted to attend the same college as me.
context: You didn't study much right before exams, either.\Why Murasakifuji University?\That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me. response:	If there's anything I can do,
context: Why Murasakifuji University?\That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me.\If there's anything I can do, response:	I want to do it, you know?
context: That's where Yamato wants to go.\Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know? response:	Yeah, okay.
context: Oh...\I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know?\Yeah, okay. response:	Want to try English first, then?
context: I thought she'd go to some cooking school or something, for baking.\But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know?\Yeah, okay.\Want to try English first, then? response:	Whether you pick humanities or the sciences, you'll need good English grades.
context: But she was saying how she'll change her college picks to match me.\Ah...\She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know?\Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades. response:	Sorry, Suna!
context: Ah...\She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know?\Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna! response:	No... It's all good.
context: She said she wanted to attend the same college as me.\If there's anything I can do,\I want to do it, you know?\Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good. response:	Okay, let's see how much vocab you know.
context: If there's anything I can do,\I want to do it, you know?\Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know. response:	Right, come at me!
context: I want to do it, you know?\Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me! response:	What does get mean?
context: Yeah, okay.\Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me!\What does get mean? response:	Like this!
context: Want to try English first, then?\Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me!\What does get mean?\Like this! response:	I guess that's about right.
context: Whether you pick humanities or the sciences, you'll need good English grades.\Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me!\What does get mean?\Like this!\I guess that's about right. response:	Yeah!
context: Sorry, Suna!\No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me!\What does get mean?\Like this!\I guess that's about right.\Yeah! response:	What about escape?
context: No... It's all good.\Okay, let's see how much vocab you know.\Right, come at me!\What does get mean?\Like this!\I guess that's about right.\Yeah!\What about escape? response:	Like this!
context: Okay, let's see how much vocab you know.\Right, come at me!\What does get mean?\Like this!\I guess that's about right.\Yeah!\What about escape?\Like this! response:	Yeah, okay.
context: Right, come at me!\What does get mean?\Like this!\I guess that's about right.\Yeah!\What about escape?\Like this!\Yeah, okay. response:	Forget?
context: What does get mean?\Like this!\I guess that's about right.\Yeah!\What about escape?\Like this!\Yeah, okay.\Forget? response:	Like this...
context: Like this!\I guess that's about right.\Yeah!\What about escape?\Like this!\Yeah, okay.\Forget?\Like this... response:	Yeah, you're right...
context: I guess that's about right.\Yeah!\What about escape?\Like this!\Yeah, okay.\Forget?\Like this...\Yeah, you're right... response:	Oh, it's Yamato.
context: Yeah!\What about escape?\Like this!\Yeah, okay.\Forget?\Like this...\Yeah, you're right...\Oh, it's Yamato. response:	Takeo-kun, even if Murasakifuji University isn't an option,
context: What about escape?\Like this!\Yeah, okay.\Forget?\Like this...\Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option, response:	Aobeni University and Maccha University are close by.
context: Like this!\Yeah, okay.\Forget?\Like this...\Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by. response:	I'm looking at private universities strong in the humanities.
context: Yeah, okay.\Forget?\Like this...\Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities. response:	There's a benchmark exam coming up.
context: Forget?\Like this...\Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up. response:	I wasn't thinking of taking it,
context: Like this...\Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it, response:	but I will if you will.
context: Yeah, you're right...\Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will. response:	Want to try it together?
context: Oh, it's Yamato.\Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will.\Want to try it together? response:	What about Aobeni and Maccha?
context: Takeo-kun, even if Murasakifuji University isn't an option,\Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will.\Want to try it together?\What about Aobeni and Maccha? response:	They won't be easy, but they're more realistic targets than Murasakifuji.
context: Aobeni University and Maccha University are close by.\I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will.\Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji. response:	Murasakifuji's the hardest one.
context: I'm looking at private universities strong in the humanities.\There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will.\Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one. response:	I see...
context: There's a benchmark exam coming up.\I wasn't thinking of taking it,\but I will if you will.\Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see... response:	I'm gonna gun for Murasakifuji!
context: I wasn't thinking of taking it,\but I will if you will.\Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji! response:	Okay, well, just try your best.
context: but I will if you will.\Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best. response:	A benchmark exam, huh?
context: Want to try it together?\What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh? response:	For now, let's aim for that.
context: What about Aobeni and Maccha?\They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that. response:	Okay!
context: They won't be easy, but they're more realistic targets than Murasakifuji.\Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that.\Okay! response:	Takeo,
context: Murasakifuji's the hardest one.\I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that.\Okay!\Takeo, response:	you're too loud.
context: I see...\I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that.\Okay!\Takeo,\you're too loud. response:	Let's have fun!
context: I'm gonna gun for Murasakifuji!\Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that.\Okay!\Takeo,\you're too loud.\Let's have fun! response:	Shh...
context: Okay, well, just try your best.\A benchmark exam, huh?\For now, let's aim for that.\Okay!\Takeo,\you're too loud.\Let's have fun!\Shh... response:	Huh?
context: A benchmark exam, huh?\For now, let's aim for that.\Okay!\Takeo,\you're too loud.\Let's have fun!\Shh...\Huh? response:	Takeo's studying?
context: For now, let's aim for that.\Okay!\Takeo,\you're too loud.\Let's have fun!\Shh...\Huh?\Takeo's studying? response:	Suna, it isn't looking good.
context: Okay!\Takeo,\you're too loud.\Let's have fun!\Shh...\Huh?\Takeo's studying?\Suna, it isn't looking good. response:	I can't see my enemy's face at all...
context: Takeo,\you're too loud.\Let's have fun!\Shh...\Huh?\Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all... response:	Imaginary Enemy The Benchmark Exam
context: you're too loud.\Let's have fun!\Shh...\Huh?\Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam response:	I'm trying to throw him,
context: Let's have fun!\Shh...\Huh?\Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him, response:	but he won't even let me get a decent grip...
context: Shh...\Huh?\Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip... response:	You can get a decent grip, Takeo.
context: Huh?\Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo. response:	You have to face him first.
context: Takeo's studying?\Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first. response:	How many do I have to face?
context: Suna, it isn't looking good.\I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face? response:	Suna, want to come over today?
context: I can't see my enemy's face at all...\Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face?\Suna, want to come over today? response:	If I start having a crisis, say Yamato.
context: Imaginary Enemy The Benchmark Exam\I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato. response:	Gouda!!
context: I'm trying to throw him,\but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!! response:	Thank you.
context: but he won't even let me get a decent grip...\You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!!\Thank you. response:	Yamato-san.
context: You can get a decent grip, Takeo.\You have to face him first.\How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!!\Thank you.\Yamato-san. response:	Muoh...
context: You have to face him first.\How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!!\Thank you.\Yamato-san.\Muoh... response:	Yamato-san.
context: How many do I have to face?\Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!!\Thank you.\Yamato-san.\Muoh...\Yamato-san. response:	Ku...
context: Suna, want to come over today?\If I start having a crisis, say Yamato.\Gouda!!\Thank you.\Yamato-san.\Muoh...\Yamato-san.\Ku... response:	Yamato-san.
context: If I start having a crisis, say Yamato.\Gouda!!\Thank you.\Yamato-san.\Muoh...\Yamato-san.\Ku...\Yamato-san. response:	Grrr...
context: Gouda!!\Thank you.\Yamato-san.\Muoh...\Yamato-san.\Ku...\Yamato-san.\Grrr... response:	Yamato-san.
context: Thank you.\Yamato-san.\Muoh...\Yamato-san.\Ku...\Yamato-san.\Grrr...\Yamato-san. response:	Coming!
context: Yamato-san.\Muoh...\Yamato-san.\Ku...\Yamato-san.\Grrr...\Yamato-san.\Coming! response:	Math I is a formidable foe...
context: Muoh...\Yamato-san.\Ku...\Yamato-san.\Grrr...\Yamato-san.\Coming!\Math I is a formidable foe... response:	Fierce
context: Yamato-san.\Ku...\Yamato-san.\Grrr...\Yamato-san.\Coming!\Math I is a formidable foe...\Fierce response:	This might be your limit.
context: Ku...\Yamato-san.\Grrr...\Yamato-san.\Coming!\Math I is a formidable foe...\Fierce\This might be your limit. response:	I can keep going!
context: Yamato-san.\Grrr...\Yamato-san.\Coming!\Math I is a formidable foe...\Fierce\This might be your limit.\I can keep going! response:	Sorry to bother you.
context: Grrr...\Yamato-san.\Coming!\Math I is a formidable foe...\Fierce\This might be your limit.\I can keep going!\Sorry to bother you. response:	Oh, not at all.
context: Yamato-san.\Coming!\Math I is a formidable foe...\Fierce\This might be your limit.\I can keep going!\Sorry to bother you.\Oh, not at all. response:	Take, you have a visitor.
context: Coming!\Math I is a formidable foe...\Fierce\This might be your limit.\I can keep going!\Sorry to bother you.\Oh, not at all.\Take, you have a visitor. response:	Hello.
context: Math I is a formidable foe...\Fierce\This might be your limit.\I can keep going!\Sorry to bother you.\Oh, not at all.\Take, you have a visitor.\Hello. response:	Yamato?
context: Fierce\This might be your limit.\I can keep going!\Sorry to bother you.\Oh, not at all.\Take, you have a visitor.\Hello.\Yamato? response:	Your text said that you'd be studying today,
context: This might be your limit.\I can keep going!\Sorry to bother you.\Oh, not at all.\Take, you have a visitor.\Hello.\Yamato?\Your text said that you'd be studying today, response:	so I made chocolate.
context: I can keep going!\Sorry to bother you.\Oh, not at all.\Take, you have a visitor.\Hello.\Yamato?\Your text said that you'd be studying today,\so I made chocolate. response:	Stare
context: Sorry to bother you.\Oh, not at all.\Take, you have a visitor.\Hello.\Yamato?\Your text said that you'd be studying today,\so I made chocolate.\Stare response:	I thought your brain would need sugar.
context: Oh, not at all.\Take, you have a visitor.\Hello.\Yamato?\Your text said that you'd be studying today,\so I made chocolate.\Stare\I thought your brain would need sugar. response:	Stare
context: Take, you have a visitor.\Hello.\Yamato?\Your text said that you'd be studying today,\so I made chocolate.\Stare\I thought your brain would need sugar.\Stare response:	Oh, I didn't actually make chocolate from cacao beans.
context: Hello.\Yamato?\Your text said that you'd be studying today,\so I made chocolate.\Stare\I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans. response:	I mean, I made chocolate, but I didn't make chocolate...
context: Yamato?\Your text said that you'd be studying today,\so I made chocolate.\Stare\I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate... response:	Um, I'm not sure what I'm getting at.
context: Your text said that you'd be studying today,\so I made chocolate.\Stare\I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at. response:	I'll prepare some tea.
context: so I made chocolate.\Stare\I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea. response:	Make yourself at home.
context: Stare\I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home. response:	Take, come help.
context: I thought your brain would need sugar.\Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home.\Take, come help. response:	Okay.
context: Stare\Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home.\Take, come help.\Okay. response:	Thank you.
context: Oh, I didn't actually make chocolate from cacao beans.\I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home.\Take, come help.\Okay.\Thank you. response:	Take...
context: I mean, I made chocolate, but I didn't make chocolate...\Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home.\Take, come help.\Okay.\Thank you.\Take... response:	Is she your girlfriend?
context: Um, I'm not sure what I'm getting at.\I'll prepare some tea.\Make yourself at home.\Take, come help.\Okay.\Thank you.\Take...\Is she your girlfriend? response:	She is.
context: I'll prepare some tea.\Make yourself at home.\Take, come help.\Okay.\Thank you.\Take...\Is she your girlfriend?\She is. response:	This tea is no good!
context: Make yourself at home.\Take, come help.\Okay.\Thank you.\Take...\Is she your girlfriend?\She is.\This tea is no good! response:	I'm going out to get some good tea.
context: Take, come help.\Okay.\Thank you.\Take...\Is she your girlfriend?\She is.\This tea is no good!\I'm going out to get some good tea. response:	You don't need help?
context: Okay.\Thank you.\Take...\Is she your girlfriend?\She is.\This tea is no good!\I'm going out to get some good tea.\You don't need help? response:	Of course not!
context: Thank you.\Take...\Is she your girlfriend?\She is.\This tea is no good!\I'm going out to get some good tea.\You don't need help?\Of course not! response:	Where's your mom?
context: Take...\Is she your girlfriend?\She is.\This tea is no good!\I'm going out to get some good tea.\You don't need help?\Of course not!\Where's your mom? response:	She went to buy some tea.
context: Is she your girlfriend?\She is.\This tea is no good!\I'm going out to get some good tea.\You don't need help?\Of course not!\Where's your mom?\She went to buy some tea. response:	Oh, no!
context: She is.\This tea is no good!\I'm going out to get some good tea.\You don't need help?\Of course not!\Where's your mom?\She went to buy some tea.\Oh, no! response:	I'm sorry to be a bother.
context: This tea is no good!\I'm going out to get some good tea.\You don't need help?\Of course not!\Where's your mom?\She went to buy some tea.\Oh, no!\I'm sorry to be a bother. response:	I didn't intend to come in.
context: I'm going out to get some good tea.\You don't need help?\Of course not!\Where's your mom?\She went to buy some tea.\Oh, no!\I'm sorry to be a bother.\I didn't intend to come in. response:	Oh, I got really nervous talking to your mom.
context: You don't need help?\Of course not!\Where's your mom?\She went to buy some tea.\Oh, no!\I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom. response:	I told her you were my girlfriend.
context: Of course not!\Where's your mom?\She went to buy some tea.\Oh, no!\I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend. response:	Huh? Oh, okay.
context: Where's your mom?\She went to buy some tea.\Oh, no!\I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay. response:	Was that okay?
context: She went to buy some tea.\Oh, no!\I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay? response:	Yeah, I'm glad.
context: Oh, no!\I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay?\Yeah, I'm glad. response:	I see...
