context: He moved! response:	Is he waking up?
context: I bet it still hurts. Why don't you just rest?\Ah well...\Me too!\You get back to work!\I broke my ribs too, you know.\Sup!\Morning, Rin.\Morning... response:	I almost panicked when there was no one in our usual classroom.
context: Ah well...\Me too!\You get back to work!\I broke my ribs too, you know.\Sup!\Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom. response:	We have to clean up the coal tar?
context: Me too!\You get back to work!\I broke my ribs too, you know.\Sup!\Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar? response:	Why do they make students to do the most tedious jobs?
context: You get back to work!\I broke my ribs too, you know.\Sup!\Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs? response:	I don't get a mop?
context: I broke my ribs too, you know.\Sup!\Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop? response:	Dunno, look if there's any left over there.
context: Sup!\Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there. response:	I'll go throw out the trash.
context: Morning, Rin.\Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash. response:	I'll help.
context: Morning...\I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help. response:	I can manage this.
context: I almost panicked when there was no one in our usual classroom.\We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help.\I can manage this. response:	Huh? Hey, wait!
context: We have to clean up the coal tar?\Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help.\I can manage this.\Huh? Hey, wait! response:	He's scared of you, because you're the child of a demon.
context: Why do they make students to do the most tedious jobs?\I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help.\I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon. response:	You're the son of Satan who butchered many Exorcists all around the world in just one night.
context: I don't get a mop?\Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help.\I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night. response:	Who knows when your true nature will make you lose control again?
context: Dunno, look if there's any left over there.\I'll go throw out the trash.\I'll help.\I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again? response:	Moriyama!
context: I'll go throw out the trash.\I'll help.\I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama! response:	Shiemi!
context: I'll help.\I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi! response:	They were piling up in the ceiling!
context: I can manage this.\Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi!\They were piling up in the ceiling! response:	Hold your breath!
context: Huh? Hey, wait!\He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi!\They were piling up in the ceiling!\Hold your breath! response:	If you breathe them in your lungs will rot!
context: He's scared of you, because you're the child of a demon.\You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi!\They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot! response:	Get away from her!
context: You're the son of Satan who butchered many Exorcists all around the world in just one night.\Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi!\They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot!\Get away from her! response:	Moriyama!
context: Who knows when your true nature will make you lose control again?\Moriyama!\Shiemi!\They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot!\Get away from her!\Moriyama! response:	Huh? It's not hot...?
context: Moriyama!\Shiemi!\They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot!\Get away from her!\Moriyama!\Huh? It's not hot...? response:	Stop! What are you doing?
context: Shiemi!\They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot!\Get away from her!\Moriyama!\Huh? It's not hot...?\Stop! What are you doing? response:	Do you want to burn her to death?
context: They were piling up in the ceiling!\Hold your breath!\If you breathe them in your lungs will rot!\Get away from her!\Moriyama!\Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death? response:	Huh?
context: Hold your breath!\If you breathe them in your lungs will rot!\Get away from her!\Moriyama!\Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death?\Huh? response:	Those blue flames can kill!
context: If you breathe them in your lungs will rot!\Get away from her!\Moriyama!\Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death?\Huh?\Those blue flames can kill! response:	My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...
context: Get away from her!\Moriyama!\Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death?\Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan... response:	Your old man!
context: Moriyama!\Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death?\Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man! response:	So their families were slaughtered too?
context: Huh? It's not hot...?\Stop! What are you doing?\Do you want to burn her to death?\Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too? response:	I don't give a damn about what the Vatican thinks of you,
context: Stop! What are you doing?\Do you want to burn her to death?\Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you, response:	but there's no way in hell we'd ever get along with you!
context: Do you want to burn her to death?\Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you! response:	If you hurt anyone close to me, I'm gonna kill you without hesitation!
context: Huh?\Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation! response:	I'm not Satan! Trust me!
context: Those blue flames can kill!\My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me! response:	That's enough.
context: My dad, Shima's oldest brother, and Konekomaru's parents were all killed by Satan...\Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough. response:	Yukio!
context: Your old man!\So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough.\Yukio! response:	Okumura will be having special training from today, so he's coming with me.
context: So their families were slaughtered too?\I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me. response:	The rest of you continue your work.
context: I don't give a damn about what the Vatican thinks of you,\but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work. response:	We're not done talking yet!
context: but there's no way in hell we'd ever get along with you!\If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet! response:	Rin...
context: If you hurt anyone close to me, I'm gonna kill you without hesitation!\I'm not Satan! Trust me!\That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet!\Rin... response:	Let go of me, you moley four-eyes!
context: I'm not Satan! Trust me!\That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet!\Rin...\Let go of me, you moley four-eyes! response:	Damn...
context: That's enough.\Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet!\Rin...\Let go of me, you moley four-eyes!\Damn... response:	Why do I have to take separate classes?
context: Yukio!\Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet!\Rin...\Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes? response:	You don't have any time to spare.
context: Okumura will be having special training from today, so he's coming with me.\The rest of you continue your work.\We're not done talking yet!\Rin...\Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes?\You don't have any time to spare. response:	Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.
context: The rest of you continue your work.\We're not done talking yet!\Rin...\Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams. response:	The hell is this? A batting center?
context: We're not done talking yet!\Rin...\Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center? response:	Set to beginner mode.
context: Rin...\Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode. response:	Are you listening at all?
context: Let go of me, you moley four-eyes!\Damn...\Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode.\Are you listening at all? response:	Your authorization exam is six months away and if you don't pass it...
context: Damn...\Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it... response:	I know, they'll kill me.
context: Why do I have to take separate classes?\You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me. response:	Begin training.
context: You don't have any time to spare.\Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training. response:	Don't worry. I could do it without special training too.
context: Get ready, because your training will start right away and I expect you to put all your energy into it until the exams.\The hell is this? A batting center?\Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too. response:	And I've gotten rid of plenty of demons so far!
context: The hell is this? A batting center?\Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far! response:	That was all thanks to your good luck.
context: Set to beginner mode.\Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck. response:	What?
context: Are you listening at all?\Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What? response:	You told Suguro to trust you.
context: Your authorization exam is six months away and if you don't pass it...\I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What?\You told Suguro to trust you. response:	So what?
context: I know, they'll kill me.\Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What?\You told Suguro to trust you.\So what? response:	You can earn his trust only by showing what you can do.
context: Begin training.\Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What?\You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do. response:	You have nothing to show, have you?
context: Don't worry. I could do it without special training too.\And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What?\You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you? response:	What?
context: And I've gotten rid of plenty of demons so far!\That was all thanks to your good luck.\What?\You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What? response:	It's just as the Scaredy Four-Eyes said!
context: That was all thanks to your good luck.\What?\You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said! response:	Shura?
context: What?\You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said!\Shura? response:	The hell are you wearing?
context: You told Suguro to trust you.\So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing? response:	I feel closer to nature like this!
context: So what?\You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing?\I feel closer to nature like this! response:	She just didn't change from her pajamas... Yeah, that's definitely it.
context: You can earn his trust only by showing what you can do.\You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it. response:	You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.
context: You have nothing to show, have you?\What?\It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood. response:	You managed so far because you've got a lot of potential in you,
context: What?\It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you, response:	but if you can't freely use the power you were born with,
context: It's just as the Scaredy Four-Eyes said!\Shura?\The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with, response:	you ain't gonna become Exorcist, not to mention Paladin.
context: Shura?\The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin. response:	What do you want me to do?
context: The hell are you wearing?\I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do? response:	Special training. Here.
context: I feel closer to nature like this!\She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here. response:	Huh? A candle?
context: She just didn't change from her pajamas... Yeah, that's definitely it.\You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here.\Huh? A candle? response:	Let's see... first line up three of those and light the ones to the sides at the same time.
context: You've got the blood of Satan in your veins, and I gotta say it's damn hot blood.\You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time. response:	Okay.
context: You managed so far because you've got a lot of potential in you,\but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay. response:	I told you to light them, not to torch them.
context: but if you can't freely use the power you were born with,\you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them. response:	Once more!
context: you ain't gonna become Exorcist, not to mention Paladin.\What do you want me to do?\Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them.\Once more! response:	Are you even trying?
context: What do you want me to do?\Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them.\Once more!\Are you even trying? response:	Nope, don't light the middle one.
context: Special training. Here.\Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them.\Once more!\Are you even trying?\Nope, don't light the middle one. response:	I said, at the same time.
context: Huh? A candle?\Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them.\Once more!\Are you even trying?\Nope, don't light the middle one.\I said, at the same time. response:	Don't you think you should start training seriously?
context: Let's see... first line up three of those and light the ones to the sides at the same time.\Okay.\I told you to light them, not to torch them.\Once more!\Are you even trying?\Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously? response:	It's difficult!
context: Okay.\I told you to light them, not to torch them.\Once more!\Are you even trying?\Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously?\It's difficult! response:	Anyway, do this three times every day, for one hour at a time.
context: I told you to light them, not to torch them.\Once more!\Are you even trying?\Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time. response:	Continue until you can do it while picking your nose.
context: Once more!\Are you even trying?\Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose. response:	Huh? Is this the special training? I'm not gonna use the sword?
context: Are you even trying?\Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword? response:	Do you know why you lost yourself in the fight against Amaimon?
context: Nope, don't light the middle one.\I said, at the same time.\Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon? response:	Nope.
context: I said, at the same time.\Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope. response:	Because you're afraid.
context: Don't you think you should start training seriously?\It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid. response:	That's why the flames take over.
context: It's difficult!\Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid.\That's why the flames take over. response:	Get used to the flames and build your confidence.
context: Anyway, do this three times every day, for one hour at a time.\Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence. response:	You'll train with the Demon-Slaying Blade after that.
context: Continue until you can do it while picking your nose.\Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that. response:	It pisses me off, but she's right...
context: Huh? Is this the special training? I'm not gonna use the sword?\Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right... response:	Okay, I get it!
context: Do you know why you lost yourself in the fight against Amaimon?\Nope.\Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it! response:	Do you really?
context: Nope.\Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it!\Do you really? response:	You look so constipated again.
context: Because you're afraid.\That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it!\Do you really?\You look so constipated again. response:	You'll get an ulcer if you're always so stressed.
context: That's why the flames take over.\Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it!\Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed. response:	And whose fault do you think that is?
context: Get used to the flames and build your confidence.\You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it!\Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is? response:	Now, come along with me, Yukio of the Scaredy Four-Eyes.
context: You'll train with the Demon-Slaying Blade after that.\It pisses me off, but she's right...\Okay, I get it!\Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes. response:	Don't wanna.
context: It pisses me off, but she's right...\Okay, I get it!\Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna. response:	That was too quick!
context: Okay, I get it!\Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick! response:	You're such a bore!
context: Do you really?\You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick!\You're such a bore! response:	Long ago we bet our lunches here.
context: You look so constipated again.\You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick!\You're such a bore!\Long ago we bet our lunches here. response:	Nyahoo 16 wins in a row! Nyahaha
context: You'll get an ulcer if you're always so stressed.\And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick!\You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha response:	Shura, you shouldn't go all out on a grade schooler!
context: And whose fault do you think that is?\Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick!\You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler! response:	I'm teaching him that fights are never easy!
context: Now, come along with me, Yukio of the Scaredy Four-Eyes.\Don't wanna.\That was too quick!\You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy! response:	Hey Scaredy-Eddy, tomorrow's lunch is your treat!
context: Don't wanna.\That was too quick!\You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat! response:	Don't give me foreign-sounding names like that!
context: That was too quick!\You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that! response:	You're too easy prey for her, Yukio.
context: You're such a bore!\Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio. response:	Dammit.
context: Long ago we bet our lunches here.\Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit. response:	Did you just say dammit? That's unusual.
context: Nyahoo 16 wins in a row! Nyahaha\Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual. response:	I hate her.
context: Shura, you shouldn't go all out on a grade schooler!\I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual.\I hate her. response:	She's so strong and yet she's always fooling around.
context: I'm teaching him that fights are never easy!\Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around. response:	I look stupid for taking it seriously!
context: Hey Scaredy-Eddy, tomorrow's lunch is your treat!\Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously! response:	Don't be so strict...
context: Don't give me foreign-sounding names like that!\You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict... response:	She could be thinking about a lot of things, even if it doesn't look like it.
context: You're too easy prey for her, Yukio.\Dammit.\Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it. response:	All right.
