context: Give it a rest. response:	You're the one who doesn't get it!
context: That's unpleasant.\Sakura!\Did you think you could defeat the Hollow Shadow without a plan?\My plans got skewed!\First you show up when no one asked you to, and now you're complaining?\No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?! response:	Who do you think enticed me into all that?!
context: Sakura!\Did you think you could defeat the Hollow Shadow without a plan?\My plans got skewed!\First you show up when no one asked you to, and now you're complaining?\No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?! response:	Besides, you came after me first, Kuriyama-san!
context: Did you think you could defeat the Hollow Shadow without a plan?\My plans got skewed!\First you show up when no one asked you to, and now you're complaining?\No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san! response:	That's because...
context: My plans got skewed!\First you show up when no one asked you to, and now you're complaining?\No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because... response:	Man, you're really getting on my nerves!
context: First you show up when no one asked you to, and now you're complaining?\No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves! response:	That's what I should be saying!
context: No one asked me?!\Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves!\That's what I should be saying! response:	I'm going to make this perfectly clear!
context: Then you should have kept that story to yourself and come alone!\I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear! response:	You said that I've got friends,
context: I never asked you to look into my past or wait for me outside of my apartment, did I?!\Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends, response:	but that's the farthest thing from the truth!
context: Who do you think enticed me into all that?!\Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth! response:	But it's obvious that you do!
context: Besides, you came after me first, Kuriyama-san!\That's because...\Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do! response:	I'm telling you that I don't!
context: That's because...\Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't! response:	You're the one who doesn't know anything, Kuriyama-san!
context: Man, you're really getting on my nerves!\That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san! response:	You're so stubborn!
context: That's what I should be saying!\I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn! response:	Please don't look!
context: I'm going to make this perfectly clear!\You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look! response:	Kuriyama-san, I'm sorry, but I don't have the energy to carry you.
context: You said that I've got friends,\but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you. response:	Kuriyama-san, take off your shoes and tights!
context: but that's the farthest thing from the truth!\But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights! response:	I-I was already
context: But it's obvious that you do!\I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already response:	Kuriyama-san, hurry!
context: I'm telling you that I don't!\You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry! response:	I know!
context: You're the one who doesn't know anything, Kuriyama-san!\You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry!\I know! response:	There's the exit!
context: You're so stubborn!\Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry!\I know!\There's the exit! response:	It's one of the oldest tricks in the book, but if she falls for it...
context: Please don't look!\Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry!\I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it... response:	Why... did we leave... my tights?
context: Kuriyama-san, I'm sorry, but I don't have the energy to carry you.\Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry!\I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights? response:	You didn't have anything else handy.
context: Kuriyama-san, take off your shoes and tights!\I-I was already\Kuriyama-san, hurry!\I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy. response:	So who the heck was that?
context: I-I was already\Kuriyama-san, hurry!\I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that? response:	Sakura!
context: Kuriyama-san, hurry!\I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that?\Sakura! response:	Isn't that what you were screaming back there?
context: I know!\There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that?\Sakura!\Isn't that what you were screaming back there? response:	That's right.
context: There's the exit!\It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that?\Sakura!\Isn't that what you were screaming back there?\That's right. response:	Inami Sakura.
context: It's one of the oldest tricks in the book, but if she falls for it...\Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that?\Sakura!\Isn't that what you were screaming back there?\That's right.\Inami Sakura. response:	She's the younger sister of Inami Yui, the girl I murdered.
context: Why... did we leave... my tights?\You didn't have anything else handy.\So who the heck was that?\Sakura!\Isn't that what you were screaming back there?\That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered. response:	And she's trying to kill you?
context: You didn't have anything else handy.\So who the heck was that?\Sakura!\Isn't that what you were screaming back there?\That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you? response:	It looks like it.
context: So who the heck was that?\Sakura!\Isn't that what you were screaming back there?\That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it. response:	But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.
context: Sakura!\Isn't that what you were screaming back there?\That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent. response:	So why...
context: Isn't that what you were screaming back there?\That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why... response:	Wh-What's going on?
context: That's right.\Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on? response:	The trains...
context: Inami Sakura.\She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on?\The trains... response:	Yui!
context: She's the younger sister of Inami Yui, the girl I murdered.\And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on?\The trains...\Yui! response:	What?
context: And she's trying to kill you?\It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on?\The trains...\Yui!\What? response:	She's gone?
context: It looks like it.\But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on?\The trains...\Yui!\What?\She's gone? response:	What's that?
context: But unlike Yui, Sakura's powers as an Exterminator should be near nonexistent.\So why...\Wh-What's going on?\The trains...\Yui!\What?\She's gone?\What's that? response:	Damn it!
context: So why...\Wh-What's going on?\The trains...\Yui!\What?\She's gone?\What's that?\Damn it! response:	Kuriyama-san!
context: Wh-What's going on?\The trains...\Yui!\What?\She's gone?\What's that?\Damn it!\Kuriyama-san! response:	Inami Sakura!
context: The trains...\Yui!\What?\She's gone?\What's that?\Damn it!\Kuriyama-san!\Inami Sakura! response:	I won't let you interfere.
context: Yui!\What?\She's gone?\What's that?\Damn it!\Kuriyama-san!\Inami Sakura!\I won't let you interfere. response:	Cut the revenge crap!
context: What?\She's gone?\What's that?\Damn it!\Kuriyama-san!\Inami Sakura!\I won't let you interfere.\Cut the revenge crap! response:	This has nothing to do with you.
context: She's gone?\What's that?\Damn it!\Kuriyama-san!\Inami Sakura!\I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you. response:	Yui...
context: What's that?\Damn it!\Kuriyama-san!\Inami Sakura!\I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you.\Yui... response:	Don't let it deceive you! That isn't the real Yui-san!
context: Damn it!\Kuriyama-san!\Inami Sakura!\I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san! response:	Kuriyama-san, get out of there! Hurry!
context: Kuriyama-san!\Inami Sakura!\I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry! response:	Kuriyama-san!
context: Inami Sakura!\I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san! response:	Run! Hurry! Kuriyama-san!
context: I won't let you interfere.\Cut the revenge crap!\This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san! response:	Kuriyama-san!
context: Cut the revenge crap!\This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san! response:	Damn it!
context: This has nothing to do with you.\Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it! response:	Yui...
context: Yui...\Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it!\Yui... response:	Yui is...
context: Don't let it deceive you! That isn't the real Yui-san!\Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it!\Yui...\Yui is... response:	Yui is gone!
context: Kuriyama-san, get out of there! Hurry!\Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it!\Yui...\Yui is...\Yui is gone! response:	No...
context: Kuriyama-san!\Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it!\Yui...\Yui is...\Yui is gone!\No... response:	This is the Hollow Shadow's main body.
context: Run! Hurry! Kuriyama-san!\Kuriyama-san!\Damn it!\Yui...\Yui is...\Yui is gone!\No...\This is the Hollow Shadow's main body. response:	We're back.
context: Kuriyama-san!\Damn it!\Yui...\Yui is...\Yui is gone!\No...\This is the Hollow Shadow's main body.\We're back. response:	Kuriyama-san!
context: Damn it!\Yui...\Yui is...\Yui is gone!\No...\This is the Hollow Shadow's main body.\We're back.\Kuriyama-san! response:	Huh? What is it?
context: Yui...\Yui is...\Yui is gone!\No...\This is the Hollow Shadow's main body.\We're back.\Kuriyama-san!\Huh? What is it? response:	Blood?
context: Yui is...\Yui is gone!\No...\This is the Hollow Shadow's main body.\We're back.\Kuriyama-san!\Huh? What is it?\Blood? response:	This is the power of her cursed blood.
context: Yui is gone!\No...\This is the Hollow Shadow's main body.\We're back.\Kuriyama-san!\Huh? What is it?\Blood?\This is the power of her cursed blood. response:	Simply touching her blood will erode your flesh, and that will be the death of you.
context: No...\This is the Hollow Shadow's main body.\We're back.\Kuriyama-san!\Huh? What is it?\Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you. response:	She's like a reaper.
context: This is the Hollow Shadow's main body.\We're back.\Kuriyama-san!\Huh? What is it?\Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper. response:	Do you
context: We're back.\Kuriyama-san!\Huh? What is it?\Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you response:	Do I...
context: Kuriyama-san!\Huh? What is it?\Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you\Do I... response:	look like...
context: Huh? What is it?\Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you\Do I...\look like... response:	a normal person?
context: Blood?\This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you\Do I...\look like...\a normal person? response:	In my eyes,
context: This is the power of her cursed blood.\Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you\Do I...\look like...\a normal person?\In my eyes, response:	you are nothing more than a bespectacled beauty.
context: Simply touching her blood will erode your flesh, and that will be the death of you.\She's like a reaper.\Do you\Do I...\look like...\a normal person?\In my eyes,\you are nothing more than a bespectacled beauty. response:	What... is that?
context: She's like a reaper.\Do you\Do I...\look like...\a normal person?\In my eyes,\you are nothing more than a bespectacled beauty.\What... is that? response:	The Hollow Shadow!
context: Do you\Do I...\look like...\a normal person?\In my eyes,\you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow! response:	Wow! It's so pretty!
context: Do I...\look like...\a normal person?\In my eyes,\you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow!\Wow! It's so pretty! response:	Ai, you're so excited, you've changed forms.
context: look like...\a normal person?\In my eyes,\you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms. response:	I'm going out for a quick walk.
context: a normal person?\In my eyes,\you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk. response:	Play with this.
context: In my eyes,\you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this. response:	Kuriyama-san, hurry...
context: you are nothing more than a bespectacled beauty.\What... is that?\The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry... response:	Hurry and stab me!
context: What... is that?\The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry...\Hurry and stab me! response:	It's weak right now, isn't it?
context: The Hollow Shadow!\Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it? response:	If you chase it out of my body, knowing you...
context: Wow! It's so pretty!\Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you... response:	But, Senpai, you'll...
context: Ai, you're so excited, you've changed forms.\I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll... response:	I won't die. I'm immortal.
context: I'm going out for a quick walk.\Play with this.\Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal. response:	I can't hold it in much longer. Hurry!
context: Play with this.\Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry! response:	B-But...!
context: Kuriyama-san, hurry...\Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...! response:	Isn't this... why you're here?
context: Hurry and stab me!\It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here? response:	You're here because... you have do you this, right?
context: It's weak right now, isn't it?\If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right? response:	Th-That's right, but...
context: If you chase it out of my body, knowing you...\But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but... response:	Then just do it already!
context: But, Senpai, you'll...\I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already! response:	Defeating it won't change anything.
context: I won't die. I'm immortal.\I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already!\Defeating it won't change anything. response:	It won't change the blood flowing in your veins or the position your in!
context: I can't hold it in much longer. Hurry!\B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in! response:	It won't change a damn thing!
context: B-But...!\Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing! response:	But... despite that, you're here!
context: Isn't this... why you're here?\You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here! response:	Follow through with what you set out to do!
context: You're here because... you have do you this, right?\Th-That's right, but...\Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do! response:	Don't surrender to the Hollow Shadow!
context: Th-That's right, but...\Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow! response:	If you give up now, everything will have been a waste of time!
context: Then just do it already!\Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time! response:	Stab me!
context: Defeating it won't change anything.\It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me! response:	I'm immortal, so...
context: It won't change the blood flowing in your veins or the position your in!\It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so... response:	So...
context: It won't change a damn thing!\But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so...\So... response:	live!
context: But... despite that, you're here!\Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so...\So...\live! response:	Senpai!
context: Follow through with what you set out to do!\Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so...\So...\live!\Senpai! response:	Spray your blood.
context: Don't surrender to the Hollow Shadow!\If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so...\So...\live!\Senpai!\Spray your blood. response:	Senpai...
context: If you give up now, everything will have been a waste of time!\Stab me!\I'm immortal, so...\So...\live!\Senpai!\Spray your blood.\Senpai... response:	Stop.
context: Stab me!\I'm immortal, so...\So...\live!\Senpai!\Spray your blood.\Senpai...\Stop. response:	Get back.
context: I'm immortal, so...\So...\live!\Senpai!\Spray your blood.\Senpai...\Stop.\Get back. response:	Why? You were up against the Hollow Shadow.
context: So...\live!\Senpai!\Spray your blood.\Senpai...\Stop.\Get back.\Why? You were up against the Hollow Shadow. response:	Didn't think this would happen?
context: live!\Senpai!\Spray your blood.\Senpai...\Stop.\Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen? response:	I'm sorry.
context: Senpai!\Spray your blood.\Senpai...\Stop.\Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry. response:	I can't guarantee that you'll survive.
context: Spray your blood.\Senpai...\Stop.\Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive. response:	I know.
context: Senpai...\Stop.\Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive.\I know. response:	Wh-What are you guys doing?
context: Stop.\Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing? response:	You've know that Kanbara-kun is a half-demon, haven't you?
context: Get back.\Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you? response:	When his body is in an extremely perilous state,
context: Why? You were up against the Hollow Shadow.\Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state, response:	his demonic instincts awaken.
context: Didn't think this would happen?\I'm sorry.\I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken. response:	Basically, dealing with him is a real headache.
context: I'm sorry.\I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache. response:	Senpai...
context: I can't guarantee that you'll survive.\I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai... response:	The Cage!
context: I know.\Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai...\The Cage! response:	He's negating our supernatural powers.
context: Wh-What are you guys doing?\You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai...\The Cage!\He's negating our supernatural powers. response:	Ayaka-san!
context: You've know that Kanbara-kun is a half-demon, haven't you?\When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai...\The Cage!\He's negating our supernatural powers.\Ayaka-san! response:	I know!
context: When his body is in an extremely perilous state,\his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai...\The Cage!\He's negating our supernatural powers.\Ayaka-san!\I know! response:	I'm doing my best to regenerate the Cage.
context: his demonic instincts awaken.\Basically, dealing with him is a real headache.\Senpai...\The Cage!\He's negating our supernatural powers.\Ayaka-san!\I know!\I'm doing my best to regenerate the Cage. response:	If he starts to break it faster than I can regenerate it,
context: Basically, dealing with him is a real headache.\Senpai...\The Cage!\He's negating our supernatural powers.\Ayaka-san!\I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it, response:	we won't be able to stop him.
context: Senpai...\The Cage!\He's negating our supernatural powers.\Ayaka-san!\I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him. response:	If it gets to that point, I'll eliminate him.
context: The Cage!\He's negating our supernatural powers.\Ayaka-san!\I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him. response:	Eliminate?
context: He's negating our supernatural powers.\Ayaka-san!\I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate? response:	He'll eliminate the space encompassing his physical tissues.
context: Ayaka-san!\I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues. response:	It may not be enough to kill him, but he can't exist that way.
context: I know!\I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way. response:	You can't.
context: I'm doing my best to regenerate the Cage.\If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't. response:	You can't!
context: If he starts to break it faster than I can regenerate it,\we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't.\You can't! response:	No!
context: we won't be able to stop him.\If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't.\You can't!\No! response:	This won't last much longer! Where is your big sister?
context: If it gets to that point, I'll eliminate him.\Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't.\You can't!\No!\This won't last much longer! Where is your big sister? response:	She's probably on her way right now!
