context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Lucy, obviously.\I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off!\Even though fire didn't work? response:	R-Right, just like I planned!
context: I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off!\Even though fire didn't work?\R-Right, just like I planned! response:	Perhaps the magic had weakened due to the distance between the caster and the victim.
context: You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off!\Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim. response:	All right!
context: I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off!\Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right! response:	Gray...
context: There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off!\Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray... response:	Great, but... They still haven't shown up yet?
context: He got beat by the masked guy?\The ice came off!\Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray...\Great, but... They still haven't shown up yet? response:	True, they're taking their time.
context: The ice came off!\Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time. response:	Even though they left for the village before you did,
context: Even though fire didn't work?\R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did, response:	and yet you got here first, Natsu.
context: R-Right, just like I planned!\Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu. response:	Yeah. And it really took me a while too.
context: Perhaps the magic had weakened due to the distance between the caster and the victim.\All right!\Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too. response:	Now's our chance! Cover the hole back up, hurry!
context: All right!\Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry! response:	You're still goin' for the pitfall plan?
context: Gray...\Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan? response:	What's that?
context: Great, but... They still haven't shown up yet?\True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that? response:	There's a flying rat!
context: True, they're taking their time.\Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that?\There's a flying rat! response:	What's that bucket?
context: Even though they left for the village before you did,\and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that?\There's a flying rat!\What's that bucket? response:	From the sky?! My pitfall's pointless!
context: and yet you got here first, Natsu.\Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that?\There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless! response:	Preparing the nuke'em jelly took quite a while.
context: Yeah. And it really took me a while too.\Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that?\There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while. response:	But this'll be perfect.
context: Now's our chance! Cover the hole back up, hurry!\You're still goin' for the pitfall plan?\What's that?\There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect. response:	Those damn wizards have all gathered in the village.
context: You're still goin' for the pitfall plan?\What's that?\There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village. response:	Our wishes cannot be fulfilled until Deliora is completely destroyed.
context: What's that?\There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed. response:	Only death awaits those who would stand in our way.
context: There's a flying rat!\What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way. response:	Jelly?
context: What's that bucket?\From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly? response:	Lucy!
context: From the sky?! My pitfall's pointless!\Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly?\Lucy! response:	What the heck is that dangerous smell?
context: Preparing the nuke'em jelly took quite a while.\But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly?\Lucy!\What the heck is that dangerous smell? response:	The bucket is filled with that?!
context: But this'll be perfect.\Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly?\Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?! response:	They're gonna pour it everywhere!
context: Those damn wizards have all gathered in the village.\Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly?\Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere! response:	Hideous.
context: Our wishes cannot be fulfilled until Deliora is completely destroyed.\Only death awaits those who would stand in our way.\Jelly?\Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous. response:	The Moon Drip turns humans into these hideous things?
context: Only death awaits those who would stand in our way.\Jelly?\Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things? response:	They're almost like Deliora's demon-spawn... How unpleasant.
context: Jelly?\Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant. response:	Angelica, if you'll do the honor.
context: Lucy!\What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor. response:	How are we supposed to defend against this?
context: What the heck is that dangerous smell?\The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this? response:	Everyone gather into the village center!
context: The bucket is filled with that?!\They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center! response:	Natsu!
context: They're gonna pour it everywhere!\Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center!\Natsu! response:	Happy, let's fly!
context: Hideous.\The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center!\Natsu!\Happy, let's fly! response:	Aye, sir!
context: The Moon Drip turns humans into these hideous things?\They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center!\Natsu!\Happy, let's fly!\Aye, sir! response:	Chief, I understand how you feel, but...
context: They're almost like Deliora's demon-spawn... How unpleasant.\Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center!\Natsu!\Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but... response:	With a flaming right hand and a flaming left hand...
context: Angelica, if you'll do the honor.\How are we supposed to defend against this?\Everyone gather into the village center!\Natsu!\Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand... response:	When you combine the flames together...
context: How are we supposed to defend against this?\Everyone gather into the village center!\Natsu!\Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together... response:	I'll blow it away!
context: Everyone gather into the village center!\Natsu!\Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away! response:	Dazzling Blaze of the Fire Dragon!
context: Natsu!\Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon! response:	He blasted it outward!
context: Happy, let's fly!\Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward! response:	He's a fire wizard!
context: Aye, sir!\Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard! response:	Chief!
context: Chief, I understand how you feel, but...\With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard!\Chief! response:	The village chief presented for punishment.
context: With a flaming right hand and a flaming left hand...\When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard!\Chief!\The village chief presented for punishment. response:	Virgo!
context: When you combine the flames together...\I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard!\Chief!\The village chief presented for punishment.\Virgo! response:	The village is totally dissolved.
context: I'll blow it away!\Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard!\Chief!\The village chief presented for punishment.\Virgo!\The village is totally dissolved. response:	How awful...
context: Dazzling Blaze of the Fire Dragon!\He blasted it outward!\He's a fire wizard!\Chief!\The village chief presented for punishment.\Virgo!\The village is totally dissolved.\How awful... response:	Is anybody hurt?
context: He blasted it outward!\He's a fire wizard!\Chief!\The village chief presented for punishment.\Virgo!\The village is totally dissolved.\How awful...\Is anybody hurt? response:	Bobo's grave...
context: He's a fire wizard!\Chief!\The village chief presented for punishment.\Virgo!\The village is totally dissolved.\How awful...\Is anybody hurt?\Bobo's grave... response:	We must eliminate all of Reitei-sama's enemies.
context: Chief!\The village chief presented for punishment.\Virgo!\The village is totally dissolved.\How awful...\Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies. response:	Even after we tried to mercifully give them an instant death.
context: The village chief presented for punishment.\Virgo!\The village is totally dissolved.\How awful...\Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death. response:	It seems a lot of blood must be spilled.
context: Virgo!\The village is totally dissolved.\How awful...\Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled. response:	Huh?
context: The village is totally dissolved.\How awful...\Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh? response:	50 people in the village. 2 wizards. That should take 15 minutes.
context: How awful...\Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes. response:	Let's go!
context: Is anybody hurt?\Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go! response:	Yeah!
context: Bobo's grave...\We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah! response:	I'm going too! 3 wizards!
context: We must eliminate all of Reitei-sama's enemies.\Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah!\I'm going too! 3 wizards! response:	How dare they... How dare they destroy Bobo's grave!
context: Even after we tried to mercifully give them an instant death.\It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave! response:	Unforgivable!
context: It seems a lot of blood must be spilled.\Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable! response:	You can't, Chief!
context: Huh?\50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief! response:	We should all escape from here!
context: 50 people in the village. 2 wizards. That should take 15 minutes.\Let's go!\Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief!\We should all escape from here! response:	We'll get caught up in a fight between wizards!
context: Let's go!\Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards! response:	No!
context: Yeah!\I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards!\No! response:	Someone take the Chief!
context: I'm going too! 3 wizards!\How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards!\No!\Someone take the Chief! response:	I can fight too.
context: How dare they... How dare they destroy Bobo's grave!\Unforgivable!\You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards!\No!\Someone take the Chief!\I can fight too. response:	Gray, you regained consciousness?
context: Unforgivable!\You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards!\No!\Someone take the Chief!\I can fight too.\Gray, you regained consciousness? response:	Get outta here. You'll be in my way.
context: You can't, Chief!\We should all escape from here!\We'll get caught up in a fight between wizards!\No!\Someone take the Chief!\I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way. response:	Natsu, don't underestimate me!
context: We should all escape from here!\We'll get caught up in a fight between wizards!\No!\Someone take the Chief!\I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me! response:	The injured should sleep it off.
context: We'll get caught up in a fight between wizards!\No!\Someone take the Chief!\I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off. response:	You bastard...
context: No!\Someone take the Chief!\I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off.\You bastard... response:	One day I'll...
context: Someone take the Chief!\I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off.\You bastard...\One day I'll... response:	Why'd he do that?
context: I can fight too.\Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off.\You bastard...\One day I'll...\Why'd he do that? response:	That's just Natsu's compassion.
context: Gray, you regained consciousness?\Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off.\You bastard...\One day I'll...\Why'd he do that?\That's just Natsu's compassion. response:	Gray's not in any shape to fight now.
context: Get outta here. You'll be in my way.\Natsu, don't underestimate me!\The injured should sleep it off.\You bastard...\One day I'll...\Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now. response:	So that's the bond between Fairy Tail wizards...
context: Natsu, don't underestimate me!\The injured should sleep it off.\You bastard...\One day I'll...\Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards... response:	Take care of Gray, okay?
context: The injured should sleep it off.\You bastard...\One day I'll...\Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay? response:	Leave him to us.
context: You bastard...\One day I'll...\Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us. response:	Okay, let's go!
context: One day I'll...\Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us.\Okay, let's go! response:	We won't let you escape.
context: Why'd he do that?\That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us.\Okay, let's go!\We won't let you escape. response:	Reitei-sama has ordered us to wipe you all out.
context: That's just Natsu's compassion.\Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us.\Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out. response:	Angelica!
context: Gray's not in any shape to fight now.\So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us.\Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica! response:	I'm a member of Fairy Tail too...
context: So that's the bond between Fairy Tail wizards...\Take care of Gray, okay?\Leave him to us.\Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too... response:	I got all gung-ho and grabbed on!
context: Take care of Gray, okay?\Leave him to us.\Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on! response:	Yup, she's an idiot!
context: Leave him to us.\Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot! response:	She's nuts!
context: Okay, let's go!\We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts! response:	Stop this instant! Don't lay a claw on the villagers!
context: We won't let you escape.\Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers! response:	Who does she think she is?
context: Reitei-sama has ordered us to wipe you all out.\Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is? response:	How about this?
context: Angelica!\I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this? response:	That's not going to work, you know.
context: I'm a member of Fairy Tail too...\I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this?\That's not going to work, you know. response:	Angelica?
context: I got all gung-ho and grabbed on!\Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this?\That's not going to work, you know.\Angelica? response:	What are you doing? If you stop your tail...
context: Yup, she's an idiot!\She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this?\That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail... response:	It worked!
context: She's nuts!\Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this?\That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail...\It worked! response:	I'm falling too!
context: Stop this instant! Don't lay a claw on the villagers!\Who does she think she is?\How about this?\That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail...\It worked!\I'm falling too! response:	Someone's gonna be ticked...
context: Who does she think she is?\How about this?\That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail...\It worked!\I'm falling too!\Someone's gonna be ticked... response:	I'm not ticked!
context: How about this?\That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail...\It worked!\I'm falling too!\Someone's gonna be ticked...\I'm not ticked! response:	Not you, idiot.
context: That's not going to work, you know.\Angelica?\What are you doing? If you stop your tail...\It worked!\I'm falling too!\Someone's gonna be ticked...\I'm not ticked!\Not you, idiot. response:	She okay, you think?
context: Angelica?\What are you doing? If you stop your tail...\It worked!\I'm falling too!\Someone's gonna be ticked...\I'm not ticked!\Not you, idiot.\She okay, you think? response:	Hope she's not crushed.
context: What are you doing? If you stop your tail...\It worked!\I'm falling too!\Someone's gonna be ticked...\I'm not ticked!\Not you, idiot.\She okay, you think?\Hope she's not crushed. response:	She'd be dead if she was crushed.
context: It worked!\I'm falling too!\Someone's gonna be ticked...\I'm not ticked!\Not you, idiot.\She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed. response:	I'll go take a look.
context: I'm falling too!\Someone's gonna be ticked...\I'm not ticked!\Not you, idiot.\She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look. response:	Right. Countin' on ya.
context: Someone's gonna be ticked...\I'm not ticked!\Not you, idiot.\She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya. response:	I'll clean things up here.
context: I'm not ticked!\Not you, idiot.\She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya.\I'll clean things up here. response:	Those are some ferocious flames you have there.
context: Not you, idiot.\She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there. response:	Could you be Fairy Tail's Salamander that I've heard rumors about?
context: She okay, you think?\Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about? response:	We were once wizards from a well known guild.
context: Hope she's not crushed.\She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild. response:	You won't beat us so easily.
context: She'd be dead if she was crushed.\I'll go take a look.\Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily. response:	If I mention the wizard's guild Lamia Scale, does that ring a bell?
context: I'll go take a look.\Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell? response:	Exactly, that's where Hard Iron Jera was...
context: Right. Countin' on ya.\I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was... response:	Hey, jerk! Listen to people while they're talking!
context: I'll clean things up here.\Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking! response:	Never heard of'em.
context: Those are some ferocious flames you have there.\Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em. response:	It don't matter what guild you're from or who you know.
context: Could you be Fairy Tail's Salamander that I've heard rumors about?\We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know. response:	You're gettin' in the way of me completing this job.
context: We were once wizards from a well known guild.\You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job. response:	In other words, you're the enemy of Fairy Tail.
context: You won't beat us so easily.\If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail. response:	That's all the reason I need to fight.
context: If I mention the wizard's guild Lamia Scale, does that ring a bell?\Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight. response:	Toby, hold off. I can handle this guy myself.
context: Exactly, that's where Hard Iron Jera was...\Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself. response:	Wave!
context: Hey, jerk! Listen to people while they're talking!\Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave! response:	I'll blow that away!
context: Never heard of'em.\It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away! response:	Ah, so you've noticed what it was.
context: It don't matter what guild you're from or who you know.\You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away!\Ah, so you've noticed what it was. response:	Wave!
context: You're gettin' in the way of me completing this job.\In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away!\Ah, so you've noticed what it was.\Wave! response:	The vibrations I create can neutralize any type of magic!
