context: Shiiwaku, manabi... Huh? Fu-re? Re-re? response:	What was this one again?
context: You just came from a burst of light.\Oh, well...\Why are you crying, anyway?\My wife died last week.\When it happened,\I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes. response:	Huh? What's going on?
context: Oh, well...\Why are you crying, anyway?\My wife died last week.\When it happened,\I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on? response:	Mari, until he invented Morse Code,
context: Why are you crying, anyway?\My wife died last week.\When it happened,\I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on?\Mari, until he invented Morse Code, response:	it seems he was a skilled painter who gave lectures at universities.
context: My wife died last week.\When it happened,\I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities. response:	But in 1825,
context: When it happened,\I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825, response:	his wife died, and the news didn't reach him at his place of work in time,
context: I was off painting a portrait of Marquis de Lafayette...\A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time, response:	so he missed her funeral.
context: A portrait? Mr. Morse, are you a painter?\Yes.\Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral. response:	Brother...
context: Yes.\Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother... response:	This place on the monitor... is it not synced with the book?
context: Huh? What's going on?\Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book? response:	And these numbers here...
context: Mari, until he invented Morse Code,\it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book?\And these numbers here... response:	It really looks like the history of AM1, doesn't it?
context: it seems he was a skilled painter who gave lectures at universities.\But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it? response:	What is this?
context: But in 1825,\his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this? response:	Just who are you talking to?
context: his wife died, and the news didn't reach him at his place of work in time,\so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to? response:	Oh, um...
context: so he missed her funeral.\Brother...\This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to?\Oh, um... response:	Mari, there's something I want to test.
context: Brother...\This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to?\Oh, um...\Mari, there's something I want to test. response:	Huh? What is it?
context: This place on the monitor... is it not synced with the book?\And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to?\Oh, um...\Mari, there's something I want to test.\Huh? What is it? response:	I'm going to rewrite the coordinates of your armillary compass to match the doctor's.
context: And these numbers here...\It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to?\Oh, um...\Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's. response:	What will happen then?
context: It really looks like the history of AM1, doesn't it?\What is this?\Just who are you talking to?\Oh, um...\Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then? response:	I think it will take you to when the doctor met Mr. Morse.
context: What is this?\Just who are you talking to?\Oh, um...\Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse. response:	I understand. Try it!
context: Just who are you talking to?\Oh, um...\Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it! response:	Matching up coordinates with AM2.
context: Oh, um...\Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2. response:	Battery remaining. Good.
context: Mari, there's something I want to test.\Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good. response:	How's Mari doing?
context: Huh? What is it?\I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing? response:	Wait a minute!
context: I'm going to rewrite the coordinates of your armillary compass to match the doctor's.\What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing?\Wait a minute! response:	She's fine. No change!
context: What will happen then?\I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing?\Wait a minute!\She's fine. No change! response:	Good. I don't think I'm missing anything.
context: I think it will take you to when the doctor met Mr. Morse.\I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing?\Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything. response:	Mari, let's go.
context: I understand. Try it!\Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing?\Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go. response:	O-Okay!
context: Matching up coordinates with AM2.\Battery remaining. Good.\How's Mari doing?\Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay! response:	Mr. Morse! You're going to make an invention that will change humanity!
context: Battery remaining. Good.\How's Mari doing?\Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity! response:	So don't be sad forever!
context: How's Mari doing?\Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever! response:	Sh-She disappeared?!
context: Wait a minute!\She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?! response:	What happened just now?
context: She's fine. No change!\Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?!\What happened just now? response:	The Year 1832, on the Atlantic Ocean
context: Good. I don't think I'm missing anything.\Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean response:	That hurt...
context: Mari, let's go.\O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt... response:	-Aren't you... that girl? -Mr. Morse!
context: O-Okay!\Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse! response:	I thought you were an angel or something.
context: Mr. Morse! You're going to make an invention that will change humanity!\So don't be sad forever!\Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something. response:	I started thinking about a lot of things after that.
context: So don't be sad forever!\Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that. response:	But I'm just an humble painter, after all.
context: Sh-She disappeared?!\What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all. response:	I don't think I could create an incredible invention like you talked about.
context: What happened just now?\The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about. response:	People with no talent,
context: The Year 1832, on the Atlantic Ocean\That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent, response:	no matter how hard they work, will never accomplish anything great.
context: That hurt...\-Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great. response:	But...
context: -Aren't you... that girl? -Mr. Morse!\I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great.\But... response:	Maybe I'm just not any good at school.
context: I thought you were an angel or something.\I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school. response:	Luckily, I was blessed with artistic talent.
context: I started thinking about a lot of things after that.\But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent. response:	Thanks to that, I can live a decent life.
context: But I'm just an humble painter, after all.\I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life. response:	It's amazing that you can make such pretty pictures with only blip-blops...
context: I don't think I could create an incredible invention like you talked about.\People with no talent,\no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops... response:	Blip-blops?
context: People with no talent,\no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops? response:	Oh, dots?
context: no matter how hard they work, will never accomplish anything great.\But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots? response:	Thank you. I am a professional, after all.
context: But...\Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots?\Thank you. I am a professional, after all. response:	Yes! I think that went well.
context: Maybe I'm just not any good at school.\Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well. response:	Yes. Thank goodness.
context: Luckily, I was blessed with artistic talent.\Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness. response:	It's from Futa!
context: Thanks to that, I can live a decent life.\It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness.\It's from Futa! response:	What could it say?!
context: It's amazing that you can make such pretty pictures with only blip-blops...\Blip-blops?\Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness.\It's from Futa!\What could it say?! response:	What's going on with you?
context: Blip-blops?\Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness.\It's from Futa!\What could it say?!\What's going on with you? response:	Brother, you handle the rest!
context: Oh, dots?\Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness.\It's from Futa!\What could it say?!\What's going on with you?\Brother, you handle the rest! response:	H-Hey!
context: Thank you. I am a professional, after all.\Yes! I think that went well.\Yes. Thank goodness.\It's from Futa!\What could it say?!\What's going on with you?\Brother, you handle the rest!\H-Hey! response:	It's the ocean!
context: Yes! I think that went well.\Yes. Thank goodness.\It's from Futa!\What could it say?!\What's going on with you?\Brother, you handle the rest!\H-Hey!\It's the ocean! response:	This ship is going from Europe to America.
context: Yes. Thank goodness.\It's from Futa!\What could it say?!\What's going on with you?\Brother, you handle the rest!\H-Hey!\It's the ocean!\This ship is going from Europe to America. response:	Then this is the Atlantic Ocean?
context: It's from Futa!\What could it say?!\What's going on with you?\Brother, you handle the rest!\H-Hey!\It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean? response:	Yes.
context: What could it say?!\What's going on with you?\Brother, you handle the rest!\H-Hey!\It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes. response:	Now, now, everyone! Your attention, please!
context: What's going on with you?\Brother, you handle the rest!\H-Hey!\It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please! response:	I have here a piece of copper wire.
context: Brother, you handle the rest!\H-Hey!\It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire. response:	And if I wind it around the iron,
context: H-Hey!\It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron, response:	then bring it close to the nails...
context: It's the ocean!\This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails... response:	However!
context: This ship is going from Europe to America.\Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails...\However! response:	If I bring the tip of the copper wire to this battery,
context: Then this is the Atlantic Ocean?\Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery, response:	and run electricity through it...
context: Yes.\Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery,\and run electricity through it... response:	How mysterious!
context: Now, now, everyone! Your attention, please!\I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious! response:	All I did was wrap iron with copper wire!
context: I have here a piece of copper wire.\And if I wind it around the iron,\then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire! response:	And it becomes a magnet that attracts one nail after another!
context: And if I wind it around the iron,\then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another! response:	And when I detach it from the battery...
context: then bring it close to the nails...\However!\If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery... response:	Wow! Papa!
context: However!\If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa! response:	Oh! Mari! You came at the right time.
context: If I bring the tip of the copper wire to this battery,\and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time. response:	Help me out!
context: and run electricity through it...\How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time.\Help me out! response:	Huh? Help you out? W-With what?
context: How mysterious!\All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what? response:	Huh? Help you out? W-With what?
context: All I did was wrap iron with copper wire!\And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what? response:	Never mind! Just step over here!
context: And it becomes a magnet that attracts one nail after another!\And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here! response:	Now, now. The next trick...
context: And when I detach it from the battery...\Wow! Papa!\Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick... response:	When I re-attach it to the battery, it's a magnet again!
context: Wow! Papa!\Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again! response:	When it attaches, they stick!
context: Oh! Mari! You came at the right time.\Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick! response:	When I take it off, they release!
context: Help me out!\Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release! response:	This is the newest invention of science, the electromagnet!
context: Huh? Help you out? W-With what?\Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet! response:	Mama! I want to do that, too!
context: Huh? Help you out? W-With what?\Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too! response:	You want to try? Step on up!
context: Never mind! Just step over here!\Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up! response:	It worked!
context: Now, now. The next trick...\When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up!\It worked! response:	Amazing, isn't it?
context: When I re-attach it to the battery, it's a magnet again!\When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up!\It worked!\Amazing, isn't it? response:	Now, these electromagnetic kits sell for just one dollar if you buy now!
context: When it attaches, they stick!\When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up!\It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now! response:	Perfect for a child's education!
context: When I take it off, they release!\This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up!\It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education! response:	Will it make them a doctor or a minister?
context: This is the newest invention of science, the electromagnet!\Mama! I want to do that, too!\You want to try? Step on up!\It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister? response:	You're selling them?
context: Mama! I want to do that, too!\You want to try? Step on up!\It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them? response:	What are you doing, Mari? Sell them! Sell them!
context: You want to try? Step on up!\It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them! response:	Huh? Me?
context: It worked!\Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me? response:	Mama, buy one!
context: Amazing, isn't it?\Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one! response:	Thanks for your business!
context: Now, these electromagnetic kits sell for just one dollar if you buy now!\Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one!\Thanks for your business! response:	No, we really can't.
context: Perfect for a child's education!\Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one!\Thanks for your business!\No, we really can't. response:	Stop that. And give it back.
context: Will it make them a doctor or a minister?\You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one!\Thanks for your business!\No, we really can't.\Stop that. And give it back. response:	Huh? No, ma'am! Don't be like that!
context: You're selling them?\What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one!\Thanks for your business!\No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that! response:	Huh? Everyone? W-Wait!
context: What are you doing, Mari? Sell them! Sell them!\Huh? Me?\Mama, buy one!\Thanks for your business!\No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait! response:	Could I buy one?
context: Huh? Me?\Mama, buy one!\Thanks for your business!\No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one? response:	Huh?
context: Mama, buy one!\Thanks for your business!\No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one?\Huh? response:	S-Sure.
context: Thanks for your business!\No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one?\Huh?\S-Sure. response:	Thank you for your business.
context: No, we really can't.\Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one?\Huh?\S-Sure.\Thank you for your business. response:	No matter how far away the line stretches,
context: Stop that. And give it back.\Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one?\Huh?\S-Sure.\Thank you for your business.\No matter how far away the line stretches, response:	it will attract or release the nails just the same, right?
context: Huh? No, ma'am! Don't be like that!\Huh? Everyone? W-Wait!\Could I buy one?\Huh?\S-Sure.\Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right? response:	Yes, of course!
context: Huh? Everyone? W-Wait!\Could I buy one?\Huh?\S-Sure.\Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course! response:	An electromagnet, huh?
context: Could I buy one?\Huh?\S-Sure.\Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh? response:	Magnificent!
context: Huh?\S-Sure.\Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh?\Magnificent! response:	Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.
context: S-Sure.\Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before. response:	Thank you.
context: Thank you for your business.\No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you. response:	If I can make a picture with dots, I'm sure I can make words with dots.
context: No matter how far away the line stretches,\it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots. response:	In that moment, Morse realized that by turning an electromagnet on and off,
context: it will attract or release the nails just the same, right?\Yes, of course!\An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off, response:	he could create words by combining dots and dashes.
context: Yes, of course!\An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes. response:	In other words, long and short signals.
context: An electromagnet, huh?\Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes.\In other words, long and short signals. response:	This invention revolutionized the speed of communication,
context: Magnificent!\Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes.\In other words, long and short signals.\This invention revolutionized the speed of communication, response:	which had previously been done with messenger pigeons and semaphores.
context: Mari. Thanks to you, I feel like I've been able to see something I couldn't see before.\Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes.\In other words, long and short signals.\This invention revolutionized the speed of communication,\which had previously been done with messenger pigeons and semaphores. response:	Electric signals opened the way to long-range communication for the first time.
context: Thank you.\If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes.\In other words, long and short signals.\This invention revolutionized the speed of communication,\which had previously been done with messenger pigeons and semaphores.\Electric signals opened the way to long-range communication for the first time. response:	He came upon the idea seven years after his wife's death.
context: If I can make a picture with dots, I'm sure I can make words with dots.\In that moment, Morse realized that by turning an electromagnet on and off,\he could create words by combining dots and dashes.\In other words, long and short signals.\This invention revolutionized the speed of communication,\which had previously been done with messenger pigeons and semaphores.\Electric signals opened the way to long-range communication for the first time.\He came upon the idea seven years after his wife's death. response:	And twelve years after that, on May 24th, 1844,
