context: How is it? response:	Good!
context: I'm Reina!\She's a first-grader from this year, so...\I'm Kouki.\Oh, my!\Yo, Kouki!\What kind of sweets did you pick?\What's up, Daikichi!\This one! response:	Deluxe Big Nyan Gum!
context: She's a first-grader from this year, so...\I'm Kouki.\Oh, my!\Yo, Kouki!\What kind of sweets did you pick?\What's up, Daikichi!\This one!\Deluxe Big Nyan Gum! response:	I'm getting vegetable sponge cake!
context: I'm Kouki.\Oh, my!\Yo, Kouki!\What kind of sweets did you pick?\What's up, Daikichi!\This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake! response:	I'm getting Meow Meow Kitty candy!
context: Oh, my!\Yo, Kouki!\What kind of sweets did you pick?\What's up, Daikichi!\This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy! response:	Are those really sweets?!
context: Yo, Kouki!\What kind of sweets did you pick?\What's up, Daikichi!\This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?! response:	She's pretty, isn't she?
context: What kind of sweets did you pick?\What's up, Daikichi!\This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she? response:	Y-Yeah, I suppose she's one of the more attractive moms...
context: What's up, Daikichi!\This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms... response:	But I don't think you should have an affair with her!
context: This one!\Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her! response:	A-Are you out of your mind?!
context: Deluxe Big Nyan Gum!\I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?! response:	It's not like that at all!
context: I'm getting vegetable sponge cake!\I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all! response:	In the first place, she has enough trouble just taking care of Kouki on her own,
context: I'm getting Meow Meow Kitty candy!\Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own, response:	so who has time...
context: Are those really sweets?!\She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time... response:	On her own?!
context: She's pretty, isn't she?\Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?! response:	So during lunch at school...
context: Y-Yeah, I suppose she's one of the more attractive moms...\But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?!\So during lunch at school... response:	Dope!
context: But I don't think you should have an affair with her!\A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?!\So during lunch at school...\Dope! response:	You watch too many weird dramas!
context: A-Are you out of your mind?!\It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?!\So during lunch at school...\Dope!\You watch too many weird dramas! response:	Uh-huh?
context: It's not like that at all!\In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?!\So during lunch at school...\Dope!\You watch too many weird dramas!\Uh-huh? response:	A bug got out of its cage!
context: In the first place, she has enough trouble just taking care of Kouki on her own,\so who has time...\On her own?!\So during lunch at school...\Dope!\You watch too many weird dramas!\Uh-huh?\A bug got out of its cage! response:	I'm guessing she's two or three years older than we are...
context: so who has time...\On her own?!\So during lunch at school...\Dope!\You watch too many weird dramas!\Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are... response:	W-What the hell do I care about how old she is?!
context: On her own?!\So during lunch at school...\Dope!\You watch too many weird dramas!\Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?! response:	Really?!
context: So during lunch at school...\Dope!\You watch too many weird dramas!\Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?! response:	So, is she divorced?
context: Dope!\You watch too many weird dramas!\Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?!\So, is she divorced? response:	I don't know the details...
context: You watch too many weird dramas!\Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?!\So, is she divorced?\I don't know the details... response:	It looks delicious!
context: Uh-huh?\A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?!\So, is she divorced?\I don't know the details...\It looks delicious! response:	I haven't had this before!
context: A bug got out of its cage!\I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?!\So, is she divorced?\I don't know the details...\It looks delicious!\I haven't had this before! response:	I experimented some.
context: I'm guessing she's two or three years older than we are...\W-What the hell do I care about how old she is?!\Really?!\So, is she divorced?\I don't know the details...\It looks delicious!\I haven't had this before!\I experimented some. response:	Usually, everything is made to my mother-in-law's taste.
context: W-What the hell do I care about how old she is?!\Really?!\So, is she divorced?\I don't know the details...\It looks delicious!\I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste. response:	Mama, I wanna have this at home, too!
context: Really?!\So, is she divorced?\I don't know the details...\It looks delicious!\I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too! response:	Well, thank you for the food we're about to eat.
context: So, is she divorced?\I don't know the details...\It looks delicious!\I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat. response:	Thank you for the food we're about to eat!
context: I don't know the details...\It looks delicious!\I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat! response:	Thank you for the food we're about to eat...
context: It looks delicious!\I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat... response:	It's good!
context: I haven't had this before!\I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good! response:	Thank you, Rin-chan!
context: I experimented some.\Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan! response:	Come on, Reina. Hold your chopsticks properly.
context: Usually, everything is made to my mother-in-law's taste.\Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly. response:	Okay!
context: Mama, I wanna have this at home, too!\Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay! response:	The floor creaks!
context: Well, thank you for the food we're about to eat.\Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks! response:	Here, Reina, use this towel!
context: Thank you for the food we're about to eat!\Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks!\Here, Reina, use this towel! response:	Okay!
context: Thank you for the food we're about to eat...\It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks!\Here, Reina, use this towel!\Okay! response:	What's that?
context: It's good!\Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks!\Here, Reina, use this towel!\Okay!\What's that? response:	A bra!
context: Thank you, Rin-chan!\Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks!\Here, Reina, use this towel!\Okay!\What's that?\A bra! response:	Hey, Reina!
context: Come on, Reina. Hold your chopsticks properly.\Okay!\The floor creaks!\Here, Reina, use this towel!\Okay!\What's that?\A bra!\Hey, Reina! response:	Don't pull on it like that!
context: Okay!\The floor creaks!\Here, Reina, use this towel!\Okay!\What's that?\A bra!\Hey, Reina!\Don't pull on it like that! response:	Did they fall asleep?
context: The floor creaks!\Here, Reina, use this towel!\Okay!\What's that?\A bra!\Hey, Reina!\Don't pull on it like that!\Did they fall asleep? response:	Yeah, finally...
context: Here, Reina, use this towel!\Okay!\What's that?\A bra!\Hey, Reina!\Don't pull on it like that!\Did they fall asleep?\Yeah, finally... response:	It seems they were both excited.
context: Okay!\What's that?\A bra!\Hey, Reina!\Don't pull on it like that!\Did they fall asleep?\Yeah, finally...\It seems they were both excited. response:	I moved Rin-chan to your futon, Dai-chan.
context: What's that?\A bra!\Hey, Reina!\Don't pull on it like that!\Did they fall asleep?\Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan. response:	Thank you...
context: A bra!\Hey, Reina!\Don't pull on it like that!\Did they fall asleep?\Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you... response:	Thanks.
context: Hey, Reina!\Don't pull on it like that!\Did they fall asleep?\Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks. response:	That's delicious!
context: Don't pull on it like that!\Did they fall asleep?\Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks.\That's delicious! response:	It's been so long since I had alcohol.
context: Did they fall asleep?\Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks.\That's delicious!\It's been so long since I had alcohol. response:	Want something to eat?
context: Yeah, finally...\It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks.\That's delicious!\It's been so long since I had alcohol.\Want something to eat? response:	I gain weight easily these days, so no thanks.
context: It seems they were both excited.\I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks.\That's delicious!\It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks. response:	I'm not surprised...
context: I moved Rin-chan to your futon, Dai-chan.\Thank you...\Thanks.\That's delicious!\It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised... response:	Then I have gained weight?!
context: Thank you...\Thanks.\That's delicious!\It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?! response:	No, no, not that.
context: Thanks.\That's delicious!\It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?!\No, no, not that. response:	I just meant, now that we've hit our thirties...
context: That's delicious!\It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties... response:	I'd be happy just to be 30 again...
context: It's been so long since I had alcohol.\Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again... response:	You can't act the same as when you were younger, you know?
context: Want something to eat?\I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know? response:	You've gotta be careful.
context: I gain weight easily these days, so no thanks.\I'm not surprised...\Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful. response:	On the other hand, my husband doesn't look at me anymore...
context: I'm not surprised...\Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore... response:	It's like, who am I making an effort for?
context: Then I have gained weight?!\No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for? response:	Haruko...
context: No, no, not that.\I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko... response:	What?
context: I just meant, now that we've hit our thirties...\I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko...\What? response:	While you were all taking a bath, I called your house.
context: I'd be happy just to be 30 again...\You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko...\What?\While you were all taking a bath, I called your house. response:	Why?!
context: You can't act the same as when you were younger, you know?\You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko...\What?\While you were all taking a bath, I called your house.\Why?! response:	Don't do anything weird, Dai-chan!
context: You've gotta be careful.\On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko...\What?\While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan! response:	It's not weird.
context: On the other hand, my husband doesn't look at me anymore...\It's like, who am I making an effort for?\Haruko...\What?\While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan!\It's not weird. response:	You want everyone there to worry about you?!
context: It's like, who am I making an effort for?\Haruko...\What?\While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?! response:	All I said was that you two were fine and are going to stay here for a while.
context: Haruko...\What?\While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while. response:	I didn't even give my address.
context: What?\While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address. response:	I told you already, I left a note!
context: While you were all taking a bath, I called your house.\Why?!\Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note! response:	So leave me alone!
context: Why?!\Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note!\So leave me alone! response:	It's not about you.
context: Don't do anything weird, Dai-chan!\It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note!\So leave me alone!\It's not about you. response:	You can do what you want, but there's Reina to consider.
context: It's not weird.\You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note!\So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider. response:	Reina's with me and she's doing fine, so there's no problem!
context: You want everyone there to worry about you?!\All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note!\So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem! response:	Even if that's true, if you don't tell them where you are and that Reina's okay,
context: All I said was that you two were fine and are going to stay here for a while.\I didn't even give my address.\I told you already, I left a note!\So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay, response:	how the hell are the people who are waiting gonna know?
context: I didn't even give my address.\I told you already, I left a note!\So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know? response:	I don't care about the people who are waiting...
context: I told you already, I left a note!\So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting... response:	You need to be a little more level-headed about this.
context: So leave me alone!\It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this. response:	Do you just wanna make trouble for your family?!
context: It's not about you.\You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?! response:	Rin-chan!
context: You can do what you want, but there's Reina to consider.\Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan! response:	Come in here!
context: Reina's with me and she's doing fine, so there's no problem!\Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan!\Come in here! response:	Okay!
context: Even if that's true, if you don't tell them where you are and that Reina's okay,\how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan!\Come in here!\Okay! response:	That's my nose!
context: how the hell are the people who are waiting gonna know?\I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan!\Come in here!\Okay!\That's my nose! response:	Papa and Mama are always fighting.
context: I don't care about the people who are waiting...\You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan!\Come in here!\Okay!\That's my nose!\Papa and Mama are always fighting. response:	Even though they're married?
context: You need to be a little more level-headed about this.\Do you just wanna make trouble for your family?!\Rin-chan!\Come in here!\Okay!\That's my nose!\Papa and Mama are always fighting.\Even though they're married? response:	Yeah. Even though they're married, but I always pretend like I'm sleeping...
context: Do you just wanna make trouble for your family?!\Rin-chan!\Come in here!\Okay!\That's my nose!\Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping... response:	Let's jumble up!
context: Rin-chan!\Come in here!\Okay!\That's my nose!\Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up! response:	Okay.
context: Come in here!\Okay!\That's my nose!\Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay. response:	That tickles!
context: Okay!\That's my nose!\Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay.\That tickles! response:	That's my cheek!
context: That's my nose!\Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay.\That tickles!\That's my cheek! response:	Every day, I...
context: Papa and Mama are always fighting.\Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay.\That tickles!\That's my cheek!\Every day, I... response:	Ever since I got married, I've been living with my feelings bottled up!
context: Even though they're married?\Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay.\That tickles!\That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up! response:	I think I deserve to cause them at least a little trouble!
context: Yeah. Even though they're married, but I always pretend like I'm sleeping...\Let's jumble up!\Okay.\That tickles!\That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble! response:	Sorry, Dai-chan.
context: Let's jumble up!\Okay.\That tickles!\That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan. response:	I shouldn't have said those things.
context: Okay.\That tickles!\That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things. response:	It's okay...
context: That tickles!\That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things.\It's okay... response:	I'm going to bed.
context: That's my cheek!\Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things.\It's okay...\I'm going to bed. response:	Dai-chan...
context: Every day, I...\Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things.\It's okay...\I'm going to bed.\Dai-chan... response:	Dai-chan, good night.
context: Ever since I got married, I've been living with my feelings bottled up!\I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things.\It's okay...\I'm going to bed.\Dai-chan...\Dai-chan, good night. response:	Good night.
context: I think I deserve to cause them at least a little trouble!\Sorry, Dai-chan.\I shouldn't have said those things.\It's okay...\I'm going to bed.\Dai-chan...\Dai-chan, good night.\Good night. response:	Rin-chan...
context: Sorry, Dai-chan.\I shouldn't have said those things.\It's okay...\I'm going to bed.\Dai-chan...\Dai-chan, good night.\Good night.\Rin-chan... response:	Good morning!
context: I shouldn't have said those things.\It's okay...\I'm going to bed.\Dai-chan...\Dai-chan, good night.\Good night.\Rin-chan...\Good morning! response:	Good morning...
context: It's okay...\I'm going to bed.\Dai-chan...\Dai-chan, good night.\Good night.\Rin-chan...\Good morning!\Good morning... response:	Rin-chan, are you making breakfast?
context: I'm going to bed.\Dai-chan...\Dai-chan, good night.\Good night.\Rin-chan...\Good morning!\Good morning...\Rin-chan, are you making breakfast? response:	Uh-huh.
context: Dai-chan...\Dai-chan, good night.\Good night.\Rin-chan...\Good morning!\Good morning...\Rin-chan, are you making breakfast?\Uh-huh. response:	Daikichi, good morning!
context: Dai-chan, good night.\Good night.\Rin-chan...\Good morning!\Good morning...\Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning! response:	You're up early today, huh?
context: Good night.\Rin-chan...\Good morning!\Good morning...\Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning!\You're up early today, huh? response:	Yeah, well...
context: Rin-chan...\Good morning!\Good morning...\Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning!\You're up early today, huh?\Yeah, well... response:	Hey, Dai-chan!
context: Good morning!\Good morning...\Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning!\You're up early today, huh?\Yeah, well...\Hey, Dai-chan! response:	You have Rin-chan make breakfast?!
context: Good morning...\Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning!\You're up early today, huh?\Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?! response:	W-What do you think I am?!
context: Rin-chan, are you making breakfast?\Uh-huh.\Daikichi, good morning!\You're up early today, huh?\Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?! response:	We always cook together!
context: Uh-huh.\Daikichi, good morning!\You're up early today, huh?\Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together! response:	And when we use the stove, I...
context: Daikichi, good morning!\You're up early today, huh?\Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together!\And when we use the stove, I... response:	Be nice to each other!
context: You're up early today, huh?\Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together!\And when we use the stove, I...\Be nice to each other! response:	Look, you've got rice on your face.
context: Yeah, well...\Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together!\And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face. response:	Don't take too long eating.
context: Hey, Dai-chan!\You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together!\And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating. response:	We're going to school by train today...
context: You have Rin-chan make breakfast?!\W-What do you think I am?!\We always cook together!\And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today... response:	Rin-chan!
context: W-What do you think I am?!\We always cook together!\And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today...\Rin-chan! response:	Rin-chan!
context: We always cook together!\And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today...\Rin-chan!\Rin-chan! response:	What is it? This early in the morning...
context: And when we use the stove, I...\Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today...\Rin-chan!\Rin-chan!\What is it? This early in the morning... response:	It's Kouki-kun!
context: Be nice to each other!\Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today...\Rin-chan!\Rin-chan!\What is it? This early in the morning...\It's Kouki-kun! response:	Yeah, yeah!
context: Look, you've got rice on your face.\Don't take too long eating.\We're going to school by train today...\Rin-chan!\Rin-chan!\What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah! response:	Just come in!
context: Don't take too long eating.\We're going to school by train today...\Rin-chan!\Rin-chan!\What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah!\Just come in! response:	You're disturbing the neighbors!
context: We're going to school by train today...\Rin-chan!\Rin-chan!\What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah!\Just come in!\You're disturbing the neighbors! response:	Is your school far, Rin-chan?
context: Rin-chan!\Rin-chan!\What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah!\Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan? response:	You already have to leave?
context: Rin-chan!\What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah!\Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave? response:	Uh-uh.
context: What is it? This early in the morning...\It's Kouki-kun!\Yeah, yeah!\Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave?\Uh-uh. response:	Kouki's mom is busy, so he always comes over early.
context: It's Kouki-kun!\Yeah, yeah!\Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early. response:	G-Good morning.
context: Yeah, yeah!\Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning. response:	Daikichi, did you get married?!
