context: Ow! Hey, watch out! response:	Geez...
context: As far as number 745, our faces were seen. So please, do be careful.\He's kidding. She was just a child.\An orphan...?\That's them?\Come on in!\One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it. response:	He always orders that.
context: He's kidding. She was just a child.\An orphan...?\That's them?\Come on in!\One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it.\He always orders that. response:	Uh-huh.
context: An orphan...?\That's them?\Come on in!\One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it.\He always orders that.\Uh-huh. response:	How about you, Mr. Amon?
context: That's them?\Come on in!\One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it.\He always orders that.\Uh-huh.\How about you, Mr. Amon? response:	Large kakiage bowl, order up.
context: Come on in!\One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it.\He always orders that.\Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up. response:	Mr. Amon, you came up through the Academy, right?
context: One shrimp tempura set with the chicken onigiri.\Again, Mr. Nakajima?\Cram it.\He always orders that.\Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right? response:	Well, yes.
context: Again, Mr. Nakajima?\Cram it.\He always orders that.\Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes. response:	What sort of things do you learn at the Academy?
context: Cram it.\He always orders that.\Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy? response:	The law and knowledge as pertains to ghouls.
context: He always orders that.\Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls. response:	Also, they build you up physically somewhat.
context: Uh-huh.\How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat. response:	It's against the rules, so I can't go into much detail.
context: How about you, Mr. Amon?\Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail. response:	There are women there too, right?
context: Large kakiage bowl, order up.\Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right? response:	Hey, Kusaba!
context: Mr. Amon, you came up through the Academy, right?\Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba! response:	Two of them in my class.
context: Well, yes.\What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba!\Two of them in my class. response:	Both of them were women of intelligence and strong will.
context: What sort of things do you learn at the Academy?\The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will. response:	Yeah, and? Did you fall in love with either of them?
context: The law and knowledge as pertains to ghouls.\Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them? response:	You idiot, that's enough!
context: Also, they build you up physically somewhat.\It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough! response:	They were both killed on the job.
context: It's against the rules, so I can't go into much detail.\There are women there too, right?\Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job. response:	Killed?
context: There are women there too, right?\Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job.\Killed? response:	Yes.
context: Hey, Kusaba!\Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job.\Killed?\Yes. response:	I-I'm sorry, I...
context: Two of them in my class.\Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job.\Killed?\Yes.\I-I'm sorry, I... response:	It happens a lot.
context: Both of them were women of intelligence and strong will.\Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job.\Killed?\Yes.\I-I'm sorry, I...\It happens a lot. response:	The more earnest they are, the sooner they lose their lives.
context: Yeah, and? Did you fall in love with either of them?\You idiot, that's enough!\They were both killed on the job.\Killed?\Yes.\I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives. response:	I'm afraid you'll have to excuse me. You two take care.
context: You idiot, that's enough!\They were both killed on the job.\Killed?\Yes.\I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care. response:	Good work today.
context: They were both killed on the job.\Killed?\Yes.\I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today. response:	Moron.
context: Killed?\Yes.\I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron. response:	I-I'm sorry.
context: Yes.\I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron.\I-I'm sorry. response:	The more earnest they are the sooner they lose their lives?
context: I-I'm sorry, I...\It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives? response:	I guess we shouldn't try too hard then, should we?
context: It happens a lot.\The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we? response:	Don't be asinine. We've got a whole pile of work to do.
context: The more earnest they are, the sooner they lose their lives.\I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do. response:	Though not as much as the other wards.
context: I'm afraid you'll have to excuse me. You two take care.\Good work today.\Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards. response:	Not to mention, the guys in the home office
context: Good work today.\Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office response:	could just settle everything in two shakes.
context: Moron.\I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes. response:	Go ahead and say that,
context: I-I'm sorry.\The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that, response:	but we're always going to be lowly employees at the branches,
context: The more earnest they are the sooner they lose their lives?\I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches, response:	both you and me.
context: I guess we shouldn't try too hard then, should we?\Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me. response:	Mr. Amon didn't seem to be very interested in moving up, did he?
context: Don't be asinine. We've got a whole pile of work to do.\Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he? response:	He seems to work out of a pure sense of justice.
context: Though not as much as the other wards.\Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice. response:	Yeah. He does seem that way, huh?
context: Not to mention, the guys in the home office\could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh? response:	Honestly, I think he's amazing.
context: could just settle everything in two shakes.\Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing. response:	It's no use comparing yourself to someone from the home office, Kusaba.
context: Go ahead and say that,\but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba. response:	Yeah...
context: but we're always going to be lowly employees at the branches,\both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah... response:	Actually, I was hoping to draw desk work.
context: both you and me.\Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work. response:	That way is easier and safer. But then, looking at him,
context: Mr. Amon didn't seem to be very interested in moving up, did he?\He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him, response:	I start getting charged up, as well...
context: He seems to work out of a pure sense of justice.\Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well... response:	Maybe I will try harder at work.
context: Yeah. He does seem that way, huh?\Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work. response:	Kusaba...
context: Honestly, I think he's amazing.\It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba... response:	Kusaba!
context: It's no use comparing yourself to someone from the home office, Kusaba.\Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba...\Kusaba! response:	Why, you...!
context: Yeah...\Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba...\Kusaba!\Why, you...! response:	Mr. Nakajima, stand back!
context: Actually, I was hoping to draw desk work.\That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba...\Kusaba!\Why, you...!\Mr. Nakajima, stand back! response:	Who is that...?!
context: That way is easier and safer. But then, looking at him,\I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba...\Kusaba!\Why, you...!\Mr. Nakajima, stand back!\Who is that...?! response:	Ukaku! So you're a high-speed type of ghoul!
context: I start getting charged up, as well...\Maybe I will try harder at work.\Kusaba...\Kusaba!\Why, you...!\Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul! response:	So this is where I...
context: Maybe I will try harder at work.\Kusaba...\Kusaba!\Why, you...!\Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I... response:	No!
context: Kusaba...\Kusaba!\Why, you...!\Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No! response:	Once the foe is before you, then even if it costs your arms and legs...
context: Kusaba!\Why, you...!\Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs... response:	That's right, Amon.
context: Why, you...!\Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon. response:	That's what it is to be a ghoul inspector.
context: Mr. Nakajima, stand back!\Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector. response:	But you can't forget to bring your quinque, right?
context: Who is that...?!\Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right? response:	M-Mr. Mado...
context: Ukaku! So you're a high-speed type of ghoul!\So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado... response:	You can't afford to lose your composure, Amon.
context: So this is where I...\No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon. response:	Yes, sir.
context: No!\Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir. response:	Take a short breather.
context: Once the foe is before you, then even if it costs your arms and legs...\That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather. response:	Ho... You dodged that, did you? Well done, well done.
context: That's right, Amon.\That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done. response:	Hmm? Are you friends with that she-ghoul I killed yesterday?
context: That's what it is to be a ghoul inspector.\But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday? response:	Do you want me to tell you how that sow died?
context: But you can't forget to bring your quinque, right?\M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died? response:	Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.
context: M-Mr. Mado...\You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday. response:	She was so weak and miserable...
context: You can't afford to lose your composure, Amon.\Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable... response:	I got quite a laugh.
context: Yes, sir.\Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh. response:	Why you...
context: Take a short breather.\Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh.\Why you... response:	This is perfect, Amon!
context: Ho... You dodged that, did you? Well done, well done.\Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh.\Why you...\This is perfect, Amon! response:	Let's review what you learned at the Academy.
context: Hmm? Are you friends with that she-ghoul I killed yesterday?\Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh.\Why you...\This is perfect, Amon!\Let's review what you learned at the Academy. response:	A ghoul with an ukaku is characterized by
context: Do you want me to tell you how that sow died?\Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh.\Why you...\This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by response:	a monotony of attacks that depend entirely on speed.
context: Oh, I'm sorry, I'm sorry. I forgot. And it was just yesterday.\She was so weak and miserable...\I got quite a laugh.\Why you...\This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed. response:	But they are fundamentally short on stamina.
context: She was so weak and miserable...\I got quite a laugh.\Why you...\This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina. response:	If you stretch out a short confrontation,
context: I got quite a laugh.\Why you...\This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation, response:	their fighting strength drops considerably.
context: Why you...\This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably. response:	Listen, that she-ghoul had a daughter with her, right?
context: This is perfect, Amon!\Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right? response:	Would you tell me where she is?
context: Let's review what you learned at the Academy.\A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is? response:	I mean, separated from her mother, I feel sorry for her, you know?
context: A ghoul with an ukaku is characterized by\a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know? response:	I have to hurry and kill her too.
context: a monotony of attacks that depend entirely on speed.\But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too. response:	Why you...!
context: But they are fundamentally short on stamina.\If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...! response:	You fool.
context: If you stretch out a short confrontation,\their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...!\You fool. response:	Just how many of you trash do you think I've put down before?
context: their fighting strength drops considerably.\Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...!\You fool.\Just how many of you trash do you think I've put down before? response:	You're nothing more than just another one!
context: Listen, that she-ghoul had a daughter with her, right?\Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...!\You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one! response:	Hmph, well, no matter.
context: Would you tell me where she is?\I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...!\You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter. response:	Rabbit, the ukaku ghoul...
context: I mean, separated from her mother, I feel sorry for her, you know?\I have to hurry and kill her too.\Why you...!\You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul... response:	Hinami...
context: I have to hurry and kill her too.\Why you...!\You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami... response:	Touka!
context: Why you...!\You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami...\Touka! response:	Stay away!
context: You fool.\Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami...\Touka!\Stay away! response:	But you're bleeding!
context: Just how many of you trash do you think I've put down before?\You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami...\Touka!\Stay away!\But you're bleeding! response:	Don't concern yourself with me.
context: You're nothing more than just another one!\Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami...\Touka!\Stay away!\But you're bleeding!\Don't concern yourself with me. response:	Did you move against the doves?
context: Hmph, well, no matter.\Rabbit, the ukaku ghoul...\Hinami...\Touka!\Stay away!\But you're bleeding!\Don't concern yourself with me.\Did you move against the doves? response:	Touka has been injured. She needs attention.
context: Rabbit, the ukaku ghoul...\Hinami...\Touka!\Stay away!\But you're bleeding!\Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention. response:	-No. -Huh?
context: Hinami...\Touka!\Stay away!\But you're bleeding!\Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh? response:	I said no.
context: Touka!\Stay away!\But you're bleeding!\Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh?\I said no. response:	What are you talking about?
context: Stay away!\But you're bleeding!\Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh?\I said no.\What are you talking about? response:	If she has taken action against the doves,
context: But you're bleeding!\Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh?\I said no.\What are you talking about?\If she has taken action against the doves, response:	it means that she is prepared to accept full responsibility herself.
context: Don't concern yourself with me.\Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh?\I said no.\What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself. response:	Whether she lives or dies is no concern of anyone else.
context: Did you move against the doves?\Touka has been injured. She needs attention.\-No. -Huh?\I said no.\What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else. response:	You can't mean it!
context: Touka has been injured. She needs attention.\-No. -Huh?\I said no.\What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it! response:	Touka!
context: -No. -Huh?\I said no.\What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka! response:	Stop this!
context: I said no.\What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka!\Stop this! response:	Sir, I'm sure you must be able to see a lot,
context: What are you talking about?\If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka!\Stop this!\Sir, I'm sure you must be able to see a lot, response:	and that's what you're basing your decision on,
context: If she has taken action against the doves,\it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka!\Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on, response:	but when it comes to what someone is prepared to accept
context: it means that she is prepared to accept full responsibility herself.\Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka!\Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept response:	when they act against an investigator,
context: Whether she lives or dies is no concern of anyone else.\You can't mean it!\Touka!\Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator, response:	or what the rules are in the world of ghouls, I don't know a thing.
context: You can't mean it!\Touka!\Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing. response:	So I must decide what to do after I see things for myself.
context: Touka!\Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself. response:	What?
context: Stop this!\Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What? response:	We need to attend to you.
context: Sir, I'm sure you must be able to see a lot,\and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What?\We need to attend to you. response:	I don't need it.
context: and that's what you're basing your decision on,\but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What?\We need to attend to you.\I don't need it. response:	But you're bleeding.
context: but when it comes to what someone is prepared to accept\when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What?\We need to attend to you.\I don't need it.\But you're bleeding. response:	It doesn't have anything to do with you, does it?
context: when they act against an investigator,\or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What?\We need to attend to you.\I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it? response:	But...
context: or what the rules are in the world of ghouls, I don't know a thing.\So I must decide what to do after I see things for myself.\What?\We need to attend to you.\I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it?\But... response:	You are annoying the hell out of me! You're just a human!
context: So I must decide what to do after I see things for myself.\What?\We need to attend to you.\I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human! response:	I do have some ghoul mixed in!
