context: Piano! response:	Piano...
context: Leave me alone!!\Oh Chiaki-san!\Your sandwich...I specially put pickles in it!\Please wrap it up, I'll pick it up later!\Okay!!\Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform, response:	He'll probably give you Love, Grace, and Blessing...
context: Oh Chiaki-san!\Your sandwich...I specially put pickles in it!\Please wrap it up, I'll pick it up later!\Okay!!\Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing... response:	Maybe your poems made him upset?
context: Your sandwich...I specially put pickles in it!\Please wrap it up, I'll pick it up later!\Okay!!\Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset? response:	Your orders please?
context: Please wrap it up, I'll pick it up later!\Okay!!\Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please? response:	Stop!
context: Okay!!\Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please?\Stop! response:	Tagaya-san,
context: Why??\Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please?\Stop!\Tagaya-san, response:	Don't break the lines in such small parts
context: Once, God did not forgive Icarus,\but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please?\Stop!\Tagaya-san,\Don't break the lines in such small parts response:	Please express more insecure feeling!
context: but even God, if He is shown the music you perform,\He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please?\Stop!\Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling! response:	Hai
context: He'll probably give you Love, Grace, and Blessing...\Maybe your poems made him upset?\Your orders please?\Stop!\Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling!\Hai response:	Earlier you heard how Suganuma-san sang, didn't you?
context: Maybe your poems made him upset?\Your orders please?\Stop!\Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you? response:	Sing like that, with rich emotion!
context: Your orders please?\Stop!\Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion! response:	Again, Suganuma?!
context: Stop!\Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?! response:	You have a very beautiful voice, but...
context: Tagaya-san,\Don't break the lines in such small parts\Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but... response:	it's as if you can't get through one thing...
context: Don't break the lines in such small parts\Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing... response:	If you plan to continue to Graduate School and to sing, you have to get through this wall...
context: Please express more insecure feeling!\Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall... response:	Hmph...no timpani...
context: Hai\Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani... response:	Japan Metropolitan Philharmony Recruitment: Violin
context: Earlier you heard how Suganuma-san sang, didn't you?\Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin response:	Audition for Oboe
context: Sing like that, with rich emotion!\Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe response:	Looking for Oboe Player
context: Again, Suganuma?!\You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player response:	Masumi-chan!
context: You have a very beautiful voice, but...\it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player\Masumi-chan! response:	Ah, Kiyora!
context: it's as if you can't get through one thing...\If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player\Masumi-chan!\Ah, Kiyora! response:	As I expected, you're going to apply to a Professional Orchestra?
context: If you plan to continue to Graduate School and to sing, you have to get through this wall...\Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player\Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra? response:	Well, but at the time there's no recruitment for timpani player at all...
context: Hmph...no timpani...\Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player\Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all... response:	It's really a tough world!
context: Japan Metropolitan Philharmony Recruitment: Violin\Audition for Oboe\Looking for Oboe Player\Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world! response:	Ne, about Chiaki-kun, what's he going to do after graduation?
context: Audition for Oboe\Looking for Oboe Player\Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation? response:	Why on earth did you ask about Chiaki-san?
context: Looking for Oboe Player\Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san? response:	WHAT IS IN YOUR MIND?!!
context: Masumi-chan!\Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!! response:	No wories! After the outcome is fixed, I'll tell Masumi-chan too.
context: Ah, Kiyora!\As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too. response:	Huh?
context: As I expected, you're going to apply to a Professional Orchestra?\Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh? response:	Eh, Chiaki?
context: Well, but at the time there's no recruitment for timpani player at all...\It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki? response:	Yes, but he hasn't shown up after saying that he would pick it up
context: It's really a tough world!\Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up response:	Is that why you came to the school to deliver it?
context: Ne, about Chiaki-kun, what's he going to do after graduation?\Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it? response:	Of course!
context: Why on earth did you ask about Chiaki-san?\WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course! response:	Chiaki-san is your best friend, isn't he?
context: WHAT IS IN YOUR MIND?!!\No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he? response:	Well, yes...
context: No wories! After the outcome is fixed, I'll tell Masumi-chan too.\Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he?\Well, yes... response:	Let me deliver it...
context: Huh?\Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it... response:	I'll deliver it!
context: Eh, Chiaki?\Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it...\I'll deliver it! response:	In the end, I...
context: Yes, but he hasn't shown up after saying that he would pick it up\Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it...\I'll deliver it!\In the end, I... response:	am stuck at the same place again.
context: Is that why you came to the school to deliver it?\Of course!\Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it...\I'll deliver it!\In the end, I...\am stuck at the same place again. response:	Even if I have conducted in student orchestra...
context: Of course!\Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it...\I'll deliver it!\In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra... response:	even if I have performed a concerto with Stresemann...
context: Chiaki-san is your best friend, isn't he?\Well, yes...\Let me deliver it...\I'll deliver it!\In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann... response:	Why won't you go abroad??
context: Well, yes...\Let me deliver it...\I'll deliver it!\In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad?? response:	When you have such a talent!
context: Let me deliver it...\I'll deliver it!\In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent! response:	Saiko
context: I'll deliver it!\In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent!\Saiko response:	Noda
context: In the end, I...\am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent!\Saiko\Noda response:	But Nodame-chan, in your condition now, you can't be together with Chiaki
context: am stuck at the same place again.\Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent!\Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki response:	can't be together can't be together
context: Even if I have conducted in student orchestra...\even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent!\Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together response:	Nodame Cantabile Lesson 6
context: even if I have performed a concerto with Stresemann...\Why won't you go abroad??\When you have such a talent!\Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6 response:	I didn't need it, you didn't have to deliver it
context: Why won't you go abroad??\When you have such a talent!\Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it response:	What's that attitude?!
context: When you have such a talent!\Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?! response:	Recently you're so cold!
context: Saiko\Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold! response:	Thank you for delivering it!
context: Noda\But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold!\Thank you for delivering it! response:	Right! They asked me to, that's why I had no choice but to deliver it!
context: But Nodame-chan, in your condition now, you can't be together with Chiaki\can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it! response:	By the way, I saw it... Shinichi's Concert
context: can't be together can't be together\Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert response:	It was extremely good
context: Nodame Cantabile Lesson 6\I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good response:	But...
context: I didn't need it, you didn't have to deliver it\What's that attitude?!\Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good\But... response:	somehow you seem to have gone far away, suddenly...
context: What's that attitude?!\Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good\But...\somehow you seem to have gone far away, suddenly... response:	It's not true
context: Recently you're so cold!\Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good\But...\somehow you seem to have gone far away, suddenly...\It's not true response:	You too, in these four years you have progressed to sing quite well
context: Thank you for delivering it!\Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good\But...\somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well response:	Really??
context: Right! They asked me to, that's why I had no choice but to deliver it!\By the way, I saw it... Shinichi's Concert\It was extremely good\But...\somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well\Really?? response:	Especially the low register can come out well now
context: By the way, I saw it... Shinichi's Concert\It was extremely good\But...\somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now response:	But one thing still cannot come through
context: It was extremely good\But...\somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now\But one thing still cannot come through response:	Though you have technique,
context: But...\somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now\But one thing still cannot come through\Though you have technique, response:	your acting ability is lacking...
context: somehow you seem to have gone far away, suddenly...\It's not true\You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now\But one thing still cannot come through\Though you have technique,\your acting ability is lacking... response:	whatever you sing, it's always one pattern that it becomes boring
context: It's not true\You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now\But one thing still cannot come through\Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring response:	if you let out your malicious character more,
context: You too, in these four years you have progressed to sing quite well\Really??\Especially the low register can come out well now\But one thing still cannot come through\Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more, response:	perhaps the song you're singing would also have some breadth?
context: Really??\Especially the low register can come out well now\But one thing still cannot come through\Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth? response:	I'll go to konbini and will be back soon
context: Especially the low register can come out well now\But one thing still cannot come through\Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon response:	If you go home, you can leave the door unlocked as it is
context: But one thing still cannot come through\Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is response:	I didn't know he's such a jerk!!
context: Though you have technique,\your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!! response:	Noda
context: your acting ability is lacking...\whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda response:	Shubi Gakuen Music High School Year 2002 Graduation Album
context: whatever you sing, it's always one pattern that it becomes boring\if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album response:	Rather than worrying about me...always music, music...
context: if you let out your malicious character more,\perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music... response:	He never changes...
context: perhaps the song you're singing would also have some breadth?\I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes... response:	If I quit music...
context: I'll go to konbini and will be back soon\If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes...\If I quit music... response:	will we be able to stay together?
context: If you go home, you can leave the door unlocked as it is\I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes...\If I quit music...\will we be able to stay together? response:	Saiko!
context: I didn't know he's such a jerk!!\Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes...\If I quit music...\will we be able to stay together?\Saiko! response:	So she's gone home
context: Noda\Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes...\If I quit music...\will we be able to stay together?\Saiko!\So she's gone home response:	Eeek!!!
context: Shubi Gakuen Music High School Year 2002 Graduation Album\Rather than worrying about me...always music, music...\He never changes...\If I quit music...\will we be able to stay together?\Saiko!\So she's gone home\Eeek!!! response:	Be careful, lock your door...
context: Rather than worrying about me...always music, music...\He never changes...\If I quit music...\will we be able to stay together?\Saiko!\So she's gone home\Eeek!!!\Be careful, lock your door... response:	No...Nodame??
context: He never changes...\If I quit music...\will we be able to stay together?\Saiko!\So she's gone home\Eeek!!!\Be careful, lock your door...\No...Nodame?? response:	Yes, Nodame...
context: If I quit music...\will we be able to stay together?\Saiko!\So she's gone home\Eeek!!!\Be careful, lock your door...\No...Nodame??\Yes, Nodame... response:	So you're still in Costume playing...
context: will we be able to stay together?\Saiko!\So she's gone home\Eeek!!!\Be careful, lock your door...\No...Nodame??\Yes, Nodame...\So you're still in Costume playing... response:	No, I'm not
context: Saiko!\So she's gone home\Eeek!!!\Be careful, lock your door...\No...Nodame??\Yes, Nodame...\So you're still in Costume playing...\No, I'm not response:	Senpai!!
context: So she's gone home\Eeek!!!\Be careful, lock your door...\No...Nodame??\Yes, Nodame...\So you're still in Costume playing...\No, I'm not\Senpai!! response:	Please let Nodame play piano concerto in an orchestra too!
context: Eeek!!!\Be careful, lock your door...\No...Nodame??\Yes, Nodame...\So you're still in Costume playing...\No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too! response:	Huh?
context: Be careful, lock your door...\No...Nodame??\Yes, Nodame...\So you're still in Costume playing...\No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh? response:	Nodame also wants to practice the piece Senpai performed!
context: No...Nodame??\Yes, Nodame...\So you're still in Costume playing...\No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed! response:	Nodame also wants to play that piece!
context: Yes, Nodame...\So you're still in Costume playing...\No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece! response:	Senpai, I want to play... piano...
context: So you're still in Costume playing...\No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano... response:	You stink!!
context: No, I'm not\Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!! response:	Eh?
context: Senpai!!\Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!!\Eh? response:	You...for how many days haven't you taken a bath?
context: Please let Nodame play piano concerto in an orchestra too!\Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!!\Eh?\You...for how many days haven't you taken a bath? response:	How many days? What day is today?
context: Huh?\Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!!\Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today? response:	Go take a bath now! How many days? What day is today?
context: Nodame also wants to practice the piece Senpai performed!\Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!!\Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today? response:	Go take a bath now!
context: Nodame also wants to play that piece!\Senpai, I want to play... piano...\You stink!!\Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now! response:	The gas...
context: Senpai, I want to play... piano...\You stink!!\Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas... response:	Again??
context: You stink!!\Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas...\Again?? response:	OK, OK, take a bath in my house!
context: Eh?\You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas...\Again??\OK, OK, take a bath in my house! response:	But what about the clothes to change...
context: You...for how many days haven't you taken a bath?\How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas...\Again??\OK, OK, take a bath in my house!\But what about the clothes to change... response:	Here! This is the clothes you left here!
context: How many days? What day is today?\Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas...\Again??\OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here! response:	That female!!
context: Go take a bath now! How many days? What day is today?\Go take a bath now!\The gas...\Again??\OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here!\That female!! response:	Who is she?!
context: Go take a bath now!\The gas...\Again??\OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here!\That female!!\Who is she?! response:	That girl...after she listened to my concerto,
context: The gas...\Again??\OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here!\That female!!\Who is she?!\That girl...after she listened to my concerto, response:	she keeps practising after that?
context: Again??\OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here!\That female!!\Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that? response:	Until she became like that...
context: OK, OK, take a bath in my house!\But what about the clothes to change...\Here! This is the clothes you left here!\That female!!\Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that... response:	Here, eat it!
context: But what about the clothes to change...\Here! This is the clothes you left here!\That female!!\Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that...\Here, eat it! response:	I have no appetite
context: Here! This is the clothes you left here!\That female!!\Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that...\Here, eat it!\I have no appetite response:	OK, eat it!
context: That female!!\Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that...\Here, eat it!\I have no appetite\OK, eat it! response:	Gyabo!
context: Who is she?!\That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that...\Here, eat it!\I have no appetite\OK, eat it!\Gyabo! response:	Anyway, eat it!!
context: That girl...after she listened to my concerto,\she keeps practising after that?\Until she became like that...\Here, eat it!\I have no appetite\OK, eat it!\Gyabo!\Anyway, eat it!! response:	Concerto first...
context: she keeps practising after that?\Until she became like that...\Here, eat it!\I have no appetite\OK, eat it!\Gyabo!\Anyway, eat it!!\Concerto first... response:	It's impossible for you.
context: Until she became like that...\Here, eat it!\I have no appetite\OK, eat it!\Gyabo!\Anyway, eat it!!\Concerto first...\It's impossible for you. response:	Why?
context: Here, eat it!\I have no appetite\OK, eat it!\Gyabo!\Anyway, eat it!!\Concerto first...\It's impossible for you.\Why? response:	You never see the score, playing it your own way,
context: I have no appetite\OK, eat it!\Gyabo!\Anyway, eat it!!\Concerto first...\It's impossible for you.\Why?\You never see the score, playing it your own way, response:	composing your own song!
context: OK, eat it!\Gyabo!\Anyway, eat it!!\Concerto first...\It's impossible for you.\Why?\You never see the score, playing it your own way,\composing your own song! response:	How could the orchestra possibly harmonize with you?
context: Gyabo!\Anyway, eat it!!\Concerto first...\It's impossible for you.\Why?\You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you? response:	Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it
context: Anyway, eat it!!\Concerto first...\It's impossible for you.\Why?\You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it response:	Moreover, Senpai's piano sound...
context: Concerto first...\It's impossible for you.\Why?\You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound... response:	still remains in my ears...
context: It's impossible for you.\Why?\You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears... response:	Nodame also wants to play...
context: Why?\You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play... response:	the way you did.
