context: Gather round! response:	Our first game today is with Nekoma.
context: What?\The quick that goes like whoosh...\I'll...\stop closing my eyes.\Haikyu!!\Haikyu!!\I'll...\stop closing my eyes. response:	I can't stay like this.
context: The quick that goes like whoosh...\I'll...\stop closing my eyes.\Haikyu!!\Haikyu!!\I'll...\stop closing my eyes.\I can't stay like this. response:	I can't keep hitting quicks that are set just for me.
context: I'll...\stop closing my eyes.\Haikyu!!\Haikyu!!\I'll...\stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me. response:	You can't, and that's why we learned normal quicks.
context: stop closing my eyes.\Haikyu!!\Haikyu!!\I'll...\stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks. response:	I don't know what's going on with you right now,
context: Haikyu!!\Haikyu!!\I'll...\stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now, response:	but if you have something to say, I'll listen to it later.
context: Haikyu!!\I'll...\stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later. response:	But if you're gonna do that right now,
context: I'll...\stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now, response:	I'm not going to set to a guy who I know will miss.
context: stop closing my eyes.\I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss. response:	Nice serve!
context: I can't stay like this.\I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve! response:	Asahi-san!
context: I can't keep hitting quicks that are set just for me.\You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san! response:	Sorry, cover!
context: You can't, and that's why we learned normal quicks.\I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san!\Sorry, cover! response:	I couldn't understand the conversation from earlier, but...
context: I don't know what's going on with you right now,\but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but... response:	Got it!
context: but if you have something to say, I'll listen to it later.\But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it! response:	Left!
context: But if you're gonna do that right now,\I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it!\Left! response:	I wasn't imagining the tension
context: I'm not going to set to a guy who I know will miss.\Nice serve!\Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it!\Left!\I wasn't imagining the tension response:	between Hinata and Kageyama-kun, right?
context: Nice serve!\Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it!\Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right? response:	Yeah...
context: Asahi-san!\Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it!\Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah... response:	One touch! Chance ball!
context: Sorry, cover!\I couldn't understand the conversation from earlier, but...\Got it!\Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball! response:	But it's not just Hinata and Kageyama.
context: I couldn't understand the conversation from earlier, but...\Got it!\Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama. response:	Ever since Hinata and Azumane bumped into each other,
context: Got it!\Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other, response:	they're all on edge.
context: Left!\I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge. response:	All right!
context: I wasn't imagining the tension\between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right! response:	Karasuno Nekoma
context: between Hinata and Kageyama-kun, right?\Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right!\Karasuno Nekoma response:	All right!
context: Yeah...\One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right!\Karasuno Nekoma\All right! response:	Let's go!
context: One touch! Chance ball!\But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right!\Karasuno Nekoma\All right!\Let's go! response:	I can't stay like this.
context: But it's not just Hinata and Kageyama.\Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right!\Karasuno Nekoma\All right!\Let's go!\I can't stay like this. response:	Hinata just blurted out what we all had realized.
context: Ever since Hinata and Azumane bumped into each other,\they're all on edge.\All right!\Karasuno Nekoma\All right!\Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized. response:	What happened there was looming fear.
context: they're all on edge.\All right!\Karasuno Nekoma\All right!\Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear. response:	All right! Here I go!
context: All right!\Karasuno Nekoma\All right!\Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go! response:	At this rate, I'm going to be eaten up by Hinata,
context: Karasuno Nekoma\All right!\Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata, response:	I'll show you how it's done!
context: All right!\Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done! response:	whose greed keeps growing.
context: Let's go!\I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing. response:	It appears that there's been a change in your players' wills.
context: I can't stay like this.\Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills. response:	It's true that an impasse like this is a perfect time to grow,
context: Hinata just blurted out what we all had realized.\What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow, response:	Gather round!
context: What happened there was looming fear.\All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round! response:	but how am I supposed to explain that?
context: All right! Here I go!\At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that? response:	You guys are the weakest team out of all the teams here.
context: At this rate, I'm going to be eaten up by Hinata,\I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here. response:	We can't argue with that...
context: I'll show you how it's done!\whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that... response:	If we were to have an official match with any of these teams,
context: whose greed keeps growing.\It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams, response:	they would be a troublesome opponent.
context: It appears that there's been a change in your players' wills.\It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent. response:	Are we going to view them as mere opponents,
context: It's true that an impasse like this is a perfect time to grow,\Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents, response:	or teachers that we can absorb techniques from?
context: Gather round!\but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from? response:	The fact that you are weak just means that you have room to grow.
context: but how am I supposed to explain that?\You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow. response:	There's nothing more exciting than that.
context: You guys are the weakest team out of all the teams here.\We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that. response:	Thank you!
context: We can't argue with that...\If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you! response:	Thank you!
context: If we were to have an official match with any of these teams,\they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you!\Thank you! response:	What you said out there
context: they would be a troublesome opponent.\Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you!\Thank you!\What you said out there response:	made you almost seem like a really reliable teacher.
context: Are we going to view them as mere opponents,\or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you!\Thank you!\What you said out there\made you almost seem like a really reliable teacher. response:	Thanks!
context: or teachers that we can absorb techniques from?\The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you!\Thank you!\What you said out there\made you almost seem like a really reliable teacher.\Thanks! response:	Uh, well... I am a teacher, so...
context: The fact that you are weak just means that you have room to grow.\There's nothing more exciting than that.\Thank you!\Thank you!\What you said out there\made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so... response:	It wouldn't hurt to at least try.
context: There's nothing more exciting than that.\Thank you!\Thank you!\What you said out there\made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try. response:	I mean, he was able to do a normal quick
context: Thank you!\Thank you!\What you said out there\made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick response:	on the fly in the last Nekoma match.
context: Thank you!\What you said out there\made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match. response:	At the time, there was a possibility the normal quick would work,
context: What you said out there\made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work, response:	and I thought that was the only chance we had.
context: made you almost seem like a really reliable teacher.\Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had. response:	Before I knew it, we lost the last set with Seijoh.
context: Thanks!\Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh. response:	When I realized it,
context: Uh, well... I am a teacher, so...\It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it, response:	the ball that was hit was behind me,
context: It wouldn't hurt to at least try.\I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me, response:	and on the floor.
context: I mean, he was able to do a normal quick\on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me,\and on the floor. response:	Sorry.
context: on the fly in the last Nekoma match.\At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me,\and on the floor.\Sorry. response:	They totally read me in the end.
context: At the time, there was a possibility the normal quick would work,\and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me,\and on the floor.\Sorry.\They totally read me in the end. response:	I'm the one who lost,
context: and I thought that was the only chance we had.\Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me,\and on the floor.\Sorry.\They totally read me in the end.\I'm the one who lost, response:	so I don't want you to apologize, Kageyama.
context: Before I knew it, we lost the last set with Seijoh.\When I realized it,\the ball that was hit was behind me,\and on the floor.\Sorry.\They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama. response:	I want to fight in mid-air until the very last moment.
context: When I realized it,\the ball that was hit was behind me,\and on the floor.\Sorry.\They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment. response:	I sort of realized in the Seijoh match that it's the setter that brings out
context: the ball that was hit was behind me,\and on the floor.\Sorry.\They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out response:	100 of the spiker's strength.
context: and on the floor.\Sorry.\They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength. response:	That quick is your ultimate weapon.
context: Sorry.\They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon. response:	Any slight slippage in that quick
context: They totally read me in the end.\I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick response:	becomes a fatal mistake.
context: I'm the one who lost,\so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake. response:	Your will is not needed for that quick.
context: so I don't want you to apologize, Kageyama.\I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick. response:	Kageyama isn't denying his worth out of emotion.
context: I want to fight in mid-air until the very last moment.\I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion. response:	He's just stating the truth.
context: I sort of realized in the Seijoh match that it's the setter that brings out\100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth. response:	Sorry, Hinata.
context: 100 of the spiker's strength.\That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata. response:	This time, I've got to agree with Kageyama
context: That quick is your ultimate weapon.\Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama response:	after hearing him say that.
context: Any slight slippage in that quick\becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that. response:	That quick is amazing in itself.
context: becomes a fatal mistake.\Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself. response:	I think it might be best that you use that as an axis,
context: Your will is not needed for that quick.\Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis, response:	and polish up other attacks.
context: Kageyama isn't denying his worth out of emotion.\He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks. response:	Yeah... I agree with Sugawara.
context: He's just stating the truth.\Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara. response:	Ukai-san.
context: Sorry, Hinata.\This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san. response:	You say that you want to fight on your own,
context: This time, I've got to agree with Kageyama\after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own, response:	but that weirdo quick is a battle that lasts a split second.
context: after hearing him say that.\That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second. response:	I honestly think it's pretty hard
context: That quick is amazing in itself.\I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard response:	trying to figure out what to do in that split second mid-air.
context: I think it might be best that you use that as an axis,\and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air. response:	But when I'm doing well,
context: and polish up other attacks.\Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well, response:	I can see it in slow motion,
context: Yeah... I agree with Sugawara.\Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion, response:	just like Tanaka-san said.
context: Ukai-san.\You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said. response:	Some times, I can see the opponent's block
context: You say that you want to fight on your own,\but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block response:	in slow motion in the air.
context: but that weirdo quick is a battle that lasts a split second.\I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air. response:	It's just like light passing by.
context: I honestly think it's pretty hard\trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by. response:	Well, there are times that blocks are more visible.
context: trying to figure out what to do in that split second mid-air.\But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible. response:	In the practice match against Seijoh...
context: But when I'm doing well,\I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh... response:	The last point...
context: I can see it in slow motion,\just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point... response:	The Great King...
context: just like Tanaka-san said.\Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point...\The Great King... response:	I could see Oikawa-san's face.
context: Some times, I can see the opponent's block\in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point...\The Great King...\I could see Oikawa-san's face. response:	I could see his eyes.
context: in slow motion in the air.\It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point...\The Great King...\I could see Oikawa-san's face.\I could see his eyes. response:	Face? Eyes?
context: It's just like light passing by.\Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point...\The Great King...\I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes? response:	Oh... You mean you felt like you saw them, right?
context: Well, there are times that blocks are more visible.\In the practice match against Seijoh...\The last point...\The Great King...\I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right? response:	Even when I first did that quick during our 3-on-3...
context: In the practice match against Seijoh...\The last point...\The Great King...\I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3... response:	I could see the other side.
context: The last point...\The Great King...\I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side. response:	I could see the scenery from the very top.
context: The Great King...\I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top. response:	But you mean you just felt like you saw...
context: I could see Oikawa-san's face.\I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw... response:	Oh, there you are. We're starting.
context: I could see his eyes.\Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting. response:	Oh, I'll be right there.
context: Face? Eyes?\Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there. response:	Fukurodani Karasuno
context: Oh... You mean you felt like you saw them, right?\Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno response:	Narita.
context: Even when I first did that quick during our 3-on-3...\I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno\Narita. response:	Yes?
context: I could see the other side.\I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno\Narita.\Yes? response:	Switch out with Hinata next.
context: I could see the scenery from the very top.\But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno\Narita.\Yes?\Switch out with Hinata next. response:	Huh? Uh, yes, sir!
context: But you mean you just felt like you saw...\Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno\Narita.\Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir! response:	Despite what you think you want to accomplish,
context: Oh, there you are. We're starting.\Oh, I'll be right there.\Fukurodani Karasuno\Narita.\Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish, response:	you need to chill out today.
context: Oh, I'll be right there.\Fukurodani Karasuno\Narita.\Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today. response:	I don't think it's gonna work to try things out today,
context: Fukurodani Karasuno\Narita.\Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today, response:	and I'm not gonna have you end up in a contact play like that again
context: Narita.\Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again response:	and get hurt.
context: Yes?\Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt. response:	All right!
context: Switch out with Hinata next.\Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right! response:	One!
context: Huh? Uh, yes, sir!\Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right!\One! response:	Don't mind! Don't mind!
context: Despite what you think you want to accomplish,\you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right!\One!\Don't mind! Don't mind! response:	Next one! Next one!
context: you need to chill out today.\I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right!\One!\Don't mind! Don't mind!\Next one! Next one! response:	One more on the dot!
context: I don't think it's gonna work to try things out today,\and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right!\One!\Don't mind! Don't mind!\Next one! Next one!\One more on the dot! response:	All right!
context: and I'm not gonna have you end up in a contact play like that again\and get hurt.\All right!\One!\Don't mind! Don't mind!\Next one! Next one!\One more on the dot!\All right! response:	Don't mind!
context: and get hurt.\All right!\One!\Don't mind! Don't mind!\Next one! Next one!\One more on the dot!\All right!\Don't mind! response:	Nice kill, Lev!
context: All right!\One!\Don't mind! Don't mind!\Next one! Next one!\One more on the dot!\All right!\Don't mind!\Nice kill, Lev! response:	All right!
