context: Ye Hua. response:	Ye Hua?
context: My lady, walk more slowly.\I'm getting bigger now.\It wears me out just to take a few steps.\You are due soon.\You could have turned the invitation down.\Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend? response:	Lady Su Su is the only female family member in Xiwu Palace.
context: I'm getting bigger now.\It wears me out just to take a few steps.\You are due soon.\You could have turned the invitation down.\Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace. response:	You and the Crown Prince were married in the Far East.
context: It wears me out just to take a few steps.\You are due soon.\You could have turned the invitation down.\Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East. response:	They have to acknowledge that.
context: You are due soon.\You could have turned the invitation down.\Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that. response:	Lady Su Su is the Crown Prince's wife.
context: You could have turned the invitation down.\Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife. response:	Su Su.
context: Why would you insist on coming to Lotus Pond?\All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su. response:	How unfortunate.
context: All female family members in the Celestial Palace are attending.\I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate. response:	I heard that Ye Hua has just returned to the palace.
context: I'm Ye Hua's wife. How could I not attend?\Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace. response:	The Heavenly Lord has just canceled the gathering.
context: Lady Su Su is the only female family member in Xiwu Palace.\You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering. response:	Ye Hua has already returned?
context: You and the Crown Prince were married in the Far East.\They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned? response:	Exactly.
context: They have to acknowledge that.\Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly. response:	I'm waiting right here to bring you over to him.
context: Lady Su Su is the Crown Prince's wife.\Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him. response:	Great. Please take me to him now.
context: Su Su.\How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now. response:	Let's go.
context: How unfortunate.\I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go. response:	- Consort. - Consort.
context: I heard that Ye Hua has just returned to the palace.\The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go.\- Consort. - Consort. response:	Let's go.
context: The Heavenly Lord has just canceled the gathering.\Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go.\- Consort. - Consort.\Let's go. response:	Let go of me!
context: Ye Hua has already returned?\Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go.\- Consort. - Consort.\Let's go.\Let go of me! response:	Have you forgotten who you are?
context: Exactly.\I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go.\- Consort. - Consort.\Let's go.\Let go of me!\Have you forgotten who you are? response:	A celestial maid from the Lower Realm has the lowest rank.
context: I'm waiting right here to bring you over to him.\Great. Please take me to him now.\Let's go.\- Consort. - Consort.\Let's go.\Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank. response:	How dare you speak before Consort Su Jin?
context: Great. Please take me to him now.\Let's go.\- Consort. - Consort.\Let's go.\Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin? response:	Lady Su Su is pregnant.
context: Let's go.\- Consort. - Consort.\Let's go.\Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant. response:	She can't go to a place with a malicious aura like Zhuxian Terrace.
context: - Consort. - Consort.\Let's go.\Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace. response:	Lady Su Su!
context: Let's go.\Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su! response:	My Lady!
context: Let go of me!\Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady! response:	What is going on?
context: Have you forgotten who you are?\A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady!\What is going on? response:	Let's go.
context: A celestial maid from the Lower Realm has the lowest rank.\How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady!\What is going on?\Let's go. response:	But...
context: How dare you speak before Consort Su Jin?\Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady!\What is going on?\Let's go.\But... response:	Let's go.
context: Lady Su Su is pregnant.\She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady!\What is going on?\Let's go.\But...\Let's go. response:	Why would Father suddenly give Su Jin to you?
context: She can't go to a place with a malicious aura like Zhuxian Terrace.\Lady Su Su!\My Lady!\What is going on?\Let's go.\But...\Let's go.\Why would Father suddenly give Su Jin to you? response:	How is this a gift?
context: Lady Su Su!\My Lady!\What is going on?\Let's go.\But...\Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift? response:	He's deliberately forcing you to have her!
context: My Lady!\What is going on?\Let's go.\But...\Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her! response:	This can't be that simple.
context: What is going on?\Let's go.\But...\Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple. response:	Congratulations, Your Highness!
context: Let's go.\But...\Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness! response:	Not only did you defeat the rebels
context: But...\Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels response:	but you also won yourself a beauty!
context: Let's go.\Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty! response:	Your Highness should treat the heir of a loyal tribe kindly.
context: Why would Father suddenly give Su Jin to you?\How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly. response:	Your Highness, I...
context: How is this a gift?\He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I... response:	Your Highness!
context: He's deliberately forcing you to have her!\This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness! response:	Consort Su Jin has had an argument with Lady Su Su.
context: This can't be that simple.\Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su. response:	No, that isn't true!
context: Congratulations, Your Highness!\Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true! response:	Your Highness!
context: Not only did you defeat the rebels\but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness! response:	Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?
context: but you also won yourself a beauty!\Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua? response:	He's going to make me Ye Hua's concubine.
context: Your Highness should treat the heir of a loyal tribe kindly.\Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine. response:	Ye Hua and I share mutual affections.
context: Your Highness, I...\Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections. response:	The Nine Heavens were never meant for a woman like you.
context: Your Highness!\Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you. response:	After you give birth to the child, jump off Zhuxian Terrace.
context: Consort Su Jin has had an argument with Lady Su Su.\No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace. response:	Head back to where you should.
context: No, that isn't true!\Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should. response:	Does Ye Hua want me to leave?
context: Your Highness!\Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave? response:	I am his wife.
context: Do you know that the Heavenly Lord is hosting a conferring ceremony for Ye Hua?\He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave?\I am his wife. response:	I should stay by his side.
context: He's going to make me Ye Hua's concubine.\Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave?\I am his wife.\I should stay by his side. response:	You really think so?
context: Ye Hua and I share mutual affections.\The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave?\I am his wife.\I should stay by his side.\You really think so? response:	Ye Hua!
context: The Nine Heavens were never meant for a woman like you.\After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave?\I am his wife.\I should stay by his side.\You really think so?\Ye Hua! response:	Ye Hua...
context: After you give birth to the child, jump off Zhuxian Terrace.\Head back to where you should.\Does Ye Hua want me to leave?\I am his wife.\I should stay by his side.\You really think so?\Ye Hua!\Ye Hua... response:	Don't blame Su Su.
context: Head back to where you should.\Does Ye Hua want me to leave?\I am his wife.\I should stay by his side.\You really think so?\Ye Hua!\Ye Hua...\Don't blame Su Su. response:	I believe that she didn't mean to push me.
context: Does Ye Hua want me to leave?\I am his wife.\I should stay by his side.\You really think so?\Ye Hua!\Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me. response:	It's just that she's heard about
context: I am his wife.\I should stay by his side.\You really think so?\Ye Hua!\Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about response:	the Heavenly Lord's decision to give me to you.
context: I should stay by his side.\You really think so?\Ye Hua!\Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you. response:	She became too agitated.
context: You really think so?\Ye Hua!\Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated. response:	Ye Hua...
context: Ye Hua!\Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua... response:	I didn't push her.
context: Ye Hua...\Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua...\I didn't push her. response:	- I didn't push her. - Ye Hua...
context: Don't blame Su Su.\I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua... response:	- Believe me. - Crown Prince!
context: I believe that she didn't mean to push me.\It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince! response:	- Crown Prince! - Ye Hua, believe me!
context: It's just that she's heard about\the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me! response:	I didn't push her, Ye Hua!
context: the Heavenly Lord's decision to give me to you.\She became too agitated.\Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua! response:	I really didn't push her!
context: She became too agitated.\Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her! response:	- Believe me! - That's enough!
context: Ye Hua...\I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough! response:	I only believe what I saw.
context: I didn't push her.\- I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw. response:	I didn't push her!
context: - I didn't push her. - Ye Hua...\- Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw.\I didn't push her! response:	Ye Hua...
context: - Believe me. - Crown Prince!\- Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw.\I didn't push her!\Ye Hua... response:	Ye Hua!
context: - Crown Prince! - Ye Hua, believe me!\I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw.\I didn't push her!\Ye Hua...\Ye Hua! response:	Ye Hua...
context: I didn't push her, Ye Hua!\I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw.\I didn't push her!\Ye Hua...\Ye Hua!\Ye Hua... response:	I didn't push her.
context: I really didn't push her!\- Believe me! - That's enough!\I only believe what I saw.\I didn't push her!\Ye Hua...\Ye Hua!\Ye Hua...\I didn't push her. response:	Take her back to the Hall of Beautiful Youth.
context: - Believe me! - That's enough!\I only believe what I saw.\I didn't push her!\Ye Hua...\Ye Hua!\Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth. response:	She's not to go anywhere without my permission.
context: I only believe what I saw.\I didn't push her!\Ye Hua...\Ye Hua!\Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission. response:	Lady Su Su.
context: I didn't push her!\Ye Hua...\Ye Hua!\Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su. response:	I didn't push her...
context: Ye Hua...\Ye Hua!\Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her... response:	Ye Hua.
context: Ye Hua!\Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her...\Ye Hua. response:	Do you know how happy I was when I heard
context: Ye Hua...\I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her...\Ye Hua.\Do you know how happy I was when I heard response:	the Heavenly Lord's decision to give me to you?
context: I didn't push her.\Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her...\Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you? response:	I've already sent for the Medicine King.
context: Take her back to the Hall of Beautiful Youth.\She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her...\Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King. response:	Don't say another word.
context: She's not to go anywhere without my permission.\Lady Su Su.\I didn't push her...\Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word. response:	Su Jin!
context: Lady Su Su.\I didn't push her...\Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word.\Su Jin! response:	Uncle.
context: I didn't push her...\Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word.\Su Jin!\Uncle. response:	What exactly happened?
context: Ye Hua.\Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word.\Su Jin!\Uncle.\What exactly happened? response:	When I got there, I witnessed Su Jin feign a conflict with Su Su.
context: Do you know how happy I was when I heard\the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word.\Su Jin!\Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su. response:	She pretended to be pushed by Su Su and jumped down to frame her.
context: the Heavenly Lord's decision to give me to you?\I've already sent for the Medicine King.\Don't say another word.\Su Jin!\Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her. response:	Su Jin jumped?
context: I've already sent for the Medicine King.\Don't say another word.\Su Jin!\Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped? response:	If I had know, I'd have held the generals off.
context: Don't say another word.\Su Jin!\Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off. response:	If accused of pushing the Heavenly Lord's concubine
context: Su Jin!\Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine response:	off Zhuxian Terrace, that woman will be killed!
context: Uncle.\What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed! response:	What do you intend to do?
context: What exactly happened?\When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do? response:	What else can I do, Uncle Lian Song?
context: When I got there, I witnessed Su Jin feign a conflict with Su Su.\She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song? response:	the Heavenly Lord will be more inclined to sentence her to death!
context: She pretended to be pushed by Su Su and jumped down to frame her.\Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death! response:	But you...
context: Su Jin jumped?\If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you... response:	- Heavenly Lord. - Father.
context: If I had know, I'd have held the generals off.\If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father. response:	- Medicine King. - Yes.
context: If accused of pushing the Heavenly Lord's concubine\off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes. response:	What happened?
context: off Zhuxian Terrace, that woman will be killed!\What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened? response:	Why are the consort's eyes hurt?
context: What do you intend to do?\What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt? response:	Heavenly Lord.
context: What else can I do, Uncle Lian Song?\the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt?\Heavenly Lord. response:	Heavenly Lord, Her Highness was going to treat the female members
context: the Heavenly Lord will be more inclined to sentence her to death!\But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members response:	of the Celestial Palace to a banquet.
context: But you...\- Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet. response:	However, the Crown Prince returned so she canceled the banquet.
context: - Heavenly Lord. - Father.\- Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet. response:	Who knew...
context: - Medicine King. - Yes.\What happened?\Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew... response:	Who knew that mortal from the Hall of Beautiful Youth
context: What happened?\Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth response:	would take her to Zhuxian Terrace?
context: Why are the consort's eyes hurt?\Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace? response:	I don't know what she said to the consort
context: Heavenly Lord.\Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort response:	but she suddenly pushed Her Highness over the edge.
context: Heavenly Lord, Her Highness was going to treat the female members\of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge. response:	Fortunately, the Crown Prince arrived in time.
context: of the Celestial Palace to a banquet.\However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time. response:	Her Highness managed to survive the accident.
context: However, the Crown Prince returned so she canceled the banquet.\Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident. response:	What?
context: Who knew...\Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What? response:	That woman dared to harm the consort?
context: Who knew that mortal from the Hall of Beautiful Youth\would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What?\That woman dared to harm the consort? response:	How outrageous!
context: would take her to Zhuxian Terrace?\I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What?\That woman dared to harm the consort?\How outrageous! response:	Consort Su Jin is the heir of a loyal tribe.
