context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: What's wrong, Reinard?\Are you scared?\No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us. response:	Knights are not knights if they don't go save their friends.
context: Are you scared?\No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends. response:	However, as Reinard says, it is wrong to take action without her orders.
context: No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders. response:	We must receive permission.
context: We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission. response:	I can't see her letting us.
context: Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us. response:	No, the Princess will understand the situation.
context: So are you saying we should forget about Tabitha?\I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation. response:	You sound really confident.
context: I didn't say that.\Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident. response:	I guess it comes from the trust she places in you.
context: Because Tabitha let us go, Louise is here with us.\Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you. response:	So Saito and the Princess are...
context: Knights are not knights if they don't go save their friends.\However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are... response:	Louise.
context: However, as Reinard says, it is wrong to take action without her orders.\We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise. response:	Could you help persuade the Princess, too?
context: We must receive permission.\I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too? response:	O-Okay.
context: I can't see her letting us.\No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too?\O-Okay. response:	Good. Saito, Louise and Malicorn.
context: No, the Princess will understand the situation.\You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn. response:	We'll go persuade the Queen.
context: You sound really confident.\I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen. response:	Until then, you all stay here on standby.
context: I guess it comes from the trust she places in you.\So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby. response:	You're quite skilled to capture my niece without any trouble.
context: So Saito and the Princess are...\Louise.\Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble. response:	Looks like nature magic is quite useful.
context: Louise.\Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful. response:	I've fulfilled the condition of capturing the traitor as you requested.
context: Could you help persuade the Princess, too?\O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested. response:	Now it's your time to do what we ask.
context: O-Okay.\Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask. response:	Sure, say it.
context: Good. Saito, Louise and Malicorn.\We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it. response:	Recently, the Gate of Shytarn, which we guard, has seemed quite busy.
context: We'll go persuade the Queen.\Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy. response:	Gate of Shytarn? You mean the holy land?
context: Until then, you all stay here on standby.\You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land? response:	To us, it's the gate to all evil.
context: You're quite skilled to capture my niece without any trouble.\Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil. response:	It brought the calamity 6,000 years ago.
context: Looks like nature magic is quite useful.\I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago. response:	And that's starting to move?
context: I've fulfilled the condition of capturing the traitor as you requested.\Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move? response:	A sign of things to come?
context: Now it's your time to do what we ask.\Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come? response:	There is a prophecy amongst our kind.
context: Sure, say it.\Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind. response:	When four devils come, the true devil will awaken.
context: Recently, the Gate of Shytarn, which we guard, has seemed quite busy.\Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken. response:	The power of the true devil will bring the calamity back.
context: Gate of Shytarn? You mean the holy land?\To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back. response:	Power of devils?
context: To us, it's the gate to all evil.\It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils? response:	It's what you refer to as Void magic.
context: It brought the calamity 6,000 years ago.\And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic. response:	Really? The Void...
context: And that's starting to move?\A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic.\Really? The Void... response:	At this rate, we cannot protect our peace.
context: A sign of things to come?\There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace. response:	What exactly do you want me to do?
context: There is a prophecy amongst our kind.\When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do? response:	I want you to stop anyone who approaches the Gate of Shytarn.
context: When four devils come, the true devil will awaken.\The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn. response:	That sounds like a large task.
context: The power of the true devil will bring the calamity back.\Power of devils?\It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task. response:	I hope there is merit in doing that.
context: Power of devils?\It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that. response:	The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.
context: It's what you refer to as Void magic.\Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so. response:	That's not enough.
context: Really? The Void...\At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough. response:	What?
context: At this rate, we cannot protect our peace.\What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What? response:	Serve me as long as I live.
context: What exactly do you want me to do?\I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What?\Serve me as long as I live. response:	What?!
context: I want you to stop anyone who approaches the Gate of Shytarn.\That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What?\Serve me as long as I live.\What?! response:	If you don't like that, this conversation ends here.
context: That sounds like a large task.\I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What?\Serve me as long as I live.\What?!\If you don't like that, this conversation ends here. response:	Fine.
context: I hope there is merit in doing that.\The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What?\Serve me as long as I live.\What?!\If you don't like that, this conversation ends here.\Fine. response:	You're a smart man, Vitartial.
context: The right to mine Wind Stone in Sahara for the next hundred years and the means needed to do so.\That's not enough.\What?\Serve me as long as I live.\What?!\If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial. response:	Let me ask you one thing.
context: That's not enough.\What?\Serve me as long as I live.\What?!\If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial.\Let me ask you one thing. response:	What?
context: What?\Serve me as long as I live.\What?!\If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial.\Let me ask you one thing.\What? response:	What's in your mind?
context: Serve me as long as I live.\What?!\If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial.\Let me ask you one thing.\What?\What's in your mind? response:	What are you trying to accomplish?
context: What?!\If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial.\Let me ask you one thing.\What?\What's in your mind?\What are you trying to accomplish? response:	I'm just bored.
context: If you don't like that, this conversation ends here.\Fine.\You're a smart man, Vitartial.\Let me ask you one thing.\What?\What's in your mind?\What are you trying to accomplish?\I'm just bored. response:	I see.
context: Fine.\You're a smart man, Vitartial.\Let me ask you one thing.\What?\What's in your mind?\What are you trying to accomplish?\I'm just bored.\I see. response:	I have the greatest gift prepared for you, Charlotte.
context: You're a smart man, Vitartial.\Let me ask you one thing.\What?\What's in your mind?\What are you trying to accomplish?\I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte. response:	As punishment for standing against your master,
context: Let me ask you one thing.\What?\What's in your mind?\What are you trying to accomplish?\I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master, response:	I will have you take the same path your mother took.
context: What?\What's in your mind?\What are you trying to accomplish?\I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took. response:	Until the drug's ready, spend the last few moments with your family.
context: What's in your mind?\What are you trying to accomplish?\I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family. response:	That's how I make up for not being much of an uncle, Charlotte.
context: What are you trying to accomplish?\I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte. response:	I cannot permit you to go to Gallia.
context: I'm just bored.\I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia. response:	How come, Princess?
context: I see.\I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess? response:	If you go, it might start a war.
context: I have the greatest gift prepared for you, Charlotte.\As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war. response:	A war?
context: As punishment for standing against your master,\I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war.\A war? response:	You are my private knights.
context: I will have you take the same path your mother took.\Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war.\A war?\You are my private knights. response:	No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.
context: Until the drug's ready, spend the last few moments with your family.\That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war.\A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain. response:	From what I heard,
context: That's how I make up for not being much of an uncle, Charlotte.\I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war.\A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard, response:	Tabitha-dono is currently under arrest as a criminal.
context: I cannot permit you to go to Gallia.\How come, Princess?\If you go, it might start a war.\A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal. response:	If you tried to rescue such a person,
context: How come, Princess?\If you go, it might start a war.\A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person, response:	it would be considered an act of aggression.
context: If you go, it might start a war.\A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression. response:	Do you understand?
context: A war?\You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand? response:	Saito-san?
context: You are my private knights.\No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand?\Saito-san? response:	I'm returning this to you.
context: No matter what the intent is, what you do will be considered done by the Kingdom of Tristain.\From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand?\Saito-san?\I'm returning this to you. response:	Saito?
context: From what I heard,\Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand?\Saito-san?\I'm returning this to you.\Saito? response:	Now I won't cause any trouble to Tristain, right?
context: Tabitha-dono is currently under arrest as a criminal.\If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand?\Saito-san?\I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right? response:	Both Malicorn and I share the thought with the vice-captain.
context: If you tried to rescue such a person,\it would be considered an act of aggression.\Do you understand?\Saito-san?\I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain. response:	Thank you very much for your care.
context: it would be considered an act of aggression.\Do you understand?\Saito-san?\I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care. response:	You are so...
context: Do you understand?\Saito-san?\I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so... response:	Agnes?
context: Saito-san?\I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so...\Agnes? response:	Arrest these people.
context: I'm returning this to you.\Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so...\Agnes?\Arrest these people. response:	Big trouble! Big trouble!
context: Saito?\Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so...\Agnes?\Arrest these people.\Big trouble! Big trouble! response:	They're arrested!
context: Now I won't cause any trouble to Tristain, right?\Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so...\Agnes?\Arrest these people.\Big trouble! Big trouble!\They're arrested! response:	You mean Guiche?!
context: Both Malicorn and I share the thought with the vice-captain.\Thank you very much for your care.\You are so...\Agnes?\Arrest these people.\Big trouble! Big trouble!\They're arrested!\You mean Guiche?! response:	Even Saito-san?
context: Thank you very much for your care.\You are so...\Agnes?\Arrest these people.\Big trouble! Big trouble!\They're arrested!\You mean Guiche?!\Even Saito-san? response:	Didn't I tell you?! Her Highness wouldn't accept it!
context: You are so...\Agnes?\Arrest these people.\Big trouble! Big trouble!\They're arrested!\You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it! response:	Damn it!
context: Agnes?\Arrest these people.\Big trouble! Big trouble!\They're arrested!\You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it! response:	But how do you know that they got arrested?
context: Arrest these people.\Big trouble! Big trouble!\They're arrested!\You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested? response:	I've got pointed ears.
context: Big trouble! Big trouble!\They're arrested!\You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested?\I've got pointed ears. response:	You mean sharp ears.
context: They're arrested!\You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears. response:	Hi. Jean won't pay attention to me, so I came for a visit.
context: You mean Guiche?!\Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit. response:	Is something going on?
context: Even Saito-san?\Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on? response:	We should have been on our way to Gallia by now...
context: Didn't I tell you?! Her Highness wouldn't accept it!\Damn it!\But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now... response:	Sorry it turned out like this because of me.
context: Damn it!\But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me. response:	Don't worry.
context: But how do you know that they got arrested?\I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry. response:	We simply kept things straight as aristocrats.
context: I've got pointed ears.\You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats. response:	In fact, I want to thank you.
context: You mean sharp ears.\Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you. response:	Thank me?
context: Hi. Jean won't pay attention to me, so I came for a visit.\Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me? response:	Why?
context: Is something going on?\We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me?\Why? response:	By staying true to my heart as a knight,
context: We should have been on our way to Gallia by now...\Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me?\Why?\By staying true to my heart as a knight, response:	I got imprisoned at the castle!
context: Sorry it turned out like this because of me.\Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me?\Why?\By staying true to my heart as a knight,\I got imprisoned at the castle! response:	You can't have this kind of experience every day.
context: Don't worry.\We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me?\Why?\By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day. response:	I can already imagine the faces of the girls who hear this story.
context: We simply kept things straight as aristocrats.\In fact, I want to thank you.\Thank me?\Why?\By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story. response:	I'm such a sinful man.
context: In fact, I want to thank you.\Thank me?\Why?\By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man. response:	What nonsense are you talking about?!
context: Thank me?\Why?\By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?! response:	If I stay at a place like this, I can't see Illococoo!
context: Why?\By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo! response:	I'm sure Louise will do something.
context: By staying true to my heart as a knight,\I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something. response:	Remember? She's a childhood friend,
context: I got imprisoned at the castle!\You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend, response:	so I bet things are going well and she's calming the Princess down right now.
context: You can't have this kind of experience every day.\I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now. response:	Why is he wilfully going into danger?
context: I can already imagine the faces of the girls who hear this story.\I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger? response:	Why are you wilfully going into danger?
context: I'm such a sinful man.\What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger? response:	Everyone wants to help her even now.
context: What nonsense are you talking about?!\If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now. response:	I don't want to lose any more dear people.
context: If I stay at a place like this, I can't see Illococoo!\I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people. response:	So you are...
context: I'm sure Louise will do something.\Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are... response:	I have a question I must ask you, Princess.
context: Remember? She's a childhood friend,\so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess. response:	What is it, Louise?
context: so I bet things are going well and she's calming the Princess down right now.\Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess.\What is it, Louise? response:	What do you think... of...
context: Why is he wilfully going into danger?\Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of... response:	What do I think?
context: Why are you wilfully going into danger?\Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of...\What do I think? response:	He's doing great as a chevalier.
context: Everyone wants to help her even now.\I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of...\What do I think?\He's doing great as a chevalier. response:	Not as the Queen, but as a friend!
context: I don't want to lose any more dear people.\So you are...\I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of...\What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend! response:	Answer me as a woman!
context: So you are...\I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of...\What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman! response:	Louise?
