context: One winter day, response:	I found an invitation in my shoe locker
context: What Christmas party?\Huh? Didn't you receive an invitation?\Th-That was from Natsume-san?\I thought it was meant as a prank.\If you're coming, we can go together.\I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day. response:	Really? Okay. See ya.
context: Huh? Didn't you receive an invitation?\Th-That was from Natsume-san?\I thought it was meant as a prank.\If you're coming, we can go together.\I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya. response:	Uh-huh, sorry.
context: Th-That was from Natsume-san?\I thought it was meant as a prank.\If you're coming, we can go together.\I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry. response:	I really think you should come, Oshima-san!
context: I thought it was meant as a prank.\If you're coming, we can go together.\I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san! response:	It'll be fun!
context: If you're coming, we can go together.\I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun! response:	You're wrong!
context: I've got my bike.\Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun!\You're wrong! response:	Santa is a fairy!
context: Oh, uh-huh...\Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun!\You're wrong!\Santa is a fairy! response:	Yeah!
context: Sorry, today's not a good day.\Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun!\You're wrong!\Santa is a fairy!\Yeah! response:	And reindeer are people who did bad things in their previous life!
context: Really? Okay. See ya.\Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun!\You're wrong!\Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life! response:	Wait!
context: Uh-huh, sorry.\I really think you should come, Oshima-san!\It'll be fun!\You're wrong!\Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life!\Wait! response:	Don't touch the cake!
context: I really think you should come, Oshima-san!\It'll be fun!\You're wrong!\Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake! response:	Th-The opposite of classy...
context: It'll be fun!\You're wrong!\Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake!\Th-The opposite of classy... response:	Wh-Who are these people?
context: You're wrong!\Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people? response:	Hey, kids.
context: Santa is a fairy!\Yeah!\And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people?\Hey, kids. response:	Keep it down.
context: Yeah!\And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people?\Hey, kids.\Keep it down. response:	Yes, sir!
context: And reindeer are people who did bad things in their previous life!\Wait!\Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people?\Hey, kids.\Keep it down.\Yes, sir! response:	Our apologies, big man!
context: Wait!\Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people?\Hey, kids.\Keep it down.\Yes, sir!\Our apologies, big man! response:	Big man?
context: Don't touch the cake!\Th-The opposite of classy...\Wh-Who are these people?\Hey, kids.\Keep it down.\Yes, sir!\Our apologies, big man!\Big man? response:	Oh, Oshima!
context: Th-The opposite of classy...\Wh-Who are these people?\Hey, kids.\Keep it down.\Yes, sir!\Our apologies, big man!\Big man?\Oh, Oshima! response:	Female!
context: Wh-Who are these people?\Hey, kids.\Keep it down.\Yes, sir!\Our apologies, big man!\Big man?\Oh, Oshima!\Female! response:	Way to go, Sasayan!
context: Hey, kids.\Keep it down.\Yes, sir!\Our apologies, big man!\Big man?\Oh, Oshima!\Female!\Way to go, Sasayan! response:	Hello!
context: Keep it down.\Yes, sir!\Our apologies, big man!\Big man?\Oh, Oshima!\Female!\Way to go, Sasayan!\Hello! response:	H-Hello.
context: Yes, sir!\Our apologies, big man!\Big man?\Oh, Oshima!\Female!\Way to go, Sasayan!\Hello!\H-Hello. response:	Me like!
context: Our apologies, big man!\Big man?\Oh, Oshima!\Female!\Way to go, Sasayan!\Hello!\H-Hello.\Me like! response:	Me like tall girls!
context: Big man?\Oh, Oshima!\Female!\Way to go, Sasayan!\Hello!\H-Hello.\Me like!\Me like tall girls! response:	I dig the glasses!
context: Oh, Oshima!\Female!\Way to go, Sasayan!\Hello!\H-Hello.\Me like!\Me like tall girls!\I dig the glasses! response:	Oshima-san! Thank you for coming!
context: Female!\Way to go, Sasayan!\Hello!\H-Hello.\Me like!\Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming! response:	Thank you so much!
context: Way to go, Sasayan!\Hello!\H-Hello.\Me like!\Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much! response:	Why are you dressed like that?
context: Hello!\H-Hello.\Me like!\Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that? response:	The plan was for me to bring in the cake,
context: H-Hello.\Me like!\Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake, response:	but they already ate it...
context: Me like!\Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it... response:	Isn't that the girl from the cultural festival?
context: Me like tall girls!\I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival? response:	Your rival's here now.
context: I dig the glasses!\Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now. response:	How are you going to respond, Mizutani-san?
context: Oshima-san! Thank you for coming!\Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san? response:	Rival?
context: Thank you so much!\Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san?\Rival? response:	She's in love with Haru.
context: Why are you dressed like that?\The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru. response:	That's not my problem.
context: The plan was for me to bring in the cake,\but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru.\That's not my problem. response:	Not her problem, huh?
context: but they already ate it...\Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru.\That's not my problem.\Not her problem, huh? response:	Does she realize how lucky she is to be able to say that?
context: Isn't that the girl from the cultural festival?\Your rival's here now.\How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru.\That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that? response:	Well, I'm gonna cut the cake now.
context: Your rival's here now.\How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru.\That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now. response:	Oh, time to cut the cake?
context: How are you going to respond, Mizutani-san?\Rival?\She's in love with Haru.\That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake? response:	Want any help?
context: Rival?\She's in love with Haru.\That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help? response:	I-It's okay.
context: She's in love with Haru.\That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help?\I-It's okay. response:	I think she's avoiding me.
context: That's not my problem.\Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help?\I-It's okay.\I think she's avoiding me. response:	What's wrong?
context: Not her problem, huh?\Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help?\I-It's okay.\I think she's avoiding me.\What's wrong? response:	Can't blame her for falling so hard.
context: Does she realize how lucky she is to be able to say that?\Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help?\I-It's okay.\I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard. response:	Even I thought he was kinda cool.
context: Well, I'm gonna cut the cake now.\Oh, time to cut the cake?\Want any help?\I-It's okay.\I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool. response:	It's not fair.
context: Oh, time to cut the cake?\Want any help?\I-It's okay.\I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair. response:	Huh?
context: Want any help?\I-It's okay.\I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair.\Huh? response:	Feels like I lost.
context: I-It's okay.\I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair.\Huh?\Feels like I lost. response:	Not that it matters.
context: I think she's avoiding me.\What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair.\Huh?\Feels like I lost.\Not that it matters. response:	Hmm?
context: What's wrong?\Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair.\Huh?\Feels like I lost.\Not that it matters.\Hmm? response:	Anyway, Haru's participating in a Christmas party.
context: Can't blame her for falling so hard.\Even I thought he was kinda cool.\It's not fair.\Huh?\Feels like I lost.\Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party. response:	He's really settled down.
context: Even I thought he was kinda cool.\It's not fair.\Huh?\Feels like I lost.\Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down. response:	He looks just like your average high school student now.
context: It's not fair.\Huh?\Feels like I lost.\Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now. response:	We owe Shizuku-chan big time.
context: Huh?\Feels like I lost.\Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time. response:	Misawa Batting Center
context: Feels like I lost.\Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center response:	I need to hit the restroom.
context: Not that it matters.\Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom. response:	Go ahead.
context: Hmm?\Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom.\Go ahead. response:	Hey! Who ate two pieces of cake?!
context: Anyway, Haru's participating in a Christmas party.\He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?! response:	Oshima-san!
context: He's really settled down.\He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san! response:	Do you have a boyfriend?
context: He looks just like your average high school student now.\We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend? response:	N-No!
context: We owe Shizuku-chan big time.\Misawa Batting Center\I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend?\N-No! response:	Hey, Tomio!
context: Misawa Batting Center\I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend?\N-No!\Hey, Tomio! response:	You don't get to hit on her first!
context: I need to hit the restroom.\Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend?\N-No!\Hey, Tomio!\You don't get to hit on her first! response:	You have phimosis anyway!
context: Go ahead.\Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend?\N-No!\Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway! response:	Hey!
context: Hey! Who ate two pieces of cake?!\Oshima-san!\Do you have a boyfriend?\N-No!\Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway!\Hey! response:	You're not supposed to tell people that!
context: Oshima-san!\Do you have a boyfriend?\N-No!\Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway!\Hey!\You're not supposed to tell people that! response:	Shut up, idiots.
context: Do you have a boyfriend?\N-No!\Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway!\Hey!\You're not supposed to tell people that!\Shut up, idiots. response:	I can take you!
context: N-No!\Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway!\Hey!\You're not supposed to tell people that!\Shut up, idiots.\I can take you! response:	That's nice!
context: Hey, Tomio!\You don't get to hit on her first!\You have phimosis anyway!\Hey!\You're not supposed to tell people that!\Shut up, idiots.\I can take you!\That's nice! response:	The hell are you on?!
context: You don't get to hit on her first!\You have phimosis anyway!\Hey!\You're not supposed to tell people that!\Shut up, idiots.\I can take you!\That's nice!\The hell are you on?! response:	U-Um...
context: You have phimosis anyway!\Hey!\You're not supposed to tell people that!\Shut up, idiots.\I can take you!\That's nice!\The hell are you on?!\U-Um... response:	Get off me already!
context: Hey!\You're not supposed to tell people that!\Shut up, idiots.\I can take you!\That's nice!\The hell are you on?!\U-Um...\Get off me already! response:	You should stop...
context: You're not supposed to tell people that!\Shut up, idiots.\I can take you!\That's nice!\The hell are you on?!\U-Um...\Get off me already!\You should stop... response:	Eh? Want me to knock you silly?!
context: Shut up, idiots.\I can take you!\That's nice!\The hell are you on?!\U-Um...\Get off me already!\You should stop...\Eh? Want me to knock you silly?! response:	Somebody should stop them...
context: I can take you!\That's nice!\The hell are you on?!\U-Um...\Get off me already!\You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them... response:	I'll jam two fingers up your ass!
context: That's nice!\The hell are you on?!\U-Um...\Get off me already!\You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass! response:	Oshima-san, Oshima-san.
context: The hell are you on?!\U-Um...\Get off me already!\You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san. response:	Two fingers don't scare me!
context: U-Um...\Get off me already!\You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me! response:	I brought a puzzle book!
context: Get off me already!\You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book! response:	Wait, right now?
context: You should stop...\Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book!\Wait, right now? response:	And it's just going to be the two of us?
context: Eh? Want me to knock you silly?!\Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us? response:	Isn't this a party?
context: Somebody should stop them...\I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us?\Isn't this a party? response:	First question, what stays still, but is always running?
context: I'll jam two fingers up your ass!\Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running? response:	You're askin' for it!
context: Oshima-san, Oshima-san.\Two fingers don't scare me!\I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it! response:	Bring it!
context: Two fingers don't scare me!\I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it!\Bring it! response:	Fine! I'll kill you!
context: I brought a puzzle book!\Wait, right now?\And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it!\Bring it!\Fine! I'll kill you! response:	Th-This is a bad time...
context: Wait, right now?\And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it!\Bring it!\Fine! I'll kill you!\Th-This is a bad time... response:	Oh, Natsume-san.
context: And it's just going to be the two of us?\Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it!\Bring it!\Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san. response:	Did you get your assignment back?
context: Isn't this a party?\First question, what stays still, but is always running?\You're askin' for it!\Bring it!\Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back? response:	I know! A clock!
context: First question, what stays still, but is always running?\You're askin' for it!\Bring it!\Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back?\I know! A clock! response:	Yep!
context: You're askin' for it!\Bring it!\Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back?\I know! A clock!\Yep! response:	You got it, Haru-kun!
context: Bring it!\Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back?\I know! A clock!\Yep!\You got it, Haru-kun! response:	Hell, yeah!
context: Fine! I'll kill you!\Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back?\I know! A clock!\Yep!\You got it, Haru-kun!\Hell, yeah! response:	Am I the one who's weird here?
context: Th-This is a bad time...\Oh, Natsume-san.\Did you get your assignment back?\I know! A clock!\Yep!\You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here? response:	Can you guys stop fighting in here?
context: Oh, Natsume-san.\Did you get your assignment back?\I know! A clock!\Yep!\You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here? response:	Oh, a puzzle book?
context: Did you get your assignment back?\I know! A clock!\Yep!\You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book? response:	Haven't seen one in ages!
context: I know! A clock!\Yep!\You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages! response:	Let's play.
context: Yep!\You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages!\Let's play. response:	Mizutani-san, how can you study at a time like this?
context: You got it, Haru-kun!\Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this? response:	You're amazing, Sasahara-kun.
context: Hell, yeah!\Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun. response:	Huh?
context: Am I the one who's weird here?\Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh? response:	I don't know how to react to all of this.
context: Can you guys stop fighting in here?\Oh, a puzzle book?\Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this. response:	You need to stop worrying so much.
context: Oh, a puzzle book?\Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this.\You need to stop worrying so much. response:	Isn't that right?
context: Haven't seen one in ages!\Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right? response:	Yeah, it's safe to just ignore them.
context: Let's play.\Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them. response:	Especially in Haru's case.
context: Mizutani-san, how can you study at a time like this?\You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case. response:	Haru, show it to us again!
context: You're amazing, Sasahara-kun.\Huh?\I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again! response:	Oh, you mean that?
context: Huh?\I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that? response:	And when it looks like things are getting crazy...
context: I don't know how to react to all of this.\You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy... response:	You do this to let them know.
context: You need to stop worrying so much.\Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know. response:	That's too hard...
context: Isn't that right?\Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know.\That's too hard... response:	You went to Kaimei Academy, Yoshida-kun?
context: Yeah, it's safe to just ignore them.\Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun? response:	Yeah, for grade school.
context: Especially in Haru's case.\Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school. response:	What? That's where I went to grade school.
context: Haru, show it to us again!\Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school. response:	I don't remember this guy.
context: Oh, you mean that?\And when it looks like things are getting crazy...\You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy. response:	Do you remember the push-off incident?
context: And when it looks like things are getting crazy...\You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident? response:	Huh?
context: You do this to let them know.\That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident?\Huh? response:	So you were the one responsible for the mashed-face incident?!
context: That's too hard...\You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?! response:	Wait, Yoshida?
context: You went to Kaimei Academy, Yoshida-kun?\Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida? response:	You did stuff like that in grade school?
context: Yeah, for grade school.\What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school? response:	Uh, probably?
context: What? That's where I went to grade school.\I don't remember this guy.\Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably? response:	I don't really remember.
context: I don't remember this guy.\Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably?\I don't really remember. response:	Sasaki Seminar
context: Do you remember the push-off incident?\Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably?\I don't really remember.\Sasaki Seminar response:	Well, I have Shizuku now.
context: Huh?\So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably?\I don't really remember.\Sasaki Seminar\Well, I have Shizuku now. response:	No worries.
context: So you were the one responsible for the mashed-face incident?!\Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably?\I don't really remember.\Sasaki Seminar\Well, I have Shizuku now.\No worries. response:	Oh? Are you also attending the winter session at that cram school?
context: Wait, Yoshida?\You did stuff like that in grade school?\Uh, probably?\I don't really remember.\Sasaki Seminar\Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school? response:	Are you in the special college prep course, too?
context: You did stuff like that in grade school?\Uh, probably?\I don't really remember.\Sasaki Seminar\Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too? response:	No, I'm in the normal one...
context: Uh, probably?\I don't really remember.\Sasaki Seminar\Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one... response:	Oh, how about that?
context: I don't really remember.\Sasaki Seminar\Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that? response:	I'm also taking that course.
context: Sasaki Seminar\Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that?\I'm also taking that course. response:	You're taking the same course?
context: Well, I have Shizuku now.\No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that?\I'm also taking that course.\You're taking the same course? response:	It starts next week and runs through the end of the year with no breaks.
context: No worries.\Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that?\I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks. response:	I can't wait.
context: Oh? Are you also attending the winter session at that cram school?\Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that?\I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait. response:	I didn't know you were so serious about your studies.
context: Are you in the special college prep course, too?\No, I'm in the normal one...\Oh, how about that?\I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies. response:	What's that look for?
context: No, I'm in the normal one...\Oh, how about that?\I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies.\What's that look for? response:	Can you stop staring at me?
context: Oh, how about that?\I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me? response:	What? Cram school?
context: I'm also taking that course.\You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me?\What? Cram school? response:	We can't afford it.
