context: Tsukiyama! response:	Mmm... Long time no see, Miss Kirishima.
context: I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay. response:	Have a nice evening.
context: about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay.\Have a nice evening. response:	Oh, and Kaneki...
context: L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay.\Have a nice evening.\Oh, and Kaneki... response:	Yomo said he was waiting downstairs for you.
context: i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay.\Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you. response:	Mr. Yomo? Downstairs?
context: All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay.\Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs? response:	Um, where are we?
context: He didn't seem like all that bad a person.\Kaneki, you can go home now.\Oh, okay.\Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we? response:	He's as tight-lipped as always.
context: Kaneki, you can go home now.\Oh, okay.\Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always. response:	Doves have entered the 20th Ward.
context: Oh, okay.\Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward. response:	Huh? You mean...
context: Have a nice evening.\Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean... response:	If it comes to it, you will be responsible for protecting yourself.
context: Oh, and Kaneki...\Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself. response:	Let's go!
context: Yomo said he was waiting downstairs for you.\Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go! response:	Let's go!
context: Mr. Yomo? Downstairs?\Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go! response:	H-Hold on!
context: Um, where are we?\He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go!\H-Hold on! response:	You do a fair job of dodging but you're hopeless at the rest of it.
context: He's as tight-lipped as always.\Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it. response:	R-Right.
context: Doves have entered the 20th Ward.\Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right. response:	Stop by here on days you work. I'll train you.
context: Huh? You mean...\If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you. response:	All right.
context: If it comes to it, you will be responsible for protecting yourself.\Let's go!\Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you.\All right. response:	Are you coming with me?
context: Let's go!\Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you.\All right.\Are you coming with me? response:	Huh?
context: Let's go!\H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you.\All right.\Are you coming with me?\Huh? response:	There's someone who wants to meet you.
context: H-Hold on!\You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you.\All right.\Are you coming with me?\Huh?\There's someone who wants to meet you. response:	So you're Kaneki, are you?
context: You do a fair job of dodging but you're hopeless at the rest of it.\R-Right.\Stop by here on days you work. I'll train you.\All right.\Are you coming with me?\Huh?\There's someone who wants to meet you.\So you're Kaneki, are you? response:	I'm so glad you came to see me.
context: R-Right.\Stop by here on days you work. I'll train you.\All right.\Are you coming with me?\Huh?\There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me. response:	I've heard all about you from Ren and U, here.
context: Stop by here on days you work. I'll train you.\All right.\Are you coming with me?\Huh?\There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here. response:	I'm Itori, and this is my bar. Pleasure to meet you.
context: All right.\Are you coming with me?\Huh?\There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you. response:	Th-The pleasure is mine.
context: Are you coming with me?\Huh?\There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine. response:	Now, now, don't be so stiff! Relax, Kaneki!
context: Huh?\There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki! response:	U-Um... Have you all known each other long?
context: There's someone who wants to meet you.\So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long? response:	Well, we're pretty much stuck together.
context: So you're Kaneki, are you?\I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together. response:	Way back when, Ren and Uta were on terrible terms.
context: I'm so glad you came to see me.\I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms. response:	Because of them, the 4th Ward was even crazier than it is now.
context: I've heard all about you from Ren and U, here.\I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now. response:	We're on good terms now, though, right?
context: I'm Itori, and this is my bar. Pleasure to meet you.\Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right? response:	I guess.
context: Th-The pleasure is mine.\Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess. response:	Ren really was beyond anyone's control, once upon a time.
context: Now, now, don't be so stiff! Relax, Kaneki!\U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time. response:	Th-That bad?
context: U-Um... Have you all known each other long?\Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad? response:	Mm-hmm. Kind of like Miss Toka when she gets mad.
context: Well, we're pretty much stuck together.\Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad. response:	Ah, very similar!
context: Way back when, Ren and Uta were on terrible terms.\Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar! response:	That is scary, huh?
context: Because of them, the 4th Ward was even crazier than it is now.\We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh? response:	Enough talk about me.
context: We're on good terms now, though, right?\I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh?\Enough talk about me. response:	Itori, didn't you have something to say to him?
context: I guess.\Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him? response:	Ah, yes I do!
context: Ren really was beyond anyone's control, once upon a time.\Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do! response:	Here, this is for you.
context: Th-That bad?\Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you. response:	Oh, no, I'm still underage.
context: Mm-hmm. Kind of like Miss Toka when she gets mad.\Ah, very similar!\That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage. response:	It's not wine, you know!
context: Ah, very similar!\That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know! response:	Wah! Whoa!
context: That is scary, huh?\Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa! response:	Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!
context: Enough talk about me.\Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul! response:	Sorry, sorry. But right now, it's just us ghouls around.
context: Itori, didn't you have something to say to him?\Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around. response:	Here, a token of my apology.
context: Ah, yes I do!\Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology. response:	I wonder if the other one-eye is like him, too.
context: Here, this is for you.\Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too. response:	Who knows?
context: Oh, no, I'm still underage.\It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows? response:	U-Um, is there someone else besides me with only one, uh...
context: It's not wine, you know!\Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh... response:	Oh, did that grab your attention?
context: Wah! Whoa!\Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention? response:	Yes.
context: Whoo-hoo! Amazing! I've never seen this! A one-eyed ghoul!\Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes. response:	All right. Kaneki, you see, if a human and a ghoul fall in love,
context: Sorry, sorry. But right now, it's just us ghouls around.\Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love, response:	what do you think you get if you cross them?
context: Here, a token of my apology.\I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them? response:	A human and a ghoul, you say?
context: I wonder if the other one-eye is like him, too.\Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say? response:	They die.
context: Who knows?\U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say?\They die. response:	Death from infirmity.
context: U-Um, is there someone else besides me with only one, uh...\Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say?\They die.\Death from infirmity. response:	The chances of getting pregnant itself are pretty low, though.
context: Oh, did that grab your attention?\Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say?\They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though. response:	However, in extremely rare cases, one is born;
context: Yes.\All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say?\They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born; response:	a half-ghoul, half-human baby.
context: All right. Kaneki, you see, if a human and a ghoul fall in love,\what do you think you get if you cross them?\A human and a ghoul, you say?\They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby. response:	A half-human ghoul...
context: what do you think you get if you cross them?\A human and a ghoul, you say?\They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul... response:	A half-blooded ghoul is far superior to a full-blooded one.
context: A human and a ghoul, you say?\They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one. response:	And this one only had a red eye...
context: They die.\Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye... response:	on the one side.
context: Death from infirmity.\The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side. response:	But then, those stories are urban legend grade.
context: The chances of getting pregnant itself are pretty low, though.\However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade. response:	A one-eyed ghoul...
context: However, in extremely rare cases, one is born;\a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul... response:	U-Um...
context: a half-ghoul, half-human baby.\A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um... response:	Oh? What is it? Ask me anything.
context: A half-human ghoul...\A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything. response:	Do you know... Do you know anything about Miss Kamishiro Rize?
context: A half-blooded ghoul is far superior to a full-blooded one.\And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize? response:	Oh-ho... Why do you ask?
context: And this one only had a red eye...\on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask? response:	The whole reason my body got to be this way started when I met her.
context: on the one side.\But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her. response:	Mm-hmm...
context: But then, those stories are urban legend grade.\A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm... response:	Mm-hmm...
context: A one-eyed ghoul...\U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm... response:	And yet, I don't know a thing about her.
context: U-Um...\Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her. response:	I see. Rize, huh?
context: Oh? What is it? Ask me anything.\Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh? response:	She was a troublemaker, whose death is shrouded in mystery.
context: Do you know... Do you know anything about Miss Kamishiro Rize?\Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery. response:	Indeed, over the last few months, that has been the talk of the town.
context: Oh-ho... Why do you ask?\The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town. response:	A mysterious death? But it was an accident...
context: The whole reason my body got to be this way started when I met her.\Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident... response:	Oh? Do you really think that was just a common accident, Kaneki Ken?
context: Mm-hmm...\Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken? response:	Itori...
context: Mm-hmm...\And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori... response:	That day, you see,
context: And yet, I don't know a thing about her.\I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see, response:	rumor has it that a person was seen standing on top of the building,
context: I see. Rize, huh?\She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building, response:	at the same time the accident took place.
context: She was a troublemaker, whose death is shrouded in mystery.\Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place. response:	Huh? S-So then, it wasn't a coincidence?
context: Indeed, over the last few months, that has been the talk of the town.\A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence? response:	Somebody killed Rize... or some such.
context: A mysterious death? But it was an accident...\Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such. response:	Itori!
context: Oh? Do you really think that was just a common accident, Kaneki Ken?\Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori! response:	I'm just saying! It's only a rumor. A rumor!
context: Itori...\That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor! response:	Who would... Who would have done that?
context: That day, you see,\rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that? response:	Kaneki...
context: rumor has it that a person was seen standing on top of the building,\at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki... response:	Kaneki?
context: at the same time the accident took place.\Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki...\Kaneki? response:	Oh, yes?
context: Huh? S-So then, it wasn't a coincidence?\Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki...\Kaneki?\Oh, yes? response:	Has something happened?
context: Somebody killed Rize... or some such.\Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki...\Kaneki?\Oh, yes?\Has something happened? response:	Oh, no.
context: Itori!\I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki...\Kaneki?\Oh, yes?\Has something happened?\Oh, no. response:	Um, Mr. Tsukiyama...
context: I'm just saying! It's only a rumor. A rumor!\Who would... Who would have done that?\Kaneki...\Kaneki?\Oh, yes?\Has something happened?\Oh, no.\Um, Mr. Tsukiyama... response:	Hmm? What is it?
context: Who would... Who would have done that?\Kaneki...\Kaneki?\Oh, yes?\Has something happened?\Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it? response:	What did you used to talk about with Miss Rize?
context: Kaneki...\Kaneki?\Oh, yes?\Has something happened?\Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize? response:	Oh, Miss Kaneshiro? We talked about books...
context: Kaneki?\Oh, yes?\Has something happened?\Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books... response:	and of course, we talked about dining.
context: Oh, yes?\Has something happened?\Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining. response:	Tsukiyama, I'm pleased by your invitation,
context: Has something happened?\Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation, response:	but I have absolutely no interest in your members-only gourmet club.
context: Oh, no.\Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club. response:	W-Why not? Don't you wish to have a taste of something higher?
context: Um, Mr. Tsukiyama...\Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher? response:	Well, whatever you can arrange on a plate for me won't be enough.
context: Hmm? What is it?\What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough. response:	Sure, there's nothing that beats flavor when eating,
context: What did you used to talk about with Miss Rize?\Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating, response:	but ghouls, pretending to be high society, devoted to their palates?
context: Oh, Miss Kaneshiro? We talked about books...\and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates? response:	It's comical how human that would be, isn't it, Tsukiyama?
context: and of course, we talked about dining.\Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama? response:	Why, that little...! How dare an ignoble sow like her
context: Tsukiyama, I'm pleased by your invitation,\but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her response:	make a mockery of my dining!
