context: Mashima-kun is still down by 5 cards! response:	He can't catch up!
context: Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I? response:	The Urayasu room in the Omi Jingu Learning Center.
context: Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center. response:	to set the Tatsuta River ablaze
context: This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze response:	Right next to the reader.
context: The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader. response:	In the seat that assures victory!
context: but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory! response:	Rion!
context: Enough of a difference for one to emerge victorious.\Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory!\Rion! response:	Thank you very much.
context: Hang in there. Hang in there.\Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory!\Rion!\Thank you very much. response:	Is something wrong?
context: Where am I?\The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory!\Rion!\Thank you very much.\Is something wrong? response:	Oh, it's okay.
context: The Urayasu room in the Omi Jingu Learning Center.\to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory!\Rion!\Thank you very much.\Is something wrong?\Oh, it's okay. response:	Try not to disturb her.
context: to set the Tatsuta River ablaze\Right next to the reader.\In the seat that assures victory!\Rion!\Thank you very much.\Is something wrong?\Oh, it's okay.\Try not to disturb her. response:	Huh?
context: Right next to the reader.\In the seat that assures victory!\Rion!\Thank you very much.\Is something wrong?\Oh, it's okay.\Try not to disturb her.\Huh? response:	She's asleep...
context: In the seat that assures victory!\Rion!\Thank you very much.\Is something wrong?\Oh, it's okay.\Try not to disturb her.\Huh?\She's asleep... response:	What about you?
context: Rion!\Thank you very much.\Is something wrong?\Oh, it's okay.\Try not to disturb her.\Huh?\She's asleep...\What about you? response:	No call to announce Mizusawa's first win...
context: Thank you very much.\Is something wrong?\Oh, it's okay.\Try not to disturb her.\Huh?\She's asleep...\What about you?\No call to announce Mizusawa's first win... response:	I'm sending No more.
context: Is something wrong?\Oh, it's okay.\Try not to disturb her.\Huh?\She's asleep...\What about you?\No call to announce Mizusawa's first win...\I'm sending No more. response:	What are you doing, Kanata?
context: Oh, it's okay.\Try not to disturb her.\Huh?\She's asleep...\What about you?\No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata? response:	He's clawing his way back from the early deficit.
context: Try not to disturb her.\Huh?\She's asleep...\What about you?\No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit. response:	What's going on?
context: Huh?\She's asleep...\What about you?\No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on? response:	As the game drags on, his guesses have been more accurate.
context: She's asleep...\What about you?\No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate. response:	It takes experience to be able to feel the flow of the game.
context: What about you?\No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game. response:	I've been playing karuta since I was five.
context: No call to announce Mizusawa's first win...\I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five. response:	I've been playing longer than anyone else here!
context: I'm sending No more.\What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here! response:	Compared to becoming Queen,
context: What are you doing, Kanata?\He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen, response:	it's much harder for us to become best in Japan together!
context: He's clawing his way back from the early deficit.\What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together! response:	Chihaya's right.
context: What's going on?\As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right. response:	and by no fault of mine
context: As the game drags on, his guesses have been more accurate.\It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine response:	Said world grants no escape
context: It takes experience to be able to feel the flow of the game.\I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine\Said world grants no escape response:	Eromu-senpai got it!
context: I've been playing karuta since I was five.\I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine\Said world grants no escape\Eromu-senpai got it! response:	He's so fast!
context: I've been playing longer than anyone else here!\Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine\Said world grants no escape\Eromu-senpai got it!\He's so fast! response:	He's quick when it comes to cards that are now one-syllable.
context: Compared to becoming Queen,\it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine\Said world grants no escape\Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable. response:	Still, I can't lose here!
context: it's much harder for us to become best in Japan together!\Chihaya's right.\and by no fault of mine\Said world grants no escape\Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here! response:	Chihaya...
context: Chihaya's right.\and by no fault of mine\Said world grants no escape\Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya... response:	We'll have plenty of chances to try to become Master and Queen,
context: and by no fault of mine\Said world grants no escape\Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen, response:	I'm moving Like a.
context: Said world grants no escape\Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a. response:	but we only get to play as a team
context: Eromu-senpai got it!\He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team response:	during our three years in high school.
context: He's so fast!\He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team\during our three years in high school. response:	The sky may hold...
context: He's quick when it comes to cards that are now one-syllable.\Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team\during our three years in high school.\The sky may hold... response:	Damn! He defended it!
context: Still, I can't lose here!\Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team\during our three years in high school.\The sky may hold...\Damn! He defended it! response:	I'm moving my card.
context: Chihaya...\We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team\during our three years in high school.\The sky may hold...\Damn! He defended it!\I'm moving my card. response:	It's down to luck-of-the-draw.
context: We'll have plenty of chances to try to become Master and Queen,\I'm moving Like a.\but we only get to play as a team\during our three years in high school.\The sky may hold...\Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw. response:	In both games...
context: I'm moving Like a.\but we only get to play as a team\during our three years in high school.\The sky may hold...\Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw.\In both games... response:	I don't believe this.
context: but we only get to play as a team\during our three years in high school.\The sky may hold...\Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw.\In both games...\I don't believe this. response:	Both of them are in luck-of-the draw situations.
context: during our three years in high school.\The sky may hold...\Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw.\In both games...\I don't believe this.\Both of them are in luck-of-the draw situations. response:	I do not know where this love will take me
context: The sky may hold...\Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw.\In both games...\I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me response:	I do not know where this love will take me
context: Damn! He defended it!\I'm moving my card.\It's down to luck-of-the-draw.\In both games...\I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me response:	Mizusawa synchronized their cards!
context: I'm moving my card.\It's down to luck-of-the-draw.\In both games...\I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards! response:	There's no guarantee that we'll make it back to the finals next year.
context: It's down to luck-of-the-draw.\In both games...\I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year. response:	We'll probably never get another chance like this!
context: In both games...\I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this! response:	I do not know where this love will take me
context: I don't believe this.\Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me response:	The famous Sone no Yoshitada poem...
context: Both of them are in luck-of-the draw situations.\I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem... response:	Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me
context: I do not know where this love will take me\I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me response:	Of all cards, this is the one the Prez gets...
context: I do not know where this love will take me\Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets... response:	No more can we hear the sounds of the waterfall, but its legacy continues to spread
context: Mizusawa synchronized their cards!\There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread response:	The opposing captain has No more.
context: There's no guarantee that we'll make it back to the finals next year.\We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more. response:	I like these poems much more than the ones that are more technical.
context: We'll probably never get another chance like this!\I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical. response:	The mouth of the Yura is where river meets ocean.
context: I do not know where this love will take me\The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean. response:	There, love lost its oar in the waters,
context: The famous Sone no Yoshitada poem...\Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters, response:	left with no idea where it will go...
context: Like a boatsman adrift at the mouth of the Yura, I do not know where this love will take me\Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go... response:	Chihaya,
context: Of all cards, this is the one the Prez gets...\No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya, response:	wake up...
context: No more can we hear the sounds of the waterfall, but its legacy continues to spread\The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya,\wake up... response:	I want you to watch
context: The opposing captain has No more.\I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya,\wake up...\I want you to watch response:	my fate.
context: I like these poems much more than the ones that are more technical.\The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya,\wake up...\I want you to watch\my fate. response:	It's over if Like a is read.
context: The mouth of the Yura is where river meets ocean.\There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya,\wake up...\I want you to watch\my fate.\It's over if Like a is read. response:	I didn't expect Mizusawa to synchronize their cards.
context: There, love lost its oar in the waters,\left with no idea where it will go...\Chihaya,\wake up...\I want you to watch\my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards. response:	Surely they didn't...
context: left with no idea where it will go...\Chihaya,\wake up...\I want you to watch\my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't... response:	It must be coincidence.
context: Chihaya,\wake up...\I want you to watch\my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence. response:	I wasn't expecting a luck-of-the-draw,
context: wake up...\I want you to watch\my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw, response:	but Emuro-kun has strong luck.
context: I want you to watch\my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck. response:	This match will end 4 to 1.
context: my fate.\It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1. response:	This was no coincidence.
context: It's over if Like a is read.\I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence. response:	They were setting this up.
context: I didn't expect Mizusawa to synchronize their cards.\Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence.\They were setting this up. response:	I'm sending In order for.
context: Surely they didn't...\It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence.\They were setting this up.\I'm sending In order for. response:	I'm sending No more.
context: It must be coincidence.\I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence.\They were setting this up.\I'm sending In order for.\I'm sending No more. response:	I'm moving Like a.
context: I wasn't expecting a luck-of-the-draw,\but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence.\They were setting this up.\I'm sending In order for.\I'm sending No more.\I'm moving Like a. response:	They understand how to play team matches.
context: but Emuro-kun has strong luck.\This match will end 4 to 1.\This was no coincidence.\They were setting this up.\I'm sending In order for.\I'm sending No more.\I'm moving Like a.\They understand how to play team matches. response:	What?
context: This match will end 4 to 1.\This was no coincidence.\They were setting this up.\I'm sending In order for.\I'm sending No more.\I'm moving Like a.\They understand how to play team matches.\What? response:	Two of their games are down to luck-of-the-draw?
context: This was no coincidence.\They were setting this up.\I'm sending In order for.\I'm sending No more.\I'm moving Like a.\They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw? response:	They synced their cards!
context: They were setting this up.\I'm sending In order for.\I'm sending No more.\I'm moving Like a.\They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw?\They synced their cards! response:	They pulled it off!
context: I'm sending In order for.\I'm sending No more.\I'm moving Like a.\They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off! response:	It's 50/50.
context: I'm sending No more.\I'm moving Like a.\They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off!\It's 50/50. response:	We have a 50 chance of winning...
context: I'm moving Like a.\They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off!\It's 50/50.\We have a 50 chance of winning... response:	A 50 chance of our cards being read.
context: They understand how to play team matches.\What?\Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off!\It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read. response:	But...
context: What?\Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off!\It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read.\But... response:	I've never seen...
context: Two of their games are down to luck-of-the-draw?\They synced their cards!\They pulled it off!\It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read.\But...\I've never seen... response:	Mashima have his card read in a luck-of-the-draw.
context: They synced their cards!\They pulled it off!\It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read.\But...\I've never seen...\Mashima have his card read in a luck-of-the-draw. response:	How long has it been since Eromu's last luck-of-the-draw?
context: They pulled it off!\It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read.\But...\I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw? response:	Did Eromu relax because he was up against a Class B player?
context: It's 50/50.\We have a 50 chance of winning...\A 50 chance of our cards being read.\But...\I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player? response:	It's still okay!
context: We have a 50 chance of winning...\A 50 chance of our cards being read.\But...\I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay! response:	Eromu-senpai's card will be read.
context: A 50 chance of our cards being read.\But...\I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read. response:	I can visualize my No more being read.
context: But...\I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read. response:	Sealing Fujisaki's five-peat!
context: I've never seen...\Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat! response:	I don't think my card will be read,
context: Mashima have his card read in a luck-of-the-draw.\How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read, response:	but I doubt I can take the last card
context: How long has it been since Eromu's last luck-of-the-draw?\Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card response:	from a player who's such a good defender.
context: Did Eromu relax because he was up against a Class B player?\It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender. response:	Remember to breathe.
context: It's still okay!\Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe. response:	I can't give up yet!
context: Eromu-senpai's card will be read.\I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe.\I can't give up yet! response:	I do not know where this love will take me
context: I can visualize my No more being read.\Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe.\I can't give up yet!\I do not know where this love will take me response:	Like is a one-syllable card now,
context: Sealing Fujisaki's five-peat!\I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe.\I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now, response:	but Nothing hasn't been read,
context: I don't think my card will be read,\but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe.\I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read, response:	but its legacy continues to spread
context: but I doubt I can take the last card\from a player who's such a good defender.\Remember to breathe.\I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread response:	so he can't take No more on the first syllable.
context: from a player who's such a good defender.\Remember to breathe.\I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable. response:	Do I attack?
context: Remember to breathe.\I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack? response:	It won't work?
context: I can't give up yet!\I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack?\It won't work? response:	But if I don't attack...
context: I do not know where this love will take me\Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack?\It won't work?\But if I don't attack... response:	which shines over Mount Mikasa
context: Like is a one-syllable card now,\but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack?\It won't work?\But if I don't attack...\which shines over Mount Mikasa response:	For you, I head out to the fields to pick spring greens
context: but Nothing hasn't been read,\but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack?\It won't work?\But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens response:	Nishida also went on the attack.
context: but its legacy continues to spread\so he can't take No more on the first syllable.\Do I attack?\It won't work?\But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack. response:	They intend to attack the opponent's side in a luck-of-the-draw?
context: so he can't take No more on the first syllable.\Do I attack?\It won't work?\But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw? response:	Since I could not hide...
context: Do I attack?\It won't work?\But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide... response:	Still nothing.
context: It won't work?\But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing. response:	His guard is so low.
context: But if I don't attack...\which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing.\His guard is so low. response:	There's no opening to attack.
context: which shines over Mount Mikasa\For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing.\His guard is so low.\There's no opening to attack. response:	Damn...
context: For you, I head out to the fields to pick spring greens\Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing.\His guard is so low.\There's no opening to attack.\Damn... response:	Damn!
context: Nishida also went on the attack.\They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing.\His guard is so low.\There's no opening to attack.\Damn...\Damn! response:	It's too much!
context: They intend to attack the opponent's side in a luck-of-the-draw?\Since I could not hide...\Still nothing.\His guard is so low.\There's no opening to attack.\Damn...\Damn!\It's too much! response:	I'm too scared!
context: Since I could not hide...\Still nothing.\His guard is so low.\There's no opening to attack.\Damn...\Damn!\It's too much!\I'm too scared! response:	I can't take this!
context: Still nothing.\His guard is so low.\There's no opening to attack.\Damn...\Damn!\It's too much!\I'm too scared!\I can't take this! response:	Mashima-senpai!
context: His guard is so low.\There's no opening to attack.\Damn...\Damn!\It's too much!\I'm too scared!\I can't take this!\Mashima-senpai! response:	Mashima-senpai!
context: There's no opening to attack.\Damn...\Damn!\It's too much!\I'm too scared!\I can't take this!\Mashima-senpai!\Mashima-senpai! response:	The one card I need won't be read.
context: Damn...\Damn!\It's too much!\I'm too scared!\I can't take this!\Mashima-senpai!\Mashima-senpai!\The one card I need won't be read. response:	It never is.
context: Damn!\It's too much!\I'm too scared!\I can't take this!\Mashima-senpai!\Mashima-senpai!\The one card I need won't be read.\It never is. response:	Is that how my life will go?
context: It's too much!\I'm too scared!\I can't take this!\Mashima-senpai!\Mashima-senpai!\The one card I need won't be read.\It never is.\Is that how my life will go? response:	Is everything I do futile?
context: I'm too scared!\I can't take this!\Mashima-senpai!\Mashima-senpai!\The one card I need won't be read.\It never is.\Is that how my life will go?\Is everything I do futile? response:	Six more dead cards.
context: I can't take this!\Mashima-senpai!\Mashima-senpai!\The one card I need won't be read.\It never is.\Is that how my life will go?\Is everything I do futile?\Six more dead cards. response:	After many, May it, My life, Nothing, Silent, Gust...
context: Mashima-senpai!\Mashima-senpai!\The one card I need won't be read.\It never is.\Is that how my life will go?\Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust... response:	Is it futile to keep remembering these?
context: Mashima-senpai!\The one card I need won't be read.\It never is.\Is that how my life will go?\Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these? response:	Still... God...
