context: No! I don't want to die! response:	Shut up!
context: The garnet he gave me two years ago...\Dry rocks and dry love...\No email. No nothing from Yu-kun.\She's currently unable to talk. Over.\It's cold!\Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing! response:	So cold!
context: Dry rocks and dry love...\No email. No nothing from Yu-kun.\She's currently unable to talk. Over.\It's cold!\Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing!\So cold! response:	Watch for animals
context: No email. No nothing from Yu-kun.\She's currently unable to talk. Over.\It's cold!\Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing!\So cold!\Watch for animals response:	Antarctica really is amazing, huh?
context: She's currently unable to talk. Over.\It's cold!\Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing!\So cold!\Watch for animals\Antarctica really is amazing, huh? response:	It's neat to see it from this angle...
context: It's cold!\Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing!\So cold!\Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle... response:	The sky is flowing by!
context: Seriously. The difference in air temperature is extreme...\Please, stop it!\Look! It's amazing!\So cold!\Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by! response:	I wonder if we'll see an aurora?
context: Please, stop it!\Look! It's amazing!\So cold!\Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora? response:	At night, maybe.
context: Look! It's amazing!\So cold!\Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe. response:	But it won't become night
context: So cold!\Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe.\But it won't become night response:	during the time we're here.
context: Watch for animals\Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe.\But it won't become night\during the time we're here. response:	Hinata.
context: Antarctica really is amazing, huh?\It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe.\But it won't become night\during the time we're here.\Hinata. response:	Is something bothering you?
context: It's neat to see it from this angle...\The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe.\But it won't become night\during the time we're here.\Hinata.\Is something bothering you? response:	Bothering me?
context: The sky is flowing by!\I wonder if we'll see an aurora?\At night, maybe.\But it won't become night\during the time we're here.\Hinata.\Is something bothering you?\Bothering me? response:	Well, my lips get so chapped with the dry air,
context: I wonder if we'll see an aurora?\At night, maybe.\But it won't become night\during the time we're here.\Hinata.\Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air, response:	but my lip balm is frozen, so it's hard to put on.
context: At night, maybe.\But it won't become night\during the time we're here.\Hinata.\Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on. response:	I know how you feel!
context: But it won't become night\during the time we're here.\Hinata.\Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel! response:	It really is hard! It's like your skin is peeling off.
context: during the time we're here.\Hinata.\Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off. response:	Right?
context: Hinata.\Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off.\Right? response:	So dry!
context: Is something bothering you?\Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off.\Right?\So dry! response:	Be Careful Going Outside
context: Bothering me?\Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off.\Right?\So dry!\Be Careful Going Outside response:	All crew outdoors, please seek shelter in the main building
context: Well, my lips get so chapped with the dry air,\but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off.\Right?\So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building response:	or a building with emergency rations.
context: but my lip balm is frozen, so it's hard to put on.\I know how you feel!\It really is hard! It's like your skin is peeling off.\Right?\So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations. response:	It's not getting better at all.
context: I know how you feel!\It really is hard! It's like your skin is peeling off.\Right?\So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all. response:	You should probably give up on it.
context: It really is hard! It's like your skin is peeling off.\Right?\So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all.\You should probably give up on it. response:	Where'd Shirase go, anyway?
context: Right?\So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway? response:	Someone asked her earlier if she knew how to play Mahjong...
context: So dry!\Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong... response:	For real? Can she?
context: Be Careful Going Outside\All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she? response:	It sounded fun, so I looked over her shoulder, but...
context: All crew outdoors, please seek shelter in the main building\or a building with emergency rations.\It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but... response:	Hey, how do you read the one that looks like a person next to a five?
context: or a building with emergency rations.\It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five? response:	Go.
context: It's not getting better at all.\You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go. response:	Hey, you've got some white ones mixed up in your reserves.
context: You should probably give up on it.\Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves. response:	They're not reserves.
context: Where'd Shirase go, anyway?\Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves. response:	That bird is so cute!
context: Someone asked her earlier if she knew how to play Mahjong...\For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute! response:	Get out!
context: For real? Can she?\It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute!\Get out! response:	That's rather cruel.
context: It sounded fun, so I looked over her shoulder, but...\Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute!\Get out!\That's rather cruel. response:	Right? I was only asking questions!
context: Hey, how do you read the one that looks like a person next to a five?\Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute!\Get out!\That's rather cruel.\Right? I was only asking questions! response:	Shirase's always been testy!
context: Go.\Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute!\Get out!\That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy! response:	Block List Misato Edit Ayaka Edit Satsuki Edit
context: Hey, you've got some white ones mixed up in your reserves.\They're not reserves.\That bird is so cute!\Get out!\That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit response:	Delete Block and Delete
context: They're not reserves.\That bird is so cute!\Get out!\That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete response:	No kidding!
context: That bird is so cute!\Get out!\That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding! response:	Ron.
context: Get out!\That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding!\Ron. response:	Menhon, Double South, Three Dora nets me 16,000 points.
context: That's rather cruel.\Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points. response:	Are you for real?
context: Right? I was only asking questions!\Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real? response:	Hey, have you been playing with Takako since you were little?
context: Shirase's always been testy!\Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little? response:	Yes, once in a while...
context: Block List Misato Edit Ayaka Edit Satsuki Edit\Delete Block and Delete\No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while... response:	Let's quit. We can't win.
context: Delete Block and Delete\No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win. response:	Jantei
context: No kidding!\Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win.\Jantei response:	Not against the daughter of Gin and Takako...
context: Ron.\Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako... response:	Is Miyake-san here?
context: Menhon, Double South, Three Dora nets me 16,000 points.\Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here? response:	She's probably in the bath.
context: Are you for real?\Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath. response:	What's up?
context: Hey, have you been playing with Takako since you were little?\Yes, once in a while...\Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath.\What's up? response:	We got an email from her friends addressed to the base.
context: Yes, once in a while...\Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath.\What's up?\We got an email from her friends addressed to the base. response:	Friends?
context: Let's quit. We can't win.\Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath.\What's up?\We got an email from her friends addressed to the base.\Friends? response:	National Antarctic Research Center Re: About the broadcast timetable
context: Jantei\Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath.\What's up?\We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable response:	National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable
context: Not against the daughter of Gin and Takako...\Is Miyake-san here?\She's probably in the bath.\What's up?\We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable response:	Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox
context: Is Miyake-san here?\She's probably in the bath.\What's up?\We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox response:	National Antarctic Research Center Re: About the broadcast timetable
context: She's probably in the bath.\What's up?\We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable response:	National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable
context: What's up?\We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable response:	None to the base, either...
context: We got an email from her friends addressed to the base.\Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either... response:	He said he'd write me every day...
context: Friends?\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day... response:	Want to use it?
context: National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day...\Want to use it? response:	Please.
context: National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day...\Want to use it?\Please. response:	National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team
context: Declare all accounts online Declare all accounts offline Get new mail Link accounts Empty the trash can Empty the spam folder New mailbox New smart mailbox\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day...\Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team response:	National Antarctic Research Center Re: About the broadcast timetable
context: National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day...\Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable response:	National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable
context: National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\None to the base, either...\He said he'd write me every day...\Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable response:	you quit the track team and quit school so suddenly
context: None to the base, either...\He said he'd write me every day...\Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly response:	We wish we'd said something to the older girls. We're sorry for leaving you all alone.
context: He said he'd write me every day...\Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone. response:	Shirase?
context: Want to use it?\Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase? response:	Are you...
context: Please.\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you... response:	Hinata-chan?
context: National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team\National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you...\Hinata-chan? response:	National Antarctic Research Center (To Miyake Hinata)
context: National Antarctic Research Center Re: About the broadcast timetable\National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata) response:	You saw it?
context: National Antarctic Research Center (To Miyake Hinata) Hanyu Daisan High School Track Team National Antarctic Research Center Re: About the broadcast timetable\you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it? response:	Just a little.
context: you quit the track team and quit school so suddenly\We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little. response:	But that was addressed to Hinata-san...
context: We wish we'd said something to the older girls. We're sorry for leaving you all alone.\Shirase?\Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little.\But that was addressed to Hinata-san... response:	How could you do something like that?
context: Shirase?\Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little.\But that was addressed to Hinata-san...\How could you do something like that? response:	But... but I was worried, so...
context: Are you...\Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little.\But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so... response:	You seemed so mad about something, and...
context: Hinata-chan?\National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little.\But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and... response:	you wouldn't say anything...
context: National Antarctic Research Center (To Miyake Hinata)\You saw it?\Just a little.\But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything... response:	You were mad?
context: You saw it?\Just a little.\But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything...\You were mad? response:	What, you saw it?
context: Just a little.\But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything...\You were mad?\What, you saw it? response:	You should have said something!
context: But that was addressed to Hinata-san...\How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything...\You were mad?\What, you saw it?\You should have said something! response:	I was worried.
context: How could you do something like that?\But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything...\You were mad?\What, you saw it?\You should have said something!\I was worried. response:	I thought you were hiding something!
context: But... but I was worried, so...\You seemed so mad about something, and...\you wouldn't say anything...\You were mad?\What, you saw it?\You should have said something!\I was worried.\I thought you were hiding something! response:	Something you weren't telling us!
context: You seemed so mad about something, and...\you wouldn't say anything...\You were mad?\What, you saw it?\You should have said something!\I was worried.\I thought you were hiding something!\Something you weren't telling us! response:	We're sorry for leaving you all alone.
context: you wouldn't say anything...\You were mad?\What, you saw it?\You should have said something!\I was worried.\I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone. response:	Let me tell you in advance, it's a totally gross story.
context: You were mad?\What, you saw it?\You should have said something!\I was worried.\I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story. response:	I don't want to talk about it, and I hate that you asked me.
context: What, you saw it?\You should have said something!\I was worried.\I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me. response:	Just tell us.
context: You should have said something!\I was worried.\I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us. response:	In short, it's about why I stopped going to club.
context: I was worried.\I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club. response:	It's the competition, so the fastest people should go.
context: I thought you were hiding something!\Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go. response:	Your year and stuff doesn't matter!
context: Something you weren't telling us!\We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter! response:	But for the third-years, this will be their last competition...
context: We're sorry for leaving you all alone.\Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition... response:	Exactly! It would be more rude to go easy on them!
context: Let me tell you in advance, it's a totally gross story.\I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them! response:	Two hundred meter, Miyake Hinata.
context: I don't want to talk about it, and I hate that you asked me.\Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata. response:	Yes!
context: Just tell us.\In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes! response:	Didn't you say something to that idiot?
context: In short, it's about why I stopped going to club.\It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot? response:	O-Of course... we told her to be more sensitive...
context: It's the competition, so the fastest people should go.\Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive... response:	In that instant, nothing mattered to me.
context: Your year and stuff doesn't matter!\But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me. response:	But it does matter! They're the ones to blame.
context: But for the third-years, this will be their last competition...\Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame. response:	Humans can be scary, huh?
context: Exactly! It would be more rude to go easy on them!\Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh? response:	After I quit, they kept spreading all kinds of rumors to lay the blame on me.
context: Two hundred meter, Miyake Hinata.\Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me. response:	Is that why you quit school?
context: Yes!\Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school? response:	Hinata.
context: Didn't you say something to that idiot?\O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata. response:	Sorry I'm a loser!
context: O-Of course... we told her to be more sensitive...\In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata.\Sorry I'm a loser! response:	Then the ones who sent the email are...
context: In that instant, nothing mattered to me.\But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata.\Sorry I'm a loser!\Then the ones who sent the email are... response:	Yeah. My old teammates.
