context: Agreement response:	I lost.
context: - I thought everything would turn out well... - Father-in-law, it'll be okay.\You've got me. I'll take care of everything.\Yes, that's what I've been saying from the beginning.\But you only thought about big brother.\Poor child.\I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud response:	But...
context: You've got me. I'll take care of everything.\Yes, that's what I've been saying from the beginning.\But you only thought about big brother.\Poor child.\I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud\But... response:	in the evening I could return to my warm room and relax safely by myself.
context: Yes, that's what I've been saying from the beginning.\But you only thought about big brother.\Poor child.\I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud\But...\in the evening I could return to my warm room and relax safely by myself. response:	But if I go there, even though I went back to my room, somebody would always be there.
context: But you only thought about big brother.\Poor child.\I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud\But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there. response:	Somebody would be there when I went to sleep, too.
context: Poor child.\I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud\But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too. response:	I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.
context: I'll find a good orphanage for Rei.\I didn't know what an orphanage was.\Koud\But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief. response:	And then he arrived.
context: I didn't know what an orphanage was.\Koud\But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived. response:	Many of my blood relatives had come to the funeral,
context: Koud\But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral, response:	but out of everyone in the room, he was the only one...
context: But...\in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one... response:	Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.
context: in the evening I could return to my warm room and relax safely by myself.\But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say. response:	I can't believe Kiwako's terrible attitude.
context: But if I go there, even though I went back to my room, somebody would always be there.\Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude. response:	She's always been like that.
context: Somebody would be there when I went to sleep, too.\I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that. response:	- Shhh, we're in front of the deceased. - But...
context: I realized out of the 365 days in a year, I wouldn't have a single moment to feel relief.\And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But... response:	Do you...
context: And then he arrived.\Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you... response:	This was the moment of an agreement.
context: Many of my blood relatives had come to the funeral,\but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement. response:	The god of shogi and I were bound to each other by an ugly lie.
context: but out of everyone in the room, he was the only one...\Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie. response:	Yes.
context: Like I said, my husband will be taking over the Kiriyama Hospital. There's nothing else to say.\I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes. response:	It was a lie.
context: I can't believe Kiwako's terrible attitude.\She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie. response:	The first time in my life that I lied in order to live...
context: She's always been like that.\- Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie.\The first time in my life that I lied in order to live... response:	After that, I could never return.
context: - Shhh, we're in front of the deceased. - But...\Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return. response:	Then, the ropes were cut and the curtain dropped,
context: Do you...\This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped, response:	and I became the child of a shogi family.
context: This was the moment of an agreement.\The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family. response:	Agreement
context: The god of shogi and I were bound to each other by an ugly lie.\Yes.\It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement response:	Over the Cuckoo's Nest
context: Yes.\It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest response:	It's coming undone.
context: It was a lie.\The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest\It's coming undone. response:	Oh no, pulling it will make it worse.
context: The first time in my life that I lied in order to live...\After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse. response:	What should I do for something like this?
context: After that, I could never return.\Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this? response:	Here it is.
context: Then, the ropes were cut and the curtain dropped,\and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is. response:	Is this it?
context: and I became the child of a shogi family.\Agreement\Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is.\Is this it? response:	Waiting for me at that house of shogi...
context: Agreement\Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is.\Is this it?\Waiting for me at that house of shogi... response:	Don't be so full of yourself! You're just a zero!
context: Over the Cuckoo's Nest\It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is.\Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero! response:	Kyouko, the daughter, four years older than me,
context: It's coming undone.\Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is.\Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me, response:	and Ayumu, the son, a third-grader who was the same age as me.
context: Oh no, pulling it will make it worse.\What should I do for something like this?\Here it is.\Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me. response:	Dear, please forgive her. She's had enough.
context: What should I do for something like this?\Here it is.\Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough. response:	- No. - Kyouko is a girl!
context: Here it is.\Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl! response:	This isn't just about shogi. How dare she strike an opponent after losing?
context: Is this it?\Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing? response:	But...
context: Waiting for me at that house of shogi...\Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But... response:	Father was strict with Kyouko.
context: Don't be so full of yourself! You're just a zero!\Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko. response:	I think he was harder on her because of her strength.
context: Kyouko, the daughter, four years older than me,\and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko.\I think he was harder on her because of her strength. response:	She was as tempestuous as a storm in every respect.
context: and Ayumu, the son, a third-grader who was the same age as me.\Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect. response:	Her shogi style, her disposition, and her beauty, too.
context: Dear, please forgive her. She's had enough.\- No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too. response:	Hey. What are you staring at, twerp?
context: - No. - Kyouko is a girl!\This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp? response:	Knock it off! Kyouko!
context: This isn't just about shogi. How dare she strike an opponent after losing?\But...\Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko! response:	Um, Dad...
context: But...\Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad... response:	Would you like some more?
context: Father was strict with Kyouko.\I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad...\Would you like some more? response:	Yes, please.
context: I think he was harder on her because of her strength.\She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad...\Would you like some more?\Yes, please. response:	Hey, what was that just now?
context: She was as tempestuous as a storm in every respect.\Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad...\Would you like some more?\Yes, please.\Hey, what was that just now? response:	What do you mean, Dad?
context: Her shogi style, her disposition, and her beauty, too.\Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad...\Would you like some more?\Yes, please.\Hey, what was that just now?\What do you mean, Dad? response:	Um, I'm sorry.
context: Hey. What are you staring at, twerp?\Knock it off! Kyouko!\Um, Dad...\Would you like some more?\Yes, please.\Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry. response:	Is it strange? I told him to call me that.
context: Knock it off! Kyouko!\Um, Dad...\Would you like some more?\Yes, please.\Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that. response:	Why? That boy is an apprentice, isn't he?
context: Um, Dad...\Would you like some more?\Yes, please.\Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he? response:	You didn't adopt him, so why would he call you Dad?
context: Would you like some more?\Yes, please.\Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad? response:	I can't relax if he called me Master in the house.
context: Yes, please.\Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house. response:	Can't you think of me as being his shogi father?
context: Hey, what was that just now?\What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father? response:	That reminds me, Mr. Inoue from the training hall told me, Rei.
context: What do you mean, Dad?\Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei. response:	He said you beat Mr. Hashimoto, the famous amateur. That's amazing!
context: Um, I'm sorry.\Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing! response:	Father loved shogi.
context: Is it strange? I told him to call me that.\Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi. response:	Good or bad, everything was centered around shogi for him.
context: Why? That boy is an apprentice, isn't he?\You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him. response:	Therefore, those who loved him had no choice but to get stronger...
context: You didn't adopt him, so why would he call you Dad?\I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger... response:	I had a question about losing entrance into the league...
context: I can't relax if he called me Master in the house.\Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league... response:	And then...
context: Can't you think of me as being his shogi father?\That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then... response:	Ayumu seems to be in low spirits at school lately.
context: That reminds me, Mr. Inoue from the training hall told me, Rei.\He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately. response:	His grades are dropping, too. Has something happened at home?
context: He said you beat Mr. Hashimoto, the famous amateur. That's amazing!\Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home? response:	Well, the apprentice we've taken in has surpassed him at shogi.
context: Father loved shogi.\Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi. response:	I'm quitting shogi.
context: Good or bad, everything was centered around shogi for him.\Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi. response:	It's impossible.
context: Therefore, those who loved him had no choice but to get stronger...\I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible. response:	If he won't continue unless someone persuades him, it's pointless.
context: I had a question about losing entrance into the league...\And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless. response:	But
context: And then...\Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But response:	If he isn't someone who can convince himself and make progress on his own, it's pointless.
context: Ayumu seems to be in low spirits at school lately.\His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless. response:	Becoming a professional isn't the goal.
context: His grades are dropping, too. Has something happened at home?\Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal. response:	The path after becoming that will make your head spin.
context: Well, the apprentice we've taken in has surpassed him at shogi.\I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin. response:	The further you go, the steeper it becomes, and there won't be anyone around you.
context: I'm quitting shogi.\It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you. response:	Only someone who can maintain himself will continue to make progress.
context: It's impossible.\If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress. response:	Why?! Why do I have to quit the federation?
context: If he won't continue unless someone persuades him, it's pointless.\But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation? response:	If you can't beat Rei, there's no point in going on.
context: But\If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on. response:	If you make it to the 1st dan, there'll be stronger players everywhere.
context: If he isn't someone who can convince himself and make progress on his own, it's pointless.\Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere. response:	You understand, right, Kyouko?
context: Becoming a professional isn't the goal.\The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko? response:	So in the end, only someone else's kid made the cut?
context: The path after becoming that will make your head spin.\The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut? response:	That's Kiriyama's son, right?
context: The further you go, the steeper it becomes, and there won't be anyone around you.\Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right? response:	So he went out of his way to raise his rival's child, who then upstaged his own kids.
context: Only someone who can maintain himself will continue to make progress.\Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids. response:	How ironic.
context: Why?! Why do I have to quit the federation?\If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic. response:	After that, Kyouko spent a lot of time gallivanting around town,
context: If you can't beat Rei, there's no point in going on.\If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town, response:	while Ayumu shut himself in his room and became immersed in video games.
context: If you make it to the 1st dan, there'll be stronger players everywhere.\You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games. response:	The three of us no longer spent time together.
context: You understand, right, Kyouko?\So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together. response:	I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...
context: So in the end, only someone else's kid made the cut?\That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then... response:	By the end of my second year in middle school, and one step away from being a professional,
context: That's Kiriyama's son, right?\So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional, response:	I had reached the 3rd dan league.
context: So he went out of his way to raise his rival's child, who then upstaged his own kids.\How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league. response:	There is a species of bird that does not raise its own children,
context: How ironic.\After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children, response:	but engages in brood parasitism.
context: After that, Kyouko spent a lot of time gallivanting around town,\while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism. response:	The cuckoo lays its eggs in the nests of shrikes or meadow buntings.
context: while Ayumu shut himself in his room and became immersed in video games.\The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings. response:	The hatched chick then tosses the original eggs out of the nest before they're hatched.
context: The three of us no longer spent time together.\I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched. response:	In this way, it takes over the nest.
context: I couldn't bear the situation, so I became increasingly absorbed in shogi. And then...\By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest. response:	When the parents return, none the wiser, they work hard to feed and raise
context: By the end of my second year in middle school, and one step away from being a professional,\I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise response:	the chicks of the bird that murdered their own offspring.
context: I had reached the 3rd dan league.\There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring. response:	Ah, that's me.
