context: Take this! response:	Bring it on!
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	K-K...
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\K-K... response:	Ko-Ko-Ko...
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\K-K...\Ko-Ko-Ko... response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\K-K...\Ko-Ko-Ko...\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\K-K...\Ko-Ko-Ko...\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\K-K...\Ko-Ko-Ko...\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\K-K...\Ko-Ko-Ko...\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\K-K...\Ko-Ko-Ko...\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: K-K...\Ko-Ko-Ko...\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Ko-Ko-Ko...\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komada!
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komada! response:	Who's that?
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komada!\Who's that? response:	Formerly of the Tokyo Giants?
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komada!\Who's that?\Formerly of the Tokyo Giants? response:	I'm not a former Giant!
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komada!\Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant! response:	Are you okay, Komari-chan?!
context: Komari-chan\Komari-chan\Komari-chan\Komada!\Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?! response:	You called me Komari-chan!
context: Komari-chan\Komari-chan\Komada!\Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan! response:	Komari-san's smile was like the sun.
context: Komari-chan\Komada!\Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun. response:	She probably doesn't think about him when she's outside.
context: Komada!\Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside. response:	Kamikita Takuya
context: Who's that?\Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya response:	About her brother, who only appears in her dreams.
context: Formerly of the Tokyo Giants?\I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams. response:	Does her brother really exist?
context: I'm not a former Giant!\Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist? response:	Or is he...
context: Are you okay, Komari-chan?!\You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he... response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: You called me Komari-chan!\Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Komari-san's smile was like the sun.\She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: She probably doesn't think about him when she's outside.\Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Kamikita Takuya\About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: About her brother, who only appears in her dreams.\Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: Does her brother really exist?\Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Or is he...\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	You know, yesterday...
context: Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday... response:	I had another dream about Onii-chan.
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan. response:	He was smiling.
context: Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan.\He was smiling. response:	There were white flappy things blowing in the wind.
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind. response:	White flappy things?
context: Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind.\White flappy things? response:	I don't really know.
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind.\White flappy things?\I don't really know. response:	It was somewhere close to the sky, I think.
