context: Confession from the Soul response:	Next Time
context: Thank you.\Mikono...\Hey, it ended well, didn't it?\I mean, you still didn't do it, but...\Why did I do that? I don't know.\I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything. response:	And that...
context: Mikono...\Hey, it ended well, didn't it?\I mean, you still didn't do it, but...\Why did I do that? I don't know.\I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that... response:	Are you saying Mikono is Silvie?
context: Hey, it ended well, didn't it?\I mean, you still didn't do it, but...\Why did I do that? I don't know.\I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie? response:	Yes. And that guy is Apollon.
context: I mean, you still didn't do it, but...\Why did I do that? I don't know.\I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon. response:	What's the matter?
context: Why did I do that? I don't know.\I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter? response:	It's nothing.
context: I don't even understand myself anymore.\That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter?\It's nothing. response:	Speaking of strange things...
context: That's okay. No one ever really understands you completely.\But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter?\It's nothing.\Speaking of strange things... response:	Shush has never liked anyone but me,
context: But I feel like I don't understand anything.\And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter?\It's nothing.\Speaking of strange things...\Shush has never liked anyone but me, response:	but it really took a liking to him.
context: And that...\Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter?\It's nothing.\Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him. response:	That means he can't be too bad.
context: Are you saying Mikono is Silvie?\Yes. And that guy is Apollon.\What's the matter?\It's nothing.\Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad. response:	Whoa!
context: Yes. And that guy is Apollon.\What's the matter?\It's nothing.\Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad.\Whoa! response:	It's even worse with Amata.
context: What's the matter?\It's nothing.\Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad.\Whoa!\It's even worse with Amata. response:	Shush scratched his face.
context: It's nothing.\Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad.\Whoa!\It's even worse with Amata.\Shush scratched his face. response:	Now that I think about it, Shush hated me ever since we met.
context: Speaking of strange things...\Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad.\Whoa!\It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met. response:	Does that mean I'm not meant to be with Mikono?
context: Shush has never liked anyone but me,\but it really took a liking to him.\That means he can't be too bad.\Whoa!\It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono? response:	Could be.
context: but it really took a liking to him.\That means he can't be too bad.\Whoa!\It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be. response:	Maybe you're just not fated for one another.
context: That means he can't be too bad.\Whoa!\It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another. response:	Like how Mix and I were brought together by holes!
context: Whoa!\It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes! response:	It's your destiny to be hated by Shush
context: It's even worse with Amata.\Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush response:	and lose your love to that wolf guy.
context: Shush scratched his face.\Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy. response:	Is that what you're thinking?
context: Now that I think about it, Shush hated me ever since we met.\Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking? response:	Was this all predestined 12,000 years ago?
context: Does that mean I'm not meant to be with Mikono?\Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago? response:	Don't get so down, Amata!
context: Could be.\Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata! response:	They say if you want to shoot down the captain, first aim for his horse.
context: Maybe you're just not fated for one another.\Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse. response:	Try getting Shush to like you first.
context: Like how Mix and I were brought together by holes!\It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first. response:	That'll be 3450 kowloons, please.
context: It's your destiny to be hated by Shush\and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please. response:	Okay.
context: and lose your love to that wolf guy.\Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay. response:	Well, I bought stuff I think Shush will like,
context: Is that what you're thinking?\Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like, response:	but I don't think it'll really help.
context: Was this all predestined 12,000 years ago?\Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help. response:	There I go again.
context: Don't get so down, Amata!\They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again. response:	Go what?
context: They say if you want to shoot down the captain, first aim for his horse.\Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again.\Go what? response:	Nothing!
context: Try getting Shush to like you first.\That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again.\Go what?\Nothing! response:	Can I ask you something?
context: That'll be 3450 kowloons, please.\Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again.\Go what?\Nothing!\Can I ask you something? response:	Let's say I told someone something that I shouldn't have told them.
context: Okay.\Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again.\Go what?\Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them. response:	How do I handle it?
context: Well, I bought stuff I think Shush will like,\but I don't think it'll really help.\There I go again.\Go what?\Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it? response:	Don't handle it.
context: but I don't think it'll really help.\There I go again.\Go what?\Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it. response:	Skip the drama and just tell him.
context: There I go again.\Go what?\Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it.\Skip the drama and just tell him. response:	That's better for him, too.
context: Go what?\Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it.\Skip the drama and just tell him.\That's better for him, too. response:	A-Are you sure?
context: Nothing!\Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it.\Skip the drama and just tell him.\That's better for him, too.\A-Are you sure? response:	No point being polite. Just say it!
context: Can I ask you something?\Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it.\Skip the drama and just tell him.\That's better for him, too.\A-Are you sure?\No point being polite. Just say it! response:	I don't like you!
context: Let's say I told someone something that I shouldn't have told them.\How do I handle it?\Don't handle it.\Skip the drama and just tell him.\That's better for him, too.\A-Are you sure?\No point being polite. Just say it!\I don't like you! response:	What?
context: How do I handle it?\Don't handle it.\Skip the drama and just tell him.\That's better for him, too.\A-Are you sure?\No point being polite. Just say it!\I don't like you!\What? response:	When it comes to men, you have to be firm!
context: Don't handle it.\Skip the drama and just tell him.\That's better for him, too.\A-Are you sure?\No point being polite. Just say it!\I don't like you!\What?\When it comes to men, you have to be firm! response:	Oops! I'm supposed to meet Andy!
context: Skip the drama and just tell him.\That's better for him, too.\A-Are you sure?\No point being polite. Just say it!\I don't like you!\What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy! response:	Bye!
context: That's better for him, too.\A-Are you sure?\No point being polite. Just say it!\I don't like you!\What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye! response:	Bye?
context: A-Are you sure?\No point being polite. Just say it!\I don't like you!\What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye!\Bye? response:	That doesn't help at all!
context: No point being polite. Just say it!\I don't like you!\What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye!\Bye?\That doesn't help at all! response:	Damn it!
context: I don't like you!\What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye!\Bye?\That doesn't help at all!\Damn it! response:	Area 337 again?
context: What?\When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye!\Bye?\That doesn't help at all!\Damn it!\Area 337 again? response:	Get on it immediately.
context: When it comes to men, you have to be firm!\Oops! I'm supposed to meet Andy!\Bye!\Bye?\That doesn't help at all!\Damn it!\Area 337 again?\Get on it immediately. response:	Obviously, rescuing civilians should be your top priority.
context: Oops! I'm supposed to meet Andy!\Bye!\Bye?\That doesn't help at all!\Damn it!\Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority. response:	Roger.
context: Bye!\Bye?\That doesn't help at all!\Damn it!\Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger. response:	Ianthe was created by my mother, Oriza.
context: Bye?\That doesn't help at all!\Damn it!\Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza. response:	It maintained order and prosperity for this world.
context: That doesn't help at all!\Damn it!\Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world. response:	But it's suffering a mysterious drop in power.
context: Damn it!\Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power. response:	Its control systems are failing.
context: Area 337 again?\Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing. response:	There have even been explosions.
context: Get on it immediately.\Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions. response:	I know that no machine can last forever.
context: Obviously, rescuing civilians should be your top priority.\Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions.\I know that no machine can last forever. response:	But this is still too quick.
context: Roger.\Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions.\I know that no machine can last forever.\But this is still too quick. response:	Jin...
context: Ianthe was created by my mother, Oriza.\It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions.\I know that no machine can last forever.\But this is still too quick.\Jin... response:	Is this the beginning of the end for Altair?
context: It maintained order and prosperity for this world.\But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions.\I know that no machine can last forever.\But this is still too quick.\Jin...\Is this the beginning of the end for Altair? response:	Or is it my punishment?
context: But it's suffering a mysterious drop in power.\Its control systems are failing.\There have even been explosions.\I know that no machine can last forever.\But this is still too quick.\Jin...\Is this the beginning of the end for Altair?\Or is it my punishment? response:	A practice duel?
context: Its control systems are failing.\There have even been explosions.\I know that no machine can last forever.\But this is still too quick.\Jin...\Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel? response:	Yes. It was Fudo's suggestion.
context: There have even been explosions.\I know that no machine can last forever.\But this is still too quick.\Jin...\Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion. response:	Making the Aquarion's fight each other is too dangerous!
context: I know that no machine can last forever.\But this is still too quick.\Jin...\Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous! response:	Life and death are two sides of one coin.
context: But this is still too quick.\Jin...\Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin. response:	They have completed the Special Training of the Grave.
context: Jin...\Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave. response:	They will learn from danger and reach the next level of potential.
context: Is this the beginning of the end for Altair?\Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential. response:	The fights are only going to get worse.
context: Or is it my punishment?\A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse. response:	They must be able to overcome greater challenges.
context: A practice duel?\Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges. response:	That's why they must go through this special training.
context: Yes. It was Fudo's suggestion.\Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training. response:	Roger.
context: Making the Aquarion's fight each other is too dangerous!\Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger. response:	Who are the Elements in the fight?
context: Life and death are two sides of one coin.\They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger.\Who are the Elements in the fight? response:	They've already been decided.
context: They have completed the Special Training of the Grave.\They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger.\Who are the Elements in the fight?\They've already been decided. response:	Cayenne Suzushiro.
context: They will learn from danger and reach the next level of potential.\The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger.\Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro. response:	Never thought I'd fight a mock battle with another Aquarion.
context: The fights are only going to get worse.\They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger.\Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion. response:	Sazanka Bianca.
context: They must be able to overcome greater challenges.\That's why they must go through this special training.\Roger.\Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca. response:	I'm gonna Union with Cayenne!
context: That's why they must go through this special training.\Roger.\Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne! response:	I hope the other pilot is Shrade!
context: Roger.\Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade! response:	Malloy Dorezza.
context: Who are the Elements in the fight?\They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza. response:	Sorry. It's just me.
context: They've already been decided.\Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me. response:	Against Amata, Zessica, and Mikono.
context: Cayenne Suzushiro.\Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono. response:	Is everything just predestined?
context: Never thought I'd fight a mock battle with another Aquarion.\Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined? response:	How could that be?
context: Sazanka Bianca.\I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be? response:	All Vectors have entered the battlefield.
context: I'm gonna Union with Cayenne!\I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be?\All Vectors have entered the battlefield. response:	Cayenne's team will form Aquarion Gepard!
context: I hope the other pilot is Shrade!\Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard! response:	Roger!
context: Malloy Dorezza.\Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger! response:	Amata's team will form Aquarion Evol!
context: Sorry. It's just me.\Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol! response:	Roger!
context: Against Amata, Zessica, and Mikono.\Is everything just predestined?\How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol!\Roger! response:	Training Union!
context: Is everything just predestined?\How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol!\Roger!\Training Union! response:	Go! Aquarion!
context: How could that be?\All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol!\Roger!\Training Union!\Go! Aquarion! response:	Aquarion Gepard!
context: All Vectors have entered the battlefield.\Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol!\Roger!\Training Union!\Go! Aquarion!\Aquarion Gepard! response:	Aquarion Evol!
context: Cayenne's team will form Aquarion Gepard!\Roger!\Amata's team will form Aquarion Evol!\Roger!\Training Union!\Go! Aquarion!\Aquarion Gepard!\Aquarion Evol! response:	No restrictions on Element powers on either team!
context: Roger!\Amata's team will form Aquarion Evol!\Roger!\Training Union!\Go! Aquarion!\Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team! response:	Treat your opponent an enemy!
context: Amata's team will form Aquarion Evol!\Roger!\Training Union!\Go! Aquarion!\Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy! response:	Fight with all you've got!
context: Roger!\Training Union!\Go! Aquarion!\Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got! response:	Amata, do you have what it takes to protect Mikono?
context: Training Union!\Go! Aquarion!\Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono? response:	Show me what you've got!
context: Go! Aquarion!\Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got! response:	Amata!
context: Aquarion Gepard!\Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata! response:	They've got a range advantage on us!
context: Aquarion Evol!\No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata!\They've got a range advantage on us! response:	We'll close in using the buildings as cover!
context: No restrictions on Element powers on either team!\Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover! response:	Crumble...
context: Treat your opponent an enemy!\Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble... response:	How?
context: Fight with all you've got!\Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble...\How? response:	That building fell apart like a sand castle!
context: Amata, do you have what it takes to protect Mikono?\Show me what you've got!\Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble...\How?\That building fell apart like a sand castle! response:	That's my Element power. It got an upgrade from the Special Training of the Grave.
context: Show me what you've got!\Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble...\How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave. response:	This is the first time I've really gotten to use it!
context: Amata!\They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble...\How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it! response:	The Curse of Malloy.
context: They've got a range advantage on us!\We'll close in using the buildings as cover!\Crumble...\How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy. response:	It destroys the stability of any material,
context: We'll close in using the buildings as cover!\Crumble...\How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material, response:	making it shatter at even the slightest impact.
context: Crumble...\How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact. response:	Unfortunately for you...
context: How?\That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you... response:	there's nothing you can use for cover!
context: That building fell apart like a sand castle!\That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover! response:	Go, Mikono!
context: That's my Element power. It got an upgrade from the Special Training of the Grave.\This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono! response:	Amata! Let's get away!
context: This is the first time I've really gotten to use it!\The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away! response:	That's exactly what Gepard wants us to do!
context: The Curse of Malloy.\It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do! response:	If we can just get over there...
context: It destroys the stability of any material,\making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there... response:	Amata, we can't win if we keep running away!
context: making it shatter at even the slightest impact.\Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away! response:	Amata knows that! But just for now -
context: Unfortunately for you...\there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now - response:	Both of you stop talking!
context: there's nothing you can use for cover!\Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking! response:	Gepard excels at ranged combat.
context: Go, Mikono!\Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat. response:	They're not going to chase us down.
context: Amata! Let's get away!\That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat.\They're not going to chase us down. response:	Amata!
context: That's exactly what Gepard wants us to do!\If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat.\They're not going to chase us down.\Amata! response:	Amata, behind you!
context: If we can just get over there...\Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat.\They're not going to chase us down.\Amata!\Amata, behind you! response:	Wrong again, Amata!
context: Amata, we can't win if we keep running away!\Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat.\They're not going to chase us down.\Amata!\Amata, behind you!\Wrong again, Amata! response:	Digging holes is trivial when you add my curse to gunfire!
context: Amata knows that! But just for now -\Both of you stop talking!\Gepard excels at ranged combat.\They're not going to chase us down.\Amata!\Amata, behind you!\Wrong again, Amata!\Digging holes is trivial when you add my curse to gunfire! response:	Damn it, Malloy! You know holes are my thing!
