context: Interesting. response:	Wow.
context: But we don't know till we try!\We do know. She won't reply back.\Besides, other students might find out after recognizing her handwriting.\She never participates in stuff that could leave evidence behind.\But if it's filled with love...!\What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this... response:	H-He's good!
context: We do know. She won't reply back.\Besides, other students might find out after recognizing her handwriting.\She never participates in stuff that could leave evidence behind.\But if it's filled with love...!\What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good! response:	What's this about, Ikkun?!
context: Besides, other students might find out after recognizing her handwriting.\She never participates in stuff that could leave evidence behind.\But if it's filled with love...!\What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?! response:	I didn't know you could draw stuff like that!
context: She never participates in stuff that could leave evidence behind.\But if it's filled with love...!\What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that! response:	I've been hiding this up until now,
context: But if it's filled with love...!\What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now, response:	but I'm actually a closet otaku.
context: What's with you today, Ikkun?\Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku. response:	Ikkun, I...
context: Do you have a plan to catch Misa-chan's interest or something?\For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I... response:	Oh no, I leaked it!
context: For example, if we were to attach an illustration to the message like this...\H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it! response:	Well, this is pretty good, so I'll forgive you.
context: H-He's good!\What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you. response:	I was forgiven!
context: What's this about, Ikkun?!\I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven! response:	For what?
context: I didn't know you could draw stuff like that!\I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what? response:	But then, what color would this flower be?
context: I've been hiding this up until now,\but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what?\But then, what color would this flower be? response:	F-Flower?
context: but I'm actually a closet otaku.\Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what?\But then, what color would this flower be?\F-Flower? response:	Color?
context: Ikkun, I...\Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what?\But then, what color would this flower be?\F-Flower?\Color? response:	Why so out of the blue?
context: Oh no, I leaked it!\Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what?\But then, what color would this flower be?\F-Flower?\Color?\Why so out of the blue? response:	Question: What's the color that will look good on Misa-chan, and at the same time, can express her?
context: Well, this is pretty good, so I'll forgive you.\I was forgiven!\For what?\But then, what color would this flower be?\F-Flower?\Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her? response:	You have ten seconds to answer.
context: I was forgiven!\For what?\But then, what color would this flower be?\F-Flower?\Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer. response:	Okay, 10, 9, 3, 2, 1...
context: For what?\But then, what color would this flower be?\F-Flower?\Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1... response:	It's gotta be red!
context: But then, what color would this flower be?\F-Flower?\Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red! response:	Red, a color that represents her passionate air and strength of femininity!
context: F-Flower?\Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity! response:	It'll also look good on her black hair.
context: Color?\Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair. response:	I see.
context: Why so out of the blue?\Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see. response:	I think it should be purple!
context: Question: What's the color that will look good on Misa-chan, and at the same time, can express her?\You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see.\I think it should be purple! response:	Purple, a color that has both coolness and sex appeal!
context: You have ten seconds to answer.\Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal! response:	A hint of maturity, perfect!
context: Okay, 10, 9, 3, 2, 1...\It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect! response:	I see.
context: It's gotta be red!\Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see. response:	I-I vote for black!
context: Red, a color that represents her passionate air and strength of femininity!\It'll also look good on her black hair.\I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see.\I-I vote for black! response:	Black would look best on that well-knit figure of hers!
context: It'll also look good on her black hair.\I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see.\I-I vote for black!\Black would look best on that well-knit figure of hers! response:	Put some lacing on it, and there's nothing more to be asked!
context: I see.\I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see.\I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked! response:	Oh...
context: I think it should be purple!\Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see.\I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh... response:	Well in that case, I'd prefer panties with strawberries on them.
context: Purple, a color that has both coolness and sex appeal!\A hint of maturity, perfect!\I see.\I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them. response:	Wait, when did we start talking about underwear?
context: A hint of maturity, perfect!\I see.\I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear? response:	Hey, check it out!
context: I see.\I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out! response:	A special issue on little sisters!
context: I-I vote for black!\Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters! response:	Put it down, man. Those are magazines Prez confiscated, right?
context: Black would look best on that well-knit figure of hers!\Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right? response:	She'll make a fuss.
context: Put some lacing on it, and there's nothing more to be asked!\Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss. response:	But take a look!
context: Oh...\Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look! response:	She looks just like Yukimura's little sister!
context: Well in that case, I'd prefer panties with strawberries on them.\Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister! response:	Huh?!
context: Wait, when did we start talking about underwear?\Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister!\Huh?! response:	What, is it really her?
context: Hey, check it out!\A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister!\Huh?!\What, is it really her? response:	What the hell? She's an anime character.
context: A special issue on little sisters!\Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister!\Huh?!\What, is it really her?\What the hell? She's an anime character. response:	I'm telling you, dude! She looks just like her!
context: Put it down, man. Those are magazines Prez confiscated, right?\She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister!\Huh?!\What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her! response:	Wouldn't you agree, Yukimura?
context: She'll make a fuss.\But take a look!\She looks just like Yukimura's little sister!\Huh?!\What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura? response:	P-Perhaps?
context: But take a look!\She looks just like Yukimura's little sister!\Huh?!\What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps? response:	Besides, I'm not even interested in 2-D.
context: She looks just like Yukimura's little sister!\Huh?!\What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D. response:	They all look the same to me.
context: Huh?!\What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me. response:	Yeah?
context: What, is it really her?\What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah? response:	I can get off on this.
context: What the hell? She's an anime character.\I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah?\I can get off on this. response:	I normally go for 3-D though.
context: I'm telling you, dude! She looks just like her!\Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah?\I can get off on this.\I normally go for 3-D though. response:	Does your sister wear stuff with frills like these?
context: Wouldn't you agree, Yukimura?\P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah?\I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these? response:	Of course not!
context: P-Perhaps?\Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah?\I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not! response:	But man, it must be nice living with someone so soothing.
context: Besides, I'm not even interested in 2-D.\They all look the same to me.\Yeah?\I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing. response:	You're giving her too much credit.
context: They all look the same to me.\Yeah?\I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit. response:	Oh, no! The announcement club meeting is about to begin!
context: Yeah?\I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin! response:	Well, I'm going to go water the flowers, Yukimura.
context: I can get off on this.\I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura. response:	Later!
context: I normally go for 3-D though.\Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later! response:	Later!
context: Does your sister wear stuff with frills like these?\Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later!\Later! response:	Yukimura.
context: Of course not!\But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later!\Later!\Yukimura. response:	Yes?!
context: But man, it must be nice living with someone so soothing.\You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later!\Later!\Yukimura.\Yes?! response:	H-Hey...
context: You're giving her too much credit.\Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later!\Later!\Yukimura.\Yes?!\H-Hey... response:	Say...
context: Oh, no! The announcement club meeting is about to begin!\Well, I'm going to go water the flowers, Yukimura.\Later!\Later!\Yukimura.\Yes?!\H-Hey...\Say... response:	What do you...
context: Well, I'm going to go water the flowers, Yukimura.\Later!\Later!\Yukimura.\Yes?!\H-Hey...\Say...\What do you... response:	N-Nothing out of the ordinary, I guess...?
context: Later!\Later!\Yukimura.\Yes?!\H-Hey...\Say...\What do you...\N-Nothing out of the ordinary, I guess...? response:	Next question, what part of her soothes you?
context: Later!\Yukimura.\Yes?!\H-Hey...\Say...\What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you? response:	S-Soothe?
context: Yukimura.\Yes?!\H-Hey...\Say...\What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe? response:	Is she really that similar to this anime character in this magazine?!
context: Yes?!\H-Hey...\Say...\What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?! response:	I-I...
context: H-Hey...\Say...\What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I... response:	Prez?
context: Say...\What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I...\Prez? response:	I-I was just looking for a trend in the confiscated items to-
context: What do you...\N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I...\Prez?\I-I was just looking for a trend in the confiscated items to- response:	Oh, it's just you, Usui.
context: N-Nothing out of the ordinary, I guess...?\Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I...\Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui. response:	So, what were you looking at?
context: Next question, what part of her soothes you?\S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I...\Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at? response:	None of your business.
context: S-Soothe?\Is she really that similar to this anime character in this magazine?!\I-I...\Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at?\None of your business. response:	Siblings?
context: Is she really that similar to this anime character in this magazine?!\I-I...\Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at?\None of your business.\Siblings? response:	I have some.
context: I-I...\Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at?\None of your business.\Siblings?\I have some. response:	Have I never told you?
context: Prez?\I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at?\None of your business.\Siblings?\I have some.\Have I never told you? response:	I've got an older brother and a little sister.
context: I-I was just looking for a trend in the confiscated items to-\Oh, it's just you, Usui.\So, what were you looking at?\None of your business.\Siblings?\I have some.\Have I never told you?\I've got an older brother and a little sister. response:	You have to hear this, Misaki!
context: Oh, it's just you, Usui.\So, what were you looking at?\None of your business.\Siblings?\I have some.\Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki! response:	Both of Shizuko's siblings wear the same glasses she does!
context: So, what were you looking at?\None of your business.\Siblings?\I have some.\Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does! response:	They may look similar, but they're not the same.
context: None of your business.\Siblings?\I have some.\Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same. response:	Their faces all look the same, too!
context: Siblings?\I have some.\Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too! response:	I can't deny that one.
context: I have some.\Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one. response:	But the glasses are different though.
context: Have I never told you?\I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one.\But the glasses are different though. response:	You've got an older brother?
context: I've got an older brother and a little sister.\You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one.\But the glasses are different though.\You've got an older brother? response:	Is something the matter?
context: You have to hear this, Misaki!\Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one.\But the glasses are different though.\You've got an older brother?\Is something the matter? response:	Huh?
context: Both of Shizuko's siblings wear the same glasses she does!\They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one.\But the glasses are different though.\You've got an older brother?\Is something the matter?\Huh? response:	N-No,
context: They may look similar, but they're not the same.\Their faces all look the same, too!\I can't deny that one.\But the glasses are different though.\You've got an older brother?\Is something the matter?\Huh?\N-No, response:	well, you see, I don't have any brothers.
context: Their faces all look the same, too!\I can't deny that one.\But the glasses are different though.\You've got an older brother?\Is something the matter?\Huh?\N-No,\well, you see, I don't have any brothers. response:	Was just wondering what it would be like.
context: I can't deny that one.\But the glasses are different though.\You've got an older brother?\Is something the matter?\Huh?\N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like. response:	D-Do you two get along well?
context: But the glasses are different though.\You've got an older brother?\Is something the matter?\Huh?\N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well? response:	My brother and I, you mean?
context: You've got an older brother?\Is something the matter?\Huh?\N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean? response:	We're not on bad terms, but we're not particularly on great terms either.
context: Is something the matter?\Huh?\N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either. response:	That's because they're all like this!
context: Huh?\N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this! response:	What's that supposed to mean, exactly?
context: N-No,\well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly? response:	And what about you, Sakura?
context: well, you see, I don't have any brothers.\Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura? response:	I've got an older sister.
context: Was just wondering what it would be like.\D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister. response:	We get along so well!
context: D-Do you two get along well?\My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister.\We get along so well! response:	We go shopping together all the time!
context: My brother and I, you mean?\We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister.\We get along so well!\We go shopping together all the time! response:	Oh...
context: We're not on bad terms, but we're not particularly on great terms either.\That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister.\We get along so well!\We go shopping together all the time!\Oh... response:	So both Shizuko and Sakura are little sisters...
context: That's because they're all like this!\What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister.\We get along so well!\We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters... response:	Watching them does soothe me, now that I think about it.
context: What's that supposed to mean, exactly?\And what about you, Sakura?\I've got an older sister.\We get along so well!\We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it. response:	Well, I guess it's not simply because they're little sisters.
context: And what about you, Sakura?\I've got an older sister.\We get along so well!\We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters. response:	I guess the Chief wants to create a place that could give the same kind of soothing feeling.
context: I've got an older sister.\We get along so well!\We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling. response:	Misaki?
context: We get along so well!\We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki? response:	Why are you staring at us like that?
context: We go shopping together all the time!\Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that? response:	Nothing... was just thinking about how cute you two are.
context: Oh...\So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are. response:	W-What happened to you?
context: So both Shizuko and Sakura are little sisters...\Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you? response:	Or should I be asking, what are you trying to do to us?
context: Watching them does soothe me, now that I think about it.\Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us? response:	Oh my! You're going to make me fall in love with you, Misaki!
context: Well, I guess it's not simply because they're little sisters.\I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki! response:	I ask myself again,
context: I guess the Chief wants to create a place that could give the same kind of soothing feeling.\Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again, response:	Am I really capable of doing this?
context: Misaki?\Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this? response:	Is this really okay, Ikkun?
context: Why are you staring at us like that?\Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun? response:	Are you really going to draw it?
context: Nothing... was just thinking about how cute you two are.\W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it? response:	Yeah. I brought pens in 24 colors.
context: W-What happened to you?\Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors. response:	Which means...!
context: Or should I be asking, what are you trying to do to us?\Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...! response:	Yeah! Purple!
context: Oh my! You're going to make me fall in love with you, Misaki!\I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple! response:	No, you probably shouldn't draw that.
context: I ask myself again,\Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple!\No, you probably shouldn't draw that. response:	If you really have to draw it, don't use the color pens!
context: Am I really capable of doing this?\Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens! response:	Draw black laces!
context: Is this really okay, Ikkun?\Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces! response:	No, come on! Strawberries!
context: Are you really going to draw it?\Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries! response:	Take the middle and add a leopard pattern!
context: Yeah. I brought pens in 24 colors.\Which means...!\Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern! response:	What the hell?
context: Which means...!\Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell? response:	Thanks for the wait, masters.
