context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: What's bad is giving up and being all defiant.\You say it's outside your specialty and don't even try to show interest.\I think that's the biggest problem with otaku.\Huh?\S-square!\Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least. response:	That's all this is.
context: You say it's outside your specialty and don't even try to show interest.\I think that's the biggest problem with otaku.\Huh?\S-square!\Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is. response:	I've never been in a store like that.
context: I think that's the biggest problem with otaku.\Huh?\S-square!\Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that. response:	I tend to set Y2,000 as an upper limit and shop at cheap stores.
context: Huh?\S-square!\Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores. response:	But I guess that's a mental block.
context: S-square!\Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block. response:	Expand your horizons some.
context: Just can't get past that, huh?\What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some. response:	You know, I didn't even look at prices.
context: What am I doing in a place like this?\Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices. response:	It was all I could do to even go in.
context: Well, I wanted a new jacket and pants at least.\That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in. response:	Pathetic...
context: That's all this is.\I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic... response:	One more time!
context: I've never been in a store like that.\I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic...\One more time! response:	This time I'm looking at prices!
context: I tend to set Y2,000 as an upper limit and shop at cheap stores.\But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic...\One more time!\This time I'm looking at prices! response:	So laughable.
context: But I guess that's a mental block.\Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic...\One more time!\This time I'm looking at prices!\So laughable. response:	That's expensive, Kasukabe! I could never!
context: Expand your horizons some.\You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic...\One more time!\This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never! response:	DVD box sets go for this much...
context: You know, I didn't even look at prices.\It was all I could do to even go in.\Pathetic...\One more time!\This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much... response:	I can't buy anything expensive anyway, so I'll go for all-out cheap!
context: It was all I could do to even go in.\Pathetic...\One more time!\This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap! response:	What's bad is giving up and being all defiant.
context: Pathetic...\One more time!\This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant. response:	No, stop that. Don't panic.
context: One more time!\This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic. response:	No need to buy anything exorbitant. Just something so-so.
context: This time I'm looking at prices!\So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so. response:	I'll think about tops again later. Right now, bottoms!
context: So laughable.\That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms! response:	Where're pants...
context: That's expensive, Kasukabe! I could never!\DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants... response:	Are you looking for anything?
context: DVD box sets go for this much...\I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything? response:	Pa...
context: I can't buy anything expensive anyway, so I'll go for all-out cheap!\What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything?\Pa... response:	No! Not pants...
context: What's bad is giving up and being all defiant.\No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything?\Pa...\No! Not pants... response:	Uh, uh, underwear.
context: No, stop that. Don't panic.\No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything?\Pa...\No! Not pants...\Uh, uh, underwear. response:	Aw, dammit!
context: No need to buy anything exorbitant. Just something so-so.\I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything?\Pa...\No! Not pants...\Uh, uh, underwear.\Aw, dammit! response:	On the second floor.
context: I'll think about tops again later. Right now, bottoms!\Where're pants...\Are you looking for anything?\Pa...\No! Not pants...\Uh, uh, underwear.\Aw, dammit!\On the second floor. response:	Th-thanks.
context: Where're pants...\Are you looking for anything?\Pa...\No! Not pants...\Uh, uh, underwear.\Aw, dammit!\On the second floor.\Th-thanks. response:	Forget it.
context: Are you looking for anything?\Pa...\No! Not pants...\Uh, uh, underwear.\Aw, dammit!\On the second floor.\Th-thanks.\Forget it. response:	I lose. Total loss. But I guess I tried.
context: Pa...\No! Not pants...\Uh, uh, underwear.\Aw, dammit!\On the second floor.\Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried. response:	I don't think I've compared this many prices...
context: No! Not pants...\Uh, uh, underwear.\Aw, dammit!\On the second floor.\Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices... response:	Wait. That's right. I'm shopping the wrong way!
context: Uh, uh, underwear.\Aw, dammit!\On the second floor.\Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way! response:	Just comparing prices is meaningless.
context: Aw, dammit!\On the second floor.\Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless. response:	The fun level of a game isn't proportional to its price!
context: On the second floor.\Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price! response:	I'll draw my own conclusions!
context: Th-thanks.\Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions! response:	If I think, This is nice, I'll shell out for it.
context: Forget it.\I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it. response:	I take pride in the things I've chosen.
context: I lose. Total loss. But I guess I tried.\I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen. response:	Adult games, dojinshi, clothes, it's all the same!
context: I don't think I've compared this many prices...\Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same! response:	After all, that's what makes me, me!
context: Wait. That's right. I'm shopping the wrong way!\Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me! response:	Excuse me!
context: Just comparing prices is meaningless.\The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me! response:	That's what it's all about, Kasukabe!
context: The fun level of a game isn't proportional to its price!\I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe! response:	Not-even-close!
context: I'll draw my own conclusions!\If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe!\Not-even-close! response:	Genshiken
context: If I think, This is nice, I'll shell out for it.\I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe!\Not-even-close!\Genshiken response:	Shinjuku Station
context: I take pride in the things I've chosen.\Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe!\Not-even-close!\Genshiken\Shinjuku Station response:	Hi, Kasukabe!
context: Adult games, dojinshi, clothes, it's all the same!\After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe!\Not-even-close!\Genshiken\Shinjuku Station\Hi, Kasukabe! response:	Uh, who's he?
context: After all, that's what makes me, me!\Excuse me!\That's what it's all about, Kasukabe!\Not-even-close!\Genshiken\Shinjuku Station\Hi, Kasukabe!\Uh, who's he? response:	A friend of my boyfriend's.
context: Excuse me!\That's what it's all about, Kasukabe!\Not-even-close!\Genshiken\Shinjuku Station\Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's. response:	A friend of my boyfriend's. Ahh, an otaku. I can tell.
context: That's what it's all about, Kasukabe!\Not-even-close!\Genshiken\Shinjuku Station\Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell. response:	What the hell. I knew she'd just get annoyed.
context: Not-even-close!\Genshiken\Shinjuku Station\Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed. response:	Just like I said in the first place!
context: Genshiken\Shinjuku Station\Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place! response:	Oh. On your way home, Madarame?
context: Shinjuku Station\Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame? response:	Uh, yeah, I am.
context: Hi, Kasukabe!\Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am. response:	Good timing then.
context: Uh, who's he?\A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then. response:	That's true.
context: A friend of my boyfriend's.\A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then.\That's true. response:	We'll see you later then.
context: A friend of my boyfriend's. Ahh, an otaku. I can tell.\What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then.\That's true.\We'll see you later then. response:	Then I'm headed home too.
context: What the hell. I knew she'd just get annoyed.\Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then.\That's true.\We'll see you later then.\Then I'm headed home too. response:	Wha!
context: Just like I said in the first place!\Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then.\That's true.\We'll see you later then.\Then I'm headed home too.\Wha! response:	You are?
context: Oh. On your way home, Madarame?\Uh, yeah, I am.\Good timing then.\That's true.\We'll see you later then.\Then I'm headed home too.\Wha!\You are? response:	They've got things to do.
context: Uh, yeah, I am.\Good timing then.\That's true.\We'll see you later then.\Then I'm headed home too.\Wha!\You are?\They've got things to do. response:	Oh...
context: Good timing then.\That's true.\We'll see you later then.\Then I'm headed home too.\Wha!\You are?\They've got things to do.\Oh... response:	What? Do you have plans?
context: That's true.\We'll see you later then.\Then I'm headed home too.\Wha!\You are?\They've got things to do.\Oh...\What? Do you have plans? response:	No, no, I don't.
context: We'll see you later then.\Then I'm headed home too.\Wha!\You are?\They've got things to do.\Oh...\What? Do you have plans?\No, no, I don't. response:	Weren't we having a fight?
context: Then I'm headed home too.\Wha!\You are?\They've got things to do.\Oh...\What? Do you have plans?\No, no, I don't.\Weren't we having a fight? response:	Huh?
context: Wha!\You are?\They've got things to do.\Oh...\What? Do you have plans?\No, no, I don't.\Weren't we having a fight?\Huh? response:	Huh?
context: You are?\They've got things to do.\Oh...\What? Do you have plans?\No, no, I don't.\Weren't we having a fight?\Huh?\Huh? response:	You call that a fight!
context: They've got things to do.\Oh...\What? Do you have plans?\No, no, I don't.\Weren't we having a fight?\Huh?\Huh?\You call that a fight! response:	You call that a fight! Huh?
context: Oh...\What? Do you have plans?\No, no, I don't.\Weren't we having a fight?\Huh?\Huh?\You call that a fight!\You call that a fight! Huh? response:	Weren't we having a fight? Talk about overly self-conscious!
context: What? Do you have plans?\No, no, I don't.\Weren't we having a fight?\Huh?\Huh?\You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious! response:	That's so otaku!
context: No, no, I don't.\Weren't we having a fight?\Huh?\Huh?\You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku! response:	Okay, I get it now.
context: Weren't we having a fight?\Huh?\Huh?\You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now. response:	So, want to get some food?
context: Huh?\Huh?\You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now.\So, want to get some food? response:	Huh? Wh-why?
context: Huh?\You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now.\So, want to get some food?\Huh? Wh-why? response:	To make up, of course. I'm hungry, anyway.
context: You call that a fight!\You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now.\So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway. response:	Or will you say something otaku like, I can't eat with a friend's girlfriend.
context: You call that a fight! Huh?\Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now.\So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend. response:	Kaiten Sushigen
context: Weren't we having a fight? Talk about overly self-conscious!\That's so otaku!\Okay, I get it now.\So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen response:	What?
context: That's so otaku!\Okay, I get it now.\So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What? response:	Are you still mad? You could at least enjoy some food.
context: Okay, I get it now.\So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food. response:	You really do seem to be from another planet.
context: So, want to get some food?\Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet. response:	Me otaku. No understand you.
context: Huh? Wh-why?\To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you. response:	That again?
context: To make up, of course. I'm hungry, anyway.\Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you.\That again? response:	Kohsaka's not going to mind this, should he find out.
context: Or will you say something otaku like, I can't eat with a friend's girlfriend.\Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out. response:	That's because he's from another galaxy altogether.
context: Kaiten Sushigen\What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether. response:	How are we handling the bill?
context: What?\Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill? response:	Will we each take one?
context: Are you still mad? You could at least enjoy some food.\You really do seem to be from another planet.\Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one? response:	Fatty tuna, please.
context: You really do seem to be from another planet.\Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one?\Fatty tuna, please. response:	Fatty tuna, please. You got it!
context: Me otaku. No understand you.\That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it! response:	Apparently we're not.
context: That again?\Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not. response:	Here's your fatty tuna.
context: Kohsaka's not going to mind this, should he find out.\That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna. response:	Where are your new glasses?
context: That's because he's from another galaxy altogether.\How are we handling the bill?\Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna.\Where are your new glasses? response:	Eh?
context: How are we handling the bill?\Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna.\Where are your new glasses?\Eh? response:	You paid money for them.
context: Will we each take one?\Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna.\Where are your new glasses?\Eh?\You paid money for them. response:	Oh, those...
context: Fatty tuna, please.\Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna.\Where are your new glasses?\Eh?\You paid money for them.\Oh, those... response:	Weren't they supposed to go with all that?
context: Fatty tuna, please. You got it!\Apparently we're not.\Here's your fatty tuna.\Where are your new glasses?\Eh?\You paid money for them.\Oh, those...\Weren't they supposed to go with all that? response:	I just figured it was time to buy new stuff.
context: Apparently we're not.\Here's your fatty tuna.\Where are your new glasses?\Eh?\You paid money for them.\Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff. response:	Sea urchin and steamed abalone, please.
context: Here's your fatty tuna.\Where are your new glasses?\Eh?\You paid money for them.\Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please. response:	What is it? Shirts?
context: Where are your new glasses?\Eh?\You paid money for them.\Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts? response:	Several things.
context: Eh?\You paid money for them.\Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things. response:	Wear them in the clubroom.
context: You paid money for them.\Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things.\Wear them in the clubroom. response:	Won't you just trash talk them?
context: Oh, those...\Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things.\Wear them in the clubroom.\Won't you just trash talk them? response:	Of course.
context: Weren't they supposed to go with all that?\I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things.\Wear them in the clubroom.\Won't you just trash talk them?\Of course. response:	But the thoughtless stuff you're wearing now is unspeakable.
context: I just figured it was time to buy new stuff.\Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things.\Wear them in the clubroom.\Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable. response:	It's not even worth a comment.
context: Sea urchin and steamed abalone, please.\What is it? Shirts?\Several things.\Wear them in the clubroom.\Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment. response:	Geez, you're harsh.
context: What is it? Shirts?\Several things.\Wear them in the clubroom.\Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh. response:	The day you put some thought into choosing what you wear...
context: Several things.\Wear them in the clubroom.\Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear... response:	Grant me a fair appraisal, huh?
context: Wear them in the clubroom.\Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh? response:	Want me to order anything for you?
context: Won't you just trash talk them?\Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you? response:	No thanks, I wasted too much money. I can't spend any on food now.
context: Of course.\But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now. response:	Here's your steamed abalone.
context: But the thoughtless stuff you're wearing now is unspeakable.\It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone. response:	Wasted money. I've never heard you say that before.
context: It's not even worth a comment.\Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before. response:	When you're from the planet Otaku...
context: Geez, you're harsh.\The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku... response:	Again? You keep coming back to that otaku thing.
context: The day you put some thought into choosing what you wear...\Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing. response:	It doesn't really mean you're an alien.
context: Grant me a fair appraisal, huh?\Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien. response:	That doesn't sound like you.
context: Want me to order anything for you?\No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you. response:	Don't you loathe otaku?
context: No thanks, I wasted too much money. I can't spend any on food now.\Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku? response:	Lest you forget, I'm dating Kohsaka. That Kohsaka!
context: Here's your steamed abalone.\Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka! response:	Like it or not, I get used to otaku.
context: Wasted money. I've never heard you say that before.\When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku. response:	Like it or not, I get used to otaku. I'm guessing not.
context: When you're from the planet Otaku...\Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not. response:	I've been making efforts lately too.
context: Again? You keep coming back to that otaku thing.\It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too. response:	Oh? What kind?
context: It doesn't really mean you're an alien.\That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind? response:	Like keeping my distance when it's anime and game time.
context: That doesn't sound like you.\Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time. response:	Isn't that you being neglected?
context: Don't you loathe otaku?\Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected? response:	Shut up.
