context: Why was I beaten? response:	I won't lose to you!
context: A barrier.\A barrier we put up to prevent demons from entering.\Is it Tsubaki's doing?\I sense the Sacred Jewel beyond this barrier.\Damn! I'll tear apart this stupid barrier!\Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing. response:	It's a barrier against demons.
context: A barrier we put up to prevent demons from entering.\Is it Tsubaki's doing?\I sense the Sacred Jewel beyond this barrier.\Damn! I'll tear apart this stupid barrier!\Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons. response:	Just leave the barrier to Kaede and myself.
context: Is it Tsubaki's doing?\I sense the Sacred Jewel beyond this barrier.\Damn! I'll tear apart this stupid barrier!\Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself. response:	Uh-huh!
context: I sense the Sacred Jewel beyond this barrier.\Damn! I'll tear apart this stupid barrier!\Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh! response:	So you appeared, Demon!
context: Damn! I'll tear apart this stupid barrier!\Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon! response:	We have been waiting for you!
context: Oww! What IS this?!\Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon!\We have been waiting for you! response:	Are you Inuyasha,
context: Huh?\Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha, response:	the demon who seeks to destroy Priestess Tsubaki?
context: Hey, this isn't the time to be playing.\It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki? response:	What?!
context: It's a barrier against demons.\Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?! response:	Are you Tsubaki's cronies?
context: Just leave the barrier to Kaede and myself.\Uh-huh!\So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies? response:	Priestess Tsubaki is a sister disciple!
context: Uh-huh!\So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple! response:	It's only natural to be her ally!
context: So you appeared, Demon!\We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally! response:	So you're Dark Priestesses, too? I won't spare you either, then.
context: We have been waiting for you!\Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then. response:	D-Dark Priestesses?!
context: Are you Inuyasha,\the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?! response:	How dare you insult us!
context: the demon who seeks to destroy Priestess Tsubaki?\What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us! response:	So you aren't Dark Priestesses?
context: What?!\Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses? response:	Don't be ridiculous, Demon!
context: Are you Tsubaki's cronies?\Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon! response:	I am Momiji!
context: Priestess Tsubaki is a sister disciple!\It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji! response:	And I am Botan!
context: It's only natural to be her ally!\So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji!\And I am Botan! response:	We are priestesses who have trained hard
context: So you're Dark Priestesses, too? I won't spare you either, then.\D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji!\And I am Botan!\We are priestesses who have trained hard response:	in the art of slaying demons!
context: D-Dark Priestesses?!\How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji!\And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons! response:	Do not even mention us in the same breath as the Dark Priestess!
context: How dare you insult us!\So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji!\And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess! response:	They seem to be on the side of justice.
context: So you aren't Dark Priestesses?\Don't be ridiculous, Demon!\I am Momiji!\And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice. response:	Aren't they Tsubaki's helpers?
context: Don't be ridiculous, Demon!\I am Momiji!\And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers? response:	Now, now you two. Just wait a minute.
context: I am Momiji!\And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute. response:	Silence!
context: And I am Botan!\We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence! response:	From your appearance, you seem to be a monk!
context: We are priestesses who have trained hard\in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk! response:	And you are demon slayer!
context: in the art of slaying demons!\Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk!\And you are demon slayer! response:	And you...
context: Do not even mention us in the same breath as the Dark Priestess!\They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk!\And you are demon slayer!\And you... response:	- Look at those strange clothes! - But she seems to have power.
context: They seem to be on the side of justice.\Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk!\And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power. response:	You must be a priestess!
context: Aren't they Tsubaki's helpers?\Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk!\And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess! response:	Well, I guess you could say that.
context: Now, now you two. Just wait a minute.\Silence!\From your appearance, you seem to be a monk!\And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that. response:	So why do you side with such demons?!
context: Silence!\From your appearance, you seem to be a monk!\And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?! response:	You think I'm a demon, too?
context: From your appearance, you seem to be a monk!\And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too? response:	We haven't done anyone any harm!
context: And you are demon slayer!\And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm! response:	Huh?!
context: And you...\- Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm!\Huh?! response:	What?!
context: - Look at those strange clothes! - But she seems to have power.\You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm!\Huh?!\What?! response:	Oh, Momiji... isn't he so cute?
context: You must be a priestess!\Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm!\Huh?!\What?!\Oh, Momiji... isn't he so cute? response:	Uh-huh... cute.
context: Well, I guess you could say that.\So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm!\Huh?!\What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute. response:	And so is that one.
context: So why do you side with such demons?!\You think I'm a demon, too?\We haven't done anyone any harm!\Huh?!\What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one. response:	What'll we do?
context: You think I'm a demon, too?\We haven't done anyone any harm!\Huh?!\What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one.\What'll we do? response:	What'll we do?
context: We haven't done anyone any harm!\Huh?!\What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one.\What'll we do?\What'll we do? response:	What'll we do? They don't seem to be bad.
context: Huh?!\What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one.\What'll we do?\What'll we do?\What'll we do? They don't seem to be bad. response:	We have to convince them somehow.
context: What?!\Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one.\What'll we do?\What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow. response:	Hello there, you two!
context: Oh, Momiji... isn't he so cute?\Uh-huh... cute.\And so is that one.\What'll we do?\What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two! response:	We get it!
context: Uh-huh... cute.\And so is that one.\What'll we do?\What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two!\We get it! response:	Demon! You've disguised your appearance!
context: And so is that one.\What'll we do?\What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two!\We get it!\Demon! You've disguised your appearance! response:	By changing your disgusting looks,
context: What'll we do?\What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two!\We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks, response:	you may have deceived the rest of them.
context: What'll we do?\What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two!\We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them. response:	But not us!
context: What'll we do? They don't seem to be bad.\We have to convince them somehow.\Hello there, you two!\We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them.\But not us! response:	We will not be fooled by what we see!
context: We have to convince them somehow.\Hello there, you two!\We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them.\But not us!\We will not be fooled by what we see! response:	Is it... Is it my fault?!
context: Hello there, you two!\We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them.\But not us!\We will not be fooled by what we see!\Is it... Is it my fault?! response:	Stop acting so scared, Shippo!
context: We get it!\Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them.\But not us!\We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo! response:	If they insist on interfering, we have to use force!
context: Demon! You've disguised your appearance!\By changing your disgusting looks,\you may have deceived the rest of them.\But not us!\We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force! response:	Wait, Inuyasha!
context: By changing your disgusting looks,\you may have deceived the rest of them.\But not us!\We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha! response:	Let's try talking to them some more.
context: you may have deceived the rest of them.\But not us!\We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more. response:	Let's go, Botan!
context: But not us!\We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan! response:	Leave it to me, Momiji!
context: We will not be fooled by what we see!\Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji! response:	Now now...
context: Is it... Is it my fault?!\Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji!\Now now... response:	Miroku!
context: Stop acting so scared, Shippo!\If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji!\Now now...\Miroku! response:	- Why you! - When'd you!
context: If they insist on interfering, we have to use force!\Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji!\Now now...\Miroku!\- Why you! - When'd you! response:	I will explain why we're with those demons.
context: Wait, Inuyasha!\Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji!\Now now...\Miroku!\- Why you! - When'd you!\I will explain why we're with those demons. response:	It all started with the existence of the Sacred Jewel.
context: Let's try talking to them some more.\Let's go, Botan!\Leave it to me, Momiji!\Now now...\Miroku!\- Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel. response:	The demons coveted its power.
context: Let's go, Botan!\Leave it to me, Momiji!\Now now...\Miroku!\- Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power. response:	Why you!
context: Leave it to me, Momiji!\Now now...\Miroku!\- Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you! response:	You've sold your soul to the demon!
context: Now now...\Miroku!\- Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you!\You've sold your soul to the demon! response:	My hand... My hand is possessed by the demon.
context: Miroku!\- Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon. response:	You're possessed by something else!
context: - Why you! - When'd you!\I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else! response:	What're you thinking?! Going off course like that!
context: I will explain why we're with those demons.\It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that! response:	Err... sorry about that. l just...
context: It all started with the existence of the Sacred Jewel.\The demons coveted its power.\Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just... response:	Is Tsubaki over yonder?
context: The demons coveted its power.\Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder? response:	We will not let you pass!
context: Why you!\You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass! response:	Go!
context: You've sold your soul to the demon!\My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass!\Go! response:	What is this?
context: My hand... My hand is possessed by the demon.\You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass!\Go!\What is this? response:	Paper spirits, Shikikami.
context: You're possessed by something else!\What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass!\Go!\What is this?\Paper spirits, Shikikami. response:	It's a spell in which...
context: What're you thinking?! Going off course like that!\Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass!\Go!\What is this?\Paper spirits, Shikikami.\It's a spell in which... response:	paper dolls are given souls which they control.
context: Err... sorry about that. l just...\Is Tsubaki over yonder?\We will not let you pass!\Go!\What is this?\Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control. response:	They're very weak.
context: Is Tsubaki over yonder?\We will not let you pass!\Go!\What is this?\Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control.\They're very weak. response:	We can't take them seriously, can we?
context: We will not let you pass!\Go!\What is this?\Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we? response:	I agree.
context: Go!\What is this?\Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we?\I agree. response:	You're not bad, all of you.
context: What is this?\Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we?\I agree.\You're not bad, all of you. response:	That was just a red herring.
context: Paper spirits, Shikikami.\It's a spell in which...\paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we?\I agree.\You're not bad, all of you.\That was just a red herring. response:	In order to get strands of your hair.
context: It's a spell in which...\paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we?\I agree.\You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair. response:	Huh?! They didn't!
context: paper dolls are given souls which they control.\They're very weak.\We can't take them seriously, can we?\I agree.\You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't! response:	What is it, Kaede?
context: They're very weak.\We can't take them seriously, can we?\I agree.\You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede? response:	You intend to transfer our bodies into those Shikikami.
context: We can't take them seriously, can we?\I agree.\You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami. response:	Very clever, Demon!
context: I agree.\You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon! response:	I am a priestess!
context: You're not bad, all of you.\That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess! response:	Transfer our bodies? But whose?
context: That was just a red herring.\In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose? response:	I don't know.
context: In order to get strands of your hair.\Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose?\I don't know. response:	Whoever it is, I'll smash them apart!
context: Huh?! They didn't!\What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart! response:	W-What is that?
context: What is it, Kaede?\You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart!\W-What is that? response:	It can't be!
context: You intend to transfer our bodies into those Shikikami.\Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart!\W-What is that?\It can't be! response:	I think it can.
context: Very clever, Demon!\I am a priestess!\Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart!\W-What is that?\It can't be!\I think it can. response:	Inuyasha!?
context: I am a priestess!\Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart!\W-What is that?\It can't be!\I think it can.\Inuyasha!? response:	I'm not like that!
context: Transfer our bodies? But whose?\I don't know.\Whoever it is, I'll smash them apart!\W-What is that?\It can't be!\I think it can.\Inuyasha!?\I'm not like that! response:	T-Then... is... that?
context: I don't know.\Whoever it is, I'll smash them apart!\W-What is that?\It can't be!\I think it can.\Inuyasha!?\I'm not like that!\T-Then... is... that? response:	It is.
context: Whoever it is, I'll smash them apart!\W-What is that?\It can't be!\I think it can.\Inuyasha!?\I'm not like that!\T-Then... is... that?\It is. response:	It is!
context: W-What is that?\It can't be!\I think it can.\Inuyasha!?\I'm not like that!\T-Then... is... that?\It is.\It is! response:	But...
context: It can't be!\I think it can.\Inuyasha!?\I'm not like that!\T-Then... is... that?\It is.\It is!\But... response:	Isn't that you, Kagome?
context: I think it can.\Inuyasha!?\I'm not like that!\T-Then... is... that?\It is.\It is!\But...\Isn't that you, Kagome? response:	No! I don't look like that!
context: Inuyasha!?\I'm not like that!\T-Then... is... that?\It is.\It is!\But...\Isn't that you, Kagome?\No! I don't look like that! response:	Pretty elaborate ceremony, huh? Is the seal that strong?
context: I'm not like that!\T-Then... is... that?\It is.\It is!\But...\Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong? response:	This one is to open the door.
context: T-Then... is... that?\It is.\It is!\But...\Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door. response:	There are even stronger seals further in.
context: It is.\It is!\But...\Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in. response:	Botan, we did good!
context: It is!\But...\Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in.\Botan, we did good! response:	And they look cute, Momiji!
context: But...\Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji! response:	Well? Are you shocked?
context: Isn't that you, Kagome?\No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked? response:	It's not only shape and form.
context: No! I don't look like that!\Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form. response:	Even the power has been transferred totally intact!
context: Pretty elaborate ceremony, huh? Is the seal that strong?\This one is to open the door.\There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact! response:	It doesn't look like me!
context: This one is to open the door.\There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me! response:	It's nothing like me!
context: There are even stronger seals further in.\Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me! response:	Go!
context: Botan, we did good!\And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me!\Go! response:	Blasted tricks!
context: And they look cute, Momiji!\Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me!\Go!\Blasted tricks! response:	Iron-reaver, Soul-stealer!
context: Well? Are you shocked?\It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me!\Go!\Blasted tricks!\Iron-reaver, Soul-stealer! response:	Iron-reaver... Soul-stealer!
context: It's not only shape and form.\Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me!\Go!\Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer! response:	Don't get in the way, Kagome!
context: Even the power has been transferred totally intact!\It doesn't look like me!\It's nothing like me!\Go!\Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome! response:	Stop calling that THING my name!
context: It doesn't look like me!\It's nothing like me!\Go!\Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name! response:	Damn!
context: It's nothing like me!\Go!\Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name!\Damn! response:	I know! If that Shikikami is supposed to be Inuyasha...
context: Go!\Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha... response:	Sit!
context: Blasted tricks!\Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit! response:	Kagome! What're you doing?!
context: Iron-reaver, Soul-stealer!\Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?! response:	Sorry!
context: Iron-reaver... Soul-stealer!\Don't get in the way, Kagome!\Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?!\Sorry! response:	Not all of the powers of the host seems to be transferable.
context: Don't get in the way, Kagome!\Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable. response:	It's still just a fake!
context: Stop calling that THING my name!\Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake! response:	Although, I'm a bit jealous.
context: Damn!\I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous. response:	What's with that sword?!
context: I know! If that Shikikami is supposed to be Inuyasha...\Sit!\Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?! response:	I'm coming!
context: Sit!\Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?!\I'm coming! response:	Kagome!
context: Kagome! What're you doing?!\Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?!\I'm coming!\Kagome! response:	Do something about that Kagome!
context: Sorry!\Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?!\I'm coming!\Kagome!\Do something about that Kagome! response:	Don't call it my name, I said!
