context: Huh? Where'd I put my pass? response:	Ah, here it is.
context: Screw that.\But... when you fall in love with someone, I want to believe that it's because of fate.\Go ahead and laugh.\Then you're just lacking the honesty.\I'll tell you another good thing.\From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they? response:	You're so mean.
context: But... when you fall in love with someone, I want to believe that it's because of fate.\Go ahead and laugh.\Then you're just lacking the honesty.\I'll tell you another good thing.\From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean. response:	Adolescence is so annoying, don't you think?
context: Go ahead and laugh.\Then you're just lacking the honesty.\I'll tell you another good thing.\From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think? response:	Never mind.
context: Then you're just lacking the honesty.\I'll tell you another good thing.\From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think?\Never mind. response:	It's good for them to experience pain while they're young.
context: I'll tell you another good thing.\From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young. response:	If they have strong spirits, they should be able to surpass any difficulties.
context: From what I can remember, they took the puppies and made a right in that direction.\They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties. response:	No... instead, aren't you just having fun with this?
context: They're probably at the park near the supermarket.\Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this? response:	Fight, fight... and become good men, you two.
context: Ayaka, they didn't take a right. They took a left didn't they?\You're so mean.\Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two. response:	Wait up, wait up!
context: You're so mean.\Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up! response:	Come on, come on! Bark, bark! Bark, bark!
context: Adolescence is so annoying, don't you think?\Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark! response:	Over here, over here!
context: Never mind.\It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here! response:	Run away!
context: It's good for them to experience pain while they're young.\If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away! response:	Wait, wait! Wait, you!
context: If they have strong spirits, they should be able to surpass any difficulties.\No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away!\Wait, wait! Wait, you! response:	Oh, no! Sir magistrate, you!
context: No... instead, aren't you just having fun with this?\Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you! response:	Isn't it all right? Isn't it all right?!
context: Fight, fight... and become good men, you two.\Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?! response:	I-I'm getting tired of this already...
context: Wait up, wait up!\Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already... response:	I'm giving you two time alone, so what the heck are you doing?!
context: Come on, come on! Bark, bark! Bark, bark!\Over here, over here!\Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?! response:	Please, just talk to each other!
context: Over here, over here!\Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other! response:	Mi-Mizuguchi really loves dogs, huh...?
context: Run away!\Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...? response:	It surprised me...
context: Wait, wait! Wait, you!\Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me... response:	She's had her eyes set on him the entire time...
context: Oh, no! Sir magistrate, you!\Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time... response:	Yeah... definitely. She doesn't seem to get sick of him...
context: Isn't it all right? Isn't it all right?!\I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him... response:	Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...
context: I-I'm getting tired of this already...\I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence... response:	I wonder if he took it the wrong way...
context: I'm giving you two time alone, so what the heck are you doing?!\Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way... response:	I hope I didn't make him feel bad...
context: Please, just talk to each other!\Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad... response:	Why is this even bugging m-
context: Mi-Mizuguchi really loves dogs, huh...?\It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m- response:	Ah, sorry! I interfered!
context: It surprised me...\She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered! response:	No! Not at all!
context: She's had her eyes set on him the entire time...\Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all! response:	Not at... all...
context: Yeah... definitely. She doesn't seem to get sick of him...\Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all!\Not at... all... response:	W-What is this? It's just my imagination.
context: Mizu-chin totally took up all of my attention, and we've wasted all this time in silence...\I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all!\Not at... all...\W-What is this? It's just my imagination. response:	I'm such a moron for being so self-conscious about this...
context: I wonder if he took it the wrong way...\I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all!\Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this... response:	Besides, I'm the ex of Takeuchi-kun's best friend.
context: I hope I didn't make him feel bad...\Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all!\Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend. response:	It's obvious why Takeuchi-kun's being nice to me.
context: Why is this even bugging m-\Ah, sorry! I interfered!\No! Not at all!\Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me. response:	There's no way there's any special meaning to this.
context: Ah, sorry! I interfered!\No! Not at all!\Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this. response:	That bitch tricked me!
context: No! Not at all!\Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me! response:	If I took a second to think about it, I would've realized it!
context: Not at... all...\W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it! response:	They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!
context: W-What is this? It's just my imagination.\I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed! response:	What am I doing?
context: I'm such a moron for being so self-conscious about this...\Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing? response:	Isn't the bus stop that way?
context: Besides, I'm the ex of Takeuchi-kun's best friend.\It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way? response:	No... it's faster to go this way.
context: It's obvious why Takeuchi-kun's being nice to me.\There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way. response:	I think the bus should arrive soon.
context: There's no way there's any special meaning to this.\That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon. response:	Ah, really?
context: That bitch tricked me!\If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really? response:	Takahashi... you might think you've broken up with me, but I don't accept it.
context: If I took a second to think about it, I would've realized it!\They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it. response:	I don't think we've broken up.
context: They took the dogs... they took the dogs with them... Obviously, they'd be by the riverbed!\What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up. response:	You might think you're not good enough, but...
context: What am I doing?\Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but... response:	Here's the bus.
context: Isn't the bus stop that way?\No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus. response:	Get on.
context: No... it's faster to go this way.\I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus.\Get on. response:	Y-Yeah.
context: I think the bus should arrive soon.\Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus.\Get on.\Y-Yeah. response:	Takahashi!
context: Ah, really?\Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus.\Get on.\Y-Yeah.\Takahashi! response:	If you're saying that I'm not good enough, then I'll do whatever it takes!
context: Takahashi... you might think you've broken up with me, but I don't accept it.\I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus.\Get on.\Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes! response:	I'll do whatever it takes from now on!
context: I don't think we've broken up.\You might think you're not good enough, but...\Here's the bus.\Get on.\Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on! response:	Whatever it takes!
context: You might think you're not good enough, but...\Here's the bus.\Get on.\Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes! response:	I'll do whatever it takes for you!
context: Here's the bus.\Get on.\Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you! response:	I won't hold anything back!
context: Get on.\Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back! response:	I'll give you everything! Listen to me! I'll...!
context: Y-Yeah.\Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...! response:	I'll...
context: Takahashi!\If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll... response:	I'll be waiting.
context: If you're saying that I'm not good enough, then I'll do whatever it takes!\I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting. response:	I'll be waiting.
context: I'll do whatever it takes from now on!\Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting.\I'll be waiting. response:	The bus fee...
context: Whatever it takes!\I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting.\I'll be waiting.\The bus fee... response:	Y-Yes!
context: I'll do whatever it takes for you!\I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting.\I'll be waiting.\The bus fee...\Y-Yes! response:	Why did you say that now, of all times...?
context: I won't hold anything back!\I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting.\I'll be waiting.\The bus fee...\Y-Yes!\Why did you say that now, of all times...? response:	I'll be waiting...
context: I'll give you everything! Listen to me! I'll...!\I'll...\I'll be waiting.\I'll be waiting.\The bus fee...\Y-Yes!\Why did you say that now, of all times...?\I'll be waiting... response:	Hey.
context: I'll...\I'll be waiting.\I'll be waiting.\The bus fee...\Y-Yes!\Why did you say that now, of all times...?\I'll be waiting...\Hey. response:	Shut up. Don't talk to me.
context: I'll be waiting.\I'll be waiting.\The bus fee...\Y-Yes!\Why did you say that now, of all times...?\I'll be waiting...\Hey.\Shut up. Don't talk to me. response:	You're dirty.
context: I'll be waiting.\The bus fee...\Y-Yes!\Why did you say that now, of all times...?\I'll be waiting...\Hey.\Shut up. Don't talk to me.\You're dirty. response:	Since when did you have a dog?
context: The bus fee...\Y-Yes!\Why did you say that now, of all times...?\I'll be waiting...\Hey.\Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog? response:	Why don't you take it?
context: Y-Yes!\Why did you say that now, of all times...?\I'll be waiting...\Hey.\Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog?\Why don't you take it? response:	I told you I'd kill you if you laid a finger on her.
context: Why did you say that now, of all times...?\I'll be waiting...\Hey.\Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her. response:	I wasn't kidding.
context: I'll be waiting...\Hey.\Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding. response:	You better remember that.
context: Hey.\Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that. response:	I'm prepared for that.
context: Shut up. Don't talk to me.\You're dirty.\Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that.\I'm prepared for that. response:	It's the period of the Warring States again, I guess.
context: You're dirty.\Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess. response:	How scary! Woof woof!
context: Since when did you have a dog?\Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof! response:	She brought this with her, didn't she?
context: Why don't you take it?\I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she? response:	How do you know?
context: I told you I'd kill you if you laid a finger on her.\I wasn't kidding.\You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she?\How do you know? response:	I know because it's like her.
context: I wasn't kidding.\You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she?\How do you know?\I know because it's like her. response:	H-Hey. Give it back.
context: You better remember that.\I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she?\How do you know?\I know because it's like her.\H-Hey. Give it back. response:	No.
context: I'm prepared for that.\It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she?\How do you know?\I know because it's like her.\H-Hey. Give it back.\No. response:	Masa, what were you doing walking around in your school uniform like that?
context: It's the period of the Warring States again, I guess.\How scary! Woof woof!\She brought this with her, didn't she?\How do you know?\I know because it's like her.\H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that? response:	Not much.
context: How scary! Woof woof!\She brought this with her, didn't she?\How do you know?\I know because it's like her.\H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that?\Not much. response:	A lot of deliveries have piled up.
context: She brought this with her, didn't she?\How do you know?\I know because it's like her.\H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up. response:	Did you meet up with Moto?
context: How do you know?\I know because it's like her.\H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up.\Did you meet up with Moto? response:	He was looking for you.
context: I know because it's like her.\H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you. response:	Ah... yeah.
context: H-Hey. Give it back.\No.\Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you.\Ah... yeah. response:	The girl you were with today was his girlfriend, wasn't she?
context: No.\Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she? response:	Or should I say his ex girlfriend?
context: Masa, what were you doing walking around in your school uniform like that?\Not much.\A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend? response:	Which would mean...
context: Not much.\A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean... response:	Shut up!
context: A lot of deliveries have piled up.\Did you meet up with Moto?\He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean...\Shut up! response:	You're pretty good.
context: Did you meet up with Moto?\He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean...\Shut up!\You're pretty good. response:	Good luck.
context: He was looking for you.\Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean...\Shut up!\You're pretty good.\Good luck. response:	Here you go. It's a toy.
context: Ah... yeah.\The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean...\Shut up!\You're pretty good.\Good luck.\Here you go. It's a toy. response:	You remembered where the bathroom was, so it's your reward.
context: The girl you were with today was his girlfriend, wasn't she?\Or should I say his ex girlfriend?\Which would mean...\Shut up!\You're pretty good.\Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward. response:	Like it?
context: Or should I say his ex girlfriend?\Which would mean...\Shut up!\You're pretty good.\Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it? response:	I'm glad.
context: Which would mean...\Shut up!\You're pretty good.\Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad. response:	Motoharu.
context: Shut up!\You're pretty good.\Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad.\Motoharu. response:	Are you back? The bath's all heated up, so go take one.
context: You're pretty good.\Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one. response:	Don't bring that dog you brought home with you into the bath.
context: Good luck.\Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath. response:	I'll be fine.
context: Here you go. It's a toy.\You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine. response:	I won't be.
context: You remembered where the bathroom was, so it's your reward.\Like it?\I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be. response:	Ah, and you handed in your career search paper all on your own, didn't you?
context: Like it?\I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you? response:	You left the parent/guardian signature line blank...
context: I'm glad.\Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank... response:	My career is my own problem, isn't it?
context: Motoharu.\Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it? response:	It's your family's problem.
context: Are you back? The bath's all heated up, so go take one.\Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem. response:	Talk to your father about it.
context: Don't bring that dog you brought home with you into the bath.\I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it. response:	After all... the ones who pay are your parents, huh...?
context: I'll be fine.\I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...? response:	It'd be nice... if you could hurry and see Nana-chan again soon.
context: I won't be.\Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon. response:	Umm... something like this.
context: Ah, and you handed in your career search paper all on your own, didn't you?\You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this. response:	What the heck is that?
context: You left the parent/guardian signature line blank...\My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that? response:	You big moron!
context: My career is my own problem, isn't it?\It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that?\You big moron! response:	This is just hilariously bad.
context: It's your family's problem.\Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that?\You big moron!\This is just hilariously bad. response:	You sure said it!
context: Talk to your father about it.\After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that?\You big moron!\This is just hilariously bad.\You sure said it! response:	Me? I didn't say anything like that!
context: After all... the ones who pay are your parents, huh...?\It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that?\You big moron!\This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that! response:	Something like that's not in Disneyland!
context: It'd be nice... if you could hurry and see Nana-chan again soon.\Umm... something like this.\What the heck is that?\You big moron!\This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland! response:	Isn't it about time to go?
context: Umm... something like this.\What the heck is that?\You big moron!\This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go? response:	Where are you guys going?
