context: Wait. response:	Be a good apple and stay where you are.
context: Usui helped my mother by chance, made his way into the house,\and I was grabbing his hands as I was dragging him out of there.\Oh, so that was all.\Bummer. We were talking about it all last night.\Yes, what a letdown.\Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about. response:	But I think you're such a good match.
context: and I was grabbing his hands as I was dragging him out of there.\Oh, so that was all.\Bummer. We were talking about it all last night.\Yes, what a letdown.\Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match. response:	There's always the chance of them developing into a couple.
context: Oh, so that was all.\Bummer. We were talking about it all last night.\Yes, what a letdown.\Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple. response:	Of course!
context: Bummer. We were talking about it all last night.\Yes, what a letdown.\Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course! response:	Still, don't you think Usui-kun's a little mysterious?
context: Yes, what a letdown.\Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious? response:	He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.
context: Then you don't go to Usui-kun's house at all?\Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family. response:	I can't imagine that at all.
context: Never. I don't even know his address.\It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all. response:	After school, he goes to a high class sports club for a swim,
context: It's nothing I care about.\But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim, response:	then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.
context: But I think you're such a good match.\There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal. response:	Sakura-san, right in the middle of your lunch box, I see something like a cake.
context: There's always the chance of them developing into a couple.\Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake. response:	Yup. Sweets after lunch is a must.
context: Of course!\Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must. response:	Usui is always at Maid Latte after school.
context: Still, don't you think Usui-kun's a little mysterious?\He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school. response:	I can never tell them that.
context: He comes to this not-at-all-special, completely ordinary Seika, but maybe he's actually a son of a really rich family.\I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that. response:	Hey, how about we pay a visit to Usui-kun's place?
context: I can't imagine that at all.\After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place? response:	Why?
context: After school, he goes to a high class sports club for a swim,\then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why? response:	This discussion about Usui-kun's life made me really curious.
context: then goes to a high class tailor to get a new suit, then goes to a high class restaurant for a full course meal.\Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious. response:	You're curious too, right, Misaki?
context: Sakura-san, right in the middle of your lunch box, I see something like a cake.\Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki? response:	No, not at all.
context: Yup. Sweets after lunch is a must.\Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all. response:	Anyways, we first need to get a hold of Usui-kun's address.
context: Usui is always at Maid Latte after school.\I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address. response:	But due to protection of personal information, rosters aren't distributed these days.
context: I can never tell them that.\Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days. response:	I think the only way for us is to hack into the school's server and find it out from the roster there.
context: Hey, how about we pay a visit to Usui-kun's place?\Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there. response:	Shizuko, you're good with computers, right?
context: Why?\This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right? response:	That's a crime, just so you know.
context: This discussion about Usui-kun's life made me really curious.\You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know. response:	Oh, darn.
context: You're curious too, right, Misaki?\No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn. response:	Then maybe we should ask him directly.
context: No, not at all.\Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly. response:	Can you ask him, Misaki?
context: Anyways, we first need to get a hold of Usui-kun's address.\But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki? response:	I said I'm not interested in it.
context: But due to protection of personal information, rosters aren't distributed these days.\I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it. response:	Now that I think about it,
context: I think the only way for us is to hack into the school's server and find it out from the roster there.\Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it, response:	What does Usui's family look like?
context: Shizuko, you're good with computers, right?\That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like? response:	I'm Usui's mother.
context: That's a crime, just so you know.\Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like?\I'm Usui's mother. response:	I'm Usui's father.
context: Oh, darn.\Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father. response:	I'm Usui's younger sister.
context: Then maybe we should ask him directly.\Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister. response:	I'm Usui's younger brother.
context: Can you ask him, Misaki?\I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother. response:	Thank you for being kind to Takumi.
context: I said I'm not interested in it.\Now that I think about it,\What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi. response:	No, get out of here!
context: Now that I think about it,\What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here! response:	What is this? I can't get any kind of image out.
context: What does Usui's family look like?\I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out. response:	Is it because he's an alien?
context: I'm Usui's mother.\I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien? response:	Why am I even thinking about this?
context: I'm Usui's father.\I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this? response:	It's all because of Sakura.
context: I'm Usui's younger sister.\I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura. response:	Oh, there goes my phone.
context: I'm Usui's younger brother.\Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone. response:	Speak of the devil, it's Sakura.
context: Thank you for being kind to Takumi.\No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura. response:	Yes, Ayuzawa speaking.
context: No, get out of here!\What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking. response:	Sakura?
context: What is this? I can't get any kind of image out.\Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura? response:	Misaki. Can you make it to where I'm at right now?
context: Is it because he's an alien?\Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now? response:	What's wrong?
context: Why am I even thinking about this?\It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong? response:	Shizuko and I are tailing Usui-kun.
context: It's all because of Sakura.\Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun. response:	Tailing?!
context: Oh, there goes my phone.\Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?! response:	Are you serious?
context: Speak of the devil, it's Sakura.\Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious? response:	Usui-kun just entered a cafe at a city next to ours.
context: Yes, Ayuzawa speaking.\Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours. response:	Cafe at a city next to ours?
context: Sakura?\Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours? response:	This is also a neighboring city...
context: Misaki. Can you make it to where I'm at right now?\What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city... response:	The name of the cafe is...
context: What's wrong?\Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is... response:	It's Maid Latte.
context: Shizuko and I are tailing Usui-kun.\Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is...\It's Maid Latte. response:	Maid Latte. Did you hear? It's Maid Latte.
context: Tailing?!\Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte. response:	Have you heard of this place before, Misaki?
context: Are you serious?\Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki? response:	Hello? Misaki?
context: Usui-kun just entered a cafe at a city next to ours.\Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki? response:	Are you listening to me?
context: Cafe at a city next to ours?\This is also a neighboring city...\The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me? response:	Hello? Misaki?
context: This is also a neighboring city...\The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me?\Hello? Misaki? response:	Where are you right now?
context: The name of the cafe is...\It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me?\Hello? Misaki?\Where are you right now? response:	Great, he is here.
context: It's Maid Latte.\Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me?\Hello? Misaki?\Where are you right now?\Great, he is here. response:	And that Moron Trio as well.
context: Maid Latte. Did you hear? It's Maid Latte.\Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me?\Hello? Misaki?\Where are you right now?\Great, he is here.\And that Moron Trio as well. response:	What should I do... I haven't told those two that I work here...
context: Have you heard of this place before, Misaki?\Hello? Misaki?\Are you listening to me?\Hello? Misaki?\Where are you right now?\Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here... response:	If they find out that Usui and the Moron Trio are regulars here...
context: Hello? Misaki?\Are you listening to me?\Hello? Misaki?\Where are you right now?\Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here... response:	God, I would hate to explain the whole story behind it.
context: Are you listening to me?\Hello? Misaki?\Where are you right now?\Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it. response:	Misa-chan?
context: Hello? Misaki?\Where are you right now?\Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan? response:	Chief!
context: Where are you right now?\Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan?\Chief! response:	Oh no, you're really sweating. Are you all right?
context: Great, he is here.\And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right? response:	No, this is...
context: And that Moron Trio as well.\What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right?\No, this is... response:	It's a bad habit of yours to overwork like that.
context: What should I do... I haven't told those two that I work here...\If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that. response:	You should go home and rest up.
context: If they find out that Usui and the Moron Trio are regulars here...\God, I would hate to explain the whole story behind it.\Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up. response:	We've got enough people here, so don't worry.
context: God, I would hate to explain the whole story behind it.\Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry. response:	Okay...
context: Misa-chan?\Chief!\Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry.\Okay... response:	Yay! Yay! Yay!
context: Chief!\Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay! response:	We worked so hard for this day, didn't we?
context: Oh no, you're really sweating. Are you all right?\No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we? response:	Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.
context: No, this is...\It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us. response:	We will order the entire menu at Maid Latte.
context: It's a bad habit of yours to overwork like that.\You should go home and rest up.\We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte. response:	I wonder if Misa-chan will be happy.
context: You should go home and rest up.\We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy. response:	Will it all fit on this table?
context: We've got enough people here, so don't worry.\Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table? response:	I bet it wont.
context: Okay...\Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont. response:	Sorry for the wait.
context: Yay! Yay! Yay!\We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont.\Sorry for the wait. response:	Customer waiting on Maid Latte's entire menu?
context: We worked so hard for this day, didn't we?\Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu? response:	Here! Right here!
context: Yeah. Today, we won't be a cheap customer that orders one Moe Moe Omelet between the three of us.\We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here! response:	We'll now put all the food on the table.
context: We will order the entire menu at Maid Latte.\I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table. response:	Um, where's Misa-chan?
context: I wonder if Misa-chan will be happy.\Will it all fit on this table?\I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan? response:	I'm sorry. Misa-chan is not here today.
context: Will it all fit on this table?\I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today. response:	Not here?
context: I bet it wont.\Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here? response:	We wanted her to see our brave heart.
context: Sorry for the wait.\Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart. response:	He's not coming out.
context: Customer waiting on Maid Latte's entire menu?\Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart.\He's not coming out. response:	We need to be patient.
context: Here! Right here!\We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart.\He's not coming out.\We need to be patient. response:	What are you thinking?
context: We'll now put all the food on the table.\Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart.\He's not coming out.\We need to be patient.\What are you thinking? response:	Hey, you got here fast.
context: Um, where's Misa-chan?\I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart.\He's not coming out.\We need to be patient.\What are you thinking?\Hey, you got here fast. response:	Where did you come from, Misaki-san?
context: I'm sorry. Misa-chan is not here today.\Not here?\We wanted her to see our brave heart.\He's not coming out.\We need to be patient.\What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san? response:	Rather than that, why are you tailing him?
context: Not here?\We wanted her to see our brave heart.\He's not coming out.\We need to be patient.\What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him? response:	If we don't know his address, then I figured we can follow him home.
context: We wanted her to see our brave heart.\He's not coming out.\We need to be patient.\What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home. response:	I brought a set for you, too.
context: He's not coming out.\We need to be patient.\What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too. response:	We don't have to go this far.
context: We need to be patient.\What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far. response:	I'm not interested in Usui's private life.
context: What are you thinking?\Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life. response:	There you go again. I know you're interested in it.
context: Hey, you got here fast.\Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it. response:	I can see everything that's going on in your mind.
context: Where did you come from, Misaki-san?\Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind. response:	Usui-san's coming out.
context: Rather than that, why are you tailing him?\If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out. response:	He's coming this way.
context: If we don't know his address, then I figured we can follow him home.\I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way. response:	You can never judge a person by their appearance.
context: I brought a set for you, too.\We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance. response:	I never would have imagined Usui-san visiting a maid cafe.
context: We don't have to go this far.\I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe. response:	Maybe someone he likes works there?
context: I'm not interested in Usui's private life.\There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there? response:	I thought his favorite was you. What a shocker.
context: There you go again. I know you're interested in it.\I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker. response:	Sakura.
context: I can see everything that's going on in your mind.\Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura. response:	Hey, I'm really reluctant to do things like this. Let's stop.
context: Usui-san's coming out.\He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop. response:	We have an action!
