context: Episode 7 response:	Saturday Night
context: We can't let Ryu have a harem to himself.\Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him.\Here.\M-Me? response:	M-Me? I-Is it okay for me?
context: Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him.\Here.\M-Me?\M-Me? I-Is it okay for me? response:	Why not?
context: Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him.\Here.\M-Me?\M-Me? I-Is it okay for me?\Why not? response:	Just call him already.
context: Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him.\Here.\M-Me?\M-Me? I-Is it okay for me?\Why not?\Just call him already. response:	He's going to flip out when he finds out that a girl's calling from Ryu's phone.
context: Pass me your phone.\Sadako, you call him.\Here.\M-Me?\M-Me? I-Is it okay for me?\Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone. response:	Hit that button to call him.
context: Sadako, you call him.\Here.\M-Me?\M-Me? I-Is it okay for me?\Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him. response:	I-I'm getting nervous.
context: Here.\M-Me?\M-Me? I-Is it okay for me?\Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous. response:	Stop being so tense.
context: M-Me?\M-Me? I-Is it okay for me?\Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous.\Stop being so tense. response:	He picks it up himself.
context: M-Me? I-Is it okay for me?\Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous.\Stop being so tense.\He picks it up himself. response:	Himself?!
context: Why not?\Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous.\Stop being so tense.\He picks it up himself.\Himself?! response:	That makes me even more nervous.
context: Just call him already.\He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous.\Stop being so tense.\He picks it up himself.\Himself?!\That makes me even more nervous. response:	Tell him to come now'cause we're having a blast.
context: He's going to flip out when he finds out that a girl's calling from Ryu's phone.\Hit that button to call him.\I-I'm getting nervous.\Stop being so tense.\He picks it up himself.\Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast. response:	Tell him Ryu's getting lonely.
context: Hit that button to call him.\I-I'm getting nervous.\Stop being so tense.\He picks it up himself.\Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely. response:	But...
context: I-I'm getting nervous.\Stop being so tense.\He picks it up himself.\Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But... response:	I want him to come.
context: Stop being so tense.\He picks it up himself.\Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But...\I want him to come. response:	Phone!
context: He picks it up himself.\Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But...\I want him to come.\Phone! response:	Who is it, Shouta?
context: Himself?!\That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But...\I want him to come.\Phone!\Who is it, Shouta? response:	Who is it?
context: That makes me even more nervous.\Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But...\I want him to come.\Phone!\Who is it, Shouta?\Who is it? response:	It's Ryu.
context: Tell him to come now'cause we're having a blast.\Tell him Ryu's getting lonely.\But...\I want him to come.\Phone!\Who is it, Shouta?\Who is it?\It's Ryu. response:	Let me talk to him!
context: Tell him Ryu's getting lonely.\But...\I want him to come.\Phone!\Who is it, Shouta?\Who is it?\It's Ryu.\Let me talk to him! response:	I want to talk to Ryu!
context: But...\I want him to come.\Phone!\Who is it, Shouta?\Who is it?\It's Ryu.\Let me talk to him!\I want to talk to Ryu! response:	Hold on.
context: I want him to come.\Phone!\Who is it, Shouta?\Who is it?\It's Ryu.\Let me talk to him!\I want to talk to Ryu!\Hold on. response:	Hello, Ryu?
context: Phone!\Who is it, Shouta?\Who is it?\It's Ryu.\Let me talk to him!\I want to talk to Ryu!\Hold on.\Hello, Ryu? response:	Is this Kazehaya-kun?
context: Who is it, Shouta?\Who is it?\It's Ryu.\Let me talk to him!\I want to talk to Ryu!\Hold on.\Hello, Ryu?\Is this Kazehaya-kun? response:	It's Kuronuma.
context: Who is it?\It's Ryu.\Let me talk to him!\I want to talk to Ryu!\Hold on.\Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma. response:	Kuro
context: It's Ryu.\Let me talk to him!\I want to talk to Ryu!\Hold on.\Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma.\Kuro response:	Ryu's pho
context: Let me talk to him!\I want to talk to Ryu!\Hold on.\Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma.\Kuro\Ryu's pho response:	What are you doing?
context: I want to talk to Ryu!\Hold on.\Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma.\Kuro\Ryu's pho\What are you doing? response:	I'm at Sanada-kun's place.
context: Hold on.\Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma.\Kuro\Ryu's pho\What are you doing?\I'm at Sanada-kun's place. response:	Ryu's place?
context: Hello, Ryu?\Is this Kazehaya-kun?\It's Kuronuma.\Kuro\Ryu's pho\What are you doing?\I'm at Sanada-kun's place.\Ryu's place? response:	I had ramen with Yano-san and Yoshida-san.
context: Is this Kazehaya-kun?\It's Kuronuma.\Kuro\Ryu's pho\What are you doing?\I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san. response:	We're all here right now.
context: It's Kuronuma.\Kuro\Ryu's pho\What are you doing?\I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now. response:	W-We're having lots of fun.
context: Kuro\Ryu's pho\What are you doing?\I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun. response:	I think it'll be even more fun if you came.
context: Ryu's pho\What are you doing?\I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came. response:	I'll bike down there really fast.
context: What are you doing?\I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast. response:	H-He's coming.
context: I'm at Sanada-kun's place.\Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming. response:	I never knew you were having so much fun.
context: Ryu's place?\I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun. response:	That's me.
context: I had ramen with Yano-san and Yoshida-san.\We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun.\That's me. response:	You three were in the same class in middle school too, huh?
context: We're all here right now.\W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh? response:	For grades eight and nine, yeah.
context: W-We're having lots of fun.\I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah. response:	Where's Ryu and Kazehaya?
context: I think it'll be even more fun if you came.\I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya? response:	H-He hasn't changed a bit.
context: I'll bike down there really fast.\H-He's coming.\I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit. response:	He's been like this for as long as I remember.
context: H-He's coming.\I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember. response:	I'm still growing though.
context: I never knew you were having so much fun.\That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though. response:	It's Kazehaya-kun in middle school.
context: That's me.\You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school. response:	So this is The People's Kazehaya.”
context: You three were in the same class in middle school too, huh?\For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.” response:	He's sort of younger.
context: For grades eight and nine, yeah.\Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger. response:	His hair.
context: Where's Ryu and Kazehaya?\H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger.\His hair. response:	Yeah, he was in the baseball club.
context: H-He hasn't changed a bit.\He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger.\His hair.\Yeah, he was in the baseball club. response:	This is after his hair started growing back a bit.
context: He's been like this for as long as I remember.\I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger.\His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit. response:	But Ryu's bald, baseball club or not.
context: I'm still growing though.\It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger.\His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not. response:	It's easy.
context: It's Kazehaya-kun in middle school.\So this is The People's Kazehaya.”\He's sort of younger.\His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy. response:	That's Ryu for you.
context: So this is The People's Kazehaya.”\He's sort of younger.\His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you. response:	Shouta's good at baseball.
context: He's sort of younger.\His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you.\Shouta's good at baseball. response:	Pin was pissed that he didn't join the baseball team in high school.
context: His hair.\Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school. response:	It's the Kazehaya-kun I don't know.
context: Yeah, he was in the baseball club.\This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know. response:	I wonder what kind of student he was.
context: This is after his hair started growing back a bit.\But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was. response:	I wonder if he studied hard and practiced a lot.
context: But Ryu's bald, baseball club or not.\It's easy.\That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot. response:	I wish I could see him.
context: It's easy.\That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him. response:	Oh, you can.
context: That's Ryu for you.\Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can. response:	Sports day is coming up.
context: Shouta's good at baseball.\Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can.\Sports day is coming up. response:	I think Kazehaya's going to be on the softball team.
context: Pin was pissed that he didn't join the baseball team in high school.\It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team. response:	Oh yeah.
context: It's the Kazehaya-kun I don't know.\I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah. response:	I get to see Kazehaya-kun as he'll be from now on.
context: I wonder what kind of student he was.\I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on. response:	I get to be in photos with everyone, and much more.
context: I wonder if he studied hard and practiced a lot.\I wish I could see him.\Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more. response:	A lot of things are coming upsports day, school trips...
context: I wish I could see him.\Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips... response:	I can't wait.
context: Oh, you can.\Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait. response:	I really can't wait.
context: Sports day is coming up.\I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait. response:	It'll be fun.
context: I think Kazehaya's going to be on the softball team.\Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait.\It'll be fun. response:	We'll eat so much good food.
context: Oh yeah.\I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait.\It'll be fun.\We'll eat so much good food. response:	I'll get to talk about how much fun we're having with everyone.
context: I get to see Kazehaya-kun as he'll be from now on.\I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait.\It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone. response:	Who's she?
context: I get to be in photos with everyone, and much more.\A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait.\It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she? response:	You know Kurumi?
context: A lot of things are coming upsports day, school trips...\I can't wait.\I really can't wait.\It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi? response:	She picked up my papers once.
context: I can't wait.\I really can't wait.\It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi?\She picked up my papers once. response:	Why are you looking like that?
context: I really can't wait.\It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi?\She picked up my papers once.\Why are you looking like that? response:	Nothing.
context: It'll be fun.\We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi?\She picked up my papers once.\Why are you looking like that?\Nothing. response:	I bet she's popular with the guys.
context: We'll eat so much good food.\I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi?\She picked up my papers once.\Why are you looking like that?\Nothing.\I bet she's popular with the guys. response:	She is.
context: I'll get to talk about how much fun we're having with everyone.\Who's she?\You know Kurumi?\She picked up my papers once.\Why are you looking like that?\Nothing.\I bet she's popular with the guys.\She is. response:	What do you think of her, Ryu?
context: Who's she?\You know Kurumi?\She picked up my papers once.\Why are you looking like that?\Nothing.\I bet she's popular with the guys.\She is.\What do you think of her, Ryu? response:	Not my type.
context: You know Kurumi?\She picked up my papers once.\Why are you looking like that?\Nothing.\I bet she's popular with the guys.\She is.\What do you think of her, Ryu?\Not my type. response:	You have a type?
context: She picked up my papers once.\Why are you looking like that?\Nothing.\I bet she's popular with the guys.\She is.\What do you think of her, Ryu?\Not my type.\You have a type? response:	What about her then?
context: Why are you looking like that?\Nothing.\I bet she's popular with the guys.\She is.\What do you think of her, Ryu?\Not my type.\You have a type?\What about her then? response:	Not bad.
context: Nothing.\I bet she's popular with the guys.\She is.\What do you think of her, Ryu?\Not my type.\You have a type?\What about her then?\Not bad. response:	I like you too.
context: I bet she's popular with the guys.\She is.\What do you think of her, Ryu?\Not my type.\You have a type?\What about her then?\Not bad.\I like you too. response:	What about us?
context: She is.\What do you think of her, Ryu?\Not my type.\You have a type?\What about her then?\Not bad.\I like you too.\What about us? response:	I love you.
context: What do you think of her, Ryu?\Not my type.\You have a type?\What about her then?\Not bad.\I like you too.\What about us?\I love you. response:	Oh, like that.
context: Not my type.\You have a type?\What about her then?\Not bad.\I like you too.\What about us?\I love you.\Oh, like that. response:	You freaked me out for a second.
context: You have a type?\What about her then?\Not bad.\I like you too.\What about us?\I love you.\Oh, like that.\You freaked me out for a second. response:	What about Kazehaya then?
context: What about her then?\Not bad.\I like you too.\What about us?\I love you.\Oh, like that.\You freaked me out for a second.\What about Kazehaya then? response:	I love him.
context: Not bad.\I like you too.\What about us?\I love you.\Oh, like that.\You freaked me out for a second.\What about Kazehaya then?\I love him. response:	What do you think?
context: I like you too.\What about us?\I love you.\Oh, like that.\You freaked me out for a second.\What about Kazehaya then?\I love him.\What do you think? response:	Do you think it's the same love” as for us?
context: What about us?\I love you.\Oh, like that.\You freaked me out for a second.\What about Kazehaya then?\I love him.\What do you think?\Do you think it's the same love” as for us? response:	Who knows?
context: I love you.\Oh, like that.\You freaked me out for a second.\What about Kazehaya then?\I love him.\What do you think?\Do you think it's the same love” as for us?\Who knows? response:	Do you think she knows herself?
context: Oh, like that.\You freaked me out for a second.\What about Kazehaya then?\I love him.\What do you think?\Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself? response:	I don't think so.
context: You freaked me out for a second.\What about Kazehaya then?\I love him.\What do you think?\Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself?\I don't think so. response:	Sadako, hey
context: What about Kazehaya then?\I love him.\What do you think?\Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself?\I don't think so.\Sadako, hey response:	Oh come on, let her be.
context: I love him.\What do you think?\Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself?\I don't think so.\Sadako, hey\Oh come on, let her be. response:	One has to climb the ladder to adulthood themselves, one step at a time.
context: What do you think?\Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself?\I don't think so.\Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time. response:	Why does it sound so wrong when you say it?
context: Do you think it's the same love” as for us?\Who knows?\Do you think she knows herself?\I don't think so.\Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it? response:	Pops, miso ramen, extra large!
context: Who knows?\Do you think she knows herself?\I don't think so.\Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large! response:	Coming right up, Pin-chan!
context: Do you think she knows herself?\I don't think so.\Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan! response:	That was close.
context: I don't think so.\Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close. response:	That was about to get complicated.
context: Sadako, hey\Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close.\That was about to get complicated. response:	Coming in.
context: Oh come on, let her be.\One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close.\That was about to get complicated.\Coming in. response:	Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?
context: One has to climb the ladder to adulthood themselves, one step at a time.\Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close.\That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club? response:	That guy's hair grows really fast.
context: Why does it sound so wrong when you say it?\Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close.\That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast. response:	Korean/Japanese wisdom: A pervert's hair grows faster.
context: Pops, miso ramen, extra large!\Coming right up, Pin-chan!\That was close.\That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster. response:	He's probably a pervert, I swear.
context: Coming right up, Pin-chan!\That was close.\That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear. response:	Total closet pervert.
context: That was close.\That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert. response:	I'm not a pervert, nor a closet pervert either!
context: That was about to get complicated.\Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either! response:	You scared me.
context: Coming in.\Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me. response:	That was a total open pervert comment.
context: Isn't, like, Kazehaya's hair longer than everyone else in the baseball club?\That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment. response:	I'm normal, dammit.
context: That guy's hair grows really fast.\Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment.\I'm normal, dammit. response:	Normal!
context: Korean/Japanese wisdom: A pervert's hair grows faster.\He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment.\I'm normal, dammit.\Normal! response:	That's so half-assed.
context: He's probably a pervert, I swear.\Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment.\I'm normal, dammit.\Normal!\That's so half-assed. response:	You should have said you're a mega pervert.
context: Total closet pervert.\I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment.\I'm normal, dammit.\Normal!\That's so half-assed.\You should have said you're a mega pervert. response:	I'm normal.
context: I'm not a pervert, nor a closet pervert either!\You scared me.\That was a total open pervert comment.\I'm normal, dammit.\Normal!\That's so half-assed.\You should have said you're a mega pervert.\I'm normal. response:	He's a boy after all.
context: You scared me.\That was a total open pervert comment.\I'm normal, dammit.\Normal!\That's so half-assed.\You should have said you're a mega pervert.\I'm normal.\He's a boy after all. response:	Sadako's laughing, Kazehaya.
context: That was a total open pervert comment.\I'm normal, dammit.\Normal!\That's so half-assed.\You should have said you're a mega pervert.\I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya. response:	No laughing, Kuronuma!
context: I'm normal, dammit.\Normal!\That's so half-assed.\You should have said you're a mega pervert.\I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma! response:	I wasn't making fun of your
context: Normal!\That's so half-assed.\You should have said you're a mega pervert.\I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your response:	I'm kidding.
context: That's so half-assed.\You should have said you're a mega pervert.\I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding. response:	Just laugh.
context: You should have said you're a mega pervert.\I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding.\Just laugh. response:	My heart's racing more than usual.
context: I'm normal.\He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding.\Just laugh.\My heart's racing more than usual. response:	Maybe it's because I'm closer to him than when we're in class.
context: He's a boy after all.\Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding.\Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class. response:	Sadako, I mean Sawako,
context: Sadako's laughing, Kazehaya.\No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding.\Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako, response:	Come sit here, next to Chizu.
context: No laughing, Kuronuma!\I wasn't making fun of your\I'm kidding.\Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu. response:	What's going on?
context: I wasn't making fun of your\I'm kidding.\Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on? response:	Here, come on.
context: I'm kidding.\Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on?\Here, come on. response:	This is so fun.
context: Just laugh.\My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on?\Here, come on.\This is so fun. response:	You're so soft, Sawako.
context: My heart's racing more than usual.\Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on?\Here, come on.\This is so fun.\You're so soft, Sawako. response:	You're, like, a girl.
context: Maybe it's because I'm closer to him than when we're in class.\Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on?\Here, come on.\This is so fun.\You're so soft, Sawako.\You're, like, a girl. response:	I knew it!
context: Sadako, I mean Sawako,\Come sit here, next to Chizu.\What's going on?\Here, come on.\This is so fun.\You're so soft, Sawako.\You're, like, a girl.\I knew it! response:	Our prince is in trouble!
