context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: Get down!\Damn germs!\So this is the inside of a human body, huh?\Just like the rumors, it's an ideal place for us to spawn!\Not bad, wouldn't you say?\STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores. response:	It's highly toxic, and if it invades the body through an abrasion,
context: Damn germs!\So this is the inside of a human body, huh?\Just like the rumors, it's an ideal place for us to spawn!\Not bad, wouldn't you say?\STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion, response:	it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.
context: So this is the inside of a human body, huh?\Just like the rumors, it's an ideal place for us to spawn!\Not bad, wouldn't you say?\STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like. response:	They didn't waste any time, did they?
context: Just like the rumors, it's an ideal place for us to spawn!\Not bad, wouldn't you say?\STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they? response:	Now wipe them out!
context: Not bad, wouldn't you say?\STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out! response:	Roger!
context: STAPHYLOCOCCUS AUREUS: An antigen residing in the skin and pores. It's highly toxic, and if it invades the body through an abrasion, it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out!\Roger! response:	You guys, make a run for it!
context: Staphylococcus aureus.\An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out!\Roger!\You guys, make a run for it! response:	R-Right!
context: An antigen residing in the skin and pores.\It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out!\Roger!\You guys, make a run for it!\R-Right! response:	White Blood Cell!
context: It's highly toxic, and if it invades the body through an abrasion,\it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out!\Roger!\You guys, make a run for it!\R-Right!\White Blood Cell! response:	You need to move over here to fight! Or else you're going to get sucked in, too!
context: it can cause skin infections, food poisoning, pneumonia, meningitis, sepsis and the like.\They didn't waste any time, did they?\Now wipe them out!\Roger!\You guys, make a run for it!\R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too! response:	Don't worry about me!
context: They didn't waste any time, did they?\Now wipe them out!\Roger!\You guys, make a run for it!\R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me! response:	Just get out of here!
context: Now wipe them out!\Roger!\You guys, make a run for it!\R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here! response:	Damn him! How dare he...
context: Roger!\You guys, make a run for it!\R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here!\Damn him! How dare he... response:	Let's drag this bastard out!
context: You guys, make a run for it!\R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here!\Damn him! How dare he...\Let's drag this bastard out! response:	Hurry!
context: R-Right!\White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here!\Damn him! How dare he...\Let's drag this bastard out!\Hurry! response:	Come on, let's go!
context: White Blood Cell!\You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here!\Damn him! How dare he...\Let's drag this bastard out!\Hurry!\Come on, let's go! response:	BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED
context: You need to move over here to fight! Or else you're going to get sucked in, too!\Don't worry about me!\Just get out of here!\Damn him! How dare he...\Let's drag this bastard out!\Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED response:	What the... The blood vessel's constricting?
context: Don't worry about me!\Just get out of here!\Damn him! How dare he...\Let's drag this bastard out!\Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting? response:	Seems like something happened over there!
context: Just get out of here!\Damn him! How dare he...\Let's drag this bastard out!\Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there! response:	VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.
context: Damn him! How dare he...\Let's drag this bastard out!\Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting. response:	Vasoconstriction.
context: Let's drag this bastard out!\Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction. response:	When a blood vessel is injured,
context: Hurry!\Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured, response:	BRACHIAL ARTERY
context: Come on, let's go!\BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY response:	ASCENDING AORTA
context: BLOOD VESSEL UNDER CONSTRICTION ROAD BLOCKED\What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA response:	ULNAR ARTERY
context: What the... The blood vessel's constricting?\Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY response:	CAPILLARY
context: Seems like something happened over there!\VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY\CAPILLARY response:	it attempts to slow down the bleeding by constricting.
context: VASOCONSTRICTION: When a blood vessel is injured, it attempts to slow down the bleeding by constricting.\Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting. response:	This is terrible!
context: Vasoconstriction.\When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible! response:	A gigantic scrape was just created down there,
context: When a blood vessel is injured,\BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there, response:	and now the wound's teeming with bacteria!
context: BRACHIAL ARTERY\ASCENDING AORTA\ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria! response:	What?
context: ASCENDING AORTA\ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What? response:	Run!
context: ULNAR ARTERY\CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What?\Run! response:	Did she say bacteria?
context: CAPILLARY\it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What?\Run!\Did she say bacteria? response:	Hurry up!
context: it attempts to slow down the bleeding by constricting.\This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What?\Run!\Did she say bacteria?\Hurry up! response:	Are you okay?
context: This is terrible!\A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What?\Run!\Did she say bacteria?\Hurry up!\Are you okay? response:	S-Sorry!
context: A gigantic scrape was just created down there,\and now the wound's teeming with bacteria!\What?\Run!\Did she say bacteria?\Hurry up!\Are you okay?\S-Sorry! response:	Hurry!
context: and now the wound's teeming with bacteria!\What?\Run!\Did she say bacteria?\Hurry up!\Are you okay?\S-Sorry!\Hurry! response:	Right!
context: What?\Run!\Did she say bacteria?\Hurry up!\Are you okay?\S-Sorry!\Hurry!\Right! response:	You guys need to get out of here now, too!
context: Run!\Did she say bacteria?\Hurry up!\Are you okay?\S-Sorry!\Hurry!\Right!\You guys need to get out of here now, too! response:	We just hijacked this world!
context: Did she say bacteria?\Hurry up!\Are you okay?\S-Sorry!\Hurry!\Right!\You guys need to get out of here now, too!\We just hijacked this world! response:	STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.
context: Hurry up!\Are you okay?\S-Sorry!\Hurry!\Right!\You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments. response:	Streptococcus pyogenes.
context: Are you okay?\S-Sorry!\Hurry!\Right!\You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes. response:	Resides in the throat, digestive organs, skin and the like.
context: S-Sorry!\Hurry!\Right!\You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like. response:	Though it's quite a common persistent bacteria,
context: Hurry!\Right!\You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria, response:	it can often lead to a variety of ailments.
context: Right!\You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments. response:	All you Red Blood Cells delivering nutrients, line up over there!
context: You guys need to get out of here now, too!\We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there! response:	PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.
context: We just hijacked this world!\STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections. response:	Pseudomonas.
context: STREPTOCOCCUS PYOGENES: Resides in the throat, digestive organs, skin and the like. Though it's quite a common persistent bacteria, it can often lead to a variety of ailments.\Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas. response:	One of the most common types of persistent bacteria existing in natural environments.
context: Streptococcus pyogenes.\Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments. response:	Can cause pseudomonas infections.
context: Resides in the throat, digestive organs, skin and the like.\Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections. response:	If you're not delivering, I'll kill you!
context: Though it's quite a common persistent bacteria,\it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you! response:	Run!
context: it can often lead to a variety of ailments.\All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run! response:	Oh no! There's a valve!
context: All you Red Blood Cells delivering nutrients, line up over there!\PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve! response:	Open up! Somebody!
context: PSEUDOMONAS: One of the most common types of persistent bacteria existing in natural environments. Can cause pseudomonas infections.\Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve!\Open up! Somebody! response:	VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.
context: Pseudomonas.\One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels. response:	The venous valve.
context: One of the most common types of persistent bacteria existing in natural environments.\Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve. response:	Prevents blood from backing up.
context: Can cause pseudomonas infections.\If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up. response:	Keeps the blood flowing one-way through the vessels.
context: If you're not delivering, I'll kill you!\Run!\Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels. response:	H-H-H-H-Help us!
context: Run!\Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us! response:	Die!
context: Oh no! There's a valve!\Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die! response:	We're all gonna die!
context: Open up! Somebody!\VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die!\We're all gonna die! response:	Didn't I tell you?
context: VENOUS VALVE: Prevents blood from backing up. Keeps the blood flowing one-way through the vessels.\The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die!\We're all gonna die!\Didn't I tell you? response:	Anyone who's not delivering nutrients...
context: The venous valve.\Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die!\We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients... response:	will die!
context: Prevents blood from backing up.\Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die!\We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients...\will die! response:	I-It's the White Blood Cells!
context: Keeps the blood flowing one-way through the vessels.\H-H-H-H-Help us!\Die!\We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells! response:	Where the hell are the germs?
context: H-H-H-H-Help us!\Die!\We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells!\Where the hell are the germs? response:	They're so dead!
context: Die!\We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead! response:	Hey, where's the thing called abrasion?
context: We're all gonna die!\Didn't I tell you?\Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion? response:	I-It's that way!
context: Didn't I tell you?\Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion?\I-It's that way! response:	Is that right? Thanks!
context: Anyone who's not delivering nutrients...\will die!\I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks! response:	See ya!
context: will die!\I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks!\See ya! response:	So the White Blood Cells came!
context: I-It's the White Blood Cells!\Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks!\See ya!\So the White Blood Cells came! response:	Does this mean we're safe now?
context: Where the hell are the germs?\They're so dead!\Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks!\See ya!\So the White Blood Cells came!\Does this mean we're safe now? response:	Nah, I wouldn't say we're out of the woods just yet!
context: They're so dead!\Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks!\See ya!\So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet! response:	Remember how many of them came swarming in?
context: Hey, where's the thing called abrasion?\I-It's that way!\Is that right? Thanks!\See ya!\So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in? response:	Oh well, guess they've got their work cut out for them.
context: I-It's that way!\Is that right? Thanks!\See ya!\So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them. response:	But really, those White Blood Cells are all a bunch of freaks, don't you think?
context: Is that right? Thanks!\See ya!\So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think? response:	Go! Go!
context: See ya!\So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go! response:	Kill'em! Kill'em!
context: So the White Blood Cells came!\Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em! response:	Take that!
context: Does this mean we're safe now?\Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em!\Take that! response:	Immobilize them!
context: Nah, I wouldn't say we're out of the woods just yet!\Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em!\Take that!\Immobilize them! response:	Roger that!
context: Remember how many of them came swarming in?\Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em!\Take that!\Immobilize them!\Roger that! response:	All right, now this White Blood Cell's toast!
context: Oh well, guess they've got their work cut out for them.\But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em!\Take that!\Immobilize them!\Roger that!\All right, now this White Blood Cell's toast! response:	You guys go after the other White Blood Cells!
context: But really, those White Blood Cells are all a bunch of freaks, don't you think?\Go! Go!\Kill'em! Kill'em!\Take that!\Immobilize them!\Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells! response:	- Roger! - Roger!
context: Go! Go!\Kill'em! Kill'em!\Take that!\Immobilize them!\Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger! response:	Now that you're surrounded by blade-like thorns, you can't move!
context: Kill'em! Kill'em!\Take that!\Immobilize them!\Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move! response:	Die!
context: Take that!\Immobilize them!\Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die! response:	No way!
context: Immobilize them!\Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way! response:	That's odd.
context: Roger that!\All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way!\That's odd. response:	They could've escaped by heading even deeper into this body
context: All right, now this White Blood Cell's toast!\You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way!\That's odd.\They could've escaped by heading even deeper into this body response:	instead of fighting me here.
context: You guys go after the other White Blood Cells!\- Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way!\That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here. response:	No. 1146, do you read me?
context: - Roger! - Roger!\Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way!\That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me? response:	Yeah. What's up?
context: Now that you're surrounded by blade-like thorns, you can't move!\Die!\No way!\That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up? response:	No. 2048 is in a dire situation near you!
context: Die!\No way!\That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you! response:	Head over there right away!
context: No way!\That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away! response:	We'll join you once we take care of these germs!
context: That's odd.\They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs! response:	Something's off!
context: They could've escaped by heading even deeper into this body\instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs!\Something's off! response:	The germs will be making a desperate charge this way!
context: instead of fighting me here.\No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way! response:	You watch your back, too!
context: No. 1146, do you read me?\Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way!\You watch your back, too! response:	Roger that!
context: Yeah. What's up?\No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way!\You watch your back, too!\Roger that! response:	Dammit! Ouch, ouch!
context: No. 2048 is in a dire situation near you!\Head over there right away!\We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way!\You watch your back, too!\Roger that!\Dammit! Ouch, ouch! response:	What the hell are they planning to do?
context: Head over there right away!\We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way!\You watch your back, too!\Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do? response:	Cells at Work!
context: We'll join you once we take care of these germs!\Something's off!\The germs will be making a desperate charge this way!\You watch your back, too!\Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work! response:	Cells at Work!
context: Something's off!\The germs will be making a desperate charge this way!\You watch your back, too!\Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work!\Cells at Work! response:	Stay away!
context: The germs will be making a desperate charge this way!\You watch your back, too!\Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work!\Cells at Work!\Stay away! response:	There's no end to them!
context: You watch your back, too!\Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work!\Cells at Work!\Stay away!\There's no end to them! response:	Get out of here now!
context: Roger that!\Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work!\Cells at Work!\Stay away!\There's no end to them!\Get out of here now! response:	My bad! You saved me!
context: Dammit! Ouch, ouch!\What the hell are they planning to do?\Cells at Work!\Cells at Work!\Stay away!\There's no end to them!\Get out of here now!\My bad! You saved me! response:	No, it's all good. More importantly...
