context: Ko-Koizumi. response:	Nothing...
context: I'm tired of seeing him already.\Don't call me that. I'm Nakano-sensei.\You got that right!\Since it's a pain, let's get some of this out of the way.\The class reps will be Otani and Koizumi.\Hey!\Is there a problem?\There are lots of problems! response:	Oh, sorry, sorry.
context: Don't call me that. I'm Nakano-sensei.\You got that right!\Since it's a pain, let's get some of this out of the way.\The class reps will be Otani and Koizumi.\Hey!\Is there a problem?\There are lots of problems!\Oh, sorry, sorry. response:	Before that, there's something important I forgot.
context: You got that right!\Since it's a pain, let's get some of this out of the way.\The class reps will be Otani and Koizumi.\Hey!\Is there a problem?\There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot. response:	Is there? Is this decided already?
context: Since it's a pain, let's get some of this out of the way.\The class reps will be Otani and Koizumi.\Hey!\Is there a problem?\There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already? response:	We have a new teacher who will be our assistant homeroom teacher.
context: The class reps will be Otani and Koizumi.\Hey!\Is there a problem?\There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher. response:	Let me introduce him.
context: Hey!\Is there a problem?\There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him. response:	Maitake-sensei.
context: Is there a problem?\There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei. response:	That was cruel, Sensei.
context: There are lots of problems!\Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei.\That was cruel, Sensei. response:	Here I thought you'd forgotten me.
context: Oh, sorry, sorry.\Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me. response:	Sorry, sorry.
context: Before that, there's something important I forgot.\Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry. response:	Cain-sama!
context: Is there? Is this decided already?\We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama! response:	Calm down, Koizumi.
context: We have a new teacher who will be our assistant homeroom teacher.\Let me introduce him.\Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama!\Calm down, Koizumi. response:	That person doesn't actually exist.
context: Let me introduce him.\Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist. response:	Ah. You're that girl from before.
context: Maitake-sensei.\That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before. response:	Yes! So you're a teacher?
context: That was cruel, Sensei.\Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher? response:	Is his name really Cain?
context: Here I thought you'd forgotten me.\Sorry, sorry.\Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain? response:	No, no. He just looks like a character from a game.
context: Sorry, sorry.\Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game. response:	Nice to meet you. I'm your new assistant homeroom and English teacher.
context: Cain-sama!\Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher. response:	My name is Maitake Kunimi.
context: Calm down, Koizumi.\That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi. response:	Please just call me Maity.
context: That person doesn't actually exist.\Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity. response:	I just moved here from Tokyo, so I'm not familiar with Osaka at all.
context: Ah. You're that girl from before.\Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all. response:	If it's not too much trouble, please show me around.
context: Yes! So you're a teacher?\Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around. response:	Sure!
context: Is his name really Cain?\No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure! response:	Is it all right if we decide class reps now?
context: No, no. He just looks like a character from a game.\Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now? response:	Sure.
context: Nice to meet you. I'm your new assistant homeroom and English teacher.\My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now?\Sure. response:	Yes! I volunteer!
context: My name is Maitake Kunimi.\Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now?\Sure.\Yes! I volunteer! response:	Really? Then the other one will be...
context: Please just call me Maity.\I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now?\Sure.\Yes! I volunteer!\Really? Then the other one will be... response:	This shorty here says he volunteers too.
context: I just moved here from Tokyo, so I'm not familiar with Osaka at all.\If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now?\Sure.\Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too. response:	All right. Is that okay with everyone?
context: If it's not too much trouble, please show me around.\Sure!\Is it all right if we decide class reps now?\Sure.\Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone? response:	Yes.
context: Sure!\Is it all right if we decide class reps now?\Sure.\Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes. response:	We call those two All Hanshin-Kyojin.
context: Is it all right if we decide class reps now?\Sure.\Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin. response:	They're celebrities around here.
context: Sure.\Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here. response:	Sensei!
context: Yes! I volunteer!\Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei! response:	What a cute nickname.
context: Really? Then the other one will be...\This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei!\What a cute nickname. response:	He's so nice... Maity...
context: This shorty here says he volunteers too.\All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei!\What a cute nickname.\He's so nice... Maity... response:	Don't tell me you're giving up on Otani-kun, and going after Maity?
context: All right. Is that okay with everyone?\Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei!\What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity? response:	No way.
context: Yes.\We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei!\What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way. response:	Maity is like Cain-sama...
context: We call those two All Hanshin-Kyojin.\They're celebrities around here.\Sensei!\What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama... response:	An oasis for my withered heart in this harsh reality.
context: They're celebrities around here.\Sensei!\What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality. response:	It'd be simpler if I did like him, though.
context: Sensei!\What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though. response:	I'd stop you! A gross man like that...
context: What a cute nickname.\He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that... response:	If it was a game, I could reset after failing.
context: He's so nice... Maity...\Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing. response:	Even if you say that casually,
context: Don't tell me you're giving up on Otani-kun, and going after Maity?\No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually, response:	And that face isn't cute at all.
context: No way.\Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all. response:	How long is Otani going to string me along?
context: Maity is like Cain-sama...\An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along? response:	Even now, I can't see a single ray of hope.
context: An oasis for my withered heart in this harsh reality.\It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope. response:	How long will that idiot waste my precious youth away?
context: It'd be simpler if I did like him, though.\I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away? response:	Why do I have to be a class rep too?
context: I'd stop you! A gross man like that...\If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too? response:	Why not?
context: If it was a game, I could reset after failing.\Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not? response:	Never mind that, for now.
context: Even if you say that casually,\And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not?\Never mind that, for now. response:	What are you doing mixing up real people with game characters?
context: And that face isn't cute at all.\How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters? response:	Shut up. What do you care?
context: How long is Otani going to string me along?\Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care? response:	Hey, what did I do?
context: Even now, I can't see a single ray of hope.\How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do? response:	Weren't you talking about it this morning? Something about me forgetting something.
context: How long will that idiot waste my precious youth away?\Why do I have to be a class rep too?\Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something. response:	Never mind. It's fine if you don't remember.
context: Why do I have to be a class rep too?\Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember. response:	I do mind!
context: Why not?\Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind! response:	What is it?
context: Never mind that, for now.\What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind!\What is it? response:	Did something happen when you came over?
context: What are you doing mixing up real people with game characters?\Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind!\What is it?\Did something happen when you came over? response:	I said it was fine! Nothing happened, okay!
context: Shut up. What do you care?\Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind!\What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay! response:	Oh, I almost forgot.
context: Hey, what did I do?\Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind!\What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot. response:	What?
context: Weren't you talking about it this morning? Something about me forgetting something.\Never mind. It's fine if you don't remember.\I do mind!\What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What? response:	You left right after the Umibouzu concert, right?
context: Never mind. It's fine if you don't remember.\I do mind!\What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right? response:	I waited in line to buy souvenirs, and I got something for you too.
context: I do mind!\What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too. response:	Here.
context: What is it?\Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here. response:	It would've been a hassle if you came to me later saying you wanted one.
context: Did something happen when you came over?\I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one. response:	I LOVE UMIBOUZU
context: I said it was fine! Nothing happened, okay!\Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU response:	Wow! How cool!
context: Oh, I almost forgot.\What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool! response:	Isn't it?!
context: What?\You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool!\Isn't it?! response:	Awesome! Are you really giving this to me?
context: You left right after the Umibouzu concert, right?\I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me? response:	It sure is easy to cheer you up, Koizumi.
context: I waited in line to buy souvenirs, and I got something for you too.\Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi. response:	S-S-Something like this...
context: Here.\It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this... response:	You're shaking a lot.
context: It would've been a hassle if you came to me later saying you wanted one.\I LOVE UMIBOUZU\Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot. response:	If you don't want it, I'll take it back.
context: I LOVE UMIBOUZU\Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back. response:	Thank you very much. I humbly accept.
context: Wow! How cool!\Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept. response:	Right. You sure are simple.
context: Isn't it?!\Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple. response:	Damn it. I hate this.
context: Awesome! Are you really giving this to me?\It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this. response:	Maity is so cool...
context: It sure is easy to cheer you up, Koizumi.\S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this.\Maity is so cool... response:	He's like a foreigner...
context: S-S-Something like this...\You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this.\Maity is so cool...\He's like a foreigner... response:	He's so awesome!
context: You're shaking a lot.\If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this.\Maity is so cool...\He's like a foreigner...\He's so awesome! response:	His shirt is way too open...
context: If you don't want it, I'll take it back.\Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this.\Maity is so cool...\He's like a foreigner...\He's so awesome!\His shirt is way too open... response:	His hair is too long in the front...
context: Thank you very much. I humbly accept.\Right. You sure are simple.\Damn it. I hate this.\Maity is so cool...\He's like a foreigner...\He's so awesome!\His shirt is way too open...\His hair is too long in the front... response:	Ahh! He's so cool...
context: Right. You sure are simple.\Damn it. I hate this.\Maity is so cool...\He's like a foreigner...\He's so awesome!\His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool... response:	So, who's going to translate this next part?
context: Damn it. I hate this.\Maity is so cool...\He's like a foreigner...\He's so awesome!\His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part? response:	Otani-kun?
context: Maity is so cool...\He's like a foreigner...\He's so awesome!\His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun? response:	Otani-kun, Otani-kun...
context: He's like a foreigner...\He's so awesome!\His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun... response:	Hey, Otani, wake up!
context: He's so awesome!\His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up! response:	He's off in dreamland, huh?
context: His shirt is way too open...\His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh? response:	Hey... Otani-kun...
context: His hair is too long in the front...\Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun... response:	Shh. Let me handle this.
context: Ahh! He's so cool...\So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this. response:	Time to open your eyes.
context: So, who's going to translate this next part?\Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes. response:	Good morning, sleeping beauty.
context: Otani-kun?\Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty. response:	But I'd prefer it if you gave me your attention while we're in class.
context: Otani-kun, Otani-kun...\Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class. response:	Goosebumps, goosebumps, goosebumps...
context: Hey, Otani, wake up!\He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps... response:	How nice! I'm going to sleep too!
context: He's off in dreamland, huh?\Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too! response:	All right, all right...
context: Hey... Otani-kun...\Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right... response:	Damn you, Otani. I'm going to sleep too.
context: Shh. Let me handle this.\Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too. response:	Oh, class rep.
context: Time to open your eyes.\Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep. response:	Yes!
context: Good morning, sleeping beauty.\But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes! response:	Nakano-sensei wanted me to give you a message.
context: But I'd prefer it if you gave me your attention while we're in class.\Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message. response:	Could you organize the roster for cleaning duty?
context: Goosebumps, goosebumps, goosebumps...\How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty? response:	Yes! Gladly!
context: How nice! I'm going to sleep too!\All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly! response:	Otani, the coach is taking the day off.
context: All right, all right...\Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off. response:	Huh? Seriously?
context: Damn you, Otani. I'm going to sleep too.\Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously? response:	Hey Otani, about the roster...
context: Oh, class rep.\Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster... response:	Sorry. Can you start on it by yourself? I have club duties.
context: Yes!\Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties. response:	Sorry. I need to set the training menu today.
context: Nakano-sensei wanted me to give you a message.\Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today. response:	Why do I like Otani?
context: Could you organize the roster for cleaning duty?\Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani? response:	Maity is so cool and all...
context: Yes! Gladly!\Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all... response:	Don't say that! Please!
context: Otani, the coach is taking the day off.\Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all...\Don't say that! Please! response:	Otani left all his work to me and ran off to play with his club.
context: Huh? Seriously?\Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club. response:	If the coach isn't around, shouldn't they just take the day off?
context: Hey Otani, about the roster...\Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off? response:	Well, they can't do that.
context: Sorry. Can you start on it by yourself? I have club duties.\Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that. response:	Besides, Otani-kun is the captain...
context: Sorry. I need to set the training menu today.\Why do I like Otani?\Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain... response:	Didn't you know?
context: Why do I like Otani?\Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know? response:	When last year's seniors graduated, Otani became captain.
context: Maity is so cool and all...\Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain. response:	No way!
