context: TS response:	OP
context: It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks? response:	We lost that blue haired girl once already.
context: to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already. response:	We don't know when she's going to vanish again.
context: Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again. response:	I don't want to lose her due to any hasty actions.
context: We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions. response:	The Gekko?
context: Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko? response:	Yeah, it's the name of this ship.
context: Ao is also on highest alert.\Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship. response:	I traveled on it with many other people a long time ago.
context: Is it really a good idea to leave it to a kid\instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago. response:	We were all on a journey together.
context: instead of dispatching team Goldilocks?\We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together. response:	Was your, uh...
context: We lost that blue haired girl once already.\We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh... response:	Baby?
context: We don't know when she's going to vanish again.\I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh...\Baby? response:	Yeah. Was his father traveling with you too?
context: I don't want to lose her due to any hasty actions.\The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh...\Baby?\Yeah. Was his father traveling with you too? response:	How did you know! Oh, no!
context: The Gekko?\Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh...\Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no! response:	But at first it wasn't like that.
context: Yeah, it's the name of this ship.\I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh...\Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that. response:	We were pretty much like children back then.
context: I traveled on it with many other people a long time ago.\We were all on a journey together.\Was your, uh...\Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then. response:	He was a crybaby as well,
context: We were all on a journey together.\Was your, uh...\Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well, response:	and kind of useless...
context: Was your, uh...\Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well,\and kind of useless... response:	You didn't love him?
context: Baby?\Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well,\and kind of useless...\You didn't love him? response:	Nope...
context: Yeah. Was his father traveling with you too?\How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well,\and kind of useless...\You didn't love him?\Nope... response:	I did. Every bit of him.
context: How did you know! Oh, no!\But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well,\and kind of useless...\You didn't love him?\Nope...\I did. Every bit of him. response:	Um, and was Dad...
context: But at first it wasn't like that.\We were pretty much like children back then.\He was a crybaby as well,\and kind of useless...\You didn't love him?\Nope...\I did. Every bit of him.\Um, and was Dad... response:	Do you want to go back?
context: We were pretty much like children back then.\He was a crybaby as well,\and kind of useless...\You didn't love him?\Nope...\I did. Every bit of him.\Um, and was Dad...\Do you want to go back? response:	Yeah. I think Renton will come for me though.
context: He was a crybaby as well,\and kind of useless...\You didn't love him?\Nope...\I did. Every bit of him.\Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though. response:	But I don't really know where I am.
context: and kind of useless...\You didn't love him?\Nope...\I did. Every bit of him.\Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am. response:	Renton?
context: You didn't love him?\Nope...\I did. Every bit of him.\Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton? response:	To research the cause of the disappearing Scub Coral,
context: Nope...\I did. Every bit of him.\Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral, response:	we purposely allowed the Scub Coral to consume this ruined ship.
context: I did. Every bit of him.\Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship. response:	But while we were conducting the experiment, we were both caught up in this.
context: Um, and was Dad...\Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this. response:	Both? The other Nirvash?
context: Do you want to go back?\Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash? response:	You're piloting a Nirvash too, right?
context: Yeah. I think Renton will come for me though.\But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right? response:	It's so weird.
context: But I don't really know where I am.\Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird. response:	It looks just like the one Renton is building now.
context: Renton?\To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now. response:	Don't worry.
context: To research the cause of the disappearing Scub Coral,\we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now.\Don't worry. response:	We got a call earlier, right?
context: we purposely allowed the Scub Coral to consume this ruined ship.\But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right? response:	It's my chief and sub-chief. And...
context: But while we were conducting the experiment, we were both caught up in this.\Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And... response:	It's been such a long time.
context: Both? The other Nirvash?\You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time. response:	My name is Ivica Tanovic.
context: You're piloting a Nirvash too, right?\It's so weird.\It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic. response:	Mr. Ivica Tanovic, was it?
context: It's so weird.\It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it? response:	Huh?
context: It looks just like the one Renton is building now.\Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh? response:	Mr Ivica...
context: Don't worry.\We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica... response:	My name is Ivica, but...
context: We got a call earlier, right?\It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica...\My name is Ivica, but... response:	Shut up!
context: It's my chief and sub-chief. And...\It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica...\My name is Ivica, but...\Shut up! response:	I've met you before.
context: It's been such a long time.\My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica...\My name is Ivica, but...\Shut up!\I've met you before. response:	But I heard you fell to Okinawa two years ago.
context: My name is Ivica Tanovic.\Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica...\My name is Ivica, but...\Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago. response:	No, it was way before that.
context: Mr. Ivica Tanovic, was it?\Huh?\Mr Ivica...\My name is Ivica, but...\Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that. response:	I've came here once before.
context: Huh?\Mr Ivica...\My name is Ivica, but...\Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before. response:	You're Mr. Endou, right?
context: Mr Ivica...\My name is Ivica, but...\Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before.\You're Mr. Endou, right? response:	G-Monster, closing in!
context: My name is Ivica, but...\Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in! response:	This is impossible! We should leave it to the air force!
context: Shut up!\I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force! response:	No!
context: I've met you before.\But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force!\No! response:	If the calculations are correct,
context: But I heard you fell to Okinawa two years ago.\No, it was way before that.\I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force!\No!\If the calculations are correct, response:	then a Scub Burst here could erase the entire main island of Okinawa!
context: No, it was way before that.\I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force!\No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa! response:	We need to stay here!
context: I've came here once before.\You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force!\No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here! response:	Are you telling me to trust that woman?
context: You're Mr. Endou, right?\G-Monster, closing in!\This is impossible! We should leave it to the air force!\No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman? response:	And believe what she said about that Quartz?
context: G-Monster, closing in!\This is impossible! We should leave it to the air force!\No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz? response:	This won't work...
context: This is impossible! We should leave it to the air force!\No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work... response:	I'll have to take it... with me.
context: No!\If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me. response:	Nirvash, stop it!
context: If the calculations are correct,\then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me.\Nirvash, stop it! response:	Ao, I'm so sorry!
context: then a Scub Burst here could erase the entire main island of Okinawa!\We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry! response:	Come here!
context: We need to stay here!\Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry!\Come here! response:	What is that?!
context: Are you telling me to trust that woman?\And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry!\Come here!\What is that?! response:	The sea giant!
context: And believe what she said about that Quartz?\This won't work...\I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry!\Come here!\What is that?!\The sea giant! response:	She left, didn't she?
context: This won't work...\I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry!\Come here!\What is that?!\The sea giant!\She left, didn't she? response:	I heard she has a son.
context: I'll have to take it... with me.\Nirvash, stop it!\Ao, I'm so sorry!\Come here!\What is that?!\The sea giant!\She left, didn't she?\I heard she has a son. response:	We took his mother away from him.
context: Nirvash, stop it!\Ao, I'm so sorry!\Come here!\What is that?!\The sea giant!\She left, didn't she?\I heard she has a son.\We took his mother away from him. response:	But thanks to her, we now know how to fight back.
context: Ao, I'm so sorry!\Come here!\What is that?!\The sea giant!\She left, didn't she?\I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back. response:	Even if we can't defeat the Secrets,
context: Come here!\What is that?!\The sea giant!\She left, didn't she?\I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets, response:	we can prevent the Scub Burst by retrieving the Quartz.
context: What is that?!\The sea giant!\She left, didn't she?\I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz. response:	I'm Christophe Blanc. If you'd like, please join the organization I'm plannin
context: The sea giant!\She left, didn't she?\I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin response:	I must return to my country.
context: She left, didn't she?\I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country. response:	Many sons are close to losing their mothers there.
context: I heard she has a son.\We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there. response:	Well, after that then.
context: We took his mother away from him.\But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then. response:	I'm sorry, but I think this is the first time we've met.
context: But thanks to her, we now know how to fight back.\Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met. response:	But... Chief, you said you knew Mom.
context: Even if we can't defeat the Secrets,\we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom. response:	Eureka from the past?
context: we can prevent the Scub Burst by retrieving the Quartz.\I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past? response:	She hasn't given birth to you yet.
context: I'm Christophe Blanc. If you'd like, please join the organization I'm plannin\I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet. response:	She came from a time before she showed up at Iwato island 13 years ago.
context: I must return to my country.\Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago. response:	What do you mean?
context: Many sons are close to losing their mothers there.\Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean? response:	Could it be that... her baby is... me?!
context: Well, after that then.\I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?! response:	I have managed to link some data to that ship.
context: I'm sorry, but I think this is the first time we've met.\But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship. response:	However, I could only identify the numbers.
context: But... Chief, you said you knew Mom.\Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers. response:	The date of the data is 12005 AD.
context: Eureka from the past?\She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD. response:	So that ship is from the distant future?
context: She hasn't given birth to you yet.\She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future? response:	Then Eureka isn't an alien? She's from the future?
context: She came from a time before she showed up at Iwato island 13 years ago.\What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future? response:	Ten thousand years and two thousand more...
context: What do you mean?\Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more... response:	This isn't the time for jokes...
context: Could it be that... her baby is... me?!\I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes... response:	After all...
context: I have managed to link some data to that ship.\However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes...\After all... response:	I can see the cause of your concern.
context: However, I could only identify the numbers.\The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes...\After all...\I can see the cause of your concern. response:	And even if all goes well and I give birth to him, wouldn't he just hate me?
context: The date of the data is 12005 AD.\So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes...\After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me? response:	Stop there if you really think so.
context: So that ship is from the distant future?\Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes...\After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so. response:	You fell in love with someone
context: Then Eureka isn't an alien? She's from the future?\Ten thousand years and two thousand more...\This isn't the time for jokes...\After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone response:	and you're bearing his child.
context: Ten thousand years and two thousand more...\This isn't the time for jokes...\After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone\and you're bearing his child. response:	It's all because you wanted to.
context: This isn't the time for jokes...\After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone\and you're bearing his child.\It's all because you wanted to. response:	Are you're just starting to worry about the child now?
context: After all...\I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone\and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now? response:	Shouldn't you just focus on how to overcome the difficulties?
context: I can see the cause of your concern.\And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone\and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties? response:	Am I right?
context: And even if all goes well and I give birth to him, wouldn't he just hate me?\Stop there if you really think so.\You fell in love with someone\and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right? response:	But the doctors said that inside of areas with high trapar concentration,
context: Stop there if you really think so.\You fell in love with someone\and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration, response:	the child of a human and a Coralian would be...
context: You fell in love with someone\and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be... response:	Why are you here?!
context: and you're bearing his child.\It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?! response:	Blanc, huh?
context: It's all because you wanted to.\Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh? response:	The Gazelle Corps is an independent contractor under direct control of the president.
context: Are you're just starting to worry about the child now?\Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president. response:	Um, he somehow ended up with us.
context: Shouldn't you just focus on how to overcome the difficulties?\Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us. response:	Jeez. How did you find us in the first place?
context: Am I right?\But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place? response:	Where's your mom, Ao?
context: But the doctors said that inside of areas with high trapar concentration,\the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao? response:	Answer my question!
context: the child of a human and a Coralian would be...\Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question! response:	Don't fight.
context: Why are you here?!\Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question!\Don't fight. response:	We're surrounded by the JAF and the Allied Forces.
context: Blanc, huh?\The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces. response:	We can use the Triton as a decoy
context: The Gazelle Corps is an independent contractor under direct control of the president.\Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy response:	and use the GenBlu transporter, which is standing by, to retreat...
context: Um, he somehow ended up with us.\Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat... response:	But Mom doesn't want to leave here!
context: Jeez. How did you find us in the first place?\Where's your mom, Ao?\Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here! response:	We'll return her to her world.
context: Where's your mom, Ao?\Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world. response:	Return her?!
context: Answer my question!\Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world.\Return her?! response:	But if we have her, the research on Scub Coral and Secrets will progress a lot faster!
context: Don't fight.\We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster! response:	She's fated to come here again.
context: We're surrounded by the JAF and the Allied Forces.\We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again. response:	Thirteen years ago.
context: We can use the Triton as a decoy\and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago. response:	What are you talking about?
context: and use the GenBlu transporter, which is standing by, to retreat...\But Mom doesn't want to leave here!\We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago.\What are you talking about? response:	Do you know of a way to return her?
context: But Mom doesn't want to leave here!\We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago.\What are you talking about?\Do you know of a way to return her? response:	You just don't want Generation Bleu to take herEurekaaway from you.
