context: You must not change history without my permission. response:	You must not tell anyone else the truth.
context: What are you saying?\Why don't you come work for us again?\Like hell!\You'll soon understand.\I'll be waiting for your return.\But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back. response:	He's probably at the hospital by now.
context: Why don't you come work for us again?\Like hell!\You'll soon understand.\I'll be waiting for your return.\But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now. response:	He was taken in an ambulance.
context: Like hell!\You'll soon understand.\I'll be waiting for your return.\But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance. response:	Narugino, you don't have to hide it.
context: You'll soon understand.\I'll be waiting for your return.\But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it. response:	I know who you are.
context: I'll be waiting for your return.\But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are. response:	How?
context: But to think you were Strange Juice, Mikatan.\Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are.\How? response:	Just who are you?
context: Hey, don't scare me like that.\I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are.\How?\Just who are you? response:	Haven't I told you?
context: I thought that man was back.\He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are.\How?\Just who are you?\Haven't I told you? response:	I'm the super helper-man of justice, Miyazawa Kenji!
context: He's probably at the hospital by now.\He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are.\How?\Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji! response:	No, no, I have nothing to do with him!
context: He was taken in an ambulance.\Narugino, you don't have to hide it.\I know who you are.\How?\Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him! response:	Anyway, Meika, can I talk to you?
context: Narugino, you don't have to hide it.\I know who you are.\How?\Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you? response:	Me?
context: I know who you are.\How?\Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me? response:	And what do you want?
context: How?\Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me?\And what do you want? response:	I thought I'd help you with the repairs.
context: Just who are you?\Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me?\And what do you want?\I thought I'd help you with the repairs. response:	R-Repairs?
context: Haven't I told you?\I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me?\And what do you want?\I thought I'd help you with the repairs.\R-Repairs? response:	Your fusion reactor broke down after that man hit you.
context: I'm the super helper-man of justice, Miyazawa Kenji!\No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me?\And what do you want?\I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you. response:	Right?
context: No, no, I have nothing to do with him!\Anyway, Meika, can I talk to you?\Me?\And what do you want?\I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you.\Right? response:	Huh? W-Wait
context: Anyway, Meika, can I talk to you?\Me?\And what do you want?\I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait response:	Let's get started.
context: Me?\And what do you want?\I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait\Let's get started. response:	Hey, how did you know I was a robot?
context: And what do you want?\I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot? response:	In a word, destiny, I guess.
context: I thought I'd help you with the repairs.\R-Repairs?\Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess. response:	Destiny, huh?
context: R-Repairs?\Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh? response:	Fair enough.
context: Your fusion reactor broke down after that man hit you.\Right?\Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh?\Fair enough. response:	That's enough?!
context: Right?\Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh?\Fair enough.\That's enough?! response:	I don't mind.
context: Huh? W-Wait\Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh?\Fair enough.\That's enough?!\I don't mind. response:	Shouldn't it bother you a little more?
context: Let's get started.\Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh?\Fair enough.\That's enough?!\I don't mind.\Shouldn't it bother you a little more? response:	Well, I'd be lying if I said it didn't bother me.
context: Hey, how did you know I was a robot?\In a word, destiny, I guess.\Destiny, huh?\Fair enough.\That's enough?!\I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me. response:	But I trust you.
context: In a word, destiny, I guess.\Destiny, huh?\Fair enough.\That's enough?!\I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you. response:	You trust me?
context: Destiny, huh?\Fair enough.\That's enough?!\I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me? response:	Grandpa told me about you,
context: Fair enough.\That's enough?!\I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me?\Grandpa told me about you, response:	a long time ago, before he passed away.
context: That's enough?!\I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me?\Grandpa told me about you,\a long time ago, before he passed away. response:	Meika,
context: I don't mind.\Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me?\Grandpa told me about you,\a long time ago, before he passed away.\Meika, response:	it seems my time's up.
context: Shouldn't it bother you a little more?\Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me?\Grandpa told me about you,\a long time ago, before he passed away.\Meika,\it seems my time's up. response:	Grandpa...
context: Well, I'd be lying if I said it didn't bother me.\But I trust you.\You trust me?\Grandpa told me about you,\a long time ago, before he passed away.\Meika,\it seems my time's up.\Grandpa... response:	Don't cry, Meika.
context: But I trust you.\You trust me?\Grandpa told me about you,\a long time ago, before he passed away.\Meika,\it seems my time's up.\Grandpa...\Don't cry, Meika. response:	I'm always by your side.
context: You trust me?\Grandpa told me about you,\a long time ago, before he passed away.\Meika,\it seems my time's up.\Grandpa...\Don't cry, Meika.\I'm always by your side. response:	You remember my three last requests, right?
context: Grandpa told me about you,\a long time ago, before he passed away.\Meika,\it seems my time's up.\Grandpa...\Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right? response:	First, protect a girl named Chiyoko, and raise her to be a good hero.
context: a long time ago, before he passed away.\Meika,\it seems my time's up.\Grandpa...\Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero. response:	Second, create a secret organization, Justice Punch, with Chiyoko.
context: Meika,\it seems my time's up.\Grandpa...\Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko. response:	And third...
context: it seems my time's up.\Grandpa...\Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third... response:	Are you okay, Grandpa?!
context: Grandpa...\Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?! response:	Listen, Meika.
context: Don't cry, Meika.\I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?!\Listen, Meika. response:	Justice Punch will one day save the world.
context: I'm always by your side.\You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world. response:	That's the will of the heavens.
context: You remember my three last requests, right?\First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens. response:	Don't ever...
context: First, protect a girl named Chiyoko, and raise her to be a good hero.\Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever... response:	Grandpa?
context: Second, create a secret organization, Justice Punch, with Chiyoko.\And third...\Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever...\Grandpa? response:	Grandpa!
context: And third...\Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever...\Grandpa?\Grandpa! response:	Grandpa!
context: Are you okay, Grandpa?!\Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever...\Grandpa?\Grandpa!\Grandpa! response:	So, what's the third?
context: Listen, Meika.\Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever...\Grandpa?\Grandpa!\Grandpa!\So, what's the third? response:	Huh?
context: Justice Punch will one day save the world.\That's the will of the heavens.\Don't ever...\Grandpa?\Grandpa!\Grandpa!\So, what's the third?\Huh? response:	What's the third request?
context: That's the will of the heavens.\Don't ever...\Grandpa?\Grandpa!\Grandpa!\So, what's the third?\Huh?\What's the third request? response:	A hero in a creepy costume will one day appear before you.
context: Don't ever...\Grandpa?\Grandpa!\Grandpa!\So, what's the third?\Huh?\What's the third request?\A hero in a creepy costume will one day appear before you. response:	Trust him. He's not a bad person.
context: Grandpa?\Grandpa!\Grandpa!\So, what's the third?\Huh?\What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person. response:	Creepy?
context: Grandpa!\Grandpa!\So, what's the third?\Huh?\What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy? response:	And apparently, he's a member of Justice Punch, too.
context: Grandpa!\So, what's the third?\Huh?\What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too. response:	Me?
context: So, what's the third?\Huh?\What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too.\Me? response:	Just two more.
context: Huh?\What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too.\Me?\Just two more. response:	The Punch in Justice Punch comes from panja, meaning five in Hindi.
context: What's the third request?\A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too.\Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi. response:	In other words, it's a group of five heroes of justice.
context: A hero in a creepy costume will one day appear before you.\Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too.\Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice. response:	Then the other two are...
context: Trust him. He's not a bad person.\Creepy?\And apparently, he's a member of Justice Punch, too.\Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are... response:	No way.
context: Creepy?\And apparently, he's a member of Justice Punch, too.\Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are...\No way. response:	Okay, repairs done.
context: And apparently, he's a member of Justice Punch, too.\Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are...\No way.\Okay, repairs done. response:	Thanks.
context: Me?\Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are...\No way.\Okay, repairs done.\Thanks. response:	Hey, how did Professor Tenga know about the future?
context: Just two more.\The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are...\No way.\Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future? response:	This is called a Reizoukou.
context: The Punch in Justice Punch comes from panja, meaning five in Hindi.\In other words, it's a group of five heroes of justice.\Then the other two are...\No way.\Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou. response:	Underworld Graphic Communicator
context: In other words, it's a group of five heroes of justice.\Then the other two are...\No way.\Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator response:	rei zou kou
context: Then the other two are...\No way.\Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou response:	It stands for Underworld Graphic Communicator.
context: No way.\Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator. response:	It's just a fax machine...
context: Okay, repairs done.\Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine... response:	I don't know too much about it.
context: Thanks.\Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it. response:	But he said that one day, he got a fax message about the future.
context: Hey, how did Professor Tenga know about the future?\This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future. response:	A fax?
context: This is called a Reizoukou.\Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax? response:	and instructions on what to do on certain dates.
context: Underworld Graphic Communicator\rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates. response:	And I was sending them to someone by fax.
context: rei zou kou\It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax. response:	What's going on?
context: It stands for Underworld Graphic Communicator.\It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on? response:	Damn it, why did you do that?
context: It's just a fax machine...\I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that? response:	Do what?
context: I don't know too much about it.\But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that?\Do what? response:	You broke Tomoda's arms and legs.
context: But he said that one day, he got a fax message about the future.\A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs. response:	Chiranosuke's Code, number one...
context: A fax?\and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one... response:	I must not change history without your permission.
context: and instructions on what to do on certain dates.\And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission. response:	If you know, then why?!
context: And I was sending them to someone by fax.\What's going on?\Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?! response:	What was I supposed to do?!
context: What's going on?\Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?!\What was I supposed to do?! response:	I couldn't just let Tomoda walk away.
context: Damn it, why did you do that?\Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away. response:	If things went like the last time, he'd have killed two of Ito's classmates.
context: Do what?\You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates. response:	All for just two people?
context: You broke Tomoda's arms and legs.\Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people? response:	Two people who did horrible things to Ito, no less.
context: Chiranosuke's Code, number one...\I must not change history without your permission.\If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less. response:	That doesn't mean I can let them die!
context: I must not change history without your permission.\If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die! response:	A little sacrifice is inevitable to save seven billion lives.
context: If you know, then why?!\What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives. response:	Where are you going?
context: What was I supposed to do?!\I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going? response:	Does it matter?
context: I couldn't just let Tomoda walk away.\If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter? response:	That said, I don't actually know where I should go.
context: If things went like the last time, he'd have killed two of Ito's classmates.\All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter?\That said, I don't actually know where I should go. response:	He was given to me.
context: All for just two people?\Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter?\That said, I don't actually know where I should go.\He was given to me. response:	From Rabura's little brother, Rando-oniichan.
context: Two people who did horrible things to Ito, no less.\That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter?\That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan. response:	Oh, I should go ask that Rando guy.
context: That doesn't mean I can let them die!\A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter?\That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy. response:	Hey, Ito, there's something I want to ask...
context: A little sacrifice is inevitable to save seven billion lives.\Where are you going?\Does it matter?\That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask... response:	Hey!
context: Where are you going?\Does it matter?\That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey! response:	Huh? Is she out?
context: Does it matter?\That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out? response:	What's that?
context: That said, I don't actually know where I should go.\He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out?\What's that? response:	What the heck are you doing?
context: He was given to me.\From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out?\What's that?\What the heck are you doing? response:	Hang on, I'll get you free.
context: From Rabura's little brother, Rando-oniichan.\Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out?\What's that?\What the heck are you doing?\Hang on, I'll get you free. response:	It's so cold.
context: Oh, I should go ask that Rando guy.\Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out?\What's that?\What the heck are you doing?\Hang on, I'll get you free.\It's so cold. response:	Panties!
context: Hey, Ito, there's something I want to ask...\Hey!\Huh? Is she out?\What's that?\What the heck are you doing?\Hang on, I'll get you free.\It's so cold.\Panties! response:	You pervert!
context: Hey!\Huh? Is she out?\What's that?\What the heck are you doing?\Hang on, I'll get you free.\It's so cold.\Panties!\You pervert! response:	Soul
context: Huh? Is she out?\What's that?\What the heck are you doing?\Hang on, I'll get you free.\It's so cold.\Panties!\You pervert!\Soul response:	I'm telling you, you're misunderstanding.
context: What's that?\What the heck are you doing?\Hang on, I'll get you free.\It's so cold.\Panties!\You pervert!\Soul\I'm telling you, you're misunderstanding. response:	What am I misunderstanding, you pervert?
context: What the heck are you doing?\Hang on, I'll get you free.\It's so cold.\Panties!\You pervert!\Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert? response:	I'm not a pervert.
context: Hang on, I'll get you free.\It's so cold.\Panties!\You pervert!\Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert. response:	If anything, he's a perbeart.
context: It's so cold.\Panties!\You pervert!\Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart. response:	Pervert
context: Panties!\You pervert!\Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart.\Pervert response:	It's the perbeart's fault.
context: You pervert!\Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart.\Pervert\It's the perbeart's fault. response:	Perbeart
context: Soul\I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart.\Pervert\It's the perbeart's fault.\Perbeart response:	Perbeart?
context: I'm telling you, you're misunderstanding.\What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart.\Pervert\It's the perbeart's fault.\Perbeart\Perbeart? response:	Muhi was acting weird, making a racket under the kotatsu.
context: What am I misunderstanding, you pervert?\I'm not a pervert.\If anything, he's a perbeart.\Pervert\It's the perbeart's fault.\Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu. response:	So I looked inside, and...
context: I'm not a pervert.\If anything, he's a perbeart.\Pervert\It's the perbeart's fault.\Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and... response:	How do you know about Muhi?
context: If anything, he's a perbeart.\Pervert\It's the perbeart's fault.\Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi? response:	Um...
context: Pervert\It's the perbeart's fault.\Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi?\Um... response:	I heard from Rabura.
context: It's the perbeart's fault.\Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi?\Um...\I heard from Rabura. response:	From Rabura?
context: Perbeart\Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi?\Um...\I heard from Rabura.\From Rabura? response:	She's so loose-lipped, it's like she's leaking helium.
context: Perbeart?\Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi?\Um...\I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium. response:	She'll flap her gums about anything.
context: Muhi was acting weird, making a racket under the kotatsu.\So I looked inside, and...\How do you know about Muhi?\Um...\I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything. response:	Oh, yeah, speaking of Rabura, do you know where her brother is?
context: So I looked inside, and...\How do you know about Muhi?\Um...\I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is? response:	Where's this coming from?
context: How do you know about Muhi?\Um...\I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from? response:	Just tell me. You're cousins, aren't you?
context: Um...\I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you? response:	We are, but why?
context: I heard from Rabura.\From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why? response:	I have business with him.
context: From Rabura?\She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him. response:	Just ask Rabura, then.
context: She's so loose-lipped, it's like she's leaking helium.\She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him.\Just ask Rabura, then. response:	I don't think she'd tell me.
context: She'll flap her gums about anything.\Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him.\Just ask Rabura, then.\I don't think she'd tell me. response:	She's so tight-lipped, it's like trying to shove barium down her throat.
context: Oh, yeah, speaking of Rabura, do you know where her brother is?\Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him.\Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat. response:	You just said helium a minute ago.
context: Where's this coming from?\Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him.\Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago. response:	That's not the point!
context: Just tell me. You're cousins, aren't you?\We are, but why?\I have business with him.\Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point! response:	Rando-oniichan is coming here this afternoon.
