context: Shion! Shion! response:	Ah, Suou... I'm glad you came.
context: Did you like my present?\If I didn't have that memory, perhaps I wouldn't be here now.\That memory was also my dream.\I always dreamed of going back to that day,\and I realized that you wanted the same.\You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that. response:	That is not my dream.
context: If I didn't have that memory, perhaps I wouldn't be here now.\That memory was also my dream.\I always dreamed of going back to that day,\and I realized that you wanted the same.\You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream. response:	Even though you've become a contractor, you perceive your surroundings with your emotions.
context: That memory was also my dream.\I always dreamed of going back to that day,\and I realized that you wanted the same.\You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions. response:	You think so?
context: I always dreamed of going back to that day,\and I realized that you wanted the same.\You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so? response:	Yes.
context: and I realized that you wanted the same.\You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes. response:	Contractors don't think like that.
context: You're mistaken.\I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes.\Contractors don't think like that. response:	At least, I don't.
context: I just injected it by thinking it was a normal, human-like memory,\It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes.\Contractors don't think like that.\At least, I don't. response:	Perhaps I was influenced by the friends I've been traveling with.
context: It would have been awkward to release you into society without a memory like that.\That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes.\Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with. response:	Friends, huh?
context: That is not my dream.\Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes.\Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh? response:	That very word is alien to me.
context: Even though you've become a contractor, you perceive your surroundings with your emotions.\You think so?\Yes.\Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me. response:	So I'm not one either?
context: You think so?\Yes.\Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me.\So I'm not one either? response:	Am I-
context: Yes.\Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me.\So I'm not one either?\Am I- response:	No.
context: Contractors don't think like that.\At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me.\So I'm not one either?\Am I-\No. response:	Because to me you are...
context: At least, I don't.\Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me.\So I'm not one either?\Am I-\No.\Because to me you are... response:	What's going on?
context: Perhaps I was influenced by the friends I've been traveling with.\Friends, huh?\That very word is alien to me.\So I'm not one either?\Am I-\No.\Because to me you are...\What's going on? response:	A contractor.
context: Friends, huh?\That very word is alien to me.\So I'm not one either?\Am I-\No.\Because to me you are...\What's going on?\A contractor. response:	Izanami forced him to commit suicide.
context: That very word is alien to me.\So I'm not one either?\Am I-\No.\Because to me you are...\What's going on?\A contractor.\Izanami forced him to commit suicide. response:	Suicide?
context: So I'm not one either?\Am I-\No.\Because to me you are...\What's going on?\A contractor.\Izanami forced him to commit suicide.\Suicide? response:	So Izanami did that too.
context: Am I-\No.\Because to me you are...\What's going on?\A contractor.\Izanami forced him to commit suicide.\Suicide?\So Izanami did that too. response:	Yin...
context: No.\Because to me you are...\What's going on?\A contractor.\Izanami forced him to commit suicide.\Suicide?\So Izanami did that too.\Yin... response:	Shion?
context: Because to me you are...\What's going on?\A contractor.\Izanami forced him to commit suicide.\Suicide?\So Izanami did that too.\Yin...\Shion? response:	Shion! Shion!
context: What's going on?\A contractor.\Izanami forced him to commit suicide.\Suicide?\So Izanami did that too.\Yin...\Shion?\Shion! Shion! response:	Where am I?
context: A contractor.\Izanami forced him to commit suicide.\Suicide?\So Izanami did that too.\Yin...\Shion?\Shion! Shion!\Where am I? response:	She stopped her awakening by herself?
context: Izanami forced him to commit suicide.\Suicide?\So Izanami did that too.\Yin...\Shion?\Shion! Shion!\Where am I?\She stopped her awakening by herself? response:	Yes.
context: Suicide?\So Izanami did that too.\Yin...\Shion?\Shion! Shion!\Where am I?\She stopped her awakening by herself?\Yes. response:	On the day we retrieved her, we were planning to kill her.
context: So Izanami did that too.\Yin...\Shion?\Shion! Shion!\Where am I?\She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her. response:	But on that very day, her reactions as Izanami stopped.
context: Yin...\Shion?\Shion! Shion!\Where am I?\She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped. response:	Aware of her powers should she awaken, we hurried and sealed her with this.
context: Shion?\Shion! Shion!\Where am I?\She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this. response:	Until you destroyed it...
context: Shion! Shion!\Where am I?\She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it... response:	We hoped that she would go back to sleep on her own.
context: Where am I?\She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own. response:	But that miracle didn't occur again.
context: She stopped her awakening by herself?\Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again. response:	I'm not blaming you.
context: Yes.\On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you. response:	Mankind had no chance in the first place.
context: On the day we retrieved her, we were planning to kill her.\But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place. response:	Ever since the Gates appeared on this planet.
context: But on that very day, her reactions as Izanami stopped.\Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet. response:	Yin...
context: Aware of her powers should she awaken, we hurried and sealed her with this.\Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin... response:	Let's end this.
context: Until you destroyed it...\We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin...\Let's end this. response:	Episode 12 The Ark of the Star
context: We hoped that she would go back to sleep on her own.\But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin...\Let's end this.\Episode 12 The Ark of the Star response:	Shion!
context: But that miracle didn't occur again.\I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin...\Let's end this.\Episode 12 The Ark of the Star\Shion! response:	Where are you? Shion!
context: I'm not blaming you.\Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin...\Let's end this.\Episode 12 The Ark of the Star\Shion!\Where are you? Shion! response:	July?
context: Mankind had no chance in the first place.\Ever since the Gates appeared on this planet.\Yin...\Let's end this.\Episode 12 The Ark of the Star\Shion!\Where are you? Shion!\July? response:	Yes, go straight.
context: Ever since the Gates appeared on this planet.\Yin...\Let's end this.\Episode 12 The Ark of the Star\Shion!\Where are you? Shion!\July?\Yes, go straight. response:	This way.
context: Yin...\Let's end this.\Episode 12 The Ark of the Star\Shion!\Where are you? Shion!\July?\Yes, go straight.\This way. response:	Aren't you surprised?
context: Let's end this.\Episode 12 The Ark of the Star\Shion!\Where are you? Shion!\July?\Yes, go straight.\This way.\Aren't you surprised? response:	I am.
context: Episode 12 The Ark of the Star\Shion!\Where are you? Shion!\July?\Yes, go straight.\This way.\Aren't you surprised?\I am. response:	The mission's been aborted. Go back.
context: Shion!\Where are you? Shion!\July?\Yes, go straight.\This way.\Aren't you surprised?\I am.\The mission's been aborted. Go back. response:	The higher-ups made an agreement with America not to interfere.
context: Where are you? Shion!\July?\Yes, go straight.\This way.\Aren't you surprised?\I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere. response:	I won't come with you.
context: July?\Yes, go straight.\This way.\Aren't you surprised?\I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you. response:	I like being with Suou.
context: Yes, go straight.\This way.\Aren't you surprised?\I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou. response:	An evolving doll?
context: This way.\Aren't you surprised?\I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou.\An evolving doll? response:	Very well.
context: Aren't you surprised?\I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou.\An evolving doll?\Very well. response:	Do as you wish.
context: I am.\The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou.\An evolving doll?\Very well.\Do as you wish. response:	July!
context: The mission's been aborted. Go back.\The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou.\An evolving doll?\Very well.\Do as you wish.\July! response:	Wasn't Mao with you?
context: The higher-ups made an agreement with America not to interfere.\I won't come with you.\I like being with Suou.\An evolving doll?\Very well.\Do as you wish.\July!\Wasn't Mao with you? response:	July?
context: I won't come with you.\I like being with Suou.\An evolving doll?\Very well.\Do as you wish.\July!\Wasn't Mao with you?\July? response:	This way.
context: I like being with Suou.\An evolving doll?\Very well.\Do as you wish.\July!\Wasn't Mao with you?\July?\This way. response:	What?
context: An evolving doll?\Very well.\Do as you wish.\July!\Wasn't Mao with you?\July?\This way.\What? response:	What's going on?
context: Very well.\Do as you wish.\July!\Wasn't Mao with you?\July?\This way.\What?\What's going on? response:	The two of them have met.
context: Do as you wish.\July!\Wasn't Mao with you?\July?\This way.\What?\What's going on?\The two of them have met. response:	The two of them?
context: July!\Wasn't Mao with you?\July?\This way.\What?\What's going on?\The two of them have met.\The two of them? response:	Izanami and Izanagi.
context: Wasn't Mao with you?\July?\This way.\What?\What's going on?\The two of them have met.\The two of them?\Izanami and Izanagi. response:	So it's started, huh?
context: July?\This way.\What?\What's going on?\The two of them have met.\The two of them?\Izanami and Izanagi.\So it's started, huh? response:	Oh, fancy seeing you here.
context: This way.\What?\What's going on?\The two of them have met.\The two of them?\Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here. response:	Did you have fun doing this?
context: What?\What's going on?\The two of them have met.\The two of them?\Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this? response:	Come on, be honest.
context: What's going on?\The two of them have met.\The two of them?\Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest. response:	You're that kind of a woman.
context: The two of them have met.\The two of them?\Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest.\You're that kind of a woman. response:	A pervert, just like me.
context: The two of them?\Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest.\You're that kind of a woman.\A pervert, just like me. response:	Detecting the formation of several dimensional rifts at the center.
context: Izanami and Izanagi.\So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest.\You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center. response:	Hell's Gate is opening!
context: So it's started, huh?\Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest.\You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening! response:	Send all troops to the center!
context: Oh, fancy seeing you here.\Did you have fun doing this?\Come on, be honest.\You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center! response:	We won't let them humiliate our country in this matter any further!
context: Did you have fun doing this?\Come on, be honest.\You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further! response:	He's there.
context: Come on, be honest.\You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there. response:	Shion!
context: You're that kind of a woman.\A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there.\Shion! response:	Shion! Shion!
context: A pervert, just like me.\Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there.\Shion!\Shion! Shion! response:	The deal is complete.
context: Detecting the formation of several dimensional rifts at the center.\Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there.\Shion!\Shion! Shion!\The deal is complete. response:	Here's your present.
context: Hell's Gate is opening!\Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there.\Shion!\Shion! Shion!\The deal is complete.\Here's your present. response:	Look at the world I've made.
context: Send all troops to the center!\We won't let them humiliate our country in this matter any further!\He's there.\Shion!\Shion! Shion!\The deal is complete.\Here's your present.\Look at the world I've made. response:	Youre not making any sense!
context: We won't let them humiliate our country in this matter any further!\He's there.\Shion!\Shion! Shion!\The deal is complete.\Here's your present.\Look at the world I've made.\Youre not making any sense! response:	Give my regards to Papa and Mama.
context: He's there.\Shion!\Shion! Shion!\The deal is complete.\Here's your present.\Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama. response:	Sis...
context: Shion!\Shion! Shion!\The deal is complete.\Here's your present.\Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama.\Sis... response:	Shion?
context: Shion! Shion!\The deal is complete.\Here's your present.\Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama.\Sis...\Shion? response:	Shion! Shion!
context: The deal is complete.\Here's your present.\Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama.\Sis...\Shion?\Shion! Shion! response:	What did you do to him?
context: Here's your present.\Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama.\Sis...\Shion?\Shion! Shion!\What did you do to him? response:	What did you do?!
context: Look at the world I've made.\Youre not making any sense!\Give my regards to Papa and Mama.\Sis...\Shion?\Shion! Shion!\What did you do to him?\What did you do?! response:	I granted his wish.
context: Youre not making any sense!\Give my regards to Papa and Mama.\Sis...\Shion?\Shion! Shion!\What did you do to him?\What did you do?!\I granted his wish. response:	July!
context: Give my regards to Papa and Mama.\Sis...\Shion?\Shion! Shion!\What did you do to him?\What did you do?!\I granted his wish.\July! response:	Hei knew you would become like this.
context: Sis...\Shion?\Shion! Shion!\What did you do to him?\What did you do?!\I granted his wish.\July!\Hei knew you would become like this. response:	That's why he said he would put an end to this, and left me.
context: Shion?\Shion! Shion!\What did you do to him?\What did you do?!\I granted his wish.\July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me. response:	At first I didn't understand what he meant,
context: Shion! Shion!\What did you do to him?\What did you do?!\I granted his wish.\July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant, response:	but now I'm sure he meant this.
context: What did you do to him?\What did you do?!\I granted his wish.\July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this. response:	We promised to put an end to our problem.
context: What did you do?!\I granted his wish.\July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem. response:	The meteor core...
context: I granted his wish.\July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core... response:	is going to break.
context: July!\Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core...\is going to break. response:	An experiment?
context: Hei knew you would become like this.\That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core...\is going to break.\An experiment? response:	Yes.
context: That's why he said he would put an end to this, and left me.\At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core...\is going to break.\An experiment?\Yes. response:	There was a problem with our plan.
context: At first I didn't understand what he meant,\but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core...\is going to break.\An experiment?\Yes.\There was a problem with our plan. response:	Even if we use the ME to input memories into a copied human,
context: but now I'm sure he meant this.\We promised to put an end to our problem.\The meteor core...\is going to break.\An experiment?\Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human, response:	those memories wouldn't stay very long.
context: We promised to put an end to our problem.\The meteor core...\is going to break.\An experiment?\Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long. response:	Until we used the meteor core.
context: The meteor core...\is going to break.\An experiment?\Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core. response:	In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?
context: is going to break.\An experiment?\Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away? response:	Yes.
context: An experiment?\Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes. response:	So, now that she's lost the meteor core...
context: Yes.\There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core... response:	She'll start to lose her memories.
context: There was a problem with our plan.\Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories. response:	No...
context: Even if we use the ME to input memories into a copied human,\those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories.\No... response:	No!
context: those memories wouldn't stay very long.\Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories.\No...\No! response:	Don't...
context: Until we used the meteor core.\In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories.\No...\No!\Don't... response:	Stop it!
context: In other words, Suou's very journey was an experiment to make sure her memories wouldn't fade away?\Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories.\No...\No!\Don't...\Stop it! response:	Don't erase them!
context: Yes.\So, now that she's lost the meteor core...\She'll start to lose her memories.\No...\No!\Don't...\Stop it!\Don't erase them! response:	I don't know of any other Suou.
context: So, now that she's lost the meteor core...\She'll start to lose her memories.\No...\No!\Don't...\Stop it!\Don't erase them!\I don't know of any other Suou. response:	Whether you're a copy or not, you're the only Suou I know.
context: She'll start to lose her memories.\No...\No!\Don't...\Stop it!\Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know. response:	They are my memories.
context: No...\No!\Don't...\Stop it!\Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories. response:	Suou.
context: No!\Don't...\Stop it!\Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou. response:	Don't erase them!
context: Don't...\Stop it!\Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou.\Don't erase them! response:	Who are you?
context: Stop it!\Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou.\Don't erase them!\Who are you? response:	You wont need this where youre going.
context: Don't erase them!\I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou.\Don't erase them!\Who are you?\You wont need this where youre going. response:	Where are we going next?
context: I don't know of any other Suou.\Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou.\Don't erase them!\Who are you?\You wont need this where youre going.\Where are we going next? response:	We'll always be together, right?
context: Whether you're a copy or not, you're the only Suou I know.\They are my memories.\Suou.\Don't erase them!\Who are you?\You wont need this where youre going.\Where are we going next?\We'll always be together, right? response:	We can travel again, right?
context: They are my memories.\Suou.\Don't erase them!\Who are you?\You wont need this where youre going.\Where are we going next?\We'll always be together, right?\We can travel again, right? response:	Yes, we will.
context: Suou.\Don't erase them!\Who are you?\You wont need this where youre going.\Where are we going next?\We'll always be together, right?\We can travel again, right?\Yes, we will. response:	Liar.
context: Don't erase them!\Who are you?\You wont need this where youre going.\Where are we going next?\We'll always be together, right?\We can travel again, right?\Yes, we will.\Liar. response:	I'm not lying.
context: Who are you?\You wont need this where youre going.\Where are we going next?\We'll always be together, right?\We can travel again, right?\Yes, we will.\Liar.\I'm not lying. response:	I'll always be by your side.
context: You wont need this where youre going.\Where are we going next?\We'll always be together, right?\We can travel again, right?\Yes, we will.\Liar.\I'm not lying.\I'll always be by your side. response:	Hei...
context: Where are we going next?\We'll always be together, right?\We can travel again, right?\Yes, we will.\Liar.\I'm not lying.\I'll always be by your side.\Hei... response:	Hei.
context: We'll always be together, right?\We can travel again, right?\Yes, we will.\Liar.\I'm not lying.\I'll always be by your side.\Hei...\Hei. response:	Yin.
context: We can travel again, right?\Yes, we will.\Liar.\I'm not lying.\I'll always be by your side.\Hei...\Hei.\Yin. response:	It's not too late.
context: Yes, we will.\Liar.\I'm not lying.\I'll always be by your side.\Hei...\Hei.\Yin.\It's not too late. response:	Kill me.
context: Liar.\I'm not lying.\I'll always be by your side.\Hei...\Hei.\Yin.\It's not too late.\Kill me. response:	Hey! Wait for me!
context: I'm not lying.\I'll always be by your side.\Hei...\Hei.\Yin.\It's not too late.\Kill me.\Hey! Wait for me! response:	Are we going to Suou?
context: I'll always be by your side.\Hei...\Hei.\Yin.\It's not too late.\Kill me.\Hey! Wait for me!\Are we going to Suou? response:	I don't know if we will make it in time, but if this place is the Gate, my wish will come true!
context: Hei...\Hei.\Yin.\It's not too late.\Kill me.\Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true! response:	Don't forget that you will lose something.
context: Hei.\Yin.\It's not too late.\Kill me.\Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something. response:	Don't just stop like that.
context: Yin.\It's not too late.\Kill me.\Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that. response:	What?
context: It's not too late.\Kill me.\Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that.\What? response:	BK201's star...
context: Kill me.\Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that.\What?\BK201's star... response:	Oh, no!
context: Hey! Wait for me!\Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that.\What?\BK201's star...\Oh, no! response:	This is bad!
context: Are we going to Suou?\I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that.\What?\BK201's star...\Oh, no!\This is bad! response:	I'm going to be late!
context: I don't know if we will make it in time, but if this place is the Gate, my wish will come true!\Don't forget that you will lose something.\Don't just stop like that.\What?\BK201's star...\Oh, no!\This is bad!\I'm going to be late! response:	That's why you should wake up a bit earlier.
context: Don't forget that you will lose something.\Don't just stop like that.\What?\BK201's star...\Oh, no!\This is bad!\I'm going to be late!\That's why you should wake up a bit earlier. response:	But last night was the best night to see the Gemini meteor cluster!
context: Don't just stop like that.\What?\BK201's star...\Oh, no!\This is bad!\I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster! response:	Hey, you two! Don't forget your lunches!
context: What?\BK201's star...\Oh, no!\This is bad!\I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches! response:	Ah, thanks.
context: BK201's star...\Oh, no!\This is bad!\I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks. response:	Dear, your hair is standing up.
context: Oh, no!\This is bad!\I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up. response:	Thanks.
context: This is bad!\I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up.\Thanks. response:	How about waking up a bit earlier yourself, Papa?
context: I'm going to be late!\That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa? response:	I'm off!
context: That's why you should wake up a bit earlier.\But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off! response:	Good morning!
context: But last night was the best night to see the Gemini meteor cluster!\Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning! response:	Something is missing.
context: Hey, you two! Don't forget your lunches!\Ah, thanks.\Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning!\Something is missing. response:	I wonder when I started thinking that way.
context: Ah, thanks.\Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning!\Something is missing.\I wonder when I started thinking that way. response:	Whether I'm together with my friends, or with my family,
