context: All of a sudden, I was there. response:	I was there, all alone.
context: Don't screw it up, you guys.\I know!\It can't be...\Is something wrong?\Miss Wallenstein, I'm aware that this is rude,\but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today. response:	It's dangerous, so stay close, Lili.
context: I know!\It can't be...\Is something wrong?\Miss Wallenstein, I'm aware that this is rude,\but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili. response:	Yes, Bell-sama.
context: It can't be...\Is something wrong?\Miss Wallenstein, I'm aware that this is rude,\but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama. response:	Lili, what's this?
context: Is something wrong?\Miss Wallenstein, I'm aware that this is rude,\but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this? response:	That's a Landform...
context: Miss Wallenstein, I'm aware that this is rude,\but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this?\That's a Landform... response:	But it looks like you don't have time to cut them all down.
context: but may I ask you a favor?\So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down. response:	It really is big...
context: So this is the tenth floor?\Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big... response:	You mustn't run, Bell-sama.
context: Yes. This is our goal for today.\It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama. response:	You're right.
context: It's dangerous, so stay close, Lili.\Yes, Bell-sama.\Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama.\You're right. response:	If I can't beat an orc,
context: Yes, Bell-sama.\Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama.\You're right.\If I can't beat an orc, response:	I'll never beat the monsters that come after this!
context: Lili, what's this?\That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama.\You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this! response:	Yeah, like that minotaur...
context: That's a Landform...\But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama.\You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur... response:	The Landform?
context: But it looks like you don't have time to cut them all down.\It really is big...\You mustn't run, Bell-sama.\You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform? response:	It's becomes a weapon?!
context: It really is big...\You mustn't run, Bell-sama.\You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform?\It's becomes a weapon?! response:	Bell-sama, it's coming!
context: You mustn't run, Bell-sama.\You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform?\It's becomes a weapon?!\Bell-sama, it's coming! response:	What are you thinking, Miss Advisor?
context: You're right.\If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform?\It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor? response:	You're here on guild business, right?
context: If I can't beat an orc,\I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform?\It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right? response:	Do you have time to spend talking to me?
context: I'll never beat the monsters that come after this!\Yeah, like that minotaur...\The Landform?\It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me? response:	I wanted to talk to you about that supporter of Bell-kun's.
context: Yeah, like that minotaur...\The Landform?\It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's. response:	I think...
context: The Landform?\It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think... response:	Okay!
context: It's becomes a weapon?!\Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay! response:	Bell-sama! Another one's coming!
context: Bell-sama, it's coming!\What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay!\Bell-sama! Another one's coming! response:	Firebolt!
context: What are you thinking, Miss Advisor?\You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay!\Bell-sama! Another one's coming!\Firebolt! response:	Firebolt!
context: You're here on guild business, right?\Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay!\Bell-sama! Another one's coming!\Firebolt!\Firebolt! response:	I did it...
context: Do you have time to spend talking to me?\I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay!\Bell-sama! Another one's coming!\Firebolt!\Firebolt!\I did it... response:	I did it, Lili!
context: I wanted to talk to you about that supporter of Bell-kun's.\I think...\Okay!\Bell-sama! Another one's coming!\Firebolt!\Firebolt!\I did it...\I did it, Lili! response:	Lili, where are you?
context: I think...\Okay!\Bell-sama! Another one's coming!\Firebolt!\Firebolt!\I did it...\I did it, Lili!\Lili, where are you? response:	Oh, no. Did a monster get her?
context: Okay!\Bell-sama! Another one's coming!\Firebolt!\Firebolt!\I did it...\I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her? response:	Those items...
context: Bell-sama! Another one's coming!\Firebolt!\Firebolt!\I did it...\I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her?\Those items... response:	They're monster lures!
context: Firebolt!\Firebolt!\I did it...\I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her?\Those items...\They're monster lures! response:	Lili, where are you?
context: Firebolt!\I did it...\I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her?\Those items...\They're monster lures!\Lili, where are you? response:	Fireb
context: I did it...\I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her?\Those items...\They're monster lures!\Lili, where are you?\Fireb response:	Lili, where are you?
context: I did it, Lili!\Lili, where are you?\Oh, no. Did a monster get her?\Those items...\They're monster lures!\Lili, where are you?\Fireb\Lili, where are you? response:	Answer me!
context: Lili, where are you?\Oh, no. Did a monster get her?\Those items...\They're monster lures!\Lili, where are you?\Fireb\Lili, where are you?\Answer me! response:	Lili!
context: Oh, no. Did a monster get her?\Those items...\They're monster lures!\Lili, where are you?\Fireb\Lili, where are you?\Answer me!\Lili! response:	Lili, what are you doing?
context: Those items...\They're monster lures!\Lili, where are you?\Fireb\Lili, where are you?\Answer me!\Lili!\Lili, what are you doing? response:	Sorry, Bell-sama.
context: They're monster lures!\Lili, where are you?\Fireb\Lili, where are you?\Answer me!\Lili!\Lili, what are you doing?\Sorry, Bell-sama. response:	This is the end.
context: Lili, where are you?\Fireb\Lili, where are you?\Answer me!\Lili!\Lili, what are you doing?\Sorry, Bell-sama.\This is the end. response:	You heard everything from that guy, didn't you?
context: Fireb\Lili, where are you?\Answer me!\Lili!\Lili, what are you doing?\Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you? response:	Wh-What?
context: Lili, where are you?\Answer me!\Lili!\Lili, what are you doing?\Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you?\Wh-What? response:	Find a good opportunity to escape, okay?
context: Answer me!\Lili!\Lili, what are you doing?\Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay? response:	Goodbye, Bell-sama!
context: Lili!\Lili, what are you doing?\Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama! response:	Lili!
context: Lili, what are you doing?\Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili! response:	Lili!
context: Sorry, Bell-sama.\This is the end.\You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili!\Lili! response:	You're too nice.
context: This is the end.\You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili!\Lili!\You're too nice. response:	The midnight bell tolls, Cinderella.
context: You heard everything from that guy, didn't you?\Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili!\Lili!\You're too nice.\The midnight bell tolls, Cinderella. response:	This is your fault, Bell-sama.
context: Wh-What?\Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili!\Lili!\You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama. response:	If only you hadn't met him...
context: Find a good opportunity to escape, okay?\Goodbye, Bell-sama!\Lili!\Lili!\You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him... response:	No, this is the right thing to do.
context: Goodbye, Bell-sama!\Lili!\Lili!\You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do. response:	Bell-sama's an adventurer, too.
context: Lili!\Lili!\You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too. response:	One of those adventurers that I hate.
context: Lili!\You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate. response:	A Hephaestus weapon...
context: You're too nice.\The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon... response:	I can sell this anywhere.
context: The midnight bell tolls, Cinderella.\This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere. response:	I may even get enough money to reach my goal.
context: This is your fault, Bell-sama.\If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal. response:	This is for my freedom.
context: If only you hadn't met him...\No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom. response:	I need money to leave the Familia, so...
context: No, this is the right thing to do.\Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so... response:	Isn't that nice?
context: Bell-sama's an adventurer, too.\One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice? response:	You got a big haul.
context: One of those adventurers that I hate.\A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice?\You got a big haul. response:	You've screwed with me for too long, you goddamn prum!
context: A Hephaestus weapon...\I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum! response:	Look at you, you little thief.
context: I can sell this anywhere.\I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief. response:	I thought you were going to be getting rid of that kid soon.
context: I may even get enough money to reach my goal.\This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon. response:	I figured if I laid a trap here, I'd be sure to find you.
context: This is for my freedom.\I need money to leave the Familia, so...\Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you. response:	A trap?
context: I need money to leave the Familia, so...\Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap? response:	There aren't a lot of paths you can use on this floor.
context: Isn't that nice?\You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor. response:	There are three more of us at the other routes.
context: You got a big haul.\You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes. response:	But you came to see me!
context: You've screwed with me for too long, you goddamn prum!\Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me! response:	This is pretty good stuff!
context: Look at you, you little thief.\I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff! response:	You've even got a magic weapon!
context: I thought you were going to be getting rid of that kid soon.\I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff!\You've even got a magic weapon! response:	You've been having a good time, haven't you?
context: I figured if I laid a trap here, I'd be sure to find you.\A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you? response:	Oh, there you are. You're early.
context: A trap?\There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early. response:	Look at this brat.
context: There aren't a lot of paths you can use on this floor.\There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat. response:	She even had a magic weapon!
context: There are three more of us at the other routes.\But you came to see me!\This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon! response:	You were right.
context: But you came to see me!\This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon!\You were right. response:	She's been saving up.
context: This is pretty good stuff!\You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon!\You were right.\She's been saving up. response:	I see.
context: You've even got a magic weapon!\You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon!\You were right.\She's been saving up.\I see. response:	Hey, so I wanted to ask you something...
context: You've been having a good time, haven't you?\Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon!\You were right.\She's been saving up.\I see.\Hey, so I wanted to ask you something... response:	You think you could leave all her stuff here?
context: Oh, there you are. You're early.\Look at this brat.\She even had a magic weapon!\You were right.\She's been saving up.\I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here? response:	A killer ant?
context: Look at this brat.\She even had a magic weapon!\You were right.\She's been saving up.\I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant? response:	D-Do you know what you're doing?
context: She even had a magic weapon!\You were right.\She's been saving up.\I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing? response:	Yes.
context: You were right.\She's been saving up.\I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing?\Yes. response:	A dying killer ant will send out a signal to summon its fellows.
context: She's been saving up.\I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows. response:	Every adventurer knows that.
context: I see.\Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that. response:	A-Are you insane?
context: Hey, so I wanted to ask you something...\You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane? response:	You bastards...
context: You think you could leave all her stuff here?\A killer ant?\D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane?\You bastards... response:	You don't want to end up a meal for them while you're fighting us, do you?
context: A killer ant?\D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you? response:	Damn it all!
context: D-Do you know what you're doing?\Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all! response:	Hey, Arde.
context: Yes.\A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde. response:	This looks pretty bad, doesn't it?
context: A dying killer ant will send out a signal to summon its fellows.\Every adventurer knows that.\A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it? response:	We're both part of the same Familia, right?
context: Every adventurer knows that.\A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right? response:	I'll save you, so give me everything you have.
context: A-Are you insane?\You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have. response:	Or do you think you can fool me like yesterday?
context: You bastards...\You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday? response:	If you do...
context: You don't want to end up a meal for them while you're fighting us, do you?\Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do... response:	All right!
context: Damn it all!\Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do...\All right! response:	I understand, so...
context: Hey, Arde.\This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do...\All right!\I understand, so... response:	This is a key to a gnome safe.
context: This looks pretty bad, doesn't it?\We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do...\All right!\I understand, so...\This is a key to a gnome safe. response:	I converted the money to jewels and hid them there.
context: We're both part of the same Familia, right?\I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do...\All right!\I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there. response:	So this is it, huh?
context: I'll save you, so give me everything you have.\Or do you think you can fool me like yesterday?\If you do...\All right!\I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh? response:	K-Kanu-san...
context: Or do you think you can fool me like yesterday?\If you do...\All right!\I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san... response:	Look around, Arde.
context: If you do...\All right!\I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san...\Look around, Arde. response:	This looks pretty dire, doesn't it?
context: All right!\I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it? response:	So you get to be our decoy.
context: I understand, so...\This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy. response:	But that wasn't the deal...
context: This is a key to a gnome safe.\I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal... response:	What kind of adventurer keeps a promise made to a supporter?
context: I converted the money to jewels and hid them there.\So this is it, huh?\K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter? response:	We don't need you anymore.
context: So this is it, huh?\K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore. response:	Keep supporting us till the end of your life, supporter!
context: K-Kanu-san...\Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter! response:	This is why I hate adventurers.
context: Look around, Arde.\This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers. response:	But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.
context: This looks pretty dire, doesn't it?\So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me. response:	If that's true, then maybe I should give up.
context: So you get to be our decoy.\But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up. response:	But it hurts.
context: But that wasn't the deal...\What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts. response:	God, why...?
context: What kind of adventurer keeps a promise made to a supporter?\We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts.\God, why...? response:	Why did you make me like this?
context: We don't need you anymore.\Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts.\God, why...?\Why did you make me like this? response:	I hate myself for being so weak and small.
context: Keep supporting us till the end of your life, supporter!\This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts.\God, why...?\Why did you make me like this?\I hate myself for being so weak and small. response:	And nothing ever changes for me.
context: This is why I hate adventurers.\But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts.\God, why...?\Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me. response:	I was so lonely.
context: But, I guess... this is what I deserve for deceiving Bell-sama, who was so nice to me.\If that's true, then maybe I should give up.\But it hurts.\God, why...?\Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely. response:	I wanted to be with someone.
context: If that's true, then maybe I should give up.\But it hurts.\God, why...?\Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely.\I wanted to be with someone. response:	I wanted to be needed.
context: But it hurts.\God, why...?\Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely.\I wanted to be with someone.\I wanted to be needed. response:	But...
context: God, why...?\Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely.\I wanted to be with someone.\I wanted to be needed.\But... response:	It's over now.
context: Why did you make me like this?\I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely.\I wanted to be with someone.\I wanted to be needed.\But...\It's over now. response:	I can finally die.
context: I hate myself for being so weak and small.\And nothing ever changes for me.\I was so lonely.\I wanted to be with someone.\I wanted to be needed.\But...\It's over now.\I can finally die. response:	I can finally end this.
context: And nothing ever changes for me.\I was so lonely.\I wanted to be with someone.\I wanted to be needed.\But...\It's over now.\I can finally die.\I can finally end this. response:	The me who can't do anything.
context: I was so lonely.\I wanted to be with someone.\I wanted to be needed.\But...\It's over now.\I can finally die.\I can finally end this.\The me who can't do anything. response:	The weak me.
context: I wanted to be with someone.\I wanted to be needed.\But...\It's over now.\I can finally die.\I can finally end this.\The me who can't do anything.\The weak me. response:	The small me.
context: I wanted to be needed.\But...\It's over now.\I can finally die.\I can finally end this.\The me who can't do anything.\The weak me.\The small me. response:	The worthless me.
context: But...\It's over now.\I can finally die.\I can finally end this.\The me who can't do anything.\The weak me.\The small me.\The worthless me. response:	The lonely me.
context: It's over now.\I can finally die.\I can finally end this.\The me who can't do anything.\The weak me.\The small me.\The worthless me.\The lonely me. response:	I'm finally going to...
context: I can finally die.\I can finally end this.\The me who can't do anything.\The weak me.\The small me.\The worthless me.\The lonely me.\I'm finally going to... response:	Lili!
context: I can finally end this.\The me who can't do anything.\The weak me.\The small me.\The worthless me.\The lonely me.\I'm finally going to...\Lili! response:	Am I going to die?
context: The me who can't do anything.\The weak me.\The small me.\The worthless me.\The lonely me.\I'm finally going to...\Lili!\Am I going to die? response:	Firebolt!
context: The weak me.\The small me.\The worthless me.\The lonely me.\I'm finally going to...\Lili!\Am I going to die?\Firebolt! response:	Please, Goddess Hestia.
context: The small me.\The worthless me.\The lonely me.\I'm finally going to...\Lili!\Am I going to die?\Firebolt!\Please, Goddess Hestia. response:	I'll try to convince him, too.
context: The worthless me.\The lonely me.\I'm finally going to...\Lili!\Am I going to die?\Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too. response:	Please tell Bell-kun to fire his supporter.
context: The lonely me.\I'm finally going to...\Lili!\Am I going to die?\Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter. response:	It won't work.
context: I'm finally going to...\Lili!\Am I going to die?\Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work. response:	Huh?
context: Lili!\Am I going to die?\Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work.\Huh? response:	He's already made his decision.
