context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: Are you serious?\I'd feel bad if she had to commute two hours each way every day.\What? What's the matter?\It's nothing.\What? did you come all the way over just to sulk?\What are you doing?\Here, come with me.\What is it? response:	How many years has it been since I last cut your hair?
context: I'd feel bad if she had to commute two hours each way every day.\What? What's the matter?\It's nothing.\What? did you come all the way over just to sulk?\What are you doing?\Here, come with me.\What is it?\How many years has it been since I last cut your hair? response:	I forgot.
context: What? What's the matter?\It's nothing.\What? did you come all the way over just to sulk?\What are you doing?\Here, come with me.\What is it?\How many years has it been since I last cut your hair?\I forgot. response:	You wouldn't let me cut much after you became a big brother.
context: It's nothing.\What? did you come all the way over just to sulk?\What are you doing?\Here, come with me.\What is it?\How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother. response:	What were you getting all worked up about?
context: What? did you come all the way over just to sulk?\What are you doing?\Here, come with me.\What is it?\How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about? response:	Big brother.
context: What are you doing?\Here, come with me.\What is it?\How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother. response:	What?
context: Here, come with me.\What is it?\How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother.\What? response:	She isn't bothering you?
context: What is it?\How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother.\What?\She isn't bothering you? response:	Saying, big brother, big brother, big brother...
context: How many years has it been since I last cut your hair?\I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother.\What?\She isn't bothering you?\Saying, big brother, big brother, big brother... response:	How do you know?
context: I forgot.\You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother.\What?\She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know? response:	Well, you see...
context: You wouldn't let me cut much after you became a big brother.\What were you getting all worked up about?\Big brother.\What?\She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know?\Well, you see... response:	I wonder what my brother is like?
context: What were you getting all worked up about?\Big brother.\What?\She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know?\Well, you see...\I wonder what my brother is like? response:	I want to meet him soon.
context: Big brother.\What?\She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know?\Well, you see...\I wonder what my brother is like?\I want to meet him soon. response:	I wonder if he'll help me with studying.
context: What?\She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know?\Well, you see...\I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying. response:	Oh, nothing, nothing at all.
context: She isn't bothering you?\Saying, big brother, big brother, big brother...\How do you know?\Well, you see...\I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all. response:	He will help you, I'm sure, with your studies.
context: Saying, big brother, big brother, big brother...\How do you know?\Well, you see...\I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies. response:	Yeah!
context: How do you know?\Well, you see...\I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah! response:	She probably really wanted to live with you guys... or just you.
context: Well, you see...\I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you. response:	Oh...
context: I wonder what my brother is like?\I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you.\Oh... response:	So take good care of her, okay?
context: I want to meet him soon.\I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay? response:	Zenzou-san is no good when you really need him.
context: I wonder if he'll help me with studying.\Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him. response:	Okay...
context: Oh, nothing, nothing at all.\He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay... response:	What? You better have a more firm character.
context: He will help you, I'm sure, with your studies.\Yeah!\She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character. response:	You're a big brother, aren't you?
context: Yeah!\She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character.\You're a big brother, aren't you? response:	Hey.
context: She probably really wanted to live with you guys... or just you.\Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character.\You're a big brother, aren't you?\Hey. response:	What would you do if I made her unhappy?
context: Oh...\So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character.\You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy? response:	What?
context: So take good care of her, okay?\Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character.\You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy?\What? response:	If I somehow made her unhappy,
context: Zenzou-san is no good when you really need him.\Okay...\What? You better have a more firm character.\You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy?\What?\If I somehow made her unhappy, response:	what would you do?
context: Okay...\What? You better have a more firm character.\You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy?\What?\If I somehow made her unhappy,\what would you do? response:	If such a thing happened,
context: What? You better have a more firm character.\You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy?\What?\If I somehow made her unhappy,\what would you do?\If such a thing happened, response:	I wouldn't let you off with nothing.
context: You're a big brother, aren't you?\Hey.\What would you do if I made her unhappy?\What?\If I somehow made her unhappy,\what would you do?\If such a thing happened,\I wouldn't let you off with nothing. response:	Of course.
context: Hey.\What would you do if I made her unhappy?\What?\If I somehow made her unhappy,\what would you do?\If such a thing happened,\I wouldn't let you off with nothing.\Of course. response:	Odd child.
context: What would you do if I made her unhappy?\What?\If I somehow made her unhappy,\what would you do?\If such a thing happened,\I wouldn't let you off with nothing.\Of course.\Odd child. response:	You still don't seem to be very honest with yourself.
context: What?\If I somehow made her unhappy,\what would you do?\If such a thing happened,\I wouldn't let you off with nothing.\Of course.\Odd child.\You still don't seem to be very honest with yourself. response:	Really?
context: If I somehow made her unhappy,\what would you do?\If such a thing happened,\I wouldn't let you off with nothing.\Of course.\Odd child.\You still don't seem to be very honest with yourself.\Really? response:	It means you haven't grown up at all.
context: what would you do?\If such a thing happened,\I wouldn't let you off with nothing.\Of course.\Odd child.\You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all. response:	You'd better be stronger.
context: If such a thing happened,\I wouldn't let you off with nothing.\Of course.\Odd child.\You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all.\You'd better be stronger. response:	It's the most difficult phase
context: I wouldn't let you off with nothing.\Of course.\Odd child.\You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase response:	at that age.
context: Of course.\Odd child.\You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase\at that age. response:	Why don't you stay a little longer, since its been a while?
context: Odd child.\You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while? response:	How can I?
context: You still don't seem to be very honest with yourself.\Really?\It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while?\How can I? response:	I have work tomorrow too.
context: Really?\It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too. response:	You have to eat properly.
context: It means you haven't grown up at all.\You'd better be stronger.\It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too.\You have to eat properly. response:	Okay.
context: You'd better be stronger.\It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too.\You have to eat properly.\Okay. response:	Oh yes. Nanoka's flavoring is usually a little too strong,
context: It's the most difficult phase\at that age.\Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too.\You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong, response:	so tell her to be careful.
context: at that age.\Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too.\You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful. response:	Yeah, I got it.
context: Why don't you stay a little longer, since its been a while?\How can I?\I have work tomorrow too.\You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it. response:	And don't give her too much allowance.
context: How can I?\I have work tomorrow too.\You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance. response:	I wouldn't give her any even if she begged.
context: I have work tomorrow too.\You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged. response:	And tell her not to stay up too late.
context: You have to eat properly.\Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late. response:	I got it already. I'll be late for my train.
context: Okay.\Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train. response:	But...
context: Oh yes. Nanoka's flavoring is usually a little too strong,\so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train.\But... response:	I know.
context: so tell her to be careful.\Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train.\But...\I know. response:	I understand.
context: Yeah, I got it.\And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train.\But...\I know.\I understand. response:	Thank you, Koshiro.
context: And don't give her too much allowance.\I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train.\But...\I know.\I understand.\Thank you, Koshiro. response:	Okay, bye.
context: I wouldn't give her any even if she begged.\And tell her not to stay up too late.\I got it already. I'll be late for my train.\But...\I know.\I understand.\Thank you, Koshiro.\Okay, bye. response:	Get along well as siblings, okay?
context: And tell her not to stay up too late.\I got it already. I'll be late for my train.\But...\I know.\I understand.\Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay? response:	Yeah.
context: I got it already. I'll be late for my train.\But...\I know.\I understand.\Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay?\Yeah. response:	I'm back.
context: But...\I know.\I understand.\Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay?\Yeah.\I'm back. response:	I'm... home.
context: I know.\I understand.\Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay?\Yeah.\I'm back.\I'm... home. response:	Want some?
context: I understand.\Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay?\Yeah.\I'm back.\I'm... home.\Want some? response:	Okay.
context: Thank you, Koshiro.\Okay, bye.\Get along well as siblings, okay?\Yeah.\I'm back.\I'm... home.\Want some?\Okay. response:	You're not going to cry?
context: Okay, bye.\Get along well as siblings, okay?\Yeah.\I'm back.\I'm... home.\Want some?\Okay.\You're not going to cry? response:	Eh?
context: Get along well as siblings, okay?\Yeah.\I'm back.\I'm... home.\Want some?\Okay.\You're not going to cry?\Eh? response:	No, nothing.
context: Yeah.\I'm back.\I'm... home.\Want some?\Okay.\You're not going to cry?\Eh?\No, nothing. response:	Hey, brother?
context: I'm back.\I'm... home.\Want some?\Okay.\You're not going to cry?\Eh?\No, nothing.\Hey, brother? response:	Where did you go today?
context: I'm... home.\Want some?\Okay.\You're not going to cry?\Eh?\No, nothing.\Hey, brother?\Where did you go today? response:	Somewhere.
context: Want some?\Okay.\You're not going to cry?\Eh?\No, nothing.\Hey, brother?\Where did you go today?\Somewhere. response:	What?
context: Okay.\You're not going to cry?\Eh?\No, nothing.\Hey, brother?\Where did you go today?\Somewhere.\What? response:	Just for a walk.
context: You're not going to cry?\Eh?\No, nothing.\Hey, brother?\Where did you go today?\Somewhere.\What?\Just for a walk. response:	To where?
context: Eh?\No, nothing.\Hey, brother?\Where did you go today?\Somewhere.\What?\Just for a walk.\To where? response:	Somewhere.
context: No, nothing.\Hey, brother?\Where did you go today?\Somewhere.\What?\Just for a walk.\To where?\Somewhere. response:	You should've taken me too.
context: Hey, brother?\Where did you go today?\Somewhere.\What?\Just for a walk.\To where?\Somewhere.\You should've taken me too. response:	I'm fine with being big brother.
context: Where did you go today?\Somewhere.\What?\Just for a walk.\To where?\Somewhere.\You should've taken me too.\I'm fine with being big brother. response:	Siblings that get along well is fine.
context: Somewhere.\What?\Just for a walk.\To where?\Somewhere.\You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine. response:	If that's the role that I was given,
context: What?\Just for a walk.\To where?\Somewhere.\You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given, response:	I'll do what I must.
context: Just for a walk.\To where?\Somewhere.\You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must. response:	So...
context: To where?\Somewhere.\You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must.\So... response:	Don't you have to get up early tomorrow?
context: Somewhere.\You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must.\So...\Don't you have to get up early tomorrow? response:	Yeah.
context: You should've taken me too.\I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must.\So...\Don't you have to get up early tomorrow?\Yeah. response:	But you too, brother.
context: I'm fine with being big brother.\Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must.\So...\Don't you have to get up early tomorrow?\Yeah.\But you too, brother. response:	I'll take a smoke and then go to sleep.
context: Siblings that get along well is fine.\If that's the role that I was given,\I'll do what I must.\So...\Don't you have to get up early tomorrow?\Yeah.\But you too, brother.\I'll take a smoke and then go to sleep. response:	So go to sleep.
context: If that's the role that I was given,\I'll do what I must.\So...\Don't you have to get up early tomorrow?\Yeah.\But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep. response:	Okay.
context: I'll do what I must.\So...\Don't you have to get up early tomorrow?\Yeah.\But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep.\Okay. response:	I'll do it.
context: So...\Don't you have to get up early tomorrow?\Yeah.\But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep.\Okay.\I'll do it. response:	Good night then.
context: Don't you have to get up early tomorrow?\Yeah.\But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep.\Okay.\I'll do it.\Good night then. response:	Yeah.
context: Yeah.\But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep.\Okay.\I'll do it.\Good night then.\Yeah. response:	So don't say that you love me.
context: But you too, brother.\I'll take a smoke and then go to sleep.\So go to sleep.\Okay.\I'll do it.\Good night then.\Yeah.\So don't say that you love me. response:	yasashii yume ga a gentle dream
context: I'll take a smoke and then go to sleep.\So go to sleep.\Okay.\I'll do it.\Good night then.\Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream response:	sotto mune no haru wo yobi calls the spring in my heart
context: So go to sleep.\Okay.\I'll do it.\Good night then.\Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart response:	yasashii kaze ni nari and becomes a gentle breeze
context: Okay.\I'll do it.\Good night then.\Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze response:	kimi ni furete satteyuku that touches you then leaves
context: I'll do it.\Good night then.\Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves response:	chiisana potto ni wa in the small pot
context: Good night then.\Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot response:	daisukina kimochi are feelings of love
context: Yeah.\So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love response:	yurayura to swaying softly
context: So don't say that you love me.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly response:	ii kaori nosete that carry a sweet scent
context: yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent response:	itsumo matteita always waiting...
context: sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting... response:	kono toki wo atatamete warming up this moment...
context: yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment... response:	futari dakara wakaru koto things we understand because it's the two of us
context: kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us response:	kotoba janakute are not just words
context: chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words response:	hohoemu dake negaudake we just smile, we just hope
context: daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope response:	shizukana sora e to the quiet sky
context: yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizukana sora e to the quiet sky response:	ashita mo mata aeru yo ne we'll see each other again tomorrow...
context: ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizukana sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow... response:	shizukana sora de at the quiet sky
context: itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizukana sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizukana sora de at the quiet sky response:	I'm Nanoka's father Zenzou, who isn't any good when I'm needed most.
context: kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizukana sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizukana sora de at the quiet sky\I'm Nanoka's father Zenzou, who isn't any good when I'm needed most. response:	Unable to stand that inconsiderate part of Makei-san, I resorted to this.
context: futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizukana sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizukana sora de at the quiet sky\I'm Nanoka's father Zenzou, who isn't any good when I'm needed most.\Unable to stand that inconsiderate part of Makei-san, I resorted to this. response:	Excrete red ball punishment!
