context: kimi ni utai kikasetai koto response:	There's something I want to tell you
context: Hm?\What are you talking about?\Hey! You still using the soap?\Give it back!\That voice is...!\Raku-sama!\T-Tachibana?\Why are you also...? response:	I never thought I'd run into you here! I'm so happy!
context: What are you talking about?\Hey! You still using the soap?\Give it back!\That voice is...!\Raku-sama!\T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy! response:	Shall I wash your back?
context: Hey! You still using the soap?\Give it back!\That voice is...!\Raku-sama!\T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back? response:	W-Wait
context: Give it back!\That voice is...!\Raku-sama!\T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait response:	What do you think you're doing?
context: That voice is...!\Raku-sama!\T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait\What do you think you're doing? response:	Are you an idiot?
context: Raku-sama!\T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait\What do you think you're doing?\Are you an idiot? response:	Oh, do you intend to get in the way?
context: T-Tachibana?\Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait\What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way? response:	What are you looking at?
context: Why are you also...?\I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait\What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at? response:	You...
context: I never thought I'd run into you here! I'm so happy!\Shall I wash your back?\W-Wait\What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at?\You... response:	Pervert!
context: Shall I wash your back?\W-Wait\What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at?\You...\Pervert! response:	Why...?
context: W-Wait\What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at?\You...\Pervert!\Why...? response:	It's been a while since we've been to a bathhouse.
context: What do you think you're doing?\Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at?\You...\Pervert!\Why...?\It's been a while since we've been to a bathhouse. response:	I know. It's nice once in a while, isn't it?
context: Are you an idiot?\Oh, do you intend to get in the way?\What are you looking at?\You...\Pervert!\Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it? response:	I can't believe Chitoge and Tachibana followed me here.
context: Oh, do you intend to get in the way?\What are you looking at?\You...\Pervert!\Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here. response:	I'd better not linger here too long.
context: What are you looking at?\You...\Pervert!\Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long. response:	Oh no, I forgot to bring my shampoo.
context: You...\Pervert!\Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo. response:	What am I going to do? Can you lend me yours, Onee-chan?
context: Pervert!\Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan? response:	You really are helpless, Haru.
context: Why...?\It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru. response:	That was a nice bath.
context: It's been a while since we've been to a bathhouse.\I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath. response:	Ah, you're done, Raku-chan?
context: I know. It's nice once in a while, isn't it?\I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan? response:	Huh?
context: I can't believe Chitoge and Tachibana followed me here.\I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan?\Huh? response:	I'm sorry, Raku-chan.
context: I'd better not linger here too long.\Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan. response:	I need to step out for a little while. Could you man the booth'til I get back?
context: Oh no, I forgot to bring my shampoo.\What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back? response:	Huh?!
context: What am I going to do? Can you lend me yours, Onee-chan?\You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?! response:	All you have to do is stand here.
context: You really are helpless, Haru.\That was a nice bath.\Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here. response:	And maybe work the register.
context: That was a nice bath.\Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here.\And maybe work the register. response:	N-No, wait, this is all too sudden!
context: Ah, you're done, Raku-chan?\Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden! response:	Also I'm a guy!
context: Huh?\I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy! response:	What if something were to happen in the women's bath...?
context: I'm sorry, Raku-chan.\I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...? response:	Nothing will, probably. We usually only get seniors, so don't worry.
context: I need to step out for a little while. Could you man the booth'til I get back?\Huh?!\All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry. response:	Well then, I'm counting on you.
context: Huh?!\All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you. response:	W-Wait!
context: All you have to do is stand here.\And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait! response:	Damn.
context: And maybe work the register.\N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait!\Damn. response:	Why did this have to happen?
context: N-No, wait, this is all too sudden!\Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait!\Damn.\Why did this have to happen? response:	Well, I doubt anything will happen.
context: Also I'm a guy!\What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait!\Damn.\Why did this have to happen?\Well, I doubt anything will happen. response:	Attendant, could you come here for a second?
context: What if something were to happen in the women's bath...?\Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait!\Damn.\Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second? response:	Yes, what is it?
context: Nothing will, probably. We usually only get seniors, so don't worry.\Well then, I'm counting on you.\W-Wait!\Damn.\Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it? response:	Oh dear. Today's booth manager is such a cute boy, isn't he?
context: Well then, I'm counting on you.\W-Wait!\Damn.\Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he? response:	The faucet in the women's bath is broken.
context: W-Wait!\Damn.\Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken. response:	Could you fix it?
context: Damn.\Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it? response:	Huh? B-But, I'm a guy...
context: Why did this have to happen?\Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy... response:	It's fine, it's fine.
context: Well, I doubt anything will happen.\Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine. response:	You're a cute little boy, so we don't mind!
context: Attendant, could you come here for a second?\Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind! response:	N-No. W-Wait!
context: Yes, what is it?\Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait! response:	This is bad.
context: Oh dear. Today's booth manager is such a cute boy, isn't he?\The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad. response:	Chitoge and the others are in there.
context: The faucet in the women's bath is broken.\Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad.\Chitoge and the others are in there. response:	Isn't it about time you got out?
context: Could you fix it?\Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad.\Chitoge and the others are in there.\Isn't it about time you got out? response:	Oh? Couldn't I say the same about you?
context: Huh? B-But, I'm a guy...\It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad.\Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you? response:	Oh my. You're such a gentleman!
context: It's fine, it's fine.\You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad.\Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman! response:	That's so lovely!
context: You're a cute little boy, so we don't mind!\N-No. W-Wait!\This is bad.\Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely! response:	Could you direct me, please?
context: N-No. W-Wait!\This is bad.\Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please? response:	First, head straight forward.
context: This is bad.\Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please?\First, head straight forward. response:	I'd better not see anything I don't have to.
context: Chitoge and the others are in there.\Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to. response:	Otherwise, Chitoge's going to pummel me.
context: Isn't it about time you got out?\Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me. response:	Ichijou-kun?
context: Oh? Couldn't I say the same about you?\Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun? response:	Why? Why is Ichijou-kun here?
context: Oh my. You're such a gentleman!\That's so lovely!\Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here? response:	Take a few more steps forward, and it'll be on the wall to your right.
context: That's so lovely!\Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right. response:	Good luck!
context: Could you direct me, please?\First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck! response:	Let's see, a few more steps forward and...
context: First, head straight forward.\I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and... response:	To the right...
context: I'd better not see anything I don't have to.\Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and...\To the right... response:	Uh... on the wall... the wall...
context: Otherwise, Chitoge's going to pummel me.\Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall... response:	Don't!
context: Ichijou-kun?\Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall...\Don't! response:	I'm here!
context: Why? Why is Ichijou-kun here?\Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall...\Don't!\I'm here! response:	What do you think you're doing?
context: Take a few more steps forward, and it'll be on the wall to your right.\Good luck!\Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall...\Don't!\I'm here!\What do you think you're doing? response:	Why are you walking around the women's bath like it's no big deal? Are you insane?
context: Good luck!\Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall...\Don't!\I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane? response:	And what were you trying to do to my sister?
context: Let's see, a few more steps forward and...\To the right...\Uh... on the wall... the wall...\Don't!\I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister? response:	If you lay a hand on her, I swear I'll!
context: To the right...\Uh... on the wall... the wall...\Don't!\I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll! response:	This voice... is it Haru-chan?
context: Uh... on the wall... the wall...\Don't!\I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan? response:	Then, does that mean Onodera is also...?
context: Don't!\I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...? response:	You're unbelievable...
context: I'm here!\What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable... response:	Geez!
context: What do you think you're doing?\Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable...\Geez! response:	Get out of here already!
context: Why are you walking around the women's bath like it's no big deal? Are you insane?\And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable...\Geez!\Get out of here already! response:	Sorry! My bad!
context: And what were you trying to do to my sister?\If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable...\Geez!\Get out of here already!\Sorry! My bad! response:	It's pretty noisy out there.
context: If you lay a hand on her, I swear I'll!\This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable...\Geez!\Get out of here already!\Sorry! My bad!\It's pretty noisy out there. response:	What's the matter, Kirisaki-san?
context: This voice... is it Haru-chan?\Then, does that mean Onodera is also...?\You're unbelievable...\Geez!\Get out of here already!\Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san? response:	Finally had enough?
context: Then, does that mean Onodera is also...?\You're unbelievable...\Geez!\Get out of here already!\Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough? response:	Don't make me laugh.
context: You're unbelievable...\Geez!\Get out of here already!\Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh. response:	I can go for another three hours.
context: Geez!\Get out of here already!\Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh.\I can go for another three hours. response:	Aren't you just about at your limit?
context: Get out of here already!\Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit? response:	I've barely used up five percent of my strength.
context: Sorry! My bad!\It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength. response:	Well I've only used one percent.
context: It's pretty noisy out there.\What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent. response:	I can't believe Onodera and her sister are here, too.
context: What's the matter, Kirisaki-san?\Finally had enough?\Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too. response:	Why today of all days?
context: Finally had enough?\Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days? response:	Attendant, can you come here for a moment?
context: Don't make me laugh.\I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment? response:	All right!
context: I can go for another three hours.\Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment?\All right! response:	What is it this time?
context: Aren't you just about at your limit?\I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment?\All right!\What is it this time? response:	Well, two girls passed out in the sauna.
context: I've barely used up five percent of my strength.\Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment?\All right!\What is it this time?\Well, two girls passed out in the sauna. response:	Can you go and check on them?
context: Well I've only used one percent.\I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment?\All right!\What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them? response:	She was talking about you guys?
context: I can't believe Onodera and her sister are here, too.\Why today of all days?\Attendant, can you come here for a moment?\All right!\What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys? response:	We'll leave it to you.
context: Why today of all days?\Attendant, can you come here for a moment?\All right!\What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys?\We'll leave it to you. response:	The floor's slippery, so be careful.
context: Attendant, can you come here for a moment?\All right!\What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful. response:	Geez.
context: All right!\What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful.\Geez. response:	What were you guys doing?
context: What is it this time?\Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful.\Geez.\What were you guys doing? response:	Making me look after you.
context: Well, two girls passed out in the sauna.\Can you go and check on them?\She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful.\Geez.\What were you guys doing?\Making me look after you. response:	What an awful day.
context: Can you go and check on them?\She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful.\Geez.\What were you guys doing?\Making me look after you.\What an awful day. response:	Hm?
context: She was talking about you guys?\We'll leave it to you.\The floor's slippery, so be careful.\Geez.\What were you guys doing?\Making me look after you.\What an awful day.\Hm? response:	It's going to fall off any second now!
context: We'll leave it to you.\The floor's slippery, so be careful.\Geez.\What were you guys doing?\Making me look after you.\What an awful day.\Hm?\It's going to fall off any second now! response:	Stop!
context: The floor's slippery, so be careful.\Geez.\What were you guys doing?\Making me look after you.\What an awful day.\Hm?\It's going to fall off any second now!\Stop! response:	Sorry to keep you waiting, Raku-chan.
context: Geez.\What were you guys doing?\Making me look after you.\What an awful day.\Hm?\It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan. response:	Oh?
context: What were you guys doing?\Making me look after you.\What an awful day.\Hm?\It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan.\Oh? response:	Passed out, despite being the attendant, huh?
context: Making me look after you.\What an awful day.\Hm?\It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh? response:	Raku-sama.
context: What an awful day.\Hm?\It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh?\Raku-sama. response:	Hurry up, Black Tiger!
context: Hm?\It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger! response:	Excuse me!
context: It's going to fall off any second now!\Stop!\Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger!\Excuse me! response:	This feels great!
context: Stop!\Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger!\Excuse me!\This feels great! response:	I've always wanted to go to a hot spring with everyone!
context: Sorry to keep you waiting, Raku-chan.\Oh?\Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger!\Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone! response:	It's like it's our own secret hot spring.
context: Oh?\Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger!\Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring. response:	By the way, where are Ichijou-kun and Maiko-kun?
context: Passed out, despite being the attendant, huh?\Raku-sama.\Hurry up, Black Tiger!\Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun? response:	There's a men's bath on the mountainside.
context: Raku-sama.\Hurry up, Black Tiger!\Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside. response:	If they try to come and peek, they'll get a face-to-face with my fists.
context: Hurry up, Black Tiger!\Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists. response:	I don't think we have to worry about Ichijou-kun...
context: Excuse me!\This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun... response:	By the way, Tsugumi-san.
context: This feels great!\I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san. response:	Could it be...
context: I've always wanted to go to a hot spring with everyone!\It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be... response:	Your breasts have grown again?
context: It's like it's our own secret hot spring.\By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be...\Your breasts have grown again? response:	Huh?
context: By the way, where are Ichijou-kun and Maiko-kun?\There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be...\Your breasts have grown again?\Huh? response:	Eh?! They did?
context: There's a men's bath on the mountainside.\If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be...\Your breasts have grown again?\Huh?\Eh?! They did? response:	Please, let me feel them!
context: If they try to come and peek, they'll get a face-to-face with my fists.\I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be...\Your breasts have grown again?\Huh?\Eh?! They did?\Please, let me feel them! response:	Well, this is quite...
context: I don't think we have to worry about Ichijou-kun...\By the way, Tsugumi-san.\Could it be...\Your breasts have grown again?\Huh?\Eh?! They did?\Please, let me feel them!\Well, this is quite... response:	Me, too! Let me!
context: By the way, Tsugumi-san.\Could it be...\Your breasts have grown again?\Huh?\Eh?! They did?\Please, let me feel them!\Well, this is quite...\Me, too! Let me! response:	W-Wait, stop!
context: Could it be...\Your breasts have grown again?\Huh?\Eh?! They did?\Please, let me feel them!\Well, this is quite...\Me, too! Let me!\W-Wait, stop! response:	Paula-san, your skin's so white!
context: Your breasts have grown again?\Huh?\Eh?! They did?\Please, let me feel them!\Well, this is quite...\Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white! response:	It looks really smooth.
context: Huh?\Eh?! They did?\Please, let me feel them!\Well, this is quite...\Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth. response:	Could you please stop staring?
context: Eh?! They did?\Please, let me feel them!\Well, this is quite...\Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring? response:	Your skin is real pretty, too, Haru.
