context: EPISODE 9: THYMOCYTE response:	Thymocyte!
context: Do you want to know?\DENDRITIC CELLS: Their role is to present bacteria that have invaded the body, and fragments of viral infection cells as antigens, and to notify other immune system cells. They're also involved in nurturing T Cells.\Dendritic Cells.\Their role is to present bacteria that have invaded the body,\and fragments of viral infection cells as antigens,\and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say? response:	What's your problem?
context: DENDRITIC CELLS: Their role is to present bacteria that have invaded the body, and fragments of viral infection cells as antigens, and to notify other immune system cells. They're also involved in nurturing T Cells.\Dendritic Cells.\Their role is to present bacteria that have invaded the body,\and fragments of viral infection cells as antigens,\and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say?\What's your problem? response:	T CELLS
context: Dendritic Cells.\Their role is to present bacteria that have invaded the body,\and fragments of viral infection cells as antigens,\and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say?\What's your problem?\T CELLS response:	See, those two...
context: Their role is to present bacteria that have invaded the body,\and fragments of viral infection cells as antigens,\and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say?\What's your problem?\T CELLS\See, those two... response:	What the hell?
context: and fragments of viral infection cells as antigens,\and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say?\What's your problem?\T CELLS\See, those two...\What the hell? response:	No way!
context: and to notify other immune system cells.\They're also involved in nurturing T Cells.\What did you say?\What's your problem?\T CELLS\See, those two...\What the hell?\No way! response:	They were classmates back in Thymus School.
context: They're also involved in nurturing T Cells.\What did you say?\What's your problem?\T CELLS\See, those two...\What the hell?\No way!\They were classmates back in Thymus School. response:	The guy with the glasses... He's the Helper T Commander?
context: What did you say?\What's your problem?\T CELLS\See, those two...\What the hell?\No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander? response:	He's totally pumped up!
context: What's your problem?\T CELLS\See, those two...\What the hell?\No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up! response:	Killer T Senpai is so scrawny!
context: T CELLS\See, those two...\What the hell?\No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny! response:	H-He's crying! Just like us!
context: See, those two...\What the hell?\No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us! response:	My job happens to involve using my brain!
context: What the hell?\No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain! response:	He's getting his butt kicked! He's nothing like he is today!
context: No way!\They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today! response:	I envy you for having the mindless job of just drilling them!
context: They were classmates back in Thymus School.\The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them! response:	Looks that way, doesn't it?
context: The guy with the glasses... He's the Helper T Commander?\He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it? response:	But years ago, those two...
context: He's totally pumped up!\Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two... response:	What did you say?
context: Killer T Senpai is so scrawny!\H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two...\What did you say? response:	THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.
context: H-He's crying! Just like us!\My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells. response:	Listen up!
context: My job happens to involve using my brain!\He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up! response:	There's nothing in this world that we fear!
context: He's getting his butt kicked! He's nothing like he is today!\I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear! response:	This thymus is where we're gonna separate the useful from the useless!
context: I envy you for having the mindless job of just drilling them!\Looks that way, doesn't it?\But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless! response:	We're the apprentice T Cells!
context: Looks that way, doesn't it?\But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells! response:	And we're gonna kill any virus or germ!
context: But years ago, those two...\What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ! response:	We're the apprentice T Cells!
context: What did you say?\THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells! response:	EPITHELIUM
context: THYMUS: The lymphoid organ that categorizes and fosters precursor cells into full-fledged T Cells.\Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM response:	There's nothing in this world that we fear!
context: Listen up!\There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear! response:	We're the apprentice T Cells!
context: There's nothing in this world that we fear!\This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells! response:	And we're gonna kill any virus or germ!
context: This thymus is where we're gonna separate the useful from the useless!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ! response:	You numskulls,
context: We're the apprentice T Cells!\And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls, response:	starting today, I'm gonna train you really hard, so brace yourselves!
context: And we're gonna kill any virus or germ!\We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves! response:	THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.
context: We're the apprentice T Cells!\EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization. response:	Thymic Epithelial Cell.
context: EPITHELIUM\There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell. response:	The Epithelial Cells that form the thymus.
context: There's nothing in this world that we fear!\We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus. response:	They nurture Lymphatic Cells, aiding in T Cell categorization.
context: We're the apprentice T Cells!\And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization. response:	Ya hear me?
context: And we're gonna kill any virus or germ!\You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me? response:	Yes!
context: You numskulls,\starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes! response:	Now let's get started!
context: starting today, I'm gonna train you really hard, so brace yourselves!\THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes!\Now let's get started! response:	You guys will be taking a test now!
context: THYMIC EPITHELIAL CELL: The Epithelial Cells that form the thymus. They nurture Lymphatic Cells, aiding in T Cell categorization.\Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes!\Now let's get started!\You guys will be taking a test now! response:	A test to see if you can react to an external enemy antigen, got that?
context: Thymic Epithelial Cell.\The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes!\Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that? response:	CELL
context: The Epithelial Cells that form the thymus.\They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes!\Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL response:	You will see human-type panels appear out of the blue!
context: They nurture Lymphatic Cells, aiding in T Cell categorization.\Ya hear me?\Yes!\Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue! response:	Judge for yourselves which ones you think are antigens, and attack!
context: Ya hear me?\Yes!\Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack! response:	Those who mistakenly assault common cells,
context: Yes!\Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells, response:	those who fail to attack a single antigen before they reach the goal,
context: Now let's get started!\You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal, response:	will be disqualified on the spot!
context: You guys will be taking a test now!\A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot! response:	Got that?
context: A test to see if you can react to an external enemy antigen, got that?\CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that? response:	Yes!
context: CELL\You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that?\Yes! response:	Only two to three percent will still be standing at the end!
context: You will see human-type panels appear out of the blue!\Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that?\Yes!\Only two to three percent will still be standing at the end! response:	So go for broke!
context: Judge for yourselves which ones you think are antigens, and attack!\Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that?\Yes!\Only two to three percent will still be standing at the end!\So go for broke! response:	Yes!
context: Those who mistakenly assault common cells,\those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that?\Yes!\Only two to three percent will still be standing at the end!\So go for broke!\Yes! response:	I-Is that...
context: those who fail to attack a single antigen before they reach the goal,\will be disqualified on the spot!\Got that?\Yes!\Only two to three percent will still be standing at the end!\So go for broke!\Yes!\I-Is that... response:	C-Could it be an antigen panel?
context: will be disqualified on the spot!\Got that?\Yes!\Only two to three percent will still be standing at the end!\So go for broke!\Yes!\I-Is that...\C-Could it be an antigen panel? response:	All right!
context: Got that?\Yes!\Only two to three percent will still be standing at the end!\So go for broke!\Yes!\I-Is that...\C-Could it be an antigen panel?\All right! response:	Good job! Okay!
context: Yes!\Only two to three percent will still be standing at the end!\So go for broke!\Yes!\I-Is that...\C-Could it be an antigen panel?\All right!\Good job! Okay! response:	Wh-Whoa!
context: Only two to three percent will still be standing at the end!\So go for broke!\Yes!\I-Is that...\C-Could it be an antigen panel?\All right!\Good job! Okay!\Wh-Whoa! response:	Can you believe this guy?
context: So go for broke!\Yes!\I-Is that...\C-Could it be an antigen panel?\All right!\Good job! Okay!\Wh-Whoa!\Can you believe this guy? response:	He split the panel into two!
context: Yes!\I-Is that...\C-Could it be an antigen panel?\All right!\Good job! Okay!\Wh-Whoa!\Can you believe this guy?\He split the panel into two! response:	H-Hey! I went after that panel first!
context: I-Is that...\C-Could it be an antigen panel?\All right!\Good job! Okay!\Wh-Whoa!\Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first! response:	And how could you stomp on my head?
context: C-Could it be an antigen panel?\All right!\Good job! Okay!\Wh-Whoa!\Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head? response:	Oh, sorry about that.
context: All right!\Good job! Okay!\Wh-Whoa!\Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that. response:	That was me using you as a springboard.
context: Good job! Okay!\Wh-Whoa!\Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard. response:	Because that was the shortest route to the panel.
context: Wh-Whoa!\Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel. response:	But you've got to have better reaction time,
context: Can you believe this guy?\He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time, response:	or it's gonna be hard to become a great T Cell, you know.
context: He split the panel into two!\H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know. response:	Why, you...
context: H-Hey! I went after that panel first!\And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you... response:	Ouch!
context: And how could you stomp on my head?\Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch! response:	Would you mind not making me expend unnecessary energy?
context: Oh, sorry about that.\That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch!\Would you mind not making me expend unnecessary energy? response:	D-Did it really hurt that much, that poke to the forehead?
context: That was me using you as a springboard.\Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead? response:	Just leave him! Getting involved with that one would be wasted effort!
context: Because that was the shortest route to the panel.\But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort! response:	Hey you! Stop sniveling and start running!
context: But you've got to have better reaction time,\or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running! response:	Such a glaring talent gap in this crop of candidates...
context: or it's gonna be hard to become a great T Cell, you know.\Why, you...\Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates... response:	Who would've thought we'd end up rooming together?
context: Why, you...\Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together? response:	So the room assignments aren't based on merit.
context: Ouch!\Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit. response:	Wh-What's that supposed to mean?
context: Would you mind not making me expend unnecessary energy?\D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean? response:	Don't make me spell everything out for you.
context: D-Did it really hurt that much, that poke to the forehead?\Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you. response:	As for the bunk bed, I'm taking the bottom bunk.
context: Just leave him! Getting involved with that one would be wasted effort!\Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk. response:	You're letting me have the top one?
context: Hey you! Stop sniveling and start running!\Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one? response:	Because it's a waste of time to climb up and down.
context: Such a glaring talent gap in this crop of candidates...\Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down. response:	But in return, make sure you keep your climbing to the minimum.
context: Who would've thought we'd end up rooming together?\So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum. response:	Otherwise, I won't be able to get a full night's rest.
context: So the room assignments aren't based on merit.\Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest. response:	I mean, you might as well sleep on the floor.
context: Wh-What's that supposed to mean?\Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor. response:	Wh-What did you say? Hey you! Is that any way to treat someone?
context: Don't make me spell everything out for you.\As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone? response:	What's your problem?
context: As for the bunk bed, I'm taking the bottom bunk.\You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem? response:	Is force the only thing you understand?
context: You're letting me have the top one?\Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand? response:	You two sure have a lot of time on your hands.
context: Because it's a waste of time to climb up and down.\But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands. response:	What do you want?
context: But in return, make sure you keep your climbing to the minimum.\Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want? response:	Nothing.
context: Otherwise, I won't be able to get a full night's rest.\I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want?\Nothing. response:	I just happened to be walking by.
context: I mean, you might as well sleep on the floor.\Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want?\Nothing.\I just happened to be walking by. response:	I thought you were deliberately creating a problem because you wanted to drop out.
context: Wh-What did you say? Hey you! Is that any way to treat someone?\What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want?\Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out. response:	Well, you're wrong! Why would I want to do that?
context: What's your problem?\Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want?\Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that? response:	Is that right?
context: Is force the only thing you understand?\You two sure have a lot of time on your hands.\What do you want?\Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right? response:	Oh, by the way...
context: You two sure have a lot of time on your hands.\What do you want?\Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way... response:	Seems like the two in the bed across from you flunked out after today.
context: What do you want?\Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today. response:	I'd better get my game on, too.
context: Nothing.\I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too. response:	See you!
context: I just happened to be walking by.\I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you! response:	The hellish training sessions continued after that day.
context: I thought you were deliberately creating a problem because you wanted to drop out.\Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you!\The hellish training sessions continued after that day. response:	Somehow, they managed to get through it
context: Well, you're wrong! Why would I want to do that?\Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it response:	and avoided flunking out.
context: Is that right?\Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out. response:	Hey you over there! Quit that loud bellyaching! Drop out right now!
context: Oh, by the way...\Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now! response:	N-No, I won't, sir!
context: Seems like the two in the bed across from you flunked out after today.\I'd better get my game on, too.\See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir! response:	Hey, don't be so stubborn. It's gonna end the same anyway!
context: I'd better get my game on, too.\See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway! response:	You're not cut out to be T Cell.
context: See you!\The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell. response:	Only the top achievers in this class can hope to survive. Right?
context: The hellish training sessions continued after that day.\Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right? response:	That's right.
context: Somehow, they managed to get through it\and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right. response:	Everyone who's finished, head back to the dorm!
context: and avoided flunking out.\Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm! response:	That was exhausting!
