context: One more! Give me another! response:	Shut up. I know that.
context: Oh...\But this is the guy from Foothill Store.\He's really a coach?\He's a senpai to all of you.\He's the grandson of Director Ukai.\What?\But that's not the name on your store.\The store's named after my mother's side of the family. response:	We got no time to waste. Let's get started.
context: But this is the guy from Foothill Store.\He's really a coach?\He's a senpai to all of you.\He's the grandson of Director Ukai.\What?\But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started. response:	I want to see what you guys are made of.
context: He's really a coach?\He's a senpai to all of you.\He's the grandson of Director Ukai.\What?\But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of. response:	The game will start at 6:30 PM.
context: He's a senpai to all of you.\He's the grandson of Director Ukai.\What?\But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM. response:	The opponents have already been invited.
context: He's the grandson of Director Ukai.\What?\But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited. response:	Huh? Opponents?
context: What?\But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents? response:	The Karasuno neighborhood association team.
context: But that's not the name on your store.\The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team. response:	If you still like volleyball,
context: The store's named after my mother's side of the family.\We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball, response:	that's reason enough to come back.
context: We got no time to waste. Let's get started.\I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back. response:	Here goes.
context: I want to see what you guys are made of.\The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back.\Here goes. response:	Okay!
context: The game will start at 6:30 PM.\The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back.\Here goes.\Okay! response:	Here goes.
context: The opponents have already been invited.\Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back.\Here goes.\Okay!\Here goes. response:	Damn, they're not coming.
context: Huh? Opponents?\The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back.\Here goes.\Okay!\Here goes.\Damn, they're not coming. response:	I guess it's impossible to get everyone on a weekday.
context: The Karasuno neighborhood association team.\If you still like volleyball,\that's reason enough to come back.\Here goes.\Okay!\Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday. response:	Here.
context: If you still like volleyball,\that's reason enough to come back.\Here goes.\Okay!\Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here. response:	Thank you very much.
context: that's reason enough to come back.\Here goes.\Okay!\Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much. response:	Hey.
context: Here goes.\Okay!\Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much.\Hey. response:	Hey.
context: Okay!\Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much.\Hey.\Hey. response:	Wow.
context: Here goes.\Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much.\Hey.\Hey.\Wow. response:	Brings back memories.
context: Damn, they're not coming.\I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much.\Hey.\Hey.\Wow.\Brings back memories. response:	Um...
context: I guess it's impossible to get everyone on a weekday.\Here.\Thank you very much.\Hey.\Hey.\Wow.\Brings back memories.\Um... response:	The team Neighborhood Association...
context: Here.\Thank you very much.\Hey.\Hey.\Wow.\Brings back memories.\Um...\The team Neighborhood Association... response:	Hey, guys, thanks for coming on short notice.
context: Thank you very much.\Hey.\Hey.\Wow.\Brings back memories.\Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice. response:	I was expecting geezers from a neighborhood association.
context: Hey.\Hey.\Wow.\Brings back memories.\Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association. response:	Me, too.
context: Hey.\Wow.\Brings back memories.\Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too. response:	All right!
context: Wow.\Brings back memories.\Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too.\All right! response:	Let's get started.
context: Brings back memories.\Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too.\All right!\Let's get started. response:	Yeah.
context: Um...\The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too.\All right!\Let's get started.\Yeah. response:	It's a match!
context: The team Neighborhood Association...\Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too.\All right!\Let's get started.\Yeah.\It's a match! response:	Hey, you. What's the matter?
context: Hey, guys, thanks for coming on short notice.\I was expecting geezers from a neighborhood association.\Me, too.\All right!\Let's get started.\Yeah.\It's a match!\Hey, you. What's the matter? response:	Oh, I'm sorry. He's sort of...
context: I was expecting geezers from a neighborhood association.\Me, too.\All right!\Let's get started.\Yeah.\It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of... response:	What? He has a problem? Is he injured?
context: Me, too.\All right!\Let's get started.\Yeah.\It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured? response:	No, it's not that kind of thing...
context: All right!\Let's get started.\Yeah.\It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing... response:	What, you're not injured?
context: Let's get started.\Yeah.\It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured? response:	Whatever the case, I need you on the neighborhood team.
context: Yeah.\It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team. response:	Their libero has to work. He couldn't make it.
context: It's a match!\Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it. response:	Well, maybe...
context: Hey, you. What's the matter?\Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe... response:	We need two more.
context: Oh, I'm sorry. He's sort of...\What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe...\We need two more. response:	How many extras have you got?
context: What? He has a problem? Is he injured?\No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe...\We need two more.\How many extras have you got? response:	Hey, it's Asahi-san!
context: No, it's not that kind of thing...\What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe...\We need two more.\How many extras have you got?\Hey, it's Asahi-san! response:	Asahi-san!
context: What, you're not injured?\Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe...\We need two more.\How many extras have you got?\Hey, it's Asahi-san!\Asahi-san! response:	This guy again...
context: Whatever the case, I need you on the neighborhood team.\Their libero has to work. He couldn't make it.\Well, maybe...\We need two more.\How many extras have you got?\Hey, it's Asahi-san!\Asahi-san!\This guy again... response:	Asahi-san?
context: Their libero has to work. He couldn't make it.\Well, maybe...\We need two more.\How many extras have you got?\Hey, it's Asahi-san!\Asahi-san!\This guy again...\Asahi-san? response:	You're late! Who do you think you are?
context: Well, maybe...\We need two more.\How many extras have you got?\Hey, it's Asahi-san!\Asahi-san!\This guy again...\Asahi-san?\You're late! Who do you think you are? response:	What's your position?
context: We need two more.\How many extras have you got?\Hey, it's Asahi-san!\Asahi-san!\This guy again...\Asahi-san?\You're late! Who do you think you are?\What's your position? response:	Wing spiker...
context: How many extras have you got?\Hey, it's Asahi-san!\Asahi-san!\This guy again...\Asahi-san?\You're late! Who do you think you are?\What's your position?\Wing spiker... response:	We're short of players. Hurry up and take your position!
context: Hey, it's Asahi-san!\Asahi-san!\This guy again...\Asahi-san?\You're late! Who do you think you are?\What's your position?\Wing spiker...\We're short of players. Hurry up and take your position! response:	Chop chop!
context: Asahi-san!\This guy again...\Asahi-san?\You're late! Who do you think you are?\What's your position?\Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop! response:	All we need is another setter.
context: This guy again...\Asahi-san?\You're late! Who do you think you are?\What's your position?\Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter. response:	I wish I could do it, but I have to watch the game.
context: Asahi-san?\You're late! Who do you think you are?\What's your position?\Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game. response:	I need to borrow a setter from you guys.
context: You're late! Who do you think you are?\What's your position?\Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys. response:	Sugawara-san.
context: What's your position?\Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san. response:	You're not doing this for me, are you?
context: Wing spiker...\We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you? response:	If you're stepping down so I can step up, I'll refuse.
context: We're short of players. Hurry up and take your position!\Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse. response:	Ever since Kageyama joined the team as official setter,
context: Chop chop!\All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter, response:	I've been relieved.
context: All we need is another setter.\I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved. response:	The setter is the pillar of our team's offense.
context: I wish I could do it, but I have to watch the game.\I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense. response:	He must be the toughest of everyone.
context: I need to borrow a setter from you guys.\Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone. response:	But I never felt confident about throwing tosses.
context: Sugawara-san.\You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses. response:	I've been scared
context: You're not doing this for me, are you?\If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared response:	the spikers would repeatedly be blocked because of my tosses.
context: If you're stepping down so I can step up, I'll refuse.\Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses. response:	So I hid behind Kageyama's overwhelming abilities,
context: Ever since Kageyama joined the team as official setter,\I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities, response:	and enjoyed the relief.
context: I've been relieved.\The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief. response:	When I think of spikes getting blocked...
context: The setter is the pillar of our team's offense.\He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked... response:	It still scares me.
context: He must be the toughest of everyone.\But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me. response:	But...
context: But I never felt confident about throwing tosses.\I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me.\But... response:	Let me toss to you again, Asahi.
context: I've been scared\the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me.\But...\Let me toss to you again, Asahi. response:	That's why I'll be on their team.
context: the spikers would repeatedly be blocked because of my tosses.\So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me.\But...\Let me toss to you again, Asahi.\That's why I'll be on their team. response:	Kageyama.
context: So I hid behind Kageyama's overwhelming abilities,\and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me.\But...\Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama. response:	I won't let you outplay me.
context: and enjoyed the relief.\When I think of spikes getting blocked...\It still scares me.\But...\Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama.\I won't let you outplay me. response:	I won't, either.
context: When I think of spikes getting blocked...\It still scares me.\But...\Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama.\I won't let you outplay me.\I won't, either. response:	Nishinoya, I'm counting on your nice receives.
context: It still scares me.\But...\Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama.\I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives. response:	That goes without saying.
context: But...\Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama.\I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying. response:	All right. Let's get ready.
context: Let me toss to you again, Asahi.\That's why I'll be on their team.\Kageyama.\I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready. response:	Asahi-san's here. Right?
context: That's why I'll be on their team.\Kageyama.\I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right? response:	Yeah. For now, anyway.
context: Kageyama.\I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway. response:	Karasuno Neighborhood Assoc.
context: I won't let you outplay me.\I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc. response:	Let's play.
context: I won't, either.\Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play. response:	They definitely have an intimidating presence.
context: Nishinoya, I'm counting on your nice receives.\That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence. response:	Let's do it, high schoolers.
context: That goes without saying.\All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers. response:	It's a battle against the ace...
context: All right. Let's get ready.\Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace... response:	Karasuno Neighborhood Assoc.
context: Asahi-san's here. Right?\Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc. response:	Nice receive.
context: Yeah. For now, anyway.\Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive. response:	Hey, good one. Nice toss.
context: Karasuno Neighborhood Assoc.\Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss. response:	Thank you very much.
context: Let's play.\They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss.\Thank you very much. response:	Sugawara-san's fast attack!
context: They definitely have an intimidating presence.\Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack! response:	Of course. Suga is an experienced setter, after all.
context: Let's do it, high schoolers.\It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all. response:	He looks happy...
context: It's a battle against the ace...\Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy... response:	Suga-san, nice toss!
context: Karasuno Neighborhood Assoc.\Nice receive.\Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss! response:	Yeah.
context: Nice receive.\Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss!\Yeah. response:	But the neighborhood folks are skillfully accommodating me.
context: Hey, good one. Nice toss.\Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me. response:	They're veterans, for sure.
context: Thank you very much.\Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure. response:	All right.
context: Sugawara-san's fast attack!\Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right. response:	My tosses still need a lot of work.
context: Of course. Suga is an experienced setter, after all.\He looks happy...\Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right.\My tosses still need a lot of work. response:	But, I have to use lots of fast attacks,
context: He looks happy...\Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks, response:	and confidently keep building offense.
context: Suga-san, nice toss!\Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense. response:	Otherwise, the whole match will be on the ace's shoulders again.
context: Yeah.\But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again. response:	Suga-san, you've become awesome.
context: But the neighborhood folks are skillfully accommodating me.\They're veterans, for sure.\All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome. response:	Huh? Really?
context: They're veterans, for sure.\All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really? response:	That's high praise coming from you, Nishinoya.
context: All right.\My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya. response:	Why's that?
context: My tosses still need a lot of work.\But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that? response:	Oh, well...
context: But, I have to use lots of fast attacks,\and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that?\Oh, well... response:	Suga, you've grown dependable in the short time I've been away.
context: and confidently keep building offense.\Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away. response:	And Nishinoya is dependable, as usual.
context: Otherwise, the whole match will be on the ace's shoulders again.\Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual. response:	No, seriously, you've become awesome.
context: Suga-san, you've become awesome.\Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome. response:	I, on the other hand,
context: Huh? Really?\That's high praise coming from you, Nishinoya.\Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand, response:	came moseying back, and am standing on the court without a purpose.
context: That's high praise coming from you, Nishinoya.\Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose. response:	I feel pathetic.
context: Why's that?\Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic. response:	But...
context: Oh, well...\Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But... response:	Nice serve.
context: Suga, you've grown dependable in the short time I've been away.\And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But...\Nice serve. response:	One more.
context: And Nishinoya is dependable, as usual.\No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But...\Nice serve.\One more. response:	But...
context: No, seriously, you've become awesome.\I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But...\Nice serve.\One more.\But... response:	I like being here.
context: I, on the other hand,\came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But...\Nice serve.\One more.\But...\I like being here. response:	What was that?
context: came moseying back, and am standing on the court without a purpose.\I feel pathetic.\But...\Nice serve.\One more.\But...\I like being here.\What was that? response:	All right!
context: I feel pathetic.\But...\Nice serve.\One more.\But...\I like being here.\What was that?\All right! response:	Yes.
context: But...\Nice serve.\One more.\But...\I like being here.\What was that?\All right!\Yes. response:	That was an amazing jump.
context: Nice serve.\One more.\But...\I like being here.\What was that?\All right!\Yes.\That was an amazing jump. response:	Amazing. That toss was perfection itself.
context: One more.\But...\I like being here.\What was that?\All right!\Yes.\That was an amazing jump.\Amazing. That toss was perfection itself. response:	Nice, Hinata, Kageyama.
context: But...\I like being here.\What was that?\All right!\Yes.\That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama. response:	But now I have this guy tossing to me,
context: I like being here.\What was that?\All right!\Yes.\That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me, response:	so I can get past any blocker.
context: What was that?\All right!\Yes.\That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker. response:	All the blockers vanish from sight...
context: All right!\Yes.\That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight... response:	and the view of the other side of the net opens up.
context: Yes.\That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up. response:	The other side of the net...
context: That was an amazing jump.\Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net... response:	Don't mind.
context: Amazing. That toss was perfection itself.\Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net...\Don't mind. response:	One more.
context: Nice, Hinata, Kageyama.\But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net...\Don't mind.\One more. response:	68th Prefecture Sporting Competition Volleyball Tournament
context: But now I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net...\Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament response:	Karasuno Gymnasium Indoor Sports Arena
context: so I can get past any blocker.\All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net...\Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena response:	Idate Ind Karasuno
context: All the blockers vanish from sight...\and the view of the other side of the net opens up.\The other side of the net...\Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno response:	It's a feint. In front!
context: and the view of the other side of the net opens up.\The other side of the net...\Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front! response:	Nice, Noya-san.
context: The other side of the net...\Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san. response:	Asahi.
context: Don't mind.\One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san.\Asahi. response:	Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association
