context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: It won't take long.\Damn!\Damn?\She didn't lock the door just now.\You shouldn't do that.\Oh no?\I won't go.\Fine. response:	I will.
context: Damn!\Damn?\She didn't lock the door just now.\You shouldn't do that.\Oh no?\I won't go.\Fine.\I will. response:	Bamboo poles for laundry! Bamboo poles for laundry!
context: Damn?\She didn't lock the door just now.\You shouldn't do that.\Oh no?\I won't go.\Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry! response:	Baldies?
context: She didn't lock the door just now.\You shouldn't do that.\Oh no?\I won't go.\Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies? response:	Uh, um...
context: You shouldn't do that.\Oh no?\I won't go.\Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um... response:	This is what you had to clean up?
context: Oh no?\I won't go.\Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um...\This is what you had to clean up? response:	Is this a gag?
context: I won't go.\Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um...\This is what you had to clean up?\Is this a gag? response:	No.
context: Fine.\I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um...\This is what you had to clean up?\Is this a gag?\No. response:	Oh, you're serious.
context: I will.\Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um...\This is what you had to clean up?\Is this a gag?\No.\Oh, you're serious. response:	Yes...
context: Bamboo poles for laundry! Bamboo poles for laundry!\Baldies?\Uh, um...\This is what you had to clean up?\Is this a gag?\No.\Oh, you're serious.\Yes... response:	Tanaka!
context: Baldies?\Uh, um...\This is what you had to clean up?\Is this a gag?\No.\Oh, you're serious.\Yes...\Tanaka! response:	Come and see!
context: Uh, um...\This is what you had to clean up?\Is this a gag?\No.\Oh, you're serious.\Yes...\Tanaka!\Come and see! response:	Ow!
context: This is what you had to clean up?\Is this a gag?\No.\Oh, you're serious.\Yes...\Tanaka!\Come and see!\Ow! response:	Wait a minute! Wait!
context: Is this a gag?\No.\Oh, you're serious.\Yes...\Tanaka!\Come and see!\Ow!\Wait a minute! Wait! response:	Tana...
context: No.\Oh, you're serious.\Yes...\Tanaka!\Come and see!\Ow!\Wait a minute! Wait!\Tana... response:	Am I weird? Am I weird after all?
context: Oh, you're serious.\Yes...\Tanaka!\Come and see!\Ow!\Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all? response:	Wait wait!
context: Yes...\Tanaka!\Come and see!\Ow!\Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all?\Wait wait! response:	I give up...
context: Tanaka!\Come and see!\Ow!\Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all?\Wait wait!\I give up... response:	Tana-
context: Come and see!\Ow!\Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all?\Wait wait!\I give up...\Tana- response:	I knew you would act like this!
context: Ow!\Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all?\Wait wait!\I give up...\Tana-\I knew you would act like this! response:	Beautiful characters are what's popular at the...
context: Wait a minute! Wait!\Tana...\Am I weird? Am I weird after all?\Wait wait!\I give up...\Tana-\I knew you would act like this!\Beautiful characters are what's popular at the... response:	I got laughed at a lot by my friends overseas too.
context: Tana...\Am I weird? Am I weird after all?\Wait wait!\I give up...\Tana-\I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too. response:	Am I weird?
context: Am I weird? Am I weird after all?\Wait wait!\I give up...\Tana-\I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird? response:	What's wrong with it?
context: Wait wait!\I give up...\Tana-\I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it? response:	The world's full of people into older guys.
context: I give up...\Tana-\I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it?\The world's full of people into older guys. response:	It's a more dangerous thing to...
context: Tana-\I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to... response:	If it's really a secret you have to hide, remember it's just your preference.
context: I knew you would act like this!\Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference. response:	You really just want friends.
context: Beautiful characters are what's popular at the...\I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends. response:	I'll bet that's why you didn't lock the door...
context: I got laughed at a lot by my friends overseas too.\Am I weird?\What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door... response:	You all really are some lonely people...
context: Am I weird?\What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people... response:	But still, bald guys with sunglasses is weird!
context: What's wrong with it?\The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird! response:	You're right, it's weird.
context: The world's full of people into older guys.\It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird. response:	But, they're cool.
context: It's a more dangerous thing to...\If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool. response:	I really thought I was gonna die, though.
context: If it's really a secret you have to hide, remember it's just your preference.\You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though. response:	I'm sorry.
context: You really just want friends.\I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though.\I'm sorry. response:	That was a big step for me to take all at once.
context: I'll bet that's why you didn't lock the door...\You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once. response:	Am I starting to understand otaku?
context: You all really are some lonely people...\But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku? response:	No way.
context: But still, bald guys with sunglasses is weird!\You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku?\No way. response:	I don't know anime, but it's definitely pretty boys for me.
context: You're right, it's weird.\But, they're cool.\I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me. response:	Oh, your boyfriend is one.
context: But, they're cool.\I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one. response:	I guess I don't really go for that.
context: I really thought I was gonna die, though.\I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that. response:	That makes me happy and annoyed at the same time.
context: I'm sorry.\That was a big step for me to take all at once.\Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time. response:	I'm surprised they sell this kind of poster.
context: That was a big step for me to take all at once.\Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster. response:	No, these were never on the market.
context: Am I starting to understand otaku?\No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market. response:	Members of a Japanese group I met on the Net made them and gave me some.
context: No way.\I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some. response:	She does have friends, and they make her stuff...
context: I don't know anime, but it's definitely pretty boys for me.\Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff... response:	But what do tastes like that have to do with cosplay?
context: Oh, your boyfriend is one.\I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay? response:	They're totally separate.
context: I guess I don't really go for that.\That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate. response:	Cosplay is cosplay, tastes are tastes.
context: That makes me happy and annoyed at the same time.\I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes. response:	Maybe she's stronger than I thought...
context: I'm surprised they sell this kind of poster.\No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought... response:	No facial hair?
context: No, these were never on the market.\Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair? response:	Ah, no, that's part of it too.
context: Members of a Japanese group I met on the Net made them and gave me some.\She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too. response:	What's with you?
context: She does have friends, and they make her stuff...\But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too.\What's with you? response:	Suioh University
context: But what do tastes like that have to do with cosplay?\They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too.\What's with you?\Suioh University response:	The customer is either out of their calling area or their phone is turned off.
context: They're totally separate.\Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too.\What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off. response:	Genshiken Comprehensive Exhibition
context: Cosplay is cosplay, tastes are tastes.\Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too.\What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition response:	Hey.
context: Maybe she's stronger than I thought...\No facial hair?\Ah, no, that's part of it too.\What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey. response:	Oh, an outsider.
context: No facial hair?\Ah, no, that's part of it too.\What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider. response:	You seen Kohsaka?
context: Ah, no, that's part of it too.\What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider.\You seen Kohsaka? response:	I knew you'd make a good Jam Kuradoberi.
context: What's with you?\Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi. response:	Cranberry jam?
context: Suioh University\The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam? response:	Jam Kuradoberi. She's a fighting game character.
context: The customer is either out of their calling area or their phone is turned off.\Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character. response:	Huh...
context: Genshiken Comprehensive Exhibition\Hey.\Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh... response:	You look kind of like an alien.
context: Hey.\Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien. response:	Um, um...
context: Oh, an outsider.\You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien.\Um, um... response:	Don't say Um, um.
context: You seen Kohsaka?\I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien.\Um, um...\Don't say Um, um. response:	Ah, right...
context: I knew you'd make a good Jam Kuradoberi.\Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien.\Um, um...\Don't say Um, um.\Ah, right... response:	People who don't know the character won't understand.
context: Cranberry jam?\Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien.\Um, um...\Don't say Um, um.\Ah, right...\People who don't know the character won't understand. response:	It's a type of symbol.
context: Jam Kuradoberi. She's a fighting game character.\Huh...\You look kind of like an alien.\Um, um...\Don't say Um, um.\Ah, right...\People who don't know the character won't understand.\It's a type of symbol. response:	Huh?
context: Huh...\You look kind of like an alien.\Um, um...\Don't say Um, um.\Ah, right...\People who don't know the character won't understand.\It's a type of symbol.\Huh? response:	Conversely, people who don't know the character but...
context: You look kind of like an alien.\Um, um...\Don't say Um, um.\Ah, right...\People who don't know the character won't understand.\It's a type of symbol.\Huh?\Conversely, people who don't know the character but... response:	You'll understand if you try it!
context: Um, um...\Don't say Um, um.\Ah, right...\People who don't know the character won't understand.\It's a type of symbol.\Huh?\Conversely, people who don't know the character but...\You'll understand if you try it! response:	You won't if you don't!
context: Don't say Um, um.\Ah, right...\People who don't know the character won't understand.\It's a type of symbol.\Huh?\Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't! response:	She's right, it's a kind of fun you have to experience through your body.
context: Ah, right...\People who don't know the character won't understand.\It's a type of symbol.\Huh?\Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body. response:	Actually, I brought this along with me today.
context: People who don't know the character won't understand.\It's a type of symbol.\Huh?\Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today. response:	If you put this beauty on...
context: It's a type of symbol.\Huh?\Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on... response:	It's surely the strongest of...
context: Huh?\Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of... response:	I shouldn't have come here.
context: Conversely, people who don't know the character but...\You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here. response:	Oh wow, do they sell those?
context: You'll understand if you try it!\You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those? response:	Well, they do sell them but...
context: You won't if you don't!\She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but... response:	Kohsaka's not with you?
context: She's right, it's a kind of fun you have to experience through your body.\Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you? response:	He won't answer his cell.
context: Actually, I brought this along with me today.\If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell. response:	Maybe he's seeing some woman from his past?
context: If you put this beauty on...\It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past? response:	What?
context: It's surely the strongest of...\I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past?\What? response:	I doubt it.
context: I shouldn't have come here.\Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past?\What?\I doubt it. response:	If his phone's turned off, that would make it seem all the more suspicious.
context: Oh wow, do they sell those?\Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past?\What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious. response:	But, it's probable that some girl might go after him...
context: Well, they do sell them but...\Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past?\What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him... response:	Hello?
context: Kohsaka's not with you?\He won't answer his cell.\Maybe he's seeing some woman from his past?\What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello? response:	Hi, yeah...
context: He won't answer his cell.\Maybe he's seeing some woman from his past?\What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello?\Hi, yeah... response:	No way, you're here?
context: Maybe he's seeing some woman from his past?\What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello?\Hi, yeah...\No way, you're here? response:	Okay, got it, be right there...
context: What?\I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello?\Hi, yeah...\No way, you're here?\Okay, got it, be right there... response:	A man from her past?
context: I doubt it.\If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello?\Hi, yeah...\No way, you're here?\Okay, got it, be right there...\A man from her past? response:	You could at least say ex-boyfriend.
context: If his phone's turned off, that would make it seem all the more suspicious.\But, it's probable that some girl might go after him...\Hello?\Hi, yeah...\No way, you're here?\Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend. response:	All right! Let's make sure Kohsaka sees this!
context: But, it's probable that some girl might go after him...\Hello?\Hi, yeah...\No way, you're here?\Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this! response:	Tail her, Sasahara.
context: Hello?\Hi, yeah...\No way, you're here?\Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara. response:	No, thank you.
context: Hi, yeah...\No way, you're here?\Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you. response:	If you want Kohsaka...
context: No way, you're here?\Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you.\If you want Kohsaka... response:	T-There's a Guilty Gear tournament at the Anime Club...
context: Okay, got it, be right there...\A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club... response:	If you thought that, you should have told her sooner.
context: A man from her past?\You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner. response:	Well, I c-couldn't find a chance to say it...
context: You could at least say ex-boyfriend.\All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it... response:	Then let's go to the Anime Club.
context: All right! Let's make sure Kohsaka sees this!\Tail her, Sasahara.\No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club. response:	Is it all right for her to walk around like that?
context: Tail her, Sasahara.\No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that? response:	Why not? It's a festival.
context: No, thank you.\If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival. response:	She can just put a coat on.
context: If you want Kohsaka...\T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on. response:	But, s-someone has to stay behind.
context: T-There's a Guilty Gear tournament at the Anime Club...\If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind. response:	This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.
context: If you thought that, you should have told her sooner.\Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin. response:	Also called the Angel of Death, just one is enough to kill an adult.
context: Well, I c-couldn't find a chance to say it...\Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult. response:	Mureohfuusentake, nicknamed kurodaikoku.
context: Then let's go to the Anime Club.\Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku. response:	Porcini yamabushitake...
context: Is it all right for her to walk around like that?\Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake... response:	Yeah, this place sure is up in the mountains.
context: Why not? It's a festival.\She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains. response:	Why are you here?
context: She can just put a coat on.\But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here? response:	I mentioned in my message the other day that I might come by.
context: But, s-someone has to stay behind.\This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by. response:	You did?
context: This is the dokutsurutake, loaded with alpha amanitin and beta amanitin.\Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by.\You did? response:	Geez, that's cold.
context: Also called the Angel of Death, just one is enough to kill an adult.\Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold. response:	So, want to go have drinks or something?
context: Mureohfuusentake, nicknamed kurodaikoku.\Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold.\So, want to go have drinks or something? response:	You can't have much to do around here.
context: Porcini yamabushitake...\Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here. response:	It may not look it, but I do.
context: Yeah, this place sure is up in the mountains.\Why are you here?\I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do. response:	Really, in a drag place like this?
context: Why are you here?\I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this? response:	You must've found a new man.
context: I mentioned in my message the other day that I might come by.\You did?\Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man. response:	What?
context: You did?\Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man.\What? response:	I mean, you were always complaining.
context: Geez, that's cold.\So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man.\What?\I mean, you were always complaining. response:	Now you've got things to do?
context: So, want to go have drinks or something?\You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man.\What?\I mean, you were always complaining.\Now you've got things to do? response:	No way, I'm too late!
context: You can't have much to do around here.\It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man.\What?\I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late! response:	I wish you wouldn't put it that way.
context: It may not look it, but I do.\Really, in a drag place like this?\You must've found a new man.\What?\I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way. response:	You had no chance even if you were early.
context: Really, in a drag place like this?\You must've found a new man.\What?\I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early. response:	But I thought I had a chance, judging by your email.
