context: My hometown, where I was born, is a city surrounded by mountains - response:	neither too large nor too small, neither too rural nor urban.
context: One day, I built up the courage to talk to him,\Make me your girlfriend. One day, I built up the courage to talk to him,\Same hairstyle. Make me your girlfriend. One day, I built up the courage to talk to him,\Same hairstyle. Make me your girlfriend. but he coldly brushed me aside.\but he coldly brushed me aside.\Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki, response:	a co-worker at the restaurant I worked at part time.
context: Make me your girlfriend. One day, I built up the courage to talk to him,\Same hairstyle. Make me your girlfriend. One day, I built up the courage to talk to him,\Same hairstyle. Make me your girlfriend. but he coldly brushed me aside.\but he coldly brushed me aside.\Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time. response:	And then the refreshing Mr. Yoshida who delivered my pizza.
context: Same hairstyle. Make me your girlfriend. One day, I built up the courage to talk to him,\Same hairstyle. Make me your girlfriend. but he coldly brushed me aside.\but he coldly brushed me aside.\Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza. response:	But despite all these encounters, none of them ever led to a relationship.
context: Same hairstyle. Make me your girlfriend. but he coldly brushed me aside.\but he coldly brushed me aside.\Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship. response:	I was convinced that I wasn't attractive enough,
context: but he coldly brushed me aside.\Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough, response:	and went on a diet.
context: Miss Customer, I cannot do that. but he coldly brushed me aside.\Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet. response:	It wasn't long after I was lecturing myself
context: Miss Customer, I cannot do that.\Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself response:	to first get to know a person better before falling in love, when...
context: Then it was cool Mr. Kawasaki,\a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when... response:	That was the start of summer during my senior year.
context: a co-worker at the restaurant I worked at part time.\And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year. response:	I finally met him.
context: And then the refreshing Mr. Yoshida who delivered my pizza.\But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him. response:	Hey, what's the matter? Are you all right?
context: But despite all these encounters, none of them ever led to a relationship.\I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right? response:	Excuse me. I'm fine.
context: I was convinced that I wasn't attractive enough,\and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine. response:	You face is very pale!
context: and went on a diet.\It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale! response:	Takashi Asano, 29 years old.
context: It wasn't long after I was lecturing myself\to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old. response:	Thinking back, he might've been using a fake name and lying about his age.
context: to first get to know a person better before falling in love, when...\That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age. response:	It was love at first sight.
context: That was the start of summer during my senior year.\I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight. response:	A diet?
context: I finally met him.\Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet? response:	Yes. That's why I've been getting these dizzy spells.
context: Hey, what's the matter? Are you all right?\Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells. response:	There's no need for you to go on a diet.
context: Excuse me. I'm fine.\You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet. response:	You're cute as you are.
context: You face is very pale!\Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are. response:	I'm cute?
context: Takashi Asano, 29 years old.\Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are.\I'm cute? response:	Do you come to the movies alone often?
context: Thinking back, he might've been using a fake name and lying about his age.\It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are.\I'm cute?\Do you come to the movies alone often? response:	Yes! Um, I love movies.
context: It was love at first sight.\A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are.\I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies. response:	And I really like going to the movies on my own.
context: A diet?\Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are.\I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own. response:	Sure. I understand. It's the same for me.
context: Yes. That's why I've been getting these dizzy spells.\There's no need for you to go on a diet.\You're cute as you are.\I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me. response:	But I wouldn't mind going with you.
context: There's no need for you to go on a diet.\You're cute as you are.\I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you. response:	Well then, I should be going.
context: You're cute as you are.\I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going. response:	Since you seem to be feeling better now.
context: I'm cute?\Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now. response:	Um, I'd like to return the favor in some way.
context: Do you come to the movies alone often?\Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way. response:	Don't worry about it.
context: Yes! Um, I love movies.\And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it. response:	It's already late, so be careful on your way home.
context: And I really like going to the movies on my own.\Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home. response:	He's cool, he's kind, and he's a gentleman.
context: Sure. I understand. It's the same for me.\But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman. response:	He's perfect!
context: But I wouldn't mind going with you.\Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect! response:	Um!
context: Well then, I should be going.\Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect!\Um! response:	I'm working part time at a restaurant near here.
context: Since you seem to be feeling better now.\Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect!\Um!\I'm working part time at a restaurant near here. response:	I'd be thrilled if you would drop by some time.
context: Um, I'd like to return the favor in some way.\Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect!\Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time. response:	To thank you, let me treat you to something.
context: Don't worry about it.\It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect!\Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something. response:	Two weeks passed, but he never came.
context: It's already late, so be careful on your way home.\He's cool, he's kind, and he's a gentleman.\He's perfect!\Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came. response:	My longing for him kept getting stronger.
context: He's cool, he's kind, and he's a gentleman.\He's perfect!\Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger. response:	Then, on that one day,
context: He's perfect!\Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day, response:	when I left the restaurant after finishing work...
context: Um!\I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work... response:	He was outside waiting for me. The moment I saw him standing there,
context: I'm working part time at a restaurant near here.\I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there, response:	I fell so deeply in love, there was no way my feelings could be stopped.
context: I'd be thrilled if you would drop by some time.\To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped. response:	I noticed the ring on his ring finger right away,
context: To thank you, let me treat you to something.\Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away, response:	but decided to ignore it.
context: Two weeks passed, but he never came.\My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it. response:	I was really in love with him and I believed he loved me too.
context: My longing for him kept getting stronger.\Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too. response:	But about the only thing I knew about him was his cell number.
context: Then, on that one day,\when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number. response:	I didn't know where he lived or where he worked.
context: when I left the restaurant after finishing work...\He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked. response:	We could only meet two, three times a month,
context: He was outside waiting for me. The moment I saw him standing there,\I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month, response:	and our dates would always be the same.
context: I fell so deeply in love, there was no way my feelings could be stopped.\I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same. response:	A drive, then straight to the hotel - a low risk course of being seen.
context: I noticed the ring on his ring finger right away,\but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen. response:	But like a fool, I still convinced myself that he loved me.
context: but decided to ignore it.\I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me. response:	If our relationship had continued,
context: I was really in love with him and I believed he loved me too.\But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued, response:	I'm certain my youthful days would've gone down the drain.
context: But about the only thing I knew about him was his cell number.\I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain. response:	I've decided to think positively
context: I didn't know where he lived or where he worked.\We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively response:	and believe I was fortunate to have been able to break up with him.
context: We could only meet two, three times a month,\and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him. response:	The local art school I'll be going to starting this spring is coed,
context: and our dates would always be the same.\A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed, response:	so I'll be doing my best with my studies
context: A drive, then straight to the hotel - a low risk course of being seen.\But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies response:	while keeping my expectations high for a wonderful encounter.
context: But like a fool, I still convinced myself that he loved me.\If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter. response:	Graduate representative, Nana Komatsu.
context: If our relationship had continued,\I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu. response:	In other words you're here to meet guys, right?
context: I'm certain my youthful days would've gone down the drain.\I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right? response:	You're wrong, Jun-chan!
context: I've decided to think positively\and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan! response:	I'm here because I seriously wanna study art!
context: and believe I was fortunate to have been able to break up with him.\The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art! response:	That's good.
context: The local art school I'll be going to starting this spring is coed,\so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good. response:	Because there's no way the guys would be interested in you with that hair.
context: so I'll be doing my best with my studies\while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair. response:	No way!
context: while keeping my expectations high for a wonderful encounter.\Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair.\No way! response:	You know, there's one major thing I realized.
context: Graduate representative, Nana Komatsu.\In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized. response:	The guys I liked have all been older than me.
context: In other words you're here to meet guys, right?\You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me. response:	And that's major?
context: You're wrong, Jun-chan!\I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major? response:	Perhaps things never went well because they were older.
context: I'm here because I seriously wanna study art!\That's good.\Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older. response:	There are many guys in this school who are the same age,
context: That's good.\Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age, response:	so we could have more in common, opening the door to a love relationship.
context: Because there's no way the guys would be interested in you with that hair.\No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship. response:	She did come here to meet guys.
context: No way!\You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys. response:	In any case, stay away from love at first sight.
context: You know, there's one major thing I realized.\The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight. response:	Our eyes met.
context: The guys I liked have all been older than me.\And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met. response:	Me and that boy with pretty eyes.
context: And that's major?\Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes. response:	What?
context: Perhaps things never went well because they were older.\There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes.\What? response:	Why's he coming this way?!
context: There are many guys in this school who are the same age,\so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes.\What?\Why's he coming this way?! response:	Junko!
context: so we could have more in common, opening the door to a love relationship.\She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes.\What?\Why's he coming this way?!\Junko! response:	You're Junko, right?
context: She did come here to meet guys.\In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes.\What?\Why's he coming this way?!\Junko!\You're Junko, right? response:	Shoji?
context: In any case, stay away from love at first sight.\Our eyes met.\Me and that boy with pretty eyes.\What?\Why's he coming this way?!\Junko!\You're Junko, right?\Shoji? response:	That's right. It's me, Shoji!
context: Our eyes met.\Me and that boy with pretty eyes.\What?\Why's he coming this way?!\Junko!\You're Junko, right?\Shoji?\That's right. It's me, Shoji! response:	You've got longer hair. I didn't recognize you.
context: Me and that boy with pretty eyes.\What?\Why's he coming this way?!\Junko!\You're Junko, right?\Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you. response:	It's been so long.
context: What?\Why's he coming this way?!\Junko!\You're Junko, right?\Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long. response:	Since we graduated junior high, so three years?
context: Why's he coming this way?!\Junko!\You're Junko, right?\Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years? response:	So, what are you doing here? What a drag.
context: Junko!\You're Junko, right?\Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag. response:	Yet another noisy one? Enough already!
context: You're Junko, right?\Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already! response:	Oh, your friend?
context: Shoji?\That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend? response:	She's noisy?
context: That's right. It's me, Shoji!\You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend?\She's noisy? response:	A friend from high school, but she's as noisy as it gets.
context: You've got longer hair. I didn't recognize you.\It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets. response:	What's your name?
context: It's been so long.\Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name? response:	I'm Nana Komatsu. Nice to meet you.
context: Since we graduated junior high, so three years?\So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you. response:	I'm Shoji Endo. A pleasure.
context: So, what are you doing here? What a drag.\Yet another noisy one? Enough already!\Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure. response:	He's got a great smile!
context: Yet another noisy one? Enough already!\Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile! response:	I'm here with a friend from high school, too.
context: Oh, your friend?\She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too. response:	Nice to meet you. I'm Kyosuke Takakura.
context: She's noisy?\A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura. response:	He's good-looking too.
context: A friend from high school, but she's as noisy as it gets.\What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too. response:	The start of a happy campus life. Right, Jun-chan?
context: What's your name?\I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan? response:	What's that about a campus life?
context: I'm Nana Komatsu. Nice to meet you.\I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life? response:	We're not university students, just students of a specialty school.
context: I'm Shoji Endo. A pleasure.\He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school. response:	I'm sorry. But not to worry.
context: He's got a great smile!\I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry. response:	I know, Jun-chan, Shoji's your trump card.
context: I'm here with a friend from high school, too.\Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card. response:	I'll make sure not to take him from you.
context: Nice to meet you. I'm Kyosuke Takakura.\He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you. response:	Trump card? You're greatly misunderstanding something.
context: He's good-looking too.\The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something. response:	I'm just concerned about your ever-worsening lack of fidelity.
