context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: Yeah, nothing.\Nothing at all!\I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind.\They're right there. response:	What're they thinking?
context: Nothing at all!\I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind.\They're right there.\What're they thinking? response:	I mean, it's cosplayer's instinct to want an appropriate person to wear them.
context: I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind.\They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them. response:	Instinct, huh?
context: Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind.\They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh? response:	It's just, he made them without telling me...
context: I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind.\They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me... response:	It's not like I'm defending him...
context: He's made a bunch for you, too.\That part I mind.\They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him... response:	No, I wouldn't.
context: That part I mind.\They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't. response:	Really?
context: They're right there.\What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't.\Really? response:	Too much arguing would be... you know.
context: What're they thinking?\I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't.\Really?\Too much arguing would be... you know. response:	Yeah, well, it's give and take.
context: I mean, it's cosplayer's instinct to want an appropriate person to wear them.\Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't.\Really?\Too much arguing would be... you know.\Yeah, well, it's give and take. response:	Still, though... Take a look at this.
context: Instinct, huh?\It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't.\Really?\Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this. response:	The Ogiue outfits are... this and this.
context: It's just, he made them without telling me...\It's not like I'm defending him...\No, I wouldn't.\Really?\Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this. response:	And then... this and this.
context: It's not like I'm defending him...\No, I wouldn't.\Really?\Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this. response:	And this.
context: No, I wouldn't.\Really?\Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this.\And this. response:	There's more over there.
context: Really?\Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this.\And this.\There's more over there. response:	Well... I'd get mad too.
context: Too much arguing would be... you know.\Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this.\And this.\There's more over there.\Well... I'd get mad too. response:	You think? This amount! This zeal!
context: Yeah, well, it's give and take.\Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this.\And this.\There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal! response:	He ran with all these Lolita characters that I can't do!
context: Still, though... Take a look at this.\The Ogiue outfits are... this and this.\And then... this and this.\And this.\There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do! response:	Then there's the fact that he brought them here today.
context: The Ogiue outfits are... this and this.\And then... this and this.\And this.\There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today. response:	No, I'm the one who did that.
context: And then... this and this.\And this.\There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that. response:	Oh.
context: And this.\There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh. response:	But hey, Tanaka lives for cosplay in a way.
context: There's more over there.\Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way. response:	I say let it go.
context: Well... I'd get mad too.\You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go. response:	I know that.
context: You think? This amount! This zeal!\He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that. response:	You do?
context: He ran with all these Lolita characters that I can't do!\Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that.\You do? response:	So therefore, or maybe nonetheless...
context: Then there's the fact that he brought them here today.\No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that.\You do?\So therefore, or maybe nonetheless... response:	Being a team, huh...
context: No, I'm the one who did that.\Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that.\You do?\So therefore, or maybe nonetheless...\Being a team, huh... response:	Definitely. I mean, here you are, our go-between.
context: Oh.\But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that.\You do?\So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between. response:	Yeah, well...
context: But hey, Tanaka lives for cosplay in a way.\I say let it go.\I know that.\You do?\So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well... response:	Oh, here she comes.
context: I say let it go.\I know that.\You do?\So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes. response:	How'd it go?
context: I know that.\You do?\So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes.\How'd it go? response:	I'd say she's okay.
context: You do?\So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes.\How'd it go?\I'd say she's okay. response:	But...
context: So therefore, or maybe nonetheless...\Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes.\How'd it go?\I'd say she's okay.\But... response:	It'd be best if you apologized.
context: Being a team, huh...\Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes.\How'd it go?\I'd say she's okay.\But...\It'd be best if you apologized. response:	All right.
context: Definitely. I mean, here you are, our go-between.\Yeah, well...\Oh, here she comes.\How'd it go?\I'd say she's okay.\But...\It'd be best if you apologized.\All right. response:	Properly! Don't leave anything out.
context: Yeah, well...\Oh, here she comes.\How'd it go?\I'd say she's okay.\But...\It'd be best if you apologized.\All right.\Properly! Don't leave anything out. response:	You're totally right.
context: Oh, here she comes.\How'd it go?\I'd say she's okay.\But...\It'd be best if you apologized.\All right.\Properly! Don't leave anything out.\You're totally right. response:	Oh, I'm sorry. We're not ready yet.
context: How'd it go?\I'd say she's okay.\But...\It'd be best if you apologized.\All right.\Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet. response:	Oh, okay.
context: I'd say she's okay.\But...\It'd be best if you apologized.\All right.\Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay. response:	But I think now I kinda want to get Ogiue to cosplay.
context: But...\It'd be best if you apologized.\All right.\Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay. response:	Wha!
context: It'd be best if you apologized.\All right.\Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha! response:	There's plenty of outfits...
context: All right.\Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits... response:	H-here it comes...
context: Properly! Don't leave anything out.\You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits...\H-here it comes... response:	Besides, in my experience, doing it does bring about a certain breakthrough.
context: You're totally right.\Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough. response:	I knew it!
context: Oh, I'm sorry. We're not ready yet.\Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it! response:	But right now?
context: Oh, okay.\But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now? response:	That could never happen.
context: But I think now I kinda want to get Ogiue to cosplay.\Wha!\There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now?\That could never happen. response:	We'll see about that.
context: Wha!\There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now?\That could never happen.\We'll see about that. response:	Remember how she bought that outfit just because the clerk recommended it?
context: There's plenty of outfits...\H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now?\That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it? response:	Aha, she sure did.
context: H-here it comes...\Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now?\That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did. response:	I'm a pro at that job!
context: Besides, in my experience, doing it does bring about a certain breakthrough.\I knew it!\But right now?\That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job! response:	I'm not sure whatjob you mean.
context: I knew it!\But right now?\That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean. response:	I think I get the gist.
context: But right now?\That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist. response:	Just watch.
context: That could never happen.\We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist.\Just watch. response:	Ogi! C'mere a sec.
context: We'll see about that.\Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist.\Just watch.\Ogi! C'mere a sec. response:	Huh?
context: Remember how she bought that outfit just because the clerk recommended it?\Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist.\Just watch.\Ogi! C'mere a sec.\Huh? response:	That's right.
context: Aha, she sure did.\I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist.\Just watch.\Ogi! C'mere a sec.\Huh?\That's right. response:	What is it?
context: I'm a pro at that job!\I'm not sure whatjob you mean.\I think I get the gist.\Just watch.\Ogi! C'mere a sec.\Huh?\That's right.\What is it? response:	You'll find out.
context: I'm not sure whatjob you mean.\I think I get the gist.\Just watch.\Ogi! C'mere a sec.\Huh?\That's right.\What is it?\You'll find out. response:	Tanaka, Ohno! Can I come in?
context: I think I get the gist.\Just watch.\Ogi! C'mere a sec.\Huh?\That's right.\What is it?\You'll find out.\Tanaka, Ohno! Can I come in? response:	Huh? Uh, sure. Feel free.
context: Just watch.\Ogi! C'mere a sec.\Huh?\That's right.\What is it?\You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free. response:	Might I be intruding?
context: Ogi! C'mere a sec.\Huh?\That's right.\What is it?\You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding? response:	In what way?
context: Huh?\That's right.\What is it?\You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding?\In what way? response:	Then, Tanaka, could you excuse us?
context: That's right.\What is it?\You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding?\In what way?\Then, Tanaka, could you excuse us? response:	What's this about?
context: What is it?\You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding?\In what way?\Then, Tanaka, could you excuse us?\What's this about? response:	Wha?
context: You'll find out.\Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding?\In what way?\Then, Tanaka, could you excuse us?\What's this about?\Wha? response:	What's up?
context: Tanaka, Ohno! Can I come in?\Huh? Uh, sure. Feel free.\Might I be intruding?\In what way?\Then, Tanaka, could you excuse us?\What's this about?\Wha?\What's up? response:	Oh, nothing.
context: Huh? Uh, sure. Feel free.\Might I be intruding?\In what way?\Then, Tanaka, could you excuse us?\What's this about?\Wha?\What's up?\Oh, nothing. response:	Now get a move on.
context: Might I be intruding?\In what way?\Then, Tanaka, could you excuse us?\What's this about?\Wha?\What's up?\Oh, nothing.\Now get a move on. response:	Huh? What?
context: In what way?\Then, Tanaka, could you excuse us?\What's this about?\Wha?\What's up?\Oh, nothing.\Now get a move on.\Huh? What? response:	No way!
context: Then, Tanaka, could you excuse us?\What's this about?\Wha?\What's up?\Oh, nothing.\Now get a move on.\Huh? What?\No way! response:	Way, indeed.
context: What's this about?\Wha?\What's up?\Oh, nothing.\Now get a move on.\Huh? What?\No way!\Way, indeed. response:	Another one bites the dust!
context: Wha?\What's up?\Oh, nothing.\Now get a move on.\Huh? What?\No way!\Way, indeed.\Another one bites the dust! response:	Genshiken
context: What's up?\Oh, nothing.\Now get a move on.\Huh? What?\No way!\Way, indeed.\Another one bites the dust!\Genshiken response:	Here you go, Ogi!
context: Oh, nothing.\Now get a move on.\Huh? What?\No way!\Way, indeed.\Another one bites the dust!\Genshiken\Here you go, Ogi! response:	What are you doing! I won't wear that. It's creepy!
context: Now get a move on.\Huh? What?\No way!\Way, indeed.\Another one bites the dust!\Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy! response:	Nobody said wear it! We're just seeing how it looks.
context: Huh? What?\No way!\Way, indeed.\Another one bites the dust!\Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks. response:	Somebody bothered to make it, so why not see how it'd look on you?
context: No way!\Way, indeed.\Another one bites the dust!\Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you? response:	Someone else made it, not you!
context: Way, indeed.\Another one bites the dust!\Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you! response:	Oh, come on.
context: Another one bites the dust!\Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on. response:	Look in the mirror.
context: Genshiken\Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on.\Look in the mirror. response:	Hey, pretty nice!
context: Here you go, Ogi!\What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on.\Look in the mirror.\Hey, pretty nice! response:	You have big eyes, so this kind of thing's nice and cute.
context: What are you doing! I won't wear that. It's creepy!\Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on.\Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute. response:	Wha?
context: Nobody said wear it! We're just seeing how it looks.\Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on.\Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha? response:	Wha? So cute!
context: Somebody bothered to make it, so why not see how it'd look on you?\Someone else made it, not you!\Oh, come on.\Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute! response:	See, and this.
context: Someone else made it, not you!\Oh, come on.\Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute!\See, and this. response:	And this! Wow! Nice!
context: Oh, come on.\Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute!\See, and this.\And this! Wow! Nice! response:	Or like this. Oh, very nice!
context: Look in the mirror.\Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute!\See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice! response:	Try letting your hair down.
context: Hey, pretty nice!\You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute!\See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down. response:	No thank you.
context: You have big eyes, so this kind of thing's nice and cute.\Wha?\Wha? So cute!\See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down.\No thank you. response:	You don't have to wear anything. It's just your hair.
context: Wha?\Wha? So cute!\See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair. response:	But I don't want to.
context: Wha? So cute!\See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to. response:	Doesn't it contrast with these styles?
context: See, and this.\And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles? response:	Just this once, real quick.
context: And this! Wow! Nice!\Or like this. Oh, very nice!\Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick. response:	Hey, Saki, what's the big idea?
context: Or like this. Oh, very nice!\Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea? response:	Well, I thought maybe I'd get her to cosplay.
context: Try letting your hair down.\No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay. response:	Huh! What for?
context: No thank you.\You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for? response:	Why not? You won't be a drag and stop me, will you?
context: You don't have to wear anything. It's just your hair.\But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you? response:	Forcing her to do it is against the rules.
context: But I don't want to.\Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules. response:	Like how I was forced to do it last year!
context: Doesn't it contrast with these styles?\Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year! response:	Very nice! Let's see.
context: Just this once, real quick.\Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see. response:	Wow...
context: Hey, Saki, what's the big idea?\Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see.\Wow... response:	Y'know...
context: Well, I thought maybe I'd get her to cosplay.\Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see.\Wow...\Y'know... response:	Well, I'll admit that much.
context: Huh! What for?\Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see.\Wow...\Y'know...\Well, I'll admit that much. response:	They're looking at me!
context: Why not? You won't be a drag and stop me, will you?\Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see.\Wow...\Y'know...\Well, I'll admit that much.\They're looking at me! response:	So there you have it!
context: Forcing her to do it is against the rules.\Like how I was forced to do it last year!\Very nice! Let's see.\Wow...\Y'know...\Well, I'll admit that much.\They're looking at me!\So there you have it! response:	Huh?
context: Like how I was forced to do it last year!\Very nice! Let's see.\Wow...\Y'know...\Well, I'll admit that much.\They're looking at me!\So there you have it!\Huh? response:	Thanks, you did great!
context: Very nice! Let's see.\Wow...\Y'know...\Well, I'll admit that much.\They're looking at me!\So there you have it!\Huh?\Thanks, you did great! response:	Hm?
context: Wow...\Y'know...\Well, I'll admit that much.\They're looking at me!\So there you have it!\Huh?\Thanks, you did great!\Hm? response:	Okay...
context: Y'know...\Well, I'll admit that much.\They're looking at me!\So there you have it!\Huh?\Thanks, you did great!\Hm?\Okay... response:	What's up? Did you want to see a little more?
context: Well, I'll admit that much.\They're looking at me!\So there you have it!\Huh?\Thanks, you did great!\Hm?\Okay...\What's up? Did you want to see a little more? response:	No.
context: They're looking at me!\So there you have it!\Huh?\Thanks, you did great!\Hm?\Okay...\What's up? Did you want to see a little more?\No. response:	Why not try one on?
context: So there you have it!\Huh?\Thanks, you did great!\Hm?\Okay...\What's up? Did you want to see a little more?\No.\Why not try one on? response:	No thank you!
context: Huh?\Thanks, you did great!\Hm?\Okay...\What's up? Did you want to see a little more?\No.\Why not try one on?\No thank you! response:	Oh! This is Saki's gift of gab.
context: Thanks, you did great!\Hm?\Okay...\What's up? Did you want to see a little more?\No.\Why not try one on?\No thank you!\Oh! This is Saki's gift of gab. response:	Yeah, but...
context: Hm?\Okay...\What's up? Did you want to see a little more?\No.\Why not try one on?\No thank you!\Oh! This is Saki's gift of gab.\Yeah, but... response:	It's right here!
context: Okay...\What's up? Did you want to see a little more?\No.\Why not try one on?\No thank you!\Oh! This is Saki's gift of gab.\Yeah, but...\It's right here! response:	Never mind! I have no interest in cosplay!
context: What's up? Did you want to see a little more?\No.\Why not try one on?\No thank you!\Oh! This is Saki's gift of gab.\Yeah, but...\It's right here!\Never mind! I have no interest in cosplay! response:	She almost even had me that time.
context: No.\Why not try one on?\No thank you!\Oh! This is Saki's gift of gab.\Yeah, but...\It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time. response:	Oh, really?
context: Why not try one on?\No thank you!\Oh! This is Saki's gift of gab.\Yeah, but...\It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really? response:	Then look, would you if I wore one?
context: No thank you!\Oh! This is Saki's gift of gab.\Yeah, but...\It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really?\Then look, would you if I wore one? response:	Huh?
context: Oh! This is Saki's gift of gab.\Yeah, but...\It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really?\Then look, would you if I wore one?\Huh? response:	Y-you will?
context: Yeah, but...\It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really?\Then look, would you if I wore one?\Huh?\Y-you will? response:	I will if you wear one.
context: It's right here!\Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really?\Then look, would you if I wore one?\Huh?\Y-you will?\I will if you wear one. response:	Wow, that turned around in a hurry.
context: Never mind! I have no interest in cosplay!\She almost even had me that time.\Oh, really?\Then look, would you if I wore one?\Huh?\Y-you will?\I will if you wear one.\Wow, that turned around in a hurry. response:	And Ogiue hasn't realized it.
context: She almost even had me that time.\Oh, really?\Then look, would you if I wore one?\Huh?\Y-you will?\I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it. response:	So, what do you think?
context: Oh, really?\Then look, would you if I wore one?\Huh?\Y-you will?\I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think? response:	About what?
context: Then look, would you if I wore one?\Huh?\Y-you will?\I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think?\About what? response:	Will she wear one?
context: Huh?\Y-you will?\I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think?\About what?\Will she wear one? response:	Ogiue?
context: Y-you will?\I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think?\About what?\Will she wear one?\Ogiue? response:	50-50... no, maybe 60-40 against.
context: I will if you wear one.\Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think?\About what?\Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against. response:	I-it won't happen.
context: Wow, that turned around in a hurry.\And Ogiue hasn't realized it.\So, what do you think?\About what?\Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen. response:	She'll do it.
context: And Ogiue hasn't realized it.\So, what do you think?\About what?\Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it. response:	You're confident enough.
context: So, what do you think?\About what?\Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it.\You're confident enough. response:	Mhm. It's Saki, after all.
context: About what?\Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it.\You're confident enough.\Mhm. It's Saki, after all. response:	Even Kasukabe has her limits...
context: Will she wear one?\Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it.\You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits... response:	Your humble servant Coochy hereby bets this Kujiun cell strap!
context: Ogiue?\50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it.\You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap! response:	I own one...
context: 50-50... no, maybe 60-40 against.\I-it won't happen.\She'll do it.\You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one... response:	Then I'm going with yes, she will.
context: I-it won't happen.\She'll do it.\You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will. response:	Huh?
