context: My moves! response:	While I was spending my time uselessly at my internship...
context: I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand?\You do, right? response:	You still have so much room to grow!
context: I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand?\You do, right?\You still have so much room to grow! response:	But I'm not talking about power-
context: It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand?\You do, right?\You still have so much room to grow!\But I'm not talking about power- response:	Shut up, All Might...
context: But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand?\You do, right?\You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might... response:	If I have to get help from that scum,
context: there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand?\You do, right?\You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum, response:	then I'd rather lose...
context: There's so much wasted potential in you.\Do you understand?\You do, right?\You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose... response:	I see...
context: Do you understand?\You do, right?\You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose...\I see... response:	Don't regret this.
context: You do, right?\You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose...\I see...\Don't regret this. response:	Damn it...!
context: You still have so much room to grow!\But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose...\I see...\Don't regret this.\Damn it...! response:	Don't you say that you'd rather lose!
context: But I'm not talking about power-\Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose...\I see...\Don't regret this.\Damn it...!\Don't you say that you'd rather lose! response:	I didn't think Young Midoriya would come...
context: Shut up, All Might...\If I have to get help from that scum,\then I'd rather lose...\I see...\Don't regret this.\Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come... response:	I let my guard down.
context: If I have to get help from that scum,\then I'd rather lose...\I see...\Don't regret this.\Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down. response:	But man, these are heavy...
context: then I'd rather lose...\I see...\Don't regret this.\Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy... response:	Bastard, put me down!
context: I see...\Don't regret this.\Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy...\Bastard, put me down! response:	It's fine.
context: Don't regret this.\Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy...\Bastard, put me down!\It's fine. response:	I said, put me down!
context: Damn it...!\Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy...\Bastard, put me down!\It's fine.\I said, put me down! response:	Kacchan, I really can't think of a way to beat All Might,
context: Don't you say that you'd rather lose!\I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy...\Bastard, put me down!\It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might, response:	or a way to make a clean escape.
context: I didn't think Young Midoriya would come...\I let my guard down.\But man, these are heavy...\Bastard, put me down!\It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape. response:	Huh?!
context: I let my guard down.\But man, these are heavy...\Bastard, put me down!\It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?! response:	Before you give up, at least try using me!
context: But man, these are heavy...\Bastard, put me down!\It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?!\Before you give up, at least try using me! response:	Don't say that you're okay losing!
context: Bastard, put me down!\It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing! response:	You're you because you never give up on winning, right?
context: It's fine.\I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right? response:	Hey, you're just a first grader!
context: I said, put me down!\Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader! response:	You better apologize if you bump into someone older than you!
context: Kacchan, I really can't think of a way to beat All Might,\or a way to make a clean escape.\Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you! response:	We're gonna tell Yocchan!
context: or a way to make a clean escape.\Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan! response:	Yocchan's super strong, you know!
context: Huh?!\Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know! response:	Y-You better remember this tomorrow!
context: Before you give up, at least try using me!\Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow! response:	I didn't bump into you guys.
context: Don't say that you're okay losing!\You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys. response:	You guys bumped into me.
context: You're you because you never give up on winning, right?\Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me. response:	Wow, Kacchan!
context: Hey, you're just a first grader!\You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan! response:	You fought against two fourth graders and won!
context: You better apologize if you bump into someone older than you!\We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won! response:	The most amazing hero always wins in the end!
context: We're gonna tell Yocchan!\Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end! response:	You've been saying that since we were kids.
context: Yocchan's super strong, you know!\Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids. response:	How can you give up?
context: Y-You better remember this tomorrow!\I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up? response:	Kacchan...?
context: I didn't bump into you guys.\You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up?\Kacchan...? response:	I won't say it again, damn nerd...
context: You guys bumped into me.\Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up?\Kacchan...?\I won't say it again, damn nerd... response:	Against that crazy speed, no matter how you run and hide,
context: Wow, Kacchan!\You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up?\Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide, response:	you won't be able to avoid fighting.
context: You fought against two fourth graders and won!\The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up?\Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting. response:	But we don't have a chance in a fight. Not against All Might-
context: The most amazing hero always wins in the end!\You've been saying that since we were kids.\How can you give up?\Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might- response:	Shut up, bastard! I'll kill you!
context: You've been saying that since we were kids.\How can you give up?\Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you! response:	He won't even budge with half-assed power.
context: How can you give up?\Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power. response:	I figured that out earlier with those consecutive hits.
context: Kacchan...?\I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits. response:	So...
context: I won't say it again, damn nerd...\Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So... response:	Where is Young Midoriya?
context: Against that crazy speed, no matter how you run and hide,\you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya? response:	Since he hid, could it mean he's heading for the escape gate?
context: you won't be able to avoid fighting.\But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate? response:	Where are you looking?
context: But we don't have a chance in a fight. Not against All Might-\Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking? response:	They were behind me, huh?
context: Shut up, bastard! I'll kill you!\He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh? response:	You're pissing me off!
context: He won't even budge with half-assed power.\I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh?\You're pissing me off! response:	Who'd work... with someone like you...?
context: I figured that out earlier with those consecutive hits.\So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...? response:	Deku!
context: So...\Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...?\Deku! response:	So, we give him everything we've got at point-blank range.
context: Where is Young Midoriya?\Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range. response:	Our only option is to inflict damage and then put some distance between us.
context: Since he hid, could it mean he's heading for the escape gate?\Where are you looking?\They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us. response:	I see!
context: Where are you looking?\They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see! response:	Shoot!
context: They were behind me, huh?\You're pissing me off!\Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see!\Shoot! response:	I'm sorry, All Might!
context: You're pissing me off!\Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see!\Shoot!\I'm sorry, All Might! response:	My shoulder...!
context: Who'd work... with someone like you...?\Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see!\Shoot!\I'm sorry, All Might!\My shoulder...! response:	Kacchan, you were using something like this?
context: Deku!\So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see!\Shoot!\I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this? response:	Run, idiot!
context: So, we give him everything we've got at point-blank range.\Our only option is to inflict damage and then put some distance between us.\I see!\Shoot!\I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this?\Run, idiot! response:	Oh, right!
context: Our only option is to inflict damage and then put some distance between us.\I see!\Shoot!\I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this?\Run, idiot!\Oh, right! response:	Don't you say that you'd rather lose!
context: I see!\Shoot!\I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this?\Run, idiot!\Oh, right!\Don't you say that you'd rather lose! response:	Ow... They got me.
context: Shoot!\I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this?\Run, idiot!\Oh, right!\Don't you say that you'd rather lose!\Ow... They got me. response:	A compromise between running away and fighting.
context: I'm sorry, All Might!\My shoulder...!\Kacchan, you were using something like this?\Run, idiot!\Oh, right!\Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting. response:	That's pretty good for an impromptu plan.
context: My shoulder...!\Kacchan, you were using something like this?\Run, idiot!\Oh, right!\Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan. response:	They also limited damage to the city by hitting places I'd already demolished.
context: Kacchan, you were using something like this?\Run, idiot!\Oh, right!\Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished. response:	I think I taught that to them at the first combat training.
context: Run, idiot!\Oh, right!\Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training. response:	I see. Both of them are actually pretty clever.
context: Oh, right!\Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever. response:	But they fall apart in a second when it comes to each other.
context: Don't you say that you'd rather lose!\Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other. response:	Envy, hate, pursuit.
context: Ow... They got me.\A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit. response:	Awe, rejection, pride.
context: A compromise between running away and fighting.\That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride. response:	From what I've heard,
context: That's pretty good for an impromptu plan.\They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard, response:	they both have so many different feelings about
context: They also limited damage to the city by hitting places I'd already demolished.\I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about response:	each other piled up one on top of the other
context: I think I taught that to them at the first combat training.\I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other response:	that they don't know how to interact anymore.
context: I see. Both of them are actually pretty clever.\But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore. response:	It's not something that can be resolved anytime soon,
context: But they fall apart in a second when it comes to each other.\Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon, response:	but I'm sure their cooperation here will one day
context: Envy, hate, pursuit.\Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day response:	be a big step for them in the future.
context: Awe, rejection, pride.\From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future. response:	Now...
context: From what I've heard,\they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future.\Now... response:	Your teacher's gonna do his best!
context: they both have so many different feelings about\each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future.\Now...\Your teacher's gonna do his best! response:	Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.
context: each other piled up one on top of the other\that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future.\Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions. response:	Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food
context: that they don't know how to interact anymore.\It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future.\Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food response:	All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.
context: It's not something that can be resolved anytime soon,\but I'm sure their cooperation here will one day\be a big step for them in the future.\Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next. response:	Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar
context: but I'm sure their cooperation here will one day\be a big step for them in the future.\Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar response:	Almost there...
context: be a big step for them in the future.\Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there... response:	Almost at the escape gate!
context: Now...\Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate! response:	Do your best!!
context: Your teacher's gonna do his best!\Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate!\Do your best!! response:	It seems cuter than it needs to be,
context: Katsuki Bakugo - Quirk: Explosion He uses a nitroglycerin-like substance secreted on the palms of his hands to create explosions.\Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be, response:	but as long as one of us gets through, then we pass!
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 4/20 Height: 172 cm Blood Type: A Likes: Spicy Food\All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass! response:	Damn, he sent that blast from where we were in the middle all the way to the gate?
context: All Might - Quirk: One For All Smashes villains with a super power passed down from one generation to the next.\Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate? response:	What the hell?
context: Affiliation: U.A. High School Hero Class Teacher Birthday: 6/10 Height: 220 cm Blood Type: A Likes: Yakushima Cedar\Almost there...\Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell? response:	It doesn't look like All Might's chasing us.
context: Almost there...\Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us. response:	Don't tell me we knocked him out...?
context: Almost at the escape gate!\Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...? response:	Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!
context: Do your best!!\It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?! response:	There's no way he was knocked out by that, scum!
context: It seems cuter than it needs to be,\but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum! response:	The next time he catches up, it'll be my turn to blow him away with my gauntlet!
context: but as long as one of us gets through, then we pass!\Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet! response:	Yes, yes. And then?
context: Damn, he sent that blast from where we were in the middle all the way to the gate?\What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then? response:	What're you surprised about?
context: What the hell?\It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about? response:	He's too fast...
context: It doesn't look like All Might's chasing us.\Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about?\He's too fast... response:	Even like this, because of these weights, I'm nowhere near my top speed.
context: Don't tell me we knocked him out...?\Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed. response:	Now, die, heroes!
context: Bastard, didn't you keep saying there was no way we'd beat him, you idiot?!\There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes! response:	Kacchan!
context: There's no way he was knocked out by that, scum!\The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan! response:	Who do you think you're talking to?!
context: The next time he catches up, it'll be my turn to blow him away with my gauntlet!\Yes, yes. And then?\What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan!\Who do you think you're talking to?! response:	That's wonderful, boys!
context: Yes, yes. And then?\What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan!\Who do you think you're talking to?!\That's wonderful, boys! response:	You cooperated-however reluctantly-and faced me!
context: What're you surprised about?\He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan!\Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me! response:	However, you two-
context: He's too fast...\Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan!\Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two- response:	That was a prerequisite for this exam!
context: Even like this, because of these weights, I'm nowhere near my top speed.\Now, die, heroes!\Kacchan!\Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam! response:	Overwhelming speed...
context: Now, die, heroes!\Kacchan!\Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam!\Overwhelming speed... response:	His stamina and power are also overwhelming...
