context: You're not going to do anything, Director? response:	That is correct, Nekonome-sensei.
context: Moka-san.\Wait, who cares about Moka!\Kurumu-chan, get off of Tsukune!\Don't interrupt us!\And I thought there was no hope for me.\Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public. response:	With this, the execution is complete.
context: Wait, who cares about Moka!\Kurumu-chan, get off of Tsukune!\Don't interrupt us!\And I thought there was no hope for me.\Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete. response:	Monsters coexisting with humans is just a fantasy!
context: Kurumu-chan, get off of Tsukune!\Don't interrupt us!\And I thought there was no hope for me.\Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy! response:	No, no, Tsukune.
context: Don't interrupt us!\And I thought there was no hope for me.\Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune. response:	Hey, Tsukune!
context: And I thought there was no hope for me.\Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune! response:	Tsukune, no... please don't die!
context: Is this any time to be caught off guard?\Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die! response:	Moka-san, I was really happy.
context: Tsukune...\It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy. response:	Coming to this academy, being with everyone,
context: It's a pity I couldn't execute him in public.\With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone, response:	And meeting Moka-san.
context: With this, the execution is complete.\Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san. response:	No! Stop talking!
context: Monsters coexisting with humans is just a fantasy!\No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking! response:	This is my last request from you.
context: No, no, Tsukune.\Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking!\This is my last request from you. response:	Please protect all of the Newspaper Club members from the clutches of Kuyou...
context: Hey, Tsukune!\Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou... response:	Tsu... kune.
context: Tsukune, no... please don't die!\Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune. response:	Tsukune...!
context: Moka-san, I was really happy.\Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...! response:	So, this is the powerful vampire's true form.
context: Coming to this academy, being with everyone,\And meeting Moka-san.\No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form. response:	You...
context: And meeting Moka-san.\No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form.\You... response:	You...!
context: No! Stop talking!\This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form.\You...\You...! response:	We're sorry!
context: This is my last request from you.\Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form.\You...\You...!\We're sorry! response:	We finally finished those small fry.
context: Please protect all of the Newspaper Club members from the clutches of Kuyou...\Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form.\You...\You...!\We're sorry!\We finally finished those small fry. response:	No...!
context: Tsu... kune.\Tsukune...!\So, this is the powerful vampire's true form.\You...\You...!\We're sorry!\We finally finished those small fry.\No...! response:	It can't be true.
context: Tsukune...!\So, this is the powerful vampire's true form.\You...\You...!\We're sorry!\We finally finished those small fry.\No...!\It can't be true. response:	I'm sorry.
context: So, this is the powerful vampire's true form.\You...\You...!\We're sorry!\We finally finished those small fry.\No...!\It can't be true.\I'm sorry. response:	Even though we were with him...
context: You...\You...!\We're sorry!\We finally finished those small fry.\No...!\It can't be true.\I'm sorry.\Even though we were with him... response:	Move aside, there's still a little bit left of Tsukune's life.
context: You...!\We're sorry!\We finally finished those small fry.\No...!\It can't be true.\I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life. response:	If I do this now...
context: We're sorry!\We finally finished those small fry.\No...!\It can't be true.\I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now... response:	What the hell can you do?!
context: We finally finished those small fry.\No...!\It can't be true.\I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?! response:	Inject my blood into Tsukune.
context: No...!\It can't be true.\I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?!\Inject my blood into Tsukune. response:	Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...
context: It can't be true.\I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality... response:	Will that save Tsukune?
context: I'm sorry.\Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune? response:	The chances are low.
context: Even though we were with him...\Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low. response:	But there's no other alternative now.
context: Move aside, there's still a little bit left of Tsukune's life.\If I do this now...\What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low.\But there's no other alternative now. response:	What the hell is that?
context: If I do this now...\What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low.\But there's no other alternative now.\What the hell is that? response:	Don't tell me it's... a demon fox?
context: What the hell can you do?!\Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low.\But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox? response:	Demon Fox?
context: Inject my blood into Tsukune.\Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low.\But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox? response:	When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.
context: Indeed, the blood of a vampire, which possesses incredible power said to grant immortality...\Will that save Tsukune?\The chances are low.\But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god. response:	As expected from the powerful vampire.
context: Will that save Tsukune?\The chances are low.\But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire. response:	To actually make me release my true powers.
context: The chances are low.\But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers. response:	He focused all of his energy onto his tail!
context: But there's no other alternative now.\What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail! response:	Flame Wheel!
context: What the hell is that?\Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel! response:	Such speed!
context: Don't tell me it's... a demon fox?\Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel!\Such speed! response:	Shirayuki-san, make a shield of ice!
context: Demon Fox?\When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice! response:	I can't, there's too much difference between their levels!
context: When it reaches a higher rank, it is a powerful Japanese monster that has even been known to be worshiped as a god.\As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels! response:	You stupid club members, what are you spacing out there for?!
context: As expected from the powerful vampire.\To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?! response:	The biggest idiot seems to be me instead...
context: To actually make me release my true powers.\He focused all of his energy onto his tail!\Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead... response:	I can't help it...
context: He focused all of his energy onto his tail!\Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it... response:	Losing more club members... I've had enough...
context: Flame Wheel!\Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough... response:	Gin-senpai!
context: Such speed!\Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough...\Gin-senpai! response:	He blocked the attack for us...
context: Shirayuki-san, make a shield of ice!\I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us... response:	So he actually does act like a president sometimes, huh?
context: I can't, there's too much difference between their levels!\You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh? response:	Even if you wanted to be cool, isn't it meaningless if you die?
context: You stupid club members, what are you spacing out there for?!\The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die? response:	I was wondering who that was... so it was Morioka Ginei, huh?
context: The biggest idiot seems to be me instead...\I can't help it...\Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh? response:	Oh well.
context: I can't help it...\Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well. response:	It just means that I don't have to go find him now!
context: Losing more club members... I've had enough...\Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now! response:	You bastard.
context: Gin-senpai!\He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now!\You bastard. response:	Let us handle this!
context: He blocked the attack for us...\So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now!\You bastard.\Let us handle this! response:	Hurry and save Tsukune!
context: So he actually does act like a president sometimes, huh?\Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now!\You bastard.\Let us handle this!\Hurry and save Tsukune! response:	You might die!
context: Even if you wanted to be cool, isn't it meaningless if you die?\I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now!\You bastard.\Let us handle this!\Hurry and save Tsukune!\You might die! response:	We're willing to accept that.
context: I was wondering who that was... so it was Morioka Ginei, huh?\Oh well.\It just means that I don't have to go find him now!\You bastard.\Let us handle this!\Hurry and save Tsukune!\You might die!\We're willing to accept that. response:	Forgive me.
context: Oh well.\It just means that I don't have to go find him now!\You bastard.\Let us handle this!\Hurry and save Tsukune!\You might die!\We're willing to accept that.\Forgive me. response:	Now then, who's next?
context: It just means that I don't have to go find him now!\You bastard.\Let us handle this!\Hurry and save Tsukune!\You might die!\We're willing to accept that.\Forgive me.\Now then, who's next? response:	Guys, we can't let him take even one step forward.
context: You bastard.\Let us handle this!\Hurry and save Tsukune!\You might die!\We're willing to accept that.\Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward. response:	Yeah, I know.
context: Let us handle this!\Hurry and save Tsukune!\You might die!\We're willing to accept that.\Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know. response:	We must combine our powers!
context: Hurry and save Tsukune!\You might die!\We're willing to accept that.\Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers! response:	For the sake of protecting our precious friend, Tsukune...
context: You might die!\We're willing to accept that.\Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune... response:	Tsukune...
context: We're willing to accept that.\Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune... response:	Accept my blood.
context: Forgive me.\Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood. response:	Tsukune...
context: Now then, who's next?\Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood.\Tsukune... response:	Tsukune.
context: Guys, we can't let him take even one step forward.\Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood.\Tsukune...\Tsukune. response:	Is this amount insufficient?
context: Yeah, I know.\We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood.\Tsukune...\Tsukune.\Is this amount insufficient? response:	Take this!
context: We must combine our powers!\For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood.\Tsukune...\Tsukune.\Is this amount insufficient?\Take this! response:	Weak, too weak!
context: For the sake of protecting our precious friend, Tsukune...\Tsukune...\Accept my blood.\Tsukune...\Tsukune.\Is this amount insufficient?\Take this!\Weak, too weak! response:	What friend?
context: Tsukune...\Accept my blood.\Tsukune...\Tsukune.\Is this amount insufficient?\Take this!\Weak, too weak!\What friend? response:	What comrades?
context: Accept my blood.\Tsukune...\Tsukune.\Is this amount insufficient?\Take this!\Weak, too weak!\What friend?\What comrades? response:	Monsters and humans are supposed to be enemies!
context: Tsukune...\Tsukune.\Is this amount insufficient?\Take this!\Weak, too weak!\What friend?\What comrades?\Monsters and humans are supposed to be enemies! response:	Do you still not understand that?
context: Tsukune.\Is this amount insufficient?\Take this!\Weak, too weak!\What friend?\What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that? response:	Mizore!
context: Is this amount insufficient?\Take this!\Weak, too weak!\What friend?\What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore! response:	Shirayuki-san is...
context: Take this!\Weak, too weak!\What friend?\What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore!\Shirayuki-san is... response:	Yukari-chan, concentrate!
context: Weak, too weak!\What friend?\What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore!\Shirayuki-san is...\Yukari-chan, concentrate! response:	Yes!
context: What friend?\What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore!\Shirayuki-san is...\Yukari-chan, concentrate!\Yes! response:	You're the one who doesn't understand!
context: What comrades?\Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore!\Shirayuki-san is...\Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand! response:	Monsters and humans can become friends too!
context: Monsters and humans are supposed to be enemies!\Do you still not understand that?\Mizore!\Shirayuki-san is...\Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too! response:	Aren't we proof of that?
context: Do you still not understand that?\Mizore!\Shirayuki-san is...\Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that? response:	Nonsense!
context: Mizore!\Shirayuki-san is...\Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense! response:	Ruby-san!
context: Shirayuki-san is...\Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense!\Ruby-san! response:	Let's do it!
context: Yukari-chan, concentrate!\Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense!\Ruby-san!\Let's do it! response:	Magic Combination!
context: Yes!\You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense!\Ruby-san!\Let's do it!\Magic Combination! response:	Black Sealing Spell!
context: You're the one who doesn't understand!\Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense!\Ruby-san!\Let's do it!\Magic Combination!\Black Sealing Spell! response:	Desu!
context: Monsters and humans can become friends too!\Aren't we proof of that?\Nonsense!\Ruby-san!\Let's do it!\Magic Combination!\Black Sealing Spell!\Desu! response:	What can you do with this worthless paper?
context: Aren't we proof of that?\Nonsense!\Ruby-san!\Let's do it!\Magic Combination!\Black Sealing Spell!\Desu!\What can you do with this worthless paper? response:	You've fallen for it!
context: Nonsense!\Ruby-san!\Let's do it!\Magic Combination!\Black Sealing Spell!\Desu!\What can you do with this worthless paper?\You've fallen for it! response:	Familiar, Magic Devil!
context: Ruby-san!\Let's do it!\Magic Combination!\Black Sealing Spell!\Desu!\What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil! response:	You're sadly mistaken if you think you can escape from that easily!
context: Let's do it!\Magic Combination!\Black Sealing Spell!\Desu!\What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily! response:	I see. What an interesting imitation.
context: Magic Combination!\Black Sealing Spell!\Desu!\What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation. response:	You filthy witches, disappear!
context: Black Sealing Spell!\Desu!\What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear! response:	Not yet...
context: Desu!\What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear!\Not yet... response:	We did it!
context: What can you do with this worthless paper?\You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear!\Not yet...\We did it! response:	You bitches!
context: You've fallen for it!\Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear!\Not yet...\We did it!\You bitches! response:	You pieces of trash... to think that you actually hurt me!
context: Familiar, Magic Devil!\You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear!\Not yet...\We did it!\You bitches!\You pieces of trash... to think that you actually hurt me! response:	He's returning back to human form...
context: You're sadly mistaken if you think you can escape from that easily!\I see. What an interesting imitation.\You filthy witches, disappear!\Not yet...\We did it!\You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form... response:	It seems like he took a lot of damage from that hit.
context: I see. What an interesting imitation.\You filthy witches, disappear!\Not yet...\We did it!\You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit. response:	No, you're wrong. This isn't some kind of human form.
context: You filthy witches, disappear!\Not yet...\We did it!\You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form. response:	He's compressing his powers into his ultimate form!
context: Not yet...\We did it!\You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form! response:	Feel proud, for being able to witness my final form.
context: We did it!\You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form. response:	Die!
context: You bitches!\You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die! response:	Hey, what was that?
context: You pieces of trash... to think that you actually hurt me!\He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die!\Hey, what was that? response:	It's shaking a lot!
context: He's returning back to human form...\It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die!\Hey, what was that?\It's shaking a lot! response:	Move quickly instead!
context: It seems like he took a lot of damage from that hit.\No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die!\Hey, what was that?\It's shaking a lot!\Move quickly instead! response:	Like I said, it's blocked upstairs!
context: No, you're wrong. This isn't some kind of human form.\He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die!\Hey, what was that?\It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs! response:	Will everyone be all right?
context: He's compressing his powers into his ultimate form!\Feel proud, for being able to witness my final form.\Die!\Hey, what was that?\It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right? response:	Don't pull my tail!
context: Feel proud, for being able to witness my final form.\Die!\Hey, what was that?\It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail! response:	Too strong...
context: Die!\Hey, what was that?\It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail!\Too strong... response:	Such power...
context: Hey, what was that?\It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail!\Too strong...\Such power... response:	How stubborn.
context: It's shaking a lot!\Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail!\Too strong...\Such power...\How stubborn. response:	I see.
context: Move quickly instead!\Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail!\Too strong...\Such power...\How stubborn.\I see. response:	That snow woman used her last reserves to create an ice wall to surround you guys.
context: Like I said, it's blocked upstairs!\Will everyone be all right?\Don't pull my tail!\Too strong...\Such power...\How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys. response:	However, there won't be a second time.
context: Will everyone be all right?\Don't pull my tail!\Too strong...\Such power...\How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time. response:	Yeah, because I won't let you.
context: Don't pull my tail!\Too strong...\Such power...\How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you. response:	Because I'll defeat you.
context: Too strong...\Such power...\How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you. response:	Akashiya Moka.
context: Such power...\How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka. response:	Your efforts to revive him seem to have been a waste.
context: How stubborn.\I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste. response:	Now, come then, powerful monster: Vampire.
context: I see.\That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire. response:	Beating you beyond recognition will further strengthen my position in the school.
context: That snow woman used her last reserves to create an ice wall to surround you guys.\However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school. response:	Moka-san...
context: However, there won't be a second time.\Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san... response:	What about Tsukune?
context: Yeah, because I won't let you.\Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune? response:	What happened with Tsukune?
context: Because I'll defeat you.\Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune?\What happened with Tsukune? response:	I've done what I can.
context: Akashiya Moka.\Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune?\What happened with Tsukune?\I've done what I can. response:	Then...
context: Your efforts to revive him seem to have been a waste.\Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune?\What happened with Tsukune?\I've done what I can.\Then... response:	Tsukune-san...
