context: Anzai, please... response:	drink my blood.
context: You bit me, remember?\Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine! response:	You betrayed us? Are you stupid?
context: Just like a devil.\It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid? response:	Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.
context: It was beautiful, like you had become one yourself.\Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident. response:	As for human casualties, the weather reporter is in critical condition.
context: Shut up! When they question me, I'll tell them you're behind it all!\If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition. response:	The suspect jumped off a building to his death.
context: If you insist. It will only result in more deaths.\Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death. response:	There were two others in Ikebukuro with minor injuries.
context: Anyway, I'll have to tell him you're okay.\You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries. response:	One in an electronics store in Shinjuku with minor injuries.
context: You know, your little friend who told you we'd be executing Plan B.\Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries. response:	One with minor injuries in an IT firm in Itabashi.
context: Don't you dare hurt Zero Nine!\You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi. response:	What about devil casualties?
context: You betrayed us? Are you stupid?\Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties? response:	The devil in the electronics store was beaten by the customers there
context: Investigation HQ: Ikebukuro West Gate Park TV Broadcast Murder Attempt There were 36 transformations in Tokyo due to the Ikebukuro incident.\As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there response:	and died at the hospital later.
context: As for human casualties, the weather reporter is in critical condition.\The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later. response:	An officer at Ikebukuro West Gate shot and killed a devil woman.
context: The suspect jumped off a building to his death.\There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman. response:	We have multiple reports of a mob attacking devils in the residential area of Nerima.
context: There were two others in Ikebukuro with minor injuries.\One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima. response:	We have similar incidents happening all over the country.
context: One in an electronics store in Shinjuku with minor injuries.\One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country. response:	Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.
context: One with minor injuries in an IT firm in Itabashi.\What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country. response:	Murder is murder, but will they be convicted like they would have in the past?
context: What about devil casualties?\The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? response:	Because of the laws protecting private information,
context: The devil in the electronics store was beaten by the customers there\and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information, response:	Because of the laws protecting private information,
context: and died at the hospital later.\An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information, response:	If someone sees a devil for the first time and kills them, Because of the laws protecting private information,
context: An officer at Ikebukuro West Gate shot and killed a devil woman.\We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information, response:	If someone sees a devil for the first time and kills them, it will be necessary to...
context: We have multiple reports of a mob attacking devils in the residential area of Nerima.\We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to... response:	I don't think it's fair to charge them with murder. it will be necessary to...
context: We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to... response:	I don't think it's fair to charge them with murder.
context: Murder is murder, but will they be convicted like they would have in the past? We have similar incidents happening all over the country.\Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder. response:	What's going to happen to the confidentiality policies surrounding devils?
context: Murder is murder, but will they be convicted like they would have in the past?\Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils? response:	Since the media blackout is over.
context: Because of the laws protecting private information,\Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over. response:	Will we be commenting on devils at the press conference?
context: Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference? response:	We will not.
context: If someone sees a devil for the first time and kills them, Because of the laws protecting private information,\If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not. response:	Or, to be accurate, we can't.
context: If someone sees a devil for the first time and kills them, it will be necessary to...\I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't. response:	The MPD doesn't have the authority to decide when to go public about devils.
context: I don't think it's fair to charge them with murder. it will be necessary to...\I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils. response:	The devil issue is a national issue.
context: I don't think it's fair to charge them with murder.\What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue. response:	Furthermore, all devil personnel within Public Security Division 5
context: What's going to happen to the confidentiality policies surrounding devils?\Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5 response:	will be relieved of all duties for the time being.
context: Since the media blackout is over.\Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being. response:	Wait, what do you mean, relieved of all duties?
context: Will we be commenting on devils at the press conference?\We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties? response:	We don't want to deal with the mess if word gets out that the police are harboring devils.
context: We will not.\Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils. response:	Here...
context: Or, to be accurate, we can't.\The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here... response:	Your princess brought that to you, you know.
context: The MPD doesn't have the authority to decide when to go public about devils.\The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know. response:	And this is good timing. You can carry her to the guest room, Prince Charming.
context: The devil issue is a national issue.\Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming. response:	She got tired and fell asleep.
context: Furthermore, all devil personnel within Public Security Division 5\will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep. response:	She's really not a bad kid.
context: will be relieved of all duties for the time being.\Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid. response:	So you better make sure you're there for her.
context: Wait, what do you mean, relieved of all duties?\We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her. response:	She's not even stirring.
context: We don't want to deal with the mess if word gets out that the police are harboring devils.\Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring. response:	She must be exhausted.
context: Here...\Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring.\She must be exhausted. response:	How do I take them out?
context: Your princess brought that to you, you know.\And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring.\She must be exhausted.\How do I take them out? response:	That scar really is deep.
context: And this is good timing. You can carry her to the guest room, Prince Charming.\She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring.\She must be exhausted.\How do I take them out?\That scar really is deep. response:	It won't happen again.
context: She got tired and fell asleep.\She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring.\She must be exhausted.\How do I take them out?\That scar really is deep.\It won't happen again. response:	My last one, huh?
context: She's really not a bad kid.\So you better make sure you're there for her.\She's not even stirring.\She must be exhausted.\How do I take them out?\That scar really is deep.\It won't happen again.\My last one, huh? response:	I'm gonna have to call a donor and get some more.
context: So you better make sure you're there for her.\She's not even stirring.\She must be exhausted.\How do I take them out?\That scar really is deep.\It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more. response:	So they hid the fact that Anzai drank blood to heal his wounds.
context: She's not even stirring.\She must be exhausted.\How do I take them out?\That scar really is deep.\It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds. response:	Well, drinking blood is illegal.
context: She must be exhausted.\How do I take them out?\That scar really is deep.\It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal. response:	Looking at it that way, it's almost like ONLO is exempt from the law.
context: How do I take them out?\That scar really is deep.\It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law. response:	Since they were doing experiments on drinking blood.
context: That scar really is deep.\It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood. response:	But why is it illegal, anyway?
context: It won't happen again.\My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway? response:	Figures. 30 years of blood-sucking cases
context: My last one, huh?\I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases response:	and not one mention of a devil healing after drinking blood.
context: I'm gonna have to call a donor and get some more.\So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood. response:	If it's true, then why isn't it common knowledge?
context: So they hid the fact that Anzai drank blood to heal his wounds.\Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge? response:	Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death
context: Well, drinking blood is illegal.\Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death response:	Sawazaki.
context: Looking at it that way, it's almost like ONLO is exempt from the law.\Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki. response:	Hello?
context: Since they were doing experiments on drinking blood.\But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello? response:	We got a call from someone who saw someone get pushed from the apartment complex.
context: But why is it illegal, anyway?\Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex. response:	It was too dark to make out a face,
context: Figures. 30 years of blood-sucking cases\and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face, response:	but he was definitely pushed over the rail on the stairway.
context: and not one mention of a devil healing after drinking blood.\If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway. response:	Who's the informant?
context: If it's true, then why isn't it common knowledge?\Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant? response:	Someone who works at the bar behind the scene.
context: Serial Fatal Blood-sucking Assaults Suspect: Anzai, Tamaki Investigation period: 3/5/1971 - 10/9/1973 Sentence: Death\Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene. response:	Ryunosuke Katagiri?
context: Sawazaki.\Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri? response:	It's a beautiful day.
context: Hello?\We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day. response:	It's starting to look like spring.
context: We got a call from someone who saw someone get pushed from the apartment complex.\It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring. response:	You don't have to do anything.
context: It was too dark to make out a face,\but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring.\You don't have to do anything. response:	It's starting to snow.
context: but he was definitely pushed over the rail on the stairway.\Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring.\You don't have to do anything.\It's starting to snow. response:	Huh? What was I just dreaming about?
context: Who's the informant?\Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring.\You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about? response:	I usually remember my dreams.
context: Someone who works at the bar behind the scene.\Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring.\You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams. response:	Did you get in touch with the informant?
context: Ryunosuke Katagiri?\It's a beautiful day.\It's starting to look like spring.\You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant? response:	Yeah. I'm on my way to the bar.
context: It's a beautiful day.\It's starting to look like spring.\You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar. response:	I'll drive you.
context: It's starting to look like spring.\You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you. response:	B Squad has more humans than it needs.
context: You don't have to do anything.\It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs. response:	Thanks.
context: It's starting to snow.\Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs.\Thanks. response:	Miwako Toda
context: Huh? What was I just dreaming about?\I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs.\Thanks.\Miwako Toda response:	Miwako? It's been a while.
context: I usually remember my dreams.\Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs.\Thanks.\Miwako Toda\Miwako? It's been a while. response:	You finally picked up! Are you okay?
context: Did you get in touch with the informant?\Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs.\Thanks.\Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay? response:	What? Why?
context: Yeah. I'm on my way to the bar.\I'll drive you.\B Squad has more humans than it needs.\Thanks.\Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why? response:	Why?
context: I'll drive you.\B Squad has more humans than it needs.\Thanks.\Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why?\Why? response:	There are pictures and videos of the Ikebukuro thing last night all over the internet!
context: B Squad has more humans than it needs.\Thanks.\Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet! response:	Some of those pictures are of you!
context: Thanks.\Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you! response:	Pictures of you running away from what looks like a vampire.
context: Miwako Toda\Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire. response:	Pictures of vampires attacking people,
context: Miwako? It's been a while.\You finally picked up! Are you okay?\What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people, response:	pictures of people beating vampires,
context: You finally picked up! Are you okay?\What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires, response:	pictures of vampires jumping around like ninjas.
context: What? Why?\Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas. response:	It can't possibly be real.
context: Why?\There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real. response:	It has to be some kind of epic prank someone set up, right?
context: There are pictures and videos of the Ikebukuro thing last night all over the internet!\Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right? response:	Miwako, vampires really do exist.
context: Some of those pictures are of you!\Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist. response:	Normally they look like all the rest of us,
context: Pictures of you running away from what looks like a vampire.\Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us, response:	but they lose control of themselves when they see blood.
context: Pictures of vampires attacking people,\pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood. response:	So they spend their lives trying to avoid the sight of it.
