context: Elementary School Entrance Ceremony response:	Okay?
context: I can wait.\By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out. response:	I see.
context: By that time, you'll probably be more interested in fancy sweets.\I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see. response:	You're Grandpa's girl through and through...
context: I can't imagine it...\Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through... response:	I hope the bud comes up soon!
context: Daikichi, hurry up!\If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon! response:	Yep...
context: If we don't hurry, it'll be a long time before we can eat them!\Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep... response:	Rin, do you know what a ninja is?
context: Yeah, yeah...\Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is? response:	Yeah, Kouki-kun says he's gonna be a ninja.
context: Is this enough?\Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja. response:	They say that ninjas jump over a hemp plant every day,
context: Yeah. If it's too deep, the bud won't be able to come out.\I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day, response:	so the plant gets bigger and bigger and by the time it's full grown,
context: I see.\You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown, response:	they're jumping at an incredible height.
context: You're Grandpa's girl through and through...\I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height. response:	Huh...
context: I hope the bud comes up soon!\Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh... response:	Why don't you try that with your loquat?
context: Yep...\Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat? response:	I will!
context: Rin, do you know what a ninja is?\Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat?\I will! response:	Like that.
context: Yeah, Kouki-kun says he's gonna be a ninja.\They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat?\I will!\Like that. response:	Like that?
context: They say that ninjas jump over a hemp plant every day,\so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat?\I will!\Like that.\Like that? response:	Uh-huh.
context: so the plant gets bigger and bigger and by the time it's full grown,\they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat?\I will!\Like that.\Like that?\Uh-huh. response:	Hey, how high does a loquat tree get?
context: they're jumping at an incredible height.\Huh...\Why don't you try that with your loquat?\I will!\Like that.\Like that?\Uh-huh.\Hey, how high does a loquat tree get? response:	About as high as our roof?
context: Huh...\Why don't you try that with your loquat?\I will!\Like that.\Like that?\Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof? response:	I dunno... Well...
context: Why don't you try that with your loquat?\I will!\Like that.\Like that?\Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well... response:	Yeah, that's probably about right...
context: I will!\Like that.\Like that?\Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well...\Yeah, that's probably about right... response:	Okay, let's go inside.
context: Like that.\Like that?\Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside. response:	All right, after ten more times!
context: Like that?\Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times! response:	I wonder if it'll sprout tomorrow...
context: Uh-huh.\Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow... response:	Probably not by tomorrow...
context: Hey, how high does a loquat tree get?\About as high as our roof?\I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow... response:	Did you remember everything?
context: About as high as our roof?\I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything? response:	Uh-huh.
context: I dunno... Well...\Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything?\Uh-huh. response:	My teacher said someone from home has to check my schedule, too.
context: Yeah, that's probably about right...\Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too. response:	Pain in the butt...
context: Okay, let's go inside.\All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt... response:	They didn't do this when I was a kid.
context: All right, after ten more times!\I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid. response:	You're right. It says, Please confirm.
context: I wonder if it'll sprout tomorrow...\Probably not by tomorrow...\Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm. response:	Words for Communication
context: Probably not by tomorrow...\Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication response:	Fun Arithmetic
context: Did you remember everything?\Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic response:	A fire?
context: Uh-huh.\My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic\A fire? response:	Police car, I believe...
context: My teacher said someone from home has to check my schedule, too.\Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic\A fire?\Police car, I believe... response:	A crime?
context: Pain in the butt...\They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic\A fire?\Police car, I believe...\A crime? response:	I dunno.
context: They didn't do this when I was a kid.\You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic\A fire?\Police car, I believe...\A crime?\I dunno. response:	Daikichi, attach this whistle to my satchel.
context: You're right. It says, Please confirm.\Words for Communication\Fun Arithmetic\A fire?\Police car, I believe...\A crime?\I dunno.\Daikichi, attach this whistle to my satchel. response:	Rin...
context: Words for Communication\Fun Arithmetic\A fire?\Police car, I believe...\A crime?\I dunno.\Daikichi, attach this whistle to my satchel.\Rin... response:	If somebody you don't know starts talking to you,
context: Fun Arithmetic\A fire?\Police car, I believe...\A crime?\I dunno.\Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you, response:	you blow on this to make a loud sound.
context: A fire?\Police car, I believe...\A crime?\I dunno.\Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound. response:	Yeah.
context: Police car, I believe...\A crime?\I dunno.\Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah. response:	And then run to any house!
context: A crime?\I dunno.\Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah.\And then run to any house! response:	Yeah.
context: I dunno.\Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah.\And then run to any house!\Yeah. response:	A store would be fine, too!
context: Daikichi, attach this whistle to my satchel.\Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah.\And then run to any house!\Yeah.\A store would be fine, too! response:	All right!
context: Rin...\If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah.\And then run to any house!\Yeah.\A store would be fine, too!\All right! response:	Rin! School!
context: If somebody you don't know starts talking to you,\you blow on this to make a loud sound.\Yeah.\And then run to any house!\Yeah.\A store would be fine, too!\All right!\Rin! School! response:	Daikichi! Come on, get up!
context: you blow on this to make a loud sound.\Yeah.\And then run to any house!\Yeah.\A store would be fine, too!\All right!\Rin! School!\Daikichi! Come on, get up! response:	I'm gonna be late!
context: Yeah.\And then run to any house!\Yeah.\A store would be fine, too!\All right!\Rin! School!\Daikichi! Come on, get up!\I'm gonna be late! response:	Okay...
context: And then run to any house!\Yeah.\A store would be fine, too!\All right!\Rin! School!\Daikichi! Come on, get up!\I'm gonna be late!\Okay... response:	Thank you for the food I'm about to eat...
context: Yeah.\A store would be fine, too!\All right!\Rin! School!\Daikichi! Come on, get up!\I'm gonna be late!\Okay...\Thank you for the food I'm about to eat... response:	Thank you for the food I'm about to eat!
context: A store would be fine, too!\All right!\Rin! School!\Daikichi! Come on, get up!\I'm gonna be late!\Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat! response:	You put milk on it.
context: All right!\Rin! School!\Daikichi! Come on, get up!\I'm gonna be late!\Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it. response:	Can I eat just a little bit of it like this?
context: Rin! School!\Daikichi! Come on, get up!\I'm gonna be late!\Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this? response:	Yeah, I guess...
context: Daikichi! Come on, get up!\I'm gonna be late!\Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess... response:	Pet dogs eat this kind of thing.
context: I'm gonna be late!\Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing. response:	That's dog food!
context: Okay...\Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food! response:	It's only for dogs.
context: Thank you for the food I'm about to eat...\Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs. response:	Really?
context: Thank you for the food I'm about to eat!\You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs.\Really? response:	That's right!
context: You put milk on it.\Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs.\Really?\That's right! response:	Humans can't eat dog food!
context: Can I eat just a little bit of it like this?\Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs.\Really?\That's right!\Humans can't eat dog food! response:	Huh...
context: Yeah, I guess...\Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs.\Really?\That's right!\Humans can't eat dog food!\Huh... response:	Don't look regretful about it!
context: Pet dogs eat this kind of thing.\That's dog food!\It's only for dogs.\Really?\That's right!\Humans can't eat dog food!\Huh...\Don't look regretful about it! response:	Is it good?
context: That's dog food!\It's only for dogs.\Really?\That's right!\Humans can't eat dog food!\Huh...\Don't look regretful about it!\Is it good? response:	Uh-huh. Tasty!
context: It's only for dogs.\Really?\That's right!\Humans can't eat dog food!\Huh...\Don't look regretful about it!\Is it good?\Uh-huh. Tasty! response:	Rice balls are still number one, though.
context: Really?\That's right!\Humans can't eat dog food!\Huh...\Don't look regretful about it!\Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though. response:	Those rice balls are tough to beat.
context: That's right!\Humans can't eat dog food!\Huh...\Don't look regretful about it!\Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat. response:	Daikichi, your phone!
context: Humans can't eat dog food!\Huh...\Don't look regretful about it!\Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone! response:	Yeah...
context: Huh...\Don't look regretful about it!\Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone!\Yeah... response:	Good morning!
context: Don't look regretful about it!\Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone!\Yeah...\Good morning! response:	I'm sorry. Kouki was so enthusiastic, he rushed out!
context: Is it good?\Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone!\Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out! response:	Oh, that's okay.
context: Uh-huh. Tasty!\Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone!\Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay. response:	No problem.
context: Rice balls are still number one, though.\Those rice balls are tough to beat.\Daikichi, your phone!\Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem. response:	Right...
context: Those rice balls are tough to beat.\Daikichi, your phone!\Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem.\Right... response:	Kouki-kun's here!
context: Daikichi, your phone!\Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem.\Right...\Kouki-kun's here! response:	He's here.
context: Yeah...\Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem.\Right...\Kouki-kun's here!\He's here. response:	What's up?
context: Good morning!\I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem.\Right...\Kouki-kun's here!\He's here.\What's up? response:	Kouki-kun, you've got burrs all over you!
context: I'm sorry. Kouki was so enthusiastic, he rushed out!\Oh, that's okay.\No problem.\Right...\Kouki-kun's here!\He's here.\What's up?\Kouki-kun, you've got burrs all over you! response:	What animal trail did you take to get here?!
context: Oh, that's okay.\No problem.\Right...\Kouki-kun's here!\He's here.\What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?! response:	I'm not an animal!
context: No problem.\Right...\Kouki-kun's here!\He's here.\What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal! response:	And what's with your hair?
context: Right...\Kouki-kun's here!\He's here.\What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair? response:	Rin, go get a comb.
context: Kouki-kun's here!\He's here.\What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair?\Rin, go get a comb. response:	Okay!
context: He's here.\What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair?\Rin, go get a comb.\Okay! response:	Jeez, your satchel is scratched up now...
context: What's up?\Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair?\Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now... response:	And I bet you scraped that stick across people's walls too, didn't you?
context: Kouki-kun, you've got burrs all over you!\What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair?\Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you? response:	Are you psychic?!
context: What animal trail did you take to get here?!\I'm not an animal!\And what's with your hair?\Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?! response:	I can easily tell that kind of thing!
context: I'm not an animal!\And what's with your hair?\Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing! response:	Is it because you did the same thing when you were little, Daikichi?
context: And what's with your hair?\Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi? response:	Rin, hurry up and get ready!
context: Rin, go get a comb.\Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready! response:	Okay!
context: Okay!\Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay! response:	What's that look for?
context: Jeez, your satchel is scratched up now...\And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay!\What's that look for? response:	See you later!
context: And I bet you scraped that stick across people's walls too, didn't you?\Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay!\What's that look for?\See you later! response:	Hold on a second!
context: Are you psychic?!\I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay!\What's that look for?\See you later!\Hold on a second! response:	You still have time...
context: I can easily tell that kind of thing!\Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay!\What's that look for?\See you later!\Hold on a second!\You still have time... response:	What's wrong?!
context: Is it because you did the same thing when you were little, Daikichi?\Rin, hurry up and get ready!\Okay!\What's that look for?\See you later!\Hold on a second!\You still have time...\What's wrong?! response:	Kouki-kun!
context: Rin, hurry up and get ready!\Okay!\What's that look for?\See you later!\Hold on a second!\You still have time...\What's wrong?!\Kouki-kun! response:	You're not supposed to blow that unless something happens!
context: Okay!\What's that look for?\See you later!\Hold on a second!\You still have time...\What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens! response:	Kouki-kun!
context: What's that look for?\See you later!\Hold on a second!\You still have time...\What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun! response:	Knock it off!
context: See you later!\Hold on a second!\You still have time...\What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off! response:	Quit blowing that thing!
context: Hold on a second!\You still have time...\What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off!\Quit blowing that thing! response:	When you really do need help, nobody's gonna come running!
context: You still have time...\What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running! response:	Got it?
context: What's wrong?!\Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it? response:	Then go ahead.
context: Kouki-kun!\You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it?\Then go ahead. response:	See you later!
context: You're not supposed to blow that unless something happens!\Kouki-kun!\Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it?\Then go ahead.\See you later! response:	Watch out for cars!
context: Kouki-kun!\Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it?\Then go ahead.\See you later!\Watch out for cars! response:	Okay!
context: Knock it off!\Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it?\Then go ahead.\See you later!\Watch out for cars!\Okay! response:	Kouki-kun!
context: Quit blowing that thing!\When you really do need help, nobody's gonna come running!\Got it?\Then go ahead.\See you later!\Watch out for cars!\Okay!\Kouki-kun! response:	Let's take this way!
context: When you really do need help, nobody's gonna come running!\Got it?\Then go ahead.\See you later!\Watch out for cars!\Okay!\Kouki-kun!\Let's take this way! response:	We're not supposed to go out of our way.
context: Got it?\Then go ahead.\See you later!\Watch out for cars!\Okay!\Kouki-kun!\Let's take this way!\We're not supposed to go out of our way. response:	This isn't going out of our way. It's a short cut!
context: Then go ahead.\See you later!\Watch out for cars!\Okay!\Kouki-kun!\Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut! response:	I hear that ninjas...
context: See you later!\Watch out for cars!\Okay!\Kouki-kun!\Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas... response:	Sheesh...
context: Watch out for cars!\Okay!\Kouki-kun!\Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh... response:	It zigzags!
context: Okay!\Kouki-kun!\Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh...\It zigzags! response:	Yeah, right?
context: Kouki-kun!\Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh...\It zigzags!\Yeah, right? response:	Kouki-kun!
context: Let's take this way!\We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh...\It zigzags!\Yeah, right?\Kouki-kun! response:	You're too slow!
context: We're not supposed to go out of our way.\This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh...\It zigzags!\Yeah, right?\Kouki-kun!\You're too slow! response:	There's no point then to the short cut!
context: This isn't going out of our way. It's a short cut!\I hear that ninjas...\Sheesh...\It zigzags!\Yeah, right?\Kouki-kun!\You're too slow!\There's no point then to the short cut! response:	That's not what you do!
context: I hear that ninjas...\Sheesh...\It zigzags!\Yeah, right?\Kouki-kun!\You're too slow!\There's no point then to the short cut!\That's not what you do! response:	Kouki-kun...
context: Sheesh...\It zigzags!\Yeah, right?\Kouki-kun!\You're too slow!\There's no point then to the short cut!\That's not what you do!\Kouki-kun... response:	That kid's hopeless...
context: It zigzags!\Yeah, right?\Kouki-kun!\You're too slow!\There's no point then to the short cut!\That's not what you do!\Kouki-kun...\That kid's hopeless... response:	I know, right?
context: Yeah, right?\Kouki-kun!\You're too slow!\There's no point then to the short cut!\That's not what you do!\Kouki-kun...\That kid's hopeless...\I know, right? response:	Well, I guess it's...
context: Kouki-kun!\You're too slow!\There's no point then to the short cut!\That's not what you do!\Kouki-kun...\That kid's hopeless...\I know, right?\Well, I guess it's... response:	Really, almost all boys are like that.
context: You're too slow!\There's no point then to the short cut!\That's not what you do!\Kouki-kun...\That kid's hopeless...\I know, right?\Well, I guess it's...\Really, almost all boys are like that. response:	Daikichi...
context: There's no point then to the short cut!\That's not what you do!\Kouki-kun...\That kid's hopeless...\I know, right?\Well, I guess it's...\Really, almost all boys are like that.\Daikichi... response:	The only ninja training I condone is jumping over the loquat, right?
context: That's not what you do!\Kouki-kun...\That kid's hopeless...\I know, right?\Well, I guess it's...\Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right? response:	Right!
context: Kouki-kun...\That kid's hopeless...\I know, right?\Well, I guess it's...\Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right! response:	Oh, that loquat's a school entrance commemoration, right?
context: That kid's hopeless...\I know, right?\Well, I guess it's...\Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right? response:	Yeah.
context: I know, right?\Well, I guess it's...\Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah. response:	But your olive tree is a remembrance from when you were born,
context: Well, I guess it's...\Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born, response:	so it's a little different, right?
context: Really, almost all boys are like that.\Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right? response:	Maybe I don't have anything like a fragrant olive tree...
context: Daikichi...\The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree... response:	You're a sharp girl...
context: The only ninja training I condone is jumping over the loquat, right?\Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl... response:	Did that mom of hers plant a tree or anything?
context: Right!\Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything? response:	Or maybe there's one at Grandpa's house.
context: Oh, that loquat's a school entrance commemoration, right?\Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house. response:	Yeah, Grandpa might've...
context: Yeah.\But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've... response:	But you don't know anything about one there, do you?
context: But your olive tree is a remembrance from when you were born,\so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you? response:	No.
context: so it's a little different, right?\Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No. response:	And Grandpa's gone...
context: Maybe I don't have anything like a fragrant olive tree...\You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No.\And Grandpa's gone... response:	If I don't know about it, no one does, right?
