context: Tsuritama Episode 1 response:	Long ago, a five-headed dragon lived in this ocean.
context: I haven't thought about what to say after that.\What am I gonna do?\Just say something.\What should I do?!\Thank you.\This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun. response:	That was great.
context: What am I gonna do?\Just say something.\What should I do?!\Thank you.\This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great. response:	That was probably the best I've ever done.
context: Just say something.\What should I do?!\Thank you.\This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done. response:	I'm sure he'll have trouble at first,
context: What should I do?!\Thank you.\This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first, response:	and I expect all of you to give him a hand.
context: Thank you.\This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand. response:	Oh, no.
context: This is fine.\I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no. response:	Don't look!
context: I'll just calm down and go my desk.\I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no.\Don't look! response:	Nothing's happening!
context: I hope you'll all be nice to Sanada-kun.\That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no.\Don't look!\Nothing's happening! response:	All I did was stand up!
context: That was great.\That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no.\Don't look!\Nothing's happening!\All I did was stand up! response:	Who is he?
context: That was probably the best I've ever done.\I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no.\Don't look!\Nothing's happening!\All I did was stand up!\Who is he? response:	Fishing?
context: I'm sure he'll have trouble at first,\and I expect all of you to give him a hand.\Oh, no.\Don't look!\Nothing's happening!\All I did was stand up!\Who is he?\Fishing? response:	Why?
context: and I expect all of you to give him a hand.\Oh, no.\Don't look!\Nothing's happening!\All I did was stand up!\Who is he?\Fishing?\Why? response:	Be careful with that.
context: Oh, no.\Don't look!\Nothing's happening!\All I did was stand up!\Who is he?\Fishing?\Why?\Be careful with that. response:	I'm Haru.
context: Don't look!\Nothing's happening!\All I did was stand up!\Who is he?\Fishing?\Why?\Be careful with that.\I'm Haru. response:	I'm an alien.
context: Nothing's happening!\All I did was stand up!\Who is he?\Fishing?\Why?\Be careful with that.\I'm Haru.\I'm an alien. response:	What?
context: All I did was stand up!\Who is he?\Fishing?\Why?\Be careful with that.\I'm Haru.\I'm an alien.\What? response:	Did he just call himself an alien?
context: Who is he?\Fishing?\Why?\Be careful with that.\I'm Haru.\I'm an alien.\What?\Did he just call himself an alien? response:	There you are.
context: Fishing?\Why?\Be careful with that.\I'm Haru.\I'm an alien.\What?\Did he just call himself an alien?\There you are. response:	Yuki!
context: Why?\Be careful with that.\I'm Haru.\I'm an alien.\What?\Did he just call himself an alien?\There you are.\Yuki! response:	How does he know my name?
context: Be careful with that.\I'm Haru.\I'm an alien.\What?\Did he just call himself an alien?\There you are.\Yuki!\How does he know my name? response:	All right, a bite.
context: I'm Haru.\I'm an alien.\What?\Did he just call himself an alien?\There you are.\Yuki!\How does he know my name?\All right, a bite. response:	Come on, come on, come on, come on, come on, come on.
context: I'm an alien.\What?\Did he just call himself an alien?\There you are.\Yuki!\How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on. response:	I can't do anything.
context: What?\Did he just call himself an alien?\There you are.\Yuki!\How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything. response:	Stop looking at me.
context: Did he just call himself an alien?\There you are.\Yuki!\How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me. response:	Crap, here it comes!
context: There you are.\Yuki!\How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me.\Crap, here it comes! response:	He's terrifying.
context: Yuki!\How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me.\Crap, here it comes!\He's terrifying. response:	What's wrong with his face?
context: How does he know my name?\All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me.\Crap, here it comes!\He's terrifying.\What's wrong with his face? response:	I'm not angry or anything.
context: All right, a bite.\Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me.\Crap, here it comes!\He's terrifying.\What's wrong with his face?\I'm not angry or anything. response:	This is just the face I make when I freak out.
context: Come on, come on, come on, come on, come on, come on.\I can't do anything.\Stop looking at me.\Crap, here it comes!\He's terrifying.\What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out. response:	I can't help it!
context: I can't do anything.\Stop looking at me.\Crap, here it comes!\He's terrifying.\What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it! response:	Sakuragai, sakuragai.
context: Stop looking at me.\Crap, here it comes!\He's terrifying.\What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai. response:	Haino, haino, haino.
context: Crap, here it comes!\He's terrifying.\What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino. response:	There's something off about those two.
context: He's terrifying.\What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two. response:	Yoisho, yoishona.
context: What's wrong with his face?\I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona. response:	But they make a good team.
context: I'm not angry or anything.\This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona.\But they make a good team. response:	Haino, haino, haino.
context: This is just the face I make when I freak out.\I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona.\But they make a good team.\Haino, haino, haino. response:	Yoisho, yoishona.
context: I can't help it!\Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona.\But they make a good team.\Haino, haino, haino.\Yoisho, yoishona. response:	Come on, let's go. Let's go fishing!
context: Sakuragai, sakuragai.\Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona.\But they make a good team.\Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing! response:	Cut it out already!
context: Haino, haino, haino.\There's something off about those two.\Yoisho, yoishona.\But they make a good team.\Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already! response:	So, how about it?
context: There's something off about those two.\Yoisho, yoishona.\But they make a good team.\Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it? response:	Why would I go fishing?
context: Yoisho, yoishona.\But they make a good team.\Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it?\Why would I go fishing? response:	Yuki, your hair looks cool.
context: But they make a good team.\Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it?\Why would I go fishing?\Yuki, your hair looks cool. response:	Let's go fishing.
context: Haino, haino, haino.\Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it?\Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing. response:	Hey, Yuki.
context: Yoisho, yoishona.\Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it?\Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki. response:	Let's be friends.
context: Come on, let's go. Let's go fishing!\Cut it out already!\So, how about it?\Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki.\Let's be friends. response:	That face isn't cool.
context: Cut it out already!\So, how about it?\Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki.\Let's be friends.\That face isn't cool. response:	Huh?
context: So, how about it?\Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki.\Let's be friends.\That face isn't cool.\Huh? response:	What am I doing here?
context: Why would I go fishing?\Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki.\Let's be friends.\That face isn't cool.\Huh?\What am I doing here? response:	It's the kid from this morning.
context: Yuki, your hair looks cool.\Let's go fishing.\Hey, Yuki.\Let's be friends.\That face isn't cool.\Huh?\What am I doing here?\It's the kid from this morning. response:	Hey, alien.
context: Let's go fishing.\Hey, Yuki.\Let's be friends.\That face isn't cool.\Huh?\What am I doing here?\It's the kid from this morning.\Hey, alien. response:	Misaki.
context: Hey, Yuki.\Let's be friends.\That face isn't cool.\Huh?\What am I doing here?\It's the kid from this morning.\Hey, alien.\Misaki. response:	What is he doing?
context: Let's be friends.\That face isn't cool.\Huh?\What am I doing here?\It's the kid from this morning.\Hey, alien.\Misaki.\What is he doing? response:	What's this guy's problem?!
context: That face isn't cool.\Huh?\What am I doing here?\It's the kid from this morning.\Hey, alien.\Misaki.\What is he doing?\What's this guy's problem?! response:	That guy...
context: Huh?\What am I doing here?\It's the kid from this morning.\Hey, alien.\Misaki.\What is he doing?\What's this guy's problem?!\That guy... response:	The alien and the hannya.
context: What am I doing here?\It's the kid from this morning.\Hey, alien.\Misaki.\What is he doing?\What's this guy's problem?!\That guy...\The alien and the hannya. response:	What are they doing here?
context: It's the kid from this morning.\Hey, alien.\Misaki.\What is he doing?\What's this guy's problem?!\That guy...\The alien and the hannya.\What are they doing here? response:	Good morning, Natsuki.
context: Hey, alien.\Misaki.\What is he doing?\What's this guy's problem?!\That guy...\The alien and the hannya.\What are they doing here?\Good morning, Natsuki. response:	Yo.
context: Misaki.\What is he doing?\What's this guy's problem?!\That guy...\The alien and the hannya.\What are they doing here?\Good morning, Natsuki.\Yo. response:	Boss, come here.
context: What is he doing?\What's this guy's problem?!\That guy...\The alien and the hannya.\What are they doing here?\Good morning, Natsuki.\Yo.\Boss, come here. response:	We're in the same class. We're friends.
context: What's this guy's problem?!\That guy...\The alien and the hannya.\What are they doing here?\Good morning, Natsuki.\Yo.\Boss, come here.\We're in the same class. We're friends. response:	No, we're not.
context: That guy...\The alien and the hannya.\What are they doing here?\Good morning, Natsuki.\Yo.\Boss, come here.\We're in the same class. We're friends.\No, we're not. response:	Hello.
context: The alien and the hannya.\What are they doing here?\Good morning, Natsuki.\Yo.\Boss, come here.\We're in the same class. We're friends.\No, we're not.\Hello. response:	Our part-timer's pretty amazing.
context: What are they doing here?\Good morning, Natsuki.\Yo.\Boss, come here.\We're in the same class. We're friends.\No, we're not.\Hello.\Our part-timer's pretty amazing. response:	Fishing Prince
context: Good morning, Natsuki.\Yo.\Boss, come here.\We're in the same class. We're friends.\No, we're not.\Hello.\Our part-timer's pretty amazing.\Fishing Prince response:	The fishing prince?
context: Yo.\Boss, come here.\We're in the same class. We're friends.\No, we're not.\Hello.\Our part-timer's pretty amazing.\Fishing Prince\The fishing prince? response:	Weird.
context: Boss, come here.\We're in the same class. We're friends.\No, we're not.\Hello.\Our part-timer's pretty amazing.\Fishing Prince\The fishing prince?\Weird. response:	Is he good at fishing?
context: We're in the same class. We're friends.\No, we're not.\Hello.\Our part-timer's pretty amazing.\Fishing Prince\The fishing prince?\Weird.\Is he good at fishing? response:	Of course.
context: No, we're not.\Hello.\Our part-timer's pretty amazing.\Fishing Prince\The fishing prince?\Weird.\Is he good at fishing?\Of course. response:	Among high schoolers, he's strong at the national level.
context: Hello.\Our part-timer's pretty amazing.\Fishing Prince\The fishing prince?\Weird.\Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level. response:	Hey, Prince.
context: Our part-timer's pretty amazing.\Fishing Prince\The fishing prince?\Weird.\Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince. response:	If you call me that at school, I'll kill you.
context: Fishing Prince\The fishing prince?\Weird.\Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you. response:	I don't wanna die!
context: The fishing prince?\Weird.\Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die! response:	Hey!
context: Weird.\Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die!\Hey! response:	Seriously! What's with that water gun?
context: Is he good at fishing?\Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die!\Hey!\Seriously! What's with that water gun? response:	Prince, you'll teach us to fish, won't you?
context: Of course.\Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die!\Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you? response:	Who are these guys?
context: Among high schoolers, he's strong at the national level.\Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die!\Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys? response:	No. I'm not with him!
context: Hey, Prince.\If you call me that at school, I'll kill you.\I don't wanna die!\Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him! response:	Like this?
context: If you call me that at school, I'll kill you.\I don't wanna die!\Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him!\Like this? response:	No, that's how you fish with bait.
context: I don't wanna die!\Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him!\Like this?\No, that's how you fish with bait. response:	This is how you use a lure.
context: Hey!\Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him!\Like this?\No, that's how you fish with bait.\This is how you use a lure. response:	Fishing's for old guys.
context: Seriously! What's with that water gun?\Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him!\Like this?\No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys. response:	It seems so boring.
context: Prince, you'll teach us to fish, won't you?\Who are these guys?\No. I'm not with him!\Like this?\No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys.\It seems so boring. response:	You're amazing, Prince!
context: Who are these guys?\No. I'm not with him!\Like this?\No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys.\It seems so boring.\You're amazing, Prince! response:	If you're not gonna fish, go home.
context: No. I'm not with him!\Like this?\No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys.\It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home. response:	Yuki's gonna fish!
context: Like this?\No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys.\It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish! response:	No one asked you to say that.
context: No, that's how you fish with bait.\This is how you use a lure.\Fishing's for old guys.\It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that. response:	Have you been listening?
context: This is how you use a lure.\Fishing's for old guys.\It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that.\Have you been listening? response:	That's how you fish with bait.
context: Fishing's for old guys.\It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that.\Have you been listening?\That's how you fish with bait. response:	You have to throw your lure where the fish are.
context: It seems so boring.\You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that.\Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are. response:	I don't know the first thing about this.
context: You're amazing, Prince!\If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that.\Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this. response:	Why is he so angry, anyway?
context: If you're not gonna fish, go home.\Yuki's gonna fish!\No one asked you to say that.\Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway? response:	What should I do? What should I do?!
context: Yuki's gonna fish!\No one asked you to say that.\Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?! response:	Why is he so angry?
context: No one asked you to say that.\Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry? response:	This guy's hopeless.
context: Have you been listening?\That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry?\This guy's hopeless. response:	It's so strong! What is this?
context: That's how you fish with bait.\You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry?\This guy's hopeless.\It's so strong! What is this? response:	A fish? Seriously?
context: You have to throw your lure where the fish are.\I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry?\This guy's hopeless.\It's so strong! What is this?\A fish? Seriously? response:	You can do it, Yuki!
context: I don't know the first thing about this.\Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry?\This guy's hopeless.\It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki! response:	What am I supposed to do?
context: Why is he so angry, anyway?\What should I do? What should I do?!\Why is he so angry?\This guy's hopeless.\It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki!\What am I supposed to do? response:	He can talk.
context: What should I do? What should I do?!\Why is he so angry?\This guy's hopeless.\It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki!\What am I supposed to do?\He can talk. response:	Raise your pole!
context: Why is he so angry?\This guy's hopeless.\It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki!\What am I supposed to do?\He can talk.\Raise your pole! response:	Raise it? How am I supposed to do
context: This guy's hopeless.\It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki!\What am I supposed to do?\He can talk.\Raise your pole!\Raise it? How am I supposed to do response:	That idiot!
context: It's so strong! What is this?\A fish? Seriously?\You can do it, Yuki!\What am I supposed to do?\He can talk.\Raise your pole!\Raise it? How am I supposed to do\That idiot! response:	I can't do this any more!
context: A fish? Seriously?\You can do it, Yuki!\What am I supposed to do?\He can talk.\Raise your pole!\Raise it? How am I supposed to do\That idiot!\I can't do this any more! response:	Like this!
context: You can do it, Yuki!\What am I supposed to do?\He can talk.\Raise your pole!\Raise it? How am I supposed to do\That idiot!\I can't do this any more!\Like this! response:	Turn the reel!
context: What am I supposed to do?\He can talk.\Raise your pole!\Raise it? How am I supposed to do\That idiot!\I can't do this any more!\Like this!\Turn the reel! response:	The reel?
context: He can talk.\Raise your pole!\Raise it? How am I supposed to do\That idiot!\I can't do this any more!\Like this!\Turn the reel!\The reel? response:	Come on, come on, come on!
context: Raise your pole!\Raise it? How am I supposed to do\That idiot!\I can't do this any more!\Like this!\Turn the reel!\The reel?\Come on, come on, come on! response:	This thing?
context: Raise it? How am I supposed to do\That idiot!\I can't do this any more!\Like this!\Turn the reel!\The reel?\Come on, come on, come on!\This thing? response:	It's huge!
context: That idiot!\I can't do this any more!\Like this!\Turn the reel!\The reel?\Come on, come on, come on!\This thing?\It's huge! response:	Shit!
context: I can't do this any more!\Like this!\Turn the reel!\The reel?\Come on, come on, come on!\This thing?\It's huge!\Shit! response:	It's jumping.
context: Like this!\Turn the reel!\The reel?\Come on, come on, come on!\This thing?\It's huge!\Shit!\It's jumping. response:	A sea bass will shake its body to unhook the lure.
context: Turn the reel!\The reel?\Come on, come on, come on!\This thing?\It's huge!\Shit!\It's jumping.\A sea bass will shake its body to unhook the lure. response:	Don't panic, or you'll lose him.
context: The reel?\Come on, come on, come on!\This thing?\It's huge!\Shit!\It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him. response:	Lose him?
context: Come on, come on, come on!\This thing?\It's huge!\Shit!\It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him? response:	It means he'll get away.
context: This thing?\It's huge!\Shit!\It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him?\It means he'll get away. response:	How was it, Yuki?
context: It's huge!\Shit!\It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him?\It means he'll get away.\How was it, Yuki? response:	Isn't fishing fun?
context: Shit!\It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him?\It means he'll get away.\How was it, Yuki?\Isn't fishing fun? response:	I'm home.
context: It's jumping.\A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him?\It means he'll get away.\How was it, Yuki?\Isn't fishing fun?\I'm home. response:	A lot of things...
context: A sea bass will shake its body to unhook the lure.\Don't panic, or you'll lose him.\Lose him?\It means he'll get away.\How was it, Yuki?\Isn't fishing fun?\I'm home.\A lot of things... response:	happened today.
context: Don't panic, or you'll lose him.\Lose him?\It means he'll get away.\How was it, Yuki?\Isn't fishing fun?\I'm home.\A lot of things...\happened today. response:	I'm sure I'll forget all about it soon.
context: Lose him?\It means he'll get away.\How was it, Yuki?\Isn't fishing fun?\I'm home.\A lot of things...\happened today.\I'm sure I'll forget all about it soon. response:	Let's be friends.
context: It means he'll get away.\How was it, Yuki?\Isn't fishing fun?\I'm home.\A lot of things...\happened today.\I'm sure I'll forget all about it soon.\Let's be friends. response:	Where did you get that?
context: How was it, Yuki?\Isn't fishing fun?\I'm home.\A lot of things...\happened today.\I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that? response:	I went fishing.
context: Isn't fishing fun?\I'm home.\A lot of things...\happened today.\I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that?\I went fishing. response:	The line broke, and it got away.
context: I'm home.\A lot of things...\happened today.\I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that?\I went fishing.\The line broke, and it got away. response:	But that's amazing.
context: A lot of things...\happened today.\I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that?\I went fishing.\The line broke, and it got away.\But that's amazing. response:	It was your first try.
context: happened today.\I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that?\I went fishing.\The line broke, and it got away.\But that's amazing.\It was your first try. response:	Did you go by yourself?
context: I'm sure I'll forget all about it soon.\Let's be friends.\Where did you get that?\I went fishing.\The line broke, and it got away.\But that's amazing.\It was your first try.\Did you go by yourself? response:	No, I went with a kid from my class.
context: Let's be friends.\Where did you get that?\I went fishing.\The line broke, and it got away.\But that's amazing.\It was your first try.\Did you go by yourself?\No, I went with a kid from my class. response:	A friend?
context: Where did you get that?\I went fishing.\The line broke, and it got away.\But that's amazing.\It was your first try.\Did you go by yourself?\No, I went with a kid from my class.\A friend? response:	No.
context: I went fishing.\The line broke, and it got away.\But that's amazing.\It was your first try.\Did you go by yourself?\No, I went with a kid from my class.\A friend?\No. response:	He's not really my friend.
context: The line broke, and it got away.\But that's amazing.\It was your first try.\Did you go by yourself?\No, I went with a kid from my class.\A friend?\No.\He's not really my friend. response:	Coming.
context: But that's amazing.\It was your first try.\Did you go by yourself?\No, I went with a kid from my class.\A friend?\No.\He's not really my friend.\Coming. response:	I'm home!
context: It was your first try.\Did you go by yourself?\No, I went with a kid from my class.\A friend?\No.\He's not really my friend.\Coming.\I'm home! response:	What?
context: Did you go by yourself?\No, I went with a kid from my class.\A friend?\No.\He's not really my friend.\Coming.\I'm home!\What? response:	Is this your friend?
context: No, I went with a kid from my class.\A friend?\No.\He's not really my friend.\Coming.\I'm home!\What?\Is this your friend? response:	That's right.
context: A friend?\No.\He's not really my friend.\Coming.\I'm home!\What?\Is this your friend?\That's right. response:	We're friends now.
context: No.\He's not really my friend.\Coming.\I'm home!\What?\Is this your friend?\That's right.\We're friends now. response:	Grandma, what's going on here?
context: He's not really my friend.\Coming.\I'm home!\What?\Is this your friend?\That's right.\We're friends now.\Grandma, what's going on here? response:	As of today, Haru's going to be living with us.
context: Coming.\I'm home!\What?\Is this your friend?\That's right.\We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us. response:	That's right.
context: I'm home!\What?\Is this your friend?\That's right.\We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right. response:	Isn't it a wonderful idea?
context: What?\Is this your friend?\That's right.\We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea? response:	Haru suddenly appeared before me that day.
context: Is this your friend?\That's right.\We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day. response:	I never dreamed it would happen.
context: That's right.\We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen. response:	Yuki!
context: We're friends now.\Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki! response:	Hey, let's save the world together.
context: Grandma, what's going on here?\As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki!\Hey, let's save the world together. response:	Save the world?
context: As of today, Haru's going to be living with us.\That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki!\Hey, let's save the world together.\Save the world? response:	What's he talking about?!
context: That's right.\Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki!\Hey, let's save the world together.\Save the world?\What's he talking about?! response:	I didn't think
context: Isn't it a wonderful idea?\Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki!\Hey, let's save the world together.\Save the world?\What's he talking about?!\I didn't think response:	we'd actually end up saving the world.
context: Haru suddenly appeared before me that day.\I never dreamed it would happen.\Yuki!\Hey, let's save the world together.\Save the world?\What's he talking about?!\I didn't think\we'd actually end up saving the world. response:	Not in the least.
context: I never dreamed it would happen.\Yuki!\Hey, let's save the world together.\Save the world?\What's he talking about?!\I didn't think\we'd actually end up saving the world.\Not in the least. response:	Continued in ep 2
context: Yuki!\Hey, let's save the world together.\Save the world?\What's he talking about?!\I didn't think\we'd actually end up saving the world.\Not in the least.\Continued in ep 2 response:	See you next time
