context: Gotcha! response:	Stick with your close range weapons!
context: It makes us uneasy, like when something gets a little stuck in your throat and you can't get it out.\When I first came to the world of Grimgar...\Well, I don't actually know where I came from either.\Anyway, I'll tell you about my oldest memory.\It was actually only from a couple of days ago.\Awaken.\I can't remember anything from before this.\I didn't know why I was here... response:	Is anybody there?
context: When I first came to the world of Grimgar...\Well, I don't actually know where I came from either.\Anyway, I'll tell you about my oldest memory.\It was actually only from a couple of days ago.\Awaken.\I can't remember anything from before this.\I didn't know why I was here...\Is anybody there? response:	Y-Yeah.
context: Well, I don't actually know where I came from either.\Anyway, I'll tell you about my oldest memory.\It was actually only from a couple of days ago.\Awaken.\I can't remember anything from before this.\I didn't know why I was here...\Is anybody there?\Y-Yeah. response:	I'm here.
context: Anyway, I'll tell you about my oldest memory.\It was actually only from a couple of days ago.\Awaken.\I can't remember anything from before this.\I didn't know why I was here...\Is anybody there?\Y-Yeah.\I'm here. response:	Yeah.
context: It was actually only from a couple of days ago.\Awaken.\I can't remember anything from before this.\I didn't know why I was here...\Is anybody there?\Y-Yeah.\I'm here.\Yeah. response:	Likewise...
context: Awaken.\I can't remember anything from before this.\I didn't know why I was here...\Is anybody there?\Y-Yeah.\I'm here.\Yeah.\Likewise... response:	How many of us?
context: I can't remember anything from before this.\I didn't know why I was here...\Is anybody there?\Y-Yeah.\I'm here.\Yeah.\Likewise...\How many of us? response:	Let's count?
context: I didn't know why I was here...\Is anybody there?\Y-Yeah.\I'm here.\Yeah.\Likewise...\How many of us?\Let's count? response:	Where are we, anyway?
context: Is anybody there?\Y-Yeah.\I'm here.\Yeah.\Likewise...\How many of us?\Let's count?\Where are we, anyway? response:	Man, no one here knows?
context: Y-Yeah.\I'm here.\Yeah.\Likewise...\How many of us?\Let's count?\Where are we, anyway?\Man, no one here knows? response:	What's up with this?
context: I'm here.\Yeah.\Likewise...\How many of us?\Let's count?\Where are we, anyway?\Man, no one here knows?\What's up with this? response:	What the heck is this?
context: Yeah.\Likewise...\How many of us?\Let's count?\Where are we, anyway?\Man, no one here knows?\What's up with this?\What the heck is this? response:	That over there... you think it's a town?
context: Likewise...\How many of us?\Let's count?\Where are we, anyway?\Man, no one here knows?\What's up with this?\What the heck is this?\That over there... you think it's a town? response:	Rather than a town...
context: How many of us?\Let's count?\Where are we, anyway?\Man, no one here knows?\What's up with this?\What the heck is this?\That over there... you think it's a town?\Rather than a town... response:	I don't see any familiar faces.
context: Let's count?\Where are we, anyway?\Man, no one here knows?\What's up with this?\What the heck is this?\That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces. response:	Did you just say something?
context: Where are we, anyway?\Man, no one here knows?\What's up with this?\What the heck is this?\That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces.\Did you just say something? response:	No... nothing.
context: Man, no one here knows?\What's up with this?\What the heck is this?\That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces.\Did you just say something?\No... nothing. response:	Rather than familiar...
context: What's up with this?\What the heck is this?\That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces.\Did you just say something?\No... nothing.\Rather than familiar... response:	This is odd...
context: What the heck is this?\That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces.\Did you just say something?\No... nothing.\Rather than familiar...\This is odd... response:	I can't remember anybody.
context: That over there... you think it's a town?\Rather than a town...\I don't see any familiar faces.\Did you just say something?\No... nothing.\Rather than familiar...\This is odd...\I can't remember anybody. response:	Not my friends, family, anybody...
context: Rather than a town...\I don't see any familiar faces.\Did you just say something?\No... nothing.\Rather than familiar...\This is odd...\I can't remember anybody.\Not my friends, family, anybody... response:	Where... is this place?
context: I don't see any familiar faces.\Did you just say something?\No... nothing.\Rather than familiar...\This is odd...\I can't remember anybody.\Not my friends, family, anybody...\Where... is this place? response:	Excuse me, does anybody know?!
context: Did you just say something?\No... nothing.\Rather than familiar...\This is odd...\I can't remember anybody.\Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?! response:	Where...
context: No... nothing.\Rather than familiar...\This is odd...\I can't remember anybody.\Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?!\Where... response:	I know!
context: Rather than familiar...\This is odd...\I can't remember anybody.\Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?!\Where...\I know! response:	We can ask them.
context: This is odd...\I can't remember anybody.\Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?!\Where...\I know!\We can ask them. response:	Look, we can ask those guys wearing all that armor stuff.
context: I can't remember anybody.\Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?!\Where...\I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff. response:	This is the town of Ortana.
context: Not my friends, family, anybody...\Where... is this place?\Excuse me, does anybody know?!\Where...\I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana. response:	The name's Brittany.
context: Where... is this place?\Excuse me, does anybody know?!\Where...\I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany. response:	I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.
context: Excuse me, does anybody know?!\Where...\I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade. response:	Calling me Chief if fine and all, but Bri-chan is okay too.
context: Where...\I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too. response:	However in that case you better say it veeery affectionately.
context: I know!\We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately. response:	Got it?
context: We can ask them.\Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it? response:	Answer my question.
context: Look, we can ask those guys wearing all that armor stuff.\This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it?\Answer my question. response:	What the heck are the Borderland Brigade and the Volunteer Soldier Squad?
context: This is the town of Ortana.\The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad? response:	Why am I here?
context: The name's Brittany.\I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here? response:	Demanding are you?
context: I'm chief and host of the Red Moon office of the Volunteer Soldier Squad for Ortana's Borderland Brigade.\Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you? response:	I don't mind ones like you.
context: Calling me Chief if fine and all, but Bri-chan is okay too.\However in that case you better say it veeery affectionately.\Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you?\I don't mind ones like you. response:	It's Renji.
context: However in that case you better say it veeery affectionately.\Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you?\I don't mind ones like you.\It's Renji. response:	And I don't like pervy guys like you
context: Got it?\Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you?\I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you response:	Renji, let me tell you something.
context: Answer my question.\What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you?\I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something. response:	No one has called me perverted and lived long.
context: What the heck are the Borderland Brigade and the Volunteer Soldier Squad?\Why am I here?\Demanding are you?\I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long. response:	Wanna try?
context: Why am I here?\Demanding are you?\I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try? response:	Well, try and get me if you can, Pervy Chief.
context: Demanding are you?\I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief. response:	When time comes.
context: I don't mind ones like you.\It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes. response:	I'll get you good, I'll get you very good.
context: It's Renji.\And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good. response:	You won't be able to forget me after that.
context: And I don't like pervy guys like you\Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that. response:	Ten silver coins.
context: Renji, let me tell you something.\No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins. response:	There are ten silvers in here per person.
context: No one has called me perverted and lived long.\Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person. response:	I'll give a bag to those who join the Volunteer Soldier Squad.
context: Wanna try?\Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad. response:	It should be enough for the time being.
context: Well, try and get me if you can, Pervy Chief.\When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being. response:	Oh yeah, money...
context: When time comes.\I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money... response:	No phone either...
context: I'll get you good, I'll get you very good.\You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money...\No phone either... response:	Phone?
context: You won't be able to forget me after that.\Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money...\No phone either...\Phone? response:	Huh, what's a cell phone?
context: Ten silver coins.\There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money...\No phone either...\Phone?\Huh, what's a cell phone? response:	Look here.
context: There are ten silvers in here per person.\I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money...\No phone either...\Phone?\Huh, what's a cell phone?\Look here. response:	This is proof that you're a trainee, priced at twenty silver coins.
context: I'll give a bag to those who join the Volunteer Soldier Squad.\It should be enough for the time being.\Oh yeah, money...\No phone either...\Phone?\Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins. response:	For twenty more, you can buy an official badge that comes with its own benefits.
context: It should be enough for the time being.\Oh yeah, money...\No phone either...\Phone?\Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits. response:	We have to buy them?
context: Oh yeah, money...\No phone either...\Phone?\Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them? response:	Either way, if you're not strong enough, you'll die.
context: No phone either...\Phone?\Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die. response:	Die? I didn't realize this conversation was so serious.
context: Phone?\Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious. response:	What, exactly, do we need to do?
context: Huh, what's a cell phone?\Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do? response:	My dear Renji, you disappoint me.
context: Look here.\This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me. response:	You'll defeat enemies by gathering information with your own wits and discernment.
context: This is proof that you're a trainee, priced at twenty silver coins.\For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment. response:	That's the way of a Volunteer Soldier.
context: For twenty more, you can buy an official badge that comes with its own benefits.\We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier. response:	So basically, we need to find out things and think for ourselves for everything?
context: We have to buy them?\Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything? response:	Exactly.
context: Either way, if you're not strong enough, you'll die.\Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly. response:	I love such fast learners.
context: Die? I didn't realize this conversation was so serious.\What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners. response:	After you defeat a monster, take all the spoils and sell them.
context: What, exactly, do we need to do?\My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them. response:	These are basics.
context: My dear Renji, you disappoint me.\You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics. response:	Don't think that there are other types of menial labor to do.
context: You'll defeat enemies by gathering information with your own wits and discernment.\That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do. response:	It's a different story if you want to become a little pet of mine.
context: That's the way of a Volunteer Soldier.\So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine. response:	Living has its own challenges.
context: So basically, we need to find out things and think for ourselves for everything?\Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges. response:	I'll give you just one piece of advice.
context: Exactly.\I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice. response:	Don't give up.
context: I love such fast learners.\After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice.\Don't give up. response:	Yes, when you die, you die, but if you give up, you're definitely going to die.
context: After you defeat a monster, take all the spoils and sell them.\These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die. response:	That, I am sure of.
context: These are basics.\Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of. response:	Congratulations.
context: Don't think that there are other types of menial labor to do.\It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations. response:	Starting today, you are all Volunteer Soldier trainees.
context: It's a different story if you want to become a little pet of mine.\Living has its own challenges.\I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees. response:	In the borderlands of this world called Grimgar...
context: Living has its own challenges.\I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar... response:	The Borderland Brigade's mission is to clear them out and suppress them.
context: I'll give you just one piece of advice.\Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them. response:	But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.
context: Don't give up.\Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line. response:	So that's why Volunteer Soldiers like us are needed.
context: Yes, when you die, you die, but if you give up, you're definitely going to die.\That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed. response:	Well, we're still trainees, though.
context: That, I am sure of.\Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though. response:	Renji and his party have already bought official Borderland Brigade badges from Bri-chan.
context: Congratulations.\Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan. response:	It seems you can trade monster items like horns and claws for a high price.
context: Starting today, you are all Volunteer Soldier trainees.\In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price. response:	Twenty silvers still seem pretty expensive.
context: In the borderlands of this world called Grimgar...\The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive. response:	Meat! I want some meat!
context: The Borderland Brigade's mission is to clear them out and suppress them.\But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat! response:	Some hearty stuff that I can sink my teeth into!
context: But in reality, the regular army has their hands full with maintaining Ortana and the forts on the front line.\So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into! response:	They cost four coppers.
context: So that's why Volunteer Soldiers like us are needed.\Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers. response:	Be patient until we can actually earn our living.
context: Well, we're still trainees, though.\Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living. response:	You just wait!
context: Renji and his party have already bought official Borderland Brigade badges from Bri-chan.\It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living.\You just wait! response:	I'm gonna eat everything in sight!
context: It seems you can trade monster items like horns and claws for a high price.\Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight! response:	I'll clean out the stands, bones and all!
context: Twenty silvers still seem pretty expensive.\Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all! response:	I don't think you should eat the bones...
context: Meat! I want some meat!\Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones... response:	Or the stand.
context: Some hearty stuff that I can sink my teeth into!\They cost four coppers.\Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand. response:	Don't sweat the small stuff, you'll only tire yourself out.
context: They cost four coppers.\Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out. response:	Now that I think about it, I'm getting more tired just talking to you.
context: Be patient until we can actually earn our living.\You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you. response:	You're so weak.
context: You just wait!\I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak. response:	It makes you so useless!
context: I'm gonna eat everything in sight!\I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless! response:	No good. No good for anything!
context: I'll clean out the stands, bones and all!\I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless!\No good. No good for anything! response:	And you're strong, Ranta?
context: I don't think you should eat the bones...\Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless!\No good. No good for anything!\And you're strong, Ranta? response:	He doesn't look it.
context: Or the stand.\Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless!\No good. No good for anything!\And you're strong, Ranta?\He doesn't look it. response:	I am strong.
context: Don't sweat the small stuff, you'll only tire yourself out.\Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless!\No good. No good for anything!\And you're strong, Ranta?\He doesn't look it.\I am strong. response:	Even when I was a babe, I was famous for my hidden strength!
context: Now that I think about it, I'm getting more tired just talking to you.\You're so weak.\It makes you so useless!\No good. No good for anything!\And you're strong, Ranta?\He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength! response:	If you were famous for it, there was nothing hidden about it.
context: You're so weak.\It makes you so useless!\No good. No good for anything!\And you're strong, Ranta?\He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it. response:	That day, Renji chose some of the stronger people and set out from Bri-chan's office.
context: It makes you so useless!\No good. No good for anything!\And you're strong, Ranta?\He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office. response:	The rest of us formed a party, but truthfully, I think there's a difference in our strength.
context: No good. No good for anything!\And you're strong, Ranta?\He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength. response:	We spent eight silvers to join a guild.
context: And you're strong, Ranta?\He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild. response:	Each have two silvers left.
context: He doesn't look it.\I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left. response:	One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.
