context: Is something wrong, Goddess? response:	No, it's nothing.
context: You came to laugh at me,\when everybody's going to be laughing at you?\What's with your utterly sad...\Flat chest!\Flat chest!\Flat chest!\Everyone's got great equipment...\It's that time of year again, huh? response:	Monsterphilia?
context: when everybody's going to be laughing at you?\What's with your utterly sad...\Flat chest!\Flat chest!\Flat chest!\Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia? response:	A year goes by so fast.
context: What's with your utterly sad...\Flat chest!\Flat chest!\Flat chest!\Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia?\A year goes by so fast. response:	Go! Get her! Get her!
context: Flat chest!\Flat chest!\Flat chest!\Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia?\A year goes by so fast.\Go! Get her! Get her! response:	Loli-big-boobs and Loki-no-boobs, huh?
context: Flat chest!\Flat chest!\Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia?\A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh? response:	I've got 10,000 valis on Loli-big-boobs!
context: Flat chest!\Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia?\A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs! response:	Ten elixirs on no-boobs causing an accident at the last second!
context: Everyone's got great equipment...\It's that time of year again, huh?\Monsterphilia?\A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second! response:	I'll bet all my star chips on me
context: It's that time of year again, huh?\Monsterphilia?\A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me response:	consoling Loki-tan after she loses!
context: Monsterphilia?\A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses! response:	I'll let you off with that for today!
context: A year goes by so fast.\Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today! response:	Next time we meet, don't let me see those tiny things!
context: Go! Get her! Get her!\Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things! response:	Shut up, damn you!
context: Loli-big-boobs and Loki-no-boobs, huh?\I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you! response:	You guys were at it again?
context: I've got 10,000 valis on Loli-big-boobs!\Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again? response:	Hephaestus!
context: Ten elixirs on no-boobs causing an accident at the last second!\I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again?\Hephaestus! response:	I'm so glad I came!
context: I'll bet all my star chips on me\consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again?\Hephaestus!\I'm so glad I came! response:	I wanted to see you!
context: consoling Loki-tan after she loses!\I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again?\Hephaestus!\I'm so glad I came!\I wanted to see you! response:	See me?
context: I'll let you off with that for today!\Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again?\Hephaestus!\I'm so glad I came!\I wanted to see you!\See me? response:	Listen, I'm not lending you even one more valis, okay?
context: Next time we meet, don't let me see those tiny things!\Shut up, damn you!\You guys were at it again?\Hephaestus!\I'm so glad I came!\I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay? response:	How rude!
context: Shut up, damn you!\You guys were at it again?\Hephaestus!\I'm so glad I came!\I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay?\How rude! response:	Do I look like someone who'd treat her friends
context: You guys were at it again?\Hephaestus!\I'm so glad I came!\I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends response:	like walking piggy banks?
context: Hephaestus!\I'm so glad I came!\I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends\like walking piggy banks? response:	Whatever.
context: I'm so glad I came!\I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever. response:	You freeloaded off my familia for forever,
context: I wanted to see you!\See me?\Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever.\You freeloaded off my familia for forever, response:	and then when we kicked you out you came
context: See me?\Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came response:	crying back and said you had no money, no house, and no job!
context: Listen, I'm not lending you even one more valis, okay?\How rude!\Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job! response:	So of course I'm going to think that!
context: How rude!\Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that! response:	Y-Yeah, that's how things used to be, sure.
context: Do I look like someone who'd treat her friends\like walking piggy banks?\Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure. response:	But things are different now!
context: like walking piggy banks?\Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now! response:	I have a familia now, too!
context: Whatever.\You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too! response:	That's right.
context: You freeloaded off my familia for forever,\and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too!\That's right. response:	Bell, was it?
context: and then when we kicked you out you came\crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too!\That's right.\Bell, was it? response:	The human with the white hair and red eyes.
context: crying back and said you had no money, no house, and no job!\So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too!\That's right.\Bell, was it?\The human with the white hair and red eyes. response:	Well, a lot of gods change once they have a familia, but...
context: So of course I'm going to think that!\Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too!\That's right.\Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but... response:	Hephaestus, Hestia...
context: Y-Yeah, that's how things used to be, sure.\But things are different now!\I have a familia now, too!\That's right.\Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia... response:	I'll be leaving.
context: But things are different now!\I have a familia now, too!\That's right.\Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving. response:	Really?
context: I have a familia now, too!\That's right.\Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving.\Really? response:	Yes.
context: That's right.\Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving.\Really?\Yes. response:	There was something I wanted to check up on...
context: Bell, was it?\The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving.\Really?\Yes.\There was something I wanted to check up on... response:	But that's done.
context: The human with the white hair and red eyes.\Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving.\Really?\Yes.\There was something I wanted to check up on...\But that's done. response:	And I've already had all the fun I wanted with all the men here.
context: Well, a lot of gods change once they have a familia, but...\Hephaestus, Hestia...\I'll be leaving.\Really?\Yes.\There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here. response:	Bye.
context: Hephaestus, Hestia...\I'll be leaving.\Really?\Yes.\There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here.\Bye. response:	Wow.
context: I'll be leaving.\Really?\Yes.\There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here.\Bye.\Wow. response:	So, why did you want to see me?
context: Really?\Yes.\There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here.\Bye.\Wow.\So, why did you want to see me? response:	Depending on what it is, I may decide to never speak to you again.
context: Yes.\There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here.\Bye.\Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again. response:	I-I know.
context: There was something I wanted to check up on...\But that's done.\And I've already had all the fun I wanted with all the men here.\Bye.\Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know. response:	Actually...
context: But that's done.\And I've already had all the fun I wanted with all the men here.\Bye.\Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually... response:	I want you to make a weapon for Bell!
context: And I've already had all the fun I wanted with all the men here.\Bye.\Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually...\I want you to make a weapon for Bell! response:	Oh, it's you, Bell.
context: Bye.\Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell. response:	Lord Miach!
context: Wow.\So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach! response:	Sorry... I know I'm not going to be buying anything.
context: So, why did you want to see me?\Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything. response:	There's nothing to apologize for.
context: Depending on what it is, I may decide to never speak to you again.\I-I know.\Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for. response:	You didn't go to the Banquet of the Gods, Lord Miach?
context: I-I know.\Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach? response:	Yeah.
context: Actually...\I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah. response:	I was invited,
context: I want you to make a weapon for Bell!\Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited, response:	but since my familia is so small, I've been busy preparing my goods.
context: Oh, it's you, Bell.\Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods. response:	Bell, I'll give you these.
context: Lord Miach!\Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these. response:	I couldn't.
context: Sorry... I know I'm not going to be buying anything.\There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't. response:	Don't worry. I'm just brown-nosing a good neighbor.
context: There's nothing to apologize for.\You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor. response:	It's my way of asking you to keep patronizing my familia.
context: You didn't go to the Banquet of the Gods, Lord Miach?\Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia. response:	T-Thank you.
context: Yeah.\I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you. response:	Bye.
context: I was invited,\but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye. response:	How long are you going to keep doing that?
context: but since my familia is so small, I've been busy preparing my goods.\Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye.\How long are you going to keep doing that? response:	I'm actually pretty busy.
context: Bell, I'll give you these.\I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye.\How long are you going to keep doing that?\I'm actually pretty busy. response:	You're distracting me.
context: I couldn't.\Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye.\How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me. response:	Do you understand?
context: Don't worry. I'm just brown-nosing a good neighbor.\It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye.\How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me.\Do you understand? response:	You're kidding me.
context: It's my way of asking you to keep patronizing my familia.\T-Thank you.\Bye.\How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me.\Do you understand?\You're kidding me. response:	I'm not trying to brag here,
context: T-Thank you.\Bye.\How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me.\Do you understand?\You're kidding me.\I'm not trying to brag here, response:	but you know how much our made-to-order equipment costs, right?
context: Bye.\How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me.\Do you understand?\You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right? response:	I know it's expensive, but...
context: How long are you going to keep doing that?\I'm actually pretty busy.\You're distracting me.\Do you understand?\You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but... response:	Then save up the money.
context: I'm actually pretty busy.\You're distracting me.\Do you understand?\You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money. response:	We can talk then.
context: You're distracting me.\Do you understand?\You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money.\We can talk then. response:	It has to be now.
context: Do you understand?\You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money.\We can talk then.\It has to be now. response:	Please, Hephaestus!
context: You're kidding me.\I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money.\We can talk then.\It has to be now.\Please, Hephaestus! response:	I'm begging you!
context: I'm not trying to brag here,\but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money.\We can talk then.\It has to be now.\Please, Hephaestus!\I'm begging you! response:	What exactly are you supposed to be doing, anyway?
context: but you know how much our made-to-order equipment costs, right?\I know it's expensive, but...\Then save up the money.\We can talk then.\It has to be now.\Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway? response:	Prostrating myself.
context: I know it's expensive, but...\Then save up the money.\We can talk then.\It has to be now.\Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself. response:	Takemikazuchi told me about it.
context: Then save up the money.\We can talk then.\It has to be now.\Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it. response:	It's the ultimate technique for apologizing and begging.
context: We can talk then.\It has to be now.\Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging. response:	He needs to learn to keep his mouth shut.
context: It has to be now.\Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut. response:	Hestia.
context: Please, Hephaestus!\I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia. response:	Tell me why you're willing to go this far.
context: I'm begging you!\What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far. response:	I want to help Bell!
context: What exactly are you supposed to be doing, anyway?\Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far.\I want to help Bell! response:	He's trying to change!
context: Prostrating myself.\Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change! response:	He's found a goal, and now he's trying to follow a long, harsh path.
context: Takemikazuchi told me about it.\It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path. response:	It's a dangerous path.
context: It's the ultimate technique for apologizing and begging.\He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path. response:	So I want the power to help him!
context: He needs to learn to keep his mouth shut.\Hestia.\Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him! response:	A weapon to cut open the way for him!
context: Hestia.\Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him! response:	He's always been there for me, and I can't do anything for him.
context: Tell me why you're willing to go this far.\I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him. response:	He gives me everything, and I do nothing for him.
context: I want to help Bell!\He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him. response:	I'm his god, but I can't do any of the things a god should do.
context: He's trying to change!\He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do. response:	I hate not being able to do anything!
context: He's found a goal, and now he's trying to follow a long, harsh path.\It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything! response:	Trying to change, huh?
context: It's a dangerous path.\So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh? response:	Fine.
context: So I want the power to help him!\A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh?\Fine. response:	I'll make your weapon.
context: A weapon to cut open the way for him!\He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh?\Fine.\I'll make your weapon. response:	For your child's sake.
context: He's always been there for me, and I can't do anything for him.\He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh?\Fine.\I'll make your weapon.\For your child's sake. response:	Thank you, Hephaestus!
context: He gives me everything, and I do nothing for him.\I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh?\Fine.\I'll make your weapon.\For your child's sake.\Thank you, Hephaestus! response:	Just so we're clear, you're paying.
context: I'm his god, but I can't do any of the things a god should do.\I hate not being able to do anything!\Trying to change, huh?\Fine.\I'll make your weapon.\For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying. response:	Even if it takes decades, or centuries.
context: I hate not being able to do anything!\Trying to change, huh?\Fine.\I'll make your weapon.\For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries. response:	Yeah! I know!
context: Trying to change, huh?\Fine.\I'll make your weapon.\For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know! response:	What kind of weapon does your child use?
context: Fine.\I'll make your weapon.\For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use? response:	He uses a knife.
context: I'll make your weapon.\For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use?\He uses a knife. response:	Hephaestus, are you going to make it yourself?
context: For your child's sake.\Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself? response:	Of course.
context: Thank you, Hephaestus!\Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself?\Of course. response:	I can't get my familia involved in a private matter between you and I.
context: Just so we're clear, you're paying.\Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I. response:	Wow! Even in heaven, you're known as the Divine Smith!
context: Even if it takes decades, or centuries.\Yeah! I know!\What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith! response:	And you're going to make it for me personally!
context: Yeah! I know!\What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally! response:	Did you forget?
context: What kind of weapon does your child use?\He uses a knife.\Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget? response:	This isn't heaven.
context: He uses a knife.\Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget?\This isn't heaven. response:	We can't use any of my divine powers.
context: Hephaestus, are you going to make it yourself?\Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget?\This isn't heaven.\We can't use any of my divine powers. response:	I don't care.
context: Of course.\I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget?\This isn't heaven.\We can't use any of my divine powers.\I don't care. response:	The thing that makes me happiest is that you're the one who's making it.
context: I can't get my familia involved in a private matter between you and I.\Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget?\This isn't heaven.\We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it. response:	You help me, too!
context: Wow! Even in heaven, you're known as the Divine Smith!\And you're going to make it for me personally!\Did you forget?\This isn't heaven.\We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too! response:	You're going to be my assistant.
context: And you're going to make it for me personally!\Did you forget?\This isn't heaven.\We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant. response:	Sure, leave it to me.
context: Did you forget?\This isn't heaven.\We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant.\Sure, leave it to me. response:	A first-rate weapon for a new adventurer,
context: This isn't heaven.\We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer, response:	with only two weeks' experience...
context: We can't use any of my divine powers.\I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience... response:	Now then, what to do?
context: I don't care.\The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do? response:	She said she'd be gone for two or three days.
context: The thing that makes me happiest is that you're the one who's making it.\You help me, too!\You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days. response:	Maybe she won't come home today...
context: You help me, too!\You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today... response:	Hey!
context: You're going to be my assistant.\Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey! response:	Wait up, white-hair!
context: Sure, leave it to me.\A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey!\Wait up, white-hair! response:	I have a request!
context: A first-rate weapon for a new adventurer,\with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey!\Wait up, white-hair!\I have a request! response:	Oh, good morning.
context: with only two weeks' experience...\Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey!\Wait up, white-hair!\I have a request!\Oh, good morning. response:	G-Good morning.
