context: I shot down Dodoria! response:	I easily beat Dodoria, who took such pride in his own power!
context: Incredible training along the way?\All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here?\W- what's that?\Goku, can you hear me? response:	Ah, it's Bulma's daddy! What on earth is going on?
context: All right! All right! We've found some hope!\Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here?\W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on? response:	Part of the exterior of the spaceship has been damaged.
context: Next up, I'll do this for 30 minutes!\Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here?\W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged. response:	A meteor or something must have hit it.
context: Huh? Is it already time for the next item on the schedule?\That's strange...\What's going on here?\W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it. response:	lf you keep going like this, you'll slip off course.
context: That's strange...\What's going on here?\W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course. response:	W- what's going to happen!?
context: What's going on here?\W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!? response:	You won't be able to go to Planet Namek. You'll become lost in space.
context: W- what's that?\Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space. response:	I can't have that!
context: Goku, can you hear me?\Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that! response:	Go outside and repair it.
context: Ah, it's Bulma's daddy! What on earth is going on?\Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it. response:	Repair it!?
context: Part of the exterior of the spaceship has been damaged.\A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it.\Repair it!? response:	Mm-hmm, it will be easy.
context: A meteor or something must have hit it.\lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy. response:	lnside the repair box, there should be some material and a powerful adhesive.
context: lf you keep going like this, you'll slip off course.\W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive. response:	Wow, so this is space, huh?
context: W- what's going to happen!?\You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh? response:	Goku, don't panic. You've got a lifeline, don't you?
context: You won't be able to go to Planet Namek. You'll become lost in space.\I can't have that!\Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you? response:	That's right. I just have to reel myself in, huh?
context: I can't have that!\Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh? response:	You know, this speed is amazing.
context: Go outside and repair it.\Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing. response:	Yikes, I'd better hurry.
context: Repair it!?\Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry. response:	Oh, that gave me a start.
context: Mm-hmm, it will be easy.\lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start. response:	Goku, the soles of your boots are magnets, so you can stand up and walk around.
context: lnside the repair box, there should be some material and a powerful adhesive.\Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around. response:	Oh, yeah?
context: Wow, so this is space, huh?\Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah? response:	Ha-ha, it's true!
context: Goku, don't panic. You've got a lifeline, don't you?\That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true! response:	This is terrific!
context: That's right. I just have to reel myself in, huh?\You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true!\This is terrific! response:	Oh, that must be it.
context: You know, this speed is amazing.\Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true!\This is terrific!\Oh, that must be it. response:	All right, there it is.
context: Yikes, I'd better hurry.\Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true!\This is terrific!\Oh, that must be it.\All right, there it is. response:	Let's see... This is the glue, huh?
context: Oh, that gave me a start.\Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true!\This is terrific!\Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh? response:	Let's see, the course deviation caused by that damage is...
context: Goku, the soles of your boots are magnets, so you can stand up and walk around.\Oh, yeah?\Ha-ha, it's true!\This is terrific!\Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is... response:	Oh, what's this!?
context: Oh, yeah?\Ha-ha, it's true!\This is terrific!\Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!? response:	All right, that does it. It was easier than I thought.
context: Ha-ha, it's true!\This is terrific!\Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought. response:	Goku, this is bad! You have to make a course correction right now!
context: This is terrific!\Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now! response:	Goku, your position right now is at SU-83 by 643-XY.
context: Oh, that must be it.\All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY. response:	If you keep going the way you are,
context: All right, there it is.\Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are, response:	you're going to collide with the star Alpha HZ at 653-XY.
context: Let's see... This is the glue, huh?\Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY. response:	I can't understand anything as complicated as that! What should I do!?
context: Let's see, the course deviation caused by that damage is...\Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!? response:	Oh, just do as I instruct you to, and it will be easy.
context: Oh, what's this!?\All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy. response:	Hurry and get back inside the spaceship.
context: All right, that does it. It was easier than I thought.\Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship. response:	All right, you got it.
context: Goku, this is bad! You have to make a course correction right now!\Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it. response:	Huh?
context: Goku, your position right now is at SU-83 by 643-XY.\If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it.\Huh? response:	I'm stuck here. Come on, now!
context: If you keep going the way you are,\you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it.\Huh?\I'm stuck here. Come on, now! response:	This is bad. I can't get loose.
context: you're going to collide with the star Alpha HZ at 653-XY.\I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it.\Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose. response:	All right, one more time...
context: I can't understand anything as complicated as that! What should I do!?\Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it.\Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time... response:	Goku, what are you doing? There's no time!
context: Oh, just do as I instruct you to, and it will be easy.\Hurry and get back inside the spaceship.\All right, you got it.\Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time! response:	That's easy for you to say,
context: Hurry and get back inside the spaceship.\All right, you got it.\Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say, response:	but my feet got stuck with the glue, and I can't get free!
context: All right, you got it.\Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free! response:	What did you say!?
context: Huh?\I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!? response:	What do I do!?
context: I'm stuck here. Come on, now!\This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!? response:	Tell me!
context: This is bad. I can't get loose.\All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!?\Tell me! response:	G- Goku!
context: All right, one more time...\Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!?\Tell me!\G- Goku! response:	Goku- san!
context: Goku, what are you doing? There's no time!\That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!?\Tell me!\G- Goku!\Goku- san! response:	I don't want to die out here!
context: That's easy for you to say,\but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!?\Tell me!\G- Goku!\Goku- san!\I don't want to die out here! response:	All right, all I can do now is count on this...
context: but my feet got stuck with the glue, and I can't get free!\What did you say!?\What do I do!?\Tell me!\G- Goku!\Goku- san!\I don't want to die out here!\All right, all I can do now is count on this... response:	Ka... me...
context: What did you say!?\What do I do!?\Tell me!\G- Goku!\Goku- san!\I don't want to die out here!\All right, all I can do now is count on this...\Ka... me... response:	ha... me...
context: What do I do!?\Tell me!\G- Goku!\Goku- san!\I don't want to die out here!\All right, all I can do now is count on this...\Ka... me...\ha... me... response:	Ha!!
context: Tell me!\G- Goku!\Goku- san!\I don't want to die out here!\All right, all I can do now is count on this...\Ka... me...\ha... me...\Ha!! response:	Whew! This is incredible power!
context: G- Goku!\Goku- san!\I don't want to die out here!\All right, all I can do now is count on this...\Ka... me...\ha... me...\Ha!!\Whew! This is incredible power! response:	I get it, this is the result of the 20 G training!
context: Goku- san!\I don't want to die out here!\All right, all I can do now is count on this...\Ka... me...\ha... me...\Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training! response:	He did it! He did it!
context: I don't want to die out here!\All right, all I can do now is count on this...\Ka... me...\ha... me...\Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it! response:	I- it's no use!
context: All right, all I can do now is count on this...\Ka... me...\ha... me...\Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use! response:	Goku- san!
context: Ka... me...\ha... me...\Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use!\Goku- san! response:	All right, I'm sure of myself now. This time, full power!
context: ha... me...\Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power! response:	Ka... me...
context: Ha!!\Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me... response:	ha... me...
context: Whew! This is incredible power!\I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me... response:	Ha!!
context: I get it, this is the result of the 20 G training!\He did it! He did it!\I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me...\Ha!! response:	He did it! He did it! He did it!
context: He did it! He did it!\I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me...\Ha!!\He did it! He did it! He did it! response:	That much force from 20 Gs.
context: I- it's no use!\Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me...\Ha!!\He did it! He did it! He did it!\That much force from 20 Gs. response:	If I raise the Gs even more, I'll become even stronger!
context: Goku- san!\All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me...\Ha!!\He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger! response:	I feel it! Larger-size powers! They number about twenty.
context: All right, I'm sure of myself now. This time, full power!\Ka... me...\ha... me...\Ha!!\He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty. response:	No question about it, it's a Namekian village.
context: Ka... me...\ha... me...\Ha!!\He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village. response:	They probably have one of the Dragon Balls.
context: ha... me...\Ha!!\He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls. response:	Freeza and his men don't have Scouters!
context: Ha!!\He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters! response:	No matter what action I may take now, they won't know about it!
context: He did it! He did it! He did it!\That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it! response:	Sure enough. And since the villagers are still alive,
context: That much force from 20 Gs.\If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive, response:	that proves that Freeza and the others haven't been here yet!
context: If I raise the Gs even more, I'll become even stronger!\I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet! response:	W- what's this?
context: I feel it! Larger-size powers! They number about twenty.\No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this? response:	It's an alien!
context: No question about it, it's a Namekian village.\They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien! response:	Is the one called Elder here? I've come to take your Dragon Ball off your hands.
context: They probably have one of the Dragon Balls.\Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands. response:	W- what?
context: Freeza and his men don't have Scouters!\No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what? response:	I am the Elder. Would you tell me why you want the Dragon Balls?
context: No matter what action I may take now, they won't know about it!\Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls? response:	Never mind, just hand it over quickly. You have it, don't you?
context: Sure enough. And since the villagers are still alive,\that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you? response:	Leave us. I cannot allow you to have it. I can sense evil in you.
context: that proves that Freeza and the others haven't been here yet!\W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you. response:	Then die.
context: W- what's this?\It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you.\Then die. response:	Bang!
context: It's an alien!\Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you.\Then die.\Bang! response:	Elder!
context: Is the one called Elder here? I've come to take your Dragon Ball off your hands.\W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you.\Then die.\Bang!\Elder! response:	Planet Namek was in the worst of circumstances.
context: W- what?\I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you.\Then die.\Bang!\Elder!\Planet Namek was in the worst of circumstances. response:	At length, Vegeta had also set out in search of the Dragon Balls.
context: I am the Elder. Would you tell me why you want the Dragon Balls?\Never mind, just hand it over quickly. You have it, don't you?\Leave us. I cannot allow you to have it. I can sense evil in you.\Then die.\Bang!\Elder!\Planet Namek was in the worst of circumstances.\At length, Vegeta had also set out in search of the Dragon Balls. response:	ls their only hope to await the arrival of Goku?
